68,34,6,,,,,71.0,,,,,,,,,,,,
69,35,6,,,,,73.0,,,,,,,,,,,,
70,32,6,,,,,78.0,,,,,,,,,,,,
71,32,6,,,,,79.0,,,,,,,,,,,,
72,33,6,,,,,81.0,,,,,,,,,,,,
73,33,6,,,,,81.0,,,,,,,,,,,,
74,33,6,,,,,82.0,,,,,,,,,,,,
75,33,6,,,,,85.0,,,,,,,,,,,,
76,35,6,,,,,86.0,,,,,,,,,,,,
77,35,6,,,,,86.0,,,,,,,,,,,,
78,32,8,,,,,91.0,,,,,,,,,,,,
79,32,8,,,,,91.0,,,,,,,,,,,,
80,31,8,,,,,97.0,,,,,,,,,,,,
81,31,8,,,,,97.0,,,,,,,,,,,,
82,31,8,,,,,97.0,,,,,,,,,,,,
83,31,8,,,,,97.0,,,,,,,,,,,,
84,29,6,,,,,,106.0,,,,,,,,,,,
85,30,6,,,,,,106.0,,,,,,,,,,,
86,31,6,,,,,,107.0,,,,,,,,,,,
87,32,6,,,,,,107.0,,,,,,,,,,,
88,34,6,,,,,,108.0,,,,,,,,,,,
89,34,6,,,,,,109.0,,,,,,,,,,,
90,35,6,,,,,,111.0,,,,,,,,,,,
91,35,6,,,,,,112.0,,,,,,,,,,,
92,35,6,,,,,,112.0,,,,,,,,,,,
93,36,6,,,,,,113.0,,,,,,,,,,,
94,36,6,,,,,,114.0,,,,,,,,,,,
95,37,6,,,,,,114.0,,,,,,,,,,,
96,33,4,,,,,,127.0,,,,,,,,,,,
97,34,4,,,,,,127.0,,,,,,,,,,,
98,35,4,,,,,,129.0,,,,,,,,,,,
99,36,4,,,,,,130.0,,,,,,,,,,,
100,37,4,,,,,,,138.0,,,,,,,,,,
101,37,4,,,,,,,138.0,,,,,,,,,,
102,37,4,,,,,,,139.0,,,,,,,,,,
103,37,4,,,,,,,139.0,,,,,,,,,,
104,37,4,,,,,,,142.0,,,,,,,,,,
105,37,4,,,,,,,146.0,,,,,,,,,,
106,38,6,,,,,,,146.0,,,,,,,,,,
107,38,6,,,,,,,145.0,,,,,,,,,,
108,39,6,,,,,,,145.0,,,,,,,,,,
109,39,6,,,,,,,145.0,,,,,,,,,,
110,44,6,,,,,,,149.0,,,,,,,,,,
111,44,6,,,,,,,149.0,,,,,,,,,,
112,44,6,,,,,,,150.0,,,,,,,,,,
113,44,6,,,,,,,150.0,,,,,,,,,,
114,44,6,,,,,,,153.0,,,,,,,,,,
115,44,6,,,,,,,153.0,,,,,,,,,,
116,44,6,,,,,,,153.0,,,,,,,,,,
117,46,6,,,,,,,154.0,,,,,,,,,,
118,47,6,,,,,,,154.0,,,,,,,,,,
119,47,6,,,,,,,154.0,,,,,,,,,,
120,44,8,,,,,,,160.0,,,,,,,,,,
121,44,8,,,,,,,160.0,,,,,,,,,,
122,44,8,,,,,,,160.0,,,,,,,,,,
123,44,8,,,,,,,161.0,,,,,,,,,,
124,42,8,,,,,,,166.0,,,,,,,,,,
125,43,8,,,,,,,166.0,,,,,,,,,,
126,45,8,,,,,,,168.0,,,,,,,,,,
127,46,8,,,,,,,168.0,,,,,,,,,,
128,45,8,,,,,,,170.0,,,,,,,,,,
129,45,8,,,,,,,170.0,,,,,,,,,,
130,48,8,,,,,,,170.0,,,,,,,,,,
131,48,8,,,,,,,170.0,,,,,,,,,,
132,48,8,,,,,,,172.0,,,,,,,,,,
133,49,8,,,,,,,174.0,,,,,,,,,,
134,49,8,,,,,,,175.0,,,,,,,,,,
135,49,8,,,,,,,175.0,,,,,,,,,,
136,50,8,,,,,,,175.0,,,,,,,,,,
137,50,8,,,,,,,175.0,,,,,,,,,,
138,49,8,,,,,,,176.0,,,,,,,,,,
139,49,8,,,,,,,176.0,,,,,,,,,,
140,49,8,,,,,,,181.0,,,,,,,,,,
141,49,8,,,,,,,181.0,,,,,,,,,,
142,49,8,,,,,,,182.0,,,,,,,,,,
143,49,8,,,,,,,182.0,,,,,,,,,,
144,50,8,,,,,,,183.0,,,,,,,,,,
145,50,8,,,,,,,183.0,,,,,,,,,,
146,51,8,,,,,,,184.0,,,,,,,,,,
147,52,8,,,,,,,185.0,,,,,,,,,,
148,50,6,,,,,,,194.0,,,,,,,,,,
149,50,6,,,,,,,193.0,,,,,,,,,,
150,50,6,,,,,,,193.0,,,,,,,,,,
151,51,6,,,,,,,192.0,,,,,,,,,,
152,50,6,,,,,,,195.0,,,,,,,,,,
153,53,6,,,,,,,195.0,,,,,,,,,,
154,55,6,,,,,,,196.0,,,,,,,,,,
155,55,6,,,,,,,197.0,,,,,,,,,,
156,54,6,,,,,,,200.0,,,,,,,,,,
157,54,6,,,,,,,201.0,,,,,,,,,,
158,54,6,,,,,,,201.0,,,,,,,,,,
159,53,6,,,,,,,203.0,,,,,,,,,,
160,55,6,,,,,,,205.0,,,,,,,,,,
161,55,6,,,,,,,205.0,,,,,,,,,,
162,55,6,,,,,,,205.0,,,,,,,,,,
163,56,6,,,,,,,205.0,,,,,,,,,,
164,57,6,,,,,,,205.0,,,,,,,,,,
165,60,6,,,,,,,205.0,,,,,,,,,,
166,60,6,,,,,,,208.0,,,,,,,,,,
167,60,6,,,,,,,208.0,,,,,,,,,,
168,60,6,,,,,,,210.0,,,,,,,,,,
169,61,6,,,,,,,210.0,,,,,,,,,,
170,62,6,,,,,,,210.0,,,,,,,,,,
171,61,6,,,,,,,212.0,,,,,,,,,,
172,61,6,,,,,,,217.0,,,,,,,,,,
173,61,6,,,,,,,217.0,,,,,,,,,,
174,62,6,,,,,,,218.0,,,,,,,,,,
175,63,6,,,,,,,219.0,,,,,,,,,,
176,63,6,,,,,,,224.0,,,,,,,,,,
177,63,6,,,,,,,225.0,,,,,,,,,,
178,66,6,,,,,,,225.0,,,,,,,,,,
179,67,6,,,,,,,225.0,,,,,,,,,,
180,65,6,,,,,,,236.0,,,,,,,,,,
181,69,6,,,,,,,236.0,,,,,,,,,,
182,69,6,,,,,,,236.0,,,,,,,,,,
183,68,4,,,,,,,243.0,,,,,,,,,,
184,67,4,,,,,,,,245.0,,,,,,,,,
185,68,4,,,,,,,,245.0,,,,,,,,,
186,69,4,,,,,,,,245.0,,,,,,,,,
187,69,4,,,,,,,,246.0,,,,,,,,,
188,69,4,,,,,,,,247.0,,,,,,,,,
189,70,4,,,,,,,,247.0,,,,,,,,,
190,71,4,,,,,,,,247.0,,,,,,,,,
191,71,4,,,,,,,,247.0,,,,,,,,,
192,72,4,,,,,,,,,250.0,,,,,,,,
193,72,4,,,,,,,,,250.0,,,,,,,,
194,74,4,,,,,,,,,250.0,,,,,,,,
195,74,4,,,,,,,,,250.0,,,,,,,,
196,74,4,,,,,,,,,252.0,,,,,,,,
197,76,4,,,,,,,,,252.0,,,,,,,,
198,75,4,,,,,,,,,256.0,,,,,,,,
199,74,4,,,,,,,,,259.0,,,,,,,,
200,76,4,,,,,,,,,263.0,,,,,,,,
201,78,4,,,,,,,,,262.0,,,,,,,,
202,81,4,,,,,,,,,266.0,,,,,,,,
203,81,4,,,,,,,,,267.0,,,,,,,,
204,83,4,,,,,,,,,268.0,,,,,,,,
205,82,6,,,,,,,,,268.0,,,,,,,,
206,82,6,,,,,,,,,269.0,,,,,,,,
207,84,6,,,,,,,,,269.0,,,,,,,,
208,84,6,,,,,,,,,275.0,,,,,,,,
209,84,6,,,,,,,,,275.0,,,,,,,,
210,87,6,,,,,,,,,277.0,,,,,,,,
211,88,6,,,,,,,,,277.0,,,,,,,,
212,88,6,,,,,,,,,277.0,,,,,,,,
213,88,6,,,,,,,,,276.0,,,,,,,,
214,88,6,,,,,,,,,277.0,,,,,,,,
215,88,6,,,,,,,,,278.0,,,,,,,,
216,89,6,,,,,,,,,279.0,,,,,,,,
217,89,6,,,,,,,,,279.0,,,,,,,,
218,91,6,,,,,,,,,279.0,,,,,,,,
219,91,6,,,,,,,,,279.0,,,,,,,,
220,87,4,,,,,,,,,290.0,,,,,,,,
221,87,4,,,,,,,,,290.0,,,,,,,,
222,71,,,,,,,,,,311.0,,,,,,,,
223,72,,,,,,,,,,311.0,,,,,,,,
224,73,,,,,,,,,,313.0,,,,,,,,
225,73,,,,,,,,,,314.0,,,,,,,,
226,73,,,,,,,,,,314.0,,,,,,,,
227,74,2,,,,,,,,,311.0,,,,,,,,
228,77,2,,,,,,,,,313.0,,,,,,,,
229,77,2,,,,,,,,,313.0,,,,,,,,
230,78,2,,,,,,,,,316.0,,,,,,,,
231,77,2,,,,,,,,,317.0,,,,,,,,
232,77,2,,,,,,,,,317.0,,,,,,,,
233,77,2,,,,,,,,,317.0,,,,,,,,
234,78,2,,,,,,,,,319.0,,,,,,,,
235,78,2,,,,,,,,,320.0,,,,,,,,
236,78,2,,,,,,,,,323.0,,,,,,,,
237,78,2,,,,,,,,,323.0,,,,,,,,
238,79,2,,,,,,,,,325.0,,,,,,,,
239,79,2,,,,,,,,,325.0,,,,,,,,
240,79,2,,,,,,,,,326.0,,,,,,,,
241,79,2,,,,,,,,,326.0,,,,,,,,
242,79,2,,,,,,,,,327.0,,,,,,,,
243,79,2,,,,,,,,,327.0,,,,,,,,
244,79,2,,,,,,,,,328.0,,,,,,,,
245,80,2,,,,,,,,,327.0,,,,,,,,
246,81,2,,,,,,,,,327.0,,,,,,,,
247,81,2,,,,,,,,,327.0,,,,,,,,
248,82,2,,,,,,,,,331.0,,,,,,,,
249,84,2,,,,,,,,,332.0,,,,,,,,
250,85,2,,,,,,,,,333.0,,,,,,,,
251,85,2,,,,,,,,,333.0,,,,,,,,
252,86,2,,,,,,,,,333.0,,,,,,,,
253,86,2,,,,,,,,,333.0,,,,,,,,
254,89,2,,,,,,,,,334.0,,,,,,,,
255,89,2,,,,,,,,,336.0,,,,,,,,
256,89,2,,,,,,,,,336.0,,,,,,,,
257,90,2,,,,,,,,,336.0,,,,,,,,
258,91,2,,,,,,,,,336.0,,,,,,,,
259,92,2,,,,,,,,,337.0,,,,,,,,
260,92,2,,,,,,,,,340.0,,,,,,,,
261,92,2,,,,,,,,,341.0,,,,,,,,
262,89,2,,,,,,,,,348.0,,,,,,,,
263,95,7,,,,,,,,,338.0,,,,,,,,
264,95,7,,,,,,,,,338.0,,,,,,,,
265,96,7,,,,,,,,,338.0,,,,,,,,
266,96,7,,,,,,,,,338.0,,,,,,,,
267,97,7,,,,,,,,,340.0,,,,,,,,
268,97,5,,,,,,,,,344.0,,,,,,,,
269,97,5,,,,,,,,,344.0,,,,,,,,
270,98,5,,,,,,,,,346.0,,,,,,,,
271,98,5,,,,,,,,,346.0,,,,,,,,
272,99,5,,,,,,,,,348.0,,,,,,,,
273,100,5,,,,,,,,,348.0,,,,,,,,
274,101,5,,,,,,,,,349.0,,,,,,,,
275,101,5,,,,,,,,,349.0,,,,,,,,
276,102,5,,,,,,,,,350.0,,,,,,,,
277,103,5,,,,,,,,,351.0,,,,,,,,
278,105,5,,,,,,,,,351.0,,,,,,,,
279,105,5,,,,,,,,,354.0,,,,,,,,
280,105,5,,,,,,,,,357.0,,,,,,,,
281,105,5,,,,,,,,,358.0,,,,,,,,
282,108,5,,,,,,,,,356.0,,,,,,,,
283,108,5,,,,,,,,,356.0,,,,,,,,
284,109,5,,,,,,,,,359.0,,,,,,,,
285,107,5,,,,,,,,,362.0,,,,,,,,
286,108,5,,,,,,,,,362.0,,,,,,,,
287,108,5,,,,,,,,,364.0,,,,,,,,
288,109,5,,,,,,,,,367.0,,,,,,,,
289,109,5,,,,,,,,,367.0,,,,,,,,
290,110,5,,,,,,,,,367.0,,,,,,,,
291,110,5,,,,,,,,,367.0,,,,,,,,
292,112,5,,,,,,,,,367.0,,,,,,,,
293,113,5,,,,,,,,,367.0,,,,,,,,
294,111,7,,,,,,,,,368.0,,,,,,,,
295,111,7,,,,,,,,,368.0,,,,,,,,
296,111,7,,,,,,,,,368.0,,,,,,,,
297,112,7,,,,,,,,,369.0,,,,,,,,
298,113,7,,,,,,,,,369.0,,,,,,,,
299,114,7,,,,,,,,,370.0,,,,,,,,
300,117,7,,,,,,,,,370.0,,,,,,,,
301,118,7,,,,,,,,,370.0,,,,,,,,
302,119,7,,,,,,,,,371.0,,,,,,,,
303,120,7,,,,,,,,,371.0,,,,,,,,
304,120,7,,,,,,,,,373.0,,,,,,,,
305,121,7,,,,,,,,,375.0,,,,,,,,
306,125,7,,,,,,,,,376.0,,,,,,,,
307,128,7,,,,,,,,,376.0,,,,,,,,
308,131,7,,,,,,,,,375.0,,,,,,,,
309,132,7,,,,,,,,,375.0,,,,,,,,
310,131,7,,,,,,,,,379.0,,,,,,,,
311,131,7,,,,,,,,,379.0,,,,,,,,
312,131,7,,,,,,,,,379.0,,,,,,,,
313,131,7,,,,,,,,,379.0,,,,,,,,
314,134,7,,,,,,,,,379.0,,,,,,,,
315,134,9,,,,,,,,,379.0,,,,,,,,
316,135,9,,,,,,,,,379.0,,,,,,,,
317,135,9,,,,,,,,,379.0,,,,,,,,
318,135,9,,,,,,,,,379.0,,,,,,,,
319,136,9,,,,,,,,,379.0,,,,,,,,
320,138,11,,,,,,,,,383.0,,,,,,,,
321,139,11,,,,,,,,,383.0,,,,,,,,
322,138,11,,,,,,,,,385.0,,,,,,,,
323,138,11,,,,,,,,,385.0,,,,,,,,
324,137,11,,,,,,,,,389.0,,,,,,,,
325,137,11,,,,,,,,,389.0,,,,,,,,
326,137,11,,,,,,,,,390.0,,,,,,,,
327,136,13,,,,,,,,,389.0,,,,,,,,
328,137,13,,,,,,,,,390.0,,,,,,,,
329,138,13,,,,,,,,,390.0,,,,,,,,
330,134,13,,,,,,,,,395.0,,,,,,,,
331,135,13,,,,,,,,,393.0,,,,,,,,
332,136,13,,,,,,,,,394.0,,,,,,,,
333,136,13,,,,,,,,,395.0,,,,,,,,
334,139,13,,,,,,,,,396.0,,,,,,,,
335,139,13,,,,,,,,,397.0,,,,,,,,
336,141,13,,,,,,,,,397.0,,,,,,,,
337,141,13,,,,,,,,,397.0,,,,,,,,
338,141,13,,,,,,,,,398.0,,,,,,,,
339,140,13,,,,,,,,,401.0,,,,,,,,
340,140,13,,,,,,,,,401.0,,,,,,,,
341,141,13,,,,,,,,,401.0,,,,,,,,
342,143,13,,,,,,,,,401.0,,,,,,,,
343,143,13,,,,,,,,,401.0,,,,,,,,
344,145,13,,,,,,,,,,403.0,,,,,,,
345,145,13,,,,,,,,,,404.0,,,,,,,
346,145,13,,,,,,,,,,406.0,,,,,,,
347,145,13,,,,,,,,,,407.0,,,,,,,
348,144,13,,,,,,,,,,410.0,,,,,,,
349,145,13,,,,,,,,,,410.0,,,,,,,
350,145,13,,,,,,,,,,410.0,,,,,,,
351,145,13,,,,,,,,,,410.0,,,,,,,
352,143,13,,,,,,,,,,415.0,,,,,,,
353,143,13,,,,,,,,,,414.0,,,,,,,
354,146,13,,,,,,,,,,414.0,,,,,,,
355,146,13,,,,,,,,,,414.0,,,,,,,
356,146,13,,,,,,,,,,414.0,,,,,,,
357,146,13,,,,,,,,,,415.0,,,,,,,
358,148,13,,,,,,,,,,416.0,,,,,,,
359,148,13,,,,,,,,,,417.0,,,,,,,
360,149,13,,,,,,,,,,421.0,,,,,,,
361,149,13,,,,,,,,,,422.0,,,,,,,
362,150,13,,,,,,,,,,423.0,,,,,,,
363,150,13,,,,,,,,,,423.0,,,,,,,
364,149,15,,,,,,,,,,423.0,,,,,,,
365,149,15,,,,,,,,,,423.0,,,,,,,
366,150,15,,,,,,,,,,424.0,,,,,,,
367,150,15,,,,,,,,,,424.0,,,,,,,
368,152,15,,,,,,,,,,424.0,,,,,,,
369,152,15,,,,,,,,,,424.0,,,,,,,
370,152,15,,,,,,,,,,424.0,,,,,,,
371,152,15,,,,,,,,,,424.0,,,,,,,
372,152,15,,,,,,,,,,424.0,,,,,,,
373,152,15,,,,,,,,,,424.0,,,,,,,
374,152,15,,,,,,,,,,424.0,,,,,,,
375,151,13,,,,,,,,,,429.0,,,,,,,
376,151,13,,,,,,,,,,430.0,,,,,,,
377,151,13,,,,,,,,,,429.0,,,,,,,
378,150,13,,,,,,,,,,431.0,,,,,,,
379,150,13,,,,,,,,,,431.0,,,,,,,
380,151,13,,,,,,,,,,432.0,,,,,,,
381,151,13,,,,,,,,,,432.0,,,,,,,
382,151,13,,,,,,,,,,432.0,,,,,,,
383,151,13,,,,,,,,,,432.0,,,,,,,
384,151,13,,,,,,,,,,433.0,,,,,,,
385,152,13,,,,,,,,,,433.0,,,,,,,
386,152,13,,,,,,,,,,432.0,,,,,,,
387,152,13,,,,,,,,,,433.0,,,,,,,
388,152,13,,,,,,,,,,434.0,,,,,,,
389,152,13,,,,,,,,,,434.0,,,,,,,
390,152,13,,,,,,,,,,434.0,,,,,,,
391,151,13,,,,,,,,,,434.0,,,,,,,
392,150,13,,,,,,,,,,438.0,,,,,,,
393,150,13,,,,,,,,,,438.0,,,,,,,
394,151,13,,,,,,,,,,438.0,,,,,,,
395,150,15,,,,,,,,,,438.0,,,,,,,
396,151,15,,,,,,,,,,438.0,,,,,,,
397,151,15,,,,,,,,,,438.0,,,,,,,
398,152,15,,,,,,,,,,438.0,,,,,,,
399,152,15,,,,,,,,,,438.0,,,,,,,
400,153,15,,,,,,,,,,439.0,,,,,,,
401,152,15,,,,,,,,,,439.0,,,,,,,
402,152,15,,,,,,,,,,439.0,,,,,,,
403,152,15,,,,,,,,,,439.0,,,,,,,
404,153,15,,,,,,,,,,441.0,,,,,,,
405,153,15,,,,,,,,,,441.0,,,,,,,
406,153,15,,,,,,,,,,441.0,,,,,,,
407,153,15,,,,,,,,,,441.0,,,,,,,
408,152,15,,,,,,,,,,446.0,,,,,,,
409,152,15,,,,,,,,,,446.0,,,,,,,
410,153,15,,,,,,,,,,447.0,,,,,,,
411,153,15,,,,,,,,,,447.0,,,,,,,
412,154,15,,,,,,,,,,448.0,,,,,,,
413,154,15,,,,,,,,,,448.0,,,,,,,
414,153,17,,,,,,,,,,448.0,,,,,,,
415,153,17,,,,,,,,,,448.0,,,,,,,
416,152,17,,,,,,,,,,453.0,,,,,,,
417,152,17,,,,,,,,,,453.0,,,,,,,
418,152,17,,,,,,,,,,453.0,,,,,,,
419,152,17,,,,,,,,,,452.0,,,,,,,
420,151,17,,,,,,,,,,459.0,,,,,,,
421,151,17,,,,,,,,,,459.0,,,,,,,
422,151,17,,,,,,,,,,459.0,,,,,,,
423,152,17,,,,,,,,,,460.0,,,,,,,
424,153,17,,,,,,,,,,461.0,,,,,,,
425,153,17,,,,,,,,,,461.0,,,,,,,
426,153,17,,,,,,,,,,462.0,,,,,,,
427,153,17,,,,,,,,,,462.0,,,,,,,
428,153,17,,,,,,,,,,462.0,,,,,,,
429,153,17,,,,,,,,,,462.0,,,,,,,
430,154,17,,,,,,,,,,463.0,,,,,,,
431,154,17,,,,,,,,,,463.0,,,,,,,
432,157,17,,,,,,,,,,463.0,,,,,,,
433,157,17,,,,,,,,,,463.0,,,,,,,
434,158,17,,,,,,,,,,461.0,,,,,,,
435,158,17,,,,,,,,,,461.0,,,,,,,
436,158,17,,,,,,,,,,461.0,,,,,,,
437,158,17,,,,,,,,,,461.0,,,,,,,
438,159,17,,,,,,,,,,461.0,,,,,,,
439,159,17,,,,,,,,,,461.0,,,,,,,
440,159,17,,,,,,,,,,466.0,,,,,,,
441,161,17,,,,,,,,,,466.0,,,,,,,
442,161,17,,,,,,,,,,466.0,,,,,,,
443,161,17,,,,,,,,,,466.0,,,,,,,
444,162,17,,,,,,,,,,465.0,,,,,,,
445,162,17,,,,,,,,,,465.0,,,,,,,
446,161,17,,,,,,,,,,465.0,,,,,,,
447,161,17,,,,,,,,,,465.0,,,,,,,
448,161,17,,,,,,,,,,465.0,,,,,,,
449,160,17,,,,,,,,,,465.0,,,,,,,
450,159,17,,,,,,,,,,470.0,,,,,,,
451,159,17,,,,,,,,,,470.0,,,,,,,
452,159,17,,,,,,,,,,472.0,,,,,,,
453,159,17,,,,,,,,,,472.0,,,,,,,
454,159,17,,,,,,,,,,472.0,,,,,,,
455,159,17,,,,,,,,,,472.0,,,,,,,
456,160,17,,,,,,,,,,474.0,,,,,,,
457,160,17,,,,,,,,,,474.0,,,,,,,
458,160,17,,,,,,,,,,475.0,,,,,,,
459,160,17,,,,,,,,,,475.0,,,,,,,
460,160,17,,,,,,,,,,478.0,,,,,,,
461,160,17,,,,,,,,,,478.0,,,,,,,
462,160,17,,,,,,,,,,480.0,,,,,,,
463,160,17,,,,,,,,,,480.0,,,,,,,
464,159,17,,,,,,,,,,483.0,,,,,,,
465,159,17,,,,,,,,,,484.0,,,,,,,
466,160,17,,,,,,,,,,485.0,,,,,,,
467,160,17,,,,,,,,,,485.0,,,,,,,
468,158,17,,,,,,,,,,488.0,,,,,,,
469,158,17,,,,,,,,,,489.0,,,,,,,
470,158,17,,,,,,,,,,489.0,,,,,,,
471,158,17,,,,,,,,,,489.0,,,,,,,
472,161,17,,,,,,,,,,490.0,,,,,,,
473,161,17,,,,,,,,,,490.0,,,,,,,
474,162,17,,,,,,,,,,491.0,,,,,,,
475,162,17,,,,,,,,,,491.0,,,,,,,
476,153,14,,,,,,,,,,505.0,,,,,,,
477,153,14,,,,,,,,,,507.0,,,,,,,
478,154,14,,,,,,,,,,509.0,,,,,,,
479,154,14,,,,,,,,,,509.0,,,,,,,
480,154,14,,,,,,,,,,509.0,,,,,,,
481,154,14,,,,,,,,,,509.0,,,,,,,
482,155,14,,,,,,,,,,509.0,,,,,,,
483,156,14,,,,,,,,,,509.0,,,,,,,
484,157,14,,,,,,,,,,509.0,,,,,,,
485,157,14,,,,,,,,,,508.0,,,,,,,
486,158,14,,,,,,,,,,508.0,,,,,,,
487,158,14,,,,,,,,,,508.0,,,,,,,
488,158,14,,,,,,,,,,512.0,,,,,,,
489,158,14,,,,,,,,,,512.0,,,,,,,
490,162,14,,,,,,,,,,513.0,,,,,,,
491,162,14,,,,,,,,,,513.0,,,,,,,
492,163,14,,,,,,,,,,513.0,,,,,,,
493,163,14,,,,,,,,,,513.0,,,,,,,
494,164,14,,,,,,,,,,513.0,,,,,,,
495,164,14,,,,,,,,,,513.0,,,,,,,
496,166,14,,,,,,,,,,514.0,,,,,,,
497,166,14,,,,,,,,,,514.0,,,,,,,
498,167,14,,,,,,,,,,516.0,,,,,,,
499,167,14,,,,,,,,,,516.0,,,,,,,
500,168,14,,,,,,,,,,516.0,,,,,,,
501,168,14,,,,,,,,,,516.0,,,,,,,
502,167,14,,,,,,,,,,519.0,,,,,,,
503,167,14,,,,,,,,,,519.0,,,,,,,
504,167,14,,,,,,,,,,,520.0,,,,,,
505,169,14,,,,,,,,,,,520.0,,,,,,
506,170,14,,,,,,,,,,,520.0,,,,,,
507,170,14,,,,,,,,,,,520.0,,,,,,
508,169,16,,,,,,,,,,,520.0,,,,,,
509,169,16,,,,,,,,,,,520.0,,,,,,
510,171,16,,,,,,,,,,,521.0,,,,,,
511,169,16,,,,,,,,,,,524.0,,,,,,
512,170,16,,,,,,,,,,,524.0,,,,,,
513,172,16,,,,,,,,,,,524.0,,,,,,
514,172,16,,,,,,,,,,,525.0,,,,,,
515,173,16,,,,,,,,,,,525.0,,,,,,
516,173,16,,,,,,,,,,,525.0,,,,,,
517,173,16,,,,,,,,,,,525.0,,,,,,
518,174,16,,,,,,,,,,,525.0,,,,,,
519,174,16,,,,,,,,,,,525.0,,,,,,
520,171,16,,,,,,,,,,,531.0,,,,,,
521,171,16,,,,,,,,,,,531.0,,,,,,
522,173,16,,,,,,,,,,,533.0,,,,,,
523,173,16,,,,,,,,,,,533.0,,,,,,
524,173,16,,,,,,,,,,,533.0,,,,,,
525,172,16,,,,,,,,,,,535.0,,,,,,
526,173,16,,,,,,,,,,,536.0,,,,,,
527,173,16,,,,,,,,,,,536.0,,,,,,
528,173,16,,,,,,,,,,,538.0,,,,,,
529,173,16,,,,,,,,,,,538.0,,,,,,
530,173,16,,,,,,,,,,,539.0,,,,,,
531,171,16,,,,,,,,,,,543.0,,,,,,
532,172,16,,,,,,,,,,,543.0,,,,,,
533,172,16,,,,,,,,,,,543.0,,,,,,
534,172,16,,,,,,,,,,,545.0,,,,,,
535,172,16,,,,,,,,,,,545.0,,,,,,
536,172,16,,,,,,,,,,,548.0,,,,,,
537,172,16,,,,,,,,,,,549.0,,,,,,
538,172,16,,,,,,,,,,,548.0,,,,,,
539,172,16,,,,,,,,,,,548.0,,,,,,
540,172,14,,,,,,,,,,,562.0,,,,,,
