98,31,,,,,,,,119.0,,,,,,,,
99,32,,,,,,,,120.0,,,,,,,,
100,33,,,,,,,,128.0,,,,,,,,
101,33,,,,,,,,128.0,,,,,,,,
102,33,,,,,,,,129.0,,,,,,,,
103,33,,,,,,,,128.0,,,,,,,,
104,34,,,,,,,,130.0,,,,,,,,
105,34,,,,,,,,134.0,,,,,,,,
106,35,,,,,,,,135.0,,,,,,,,
107,35,,,,,,,,135.0,,,,,,,,
108,36,,,,,,,,135.0,,,,,,,,
109,36,,,,,,,,135.0,,,,,,,,
110,40,2,,,,,,,138.0,,,,,,,,
111,40,2,,,,,,,137.0,,,,,,,,
112,39,2,,,,,,,139.0,,,,,,,,
113,39,2,,,,,,,139.0,,,,,,,,
114,39,2,,,,,,,142.0,,,,,,,,
115,39,2,,,,,,,142.0,,,,,,,,
116,40,2,,,,,,,140.0,,,,,,,,
117,42,2,,,,,,,141.0,,,,,,,,
118,43,2,,,,,,,141.0,,,,,,,,
119,43,2,,,,,,,141.0,,,,,,,,
120,39,4,,,,,,,148.0,,,,,,,,
121,39,4,,,,,,,148.0,,,,,,,,
122,39,4,,,,,,,148.0,,,,,,,,
123,38,6,,,,,,,147.0,,,,,,,,
124,38,6,,,,,,,150.0,,,,,,,,
125,39,6,,,,,,,150.0,,,,,,,,
126,41,6,,,,,,,152.0,,,,,,,,
127,42,6,,,,,,,152.0,,,,,,,,
128,42,6,,,,,,,153.0,,,,,,,,
129,42,6,,,,,,,153.0,,,,,,,,
130,45,6,,,,,,,153.0,,,,,,,,
131,45,6,,,,,,,153.0,,,,,,,,
132,45,6,,,,,,,155.0,,,,,,,,
133,46,6,,,,,,,157.0,,,,,,,,
134,47,4,,,,,,,158.0,,,,,,,,
135,47,4,,,,,,,158.0,,,,,,,,
136,48,4,,,,,,,157.0,,,,,,,,
137,48,4,,,,,,,157.0,,,,,,,,
138,48,4,,,,,,,158.0,,,,,,,,
139,48,4,,,,,,,158.0,,,,,,,,
140,49,4,,,,,,,162.0,,,,,,,,
141,49,4,,,,,,,162.0,,,,,,,,
142,49,4,,,,,,,163.0,,,,,,,,
143,49,4,,,,,,,163.0,,,,,,,,
144,49,4,,,,,,,163.0,,,,,,,,
145,49,4,,,,,,,163.0,,,,,,,,
146,50,4,,,,,,,164.0,,,,,,,,
147,51,4,,,,,,,165.0,,,,,,,,
148,48,4,,,,,,,173.0,,,,,,,,
149,48,4,,,,,,,172.0,,,,,,,,
150,48,4,,,,,,,172.0,,,,,,,,
151,48,4,,,,,,,172.0,,,,,,,,
152,47,4,,,,,,,175.0,,,,,,,,
153,50,4,,,,,,,174.0,,,,,,,,
154,51,4,,,,,,,176.0,,,,,,,,
155,51,4,,,,,,,177.0,,,,,,,,
156,51,4,,,,,,,179.0,,,,,,,,
157,51,4,,,,,,,180.0,,,,,,,,
158,51,4,,,,,,,180.0,,,,,,,,
159,48,4,,,,,,,184.0,,,,,,,,
160,50,4,,,,,,,185.0,,,,,,,,
161,50,4,,,,,,,185.0,,,,,,,,
162,50,4,,,,,,,185.0,,,,,,,,
163,51,4,,,,,,,185.0,,,,,,,,
164,52,4,,,,,,,185.0,,,,,,,,
165,55,4,,,,,,,185.0,,,,,,,,
166,53,4,,,,,,,190.0,,,,,,,,
167,53,4,,,,,,,190.0,,,,,,,,
168,53,4,,,,,,,191.0,,,,,,,,
169,54,4,,,,,,,191.0,,,,,,,,
170,55,4,,,,,,,191.0,,,,,,,,
171,52,4,,,,,,,195.0,,,,,,,,
172,52,4,,,,,,,200.0,,,,,,,,
173,52,4,,,,,,,200.0,,,,,,,,
174,53,4,,,,,,,201.0,,,,,,,,
175,54,4,,,,,,,200.0,,,,,,,,
176,56,4,,,,,,,203.0,,,,,,,,
177,56,4,,,,,,,204.0,,,,,,,,
178,59,4,,,,,,,205.0,,,,,,,,
179,60,4,,,,,,,205.0,,,,,,,,
180,60,4,,,,,,,,213.0,,,,,,,
181,64,4,,,,,,,,213.0,,,,,,,
182,64,4,,,,,,,,213.0,,,,,,,
183,64,4,,,,,,,,217.0,,,,,,,
184,62,2,,,,,,,,222.0,,,,,,,
185,63,2,,,,,,,,222.0,,,,,,,
186,64,2,,,,,,,,222.0,,,,,,,
187,64,2,,,,,,,,223.0,,,,,,,
188,63,4,,,,,,,,222.0,,,,,,,
189,64,4,,,,,,,,222.0,,,,,,,
190,65,4,,,,,,,,222.0,,,,,,,
191,65,4,,,,,,,,222.0,,,,,,,
192,66,6,,,,,,,,221.0,,,,,,,
193,66,6,,,,,,,,221.0,,,,,,,
194,68,6,,,,,,,,221.0,,,,,,,
195,68,6,,,,,,,,221.0,,,,,,,
196,67,6,,,,,,,,224.0,,,,,,,
197,69,6,,,,,,,,224.0,,,,,,,
198,69,6,,,,,,,,227.0,,,,,,,
199,67,6,,,,,,,,231.0,,,,,,,
200,71,6,,,,,,,,233.0,,,,,,,
201,73,6,,,,,,,,233.0,,,,,,,
202,74,10,,,,,,,,234.0,,,,,,,
203,73,10,,,,,,,,236.0,,,,,,,
204,75,10,,,,,,,,237.0,,,,,,,
205,75,10,,,,,,,,238.0,,,,,,,
206,75,10,,,,,,,,239.0,,,,,,,
207,77,10,,,,,,,,239.0,,,,,,,
208,78,8,,,,,,,,245.0,,,,,,,
209,78,8,,,,,,,,245.0,,,,,,,
210,81,8,,,,,,,,247.0,,,,,,,
211,82,8,,,,,,,,247.0,,,,,,,
212,82,8,,,,,,,,247.0,,,,,,,
213,82,8,,,,,,,,247.0,,,,,,,
214,81,8,,,,,,,,247.0,,,,,,,
215,81,8,,,,,,,,248.0,,,,,,,
216,82,8,,,,,,,,248.0,,,,,,,
217,82,8,,,,,,,,248.0,,,,,,,
218,84,8,,,,,,,,248.0,,,,,,,
219,84,8,,,,,,,,248.0,,,,,,,
220,83,8,,,,,,,,254.0,,,,,,,
221,83,8,,,,,,,,254.0,,,,,,,
222,73,6,,,,,,,,,267.0,,,,,,
223,74,6,,,,,,,,,266.0,,,,,,
224,75,6,,,,,,,,,268.0,,,,,,
225,75,6,,,,,,,,,269.0,,,,,,
226,75,6,,,,,,,,,269.0,,,,,,
227,76,6,,,,,,,,,269.0,,,,,,
228,79,6,,,,,,,,,270.0,,,,,,
229,79,6,,,,,,,,,270.0,,,,,,
230,76,6,,,,,,,,,276.0,,,,,,
231,76,6,,,,,,,,,277.0,,,,,,
232,76,6,,,,,,,,,277.0,,,,,,
233,76,6,,,,,,,,,277.0,,,,,,
234,77,6,,,,,,,,,279.0,,,,,,
235,77,6,,,,,,,,,280.0,,,,,,
236,76,6,,,,,,,,,284.0,,,,,,
237,76,6,,,,,,,,,284.0,,,,,,
238,77,6,,,,,,,,,286.0,,,,,,
239,77,6,,,,,,,,,286.0,,,,,,
240,77,6,,,,,,,,,287.0,,,,,,
241,77,6,,,,,,,,,287.0,,,,,,
242,77,6,,,,,,,,,288.0,,,,,,
243,77,6,,,,,,,,,288.0,,,,,,
244,77,6,,,,,,,,,289.0,,,,,,
245,78,6,,,,,,,,,289.0,,,,,,
246,79,6,,,,,,,,,289.0,,,,,,
247,79,6,,,,,,,,,289.0,,,,,,
248,87,10,4,,,,,,,,276.0,,,,,,
249,89,10,4,,,,,,,,277.0,,,,,,
250,89,12,4,,,,,,,,276.0,,,,,,
251,89,12,4,,,,,,,,276.0,,,,,,
252,90,12,4,,,,,,,,276.0,,,,,,
253,90,12,4,,,,,,,,276.0,,,,,,
254,94,12,4,,,,,,,,,275.0,,,,,
255,94,12,4,,,,,,,,,277.0,,,,,
256,94,12,4,,,,,,,,,277.0,,,,,
257,95,12,4,,,,,,,,,277.0,,,,,
258,96,12,4,,,,,,,,,277.0,,,,,
259,96,12,,,,,,,,,,283.0,,,,,
260,96,12,,,,,,,,,,286.0,,,,,
261,96,12,,,,,,,,,,287.0,,,,,
262,91,12,,,,,,,,,,295.0,,,,,
263,92,12,,,,,,,,,,296.0,,,,,
264,92,12,,,,,,,,,,296.0,,,,,
265,93,12,,,,,,,,,,296.0,,,,,
266,93,12,,,,,,,,,,296.0,,,,,
267,94,12,,,,,,,,,,298.0,,,,,
268,92,12,,,,,,,,,,302.0,,,,,
269,92,12,,,,,,,,,,301.0,,,,,
270,93,12,,,,,,,,,,303.0,,,,,
271,93,12,,,,,,,,,,303.0,,,,,
272,94,12,,,,,,,,,,305.0,,,,,
273,95,12,,,,,,,,,,305.0,,,,,
274,96,12,,,,,,,,,,306.0,,,,,
275,96,12,,,,,,,,,,306.0,,,,,
276,97,14,,,,,,,,,,305.0,,,,,
277,98,14,,,,,,,,,,306.0,,,,,
278,100,14,,,,,,,,,,306.0,,,,,
279,99,14,,,,,,,,,,310.0,,,,,
280,100,14,,,,,,,,,,312.0,,,,,
281,100,14,,,,,,,,,,313.0,,,,,
282,102,14,,,,,,,,,,313.0,,,,,
283,102,14,,,,,,,,,,313.0,,,,,
284,104,14,,,,,,,,,,315.0,,,,,
285,99,12,,,,,,,,,,322.0,,,,,
286,100,12,,,,,,,,,,322.0,,,,,
287,100,12,,,,,,,,,,324.0,,,,,
288,101,12,,,,,,,,,,327.0,,,,,
289,101,12,,,,,,,,,,327.0,,,,,
290,102,12,,,,,,,,,,327.0,,,,,
291,102,12,,,,,,,,,,327.0,,,,,
292,104,12,,,,,,,,,,327.0,,,,,
293,105,12,,,,,,,,,,326.0,,,,,
294,103,16,,,,,,,,,,324.0,,,,,
295,103,16,,,,,,,,,,324.0,,,,,
296,102,16,,,,,,,,,,324.0,,,,,
297,102,16,,,,,,,,,,326.0,,,,,
298,103,16,,,,,,,,,,326.0,,,,,
299,104,16,,,,,,,,,,326.0,,,,,
300,107,16,,,,,,,,,,326.0,,,,,
301,108,16,,,,,,,,,,326.0,,,,,
302,108,12,,,,,,,,,,332.0,,,,,
303,109,12,,,,,,,,,,332.0,,,,,
304,106,12,,,,,,,,,,337.0,,,,,
305,107,12,,,,,,,,,,339.0,,,,,
306,111,12,,,,,,,,,,340.0,,,,,
307,114,12,,,,,,,,,,340.0,,,,,
308,117,12,,,,,,,,,,340.0,,,,,
309,118,12,,,,,,,,,,340.0,,,,,
310,116,12,,,,,,,,,,345.0,,,,,
311,116,12,,,,,,,,,,345.0,,,,,
312,116,12,,,,,,,,,,345.0,,,,,
313,118,12,,,,,,,,,,342.0,,,,,
314,121,12,,,,,,,,,,342.0,,,,,
315,122,12,,,,,,,,,,343.0,,,,,
316,123,12,,,,,,,,,,342.0,,,,,
317,123,12,,,,,,,,,,342.0,,,,,
318,123,12,,,,,,,,,,342.0,,,,,
319,124,12,,,,,,,,,,342.0,,,,,
320,125,12,,,,,,,,,,349.0,,,,,
321,126,12,,,,,,,,,,349.0,,,,,
322,125,12,,,,,,,,,,351.0,,,,,
323,125,12,,,,,,,,,,350.0,,,,,
324,123,12,,,,,,,,,,354.0,,,,,
325,122,12,,,,,,,,,,354.0,,,,,
326,122,12,,,,,,,,,,355.0,,,,,
327,120,14,,,,,,,,,,355.0,,,,,
328,121,14,,,,,,,,,,355.0,,,,,
329,122,14,,,,,,,,,,354.0,,,,,
330,117,12,,,,,,,,,,362.0,,,,,
331,117,12,,,,,,,,,,362.0,,,,,
332,117,12,,,,,,,,,,363.0,,,,,
333,117,12,,,,,,,,,,364.0,,,,,
334,120,12,,,,,,,,,,365.0,,,,,
335,120,12,,,,,,,,,,366.0,,,,,
336,122,12,,,,,,,,,,366.0,,,,,
337,123,10,,,,,,,,,,366.0,,,,,
338,123,10,,,,,,,,,,367.0,,,,,
339,121,10,,,,,,,,,,371.0,,,,,
340,121,10,,,,,,,,,,371.0,,,,,
341,122,10,,,,,,,,,,371.0,,,,,
342,124,10,,,,,,,,,,371.0,,,,,
343,124,10,,,,,,,,,,371.0,,,,,
344,120,10,4,,,,,,,,,373.0,,,,,
345,120,10,4,,,,,,,,,374.0,,,,,
346,119,10,4,,,,,,,,,376.0,,,,,
347,118,12,4,,,,,,,,,376.0,,,,,
348,118,12,4,,,,,,,,,377.0,,,,,
349,119,12,4,,,,,,,,,377.0,,,,,
350,119,12,4,,,,,,,,,377.0,,,,,
351,119,12,4,,,,,,,,,378.0,,,,,
352,117,10,,,,,,,,,,389.0,,,,,
353,117,10,,,,,,,,,,389.0,,,,,
354,120,10,,,,,,,,,,389.0,,,,,
355,120,10,,,,,,,,,,389.0,,,,,
356,120,10,,,,,,,,,,389.0,,,,,
357,119,10,,,,,,,,,,389.0,,,,,
358,121,10,,,,,,,,,,390.0,,,,,
359,119,12,,,,,,,,,,390.0,,,,,
360,120,12,,,,,,,,,,394.0,,,,,
361,120,12,,,,,,,,,,395.0,,,,,
362,121,12,,,,,,,,,,396.0,,,,,
363,123,12,,,,,,,,,,393.0,,,,,
364,123,12,,,,,,,,,,394.0,,,,,
365,123,12,,,,,,,,,,393.0,,,,,
366,124,12,,,,,,,,,,394.0,,,,,
367,124,12,,,,,,,,,,394.0,,,,,
368,126,12,,,,,,,,,,394.0,,,,,
369,126,12,,,,,,,,,,394.0,,,,,
370,126,12,,,,,,,,,,394.0,,,,,
371,126,12,,,,,,,,,,394.0,,,,,
372,126,12,,,,,,,,,,393.0,,,,,
373,126,12,,,,,,,,,,393.0,,,,,
374,126,12,,,,,,,,,,393.0,,,,,
375,124,12,,,,,,,,,,397.0,,,,,
376,124,12,,,,,,,,,,398.0,,,,,
377,124,12,,,,,,,,,,396.0,,,,,
378,123,12,,,,,,,,,,398.0,,,,,
379,122,12,,,,,,,,,,398.0,,,,,
380,123,12,,,,,,,,,,399.0,,,,,
381,123,12,,,,,,,,,,399.0,,,,,
382,123,12,,,,,,,,,,399.0,,,,,
383,123,12,3,,,,,,,,,395.0,,,,,
384,123,12,3,,,,,,,,,396.0,,,,,
385,124,12,3,,,,,,,,,396.0,,,,,
386,124,12,3,,,,,,,,,396.0,,,,,
387,124,12,3,,,,,,,,,397.0,,,,,
388,125,12,3,,,,,,,,,397.0,,,,,
389,125,12,3,,,,,,,,,397.0,,,,,
390,125,12,3,,,,,,,,,397.0,,,,,
391,125,12,3,,,,,,,,,396.0,,,,,
392,124,12,3,,,,,,,,,400.0,,,,,
393,124,12,3,,,,,,,,,400.0,,,,,
394,126,12,3,,,,,,,,,400.0,,,,,
395,125,12,3,,,,,,,,,401.0,,,,,
396,126,12,3,,,,,,,,,401.0,,,,,
397,126,12,3,,,,,,,,,399.0,,,,,
398,127,12,3,,,,,,,,,399.0,,,,,
399,127,12,3,,,,,,,,,399.0,,,,,
400,127,14,3,,,,,,,,,399.0,,,,,
401,127,14,3,,,,,,,,,399.0,,,,,
402,127,14,3,,,,,,,,,398.0,,,,,
403,127,14,3,,,,,,,,,398.0,,,,,
404,128,14,3,,,,,,,,,400.0,,,,,
405,127,14,3,,,,,,,,,400.0,,,,,
406,127,14,3,,,,,,,,,400.0,,,,,
407,127,14,3,,,,,,,,,400.0,,,,,
408,127,12,3,,,,,,,,,406.0,,,,,
409,127,12,3,,,,,,,,,406.0,,,,,
410,128,12,3,,,,,,,,,407.0,,,,,
411,128,12,3,,,,,,,,,407.0,,,,,
412,129,12,3,,,,,,,,,408.0,,,,,
413,129,12,3,,,,,,,,,408.0,,,,,
414,129,12,3,,,,,,,,,409.0,,,,,
415,129,12,3,,,,,,,,,409.0,,,,,
416,129,12,3,,,,,,,,,,413.0,,,,
417,129,12,3,,,,,,,,,,413.0,,,,
418,129,12,3,,,,,,,,,,413.0,,,,
419,129,12,3,,,,,,,,,,413.0,,,,
420,121,12,3,,,,,,,,,,426.0,,,,
421,121,12,3,,,,,,,,,,426.0,,,,
422,121,12,3,,,,,,,,,,426.0,,,,
423,121,12,3,,,,,,,,,,427.0,,,,
424,118,12,3,,,,,,,,,,432.0,,,,
425,118,12,3,,,,,,,,,,432.0,,,,
426,118,12,3,,,,,,,,,,432.0,,,,
427,118,12,3,,,,,,,,,,432.0,,,,
428,118,12,3,,,,,,,,,,432.0,,,,
429,122,12,3,,,,,,,,,,427.0,,,,
430,123,12,3,,,,,,,,,,428.0,,,,
431,123,12,3,,,,,,,,,,428.0,,,,
432,126,12,3,,,,,,,,,,428.0,,,,
433,126,12,3,,,,,,,,,,428.0,,,,
434,132,14,3,,,,,,,,,,419.0,,,,
435,132,14,3,,,,,,,,,,419.0,,,,
436,132,14,3,,,,,,,,,,419.0,,,,
437,132,14,3,,,,,,,,,,418.0,,,,
438,133,14,3,,,,,,,,,,418.0,,,,
439,133,17,3,,,,,,,,,,414.0,,,,
440,132,17,3,,,,,,,,,,420.0,,,,
441,134,17,3,,,,,,,,,,419.0,,,,
442,134,17,3,,,,,,,,,,419.0,,,,
443,133,17,3,,,,,,,,,,419.0,,,,
444,134,17,3,,,,,,,,,,419.0,,,,
445,135,17,3,,,,,,,,,,417.0,,,,
446,135,17,3,,,,,,,,,,417.0,,,,
447,135,19,,,,,,,,,,,417.0,,,,
448,135,19,,,,,,,,,,,417.0,,,,
449,135,19,,,,,,,,,,,417.0,,,,
450,135,19,,,,,,,,,,,421.0,,,,
451,135,19,,,,,,,,,,,421.0,,,,
452,135,19,,,,,,,,,,,423.0,,,,
453,135,19,,,,,,,,,,,423.0,,,,
454,135,19,,,,,,,,,,,422.0,,,,
455,135,19,,,,,,,,,,,422.0,,,,
456,136,19,,,,,,,,,,,425.0,,,,
457,136,19,,,,,,,,,,,425.0,,,,
458,136,19,,,,,,,,,,,426.0,,,,
459,136,19,,,,,,,,,,,426.0,,,,
460,136,19,,,,,,,,,,,428.0,,,,
461,136,19,,,,,,,,,,,428.0,,,,
462,136,19,,,,,,,,,,,430.0,,,,
463,136,19,,,,,,,,,,,430.0,,,,
464,136,19,,,,,,,,,,,432.0,,,,
465,136,19,,,,,,,,,,,433.0,,,,
466,137,21,,,,,,,,,,,432.0,,,,
467,137,21,,,,,,,,,,,432.0,,,,
468,135,18,,,,,,,,,,,437.0,,,,
469,135,18,,,,,,,,,,,438.0,,,,
470,134,18,,,,,,,,,,,438.0,,,,
471,134,18,,,,,,,,,,,437.0,,,,
472,136,18,,,,,,,,,,,439.0,,,,
473,135,18,,,,,,,,,,,439.0,,,,
474,136,18,,,,,,,,,,,440.0,,,,
475,136,18,,,,,,,,,,,440.0,,,,
476,126,18,,,,,,,,,,,452.0,,,,
477,126,18,,,,,,,,,,,453.0,,,,
478,127,18,,,,,,,,,,,455.0,,,,
479,127,18,,,,,,,,,,,455.0,,,,
480,127,18,,,,,,,,,,,455.0,,,,
481,127,18,,,,,,,,,,,455.0,,,,
482,128,18,,,,,,,,,,,455.0,,,,
483,128,18,,,,,,,,,,,455.0,,,,
484,129,18,,,,,,,,,,,455.0,,,,
485,129,18,,,,,,,,,,,455.0,,,,
486,130,18,,,,,,,,,,,455.0,,,,
487,130,18,,,,,,,,,,,455.0,,,,
488,130,18,,,,,,,,,,,459.0,,,,
489,130,18,,,,,,,,,,,459.0,,,,
490,133,18,,,,,,,,,,,460.0,,,,
491,133,18,,,,,,,,,,,460.0,,,,
492,134,18,,,,,,,,,,,460.0,,,,
493,133,18,,,,,,,,,,,459.0,,,,
494,134,18,,,,,,,,,,,459.0,,,,
495,134,18,,,,,,,,,,,459.0,,,,
496,135,18,,,,,,,,,,,461.0,,,,
497,135,18,,,,,,,,,,,461.0,,,,
498,136,18,,,,,,,,,,,463.0,,,,
499,136,18,,,,,,,,,,,463.0,,,,
500,137,18,,,,,,,,,,,463.0,,,,
501,137,18,,,,,,,,,,,463.0,,,,
502,136,18,,,,,,,,,,,466.0,,,,
503,136,18,,,,,,,,,,,466.0,,,,
504,137,18,,,,,,,,,,,467.0,,,,
505,139,18,,,,,,,,,,,467.0,,,,
506,140,18,,,,,,,,,,,467.0,,,,
507,140,18,,,,,,,,,,,467.0,,,,
508,140,18,,,,,,,,,,,468.0,,,,
509,140,18,,,,,,,,,,,468.0,,,,
510,140,18,,,,,,,,,,,471.0,,,,
511,139,18,,,,,,,,,,,472.0,,,,
512,140,18,,,,,,,,,,,472.0,,,,
513,142,18,,,,,,,,,,,472.0,,,,
514,142,18,,,,,,,,,,,473.0,,,,
515,143,18,,,,,,,,,,,472.0,,,,
516,143,18,,,,,,,,,,,472.0,,,,
517,143,18,,,,,,,,,,,472.0,,,,
518,144,21,,,,,,,,,,,468.0,,,,
519,144,21,,,,,,,,,,,468.0,,,,
520,140,21,,,,,,,,,,,475.0,,,,
521,139,21,,,,,,,,,,,475.0,,,,
522,141,21,,,,,,,,,,,477.0,,,,
523,141,21,,,,,,,,,,,477.0,,,,
524,141,21,,,,,,,,,,,477.0,,,,
525,142,21,,,,,,,,,,,478.0,,,,
526,143,21,,,,,,,,,,,479.0,,,,
527,143,21,,,,,,,,,,,479.0,,,,
528,144,21,,,,,,,,,,,480.0,,,,
529,144,21,,,,,,,,,,,479.0,,,,
530,143,21,,,,,,,,,,,481.0,,,,
531,140,21,,,,,,,,,,,485.0,,,,
532,141,21,,,,,,,,,,,485.0,,,,
533,141,21,,,,,,,,,,,484.0,,,,
534,139,21,,,,,,,,,,,488.0,,,,
535,139,21,,,,,,,,,,,488.0,,,,
536,139,21,,,,,,,,,,,491.0,,,,
537,139,21,,,,,,,,,,,491.0,,,,
538,139,21,,,,,,,,,,,491.0,,,,
539,139,21,,,,,,,,,,,491.0,,,,
540,137,21,,,,,,,,,,,,506.0,,,
541,137,21,,,,,,,,,,,,506.0,,,
542,137,21,,,,,,,,,,,,507.0,,,
543,138,21,,,,,,,,,,,,507.0,,,
544,137,21,,,,,,,,,,,,512.0,,,
545,137,21,,,,,,,,,,,,512.0,,,
546,138,21,,,,,,,,,,,,514.0,,,
547,138,21,,,,,,,,,,,,514.0,,,
548,138,21,,,,,,,,,,,,515.0,,,
549,138,21,,,,,,,,,,,,515.0,,,
550,138,21,,,,,,,,,,,,516.0,,,
551,138,21,,,,,,,,,,,,516.0,,,
552,139,17,,,,,,,,,,,,526.0,,,
553,140,19,,,,,,,,,,,,522.0,,,
554,140,19,,,,,,,,,,,,522.0,,,
555,140,19,,,,,,,,,,,,522.0,,,
556,141,19,,,,,,,,,,,,524.0,,,
557,141,19,,,,,,,,,,,,524.0,,,
558,142,19,,,,,,,,,,,,524.0,,,
559,142,19,,,,,,,,,,,,524.0,,,
560,140,14,,,,,,,,,,,,542.0,,,
561,140,14,,,,,,,,,,,,542.0,,,
562,140,14,,,,,,,,,,,,542.0,,,
563,140,14,,,,,,,,,,,,542.0,,,
564,141,14,,,,,,,,,,,,541.0,,,
565,141,14,,,,,,,,,,,,541.0,,,
566,141,14,,,,,,,,,,,,541.0,,,
567,142,14,,,,,,,,,,,,539.0,,,
568,143,14,,,,,,,,,,,,539.0,,,
569,143,14,,,,,,,,,,,,539.0,,,
570,142,14,,,,,,,,,,,,550.0,,,
571,142,14,,,,,,,,,,,,550.0,,,
572,142,14,,,,,,,,,,,,550.0,,,
573,142,14,,,,,,,,,,,,550.0,,,
574,142,14,,,,,,,,,,,,550.0,,,
575,142,14,,,,,,,,,,,,550.0,,,
576,142,16,,,,,,,,,,,,554.0,,,
577,142,16,,,,,,,,,,,,554.0,,,
578,142,16,,,,,,,,,,,,553.0,,,
579,142,16,,,,,,,,,,,,553.0,,,
580,141,16,,,,,,,,,,,,558.0,,,
581,141,16,,,,,,,,,,,,558.0,,,
582,143,16,,,,,,,,,,,,557.0,,,
583,143,16,,,,,,,,,,,,557.0,,,
