96,33,6,,,85,,
97,34,6,,,85,,
98,35,6,,,87,,
99,36,6,,,87,,
100,35,6,,,96,,
101,35,6,,,95,,
102,35,6,,,96,,
103,36,6,,,94,,
104,36,4,,,99,,
105,35,4,,,104,,
106,36,6,,,103,,
107,36,6,,,103,,
108,37,6,,,103,,
109,37,6,,,103,,
110,42,7,,,106,,
111,42,7,,,105,,
112,42,4,,,109,,
113,42,4,,,109,,
114,42,4,,,111,,
115,42,4,,110,,,
116,42,4,,109,,,
117,43,6,,108,,,
118,44,6,,108,,,
119,44,6,,108,,,
120,43,4,,,116,,
121,43,4,,,115,,
122,43,4,,,114,,
123,43,4,,,115,,
124,40,4,,,,121.0,
125,41,8,,,,116.0,
126,43,8,,,,118.0,
127,44,8,,,,118.0,
128,44,8,,,,118.0,
129,44,8,,,,,117.0
130,49,8,,,,,114.0
131,49,8,,,,,113.0
132,47,8,,,,,117.0
133,48,8,,,,,119.0
134,47,8,,,,,120.0
135,47,10,,,,,118.0
136,48,12,,,,,115.0
137,49,12,,,113,,
138,49,12,,,113,,
139,51,12,,,110,,
140,52,10,,,116,,
141,52,10,,,114,,
142,51,10,,,116,,
143,51,10,,,116,,
144,49,10,,,119,,
145,49,10,,,119,,
146,50,10,,,120,,
147,51,10,,,121,,
148,47,13,,,125,,
149,47,13,,,125,,
150,47,13,,,125,,
151,48,13,,,125,,
152,47,13,,,127,,
153,50,13,,,128,,
154,51,13,,,130,,
155,50,13,,,132,,
156,50,15,,,131,,
157,50,15,4,,127,,
158,52,15,4,,124,,
159,51,15,4,,,,126.0
160,53,15,4,,,,128.0
161,54,15,4,,,,126.0
162,54,15,4,,,,126.0
163,55,15,4,,,,126.0
164,56,15,4,,,,126.0
165,61,17,4,,,,120.0
166,61,17,4,,,,123.0
167,61,17,4,,,,123.0
168,63,15,4,,,,124.0
169,64,15,4,,,,123.0
170,65,15,4,,,,123.0
171,63,15,4,,,,126.0
172,60,15,4,,,,134.0
173,60,15,4,,,,134.0
174,61,15,4,,,,135.0
175,62,15,4,,,,136.0
176,65,15,4,,,,137.0
177,65,15,4,,,,138.0
178,68,15,4,,,,139.0
179,69,15,4,,,,139.0
180,69,15,4,,,,146.0
181,73,15,4,,,,146.0
182,73,15,4,,,,146.0
183,73,15,4,,,,148.0
184,73,15,4,,,,148.0
185,74,15,4,,,,147.0
186,77,19,4,,137,,
187,77,19,4,,137,,
188,77,19,4,,138,,
189,78,19,4,,138,,
190,79,19,4,,138,,
191,79,19,4,,138,,
192,79,19,4,,142,,
193,79,19,4,,142,,
194,82,19,4,,139,,
195,82,19,4,,139,,
196,82,19,4,,141,,
197,84,19,4,,141,,
198,84,15,4,,147,,
199,83,15,4,,150,,
200,85,18,4,,150,,
201,87,20,4,,146,,
202,88,24,4,,148,,
203,87,22,4,,152,,
204,91,22,4,,150,,
205,90,24,4,,150,,
206,90,24,4,,149,,
207,92,24,4,,149,,
208,90,20,,,165,,
209,90,20,,,164,,
210,92,24,,,162,,
211,93,24,,,162,,
212,93,24,,,161,,
213,93,24,,,161,,
214,92,26,,,161,,
215,92,26,,,162,,
216,92,28,,,162,,
217,92,28,,,162,,
218,97,30,,,155,,
219,97,30,,,154,,
220,94,28,,,163,,
221,94,28,,,163,,
222,74,10,,,,,201.0
223,75,10,,,,,201.0
224,76,10,,,,,203.0
225,77,8,,,,,204.0
226,78,10,,,,,200.0
227,79,10,,,,,199.0
228,82,10,,,,,201.0
229,82,10,,,,,201.0
230,82,10,,,,,204.0
231,82,10,,,,,205.0
232,82,10,,,,,205.0
233,82,10,,,,,205.0
234,83,10,,,,,207.0
235,83,10,,,,,208.0
236,80,10,,,,,213.0
237,80,10,,,,,213.0
238,96,21,,,,,187.0
239,97,21,,,,,185.0
240,100,21,,,,,182.0
241,100,21,,,,,182.0
242,100,21,,,,,182.0
243,100,21,,,,,182.0
244,101,21,,,,,180.0
245,102,21,,,,,180.0
246,103,21,,,,,180.0
247,103,21,,,,,180.0
248,104,21,,,,,184.0
249,106,21,,,,,185.0
250,108,26,,,,,179.0
251,112,26,,,,,173.0
252,113,26,,,,,173.0
253,113,26,,,,,173.0
254,116,26,,,,,174.0
255,114,26,,,,,178.0
256,114,26,,,,,177.0
257,115,26,,,,,177.0
258,116,26,,,,,177.0
259,109,24,,,,,188.0
260,109,24,,,,,191.0
261,109,24,,,,,191.0
262,108,24,,,,,195.0
263,109,24,,,,,196.0
264,109,24,,,,,195.0
265,110,24,,,,,195.0
266,110,24,,,,,195.0
267,111,24,,,,,197.0
268,107,24,,,,,201.0
269,107,24,,,,,201.0
270,108,24,,,,,203.0
271,108,24,,,,,203.0
272,108,22,,,,,208.0
273,109,22,,,,,206.0
274,110,22,,,,,206.0
275,110,22,,,,,205.0
276,110,22,3,,,,205.0
277,110,24,3,,,,205.0
278,112,24,3,,,,205.0
279,112,22,3,,,,210.0
280,113,22,3,,,,212.0
281,113,22,3,,,,213.0
282,115,22,3,,,,212.0
283,115,22,3,,,,212.0
284,115,22,3,,,,216.0
285,110,18,3,,,,226.0
286,111,18,3,,,,225.0
287,111,18,3,,,,227.0
288,111,18,3,,,,230.0
289,111,18,3,,,,230.0
290,114,26,9,,,,212.0
291,114,26,9,,,,212.0
292,116,26,9,,,,212.0
293,121,30,9,,,,203.0
294,120,37,9,,,,198.0
295,120,37,9,,,,198.0
296,120,37,9,,,,198.0
297,119,37,9,,,,199.0
298,120,37,9,,,,199.0
299,121,37,9,,,,200.0
300,125,39,9,,,,196.0
301,126,39,9,,,,196.0
302,127,39,9,,,,196.0
303,128,39,9,,,,196.0
304,126,41,9,,,,197.0
305,127,41,9,,,,199.0
306,131,43,6,,,,200.0
307,134,43,6,,,,199.0
308,138,43,6,,,,196.0
309,139,43,6,,,,195.0
310,136,48,6,,,,196.0
311,136,48,6,,,,196.0
312,136,48,6,,,,196.0
313,136,53,,,,,196.0
314,139,53,,,,,196.0
315,140,53,,,,,197.0
316,141,55,,,,,194.0
317,142,55,,,,,191.0
318,142,55,,,,,191.0
319,143,55,,,,,191.0
320,145,43,,,,,209.0
321,146,43,,,,,209.0
322,143,43,,,,,212.0
323,143,43,,,,,212.0
324,139,43,,,,,218.0
325,139,43,,,,,218.0
326,139,43,,,,,218.0
327,141,43,,,,,215.0
328,144,45,,,,,211.0
329,145,45,,,,,211.0
330,139,43,,,,,220.0
331,140,43,,,,,218.0
332,143,45,,,,,213.0
333,143,45,,,,,214.0
334,147,45,,,,,213.0
335,147,45,,,,,214.0
336,149,45,,,,,213.0
337,149,45,,,,,213.0
338,149,45,,,,,214.0
339,147,43,,,,,219.0
340,147,45,,,,,215.0
341,148,45,,,,,215.0
342,153,47,,,,,208.0
343,154,47,,,,,205.0
344,152,44,,,,,214.0
345,152,44,,,,,215.0
346,151,46,,,,,215.0
347,150,48,,,,,215.0
348,149,48,,,,,217.0
349,150,48,,,,,217.0
350,150,48,,,,,217.0
351,150,48,,,,,218.0
352,147,44,,,,,228.0
353,147,44,,,,,228.0
354,150,44,,,,,228.0
355,150,44,,,,,228.0
356,150,44,,,,,228.0
357,149,44,,,,,229.0
358,151,44,,,,,230.0
359,151,44,,,,,230.0
360,152,44,,,,,234.0
361,151,46,,,,,234.0
362,152,46,,,,,235.0
363,153,46,,,,,233.0
364,153,46,,,,,233.0
365,153,46,,,,,232.0
366,156,48,3,,,,225.0
367,156,48,3,,,,225.0
368,158,48,3,,,,225.0
369,158,48,3,,,,225.0
370,158,48,3,,,,225.0
371,158,48,3,,,,224.0
372,158,48,3,,,,224.0
373,158,48,3,,,,224.0
374,158,48,3,,,,224.0
375,159,49,3,,,,223.0
376,159,49,3,,,,224.0
377,160,49,3,,,,222.0
378,154,47,3,,,,231.0
379,154,47,3,,,,231.0
380,155,47,3,,,,232.0
381,157,47,3,,,,229.0
382,157,47,3,,,,229.0
383,157,49,3,,,,226.0
384,155,51,,,,229.0,
385,156,51,,,,229.0,
386,156,51,,,,229.0,
387,156,51,,,,230.0,
388,156,49,,,,233.0,
389,157,49,,,,231.0,
390,157,49,,,,231.0,
391,157,49,,,,231.0,
392,159,53,,,,227.0,
393,159,53,,,,227.0,
394,161,53,,,,227.0,
395,161,53,,,,228.0,
396,162,53,,,,228.0,
397,162,53,,,,227.0,
398,163,53,,,,227.0,
399,163,53,,,,225.0,
400,169,53,,,,,220.0
401,169,53,,,,,219.0
402,169,53,,,,,219.0
403,170,53,,,,,217.0
404,168,62,,,,,211.0
405,168,62,,,,,211.0
406,168,62,,,,,209.0
407,168,62,,,,,209.0
408,168,62,,,,,213.0
409,171,62,,,,,208.0
410,172,63,,,,,208.0
411,172,63,,,,,208.0
412,173,63,,,,,209.0
413,173,63,,,,,209.0
414,173,65,,,,,207.0
415,173,65,,,,,207.0
416,172,63,,,,,214.0
417,173,61,,,,,214.0
418,173,61,,,,,214.0
419,173,61,,,,,214.0
420,166,57,3,,,,226.0
421,166,57,3,,,,226.0
422,167,55,3,,,,225.0
423,167,55,3,,226,,
424,168,49,,,236,,
425,169,47,,,236,,
426,168,49,,,236,,
427,168,49,,,236,,
428,168,49,,,236,,
429,169,51,,,232,,
430,170,51,,,233,,
431,177,55,,,221,,
432,180,55,,,221,,
433,183,59,,,212,,
434,183,59,,,212,,
435,183,59,,,212,,
436,183,59,,,212,,
437,183,59,,,212,,
438,184,59,,,212,,
439,184,59,,,212,,
440,182,55,,,222,,
441,184,57,,,219,,
442,184,57,,,219,,
443,184,57,,,219,,
444,185,57,,,219,,
445,185,57,6,,212,,
446,185,57,6,,211,,
447,185,57,6,,211,,
448,185,57,6,,211,,
449,185,57,6,,211,,
450,183,57,6,,217,,
451,183,57,6,,217,,
452,180,59,6,,218,,
453,180,59,6,,218,,
454,180,59,6,,217,,
455,180,59,6,,217,,
456,180,59,6,,220,,
457,180,59,6,,219,,
458,180,59,6,,220,,
459,180,59,6,,220,,
460,175,59,6,,227,,
461,175,59,6,,226,,
462,175,53,13,,227,,
463,176,53,18,220,,,
464,174,53,18,224,,,
465,174,53,18,225,,,
466,175,53,18,227,,,
467,178,53,18,223,,,
468,176,51,18,227,,,
469,176,51,18,228,,,
470,176,51,18,228,,,
471,176,51,18,228,,,
472,177,51,18,231,,,
473,177,51,18,231,,,
474,178,51,18,232,,,
475,178,51,18,230,,,
476,166,45,18,,249,,
477,162,39,21,,256,,
478,163,39,21,,258,,
479,163,39,21,,258,,
480,163,39,21,,258,,
481,163,39,21,,258,,
482,164,39,21,,258,,
483,165,39,21,,258,,
484,166,39,21,,258,,
485,169,43,24,,246,,
486,170,43,24,,246,,
487,179,53,24,226,,,
488,180,55,24,225,,,
489,181,55,24,223,,,
490,184,55,24,225,,,
491,184,55,24,225,,,
492,185,55,24,225,,,
493,185,55,24,225,,,
494,186,55,24,225,,,
495,186,55,24,225,,,
496,187,57,24,223,,,
497,187,57,24,223,,,
498,187,55,24,227,,,
499,187,55,24,226,,,
500,188,55,24,226,,,
501,188,55,24,226,,,
502,185,60,24,225,,,
503,185,60,24,225,,,
504,186,52,24,234,,,
505,188,52,24,234,,,
506,190,52,24,232,,,
507,190,52,24,232,,,
508,190,53,23,231,,,
509,190,53,23,231,,,
510,190,59,23,226,,,
511,189,55,23,231,,,
512,190,55,23,230,,,
513,192,55,23,230,,,
514,192,55,23,230,,,
515,193,55,23,230,,,
516,193,55,23,229,,,
517,195,59,23,222,,,
518,196,59,23,222,,,
519,196,59,23,221,,,
520,192,51,18,241,,,
521,192,51,18,240,,,
522,195,57,18,233,,,
523,195,57,18,233,,,
524,196,55,18,233,,,
525,197,53,15,238,,,
526,198,53,15,239,,,
527,198,53,15,239,,,
528,199,53,15,240,,,
529,204,59,22,218,,,
530,203,59,22,220,,,
531,202,59,22,223,,,
532,203,59,22,223,,,
533,203,59,27,217,,,
534,203,59,27,219,,,
535,203,59,27,218,,,
536,202,57,30,220,,,
537,202,57,30,221,,,
538,202,57,30,221,,,
539,202,59,30,218,,,
540,194,56,30,241,,,
541,194,56,30,241,,,
542,194,54,35,238,,,
543,195,54,35,238,,,
544,193,54,35,244,,,
545,193,54,35,244,,,
546,191,54,35,248,,,
547,191,54,35,247,,,
548,191,54,35,248,,,
549,191,54,35,247,,,
550,190,52,35,251,,,
551,190,52,35,250,,,
552,188,46,35,265,,,
553,188,46,35,265,,,
554,189,44,35,265,,,
555,189,44,35,265,,,
556,190,47,35,263,,,
557,190,47,35,262,,,
558,191,47,35,261,,,
559,191,47,35,261,,,
560,190,53,28,272,,,
561,191,53,28,270,,,
562,191,57,23,270,,,
563,191,57,23,270,,,
564,192,57,23,270,,,
565,192,57,23,271,,,
566,195,57,23,265,,,
567,196,57,23,265,,,
568,199,57,23,261,,,
569,199,57,23,260,,,
570,196,53,23,277,,,
571,196,53,23,276,,,
572,196,53,23,276,,,
573,197,53,23,274,,,
574,197,53,23,273,,,
575,198,53,23,271,,,
576,197,55,29,269,,,
577,197,55,29,267,,,
578,197,55,29,266,,,
579,199,59,29,259,,,
580,199,54,28,268,,,
581,199,54,28,268,,,
582,201,54,28,268,,,
583,201,54,28,268,,,
584,201,54,28,267,,,
585,204,56,28,260,,,
586,204,56,28,259,,,
587,204,56,28,257,,,
588,203,56,28,261,,,
589,203,56,28,260,,,
590,204,56,28,260,,,
591,204,58,28,257,,,
592,203,54,28,266,,,
593,203,54,28,264,,,
594,206,54,28,266,,,
595,206,54,28,266,,,
596,208,54,28,263,,,
597,209,54,32,257,,,
598,209,54,32,256,,,
599,209,54,32,256,,,
600,211,54,32,257,,,
601,212,58,32,250,,,
602,213,58,32,250,,,
603,213,60,32,248,,,
604,213,62,32,245,,,
605,213,64,29,245,,,
606,213,64,29,245,,,
607,213,64,29,244,,,
608,213,66,29,240,,,
609,213,66,29,240,,,
610,213,68,29,240,,,
611,213,68,29,240,,,
612,215,71,24,240,,,
613,215,71,24,240,,,
614,215,71,24,242,,,
615,215,76,18,242,,,
616,214,74,13,253,,,
617,214,74,13,253,,,
618,216,74,13,250,,,
619,216,77,9,249,,,
620,216,77,9,249,,,
621,216,77,9,248,,,
622,219,77,9,245,,,
623,219,77,9,245,,,
624,218,75,9,249,,,
625,218,75,9,248,,,
626,217,77,9,248,,,
627,217,77,9,248,,,
628,218,77,9,247,,,
629,218,77,9,247,,,
630,219,76,9,250,,,
631,219,76,9,250,,,
632,221,76,9,248,,,
633,221,76,9,248,,,
634,221,76,9,248,,,
635,221,76,9,248,,,
636,222,78,9,249,,,
637,219,73,12,254,,,
638,220,73,12,252,,,
639,220,73,12,252,,,
640,224,75,17,244,,,
641,224,75,17,244,,,
642,225,75,17,243,,,
643,225,75,17,243,,,
644,225,77,17,238,,,
645,225,77,17,238,,,
646,225,79,17,235,,,
647,229,84,17,225,,,
648,226,91,17,227,,,
649,226,91,17,227,,,
650,226,91,17,227,,,
651,227,91,17,225,,,
652,226,91,17,228,,,
653,227,106,17,210,,,
654,228,106,17,208,,,
655,228,106,17,208,,,
656,229,106,17,209,,,
657,229,106,17,209,,,
658,229,106,17,208,,,
659,229,112,17,201,,,
660,225,114,17,209,,,
661,225,114,17,209,,,
662,226,114,17,209,,,
663,226,114,17,209,,,
664,225,116,17,209,,,
665,221,118,14,214,,,
666,221,118,20,206,,,
667,221,118,20,206,,,
668,222,117,20,205,,,
669,222,117,20,205,,,
670,222,117,20,204,,,
671,222,117,20,204,,,
672,218,121,20,207,,,
673,220,121,20,203,,,
674,224,121,20,198,,,
675,228,121,20,196,,,
676,229,125,20,190,,,
677,229,125,20,190,,,
678,230,126,20,189,,,
679,231,124,20,189,,,
680,232,124,20,190,,,
681,228,121,20,198,,,
682,230,121,20,198,,,
683,232,121,20,195,,,
684,230,119,20,201,,,
685,231,119,20,200,,,
686,235,117,20,200,,,
687,235,117,20,200,,,
688,239,107,14,213,,,
689,239,107,14,213,,,
690,240,107,14,212,,,
691,240,107,14,212,,,
692,240,103,14,218,,,
693,240,103,14,218,,,
694,241,113,20,200,,,
695,245,116,20,192,,,
696,246,104,20,203,,,
697,246,104,20,203,,,
698,247,102,20,203,,,
699,247,102,20,203,,,
700,247,90,20,217,,,
701,248,90,19,215,,,
702,249,90,19,215,,,
703,250,88,19,215,,,
704,248,80,19,228,,,
705,248,80,19,228,,,
706,248,94,19,213,,,
707,249,92,19,213,,,
708,252,92,19,213,,,
709,253,92,19,210,,,
710,250,82,19,228,,,
711,247,78,13,241,,,
712,249,78,13,241,,,
713,249,78,13,241,,,
714,249,78,13,243,,,
715,253,80,13,237,,,
716,254,80,13,238,,,
717,254,80,13,238,,,
718,257,80,13,235,,,
719,258,80,13,232,,,
720,258,87,13,7,221,,
721,258,87,13,7,221,,
722,258,87,19,,221,,
723,261,87,19,,217,,
724,261,87,19,,217,,
725,262,89,19,,213,,
726,266,97,19,201,,,
727,266,97,19,199,,,
728,266,97,19,199,,,
729,266,97,19,199,,,
730,265,97,19,203,,,
731,265,97,19,203,,,
732,266,101,19,199,,,
733,269,110,19,185,,,
734,269,110,19,184,,,
735,275,115,19,175,,,
736,276,113,19,175,,,
737,276,113,19,175,,,
738,275,115,19,175,,,
739,275,115,19,174,,,
740,274,115,19,176,,,
741,274,115,19,176,,,
742,274,115,19,176,,,
743,274,115,19,175,,,
744,274,115,19,175,,,
745,275,115,19,174,,,
746,275,115,19,174,,,
747,275,118,15,174,,,
748,277,115,15,174,,,
749,277,115,15,173,,,
750,277,116,15,,175,,
751,277,116,15,,175,,
752,277,116,15,,175,,
753,278,118,15,,171,,
754,279,116,15,,171,,
755,279,116,15,,171,,
756,279,117,15,,171,,
757,279,117,15,,171,,
758,280,120,15,,166,,
759,284,122,15,,158,,
760,276,120,15,,170,,
761,276,120,15,,170,,
762,269,112,9,,192,,
763,269,114,9,,187,,
764,269,114,9,,187,,
765,270,112,9,,187,,
766,270,112,9,,187,,
767,270,112,9,,186,,
768,268,104,9,,198,,
769,268,104,9,,198,,
770,268,104,9,,199,,
771,268,104,9,198,,,
772,269,104,9,198,,,
773,269,104,9,198,,,
774,269,104,9,198,,,
775,270,104,9,198,,,
776,268,90,9,218,,,
777,266,90,9,220,,,
778,280,100,9,194,,,
779,280,100,9,194,,,
780,282,97,9,198,,,
781,282,97,9,198,,,
782,282,97,9,198,,,
783,282,100,9,194,,,
784,283,100,9,193,,,
785,283,100,9,193,,,
786,285,100,21,177,,,
787,286,98,21,177,,,
788,282,103,9,188,,,
789,283,103,9,185,,,
790,284,101,9,185,,,
791,284,101,9,185,,,
792,286,101,9,185,,,
793,286,101,9,185,,,
794,286,101,9,185,,,
795,286,101,9,186,,,
796,287,113,9,172,,,
797,287,113,9,171,,,
798,290,111,9,171,,,
799,290,110,9,171,,,
800,293,105,9,171,,,
801,295,105,9,169,,,
802,295,105,9,169,,,
803,295,104,9,169,,,
804,291,89,9,189,,,
805,291,89,9,189,,,
806,295,101,9,170,,,
807,295,101,9,170,,,
808,296,99,9,170,,,
809,296,99,9,170,,,
810,287,75,3,214,,,
811,287,75,3,214,,,
812,287,75,3,217,,,
813,288,77,3,215,,,
814,288,77,3,215,,,
815,288,77,3,216,,,
816,289,75,3,219,,,
817,289,75,3,219,,,
818,290,75,3,217,,,
819,290,75,3,217,,,
820,293,75,3,217,,,
821,293,75,3,217,,,
822,294,78,3,212,,,
823,295,78,3,210,,,
824,295,78,3,210,,,
825,295,78,3,209,,,
826,294,78,3,211,,,
827,294,78,3,210,,,
828,292,76,3,219,,,
829,292,76,3,219,,,
830,292,76,3,219,,,
831,292,76,3,218,,,
832,292,76,3,218,,,
833,296,81,3,208,,,
834,298,108,37,144,,,
835,298,108,36,144,,,
836,299,108,36,142,,,
837,302,109,36,140,,,
838,302,109,35,140,,,
839,304,106,35,140,,,
840,301,99,29,159,,,
841,301,99,34,153,,,
842,301,99,34,153,,,
843,301,99,34,152,,,
844,301,99,34,152,,,
845,301,99,34,152,,,
846,299,99,34,156,,,
847,301,99,34,153,,,
848,305,95,34,153,,,
849,305,95,34,152,,,
850,304,93,34,156,,,
851,304,93,34,156,,,
852,302,93,14,183,,,
853,302,93,14,183,,,
854,303,93,14,183,,,
855,303,93,14,183,,,
856,302,93,14,186,,,
857,303,95,14,182,,,
858,303,95,20,175,,,
859,303,95,20,175,,,
860,303,95,20,175,,,
861,303,95,20,175,,,
862,303,95,20,175,,,
863,303,95,20,174,,,
864,304,95,20,174,,,
865,304,95,20,174,,,
866,307,102,20,163,,,
867,308,102,20,163,,,
868,303,98,21,176,,,
869,303,98,21,176,,,
870,304,98,21,176,,,
871,304,98,21,176,,,
872,307,98,21,174,,,
873,307,98,21,176,,,
874,307,98,21,176,,,
875,301,83,21,198,,,
876,297,86,21,205,,,
877,297,86,21,205,,,
878,297,86,21,205,,,
879,297,86,21,207,,,
880,300,86,21,207,,,
881,300,91,14,207,,,
882,300,91,14,207,,,
883,300,91,14,207,,,
884,300,91,14,210,,,
885,301,91,14,210,,,
886,301,91,14,210,,,
887,301,91,14,209,,,
888,302,91,14,209,,,
889,302,91,14,209,,,
890,306,87,14,209,,,
891,306,87,14,209,,,
892,306,87,14,209,,,
893,306,87,14,209,,,
894,303,85,14,216,,,
895,306,89,34,188,,,
896,309,89,34,187,,,
897,309,89,34,187,,,
898,309,89,34,187,,,
899,309,89,34,185,,,
900,311,84,34,191,,,
901,311,84,34,191,,,
902,312,88,28,191,,,
903,312,88,28,191,,,
904,313,88,28,192,,,
905,316,88,28,188,,,
906,317,88,28,188,,,
907,317,88,28,188,,,
908,318,87,28,186,,,
909,318,87,28,186,,,
910,318,87,28,187,,,
911,318,87,28,187,,,
912,310,85,43,187,,,
913,310,85,43,186,,,
914,310,85,43,185,,,
915,310,85,43,185,,,
916,310,85,44,185,,,
917,306,85,12,,221,,
918,306,85,12,,221,,
919,306,85,12,,219,,
920,306,80,12,,226,,
921,307,80,12,,225,,
922,307,80,12,,225,,
923,307,80,12,,225,,
924,305,80,12,,230,,
925,305,82,12,,228,,
926,307,85,12,,222,,
927,308,90,12,,215,,
928,308,90,12,,215,,
929,308,90,12,,215,,
930,308,90,12,,216,,
931,299,76,12,,240,,
932,302,76,12,238,,,
933,302,76,12,238,,,
934,302,76,12,238,,,
935,302,76,12,238,,,
936,304,76,12,244,,,
937,305,87,17,226,,,
938,305,95,17,217,,,
939,303,95,17,222,,,
940,299,95,14,229,,,
941,299,95,14,229,,,
942,299,95,14,229,,,
943,305,100,14,216,,,
944,306,100,14,216,,,
945,308,100,14,215,,,
946,308,100,14,215,,,
947,309,100,14,213,,,
948,309,100,14,212,,,
949,309,100,14,212,,,
950,309,100,14,212,,,
951,314,100,18,202,,,
952,309,97,18,211,,,
953,309,97,18,211,,,
954,306,97,18,217,,,
955,308,99,12,218,,,
956,309,99,12,218,,,
957,309,99,12,217,,,
958,309,99,12,217,,,
959,309,99,12,216,,,
960,310,99,12,220,,,
961,318,101,12,209,,,
962,318,101,12,209,,,
963,318,100,12,209,,,
964,318,100,12,209,,,
965,318,100,12,209,,,
966,315,96,24,204,,,
967,315,96,24,204,,,
968,316,96,25,204,,,
969,316,96,25,204,,,
970,316,96,25,202,,,
971,316,96,25,202,,,
972,318,94,25,202,,,
973,320,92,25,202,,,
974,320,92,25,202,,,
975,320,92,25,201,,,
976,319,90,25,204,,,
977,321,99,12,204,,,
978,317,99,12,210,,,
979,318,99,12,207,,,
980,320,99,12,205,,,
981,320,99,12,204,,,
982,320,99,12,204,,,
983,322,99,12,201,,,
984,321,102,24,187,,,
985,321,102,24,186,,,
986,324,102,24,182,,,
987,322,96,24,192,,,
988,322,96,24,192,,,
989,322,96,24,192,,,
990,323,96,24,193,,,
991,324,94,24,193,,,
992,322,92,24,199,,,
993,316,89,24,211,,,
994,316,89,24,211,,,
995,316,89,24,211,,,
996,316,91,24,209,,,
997,316,91,24,209,,,
998,316,91,24,208,,,
999,316,91,24,209,,,
1000,315,91,24,213,,,
1001,317,91,24,210,,,
1002,318,87,24,213,,,
1003,318,87,24,212,,,
1004,318,87,24,212,,,
1005,320,85,24,212,,,
1006,320,85,24,212,,,
1007,320,85,24,212,,,
1008,312,74,12,,245,,
1009,312,74,12,,245,,
1010,312,74,12,,245,,
1011,312,76,12,,242,,
1012,313,76,12,,239,,
1013,313,76,12,,239,,
1014,313,76,12,,238,,
1015,313,76,12,,238,,
1016,313,76,12,,236,,
1017,313,76,12,,236,,
1018,314,74,12,,236,,
1019,314,74,12,,236,,
1020,316,74,12,,237,,
1021,316,74,12,,237,,
1022,316,74,12,,237,,
1023,316,74,12,,237,,
1024,315,74,12,,240,,
1025,316,74,12,,238,,
1026,319,74,12,,234,,
1027,325,80,12,,220,,
1028,325,80,12,,219,,
1029,319,80,12,,226,,
1030,319,80,12,,227,,
1031,319,80,12,,227,,
1032,320,80,12,,227,,
1033,320,80,12,,227,,
1034,320,83,12,,223,,
1035,320,83,12,,223,,
1036,320,83,12,,224,,
1037,320,83,12,,224,,
1038,320,83,12,,225,,
1039,323,90,26,200,,,
1040,323,90,26,201,,,
1041,325,90,22,202,,,
1042,326,94,22,196,,,
1043,331,102,22,182,,,
1044,331,102,22,182,,,
1045,331,102,22,182,,,
1046,331,102,22,182,,,
1047,331,102,22,182,,,
1048,336,112,22,169,,,
1049,336,112,22,169,,,
1050,336,112,35,158,,,
1051,336,112,35,158,,,
1052,336,112,35,158,,,
1053,336,112,35,158,,,
1054,338,114,35,153,,,
1055,338,114,35,152,,,
1056,332,103,20,188,,,
1057,333,103,20,188,,,
1058,333,103,20,187,,,
1059,333,103,20,187,,,
1060,335,103,20,187,,,
