day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
139,51,11,,,,,,,173.0,,,,,,,,,,
140,53,11,,,,,,,176.0,,,,,,,,,,
141,53,11,,,,,,,176.0,,,,,,,,,,
142,53,11,,,,,,,177.0,,,,,,,,,,
143,53,11,,,,,,,177.0,,,,,,,,,,
144,54,11,,,,,,,,178.0,,,,,,,,,
145,54,11,,,,,,,,178.0,,,,,,,,,
146,55,11,,,,,,,,179.0,,,,,,,,,
147,56,11,,,,,,,,180.0,,,,,,,,,
148,53,11,,,,,,,,188.0,,,,,,,,,
149,53,11,,,,,,,,188.0,,,,,,,,,
150,53,11,,,,,,,,188.0,,,,,,,,,
151,54,11,,,,,,,,188.0,,,,,,,,,
152,54,11,,,,,,,,190.0,,,,,,,,,
153,57,11,,,,,,,,191.0,,,,,,,,,
154,59,11,,,,,,,,,192.0,,,,,,,,
155,59,7,,,,,,,,,197.0,,,,,,,,
156,59,7,,,,,,,,,199.0,,,,,,,,
157,59,7,,,,,,,,,200.0,,,,,,,,
158,59,7,,,,,,,,,200.0,,,,,,,,
159,59,7,,,,,,,,,201.0,,,,,,,,
160,60,7,,,,,,,,,203.0,,,,,,,,
161,60,7,,,,,,,,,203.0,,,,,,,,
162,60,7,,,,,,,,,203.0,,,,,,,,
163,61,7,,,,,,,,,203.0,,,,,,,,
164,62,7,,,,,,,,,203.0,,,,,,,,
165,65,7,,,,,,,,,203.0,,,,,,,,
166,65,7,,,,,,,,,206.0,,,,,,,,
167,65,7,,,,,,,,,206.0,,,,,,,,
168,65,7,,,,,,,,,208.0,,,,,,,,
169,66,7,,,,,,,,,208.0,,,,,,,,
170,67,7,,,,,,,,,208.0,,,,,,,,
171,65,7,,,,,,,,,211.0,,,,,,,,
172,66,7,,,,,,,,,215.0,,,,,,,,
173,66,7,,,,,,,,,214.0,,,,,,,,
174,66,9,,,,,,,,,214.0,,,,,,,,
175,67,9,,,,,,,,,215.0,,,,,,,,
176,70,7,3,,,,,,,,216.0,,,,,,,,
177,70,7,3,,,,,,,,217.0,,,,,,,,
178,73,7,3,,,,,,,,218.0,,,,,,,,
179,74,7,3,,,,,,,,218.0,,,,,,,,
180,74,7,3,,,,,,,,227.0,,,,,,,,
181,78,7,3,,,,,,,,227.0,,,,,,,,
182,78,7,3,,,,,,,,227.0,,,,,,,,
183,77,7,3,,,,,,,,232.0,,,,,,,,
184,77,4,3,,,,,,,,236.0,,,,,,,,
185,78,4,3,,,,,,,,236.0,,,,,,,,
186,79,4,3,,,,,,,,236.0,,,,,,,,
187,79,4,3,,,,,,,,237.0,,,,,,,,
188,79,4,3,,,,,,,,,238.0,,,,,,,
189,80,4,3,,,,,,,,,238.0,,,,,,,
190,81,4,3,,,,,,,,,237.0,,,,,,,
191,81,4,3,,,,,,,,,237.0,,,,,,,
192,79,4,3,,,,,,,,,243.0,,,,,,,
193,79,4,3,,,,,,,,,243.0,,,,,,,
194,81,4,3,,,,,,,,,243.0,,,,,,,
195,81,4,3,,,,,,,,,243.0,,,,,,,
196,80,4,3,,,,,,,,,246.0,,,,,,,
197,82,4,3,,,,,,,,,246.0,,,,,,,
198,82,4,3,,,,,,,,,249.0,,,,,,,
199,80,4,3,,,,,,,,,253.0,,,,,,,
200,84,4,3,,,,,,,,,255.0,,,,,,,
201,86,4,3,,,,,,,,,255.0,,,,,,,
202,89,4,3,,,,,,,,,259.0,,,,,,,
203,87,4,3,,,,,,,,,261.0,,,,,,,
204,89,4,3,,,,,,,,,262.0,,,,,,,
205,88,6,3,,,,,,,,,262.0,,,,,,,
206,88,6,3,,,,,,,,,263.0,,,,,,,
207,90,6,3,,,,,,,,,263.0,,,,,,,
208,89,6,3,,,,,,,,,270.0,,,,,,,
209,89,6,3,,,,,,,,,270.0,,,,,,,
210,92,6,3,,,,,,,,,272.0,,,,,,,
211,93,6,3,,,,,,,,,272.0,,,,,,,
212,93,6,3,,,,,,,,,271.0,,,,,,,
213,93,6,3,,,,,,,,,271.0,,,,,,,
214,93,6,3,,,,,,,,,272.0,,,,,,,
215,93,6,3,,,,,,,,,273.0,,,,,,,
216,93,8,3,,,,,,,,,273.0,,,,,,,
217,93,8,3,,,,,,,,,273.0,,,,,,,
218,95,8,3,,,,,,,,,273.0,,,,,,,
219,95,8,3,,,,,,,,,273.0,,,,,,,
220,91,8,3,,,,,,,,,282.0,,,,,,,
221,91,8,3,,,,,,,,,282.0,,,,,,,
222,80,2,,,,,,,,,,303.0,,,,,,,
223,81,2,,,,,,,,,,303.0,,,,,,,
224,82,2,,,,,,,,,,305.0,,,,,,,
225,82,2,,,,,,,,,,306.0,,,,,,,
226,82,2,,,,,,,,,,306.0,,,,,,,
227,83,2,,,,,,,,,,306.0,,,,,,,
228,86,2,,,,,,,,,,308.0,,,,,,,
229,86,2,,,,,,,,,,308.0,,,,,,,
230,86,2,,,,,,,,,,312.0,,,,,,,
231,86,2,,,,,,,,,,312.0,,,,,,,
232,86,2,,,,,,,,,,312.0,,,,,,,
233,86,2,,,,,,,,,,312.0,,,,,,,
234,86,2,,,,,,,,,,315.0,,,,,,,
235,86,2,,,,,,,,,,316.0,,,,,,,
236,86,2,,,,,,,,,,,319.0,,,,,,
237,86,2,,,,,,,,,,,319.0,,,,,,
238,86,2,,,,,,,,,,,322.0,,,,,,
239,86,2,,,,,,,,,,,322.0,,,,,,
240,86,2,,,,,,,,,,,323.0,,,,,,
241,86,2,,,,,,,,,,,323.0,,,,,,
242,86,2,,,,,,,,,,,324.0,,,,,,
243,86,2,,,,,,,,,,,323.0,,,,,,
244,86,2,,,,,,,,,,,324.0,,,,,,
245,87,2,,,,,,,,,,,324.0,,,,,,
246,88,2,,,,,,,,,,,324.0,,,,,,
247,88,2,,,,,,,,,,,324.0,,,,,,
248,90,2,,,,,,,,,,,,327.0,,,,,
249,91,2,,,,,,,,,,,,329.0,,,,,
250,92,2,,,,,,,,,,,,330.0,,,,,
251,92,2,,,,,,,,,,,,330.0,,,,,
252,93,2,,,,,,,,,,,,330.0,,,,,
253,93,2,,,,,,,,,,,,330.0,,,,,
254,95,4,,,,,,,,,,,,330.0,,,,,
255,95,4,,,,,,,,,,,,331.0,,,,,
256,95,4,,,,,,,,,,,,331.0,,,,,
257,96,4,,,,,,,,,,,,331.0,,,,,
258,97,4,,,,,,,,,,,,331.0,,,,,
259,97,2,,,,,,,,,,,,335.0,,,,,
260,97,2,,,,,,,,,,,,338.0,,,,,
261,97,2,,,,,,,,,,,,339.0,,,,,
262,94,2,,,,,,,,,,,,346.0,,,,,
263,95,2,,,,,,,,,,,,347.0,,,,,
264,95,2,,,,,,,,,,,,347.0,,,,,
265,96,2,,,,,,,,,,,,347.0,,,,,
266,96,2,,,,,,,,,,,,347.0,,,,,
267,97,2,,,,,,,,,,,,349.0,,,,,
268,95,2,,,,,,,,,,,,353.0,,,,,
269,95,2,,,,,,,,,,,,353.0,,,,,
270,96,2,,,,,,,,,,,,355.0,,,,,
271,98,6,3,,,,,,,,,,,345.0,,,,,
272,99,6,3,,,,,,,,,,,347.0,,,,,
273,100,6,3,,,,,,,,,,,347.0,,,,,
274,101,6,3,,,,,,,,,,,348.0,,,,,
275,101,6,3,,,,,,,,,,,348.0,,,,,
276,102,6,3,,,,,,,,,,,350.0,,,,,
277,103,6,3,,,,,,,,,,,351.0,,,,,
278,105,6,3,,,,,,,,,,,351.0,,,,,
279,105,6,3,,,,,,,,,,,354.0,,,,,
280,106,6,3,,,,,,,,,,,356.0,,,,,
281,106,6,3,,,,,,,,,,,357.0,,,,,
282,108,6,3,,,,,,,,,,,357.0,,,,,
283,108,6,3,,,,,,,,,,,357.0,,,,,
284,109,6,3,,,,,,,,,,,360.0,,,,,
285,107,6,3,,,,,,,,,,,363.0,,,,,
286,108,6,3,,,,,,,,,,,363.0,,,,,
287,108,6,3,,,,,,,,,,,365.0,,,,,
288,109,6,3,,,,,,,,,,,368.0,,,,,
289,109,6,3,,,,,,,,,,,368.0,,,,,
290,110,6,3,,,,,,,,,,,368.0,,,,,
291,110,6,3,,,,,,,,,,,368.0,,,,,
292,112,6,3,,,,,,,,,,,368.0,,,,,
293,113,6,3,,,,,,,,,,367.0,,,,,,
294,113,6,3,,,,,,,,,,369.0,,,,,,
295,113,6,3,,,,,,,,,,369.0,,,,,,
296,113,6,3,,,,,,,,,,369.0,,,,,,
297,111,6,3,,,,,,,,,,373.0,,,,,,
298,112,6,3,,,,,,,,,,373.0,,,,,,
299,113,6,3,,,,,,,,,,374.0,,,,,,
300,116,6,3,,,,,,,,,,374.0,,,,,,
301,117,6,3,,,,,,,,,,374.0,,,,,,
302,117,6,3,,,,,,,,,,376.0,,,,,,
303,118,6,3,,,,,,,,,,376.0,,,,,,
304,119,6,,,,,,,,,,,379.0,,,,,,
305,120,6,,,,,,,,,,,381.0,,,,,,
306,124,6,,,,,,,,,,,382.0,,,,,,
307,127,6,,,,,,,,,,,382.0,,,,,,
308,130,6,,,,,,,,,,,382.0,,,,,,
309,131,6,,,,,,,,,,,382.0,,,,,,
310,130,6,,,,,,,,,,,386.0,,,,,,
311,131,6,,,,,,,,,,,384.0,,,,,,
312,131,6,,,,,,,,,,,384.0,,,,,,
313,131,6,,,,,,,,,,,384.0,,,,,,
314,134,6,,,,,,,,,,,384.0,,,,,,
315,134,8,,,,,,,,,,,384.0,,,,,,
316,135,8,,,,,,,,,,,384.0,,,,,,
317,135,8,,,,,,,,,,,383.0,,,,,,
318,135,8,,,,,,,,,,,383.0,,,,,,
319,136,8,,,,,,,,,,,383.0,,,,,,
320,138,8,,,,,,,,,,,,389.0,,,,,
321,139,8,,,,,,,,,,,,389.0,,,,,
322,137,8,,,,,,,,,,,,392.0,,,,,
323,137,8,,,,,,,,,,,,392.0,,,,,
324,135,8,,,,,,,,,,,,397.0,,,,,
325,135,8,,,,,,,,,,,,397.0,,,,,
326,135,8,,,,,,,,,,,,397.0,,,,,
327,135,8,,,,,,,,,,,,398.0,,,,,
328,136,8,,,,,,,,,,,,399.0,,,,,
329,137,8,,,,,,,,,,,,399.0,,,,,
330,133,8,,,,,,,,,,,,,404.0,,,,
331,133,8,,,,,,,,,,,,,404.0,,,,
332,134,8,,,,,,,,,,,,,405.0,,,,
333,134,8,,,,,,,,,,,,,405.0,,,,
334,137,8,,,,,,,,,,,,,406.0,,,,
335,137,8,,,,,,,,,,,,,407.0,,,,
336,139,8,,,,,,,,,,,,,407.0,,,,
337,139,8,,,,,,,,,,,,,407.0,,,,
338,139,8,,,,,,,,,,,,,408.0,,,,
339,138,8,,,,,,,,,,,,,411.0,,,,
340,138,8,,,,,,,,,,,,,411.0,,,,
341,139,8,,,,,,,,,,,,,411.0,,,,
342,141,8,,,,,,,,,,,,,411.0,,,,
343,141,8,,,,,,,,,,,,,411.0,,,,
344,144,10,,,,,,,,,,,,409.0,,,,,
345,144,10,,,,,,,,,,,,410.0,,,,,
346,144,10,,,,,,,,,,,,412.0,,,,,
347,144,10,,,,,,,,,,,,413.0,,,,,
348,144,8,,,,,,,,,,,,417.0,,,,,
349,145,8,,,,,,,,,,,,417.0,,,,,
350,145,8,,,,,,,,,,,,417.0,,,,,
351,145,8,,,,,,,,,,,,418.0,,,,,
352,142,8,,,,,,,,,,,,424.0,,,,,
353,142,8,,,,,,,,,,,,424.0,,,,,
354,145,8,,,,,,,,,,,,424.0,,,,,
355,145,8,,,,,,,,,,,,424.0,,,,,
356,145,8,,,,,,,,,,,,424.0,,,,,
357,145,8,,,,,,,,,,,,425.0,,,,,
358,147,8,,,,,,,,,,,,426.0,,,,,
359,147,8,,,,,,,,,,,,427.0,,,,,
360,148,8,,,,,,,,,,,,431.0,,,,,
361,148,8,,,,,,,,,,,,432.0,,,,,
362,149,8,,,,,,,,,,,,433.0,,,,,
363,149,8,,,,,,,,,,,,433.0,,,,,
364,149,8,,,,,,,,,,,,434.0,,,,,
365,149,8,,,,,,,,,,,,433.0,,,,,
366,150,8,,,,,,,,,,,,434.0,,,,,
367,150,8,,,,,,,,,,,,434.0,,,,,
368,152,8,,,,,,,,,,,,434.0,,,,,
369,152,8,,,,,,,,,,,,434.0,,,,,
370,152,8,,,,,,,,,,,,434.0,,,,,
371,152,8,,,,,,,,,,,,434.0,,,,,
372,152,8,,,,,,,,,,,,434.0,,,,,
373,152,8,,,,,,,,,,,,434.0,,,,,
374,152,8,,,,,,,,,,,,434.0,,,,,
375,149,8,,,,,,,,,,,,439.0,,,,,
376,149,8,,,,,,,,,,,,440.0,,,,,
377,149,8,,,,,,,,,,,,440.0,,,,,
378,149,8,,,,,,,,,,,,441.0,,,,,
379,149,8,,,,,,,,,,,,441.0,,,,,
380,150,8,,,,,,,,,,,,442.0,,,,,
381,150,8,,,,,,,,,,,,442.0,,,,,
382,150,8,,,,,,,,,,,,442.0,,,,,
383,150,8,,,,,,,,,,,,442.0,,,,,
384,149,8,,,,,,,,,,,,444.0,,,,,
385,150,8,,,,,,,,,,,,444.0,,,,,
386,150,8,,,,,,,,,,,,444.0,,,,,
387,150,8,,,,,,,,,,,,444.0,,,,,
388,151,8,,,,,,,,,,,,445.0,,,,,
389,151,8,,,,,,,,,,,,445.0,,,,,
390,151,8,,,,,,,,,,,,445.0,,,,,
391,151,8,,,,,,,,,,,,445.0,,,,,
392,151,8,,,,,,,,,,,,448.0,,,,,
393,151,8,,,,,,,,,,,,448.0,,,,,
394,153,8,,,,,,,,,,,,448.0,,,,,
395,153,8,,,,,,,,,,,,449.0,,,,,
396,154,8,,,,,,,,,,,,449.0,,,,,
397,154,8,,,,,,,,,,,,449.0,,,,,
398,155,8,,,,,,,,,,,,449.0,,,,,
399,155,8,,,,,,,,,,,,449.0,,,,,
400,156,8,,,,,,,,,,,,450.0,,,,,
401,156,8,,,,,,,,,,,,450.0,,,,,
402,156,8,,,,,,,,,,,,450.0,,,,,
403,156,8,,,,,,,,,,,,449.0,,,,,
404,157,8,,,,,,,,,,,,451.0,,,,,
405,157,8,,,,,,,,,,,,451.0,,,,,
406,157,8,,,,,,,,,,,,451.0,,,,,
407,157,8,,,,,,,,,,,,451.0,,,,,
408,158,6,,,,,,,,,,,,456.0,,,,,
409,158,6,,,,,,,,,,,,456.0,,,,,
410,159,6,,,,,,,,,,,,457.0,,,,,
411,159,6,,,,,,,,,,,,456.0,,,,,
412,160,6,,,,,,,,,,,,457.0,,,,,
413,160,6,,,,,,,,,,,,457.0,,,,,
414,160,6,,,,,,,,,,,,458.0,,,,,
415,160,6,,,,,,,,,,,,458.0,,,,,
416,159,6,,,,,,,,,,,,463.0,,,,,
417,159,6,,,,,,,,,,,,463.0,,,,,
418,159,6,,,,,,,,,,,,463.0,,,,,
419,160,6,,,,,,,,,,,,461.0,,,,,
420,158,6,,,,,,,,,,,,469.0,,,,,
421,158,6,,,,,,,,,,,,469.0,,,,,
422,158,6,,,,,,,,,,,,469.0,,,,,
423,159,6,,,,,,,,,,,,470.0,,,,,
424,160,6,,,,,,,,,,,,471.0,,,,,
425,160,6,,,,,,,,,,,,471.0,,,,,
426,160,6,,,,,,,,,,,,472.0,,,,,
427,160,6,,,,,,,,,,,,472.0,,,,,
428,160,6,,,,,,,,,,,,472.0,,,,,
429,160,6,,,,,,,,,,,,472.0,,,,,
430,161,6,,,,,,,,,,,,473.0,,,,,
431,161,6,,,,,,,,,,,,473.0,,,,,
432,164,6,,,,,,,,,,,,473.0,,,,,
433,164,6,,,,,,,,,,,,473.0,,,,,
434,164,6,,,,,,,,,,,,473.0,,,,,
435,164,6,,,,,,,,,,,,473.0,,,,,
436,164,6,,,,,,,,,,,,473.0,,,,,
437,164,6,,,,,,,,,,,,473.0,,,,,
438,165,6,,,,,,,,,,,,473.0,,,,,
439,165,6,,,,,,,,,,,,473.0,,,,,
440,164,6,,,,,,,,,,,,479.0,,,,,
441,166,6,,,,,,,,,,,,479.0,,,,,
442,166,6,,,,,,,,,,,,479.0,,,,,
443,166,6,,,,,,,,,,,,479.0,,,,,
444,167,6,,,,,,,,,,,,479.0,,,,,
445,167,6,,,,,,,,,,,,478.0,,,,,
446,167,6,,,,,,,,,,,,478.0,,,,,
447,167,6,,,,,,,,,,,,478.0,,,,,
448,167,6,,,,,,,,,,,,478.0,,,,,
449,167,6,,,,,,,,,,,,478.0,,,,,
450,167,6,,,,,,,,,,,,482.0,,,,,
451,167,6,,,,,,,,,,,,482.0,,,,,
452,166,6,,,,,,,,,,,,485.0,,,,,
453,166,6,,,,,,,,,,,,485.0,,,,,
454,166,6,,,,,,,,,,,,485.0,,,,,
455,166,6,,,,,,,,,,,,485.0,,,,,
456,167,6,,,,,,,,,,,487.0,,,,,,
457,167,6,,,,,,,,,,,487.0,,,,,,
458,167,6,,,,,,,,,,,488.0,,,,,,
459,167,6,,,,,,,,,,,488.0,,,,,,
460,166,6,,,,,,,,,,,492.0,,,,,,
461,166,6,,,,,,,,,,,492.0,,,,,,
462,166,6,,,,,,,,,,,494.0,,,,,,
463,166,6,,,,,,,,,,,494.0,,,,,,
464,166,6,,,,,,,,,,,496.0,,,,,,
465,166,6,,,,,,,,,,,497.0,,,,,,
466,167,6,,,,,,,,,,,499.0,,,,,,
467,167,6,,,,,,,,,,,499.0,,,,,,
468,167,6,,,,,,,,,,,500.0,,,,,,
469,167,6,,,,,,,,,,,501.0,,,,,,
470,167,6,,,,,,,,,,,501.0,,,,,,
471,167,6,,,,,,,,,,,500.0,,,,,,
472,169,6,,,,,,,,,,,502.0,,,,,,
473,169,6,,,,,,,,,,,502.0,,,,,,
474,170,6,,,,,,,,,,,503.0,,,,,,
475,170,6,,,,,,,,,,,503.0,,,,,,
476,164,6,,,,,,,,,,,511.0,,,,,,
477,164,6,,,,,,,,,,,513.0,,,,,,
478,165,6,,,,,,,,,,,515.0,,,,,,
479,165,6,,,,,,,,,,,515.0,,,,,,
480,165,6,,,,,,,,,,,515.0,,,,,,
481,165,6,,,,,,,,,,,515.0,,,,,,
482,166,6,,,,,,,,,,,515.0,,,,,,
483,167,6,,,,,,,,,,,515.0,,,,,,
484,168,6,,,,,,,,,,,515.0,,,,,,
485,168,6,,,,,,,,,,,515.0,,,,,,
486,169,6,,,,,,,,,,,515.0,,,,,,
487,169,6,,,,,,,,,,,515.0,,,,,,
488,169,6,,,,,,,,,,,519.0,,,,,,
489,169,6,,,,,,,,,,,519.0,,,,,,
490,173,6,,,,,,,,,,,520.0,,,,,,
491,173,6,,,,,,,,,,,520.0,,,,,,
492,174,6,,,,,,,,,,,520.0,,,,,,
493,174,6,,,,,,,,,,,520.0,,,,,,
494,175,8,,,,,,,,,,,517.0,,,,,,
495,175,8,,,,,,,,,,,517.0,,,,,,
496,177,8,,,,,,,,,,,518.0,,,,,,
497,177,8,,,,,,,,,,,518.0,,,,,,
498,176,8,,,,,,,,,,,522.0,,,,,,
499,176,8,,,,,,,,,,,522.0,,,,,,
500,177,8,,,,,,,,,,,522.0,,,,,,
501,177,8,,,,,,,,,,,522.0,,,,,,
502,175,8,,,,,,,,,,,526.0,,,,,,
503,175,8,,,,,,,,,,,526.0,,,,,,
504,175,8,,,,,,,,,,,528.0,,,,,,
505,177,8,,,,,,,,,,,528.0,,,,,,
506,178,8,,,,,,,,,,,528.0,,,,,,
507,178,8,,,,,,,,,,,528.0,,,,,,
508,177,10,,,,,,,,,,,528.0,,,,,,
509,177,10,,,,,,,,,,,528.0,,,,,,
510,177,10,,,,,,,,,,,531.0,,,,,,
511,177,10,,,,,,,,,,,532.0,,,,,,
512,178,10,,,,,,,,,,,532.0,,,,,,
513,180,10,,,,,,,,,,,532.0,,,,,,
514,180,10,,,,,,,,,,,533.0,,,,,,
515,181,10,,,,,,,,,,,533.0,,,,,,
516,181,10,,,,,,,,,,,533.0,,,,,,
517,181,10,,,,,,,,,,,533.0,,,,,,
518,182,10,,,,,,,,,,,533.0,,,,,,
519,182,10,,,,,,,,,,,533.0,,,,,,
520,181,10,,,,,,,,,,,537.0,,,,,,
521,181,10,,,,,,,,,,,537.0,,,,,,
522,184,10,,,,,,,,,,,537.0,,,,,,
523,184,10,,,,,,,,,,,537.0,,,,,,
524,184,10,,,,,,,,,,,537.0,,,,,,
525,185,10,,,,,,,,,,,538.0,,,,,,
526,186,10,,,,,,,,,,,539.0,,,,,,
527,186,10,,,,,,,,,,,539.0,,,,,,
528,187,10,,,,,,,,,,,540.0,,,,,,
529,187,10,,,,,,,,,,,540.0,,,,,,
530,187,10,,,,,,,,,,,541.0,,,,,,
531,187,10,,,,,,,,,,,543.0,,,,,,
532,188,10,,,,,,,,,,,543.0,,,,,,
533,188,10,,,,,,,,,,,542.0,,,,,,
534,187,10,,,,,,,,,,,545.0,,,,,,
535,187,10,,,,,,,,,,,545.0,,,,,,
536,187,10,,,,,,,,,,,548.0,,,,,,
