day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13
172,63,,,,,,,204.0,,,,,,
173,63,,,,,,,204.0,,,,,,
174,64,,,,,,,205.0,,,,,,
175,65,,,,,,,206.0,,,,,,
176,66,,,,,,,209.0,,,,,,
177,66,,,,,,,210.0,,,,,,
178,69,,,,,,,211.0,,,,,,
179,70,,,,,,,211.0,,,,,,
180,72,,,,,,,218.0,,,,,,
181,76,,,,,,,218.0,,,,,,
182,76,,,,,,,218.0,,,,,,
183,76,,,,,,,222.0,,,,,,
184,74,,,,,,,225.0,,,,,,
185,75,,,,,,,224.0,,,,,,
186,76,2,,,,,,221.0,,,,,,
187,76,2,,,,,,222.0,,,,,,
188,75,2,,,,,,224.0,,,,,,
189,76,2,,,,,,224.0,,,,,,
190,77,2,,,,,,224.0,,,,,,
191,77,6,,,,,,219.0,,,,,,
192,77,6,,,,,,223.0,,,,,,
193,77,6,,,,,,223.0,,,,,,
194,79,6,,,,,,223.0,,,,,,
195,79,6,,,,,,223.0,,,,,,
196,78,6,,,,,,226.0,,,,,,
197,81,6,,,,,,224.0,,,,,,
198,81,4,,,,,,228.0,,,,,,
199,81,4,,,,,,230.0,,,,,,
200,84,4,,,,,,233.0,,,,,,
201,86,4,,,,,,233.0,,,,,,
202,88,6,,,,,,235.0,,,,,,
203,86,6,,,,,,238.0,,,,,,
204,90,6,,,,,,236.0,,,,,,
205,89,8,,,,,,236.0,,,,,,
206,89,8,,,,,,237.0,,,,,,
207,91,8,,,,,,237.0,,,,,,
208,91,8,,,,,,243.0,,,,,,
209,91,8,,,,,,243.0,,,,,,
210,94,8,,,,,,245.0,,,,,,
211,95,8,,,,,,245.0,,,,,,
212,95,8,,,,,,245.0,,,,,,
213,95,8,,,,,,245.0,,,,,,
214,95,8,,,,,,246.0,,,,,,
215,95,8,,,,,,247.0,,,,,,
216,96,8,,,,,,248.0,,,,,,
217,96,8,,,,,,248.0,,,,,,
218,98,8,,,,,,248.0,,,,,,
219,98,8,,,,,,248.0,,,,,,
220,97,6,,,,,,256.0,,,,,,
221,97,6,,,,,,256.0,,,,,,
222,75,4,,,,,,281.0,,,,,,
223,76,4,,,,,,281.0,,,,,,
224,77,4,,,,,,283.0,,,,,,
225,77,4,,,,,,284.0,,,,,,
226,77,4,,,,,,284.0,,,,,,
227,79,4,,,,,,282.0,,,,,,
228,82,4,,,,,,284.0,,,,,,
229,82,4,,,,,,284.0,,,,,,
230,83,4,,,,,,287.0,,,,,,
231,83,4,,,,,,288.0,,,,,,
232,83,4,,,,,,288.0,,,,,,
233,83,4,,,,,,288.0,,,,,,
234,84,4,,,,,,290.0,,,,,,
235,84,4,,,,,,291.0,,,,,,
236,84,4,,,,,,294.0,,,,,,
237,84,4,,,,,,294.0,,,,,,
238,85,4,,,,,,296.0,,,,,,
239,85,4,,,,,,296.0,,,,,,
240,86,4,,,,,,295.0,,,,,,
241,86,4,,,,,,295.0,,,,,,
242,86,4,,,,,,296.0,,,,,,
243,98,4,,,,,,283.0,,,,,,
244,98,4,,,,,,284.0,,,,,,
245,99,4,,,,,,284.0,,,,,,
246,100,4,,,,,,284.0,,,,,,
247,100,4,,,,,,284.0,,,,,,
248,102,4,,,,,,287.0,,,,,,
249,104,4,,,,,,288.0,,,,,,
250,105,4,,,,,,289.0,,,,,,
251,105,4,,,,,,288.0,,,,,,
252,106,4,,,,,,288.0,,,,,,
253,106,4,,,,,,288.0,,,,,,
254,109,4,,,,,,289.0,,,,,,
255,107,9,,,,,,286.0,,,,,,
256,107,9,,,,,,286.0,,,,,,
257,108,9,,,,,,286.0,,,,,,
258,109,9,,,,,,286.0,,,,,,
259,107,7,,,,,,292.0,,,,,,
260,107,7,,,,,,295.0,,,,,,
261,107,7,,,,,,296.0,,,,,,
262,101,7,,,,,,306.0,,,,,,
263,102,7,,,,,,307.0,,,,,,
264,102,7,,,,,,307.0,,,,,,
265,103,7,,,,,,307.0,,,,,,
266,103,7,,,,,,307.0,,,,,,
267,104,7,,,,,,308.0,,,,,,
268,104,7,,,,,,310.0,,,,,,
269,104,7,,,,,,310.0,,,,,,
270,106,7,,,,,,311.0,,,,,,
271,106,7,,,,,,311.0,,,,,,
272,107,7,,,,,,313.0,,,,,,
273,108,7,,,,,,312.0,,,,,,
274,109,7,,,,,,313.0,,,,,,
275,109,7,,,,,,313.0,,,,,,
276,110,7,,,,,,315.0,,,,,,
277,111,7,,,,,,316.0,,,,,,
278,113,7,,,,,,316.0,,,,,,
279,113,11,,,,,,314.0,,,,,,
280,113,11,,,,,,317.0,,,,,,
281,113,11,,,,,,318.0,,,,,,
282,115,11,,,,,,318.0,,,,,,
283,115,11,,,,,,318.0,,,,,,
284,117,11,,,,,,320.0,,,,,,
285,114,11,,,,,,323.0,,,,,,
286,115,11,,,,,,323.0,,,,,,
287,115,11,,,,,,324.0,,,,,,
288,116,11,,,,,,,327.0,,,,,
289,116,11,,,,,,,327.0,,,,,
290,117,11,,,,,,,327.0,,,,,
291,117,11,,,,,,,327.0,,,,,
292,119,11,,,,,,,327.0,,,,,
293,120,11,,,,,,,327.0,,,,,
294,120,11,,,,,,,328.0,,,,,
295,120,11,,,,,,,328.0,,,,,
296,120,11,,,,,,,328.0,,,,,
297,121,9,,,,,,,331.0,,,,,
298,122,9,,,,,,,331.0,,,,,
299,124,13,,,,,,,326.0,,,,,
300,127,13,,,,,,,326.0,,,,,
301,128,13,,,,,,,326.0,,,,,
302,127,11,,,,,,,331.0,,,,,
303,128,11,,,,,,,331.0,,,,,
304,127,11,,,,,,,334.0,,,,,
305,128,11,,,,,,,336.0,,,,,
306,132,11,,,,,,,337.0,,,,,
307,135,11,,,,,,,337.0,,,,,
308,138,11,,,,,,,337.0,,,,,
309,139,11,,,,,,,337.0,,,,,
310,137,13,,,,,,,340.0,,,,,
311,137,13,,,,,,,340.0,,,,,
312,137,13,,,,,,,340.0,,,,,
313,137,13,,,,,,,340.0,,,,,
314,140,13,,,,,,,339.0,,,,,
315,141,13,,,,,,,340.0,,,,,
316,142,13,,,,,,,340.0,,,,,
317,143,13,,,,,,,338.0,,,,,
318,143,13,,,,,,,338.0,,,,,
319,144,13,,,,,,,338.0,,,,,
320,143,17,,,,,,,343.0,,,,,
321,145,17,,,,,,,341.0,,,,,
322,143,17,,,,,,,344.0,,,,,
323,143,17,,,,,,,344.0,,,,,
324,139,17,,,,,,,351.0,,,,,
325,139,19,,,,,,,348.0,,,,,
326,139,21,,,,,,,346.0,,,,,
327,139,21,,,,,,,347.0,,,,,
328,140,21,,,,,,,348.0,,,,,
329,141,21,,,,,,,348.0,,,,,
330,139,19,,,,,,,353.0,,,,,
331,139,19,,,,,,,353.0,,,,,
332,140,19,,,,,,,354.0,,,,,
333,140,16,,,,,,,358.0,,,,,
334,143,16,,,,,,,359.0,,,,,
335,143,16,,,,,,,360.0,,,,,
336,145,16,,,,,,,360.0,,,,,
337,146,16,,,,,,,358.0,,,,,
338,146,16,,,,,,,359.0,,,,,
339,144,16,,,,,,,363.0,,,,,
340,144,16,,,,,,,363.0,,,,,
341,145,16,,,,,,,363.0,,,,,
342,147,16,,,,,,,362.0,,,,,
343,147,16,,,,,,,362.0,,,,,
344,147,16,,,,,,,366.0,,,,,
345,147,16,,,,,,,367.0,,,,,
346,146,18,,,,,,,367.0,,,,,
347,146,18,,,,,,,368.0,,,,,
348,145,18,,,,,,,371.0,,,,,
349,146,18,,,,,,,371.0,,,,,
350,146,18,,,,,,,371.0,,,,,
351,146,18,,,,,,,372.0,,,,,
352,144,18,,,,,,,,377.0,,,,
353,144,18,,,,,,,,377.0,,,,
354,147,18,,,,,,,,377.0,,,,
355,147,18,,,,,,,,377.0,,,,
356,147,18,,,,,,,,377.0,,,,
357,151,18,3,,,,,,,370.0,,,,
358,153,18,3,,,,,,,371.0,,,,
359,153,18,3,,,,,,,371.0,,,,
360,153,18,3,,,,,,,376.0,,,,
361,152,20,3,,,,,,,376.0,,,,
362,153,20,3,,,,,,,377.0,,,,
363,153,20,3,,,,,,,377.0,,,,
364,153,20,3,,,,,,,378.0,,,,
365,153,20,3,,,,,,,378.0,,,,
366,153,22,3,,,,,,,378.0,,,,
367,153,22,3,,,,,,,378.0,,,,
368,155,22,3,,,,,,,378.0,,,,
369,155,22,3,,,,,,,378.0,,,,
370,155,22,3,,,,,,,378.0,,,,
371,155,22,3,,,,,,,378.0,,,,
372,155,22,3,,,,,,,378.0,,,,
373,156,22,3,,,,,,,376.0,,,,
374,156,22,3,,,,,,,376.0,,,,
375,155,23,3,,,,,,,378.0,,,,
376,155,23,3,,,,,,,379.0,,,,
377,155,23,3,,,,,,,378.0,,,,
378,154,23,3,,,,,,,380.0,,,,
379,154,23,3,,,,,,,380.0,,,,
380,155,23,3,,,,,,,381.0,,,,
381,155,23,3,,,,,,,381.0,,,,
382,155,23,3,,,,,,,381.0,,,,
383,155,23,3,,,,,,,381.0,,,,
384,154,21,3,,,,,,,385.0,,,,
385,155,21,3,,,,,,,385.0,,,,
386,155,21,3,,,,,,,385.0,,,,
387,155,21,3,,,,,,,386.0,,,,
388,156,21,3,,,,,,,387.0,,,,
389,156,21,3,,,,,,,387.0,,,,
390,156,21,3,,,,,,,387.0,,,,
391,156,21,3,,,,,,,387.0,,,,
392,158,21,3,,,,,,,387.0,,,,
393,158,21,3,,,,,,,387.0,,,,
394,160,21,3,,,,,,,387.0,,,,
395,160,21,3,,,,,,,388.0,,,,
396,161,21,3,,,,,,,388.0,,,,
397,161,21,3,,,,,,,387.0,,,,
398,162,21,3,,,,,,,387.0,,,,
399,162,21,3,,,,,,,387.0,,,,
400,162,25,3,,,,,,,384.0,,,,
401,162,25,3,,,,,,,384.0,,,,
402,162,25,3,,,,,,,384.0,,,,
403,162,25,3,,,,,,,384.0,,,,
404,163,25,3,,,,,,,386.0,,,,
405,163,25,3,,,,,,,386.0,,,,
406,163,25,3,,,,,,,386.0,,,,
407,163,25,3,,,,,,,386.0,,,,
408,164,25,3,,,,,,,388.0,,,,
409,164,25,3,,,,,,,388.0,,,,
410,165,25,3,,,,,,,389.0,,,,
411,165,25,3,,,,,,,389.0,,,,
412,167,25,3,,,,,,,388.0,,,,
413,167,25,3,,,,,,,388.0,,,,
414,167,25,3,,,,,,,389.0,,,,
415,167,25,3,,,,,,,389.0,,,,
416,165,25,3,,,,,,,395.0,,,,
417,165,25,3,,,,,,,395.0,,,,
418,165,25,3,,,,,,,395.0,,,,
419,165,25,3,,,,,,,395.0,,,,
420,163,23,3,,,,,,,,405.0,,,
421,163,23,3,,,,,,,,405.0,,,
422,163,23,3,,,,,,,,405.0,,,
423,164,23,3,,,,,,,,405.0,,,
424,165,23,3,,,,,,,,406.0,,,
425,165,23,3,,,,,,,,406.0,,,
426,165,23,3,,,,,,,,407.0,,,
427,165,23,3,,,,,,,,407.0,,,
428,165,23,3,,,,,,,,407.0,,,
429,165,23,3,,,,,,,,407.0,,,
430,166,23,3,,,,,,,,408.0,,,
431,166,23,3,,,,,,,,408.0,,,
432,171,23,3,,,,,,,,405.0,,,
433,171,23,3,,,,,,,,405.0,,,
434,173,25,3,,,,,,,,400.0,,,
435,173,25,3,,,,,,,,400.0,,,
436,173,25,3,,,,,,,,400.0,,,
437,173,25,3,,,,,,,,400.0,,,
438,174,25,3,,,,,,,,400.0,,,
439,174,25,3,,,,,,,,400.0,,,
440,172,23,3,,,,,,,,409.0,,,
441,174,23,3,,,,,,,,409.0,,,
442,174,23,3,,,,,,,,409.0,,,
443,174,23,3,,,,,,,,409.0,,,
444,175,23,3,,,,,,,,409.0,,,
445,175,23,3,,,,,,,,409.0,,,
446,175,23,3,,,,,,,,409.0,,,
447,175,23,3,,,,,,,,409.0,,,
448,175,23,3,,,,,,,,409.0,,,
449,175,25,3,,,,,,,,406.0,,,
450,175,25,3,,,,,,,,410.0,,,
451,175,25,3,,,,,,,,410.0,,,
452,172,25,3,,,,,,,,415.0,,,
453,172,25,3,,,,,,,,415.0,,,
454,172,25,3,,,,,,,,415.0,,,
455,172,25,3,,,,,,,,415.0,,,
456,174,25,3,,,,,,,,416.0,,,
457,174,25,3,,,,,,,,416.0,,,
458,174,25,3,,,,,,,,417.0,,,
459,174,25,3,,,,,,,,417.0,,,
460,172,25,3,,,,,,,,422.0,,,
461,172,25,3,,,,,,,,422.0,,,
462,172,25,3,,,,,,,,423.0,,,
463,172,25,3,,,,,,,,423.0,,,
464,172,25,3,,,,,,,,425.0,,,
465,172,25,3,,,,,,,,426.0,,,
466,173,27,3,,,,,,,,425.0,,,
467,173,27,3,,,,,,,,425.0,,,
468,172,27,3,,,,,,,,427.0,,,
469,172,27,3,,,,,,,,428.0,,,
470,172,27,3,,,,,,,,428.0,,,
471,172,27,3,,,,,,,,428.0,,,
472,174,25,3,,,,,,,,432.0,,,
473,174,25,3,,,,,,,,432.0,,,
474,175,25,3,,,,,,,,433.0,,,
475,175,25,3,,,,,,,,433.0,,,
476,171,25,3,,,,,,,,,439.0,,
477,171,25,3,,,,,,,,,441.0,,
478,172,25,3,,,,,,,,,443.0,,
479,172,25,3,,,,,,,,,443.0,,
480,172,25,3,,,,,,,,,443.0,,
481,172,25,3,,,,,,,,,443.0,,
482,173,25,3,,,,,,,,,443.0,,
483,175,27,3,,,,,,,,,439.0,,
484,176,27,3,,,,,,,,,438.0,,
485,176,27,3,,,,,,,,,438.0,,
486,177,27,3,,,,,,,,,438.0,,
487,177,27,3,,,,,,,,,438.0,,
488,177,27,3,,,,,,,,,442.0,,
489,177,27,3,,,,,,,,,442.0,,
490,181,27,3,,,,,,,,,443.0,,
491,181,27,3,,,,,,,,,443.0,,
492,182,27,3,,,,,,,,,443.0,,
493,182,27,3,,,,,,,,,443.0,,
494,186,27,3,,,,,,,,438.0,,,
495,186,27,3,,,,,,,,438.0,,,
496,187,27,3,,,,,,,,440.0,,,
497,187,27,3,,,,,,,,440.0,,,
498,187,27,3,,,,,,,,443.0,,,
499,187,27,3,,,,,,,,443.0,,,
500,188,27,3,,,,,,,,443.0,,,
501,188,27,3,,,,,,,,443.0,,,
502,188,27,3,,,,,,,,445.0,,,
503,188,27,3,,,,,,,,445.0,,,
504,189,27,3,,,,,,,,445.0,,,
505,191,27,3,,,,,,,,445.0,,,
506,192,27,3,,,,,,,,445.0,,,
507,192,27,3,,,,,,,,445.0,,,
508,192,27,3,,,,,,,,446.0,,,
509,192,27,3,,,,,,,,446.0,,,
510,194,27,3,,,,,,,,446.0,,,
511,193,27,3,,,,,,,,448.0,,,
512,194,27,3,,,,,,,,448.0,,,
513,196,27,3,,,,,,,,448.0,,,
514,196,27,3,,,,,,,,449.0,,,
515,197,27,3,,,,,,,,449.0,,,
516,197,27,3,,,,,,,,448.0,,,
517,197,27,3,,,,,,,,448.0,,,
518,198,27,3,,,,,,,,448.0,,,
519,198,27,3,,,,,,,,448.0,,,
520,195,23,3,,,,,,,,458.0,,,
521,195,23,3,,,,,,,,458.0,,,
522,197,25,3,,,,,,,,457.0,,,
523,197,25,3,,,,,,,,457.0,,,
524,197,25,3,,,,,,,,457.0,,,
525,198,25,3,,,,,,,,457.0,,,
526,199,25,3,,,,,,,,458.0,,,
527,199,25,3,,,,,,,,458.0,,,
528,200,25,3,,,,,,,,459.0,,,
529,200,25,3,,,,,,,,459.0,,,
530,200,27,3,,,,,,,,457.0,,,
531,198,27,3,,,,,,,,461.0,,,
532,199,27,3,,,,,,,,461.0,,,
533,199,27,3,,,,,,,,461.0,,,
534,198,27,3,,,,,,,,464.0,,,
535,198,27,3,,,,,,,,464.0,,,
536,198,27,3,,,,,,,,467.0,,,
537,198,27,3,,,,,,,,468.0,,,
538,198,27,3,,,,,,,,468.0,,,
539,198,27,3,,,,,,,,467.0,,,
540,195,23,3,,,,,,,,487.0,,,
541,195,23,3,,,,,,,,487.0,,,
542,195,23,3,,,,,,,,488.0,,,
543,196,23,3,,,,,,,,488.0,,,
544,194,23,3,,,,,,,,494.0,,,
545,194,23,3,,,,,,,,493.0,,,
546,195,23,3,,,,,,,,495.0,,,
547,195,23,3,,,,,,,,495.0,,,
548,195,23,3,,,,,,,,496.0,,,
549,195,23,3,,,,,,,,496.0,,,
550,195,23,3,,,,,,,,497.0,,,
551,195,23,3,,,,,,,,497.0,,,
552,191,23,3,,,,,,,,509.0,,,
553,191,23,3,,,,,,,,509.0,,,
554,191,23,3,,,,,,,,509.0,,,
555,193,23,3,,,,,,,,506.0,,,
556,194,23,3,,,,,,,,508.0,,,
557,194,23,3,,,,,,,,508.0,,,
558,195,23,3,,,,,,,,508.0,,,
559,195,23,3,,,,,,,,508.0,,,
560,194,23,3,,,,,,,,520.0,,,
561,194,23,3,,,,,,,,520.0,,,
562,194,23,3,,,,,,,,520.0,,,
563,194,23,3,,,,,,,,520.0,,,
564,195,23,3,,,,,,,,520.0,,,
565,195,23,3,,,,,,,,521.0,,,
566,195,23,3,,,,,,,,521.0,,,
567,196,25,3,,,,,,,,518.0,,,
568,197,25,3,,,,,,,,518.0,,,
569,197,25,3,,,,,,,,518.0,,,
570,196,23,3,,,,,,,,531.0,,,
571,196,23,3,,,,,,,,530.0,,,
572,196,23,3,,,,,,,,529.0,,,
573,196,23,3,,,,,,,,529.0,,,
574,196,23,3,,,,,,,,529.0,,,
575,196,23,3,,,,,,,,529.0,,,
576,197,23,3,,,,,,,,534.0,,,
577,197,23,3,,,,,,,,533.0,,,
578,197,23,3,,,,,,,,533.0,,,
579,197,23,3,,,,,,,,533.0,,,
580,196,23,3,,,,,,,,538.0,,,
581,196,23,3,,,,,,,,538.0,,,
582,198,23,3,,,,,,,,538.0,,,
583,198,23,3,,,,,,,,538.0,,,
584,198,23,3,,,,,,,,538.0,,,
585,198,23,3,,,,,,,,538.0,,,
586,198,23,3,,,,,,,,538.0,,,
587,198,23,3,,,,,,,,538.0,,,
588,197,23,3,,,,,,,,543.0,,,
589,197,23,3,,,,,,,,543.0,,,
590,198,23,3,,,,,,,,543.0,,,
591,198,23,3,,,,,,,,543.0,,,
592,198,20,3,,,,,,,,550.0,,,
593,198,20,3,,,,,,,,550.0,,,
594,198,20,3,,,,,,,,556.0,,,
595,198,20,3,,,,,,,,556.0,,,
596,198,20,3,,,,,,,,556.0,,,
597,198,20,3,,,,,,,,556.0,,,
598,198,20,3,,,,,,,,556.0,,,
599,198,20,3,,,,,,,,556.0,,,
600,200,20,3,,,,,,,,557.0,,,
601,200,20,3,,,,,,,,557.0,,,
602,201,20,3,,,,,,,,557.0,,,
603,201,20,3,,,,,,,,557.0,,,
604,201,20,3,,,,,,,,557.0,,,
605,201,20,3,,,,,,,,557.0,,,
606,201,20,3,,,,,,,,556.0,,,
607,201,20,3,,,,,,,,556.0,,,
608,201,20,3,,,,,,,,556.0,,,
609,201,20,3,,,,,,,,556.0,,,
610,202,21,3,,,,,,,,556.0,,,
611,202,21,3,,,,,,,,556.0,,,
612,203,21,3,,,,,,,,556.0,,,
613,203,21,3,,,,,,,,556.0,,,
614,204,21,3,,,,,,,,557.0,,,
615,204,21,3,,,,,,,,557.0,,,
616,201,21,3,,,,,,,,563.0,,,
617,201,21,3,,,,,,,,563.0,,,
618,201,21,3,,,,,,,,563.0,,,
619,201,21,3,,,,,,,,563.0,,,
620,201,21,3,,,,,,,,562.0,,,
621,201,21,3,,,,,,,,562.0,,,
622,202,21,3,,,,,,,,562.0,,,
623,202,21,3,,,,,,,,562.0,,,
624,198,26,3,,,,,,,,562.0,,,
625,198,26,3,,,,,,,,562.0,,,
626,198,27,3,,,,,,,,562.0,,,
627,198,27,3,,,,,,,,562.0,,,
628,199,27,3,,,,,,,,562.0,,,
629,199,27,3,,,,,,,,562.0,,,
630,197,28,3,,,,,,,,567.0,,,
631,197,28,3,,,,,,,,567.0,,,
632,198,28,3,,,,,,,,567.0,,,
633,198,28,3,,,,,,,,567.0,,,
634,198,28,3,,,,,,,,567.0,,,
635,198,28,3,,,,,,,,567.0,,,
636,200,28,3,,,,,,,,569.0,,,
637,199,28,3,,,,,,,,571.0,,,
638,202,28,3,,,,,,,,567.0,,,
639,202,28,3,,,,,,,,568.0,,,
640,204,28,3,,,,,,,,570.0,,,
641,204,28,3,,,,,,,,570.0,,,
642,205,28,3,,,,,,,,570.0,,,
643,205,28,3,,,,,,,,570.0,,,
644,205,28,3,,,,,,,,570.0,,,
645,205,28,3,,,,,,,,570.0,,,
646,205,28,3,,,,,,,,570.0,,,
647,205,28,3,,,,,,,,570.0,,,
648,204,28,3,,,,,,,,577.0,,,
649,204,28,3,,,,,,,,577.0,,,
650,204,28,3,,,,,,,,577.0,,,
651,204,28,3,,,,,,,,577.0,,,
652,203,28,3,,,,,,,,581.0,,,
653,203,28,3,,,,,,,,580.0,,,
654,203,28,3,,,,,,,,580.0,,,
655,203,28,3,,,,,,,,579.0,,,
