day_counter,0,1,2,3,4,5,6,7,8,9,10,11
193,80,6,,,,,,220.0,,,,
194,82,6,,,,,,220.0,,,,
195,82,6,,,,,,220.0,,,,
196,80,6,,,,,,224.0,,,,
197,82,6,,,,,,224.0,,,,
198,83,6,,,,,,226.0,,,,
199,83,6,,,,,,228.0,,,,
200,86,6,,,,,,231.0,,,,
201,88,6,,,,,,230.0,,,,
202,89,10,,,,,,231.0,,,,
203,89,8,,,,,,234.0,,,,
204,91,8,,,,,,235.0,,,,
205,91,8,,,,,,236.0,,,,
206,90,10,,,,,,235.0,,,,
207,92,10,,,,,,235.0,,,,
208,93,8,,,,,,242.0,,,,
209,93,8,,,,,,242.0,,,,
210,96,8,,,,,,244.0,,,,
211,98,8,,,,,,242.0,,,,
212,98,8,,,,,,242.0,,,,
213,98,8,,,,,,242.0,,,,
214,98,8,,,,,,243.0,,,,
215,98,8,,,,,,244.0,,,,
216,99,8,,,,,,245.0,,,,
217,99,8,,,,,,245.0,,,,
218,101,8,,,,,,245.0,,,,
219,101,8,,,,,,244.0,,,,
220,99,8,,,,,,251.0,,,,
221,99,8,,,,,,251.0,,,,
222,85,6,,,,,,268.0,,,,
223,86,6,,,,,,268.0,,,,
224,87,6,,,,,,270.0,,,,
225,85,6,,,,,,272.0,,,,
226,85,6,,,,,,272.0,,,,
227,86,6,,,,,,272.0,,,,
228,89,6,,,,,,274.0,,,,
229,89,6,,,,,,274.0,,,,
230,89,6,,,,,,278.0,,,,
231,89,8,,,,,,276.0,,,,
232,89,8,,,,,,276.0,,,,
233,89,8,,,,,,276.0,,,,
234,89,8,,,,,,279.0,,,,
235,89,8,,,,,,280.0,,,,
236,86,8,,,,,,286.0,,,,
237,86,8,,,,,,286.0,,,,
238,87,8,,,,,,288.0,,,,
239,87,8,,,,,,288.0,,,,
240,96,8,,,,,,279.0,,,,
241,96,8,,,,,,279.0,,,,
242,96,8,,,,,,280.0,,,,
243,97,8,,,,,,278.0,,,,
244,97,8,,,,,,279.0,,,,
245,98,8,,,,,,279.0,,,,
246,99,8,,,,,,279.0,,,,
247,99,8,,,,,,279.0,,,,
248,100,8,,,,,,283.0,,,,
249,102,8,,,,,,284.0,,,,
250,103,8,,,,,,285.0,,,,
251,103,8,,,,,,284.0,,,,
252,104,8,,,,,,284.0,,,,
253,104,8,,,,,,284.0,,,,
254,107,8,,,,,,285.0,,,,
255,109,13,,,,,,279.0,,,,
256,109,13,,,,,,278.0,,,,
257,110,13,,,,,,278.0,,,,
258,111,13,,,,,,278.0,,,,
259,111,13,,,,,,280.0,,,,
260,111,13,,,,,,283.0,,,,
261,111,13,,,,,,284.0,,,,
262,108,13,,,,,,291.0,,,,
263,109,13,,,,,,292.0,,,,
264,109,13,,,,,,292.0,,,,
265,110,13,,,,,,292.0,,,,
266,110,13,,,,,,292.0,,,,
267,111,13,,,,,,294.0,,,,
268,110,13,,,,,,297.0,,,,
269,110,13,,,,,,297.0,,,,
270,111,11,,,,,,301.0,,,,
271,111,11,,,,,,301.0,,,,
272,112,11,,,,,,303.0,,,,
273,113,11,,,,,,303.0,,,,
274,114,13,,,,,,301.0,,,,
275,114,13,,,,,,300.0,,,,
276,115,13,,,,,,302.0,,,,
277,116,13,,,,,,303.0,,,,
278,118,13,,,,,,303.0,,,,
279,118,13,,,,,,306.0,,,,
280,120,15,,,,,,304.0,,,,
281,120,15,,,,,,305.0,,,,
282,122,15,,,,,,305.0,,,,
283,122,15,,,,,,305.0,,,,
284,124,15,,,,,,307.0,,,,
285,120,10,,,,,,317.0,,,,
286,121,10,,,,,,317.0,,,,
287,121,10,,,,,,318.0,,,,
288,122,10,,,,,,321.0,,,,
289,122,10,,,,,,321.0,,,,
290,125,10,,,,,,318.0,,,,
291,125,10,,,,,,318.0,,,,
292,127,10,,,,,,318.0,,,,
293,128,10,,,,,,318.0,,,,
294,129,15,,,,,,313.0,,,,
295,129,15,,,,,,313.0,,,,
296,129,15,,,,,,312.0,,,,
297,128,15,,,,,,315.0,,,,
298,129,15,,,,,,315.0,,,,
299,130,15,,,,,,316.0,,,,
300,133,15,,,,,,315.0,,,,
301,134,15,,,,,,315.0,,,,
302,135,12,,,,,,,319.0,,,
303,136,12,,,,,,,319.0,,,
304,133,10,,,,,,,326.0,,,
305,136,10,,,,,,,325.0,,,
306,140,10,,,,,,,326.0,,,
307,143,10,,,,,,,326.0,,,
308,146,10,,,,,,,326.0,,,
309,147,10,,,,,,,326.0,,,
310,146,12,,,,,,,328.0,,,
311,146,12,,,,,,,328.0,,,
312,148,14,,,,,,,323.0,,,
313,148,14,,,,,,,323.0,,,
314,151,14,,,,,,,322.0,,,
315,152,14,,,,,,,323.0,,,
316,153,14,,,,,,,323.0,,,
317,153,14,,,,,,,323.0,,,
318,153,14,,,,,,,323.0,,,
319,154,14,,,,,,,323.0,,,
320,155,14,,,,,,,330.0,,,
321,156,14,,,,,,,330.0,,,
322,156,14,,,,,,,331.0,,,
323,156,14,,,,,,,331.0,,,
324,153,14,,,,,,,337.0,,,
325,153,14,,,,,,,337.0,,,
326,153,14,,,,,,,338.0,,,
327,153,14,,,,,,,339.0,,,
328,154,14,,,,,,,339.0,,,
329,155,14,,,,,,,339.0,,,
330,152,14,,,,,,,343.0,,,
331,152,14,,,,,,,343.0,,,
332,153,14,,,,,,,344.0,,,
333,153,14,,,,,,,344.0,,,
334,156,14,,,,,,,345.0,,,
335,156,14,,,,,,,346.0,,,
336,159,14,,,,,,,344.0,,,
337,159,14,,,,,,,344.0,,,
338,158,14,,,,,,,346.0,,,
339,156,14,,,,,,,350.0,,,
340,156,14,,,,,,,349.0,,,
341,157,14,,,,,,,349.0,,,
342,159,14,,,,,,,349.0,,,
343,159,14,,,,,,,349.0,,,
344,160,16,,,,,,,349.0,,,
345,160,16,,,,,,,350.0,,,
346,160,16,,,,,,,352.0,,,
347,160,16,,,,,,,353.0,,,
348,160,19,,,,,,,351.0,,,
349,161,19,,,,,,,351.0,,,
350,161,19,,,,,,,351.0,,,
351,161,19,,,,,,,352.0,,,
352,159,17,,,,,,,359.0,,,
353,159,17,,,,,,,359.0,,,
354,162,17,,,,,,,359.0,,,
355,162,17,,,,,,,359.0,,,
356,162,17,,,,,,,359.0,,,
357,162,17,,,,,,,360.0,,,
358,164,17,,,,,,,361.0,,,
359,164,17,,,,,,,362.0,,,
360,165,17,,,,,,,366.0,,,
361,165,17,,,,,,,367.0,,,
362,166,17,,,,,,,368.0,,,
363,166,17,,,,,,,368.0,,,
364,167,17,,,,,,,366.0,,,
365,167,17,,,,,,,366.0,,,
366,168,17,,,,,,,367.0,,,
367,168,17,,,,,,,367.0,,,
368,170,17,,,,,,,367.0,,,
369,170,17,,,,,,,367.0,,,
370,170,17,,,,,,,367.0,,,
371,170,17,,,,,,,367.0,,,
372,170,17,,,,,,,367.0,,,
373,170,17,,,,,,,367.0,,,
374,170,17,,,,,,,367.0,,,
375,169,17,,,,,,,370.0,,,
376,169,17,,,,,,,371.0,,,
377,169,17,,,,,,,371.0,,,
378,169,15,,,,,,,374.0,,,
379,169,15,,,,,,,373.0,,,
380,169,15,,,,,,,375.0,,,
381,169,15,,,,,,,375.0,,,
382,169,15,,,,,,,375.0,,,
383,169,15,,,,,,,374.0,,,
384,166,15,,,,,,,378.0,,,
385,167,15,,,,,,,378.0,,,
386,167,15,,,,,,,378.0,,,
387,167,15,,,,,,,379.0,,,
388,168,15,,,,,,,380.0,,,
389,168,15,,,,,,,380.0,,,
390,168,15,,,,,,,380.0,,,
391,168,15,,,,,,,379.0,,,
392,167,15,,,,,,,383.0,,,
393,167,15,,,,,,,383.0,,,
394,169,15,,,,,,,383.0,,,
395,169,15,,,,,,,384.0,,,
396,170,15,,,,,,,384.0,,,
397,170,15,,,,,,,384.0,,,
398,171,15,,,,,,,384.0,,,
399,171,15,,,,,,,384.0,,,
400,172,13,3,,,,,,384.0,,,
401,172,13,3,,,,,,384.0,,,
402,172,13,3,,,,,,384.0,,,
403,172,13,3,,,,,,384.0,,,
404,172,13,3,,,,,,387.0,,,
405,172,13,3,,,,,,387.0,,,
406,172,13,3,,,,,,387.0,,,
407,174,15,3,,,,,,382.0,,,
408,174,15,3,,,,,,386.0,,,
409,174,15,3,,,,,,386.0,,,
410,175,15,3,,,,,,387.0,,,
411,175,15,3,,,,,,387.0,,,
412,176,15,3,,,,,,388.0,,,
413,176,15,3,,,,,,388.0,,,
414,175,20,3,,,,,384.0,,,,
415,177,20,3,,,,,381.0,,,,
416,177,20,,,,,,388.0,,,,
417,177,20,,,,,,388.0,,,,
418,177,20,,,,,,388.0,,,,
419,177,20,,,,,,388.0,,,,
420,173,17,,,,,,401.0,,,,
421,173,17,,,,,,401.0,,,,
422,173,17,,,,,,400.0,,,,
423,174,17,,,,,,401.0,,,,
424,174,17,,,,,,403.0,,,,
425,174,17,,,,,,403.0,,,,
426,174,17,,,,,,404.0,,,,
427,174,17,,,,,,404.0,,,,
428,174,17,,,,,,404.0,,,,
429,174,17,,,,,,404.0,,,,
430,175,17,,,,,,405.0,,,,
431,175,17,,,,,,405.0,,,,
432,178,17,,,,,,405.0,,,,
433,179,17,,,,,,403.0,,,,
434,179,17,,,,,,403.0,,,,
435,179,17,,,,,,403.0,,,,
436,179,17,,,,,,403.0,,,,
437,179,17,,,,,,403.0,,,,
438,180,17,,,,,,403.0,,,,
439,180,19,,,,,,400.0,,,,
440,180,19,,,,,,405.0,,,,
441,182,19,,,,,,405.0,,,,
442,182,19,,,,,,405.0,,,,
443,182,19,,,,,,405.0,,,,
444,183,19,,,,,,405.0,,,,
445,183,19,,,,,,405.0,,,,
446,183,19,,,,,,405.0,,,,
447,183,19,,,,,,405.0,,,,
448,183,19,,,,,,405.0,,,,
449,183,19,,,,,,405.0,,,,
450,184,19,,,,,,407.0,,,,
451,184,19,,,,,,407.0,,,,
452,183,19,,,,,,410.0,,,,
453,184,19,,,,,,408.0,,,,
454,184,19,,,,,,408.0,,,,
455,184,19,,,,,,408.0,,,,
456,185,19,,,,,,411.0,,,,
457,185,19,,,,,,411.0,,,,
458,185,19,,,,,,412.0,,,,
459,185,19,,,,,,412.0,,,,
460,186,21,,,,,,411.0,,,,
461,186,21,,,,,,411.0,,,,
462,186,21,,,,,,413.0,,,,
463,186,21,,,,,,413.0,,,,
464,185,21,,,,,,416.0,,,,
465,185,21,,,,,,417.0,,,,
466,186,21,,,,,,419.0,,,,
467,186,21,,,,,,419.0,,,,
468,185,23,,,,,,418.0,,,,
469,185,23,,,,,,419.0,,,,
470,185,23,,,,,,419.0,,,,
471,185,23,,,,,,419.0,,,,
472,187,23,,,,,,421.0,,,,
473,187,23,,,,,,421.0,,,,
474,188,23,,,,,,422.0,,,,
475,188,23,,,,,,422.0,,,,
476,180,21,,,,,,434.0,,,,
477,180,21,,,,,,435.0,,,,
478,181,21,,,,,,436.0,,,,
479,181,21,,,,,,436.0,,,,
480,181,21,,,,,,436.0,,,,
481,181,21,,,,,,436.0,,,,
482,182,21,,,,,,436.0,,,,
483,183,21,,,,,,436.0,,,,
484,184,21,,,,,,436.0,,,,
485,184,21,,,,,,436.0,,,,
486,185,21,,,,,,436.0,,,,
487,185,21,,,,,,436.0,,,,
488,188,23,,,,,,434.0,,,,
489,188,23,,,,,,434.0,,,,
490,191,23,,,,,,435.0,,,,
491,191,23,,,,,,435.0,,,,
492,192,23,,,,,,435.0,,,,
493,192,23,,,,,,435.0,,,,
494,193,23,,,,,,435.0,,,,
495,193,23,,,,,,435.0,,,,
496,195,23,,,,,,436.0,,,,
497,195,23,,,,,,436.0,,,,
498,195,23,,,,,,439.0,,,,
499,196,23,,,,,,437.0,,,,
500,198,23,,,,,,435.0,,,,
501,198,23,,,,,,435.0,,,,
502,196,23,,,,,,439.0,,,,
503,196,23,,,,,,439.0,,,,
504,197,23,,,,,,440.0,,,,
505,199,25,,,,,,437.0,,,,
506,200,25,,,,,,437.0,,,,
507,200,25,,,,,,437.0,,,,
508,199,27,,,,,,437.0,,,,
509,199,27,,,,,,437.0,,,,
510,201,27,,,,,,437.0,,,,
511,200,27,,,,,,439.0,,,,
512,201,27,,,,,,439.0,,,,
513,203,27,,,,,,439.0,,,,
514,203,27,,,,,,439.0,,,,
515,204,27,,,,,,439.0,,,,
516,204,27,,,,,,439.0,,,,
517,204,27,,,,,,439.0,,,,
518,205,27,,,,,,439.0,,,,
519,207,27,,,,,,436.0,,,,
520,205,23,,,,,,445.0,,,,
521,205,23,,,,,,445.0,,,,
522,207,23,,,,,,447.0,,,,
523,207,23,,,,,,447.0,,,,
524,207,23,,,,,,447.0,,,,
525,209,23,,,,,,446.0,,,,
526,210,23,,,,,,447.0,,,,
527,210,23,,,,,,447.0,,,,
528,211,23,,,,,,448.0,,,,
529,211,23,,,,,,448.0,,,,
530,211,23,,,,,,449.0,,,,
531,208,25,,,,,,451.0,,,,
532,209,25,,,,,,450.0,,,,
533,209,25,,,,,,450.0,,,,
534,209,25,,,,,,452.0,,,,
535,209,25,,,,,,452.0,,,,
536,209,25,,,,,,455.0,,,,
537,209,25,,,,,,456.0,,,,
538,210,25,,,,,,454.0,,,,
539,210,25,,,,,,454.0,,,,
540,211,20,,,,,,471.0,,,,
541,211,20,,,,,,471.0,,,,
542,211,20,,,,,,472.0,,,,
543,212,20,,,,,,472.0,,,,
544,210,20,,,,,,478.0,,,,
545,210,20,,,,,,477.0,,,,
546,209,18,,,,,,483.0,,,,
547,209,18,,,,,,483.0,,,,
548,209,18,,,,,,484.0,,,,
549,209,18,,,,,,483.0,,,,
550,209,18,,,,,,484.0,,,,
551,209,18,,,,,,484.0,,,,
552,208,18,,,,,,493.0,,,,
553,208,18,,,,,,493.0,,,,
554,208,18,,,,,,493.0,,,,
555,208,18,,,,,,493.0,,,,
556,209,18,,,,,,493.0,,,,
557,209,18,,,,,,493.0,,,,
558,210,18,,,,,,493.0,,,,
559,210,18,,,,,,493.0,,,,
560,207,18,,,,,,507.0,,,,
561,207,18,,,,,,507.0,,,,
562,207,18,,,,,,507.0,,,,
563,207,18,,,,,,507.0,,,,
564,208,18,,,,,,507.0,,,,
565,208,18,,,,,,508.0,,,,
566,208,18,,,,,,508.0,,,,
567,209,18,,,,,,508.0,,,,
568,210,18,,,,,,508.0,,,,
569,211,18,,,,,,506.0,,,,
570,207,18,,,,,,,520.0,,,
571,207,18,,,,,,,520.0,,,
572,207,18,,,,,,,520.0,,,
573,207,18,,,,,,,519.0,,,
574,207,18,,,,,,,519.0,,,
575,207,18,,,,,,,518.0,,,
576,206,22,,,,,,,521.0,,,
577,206,22,,,,,,,520.0,,,
578,206,22,,,,,,,520.0,,,
579,206,22,,,,,,,520.0,,,
580,205,22,,,,,,,525.0,,,
581,205,22,,,,,,,525.0,,,
582,207,22,,,,,,,525.0,,,
583,207,22,,,,,,,525.0,,,
584,207,22,,,,,,,525.0,,,
585,207,22,,,,,,,525.0,,,
586,207,22,,,,,,,525.0,,,
587,207,22,,,,,,,525.0,,,
588,207,20,,,,,,,530.0,,,
589,207,20,,,,,,,530.0,,,
590,208,20,,,,,,,529.0,,,
591,208,20,,,,,,,529.0,,,
592,207,20,,,,,,,534.0,,,
593,207,20,,,,,,,533.0,,,
594,206,20,,,,,,,540.0,,,
595,206,20,,,,,,,540.0,,,
596,206,20,,,,,,,540.0,,,
597,206,20,,,,,,,539.0,,,
598,206,20,,,,,,,538.0,,,
599,206,20,,,,,,,538.0,,,
600,208,20,,,,,,,539.0,,,
601,208,20,,,,,,,539.0,,,
602,209,20,,,,,,,539.0,,,
603,209,20,,,,,,,539.0,,,
604,209,20,,,,,,,539.0,,,
605,209,20,,,,,,,539.0,,,
606,209,20,,,,,,,539.0,,,
607,209,20,,,,,,,539.0,,,
608,209,20,,,,,,,538.0,,,
609,209,20,,,,,,,538.0,,,
610,210,20,,,,,,,539.0,,,
611,210,20,,,,,,,539.0,,,
612,211,20,,,,,,,539.0,,,
613,211,20,,,,,,,539.0,,,
614,212,20,,,,,,,540.0,,,
615,212,20,,,,,,,540.0,,,
616,208,20,,,,,,,546.0,,,
617,208,20,,,,,,,546.0,,,
618,208,20,,,,,,,546.0,,,
619,208,20,,,,,,,546.0,,,
620,208,20,,,,,,,546.0,,,
621,208,20,,,,,,,546.0,,,
622,209,20,,,,,,,546.0,,,
623,209,20,,,,,,,546.0,,,
624,209,20,,,,,,,547.0,,,
625,209,20,,,,,,,546.0,,,
626,209,20,,,,,,,547.0,,,
627,209,20,,,,,,,547.0,,,
628,210,20,,,,,,,547.0,,,
629,210,20,,,,,,,547.0,,,
630,209,20,,,,,,,552.0,,,
631,209,20,,,,,,,552.0,,,
632,210,20,,,,,,,552.0,,,
633,210,20,,,,,,,552.0,,,
634,210,20,,,,,,,552.0,,,
635,210,20,,,,,,,551.0,,,
636,211,22,,,,,,,552.0,,,
637,206,22,,,,,,,558.0,,,
638,206,22,,,,,,,558.0,,,
639,206,22,,,,,,,559.0,,,
640,208,22,,,,,,,561.0,,,
641,208,22,,,,,,,561.0,,,
642,210,24,,,,,,,557.0,,,
643,210,24,,,,,,,557.0,,,
644,210,24,,,,,,,557.0,,,
645,210,24,,,,,,,557.0,,,
646,210,24,,,,,,,557.0,,,
647,210,24,,,,,,,557.0,,,
648,210,24,,,,,,,563.0,,,
649,210,24,,,,,,,563.0,,,
650,210,24,,,,,,,563.0,,,
651,210,24,,,,,,,563.0,,,
652,209,24,,,,,,,567.0,,,
653,211,24,,,,,,,564.0,,,
654,211,24,,,,,,,563.0,,,
655,211,24,,,,,,,563.0,,,
656,211,26,,,,,,,563.0,,,
657,211,26,,,,,,,563.0,,,
658,212,28,,,,,,,559.0,,,
659,212,28,,,,,,,559.0,,,
660,212,28,,,,,,,565.0,,,
661,212,28,,,,,,,565.0,,,
662,213,28,,,,,,,565.0,,,
663,214,33,,,,,,,558.0,,,
664,213,35,,,,,,,558.0,,,
665,210,35,,,,,,,562.0,,,
666,210,35,,,,,,,562.0,,,
667,210,35,,,,,,,562.0,,,
668,211,35,,,,,,,562.0,,,
669,211,35,,,,,,,562.0,,,
670,211,37,,,,,,,559.0,,,
671,211,37,,,,,,,559.0,,,
672,210,39,,,,,,,560.0,,,
673,210,39,,,,,,,560.0,,,
674,210,39,,,,,,,560.0,,,
675,212,39,,,,,,,561.0,,,
676,215,39,,,,,,,558.0,,,
677,215,39,,,,,,,557.0,,,
678,215,39,,,,,,,559.0,,,
679,215,39,,,,,,,559.0,,,
680,216,39,,,,,,,560.0,,,
681,215,34,,,,,,,567.0,,,
682,217,34,,,,,,,567.0,,,
683,217,34,,,,,,,567.0,,,
684,218,34,,,,,,,569.0,,,
685,219,34,,,,,,,569.0,,,
686,222,34,,,,,,,569.0,,,
687,222,34,,,,,,,569.0,,,
688,222,34,,,,,,,571.0,,,
689,222,34,,,,,,,571.0,,,
690,223,34,,,,,,,570.0,,,
691,223,34,,,,,,,569.0,,,
692,223,34,,,,,,,572.0,,,
693,223,34,,,,,,,572.0,,,
694,224,34,,,,,,,570.0,,,
695,224,34,,,,,,,570.0,,,
696,223,34,,,,,,,,573.0,,
697,223,34,,,,,,,,573.0,,
698,223,34,,,,,,,,573.0,,
699,223,34,,,,,,,,573.0,,
700,223,34,,,,,,,,575.0,,
701,223,34,,,,,,,,575.0,,
702,225,34,,,,,,,,573.0,,
703,225,34,,,,,,,,573.0,,
704,224,32,,,,,,,,579.0,,
705,225,32,,,,,,,,577.0,,
706,225,32,,,,,,,,577.0,,
707,225,32,,,,,,,,577.0,,
708,228,32,,,,,,,,577.0,,
709,228,32,,,,,,,,577.0,,
710,224,32,,,,,,,,586.0,,
711,223,32,,,,,,,,588.0,,
712,225,32,,,,,,,,587.0,,
713,225,32,,,,,,,,587.0,,
714,225,32,,,,,,,,589.0,,
715,226,32,,,,,,,,589.0,,
716,227,32,,,,,,,,590.0,,
717,227,32,,,,,,,,590.0,,
718,228,32,,,,,,,,590.0,,
719,228,32,,,,,,,,590.0,,
720,228,32,,,,,,,,595.0,,
721,228,32,,,,,,,,595.0,,
722,228,32,,,,,,,,595.0,,
723,229,32,,,,,,,593.0,,,
724,229,32,,,,,,,593.0,,,
725,229,32,,,,,,,593.0,,,
726,229,32,,,,,,,594.0,,,
727,229,32,,,,,,,593.0,,,
728,229,32,,,,,,,593.0,,,
729,229,32,,,,,,,593.0,,,
730,229,32,,,,,,,596.0,,,
731,229,32,,,,,,,596.0,,,
732,233,32,,,,,,,593.0,,,
733,234,32,,,,,,,591.0,,,
734,234,32,,,,,,,591.0,,,
735,237,32,,,,,,,591.0,,,
736,237,32,,,,,,,591.0,,,
737,237,32,,,,,,,591.0,,,
738,237,32,,,,,,,592.0,,,
739,237,32,,,,,,,592.0,,,
740,237,32,,,,,,,592.0,,,
741,237,32,,,,,,,592.0,,,
