day_counter,0,1,2,3,4,5
304,149,52,8,14,156,
305,151,60,11,14,145,
306,154,60,19,14,138,
307,157,60,19,14,138,
308,160,60,19,14,138,
309,162,60,19,12,138,
310,160,60,19,13,142,
311,160,60,19,13,141,
312,162,60,19,40,110,
313,162,60,19,40,110,
314,165,64,19,40,105,
315,168,64,19,40,103,
316,169,64,19,40,103,
317,169,64,19,40,103,
318,171,64,19,40,100,
319,172,64,19,40,100,
320,174,58,14,40,117,
321,175,61,14,40,113,
322,173,59,14,40,117,
323,173,59,14,40,117,
324,170,54,14,27,141,
325,171,54,14,27,138,
326,171,54,14,27,139,
327,172,56,14,27,135,
328,173,56,14,27,136,
329,174,56,14,27,136,
330,167,54,6,27,153,
331,167,54,17,15,153,
332,168,54,17,15,154,
333,168,52,17,15,157,
334,172,50,17,15,158,
335,171,52,17,15,158,
336,175,52,17,15,155,
337,175,52,17,15,155,
338,175,52,14,15,159,
339,172,50,14,15,166,
340,173,50,14,15,164,
341,174,50,14,15,164,
342,176,50,14,15,164,
343,176,53,10,15,164,
344,176,55,7,15,168,
345,182,68,7,15,148,
346,182,68,7,15,150,
347,183,67,7,15,150,
348,182,63,7,,172,
349,183,63,7,,172,
350,183,63,7,,172,
351,183,63,15,,164,
352,182,56,8,,182,
353,182,56,8,,182,
354,185,56,8,,181,
355,185,56,8,,181,
356,185,56,8,,181,
357,185,56,8,,182,
358,187,56,8,,183,
359,188,63,,,183,
360,189,63,,,187,
361,188,65,,,186,
362,188,67,,,186,
363,191,67,6,,176,
364,191,67,6,,177,
365,192,73,9,,165,
366,192,75,9,,165,
367,192,75,9,,165,
368,195,83,9,,155,
369,195,83,9,,155,
370,195,83,9,,155,
371,195,83,9,,155,
372,195,83,9,,155,
373,195,83,9,,155,
374,195,83,9,,155,
375,189,77,9,,168,
376,189,77,9,,169,
377,189,77,9,,168,
378,185,74,9,,176,
379,185,78,21,,159,
380,186,74,25,,159,
381,186,74,25,,159,
382,186,74,25,,158,
383,186,78,29,,149,
384,182,83,22,,155,
385,183,83,22,,155,
386,183,83,22,,155,
387,183,81,30,,149,
388,181,79,30,,155,
389,181,79,30,,155,
390,181,79,30,,155,
391,181,79,30,,155,
392,184,82,30,,151,
393,184,82,30,,151,
394,192,90,30,,136,
395,199,88,45,,115,
396,200,88,45,,115,
397,201,88,45,,113,
398,202,88,45,,113,
399,202,88,45,,113,
400,203,89,45,,113,
401,203,89,45,,113,
402,203,89,45,,113,
403,205,89,45,,110,
404,205,84,41,,122,
405,205,84,41,,122,
406,209,84,37,,119,
407,210,94,37,,106,
408,211,86,37,,6,110.0
409,215,84,37,,6,105.0
410,215,86,37,,6,105.0
411,215,89,37,,6,101.0
412,216,89,29,9,6,101.0
413,216,89,29,9,6,101.0
414,216,89,29,9,7,101.0
415,216,89,29,9,7,101.0
416,214,85,29,9,7,111.0
417,214,85,29,9,7,111.0
418,214,85,29,9,7,111.0
419,214,85,29,9,7,109.0
420,206,81,24,9,7,131.0
421,206,81,24,9,7,130.0
422,206,81,24,9,7,129.0
423,206,81,24,9,7,131.0
424,207,81,24,,7,141.0
425,207,85,24,,143,
426,207,85,24,,144,
427,207,85,24,,144,
428,207,85,24,,144,
429,207,85,24,,144,
430,208,85,24,,145,
431,209,85,24,,143,
432,217,87,24,9,125,
433,217,87,24,9,125,
434,217,87,24,9,125,
435,218,87,28,9,119,
436,218,87,28,28,99,
437,219,89,36,19,95,
438,220,89,36,19,95,
439,220,89,36,19,95,
440,219,86,21,43,95,
441,221,86,21,43,95,
442,221,86,21,43,94,
443,221,89,21,39,94,
444,223,100,21,48,72,
445,223,100,21,47,72,
446,223,100,21,47,72,
447,225,100,21,47,69,
448,225,100,21,47,69,
449,225,104,21,58,53,
450,223,100,21,58,63,
451,223,100,21,58,63,
452,220,100,21,58,68,
453,220,100,21,58,68,
454,221,100,28,48,68,
455,221,100,28,48,68,
456,221,100,28,48,72,
457,222,102,28,48,68,
458,222,102,28,48,69,
459,222,102,28,48,69,
460,220,100,28,34,90,
461,221,100,28,34,87,
462,223,98,33,30,87,
463,223,98,33,30,87,
464,221,102,33,88,28,
465,221,102,36,85,28,
466,222,102,36,87,28,
467,222,102,36,86,28,
468,219,100,36,30,89,
469,219,100,36,30,90,
470,219,100,36,30,90,
471,219,100,36,30,90,
472,219,100,36,30,94,
473,220,100,36,98,24,
474,221,100,36,99,24,
475,224,107,36,88,24,
476,210,96,36,,138,
477,208,96,36,,141,
478,212,96,39,,136,
479,212,96,39,,136,
480,212,96,39,,136,
481,212,96,39,,136,
482,213,96,39,,136,
483,215,102,39,,128,
484,216,102,39,,128,
485,216,102,39,,128,
486,217,102,39,,128,
487,226,111,39,21,87,
488,225,105,39,21,97,
489,225,105,39,21,97,
490,234,103,67,27,59,
491,234,103,67,27,59,
492,235,109,67,20,59,
493,235,109,67,20,59,
494,238,109,67,20,56,
495,238,109,67,20,56,
496,240,111,67,23,51,
497,240,111,67,23,51,
498,241,108,67,28,51,
499,241,108,67,28,51,
500,243,106,67,28,51,
501,243,106,67,28,51,
502,242,102,67,28,58,
503,242,102,67,28,58,
504,243,106,62,28,59,
505,247,108,59,28,56,
506,248,108,59,28,56,
507,248,110,59,57,24,
508,248,110,59,58,24,
509,248,110,59,58,24,
510,249,108,59,62,24,
511,250,106,54,37,55,
512,251,106,54,37,55,
513,253,106,54,37,55,
514,253,106,54,37,56,
515,255,106,54,37,54,
516,255,106,54,37,54,
517,258,112,45,54,35,
518,259,112,45,54,35,
519,259,112,45,54,35,
520,252,97,45,36,77,
521,252,103,45,81,25,
522,255,108,45,76,25,
523,255,108,45,75,25,
524,255,115,40,71,25,
525,255,115,39,73,25,
526,256,115,39,74,25,
527,256,115,39,74,25,
528,257,113,39,77,25,
529,260,117,59,49,25,
530,260,115,61,49,25,
531,255,111,71,49,25,
532,256,111,71,49,25,
533,256,111,71,49,25,
534,256,111,49,49,48,
535,256,117,42,49,48,
536,256,117,42,49,51,
537,256,117,42,49,52,
538,256,117,42,49,52,
539,256,117,45,45,52,
540,256,113,36,84,38,
541,256,113,36,114,7,
542,256,111,39,113,7,
543,257,111,39,113,7,
544,255,111,39,119,7,
545,255,113,39,116,7,
546,251,113,39,123,7,
547,251,120,31,123,7,
548,253,117,31,124,7,
549,253,117,31,124,7,
550,253,117,31,125,7,
551,253,117,31,125,7,
552,250,117,31,28,113,
553,252,117,31,28,110,
554,253,117,31,28,108,
555,253,117,31,28,108,
556,255,117,28,28,111,
557,255,117,28,28,109,
558,256,117,28,28,109,
559,256,117,28,28,109,
560,252,108,28,28,132,
561,252,108,28,28,132,
562,252,108,28,28,132,
563,252,108,28,28,132,
564,253,111,28,28,128,
565,255,111,28,28,126,
566,256,119,31,28,111,
567,257,119,31,28,111,
568,258,119,31,28,111,
569,258,119,31,28,109,
570,252,117,28,49,109,
571,252,117,28,49,109,
572,252,117,28,49,109,
573,252,117,28,131,26,
574,252,117,28,131,26,
575,252,117,28,131,26,
576,251,118,34,129,26,
577,254,123,28,124,26,
578,254,123,28,124,26,
579,254,123,28,124,26,
580,252,123,28,127,26,
581,252,123,28,127,26,
582,254,123,28,126,26,
583,254,123,28,126,26,
584,254,123,28,125,26,
585,256,123,31,137,7,
586,256,123,31,137,7,
587,257,123,31,134,7,
588,256,121,31,141,7,
589,256,121,31,147,,
590,257,121,31,147,,
591,257,121,30,147,,
592,255,111,45,147,,
593,255,111,45,147,,
594,255,109,30,169,,
595,255,109,30,169,,
596,255,109,30,169,,
597,257,106,30,169,,
598,259,110,30,161,,
599,259,110,30,161,,
600,263,112,30,157,,
601,265,114,30,152,,
602,268,114,49,129,,
603,268,114,49,130,,
604,270,116,65,107,,
605,270,116,65,107,,
606,271,116,62,107,,
607,271,116,62,107,,
608,272,122,54,107,,
609,273,122,54,105,,
610,275,122,54,103,,
611,275,122,54,103,,
612,277,125,49,103,,
613,277,125,49,103,,
614,277,125,46,108,,
615,277,125,46,108,,
616,274,122,59,102,,
617,274,122,59,102,,
618,274,122,64,96,,
619,274,122,64,96,,
620,275,125,59,95,,
621,275,125,59,95,,
622,276,129,54,95,,
623,277,129,52,95,,
624,275,129,38,112,,
625,275,131,38,108,,
626,274,133,38,108,,
627,274,135,35,108,,
628,275,135,35,108,,
629,275,135,35,108,,
630,272,131,35,119,,
631,272,131,35,119,,
632,273,138,26,119,,
633,273,138,26,119,,
634,273,138,26,119,,
635,273,138,26,119,,
636,273,142,26,118,,
637,267,144,18,35,94,
638,267,144,18,35,94,
639,267,144,18,35,95,
640,272,155,26,49,60,
641,274,155,26,49,57,
642,275,155,26,49,57,
643,277,155,26,46,57,
644,278,157,29,39,57,
645,278,157,29,39,57,
646,280,161,29,39,50,
647,285,161,41,71,,
648,284,164,38,77,,
649,284,164,38,76,,
650,284,164,38,76,,
651,284,171,30,75,,
652,283,170,30,80,,
653,283,169,30,80,,
654,285,166,30,80,,
655,285,166,36,73,,
656,287,169,31,74,,
657,289,171,31,68,,
658,289,171,31,68,,
659,289,170,31,67,,
660,286,164,46,66,,
661,286,164,46,66,,
662,287,164,46,66,,
663,289,181,46,45,,
664,289,178,50,45,,
665,286,170,47,60,,
666,286,170,47,60,,
667,288,170,43,60,,
668,289,170,43,60,,
669,290,171,39,60,,
670,290,171,39,60,,
671,291,169,39,60,,
672,291,169,39,63,,
673,292,167,39,63,,
674,293,167,37,63,,
675,296,173,43,50,,
676,295,180,37,50,,
677,295,180,37,50,,
678,299,175,37,39,11,
679,299,175,37,39,11,
680,301,173,37,39,11,
681,297,169,22,62,11,
682,299,169,22,62,11,
683,299,171,19,62,11,
684,300,171,19,64,11,
685,302,169,19,64,11,
686,305,169,19,64,11,
687,306,166,19,64,11,
688,303,171,19,64,11,
689,303,171,19,64,11,
690,304,171,19,64,11,
691,304,171,19,64,11,
692,303,161,33,64,11,
693,303,161,33,64,11,
694,303,161,33,64,11,
695,303,160,33,63,11,
696,303,160,35,62,11,
697,303,160,35,61,11,
698,308,164,47,39,11,
699,308,164,47,39,11,
700,308,162,47,35,19,
701,308,167,41,35,19,
702,309,167,41,35,19,
703,310,165,41,35,19,
704,307,170,41,35,20,
705,307,170,41,35,20,
706,307,174,41,39,11,
707,308,172,41,39,11,
708,311,172,41,39,11,
709,313,173,36,39,11,
710,307,171,32,33,33,
711,301,155,23,33,64,
712,303,155,23,33,64,
713,303,155,23,33,64,
714,303,155,23,33,66,
715,304,155,23,33,65,
716,305,155,23,33,66,
717,305,155,23,33,66,
718,307,165,23,33,54,
719,307,165,23,33,54,
720,303,155,23,51,54,
721,303,155,23,51,54,
722,303,155,26,51,50,
723,303,155,26,51,50,
724,308,161,35,51,28,
725,313,163,35,51,20,
726,312,165,35,50,20,
727,312,173,26,50,20,
728,314,173,26,56,11,
729,314,173,26,56,11,
730,314,173,26,59,11,
731,319,168,44,39,11,
732,325,178,29,39,11,
733,325,178,29,39,11,
734,325,178,29,39,11,
735,328,178,29,39,11,
736,329,176,29,39,11,
737,329,175,29,39,11,
738,329,176,29,39,11,
739,330,174,29,39,11,
740,329,176,29,39,11,
741,330,179,29,33,11,
742,330,179,29,33,11,
743,330,178,29,33,11,
744,330,178,29,32,11,
745,331,177,29,32,11,
746,331,179,26,32,11,
747,331,179,26,32,11,
748,332,177,36,21,11,
749,332,177,36,21,11,
750,331,181,33,24,11,
751,331,180,33,24,11,
752,331,180,33,24,11,
753,332,177,33,24,11,
754,332,177,33,24,11,
755,332,177,33,24,11,
756,331,179,33,24,11,
757,331,179,33,24,11,
758,334,174,33,24,11,
759,334,174,33,24,11,
760,329,164,14,59,11,
761,329,164,14,59,11,
762,313,152,14,24,,74.0
763,313,152,14,24,,74.0
764,313,152,17,20,,74.0
765,313,152,17,20,,74.0
766,313,151,17,20,,74.0
767,313,151,17,20,,74.0
768,312,146,17,20,,80.0
769,312,146,17,20,,80.0
770,312,146,17,20,,81.0
771,312,148,14,20,,81.0
772,313,148,14,20,,81.0
773,313,148,14,20,,81.0
774,334,169,40,20,11,
775,336,167,40,20,11,
776,333,159,56,20,11,
777,330,157,61,20,11,
778,332,154,61,20,11,
779,332,154,61,20,11,
780,335,154,62,20,11,
781,338,156,56,20,11,
782,338,156,56,20,11,
783,338,156,56,20,11,
784,341,170,39,20,11,
785,341,170,39,20,11,
786,341,169,39,20,11,
787,341,169,39,20,11,
788,339,154,39,37,11,
789,339,154,39,37,11,
790,339,154,39,37,11,
791,339,154,39,37,11,
792,342,158,39,31,11,
793,342,158,39,31,11,
794,342,161,39,38,,
795,341,161,39,40,,
796,341,161,39,40,,
797,344,165,34,36,,
798,347,165,32,36,,
799,347,165,32,36,,
800,347,165,31,36,,
801,348,165,31,36,,
802,348,165,30,36,,
803,348,165,30,36,,
804,344,158,42,36,,
805,345,158,42,34,,
806,345,158,42,34,,
807,348,162,42,26,,
808,348,161,42,26,,
809,349,159,42,26,,
810,337,136,24,8,74,
811,337,136,24,8,73,
812,335,127,24,8,87,
813,336,127,24,8,88,
814,338,132,24,8,79,
815,337,134,24,8,79,
816,333,132,21,8,90,
817,333,132,21,8,90,
818,333,132,21,8,90,
819,333,132,21,8,90,
820,336,132,21,8,90,
821,352,151,24,58,,
822,352,151,24,58,,
823,356,153,49,25,,
824,354,149,43,39,,
825,354,149,43,39,,
826,354,147,42,42,,
827,354,147,42,42,,
828,352,147,42,49,,
829,352,147,42,49,,
830,352,147,42,49,,
831,352,153,34,49,,
832,352,153,33,49,,
833,352,153,33,49,,
834,352,153,33,49,,
835,352,156,33,45,,
836,352,156,33,45,,
837,355,152,38,45,,
838,358,161,25,45,,
839,358,165,25,40,,
840,353,156,20,62,,
841,353,156,20,62,,
842,353,156,20,62,,
843,354,160,27,48,,
844,354,160,27,48,,
845,354,159,27,48,,
846,355,157,27,50,,
847,355,157,27,50,,
848,357,159,23,50,,
849,357,159,23,50,,
850,358,156,23,52,,
851,359,156,21,52,,
852,356,154,21,62,,
853,356,154,21,62,,
854,357,154,21,62,,
855,356,152,21,65,,
856,357,150,21,69,,
857,357,150,21,69,,
858,358,148,21,69,,
859,358,148,21,69,,
860,358,148,21,69,,
861,362,155,51,26,,
862,362,155,51,26,,
863,362,155,51,26,,
864,360,155,55,26,,
865,360,155,55,26,,
866,360,155,55,26,,
867,361,155,54,26,,
868,351,150,42,59,,
869,352,152,38,59,,
870,353,152,38,58,,
871,353,152,38,58,,
872,353,152,38,60,,
873,354,152,36,62,,
874,354,152,36,62,,
875,349,145,46,65,,
876,340,133,36,103,,
877,340,133,36,103,,
878,340,133,36,103,,
879,342,135,31,104,,
880,344,135,31,105,,
881,345,135,31,103,,
882,345,135,31,103,,
883,345,135,31,103,,
884,351,139,40,86,,
885,352,139,40,86,,
886,352,139,40,86,,
887,352,139,40,85,,
888,353,139,40,84,,
889,353,139,40,84,,
890,356,149,50,60,,
891,356,149,50,60,,
892,356,149,50,61,,
893,356,149,50,61,,
894,353,137,32,96,,
895,353,137,69,58,,
896,355,137,70,58,,
897,355,137,70,58,,
898,355,137,70,58,,
899,356,144,61,58,,
900,358,144,23,96,,
901,358,144,23,96,,
902,358,144,23,96,,
903,360,141,23,96,,
904,361,141,23,97,,
905,369,176,49,24,,
906,370,176,49,24,,
907,370,176,49,24,,
908,372,176,49,21,,
909,372,176,49,21,,
910,371,176,52,21,,
911,371,176,52,21,,
912,365,164,75,21,,
913,366,162,75,21,,
914,366,162,75,21,,
915,366,164,78,15,,
916,365,165,78,15,,
917,356,159,94,15,,
918,356,159,95,15,,
919,356,159,95,15,,
920,356,159,98,15,,
921,357,159,98,15,,
922,357,159,98,15,,
923,357,159,98,15,,
924,364,178,72,15,,
925,364,178,73,15,,
926,364,178,73,15,,
927,364,178,73,15,,
928,364,178,73,15,,
929,364,185,65,15,,
930,365,185,63,15,,
931,354,169,91,15,,
932,355,169,91,15,,
933,355,169,91,15,,
934,355,169,91,15,,
935,355,169,91,15,,
936,357,169,97,15,,
937,357,168,97,15,,
938,357,168,97,15,,
939,359,182,83,15,,
940,355,181,88,15,,
941,355,181,88,15,,
942,355,181,88,15,,
943,356,188,79,15,,
944,360,184,79,15,,
945,362,184,79,15,,
946,362,184,79,15,,
947,362,186,75,15,,
948,362,186,76,15,,
949,362,186,76,15,,
950,363,191,70,15,,
951,368,197,57,15,,
952,361,206,57,15,,
953,361,206,57,15,,
954,356,214,57,15,,
955,356,215,56,15,,
956,357,215,56,15,,
957,357,217,53,15,,
958,358,217,51,15,,
959,358,217,51,15,,
960,360,193,78,15,,
961,364,200,65,15,,
962,364,200,65,15,,
963,364,200,64,15,,
964,364,200,64,15,,
965,364,200,64,15,,
966,363,192,75,15,,
967,363,192,75,15,,
968,364,192,76,15,,
969,368,187,76,15,,
970,370,197,62,15,,
971,370,197,62,15,,
972,371,196,62,15,,
973,372,202,55,15,,
974,372,202,55,15,,
975,373,200,55,15,,
976,373,196,60,15,,
977,374,198,56,15,,
978,375,190,50,29,,
979,377,187,50,29,,
980,378,190,45,29,,
981,379,188,45,29,,
982,379,188,45,29,,
983,380,190,45,25,,
984,380,186,45,30,,
985,382,198,45,15,,
986,385,194,45,15,,
987,383,180,62,15,,
988,383,180,62,15,,
989,383,186,55,15,,
990,384,186,56,15,,
991,384,186,56,15,,
992,381,182,65,15,,
993,372,179,79,15,,
994,374,176,79,15,,
995,374,176,79,15,,
996,374,180,76,15,,
997,374,180,76,15,,
998,374,180,76,15,,
999,374,180,76,15,,
1000,375,185,72,15,,
1001,375,185,72,15,,
1002,375,185,74,15,,
1003,375,185,74,15,,
1004,375,185,74,15,,
1005,377,185,71,15,,
1006,377,185,71,15,,
1007,382,178,71,15,,
1008,367,168,98,15,,
1009,367,168,98,15,,
1010,367,168,98,15,,
1011,367,168,97,15,,
1012,371,184,76,15,,
1013,373,184,73,15,,
1014,373,184,73,15,,
1015,373,184,73,15,,
1016,375,184,70,15,,
1017,375,184,70,15,,
1018,375,184,70,15,,
1019,375,184,70,15,,
1020,375,184,74,15,,
1021,375,184,74,15,,
1022,375,183,74,15,,
1023,387,202,42,15,,
1024,380,187,65,15,,
1025,381,185,65,15,,
1026,381,185,65,15,,
1027,382,183,65,15,,
1028,382,182,65,15,,
1029,377,171,80,15,,
1030,377,171,81,15,,
1031,377,171,81,15,,
1032,378,170,81,15,,
1033,378,170,81,15,,
1034,378,170,81,15,,
1035,385,184,59,15,,
1036,383,189,55,15,,
1037,383,189,55,15,,
1038,383,180,37,11,31,
1039,383,180,37,11,31,
1040,386,177,37,11,30,
1041,385,177,37,11,32,
1042,391,187,37,11,15,
1043,392,185,37,11,15,
1044,392,185,37,11,15,
1045,392,185,37,11,15,
1046,392,185,37,11,15,
1047,393,187,37,11,11,
1048,391,185,37,11,17,
1049,392,182,36,11,17,
1050,388,179,46,11,17,
1051,388,178,46,11,17,
1052,391,178,46,11,13,
1053,391,178,46,11,13,
1054,391,178,45,11,13,
1055,391,178,45,11,13,
1056,381,176,42,11,33,
1057,382,176,42,11,33,
1058,382,176,42,11,33,
1059,382,176,42,11,32,
1060,386,176,67,15,,
1061,386,176,67,15,,
1062,386,176,69,15,,
1063,386,175,69,15,,
1064,386,175,69,15,,
1065,378,167,91,15,,
1066,378,167,91,15,,
1067,378,167,91,15,,
1068,379,165,91,15,,
1069,381,165,88,15,,
1070,383,172,77,15,,
1071,383,172,77,15,,
1072,384,172,77,15,,
1073,384,172,77,15,,
1074,384,172,77,15,,
1075,384,172,77,15,,
1076,394,167,71,15,,
1077,394,167,69,15,,
1078,394,167,69,15,,
1079,395,165,69,15,,
1080,392,166,74,15,,
1081,392,166,74,15,,
1082,392,165,74,15,,
1083,393,165,71,15,,
1084,395,173,60,15,,
1085,394,175,61,15,,
1086,394,169,68,15,,
1087,394,169,68,15,,
1088,394,169,68,15,,
1089,395,176,59,15,,
1090,396,176,61,15,,
1091,401,178,50,15,,
1092,401,178,50,15,,
1093,401,193,34,14,,
1094,403,190,34,14,,
1095,405,187,34,14,,
1096,405,187,34,14,,
1097,407,183,34,14,,
1098,394,179,54,14,,
1099,395,177,54,14,,
1100,396,177,54,14,,
1101,396,177,54,14,,
1102,396,177,54,14,,
1103,397,175,54,14,,
1104,398,175,54,14,,
1105,399,173,54,14,,
1106,399,173,54,14,,
1107,400,171,53,14,,
1108,400,171,53,14,,
1109,401,171,50,14,,
1110,407,184,30,14,,
1111,408,185,26,14,,
1112,416,176,26,14,,
1113,417,179,22,14,,
1114,417,179,22,14,,
1115,418,177,22,14,,
1116,418,175,26,14,,
1117,419,173,26,14,,
1118,419,173,26,14,,
1119,419,173,26,14,,
1120,418,174,26,14,,
1121,418,174,26,14,,
1122,419,172,26,14,,
1123,419,172,25,14,,
1124,420,174,21,14,,
1125,416,158,41,14,,
1126,416,158,41,14,,
1127,417,158,40,14,,
