id,status,resolution,component,creation_time,votes,comment_count,depends_on,blocks,severity_num,priority_num,time_to_fix,guassian_time_to_fix
541949,UNCONFIRMED,,Security,1/25/2010 13:00,0,2,[],[512788],5,,3626 days 10:59:21,3720 days 23:19:00
542160,NEW,,Security,1/26/2010 5:21,0,4,[],[],5,,3625 days 18:38:06,3847 days 07:27:00
542172,RESOLVED,DUPLICATE,Security,1/26/2010 7:50,0,2,[],[],3,,0 days 12:07:06,0 days 12:38:00
542392,RESOLVED,DUPLICATE,Security,1/27/2010 1:31,0,2,[],[],3,,0 days 00:29:08,0 days 00:28:00
542445,RESOLVED,DUPLICATE,Security,1/27/2010 7:13,0,2,[],[],3,,0 days 00:12:30,0 days 00:12:00
542709,RESOLVED,INVALID,Security,1/28/2010 4:19,0,4,[],[],4,,0 days 14:24:33,0 days 14:28:00
542710,RESOLVED,DUPLICATE,Security,1/28/2010 5:31,0,2,[],[],3,,162 days 15:37:03,159 days 05:05:00
542715,RESOLVED,WORKSFORME,Security,1/28/2010 6:50,0,9,[],[],3,,608 days 16:04:10,591 days 21:51:00
542951,RESOLVED,DUPLICATE,Security,1/29/2010 5:55,5,4,[],[],4,,572 days 10:23:01,574 days 05:03:00
543194,UNCONFIRMED,,Security,1/30/2010 12:01,0,1,[],[],4,,3621 days 11:58:40,3961 days 23:55:00
543279,RESOLVED,DUPLICATE,Security,1/31/2010 2:10,0,14,[],[],5,,11 days 21:14:16,12 days 22:57:00
543411,RESOLVED,INCOMPLETE,Security,2/1/2010 7:51,0,3,[],[],5,,595 days 12:09:58,562 days 12:14:00
543450,RESOLVED,INVALID,Security,2/1/2010 14:38,0,8,[],[],3,,0 days 15:42:09,0 days 16:05:00
544964,RESOLVED,DUPLICATE,Security,2/8/2010 21:35,0,2,[],[],5,,0 days 00:10:04,0 days 00:10:00
545339,RESOLVED,INVALID,Security,2/10/2010 7:01,0,4,[],[535649],3,,0 days 04:54:43,0 days 04:42:00
545595,NEW,,Security,2/11/2010 7:57,2,9,[],[565512],3,,3609 days 16:02:15,3305 days 04:08:00
545599,UNCONFIRMED,,Security,2/11/2010 8:16,0,2,[],[],3,,3609 days 15:43:04,3620 days 23:28:00
546005,NEW,,Security,2/13/2010 14:05,0,2,[],[],5,,3607 days 09:54:55,3625 days 08:16:00
546025,RESOLVED,DUPLICATE,Security,2/13/2010 18:58,0,3,[],[],5,,0 days 05:12:49,0 days 05:06:00
546184,RESOLVED,DUPLICATE,Security,2/15/2010 3:46,0,2,[],[],3,,0 days 05:19:48,0 days 05:22:00
546308,RESOLVED,DUPLICATE,Security,2/15/2010 17:26,0,3,[],[],3,,0 days 01:26:07,0 days 01:23:00
546360,UNCONFIRMED,,Security,2/16/2010 3:04,1,2,[],[],3,,3604 days 20:55:26,3304 days 21:02:00
546401,RESOLVED,WORKSFORME,Security,2/16/2010 14:30,0,10,[],[],3,,929 days 11:03:50,954 days 02:30:00
547002,VERIFIED,DUPLICATE,Security,2/18/2010 17:25,0,3,[],[],4,,0 days 00:17:25,0 days 00:17:00
547166,RESOLVED,DUPLICATE,Security,2/19/2010 7:23,0,3,[],[],3,,0 days 00:09:42,0 days 00:09:00
547544,RESOLVED,INCOMPLETE,Security,2/21/2010 13:11,0,7,[],[],4,,1073 days 07:39:05,1019 days 15:28:00
547624,RESOLVED,INCOMPLETE,Security,2/22/2010 1:20,1,5,[],[],4,,1 days 00:01:24,0 days 23:40:00
547940,VERIFIED,INCOMPLETE,Security,2/23/2010 10:20,0,4,[],[],3,,330 days 18:36:47,342 days 15:25:00
548037,RESOLVED,INCOMPLETE,Security,2/23/2010 19:19,1,4,[],[],3,,0 days 00:44:48,0 days 00:43:00
550070,UNCONFIRMED,,Security,3/4/2010 0:47,0,1,[],[],3,,3588 days 23:12:57,3985 days 03:41:00
550075,RESOLVED,DUPLICATE,Security,3/4/2010 1:00,0,2,[],[],3,,0 days 00:11:57,0 days 00:12:00
550196,NEW,,Security,3/4/2010 16:02,2,12,"[432687, 599667, 599662]",[349392],4,,3588 days 07:57:11,3879 days 02:38:00
550580,RESOLVED,DUPLICATE,Security,3/5/2010 22:06,0,5,[],[],3,,2 days 23:40:10,2 days 23:51:00
550754,RESOLVED,DUPLICATE,Security,3/7/2010 13:28,0,5,[],[],3,,0 days 10:25:06,0 days 10:01:00
550827,RESOLVED,INVALID,Security,3/8/2010 6:48,0,6,[],[],5,,0 days 10:24:46,0 days 10:06:00
550951,RESOLVED,INVALID,Security,3/8/2010 19:13,0,4,[],[512788],3,,0 days 00:32:31,0 days 00:31:00
551090,RESOLVED,DUPLICATE,Security,3/9/2010 2:10,0,2,[],[],3,,0 days 00:49:59,0 days 00:47:00
551191,RESOLVED,DUPLICATE,Security,3/9/2010 17:07,0,10,[],[],5,,0 days 04:59:53,0 days 04:49:00
551388,VERIFIED,INVALID,Security,3/10/2010 5:06,0,3,[],[],4,,0 days 00:23:33,0 days 00:24:00
551424,RESOLVED,WORKSFORME,Security,3/10/2010 11:01,0,5,[],[],4,,0 days 11:57:35,0 days 12:43:00
551459,RESOLVED,WORKSFORME,Security,3/10/2010 15:33,0,5,[],[],4,,0 days 09:19:28,0 days 08:20:00
551544,UNCONFIRMED,,Security,3/10/2010 20:38,0,3,[],[],3,,3582 days 03:21:25,3831 days 02:45:00
551629,RESOLVED,INVALID,Security,3/11/2010 4:24,0,10,[],[],5,,2 days 02:39:11,2 days 06:12:00
551962,RESOLVED,INVALID,Security,3/12/2010 15:30,0,9,[],[],3,,0 days 07:31:07,0 days 07:46:00
552425,RESOLVED,INVALID,Security,3/15/2010 15:28,0,3,[],[],5,,0 days 02:06:56,0 days 02:02:00
552583,NEW,,Security,3/16/2010 1:27,0,9,[],[],3,3,3576 days 22:32:19,3861 days 21:40:00
552789,RESOLVED,DUPLICATE,Security,3/16/2010 21:38,0,11,[],[130949],3,,1840 days 21:47:33,1874 days 18:29:00
552976,RESOLVED,INCOMPLETE,Security,3/17/2010 16:56,1,10,[],[],3,,558 days 06:28:52,485 days 22:43:00
553101,UNCONFIRMED,,Security,3/17/2010 23:30,1,6,[],[],3,,3575 days 00:29:06,3493 days 13:09:00
554615,RESOLVED,WONTFIX,Security,3/24/2010 12:26,0,9,[],[],3,,0 days 01:45:01,0 days 01:43:00
554856,RESOLVED,DUPLICATE,Security,3/25/2010 5:09,0,2,[],[],3,,0 days 22:01:30,0 days 21:38:00
554980,RESOLVED,INCOMPLETE,Security,3/25/2010 16:48,0,3,[],[],5,,0 days 05:54:38,0 days 05:58:00
554981,RESOLVED,DUPLICATE,Security,3/25/2010 16:50,0,2,[],[],5,,0 days 06:39:38,0 days 07:09:00
555396,RESOLVED,DUPLICATE,Security,3/27/2010 2:40,0,3,[],[],5,,0 days 14:08:05,0 days 12:49:00
555504,RESOLVED,INCOMPLETE,Security,3/28/2010 0:49,0,7,[],[],4,,3543 days 21:31:51,3419 days 08:08:00
555855,RESOLVED,INCOMPLETE,Security,3/29/2010 23:04,0,6,[],[512788],5,,1382 days 01:37:20,1311 days 08:33:00
556073,RESOLVED,DUPLICATE,Security,3/30/2010 20:05,0,5,[],[815321],3,,1826 days 23:43:54,1763 days 03:01:00
556258,RESOLVED,DUPLICATE,Security,3/31/2010 13:30,1,2,[],[],3,,21 days 16:58:36,20 days 09:15:00
556957,RESOLVED,FIXED,Security,4/3/2010 4:11,0,54,[],[579907],3,,41 days 03:43:04,41 days 10:19:00
557207,RESOLVED,INCOMPLETE,Security,4/5/2010 14:52,0,7,[],[],5,,2577 days 01:32:25,2834 days 01:21:00
557415,UNCONFIRMED,,Security,4/6/2010 2:53,0,9,[],[],3,,3555 days 21:06:58,3697 days 19:24:00
557865,RESOLVED,DUPLICATE,Security,4/7/2010 18:34,0,2,[],[],4,,0 days 00:06:55,0 days 00:06:00
557994,RESOLVED,DUPLICATE,Security,4/8/2010 5:22,0,2,[],[],3,,0 days 02:45:08,0 days 02:48:00
558341,UNCONFIRMED,,Security,4/9/2010 15:28,0,1,[],[],3,,3552 days 08:31:57,3471 days 06:41:00
558826,NEW,,Security,4/12/2010 17:55,0,5,[],[512788],5,,3549 days 06:04:27,3632 days 07:47:00
559286,VERIFIED,WORKSFORME,Security,4/14/2010 9:08,0,6,[],[],3,,231 days 06:56:27,233 days 08:02:00
559556,RESOLVED,DUPLICATE,Security,4/15/2010 12:57,0,2,[],[],3,,649 days 09:44:46,650 days 01:57:00
559598,RESOLVED,DUPLICATE,Security,4/15/2010 17:20,0,12,[246365],[432687],4,,158 days 09:37:37,165 days 18:31:00
559945,RESOLVED,INVALID,Security,4/16/2010 22:00,0,2,[],[],4,,0 days 00:16:21,0 days 00:16:00
559966,RESOLVED,INVALID,Security,4/16/2010 23:13,0,3,[],[],3,,2 days 15:51:37,2 days 09:56:00
560454,RESOLVED,DUPLICATE,Security,4/20/2010 6:37,0,2,[],[],3,,0 days 00:47:35,0 days 00:45:00
560532,RESOLVED,INVALID,Security,4/20/2010 13:59,0,4,[],[],3,,0 days 00:02:12,0 days 00:05:00
560705,RESOLVED,DUPLICATE,Security,4/20/2010 22:36,0,2,[],[],3,,2148 days 05:22:43,2195 days 09:59:00
561552,RESOLVED,INVALID,Security,4/24/2010 12:34,0,6,[],[],5,,0 days 00:43:06,0 days 00:43:00
562010,VERIFIED,WORKSFORME,Security,4/27/2010 13:09,0,8,[],[],3,,270 days 09:00:52,273 days 04:46:00
562098,RESOLVED,INVALID,Security,4/27/2010 18:00,0,2,[],[],3,,0 days 02:16:09,0 days 02:15:00
562141,UNCONFIRMED,,Security,4/27/2010 19:54,1,2,[],[],3,,3534 days 04:05:18,3725 days 01:30:00
562255,RESOLVED,DUPLICATE,Security,4/28/2010 2:38,0,3,[],[],3,,76 days 02:58:29,82 days 06:48:00
563648,RESOLVED,DUPLICATE,Security,5/4/2010 14:43,0,3,[],[],3,,0 days 00:39:00,0 days 00:41:00
563855,RESOLVED,INVALID,Security,5/5/2010 3:09,0,8,[],[],3,,0 days 15:17:03,0 days 15:16:00
564145,RESOLVED,INVALID,Security,5/6/2010 11:11,1,2,[],[799009],3,,2132 days 16:41:54,2135 days 06:44:00
564403,UNCONFIRMED,,Security,5/7/2010 11:35,0,4,[],[],3,,3524 days 12:24:57,3425 days 19:20:00
565685,NEW,,Security,5/13/2010 16:54,1,3,[],[],3,,3518 days 07:05:42,3708 days 17:56:00
568504,RESOLVED,WORKSFORME,Security,5/27/2010 15:48,0,4,[536301],[653064],3,,1420 days 06:58:32,1483 days 23:58:00
568688,RESOLVED,DUPLICATE,Security,5/27/2010 23:13,0,4,[],[],5,,0 days 03:27:07,0 days 03:03:00
569198,NEW,,Security,5/31/2010 10:05,0,1,[],[],3,,3500 days 13:54:44,3187 days 20:34:00
569548,RESOLVED,INVALID,Security,6/2/2010 11:09,0,2,[],[],3,,12 days 08:49:14,11 days 22:35:00
569550,RESOLVED,DUPLICATE,Security,6/2/2010 11:17,0,2,[],[],4,,0 days 00:21:15,0 days 00:21:00
569820,RESOLVED,INVALID,Security,6/3/2010 12:02,0,6,[],[],3,,0 days 01:30:42,0 days 01:29:00
570244,RESOLVED,INCOMPLETE,Security,6/4/2010 22:50,0,4,[],[512788],5,,371 days 20:01:11,331 days 23:15:00
570343,RESOLVED,WORKSFORME,Security,6/5/2010 18:45,0,3,[],[512788],3,,1976 days 19:14:03,1825 days 17:17:00
570938,NEW,,Security,6/9/2010 10:23,1,9,[340021],[],4,,3491 days 13:36:29,3744 days 05:24:00
571683,RESOLVED,DUPLICATE,Security,6/12/2010 14:47,0,2,[],[],3,,0 days 00:16:44,0 days 00:16:00
571943,RESOLVED,DUPLICATE,Security,6/14/2010 19:27,0,6,[],[],4,,440 days 08:34:26,447 days 11:26:00
572095,RESOLVED,INCOMPLETE,Security,6/15/2010 12:31,0,13,[],[512788],5,,298 days 13:30:17,307 days 14:17:00
573003,RESOLVED,WORKSFORME,Security,6/18/2010 10:36,0,4,[],[],3,,0 days 00:09:14,0 days 00:09:00
574252,RESOLVED,INVALID,Security,6/24/2010 3:32,0,6,[],[],5,,2049 days 10:53:22,2059 days 13:45:00
574365,RESOLVED,DUPLICATE,Security,6/24/2010 15:16,0,2,[],[],3,,0 days 00:37:01,0 days 00:36:00
574606,UNCONFIRMED,,Security,6/25/2010 9:45,0,1,[],[],3,,3475 days 14:14:17,3494 days 21:34:00
574949,RESOLVED,WORKSFORME,Security,6/26/2010 12:24,1,6,[],[],5,,3027 days 06:54:28,3105 days 08:27:00
575012,RESOLVED,DUPLICATE,Security,6/27/2010 0:24,0,2,[],[],3,,0 days 01:45:19,0 days 01:44:00
575111,RESOLVED,DUPLICATE,Security,6/27/2010 20:43,0,3,[],[],3,,0 days 00:13:40,0 days 00:13:00
575198,RESOLVED,INCOMPLETE,Security,6/28/2010 7:39,0,3,[],[],3,,3173 days 15:56:21,3115 days 04:56:00
575466,RESOLVED,WONTFIX,Security,6/29/2010 0:45,0,2,[],[],1,,0 days 00:09:57,0 days 00:09:00
575585,RESOLVED,WORKSFORME,Security,6/29/2010 12:24,0,2,[],[],3,,818 days 03:20:01,761 days 19:49:00
575891,VERIFIED,WORKSFORME,Security,6/30/2010 4:42,0,10,[],[],5,,1329 days 03:45:44,1383 days 16:26:00
575911,RESOLVED,DUPLICATE,Security,6/30/2010 7:21,0,2,[],[],5,,0 days 00:06:26,0 days 00:06:00
576030,RESOLVED,DUPLICATE,Security,6/30/2010 18:29,0,2,[],[],5,,0 days 00:49:34,0 days 00:46:00
576091,RESOLVED,DUPLICATE,Security,6/30/2010 21:06,0,2,[],[],3,,0 days 01:53:36,0 days 01:52:00
576626,RESOLVED,INVALID,Security,7/2/2010 20:55,0,4,[],[],4,,0 days 00:42:03,0 days 00:43:00
576854,RESOLVED,DUPLICATE,Security,7/4/2010 11:52,0,2,[],[],3,,0 days 02:15:35,0 days 02:07:00
577079,UNCONFIRMED,,Security,7/6/2010 10:53,0,2,[],[],3,,3464 days 13:06:31,3082 days 06:33:00
578271,RESOLVED,INVALID,Security,7/13/2010 3:54,0,4,[],[],5,,701 days 08:50:01,700 days 12:23:00
578304,RESOLVED,DUPLICATE,Security,7/13/2010 8:57,0,2,[],[],3,,0 days 03:53:34,0 days 04:03:00
579095,RESOLVED,FIXED,Security,7/15/2010 17:25,0,28,[],[455334],4,,11 days 20:52:13,11 days 10:23:00
579379,RESOLVED,DUPLICATE,Security,7/16/2010 17:36,0,2,[],[],3,,0 days 01:34:11,0 days 01:37:00
579635,RESOLVED,WONTFIX,Security,7/17/2010 12:06,0,5,[],[],3,,0 days 04:40:26,0 days 04:35:00
579639,RESOLVED,DUPLICATE,Security,7/17/2010 13:13,0,5,[],[374212],3,,566 days 06:42:29,537 days 19:20:00
579714,NEW,,Security,7/18/2010 9:27,0,16,[],[512788],5,,3452 days 14:32:21,2994 days 05:00:00
579752,RESOLVED,DUPLICATE,Security,7/18/2010 17:53,0,2,[],[],3,,0 days 20:55:12,0 days 20:03:00
580222,RESOLVED,DUPLICATE,Security,7/20/2010 12:05,0,2,[],[],3,,2034 days 18:43:15,2029 days 11:10:00
580370,RESOLVED,INVALID,Security,7/20/2010 20:32,0,4,[],[],5,,6 days 21:17:35,6 days 20:44:00
580606,RESOLVED,INVALID,Security,7/21/2010 13:23,0,4,[],[],3,,1 days 01:43:23,1 days 03:45:00
580608,RESOLVED,DUPLICATE,Security,7/21/2010 13:30,0,2,[],[],3,,1 days 01:30:36,1 days 02:56:00
580689,RESOLVED,INCOMPLETE,Security,7/21/2010 17:37,0,3,[],[],4,,969 days 10:33:33,967 days 18:42:00
580735,RESOLVED,INVALID,Security,7/21/2010 19:32,0,3,[],[],3,,573 days 05:14:17,593 days 08:38:00
580758,RESOLVED,INCOMPLETE,Security,7/21/2010 20:19,0,2,[],[],4,,0 days 21:54:57,0 days 22:49:00
581452,UNCONFIRMED,,Security,7/23/2010 15:49,0,2,[],[],3,,3447 days 08:10:30,3690 days 17:51:00
581731,RESOLVED,INCOMPLETE,Security,7/24/2010 23:34,0,4,[],[],4,,56 days 17:05:32,53 days 00:12:00
581795,RESOLVED,WONTFIX,Security,7/25/2010 11:46,0,2,[],[],3,,0 days 03:24:24,0 days 03:22:00
581914,RESOLVED,INVALID,Security,7/26/2010 9:45,0,10,[],[],3,,0 days 07:34:21,0 days 08:01:00
582167,RESOLVED,DUPLICATE,Security,7/27/2010 5:09,0,3,[],[],3,,49 days 00:20:56,45 days 19:39:00
582298,RESOLVED,WORKSFORME,Security,7/27/2010 18:02,0,7,[],[],3,,5 days 22:58:21,6 days 00:51:00
582344,RESOLVED,INVALID,Security,7/27/2010 19:59,0,13,[],[],3,,1 days 23:19:51,2 days 00:54:00
583175,RESOLVED,FIXED,Security,7/30/2010 4:41,0,41,"[841341, 841355, 841967]",[],3,,929 days 10:49:46,899 days 23:00:00
584003,RESOLVED,DUPLICATE,Security,8/3/2010 10:48,0,2,[],[],3,,0 days 20:12:47,0 days 20:57:00
585018,RESOLVED,INVALID,Security,8/6/2010 13:15,0,4,[],[],3,,2099 days 02:33:32,2044 days 08:06:00
585172,UNCONFIRMED,,Security,8/6/2010 21:13,0,3,[],[],3,,3433 days 02:46:32,3742 days 00:58:00
585448,RESOLVED,INVALID,Security,8/8/2010 14:44,0,4,[],[],3,,0 days 00:17:19,0 days 00:17:00
586200,RESOLVED,WORKSFORME,Security,8/11/2010 7:18,0,4,[],[],2,,1111 days 02:23:45,1110 days 20:57:00
587501,RESOLVED,INCOMPLETE,Security,8/15/2010 21:09,0,3,[],[],4,,34 days 19:50:36,37 days 08:09:00
587533,RESOLVED,DUPLICATE,Security,8/16/2010 1:32,0,6,[],[],3,,8 days 18:11:14,9 days 02:53:00
587547,RESOLVED,DUPLICATE,Security,8/16/2010 2:33,0,3,[],[],3,,336 days 14:27:02,339 days 15:18:00
587868,RESOLVED,WORKSFORME,Security,8/16/2010 23:45,0,5,[],[],5,,14 days 19:49:04,13 days 19:31:00
588246,RESOLVED,DUPLICATE,Security,8/18/2010 0:38,0,4,[],[],1,,400 days 21:20:11,408 days 03:25:00
589925,RESOLVED,DUPLICATE,Security,8/23/2010 21:22,0,4,[],[],5,,0 days 01:10:15,0 days 01:13:00
591907,UNCONFIRMED,,Security,8/30/2010 13:05,0,4,[],[],4,,3409 days 10:54:25,3514 days 14:58:00
593746,VERIFIED,DUPLICATE,Security,9/6/2010 4:40,0,6,[],[],4,,152 days 19:29:49,157 days 15:11:00
593791,RESOLVED,WORKSFORME,Security,9/6/2010 11:24,0,6,[],[512788],5,,7 days 10:46:20,7 days 01:41:00
593841,RESOLVED,WORKSFORME,Security,9/6/2010 17:37,0,9,[],[],3,,276 days 00:14:27,284 days 07:39:00
595469,UNCONFIRMED,,Security,9/11/2010 9:35,1,6,[],[],3,,3397 days 14:24:18,3463 days 08:05:00
595545,VERIFIED,INVALID,Security,9/11/2010 21:38,0,2,[],[],2,,147 days 01:36:20,146 days 00:29:00
596356,VERIFIED,INVALID,Security,9/14/2010 20:20,0,4,[],[],5,,0 days 00:15:00,0 days 00:14:00
596777,UNCONFIRMED,,Security,9/15/2010 22:50,0,5,[],[],2,,3393 days 01:09:26,3269 days 00:32:00
597464,UNCONFIRMED,,Security,9/17/2010 18:04,1,2,[],[],3,,3391 days 05:55:49,3141 days 11:56:00
597922,RESOLVED,WORKSFORME,Security,9/20/2010 2:01,0,2,[],[],4,,14 days 22:28:49,15 days 03:35:00
597944,VERIFIED,INCOMPLETE,Security,9/20/2010 5:29,0,1,[],[],3,,332 days 11:30:03,348 days 15:05:00
598678,RESOLVED,DUPLICATE,Security,9/22/2010 17:00,1,15,[],[],4,,1 days 16:54:37,1 days 17:17:00
599349,RESOLVED,WONTFIX,Security,9/24/2010 14:46,0,6,[],[],3,,861 days 04:26:49,870 days 11:14:00
599521,VERIFIED,WORKSFORME,Security,9/24/2010 22:50,0,7,[],[],4,,82 days 23:45:24,84 days 16:35:00
599839,RESOLVED,DUPLICATE,Security,9/27/2010 11:33,0,3,[],[],4,,0 days 02:00:10,0 days 02:01:00
601083,RESOLVED,DUPLICATE,Security,10/1/2010 9:51,1,12,[],[],5,,4 days 10:13:26,4 days 21:42:00
601138,VERIFIED,WONTFIX,Security,10/1/2010 15:27,0,9,[],[],4,,125 days 07:31:16,132 days 13:16:00
601526,RESOLVED,INVALID,Security,10/3/2010 23:51,0,3,[],[],5,,0 days 15:29:43,0 days 14:43:00
601527,RESOLVED,DUPLICATE,Security,10/3/2010 23:57,0,6,[],[],5,,0 days 20:02:19,0 days 20:39:00
601530,RESOLVED,DUPLICATE,Security,10/4/2010 0:05,0,4,[],[],3,,0 days 00:17:21,0 days 00:17:00
601608,NEW,,Security,10/4/2010 14:17,1,4,[],[],3,,3374 days 09:42:23,3308 days 07:46:00
601813,UNCONFIRMED,,Security,10/5/2010 0:22,0,1,[],[],3,,3373 days 23:37:06,3456 days 20:12:00
601937,RESOLVED,DUPLICATE,Security,10/5/2010 15:01,0,4,[],[],3,,357 days 23:07:30,379 days 14:28:00
602181,NEW,,Security,10/6/2010 12:57,1,9,[130327],[],3,,3372 days 11:02:36,3312 days 23:32:00
602961,RESOLVED,INVALID,Security,10/8/2010 19:43,0,3,[],[],5,,0 days 00:19:53,0 days 00:20:00
603026,RESOLVED,INVALID,Security,10/9/2010 0:24,0,2,[],[],4,,0 days 00:10:45,0 days 00:11:00
603273,RESOLVED,DUPLICATE,Security,10/11/2010 8:03,0,2,[],[],4,,0 days 03:25:49,0 days 03:26:00
603277,UNCONFIRMED,,Security,10/11/2010 9:13,0,1,[],[],2,,3367 days 14:46:49,3384 days 11:01:00
603895,RESOLVED,INVALID,Security,10/13/2010 8:36,1,2,[],[],3,,0 days 05:02:08,0 days 05:18:00
604265,RESOLVED,INVALID,Security,10/14/2010 1:20,0,8,[],[322301],3,,0 days 05:59:46,0 days 06:06:00
604400,UNCONFIRMED,,Security,10/14/2010 16:30,0,3,[],[],3,,3364 days 07:29:27,3229 days 22:45:00
605478,RESOLVED,INVALID,Security,10/19/2010 15:23,0,3,[],[],5,,0 days 01:33:55,0 days 01:41:00
605939,VERIFIED,DUPLICATE,Security,10/20/2010 20:20,0,10,[],[],4,,307 days 19:03:31,302 days 03:13:00
606140,UNCONFIRMED,,Security,10/21/2010 9:27,0,4,[],[],4,,3357 days 14:32:55,3161 days 15:44:00
607060,NEW,,Security,10/25/2010 20:07,1,11,[],[],5,,3353 days 03:52:18,3543 days 11:56:00
607344,RESOLVED,DUPLICATE,Security,10/26/2010 16:38,0,6,[],[],5,,7 days 04:04:19,7 days 18:15:00
607412,VERIFIED,DUPLICATE,Security,10/26/2010 19:23,0,4,[],[],5,,0 days 00:16:12,0 days 00:16:00
607575,UNCONFIRMED,,Security,10/27/2010 9:37,2,13,[],[],5,,3351 days 14:22:46,3344 days 10:34:00
607737,RESOLVED,DUPLICATE,Security,10/27/2010 20:19,0,3,[],[],5,,19 days 04:35:30,19 days 16:13:00
607977,RESOLVED,INVALID,Security,10/28/2010 15:53,0,3,[],[],5,,0 days 00:04:27,0 days 00:05:00
608554,RESOLVED,FIXED,Security,10/30/2010 22:25,0,15,[608336],[],5,,34 days 11:12:49,35 days 15:09:00
608775,RESOLVED,DUPLICATE,Security,11/1/2010 18:09,0,4,[],[],3,,0 days 02:02:14,0 days 02:05:00
608835,VERIFIED,INCOMPLETE,Security,11/1/2010 22:13,0,4,[],[],3,,76 days 03:30:08,73 days 17:38:00
608904,UNCONFIRMED,,Security,11/2/2010 3:39,0,2,[],[],3,,3345 days 20:20:18,3264 days 17:24:00
608961,RESOLVED,INVALID,Security,11/2/2010 13:34,0,11,[],[],4,,0 days 18:52:13,0 days 18:31:00
609208,VERIFIED,INVALID,Security,11/3/2010 5:03,0,6,[],[],5,,0 days 08:03:31,0 days 08:31:00
609283,RESOLVED,DUPLICATE,Security,11/3/2010 14:18,0,3,[],[],5,,0 days 04:30:26,0 days 04:43:00
609433,RESOLVED,DUPLICATE,Security,11/3/2010 23:33,0,2,[],[],3,,825 days 01:16:50,821 days 18:39:00
609568,VERIFIED,INVALID,Security,11/4/2010 10:20,0,4,[],[],5,,0 days 10:39:49,0 days 11:28:00
609660,UNCONFIRMED,,Security,11/4/2010 18:39,0,2,[],[],4,,3343 days 05:20:05,3327 days 08:09:00
610104,RESOLVED,WORKSFORME,Security,11/6/2010 8:56,0,4,[],[],4,,1040 days 04:38:37,1006 days 20:25:00
610896,NEW,,Security,11/10/2010 1:32,8,24,[],[],4,,3337 days 22:27:01,3043 days 16:44:00
611273,RESOLVED,WORKSFORME,Security,11/11/2010 10:20,0,3,[],[],3,,547 days 12:26:56,482 days 03:38:00
611362,VERIFIED,WORKSFORME,Security,11/11/2010 18:06,0,3,[],[],4,,42 days 21:33:20,41 days 18:53:00
612242,RESOLVED,INVALID,Security,11/15/2010 11:14,3,4,[],[],3,,3052 days 02:39:55,3298 days 10:49:00
612595,RESOLVED,INVALID,Security,11/16/2010 16:04,0,3,[],[],3,,0 days 00:11:56,0 days 00:12:00
612908,UNCONFIRMED,,Security,11/17/2010 17:24,0,1,[],[],3,,3330 days 06:35:47,3614 days 20:47:00
