day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
139,38,4,,,,,,,,,,136.0,,,,,,,
140,40,4,,,,,,,,,,139.0,,,,,,,
141,40,4,,,,,,,,,,139.0,,,,,,,
142,40,4,,,,,,,,,,140.0,,,,,,,
143,40,4,,,,,,,,,138.0,,,,,,,,
144,41,4,,,,,,,,,138.0,,,,,,,,
145,41,4,,,,,,,,,138.0,,,,,,,,
146,42,4,,,,,,,,,139.0,,,,,,,,
147,43,4,,,,,,,,,139.0,,,,,,,,
148,39,4,,,,,,,,,147.0,,,,,,,,
149,38,4,,,,,,,,,147.0,,,,,,,,
150,38,4,,,,,,,,,147.0,,,,,,,,
151,39,4,,,,,,,,,147.0,,,,,,,,
152,39,2,,,,,,,,,149.0,,,,,,,,
153,42,2,,,,,,,,,149.0,,,,,,,,
154,43,2,,,,,,,,,151.0,,,,,,,,
155,42,2,,,,,,,,,152.0,,,,,,,,
156,42,2,,,,,,,,,153.0,,,,,,,,
157,42,2,,,,,,,,,154.0,,,,,,,,
158,42,2,,,,,,,,,154.0,,,,,,,,
159,41,2,,,,,,,,,156.0,,,,,,,,
160,43,2,,,,,,,,,158.0,,,,,,,,
161,43,2,,,,,,,,,158.0,,,,,,,,
162,43,2,,,,,,,,,158.0,,,,,,,,
163,44,2,,,,,,,,,158.0,,,,,,,,
164,45,2,,,,,,,,,158.0,,,,,,,,
165,48,2,,,,,,,,,157.0,,,,,,,,
166,47,2,,,,,,,,,161.0,,,,,,,,
167,46,2,,,,,,,,,161.0,,,,,,,,
168,47,2,,,,,,,,,162.0,,,,,,,,
169,48,2,,,,,,,,,160.0,,,,,,,,
170,49,2,,,,,,,,,159.0,,,,,,,,
171,48,2,,,,,,,,,161.0,,,,,,,,
172,46,2,,,,,,,,,,167.0,,,,,,,
173,46,2,,,,,,,,,,167.0,,,,,,,
174,47,2,,,,,,,,,,168.0,,,,,,,
175,48,2,,,,,,,,,,169.0,,,,,,,
176,50,2,,,,,,,,,,171.0,,,,,,,
177,51,2,,,,,,,,,,170.0,,,,,,,
178,54,2,,,,,,,,,,171.0,,,,,,,
179,55,2,,,,,,,,,,171.0,,,,,,,
180,58,2,,,,,,,,,,177.0,,,,,,,
181,62,2,,,,,,,,,,177.0,,,,,,,
182,62,2,,,,,,,,,,176.0,,,,,,,
183,63,2,,,,,,,,,,,179.0,,,,,,
184,61,2,,,,,,,,,,,182.0,,,,,,
185,62,2,,,,,,,,,,,182.0,,,,,,
186,63,2,,,,,,,,,,,182.0,,,,,,
187,62,2,,,,,,,,,,,183.0,,,,,,
188,61,2,,,,,,,,,,,185.0,,,,,,
189,60,2,,,,,,,,,,,185.0,,,,,,
190,61,2,,,,,,,,,,,185.0,,,,,,
191,60,2,,,,,,,,,,,184.0,,,,,,
192,59,2,,,,,,,,,,,188.0,,,,,,
193,59,2,,,,,,,,,,,188.0,,,,,,
194,60,2,,,,,,,,,,,188.0,,,,,,
195,60,2,,,,,,,,,,,188.0,,,,,,
196,61,2,,,,,,,,,,,188.0,,,,,,
197,63,2,,,,,,,,,,,188.0,,,,,,
198,64,2,,,,,,,,,,,190.0,,,,,,
199,62,2,,,,,,,,,,,194.0,,,,,,
200,66,2,,,,,,,,,,,196.0,,,,,,
201,67,2,,,,,,,,,,,196.0,,,,,,
202,68,4,,,,,,,,,,,199.0,,,,,,
203,68,4,,,,,,,,,,,200.0,,,,,,
204,69,4,,,,,,,,,,,201.0,,,,,,
205,68,6,,,,,,,,,,,200.0,,,,,,
206,66,8,,,,,,,,,,,200.0,,,,,,
207,68,8,,,,,,,,,,,199.0,,,,,,
208,69,8,,,,,,,,,,,204.0,,,,,,
209,69,8,,,,,,,,,,,204.0,,,,,,
210,72,8,,,,,,,,,,,206.0,,,,,,
211,73,8,,,,,,,,,,,206.0,,,,,,
212,73,8,,,,,,,,,,,206.0,,,,,,
213,73,8,,,,,,,,,,,206.0,,,,,,
214,73,8,,,,,,,,,,,207.0,,,,,,
215,73,8,,,,,,,,,,,208.0,,,,,,
216,74,8,,,,,,,,,,,209.0,,,,,,
217,74,8,,,,,,,,,,,209.0,,,,,,
218,76,8,,,,,,,,,,,209.0,,,,,,
219,76,8,,,,,,,,,,,209.0,,,,,,
220,76,8,,,,,,,,,,,,213.0,,,,,
221,76,8,,,,,,,,,,,,213.0,,,,,
222,59,4,,,,,,,,,,,,233.0,,,,,
223,59,4,,,,,,,,,,,,233.0,,,,,
224,60,4,,,,,,,,,,,,235.0,,,,,
225,60,4,,,,,,,,,,,,236.0,,,,,
226,60,4,,,,,,,,,,,,236.0,,,,,
227,61,4,,,,,,,,,,,,236.0,,,,,
228,64,4,,,,,,,,,,,,238.0,,,,,
229,64,4,,,,,,,,,,,,237.0,,,,,
230,64,4,,,,,,,,,,,,241.0,,,,,
231,64,4,,,,,,,,,,,,242.0,,,,,
232,64,4,,,,,,,,,,,,242.0,,,,,
233,64,4,,,,,,,,,,,,242.0,,,,,
234,65,4,,,,,,,,,,,,244.0,,,,,
235,64,4,,,,,,,,,,,,245.0,,,,,
236,62,4,,,,,,,,,,,,249.0,,,,,
237,62,4,,,,,,,,,,,,248.0,,,,,
238,61,4,,,,,,,,,,,,251.0,,,,,
239,61,4,,,,,,,,,,,,251.0,,,,,
240,72,4,,,,,,,,,,,,238.0,,,,,
241,74,4,,,,,,,,,,,235.0,,,,,,
242,72,6,,,,,,,,,,,235.0,,,,,,
243,72,6,,,,,,,,,,,235.0,,,,,,
244,71,6,,,,,,,,,,,236.0,,,,,,
245,72,6,,,,,,,,,,,236.0,,,,,,
246,73,6,,,,,,,,,,,236.0,,,,,,
247,73,6,,,,,,,,,,,235.0,,,,,,
248,74,6,,,,,,,,,,,239.0,,,,,,
249,76,6,,,,,,,,,,,240.0,,,,,,
250,77,6,,,,,,,,,,,241.0,,,,,,
251,77,6,,,,,,,,,,,241.0,,,,,,
252,78,6,,,,,,,,,,,240.0,,,,,,
253,78,6,,,,,,,,,,,240.0,,,,,,
254,80,8,,,,,,,,,,,240.0,,,,,,
255,81,8,,,,,,,,,,,240.0,,,,,,
256,81,8,,,,,,,,,,,239.0,,,,,,
257,82,8,,,,,,,,,,,239.0,,,,,,
258,83,8,,,,,,,,,,,239.0,,,,,,
259,82,8,,,,,,,,,,,240.0,,,,,,
260,82,8,,,,,,,,,,,243.0,,,,,,
261,80,8,,,,,,,,,,,244.0,,,,,,
262,78,8,,,,,,,,,,,249.0,,,,,,
263,79,8,,,,,,,,,,,250.0,,,,,,
264,79,8,,,,,,,,,,,250.0,,,,,,
265,80,8,,,,,,,,,,,250.0,,,,,,
266,79,8,,,,,,,,,,,250.0,,,,,,
267,80,8,,,,,,,,,,,252.0,,,,,,
268,79,8,,,,,,,,,,,,253.0,,,,,
269,79,8,,,,,,,,,,,,253.0,,,,,
270,78,8,,,,,,,,,,,,256.0,,,,,
271,78,8,,,,,,,,,,,,256.0,,,,,
272,78,6,,,,,,,,,,,,260.0,,,,,
273,79,6,,,,,,,,,,,,260.0,,,,,
274,80,6,,,,,,,,,,,,261.0,,,,,
275,80,6,,,,,,,,,,,,261.0,,,,,
276,81,6,,,,,,,,,,,,263.0,,,,,
277,81,8,,,,,,,,,,,,262.0,,,,,
278,84,6,,,,,,,,,,,,262.0,,,,,
279,85,6,,,,,,,,,,,,263.0,,,,,
280,85,6,,,,,,,,,,,,265.0,,,,,
281,85,6,,,,,,,,,,,,266.0,,,,,
282,87,6,,,,,,,,,,,264.0,,,,,,
283,87,6,,,,,,,,,,,264.0,,,,,,
284,89,6,,,,,,,,,,,265.0,,,,,,
285,87,8,,,,,,,,,,,265.0,,,,,,
286,88,8,,,,,,,,,,,263.0,,,,,,
287,87,8,,,,,,,,,,,264.0,,,,,,
288,88,8,,,,,,,,,,,,267.0,,,,,
289,88,8,,,,,,,,,,,,267.0,,,,,
290,89,8,,,,,,,,,,,,267.0,,,,,
291,89,8,,,,,,,,,,,,266.0,,,,,
292,91,8,,,,,,,,,,,,266.0,,,,,
293,92,8,,,,,,,,,,,,265.0,,,,,
294,92,6,,,,,,,,,,,,267.0,,,,,
295,91,6,,,,,,,,,,,,267.0,,,,,
296,91,6,,,,,,,,,,,,267.0,,,,,
297,90,4,,,,,,,,,,,,271.0,,,,,
298,91,4,,,,,,,,,,,,271.0,,,,,
299,92,4,,,,,,,,,,,,272.0,,,,,
300,94,4,,,,,,,,,,,,272.0,,,,,
301,95,4,,,,,,,,,,,,272.0,,,,,
302,94,4,,,,,,,,,,,,275.0,,,,,
303,94,4,,,,,,,,,,,,275.0,,,,,
304,91,4,,,,,,,,,,,,280.0,,,,,
305,92,4,,,,,,,,,,,,280.0,,,,,
306,96,4,,,,,,,,,,,,281.0,,,,,
307,99,4,,,,,,,,,,,,281.0,,,,,
308,102,4,,,,,,,,,,,,281.0,,,,,
309,102,4,,,,,,,,,,,,281.0,,,,,
310,101,4,,,,,,,,,,,,284.0,,,,,
311,100,4,,,,,,,,,,,,284.0,,,,,
312,99,4,,,,,,,,,,,,284.0,,,,,
313,98,4,,,,,,,,,,,,282.0,,,,,
314,100,4,,,,,,,,,,,,282.0,,,,,
315,101,4,,,,,,,,,,,,283.0,,,,,
316,101,4,,,,,,,,,,,,283.0,,,,,
317,101,4,,,,,,,,,,,,283.0,,,,,
318,101,4,,,,,,,,,,,,283.0,,,,,
319,102,4,,,,,,,,,,,,283.0,,,,,
320,103,6,,,,,,,,,,,,288.0,,,,,
321,108,6,,,,,,,,,,,,283.0,,,,,
322,105,6,,,,,,,,,,,,286.0,,,,,
323,105,6,,,,,,,,,,,,286.0,,,,,
324,104,6,,,,,,,,,,,,290.0,,,,,
325,104,6,,,,,,,,,,,,290.0,,,,,
326,104,6,,,,,,,,,,,,291.0,,,,,
327,103,8,,,,,,,,,,,,290.0,,,,,
328,103,8,,,,,,,,,,,,291.0,,,,,
329,102,8,,,,,,,,,,,,291.0,,,,,
330,99,8,,,,,,,,,,,,295.0,,,,,
331,99,8,,,,,,,,,,,,294.0,,,,,
332,100,8,,,,,,,,,,,,295.0,,,,,
333,100,8,,,,,,,,,,,,295.0,,,,,
334,103,8,,,,,,,,,,,,296.0,,,,,
335,101,10,,,,,,,,,,,,296.0,,,,,
336,103,10,,,,,,,,,,,,296.0,,,,,
337,102,10,,,,,,,,,,,,296.0,,,,,
338,102,10,,,,,,,,,,,,297.0,,,,,
339,99,10,,,,,,,,,,,,302.0,,,,,
340,99,10,,,,,,,,,,,,301.0,,,,,
341,100,10,,,,,,,,,,,,300.0,,,,,
342,101,10,,,,,,,,,,,,300.0,,,,,
343,101,10,,,,,,,,,,,,300.0,,,,,
344,102,10,,,,,,,,,,,,302.0,,,,,
345,102,10,,,,,,,,,,,,303.0,,,,,
346,101,10,,,,,,,,,,,,305.0,,,,,
347,101,10,,,,,,,,,,,,306.0,,,,,
348,101,10,,,,,,,,,,,,308.0,,,,,
349,102,10,,,,,,,,,,,,308.0,,,,,
350,102,10,,,,,,,,,,,,308.0,,,,,
351,102,10,,,,,,,,,,,,309.0,,,,,
352,100,10,,,,,,,,,,,,314.0,,,,,
353,100,10,,,,,,,,,,,,313.0,,,,,
354,103,10,,,,,,,,,,,,313.0,,,,,
355,103,10,,,,,,,,,,,,313.0,,,,,
356,103,10,,,,,,,,,,,,312.0,,,,,
357,103,10,,,,,,,,,,,,313.0,,,,,
358,105,10,,,,,,,,,,,,314.0,,,,,
359,104,12,,,,,,,,,,,,313.0,,,,,
360,105,12,,,,,,,,,,,,315.0,,,,,
361,106,10,,,,,,,,,,,,316.0,,,,,
362,107,12,,,,,,,,,,,,312.0,,,,,
363,107,12,,,,,,,,,,,,312.0,,,,,
364,106,12,,,,,,,,,,,,313.0,,,,,
365,106,12,,,,,,,,,,,,313.0,,,,,
366,107,12,,,,,,,,,,,,313.0,,,,,
367,107,12,,,,,,,,,,,,313.0,,,,,
368,109,12,,,,,,,,,,,,312.0,,,,,
369,109,12,,,,,,,,,,,,312.0,,,,,
370,109,12,,,,,,,,,,,,312.0,,,,,
371,109,12,,,,,,,,,,,,312.0,,,,,
372,109,12,,,,,,,,,,,,311.0,,,,,
373,109,12,,,,,,,,,,,,310.0,,,,,
374,109,12,,,,,,,,,,,,309.0,,,,,
375,106,12,,,,,,,,,,,,313.0,,,,,
376,105,12,,,,,,,,,,,,314.0,,,,,
377,104,12,,,,,,,,,,,,314.0,,,,,
378,101,12,,,,,,,,,,,,318.0,,,,,
379,101,12,,,,,,,,,,,,318.0,,,,,
380,102,12,,,,,,,,,,,,319.0,,,,,
381,102,12,,,,,,,,,,,,319.0,,,,,
382,102,12,,,,,,,,,,,,319.0,,,,,
383,102,12,,,,,,,,,,,,319.0,,,,,
384,102,12,,,,,,,,,,,,320.0,,,,,
385,103,12,,,,,,,,,,,,320.0,,,,,
386,105,12,,,,,,,,,,,,317.0,,,,,
387,104,12,,,,,,,,,,,,319.0,,,,,
388,103,12,,,,,,,,,,,,321.0,,,,,
389,103,12,,,,,,,,,,,,321.0,,,,,
390,103,12,,,,,,,,,,,,320.0,,,,,
391,103,12,,,,,,,,,,,,320.0,,,,,
392,102,14,,,,,,,,,,,,321.0,,,,,
393,102,14,,,,,,,,,,,,320.0,,,,,
394,104,14,,,,,,,,,,,,320.0,,,,,
395,104,14,,,,,,,,,,,,321.0,,,,,
396,105,14,,,,,,,,,,,,321.0,,,,,
397,106,12,,,,,,,,,,,,321.0,,,,,
398,107,12,,,,,,,,,,,,321.0,,,,,
399,107,12,,,,,,,,,,,,320.0,,,,,
400,108,12,,,,,,,,,,,,321.0,,,,,
401,107,12,,,,,,,,,,,,321.0,,,,,
402,107,12,,,,,,,,,,,,321.0,,,,,
403,107,12,,,,,,,,,,,,321.0,,,,,
404,110,12,,,,,,,,,,,,320.0,,,,,
405,110,12,,,,,,,,,,,,320.0,,,,,
406,110,12,,,,,,,,,,,,319.0,,,,,
407,110,12,,,,,,,,,,,,318.0,,,,,
408,110,12,,,,,,,,,,,,321.0,,,,,
409,110,12,,,,,,,,,,,,321.0,,,,,
410,111,12,,,,,,,,,,,,321.0,,,,,
411,111,12,,,,,,,,,,,,321.0,,,,,
412,111,12,,,,,,,,,,,,322.0,,,,,
413,111,12,,,,,,,,,,,,322.0,,,,,
414,110,12,,,,,,,,,,,,323.0,,,,,
415,111,10,,,,,,,,,,,,322.0,,,,,
416,109,10,,,,,,,,,,,,,327.0,,,,
417,109,10,,,,,,,,,,,,,327.0,,,,
418,109,10,,,,,,,,,,,,,327.0,,,,
419,109,10,,,,,,,,,,,,,327.0,,,,
420,103,8,,,,,,,,,,,,,340.0,,,,
421,102,8,,,,,,,,,,,,,339.0,,,,
422,102,8,,,,,,,,,,,,,339.0,,,,
423,103,8,,,,,,,,,,,,,340.0,,,,
424,104,8,,,,,,,,,,,,,340.0,,,,
425,104,8,,,,,,,,,,,,,340.0,,,,
426,105,8,,,,,,,,,,,,,339.0,,,,
427,105,8,,,,,,,,,,,,,339.0,,,,
428,105,8,,,,,,,,,,,,,338.0,,,,
429,105,8,,,,,,,,,,,,,338.0,,,,
430,106,8,,,,,,,,,,,,,338.0,,,,
431,106,8,,,,,,,,,,,,,338.0,,,,
432,109,8,,,,,,,,,,,,,338.0,,,,
433,109,8,,,,,,,,,,,,,338.0,,,,
434,109,8,,,,,,,,,,,,,338.0,,,,
435,109,8,,,,,,,,,,,,,338.0,,,,
436,109,8,,,,,,,,,,,,,338.0,,,,
437,109,8,,,,,,,,,,,,,336.0,,,,
438,110,8,,,,,,,,,,,,,336.0,,,,
439,110,8,,,,,,,,,,,,,336.0,,,,
440,108,8,,,,,,,,,,,,,342.0,,,,
441,110,8,,,,,,,,,,,,,342.0,,,,
442,110,8,,,,,,,,,,,,,342.0,,,,
443,110,8,,,,,,,,,,,,,341.0,,,,
444,111,8,,,,,,,,,,,,,340.0,,,,
445,112,8,,,,,,,,,,,,,338.0,,,,
446,112,8,,,,,,,,,,,,,338.0,,,,
447,113,8,,,,,,,,,,,,,336.0,,,,
448,114,8,,,,,,,,,,,,,334.0,,,,
449,113,8,,,,,,,,,,,,,333.0,,,,
450,112,8,,,,,,,,,,,,,338.0,,,,
451,112,8,,,,,,,,,,,,,338.0,,,,
452,111,8,,,,,,,,,,,,,341.0,,,,
453,111,8,,,,,,,,,,,,,341.0,,,,
454,111,8,,,,,,,,,,,,,341.0,,,,
455,111,8,,,,,,,,,,,,,340.0,,,,
456,111,8,,,,,,,,,,,,,344.0,,,,
457,113,10,,,,,,,,,,,,,338.0,,,,
458,113,10,,,,,,,,,,,,,339.0,,,,
459,112,10,,,,,,,,,,,,,339.0,,,,
460,110,10,,,,,,,,,,,,,344.0,,,,
461,110,10,,,,,,,,,,,,,344.0,,,,
462,109,12,,,,,,,,,,,,,344.0,,,,
463,108,12,,,,,,,,,,,,,344.0,,,,
464,106,12,,,,,,,,,,,,,347.0,,,,
465,106,12,,,,,,,,,,,,,348.0,,,,
466,108,12,,,,,,,,,,,,,348.0,,,,
467,108,12,,,,,,,,,,,,,348.0,,,,
468,107,12,,,,,,,,,,,,,350.0,,,,
469,107,12,,,,,,,,,,,,,351.0,,,,
470,107,12,,,,,,,,,,,,,350.0,,,,
471,107,12,,,,,,,,,,,,,350.0,,,,
472,110,12,,,,,,,,,,,,,351.0,,,,
473,110,12,,,,,,,,,,,,,349.0,,,,
474,110,14,,,,,,,,,,,,,349.0,,,,
475,109,14,,,,,,,,,,,,,349.0,,,,
476,103,8,,,,,,,,,,,,,363.0,,,,
477,103,8,,,,,,,,,,,,,365.0,,,,
478,104,8,,,,,,,,,,,,,367.0,,,,
479,104,8,,,,,,,,,,,,,367.0,,,,
480,104,8,,,,,,,,,,,,,367.0,,,,
481,104,8,,,,,,,,,,,,,367.0,,,,
482,105,8,,,,,,,,,,,,,366.0,,,,
483,106,8,,,,,,,,,,,,,366.0,,,,
484,107,8,,,,,,,,,,,,,366.0,,,,
485,108,8,,,,,,,,,,,,,363.0,,,,
486,109,8,,,,,,,,,,,,,363.0,,,,
487,109,8,,,,,,,,,,,,,363.0,,,,
488,108,8,,,,,,,,,,,,,368.0,,,,
489,108,8,,,,,,,,,,,,,368.0,,,,
490,112,8,,,,,,,,,,,,,368.0,,,,
491,112,8,,,,,,,,,,,,,368.0,,,,
492,112,8,,,,,,,,,,,,,367.0,,,,
493,113,8,,,,,,,,,,,,,365.0,,,,
494,114,8,,,,,,,,,,,,,365.0,,,,
495,114,8,,,,,,,,,,,,,365.0,,,,
496,116,8,,,,,,,,,,,,,366.0,,,,
497,116,8,,,,,,,,,,,,,366.0,,,,
498,116,8,,,,,,,,,,,,,368.0,,,,
499,116,8,,,,,,,,,,,,,368.0,,,,
500,116,8,,,,,,,,,,,,,366.0,,,,
501,116,8,,,,,,,,,,,,,366.0,,,,
502,115,8,,,,,,,,,,,,,368.0,,,,
503,115,8,,,,,,,,,,,,,368.0,,,,
504,115,8,,,,,,,,,,,,,369.0,,,,
505,117,8,,,,,,,,,,,,,368.0,,,,
506,118,8,,,,,,,,,,,,,368.0,,,,
507,118,8,,,,,,,,,,,,,368.0,,,,
508,118,8,,,,,,,,,,,,,368.0,,,,
509,118,8,,,,,,,,,,,,,368.0,,,,
510,119,8,,,,,,,,,,,,,370.0,,,,
511,118,8,,,,,,,,,,,,,372.0,,,,
512,119,8,,,,,,,,,,,,,372.0,,,,
513,121,8,,,,,,,,,,,,,372.0,,,,
514,121,8,,,,,,,,,,,,,373.0,,,,
515,122,8,,,,,,,,,,,,,373.0,,,,
516,122,8,,,,,,,,,,,,,373.0,,,,
517,122,8,,,,,,,,,,,,,373.0,,,,
518,123,8,,,,,,,,,,,,,373.0,,,,
519,123,8,,,,,,,,,,,,,373.0,,,,
520,121,8,,,,,,,,,,,,,,378.0,,,
521,121,8,,,,,,,,,,,,,,378.0,,,
522,123,8,,,,,,,,,,,,,,378.0,,,
523,125,8,,,,,,,,,,,,,,375.0,,,
524,125,8,,,,,,,,,,,,,,375.0,,,
525,126,8,,,,,,,,,,,,,,376.0,,,
526,128,8,,,,,,,,,,,,,,375.0,,,
527,128,8,,,,,,,,,,,,,,375.0,,,
528,129,8,,,,,,,,,,,,,,376.0,,,
529,128,8,,,,,,,,,,,,,,376.0,,,
530,128,8,,,,,,,,,,,,,,377.0,,,
531,126,8,,,,,,,,,,,,,,381.0,,,
532,127,8,,,,,,,,,,,,,,381.0,,,
533,127,8,,,,,,,,,,,,,,381.0,,,
534,127,8,,,,,,,,,,,,,,383.0,,,
535,127,8,,,,,,,,,,,,,,383.0,,,
536,128,8,,,,,,,,,,,,,,384.0,,,
537,127,8,,,,,,,,,,,,,,385.0,,,
538,127,8,,,,,,,,,,,,,,385.0,,,
