day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
166,53,2,3,,,,,,,164.0,,,,,
167,52,2,3,,,,,,,164.0,,,,,
168,52,2,3,,,,,,,166.0,,,,,
169,53,2,3,,,,,,,165.0,,,,,
170,54,2,3,,,,,,,165.0,,,,,
171,52,2,3,,,,,,,168.0,,,,,
172,51,2,3,,,,,,,173.0,,,,,
173,51,2,3,,,,,,,173.0,,,,,
174,51,4,3,,,,,,,172.0,,,,,
175,52,4,3,,,,,,,173.0,,,,,
176,54,4,3,,,,,,,176.0,,,,,
177,54,4,3,,,,,,,176.0,,,,,
178,57,4,3,,,,,,,176.0,,,,,
179,58,4,3,,,,,,,176.0,,,,,
180,59,4,3,,,,,,,184.0,,,,,
181,63,4,3,,,,,,,184.0,,,,,
182,63,4,3,,,,,,,184.0,,,,,
183,63,4,3,,,,,,,188.0,,,,,
184,63,4,3,,,,,,,,189.0,,,,
185,63,4,3,,,,,,,,189.0,,,,
186,64,4,3,,,,,,,,189.0,,,,
187,63,4,3,,,,,,,,190.0,,,,
188,61,4,3,,,,,,,,193.0,,,,
189,61,4,3,,,,,,,,193.0,,,,
190,61,4,3,,,,,,,,193.0,,,,
191,61,4,3,,,,,,,,193.0,,,,
192,61,4,3,,,,,,,,196.0,,,,
193,61,4,3,,,,,,,,196.0,,,,
194,63,4,3,,,,,,,,195.0,,,,
195,63,4,3,,,,,,,,195.0,,,,
196,63,4,3,,,,,,,,197.0,,,,
197,64,4,3,,,,,,,,196.0,,,,
198,65,4,3,,,,,,,,198.0,,,,
199,63,4,3,,,,,,,,201.0,,,,
200,67,4,3,,,,,,,,203.0,,,,
201,69,4,3,,,,,,,,203.0,,,,
202,71,4,3,,,,,,,,206.0,,,,
203,68,8,3,,,,,,,,206.0,,,,
204,68,9,3,,,,,,,,206.0,,,,
205,67,11,3,,,,,,,,205.0,,,,
206,67,11,3,,,,,,,,206.0,,,,
207,69,11,3,,,,,,,,206.0,,,,
208,69,11,3,,,,,,,,212.0,,,,
209,69,11,3,,,,,,,,212.0,,,,
210,72,11,3,,,,,,,,214.0,,,,
211,73,11,3,,,,,,,,214.0,,,,
212,73,11,3,,,,,,,,214.0,,,,
213,73,11,3,,,,,,,,214.0,,,,
214,73,11,3,,,,,,,,215.0,,,,
215,75,8,3,,,,,,,,216.0,,,,
216,76,8,3,,,,,,,,217.0,,,,
217,76,8,3,,,,,,,,215.0,,,,
218,78,8,3,,,,,,,,214.0,,,,
219,78,8,3,,,,,,,,213.0,,,,
220,75,8,,,,,,,,,223.0,,,,
221,75,8,,,,,,,,,223.0,,,,
222,60,6,,,,,,,,,241.0,,,,
223,61,6,,,,,,,,,241.0,,,,
224,62,6,,,,,,,,,243.0,,,,
225,61,6,,,,,,,,,244.0,,,,
226,61,6,,,,,,,,,244.0,,,,
227,62,6,,,,,,,,,243.0,,,,
228,65,6,,,,,,,,,244.0,,,,
229,64,6,,,,,,,,,244.0,,,,
230,61,6,,,,,,,,,251.0,,,,
231,59,6,,,,,,,,,251.0,,,,
232,59,6,,,,,,,,,251.0,,,,
233,59,6,,,,,,,,,251.0,,,,
234,60,6,,,,,,,,,253.0,,,,
235,59,6,,,,,,,,,254.0,,,,
236,55,6,,,,,,,,,260.0,,,,
237,55,6,,,,,,,,,259.0,,,,
238,56,6,,,,,,,,,261.0,,,,
239,56,6,,,,,,,,,261.0,,,,
240,56,6,,,,,,,,,262.0,,,,
241,56,6,,,,,,,,,262.0,,,,
242,56,6,,,,,,,,,263.0,,,,
243,56,6,,,,,,,,,263.0,,,,
244,56,6,,,,,,,,,264.0,,,,
245,57,6,,,,,,,,,264.0,,,,
246,58,6,,,,,,,,,263.0,,,,
247,58,6,,,,,,,,,263.0,,,,
248,70,6,,,,,,,,,255.0,,,,
249,72,6,,,,,,,,,256.0,,,,
250,74,6,,,,,,,,,253.0,,,,
251,74,6,,,,,,,,,253.0,,,,
252,74,6,,,,,,,,,253.0,,,,
253,74,6,,,,,,,,,252.0,,,,
254,77,6,,,,,,,,,252.0,,,,
255,74,6,,,,,,,,,256.0,,,,
256,73,6,,,,,,,,,256.0,,,,
257,74,6,,,,,,,,,256.0,,,,
258,75,6,,,,,,,,,256.0,,,,
259,73,6,,,,,,,,,260.0,,,,
260,73,6,,,,,,,,,263.0,,,,
261,72,6,,,,,,,,,264.0,,,,
262,69,6,,,,,,,,,270.0,,,,
263,69,6,,,,,,,,,271.0,,,,
264,69,6,,,,,,,,,271.0,,,,
265,70,6,,,,,,,,,271.0,,,,
266,70,6,,,,,,,,,271.0,,,,
267,70,8,,,,,,,,,271.0,,,,
268,69,8,,,,,,,,,274.0,,,,
269,68,8,,,,,,,,,274.0,,,,
270,69,8,,,,,,,,,276.0,,,,
271,69,8,,,,,,,,,276.0,,,,
272,70,8,,,,,,,,,277.0,,,,
273,71,8,,,,,,,,,277.0,,,,
274,74,8,,,,,,,,,275.0,,,,
275,75,8,,,,,,,,,273.0,,,,
276,75,10,,,,,,,,,274.0,,,,
277,75,12,,,,,,,,,274.0,,,,
278,77,12,,,,,,,,,274.0,,,,
279,78,12,,,,,,,,,276.0,,,,
280,80,12,,,,,,,,,276.0,,,,
281,80,12,,,,,,,,,276.0,,,,
282,82,12,,,,,,,,,276.0,,,,
283,82,12,,,,,,,,,274.0,,,,
284,84,12,,,,,,,,,276.0,,,,
285,78,12,,,,,,,,,281.0,,,,
286,79,12,,,,,,,,,281.0,,,,
287,80,10,,,,,,,,,283.0,,,,
288,81,10,,,,,,,,,285.0,,,,
289,81,10,,,,,,,,,284.0,,,,
290,82,10,,,,,,,,,282.0,,,,
291,82,10,,,,,,,,,282.0,,,,
292,84,10,,,,,,,,,282.0,,,,
293,85,10,,,,,,,,,281.0,,,,
294,85,10,,,,,,,,,283.0,,,,
295,84,10,,,,,,,,,283.0,,,,
296,85,8,,,,,,,,,283.0,,,,
297,86,8,,,,,,,,,284.0,,,,
298,86,8,,,,,,,,,284.0,,,,
299,87,8,,,,,,,,,285.0,,,,
300,90,8,,,,,,,,,285.0,,,,
301,90,8,,,,,,,,,285.0,,,,
302,89,8,,,,,,,,,288.0,,,,
303,90,8,,,,,,,,,287.0,,,,
304,89,8,,,,,,,,,289.0,,,,
305,90,8,,,,,,,,,291.0,,,,
306,94,8,,,,,,,,,292.0,,,,
307,97,8,,,,,,,,,292.0,,,,
308,100,8,,,,,,,,,292.0,,,,
309,101,8,,,,,,,,,292.0,,,,
310,102,8,,,,,,,,,293.0,,,,
311,102,8,,,,,,,,,293.0,,,,
312,102,8,,,,,,,,,291.0,,,,
313,102,8,,,,,,,,,291.0,,,,
314,103,8,,,,,,,,,291.0,,,,
315,103,8,,,,,,,,,292.0,,,,
316,103,8,,,,,,,,,292.0,,,,
317,102,8,,,,,,,,,292.0,,,,
318,100,8,,,,,,,,,292.0,,,,
319,99,8,,,,,,,,,292.0,,,,
320,99,8,,,,,,,,,298.0,,,,
321,100,8,,,,,,,,,298.0,,,,
322,98,8,,,,,,,,,300.0,,,,
323,98,8,,,,,,,,,300.0,,,,
324,94,8,,,,,,,,,307.0,,,,
325,94,8,,,,,,,,,307.0,,,,
326,95,6,,,,,,,,,308.0,,,,
327,95,6,,,,,,,,,309.0,,,,
328,96,6,,,,,,,,,310.0,,,,
329,97,6,,,,,,,,,310.0,,,,
330,94,6,,,,,,,,,314.0,,,,
331,94,6,,,,,,,,,314.0,,,,
332,95,6,,,,,,,,,315.0,,,,
333,95,6,,,,,,,,,316.0,,,,
334,98,6,,,,,,,,,317.0,,,,
335,98,6,,,,,,,,,318.0,,,,
336,100,6,,,,,,,,,317.0,,,,
337,100,6,,,,,,,,,317.0,,,,
338,99,6,,,,,,,,,319.0,,,,
339,97,6,,,,,,,,,323.0,,,,
340,97,6,,,,,,,,,323.0,,,,
341,98,6,,,,,,,,,323.0,,,,
342,100,6,,,,,,,,,323.0,,,,
343,100,6,,,,,,,,,323.0,,,,
344,97,6,,,,,,,,,329.0,,,,
345,97,6,,,,,,,,,,329.0,,,
346,97,6,,,,,,,,,,330.0,,,
347,97,6,,,,,,,,,,330.0,,,
348,96,6,,,,,,,,,,333.0,,,
349,97,6,,,,,,,,,,333.0,,,
350,97,6,,,,,,,,,,332.0,,,
351,97,6,,,,,,,,,,333.0,,,
352,95,4,,,,,,,,,,340.0,,,
353,95,4,,,,,,,,,,340.0,,,
354,98,4,,,,,,,,,,340.0,,,
355,98,4,,,,,,,,,,340.0,,,
356,98,4,,,,,,,,,,340.0,,,
357,98,4,,,,,,,,,,341.0,,,
358,100,4,,,,,,,,,,342.0,,,
359,100,4,,,,,,,,,,343.0,,,
360,101,4,,,,,,,,,,347.0,,,
361,101,4,,,,,,,,,,348.0,,,
362,102,4,,,,,,,,,,349.0,,,
363,102,4,,,,,,,,,,348.0,,,
364,102,4,,,,,,,,,,348.0,,,
365,101,4,,,,,,,,,,348.0,,,
366,102,4,,,,,,,,,,348.0,,,
367,102,4,,,,,,,,,,347.0,,,
368,104,4,,,,,,,,,346.0,,,,
369,105,4,,,,,,,,,344.0,,,,
370,105,4,,,,,,,,,344.0,,,,
371,105,4,,,,,,,,,343.0,,,,
372,105,4,,,,,,,,,343.0,,,,
373,105,4,,,,,,,,,343.0,,,,
374,105,4,,,,,,,,,343.0,,,,
375,103,6,,,,,,,,,345.0,,,,
376,103,6,,,,,,,,,346.0,,,,
377,103,6,,,,,,,,,346.0,,,,
378,102,6,,,,,,,,,348.0,,,,
379,102,6,,,,,,,,,348.0,,,,
380,103,6,,,,,,,,,349.0,,,,
381,103,6,,,,,,,,,349.0,,,,
382,102,6,,,,,,,,,349.0,,,,
383,102,6,,,,,,,,,348.0,,,,
384,98,6,,,,,,,,,,352.0,,,
385,99,6,,,,,,,,,,352.0,,,
386,99,6,,,,,,,,,,352.0,,,
387,99,6,,,,,,,,,,352.0,,,
388,100,6,,,,,,,,,,353.0,,,
389,99,6,,,,,,,,,,353.0,,,
390,99,6,,,,,,,,,,353.0,,,
391,99,6,,,,,,,,,,352.0,,,
392,99,6,,,,,,,,,,355.0,,,
393,99,6,,,,,,,,,,355.0,,,
394,101,6,,,,,,,,,,355.0,,,
395,100,8,,,,,,,,,,354.0,,,
396,101,8,,,,,,,,,,354.0,,,
397,101,8,,,,,,,,,,354.0,,,
398,103,8,,,,,,,,,,352.0,,,
399,103,8,,,,,,,,,,352.0,,,
400,103,8,,,,,,,,,,352.0,,,
401,103,8,,,,,,,,,,351.0,,,
402,103,8,,,,,,,,,,351.0,,,
403,103,8,,,,,,,,,,351.0,,,
404,104,6,,,,,,,,,,355.0,,,
405,104,6,,,,,,,,,,355.0,,,
406,104,6,,,,,,,,,,354.0,,,
407,104,6,,,,,,,,,,354.0,,,
408,106,6,,,,,,,,,,356.0,,,
409,106,6,,,,,,,,,,356.0,,,
410,107,6,,,,,,,,,,357.0,,,
411,107,6,,,,,,,,,,357.0,,,
412,108,6,,,,,,,,,,358.0,,,
413,108,6,,,,,,,,,,358.0,,,
414,108,6,,,,,,,,,,359.0,,,
415,108,6,,,,,,,,,,359.0,,,
416,107,6,,,,,,,,,,363.0,,,
417,107,6,,,,,,,,,,363.0,,,
418,107,6,,,,,,,,,,363.0,,,
419,106,6,,,,,,,,,,362.0,,,
420,102,8,,,,,,,,,,370.0,,,
421,101,8,,,,,,,,,,370.0,,,
422,101,8,,,,,,,,,,370.0,,,
423,103,10,,,,,,,,,,367.0,,,
424,104,8,,,,,,,,,,369.0,,,
425,105,8,,,,,,,,,,367.0,,,
426,105,8,,,,,,,,,,368.0,,,
427,105,8,,,,,,,,,,368.0,,,
428,105,8,,,,,,,,,,368.0,,,
429,105,8,,,,,,,,,,368.0,,,
430,106,8,,,,,,,,,,369.0,,,
431,106,8,,,,,,,,,,369.0,,,
432,109,8,,,,,,,,,,368.0,,,
433,109,8,,,,,,,,,,368.0,,,
434,109,8,,,,,,,,,,368.0,,,
435,109,8,,,,,,,,,,368.0,,,
436,109,8,,,,,,,,,,368.0,,,
437,109,8,,,,,,,,,,368.0,,,
438,110,8,,,,,,,,,,368.0,,,
439,109,8,,,,,,,,,,368.0,,,
440,109,8,,,,,,,,,,373.0,,,
441,111,8,,,,,,,,,,373.0,,,
442,111,8,,,,,,,,,,373.0,,,
443,111,8,,,,,,,,,,372.0,,,
444,112,8,,,,,,,,,,372.0,,,
445,112,8,,,,,,,,,,372.0,,,
446,111,8,,,,,,,,,,372.0,,,
447,111,8,,,,,,,,,,372.0,,,
448,111,8,,,,,,,,,,372.0,,,
449,112,8,,,,,,,,,,369.0,,,
450,110,6,,,,,,,,,,377.0,,,
451,110,6,,,,,,,,,,377.0,,,
452,109,6,,,,,,,,,,380.0,,,
453,109,6,,,,,,,,,,380.0,,,
454,109,6,,,,,,,,,,379.0,,,
455,109,6,,,,,,,,,,379.0,,,
456,107,6,,,,,,,,,,383.0,,,
457,107,6,,,,,,,,,,383.0,,,
458,107,6,,,,,,,,,,383.0,,,
459,107,6,,,,,,,,,,383.0,,,
460,107,6,,,,,,,,,,386.0,,,
461,107,6,,,,,,,,,,386.0,,,
462,107,6,,,,,,,,,,388.0,,,
463,107,6,,,,,,,,,,388.0,,,
464,107,6,,,,,,,,,,390.0,,,
465,107,6,,,,,,,,,,391.0,,,
466,108,6,,,,,,,,,,393.0,,,
467,108,6,,,,,,,,,,393.0,,,
468,107,6,,,,,,,,,,395.0,,,
469,107,6,,,,,,,,,,396.0,,,
470,108,6,,,,,,,,,,394.0,,,
471,108,6,,,,,,,,,,394.0,,,
472,110,4,,,,,,,,,,397.0,,,
473,109,4,,,,,,,,,,397.0,,,
474,109,4,,,,,,,,,,398.0,,,
475,109,4,,,,,,,,,,398.0,,,
476,104,4,,,,,,,,,,405.0,,,
477,103,4,,,,,,,,,,408.0,,,
478,104,4,,,,,,,,,,410.0,,,
479,104,4,,,,,,,,,,410.0,,,
480,106,4,,,,,,,,,,407.0,,,
481,106,4,,,,,,,,,,407.0,,,
482,108,4,,,,,,,,,,405.0,,,
483,109,4,,,,,,,,,,405.0,,,
484,109,4,,,,,,,,,,405.0,,,
485,109,4,,,,,,,,,,404.0,,,
486,110,4,,,,,,,,,,404.0,,,
487,110,4,,,,,,,,,,404.0,,,
488,108,4,,,,,,,,,,410.0,,,
489,108,4,,,,,,,,,,410.0,,,
490,112,4,,,,,,,,,,411.0,,,
491,112,4,,,,,,,,,,411.0,,,
492,113,4,,,,,,,,,,411.0,,,
493,113,4,,,,,,,,,,411.0,,,
494,114,4,,,,,,,,,,411.0,,,
495,114,4,,,,,,,,,,411.0,,,
496,116,4,,,,,,,,,,412.0,,,
497,116,4,,,,,,,,,,412.0,,,
498,117,4,,,,,,,,,,414.0,,,
499,117,4,,,,,,,,,,413.0,,,
500,118,4,,,,,,,,,,413.0,,,
501,117,4,,,,,,,,,,412.0,,,
502,117,4,,,,,,,,,,414.0,,,
503,117,4,,,,,,,,,,414.0,,,
504,118,4,,,,,,,,,,415.0,,,
505,120,4,,,,,,,,,,415.0,,,
506,121,8,,,,,,,,,,410.0,,,
507,121,8,,,,,,,,,,410.0,,,
508,120,8,,,,,,,,,,411.0,,,
509,120,8,,,,,,,,,,410.0,,,
510,122,8,,,,,,,,,,410.0,,,
511,122,8,,,,,,,,,,411.0,,,
512,123,8,,,,,,,,,,411.0,,,
513,125,8,,,,,,,,,,411.0,,,
514,125,8,,,,,,,,,,411.0,,,
515,126,8,,,,,,,,,,411.0,,,
516,126,8,,,,,,,,,,411.0,,,
517,126,8,,,,,,,,,,411.0,,,
518,127,8,,,,,,,,,,411.0,,,
519,128,8,,,,,,,,,,409.0,,,
520,127,8,,,,,,,,,,413.0,,,
521,126,8,,,,,,,,,,413.0,,,
522,128,8,,,,,,,,,,415.0,,,
523,128,8,,,,,,,,,,415.0,,,
524,128,8,,,,,,,,,,415.0,,,
525,129,8,,,,,,,,,,416.0,,,
526,130,8,,,,,,,,,,417.0,,,
527,131,8,,,,,,,,,,415.0,,,
528,132,8,,,,,,,,,,416.0,,,
529,132,8,,,,,,,,,,415.0,,,
530,131,8,,,,,,,,,,416.0,,,
531,128,8,,,,,,,,,,421.0,,,
532,129,8,,,,,,,,,,421.0,,,
533,129,8,,,,,,,,,,421.0,,,
534,127,8,,,,,,,,,,424.0,,,
535,127,8,,,,,,,,,,424.0,,,
536,127,8,,,,,,,,,,426.0,,,
537,127,8,,,,,,,,,,427.0,,,
538,126,8,,,,,,,,,,427.0,,,
539,126,8,,,,,,,,,,426.0,,,
540,127,8,,,,,,,,,,,438.0,,
541,127,8,,,,,,,,,,,438.0,,
542,126,8,,,,,,,,,,,439.0,,
543,127,8,,,,,,,,,,,439.0,,
544,126,8,,,,,,,,,,,443.0,,
545,126,8,,,,,,,,,,,443.0,,
546,126,8,,,,,,,,,,,446.0,,
547,126,8,,,,,,,,,,,446.0,,
548,126,8,,,,,,,,,,,447.0,,
549,126,8,,,,,,,,,,,447.0,,
550,126,8,,,,,,,,,,,448.0,,
551,127,8,,,,,,,,,,,446.0,,
552,124,8,,,,,,,,,,,457.0,,
553,124,8,,,,,,,,,,,457.0,,
554,124,8,,,,,,,,,,,457.0,,
555,124,8,,,,,,,,,,,457.0,,
556,125,8,,,,,,,,,,,459.0,,
557,126,8,,,,,,,,,,,457.0,,
558,127,8,,,,,,,,,,,457.0,,
559,129,8,,,,,,,,,,,454.0,,
560,128,6,,,,,,,,,,,467.0,,
561,127,6,,,,,,,,,,,467.0,,
562,127,6,,,,,,,,,,,467.0,,
563,127,6,,,,,,,,,,,466.0,,
564,128,6,,,,,,,,,,,466.0,,
565,128,6,,,,,,,,,,,467.0,,
566,128,9,,,,,,,,,,,462.0,,
567,129,9,,,,,,,,,,,462.0,,
568,130,9,,,,,,,,,,,462.0,,
569,130,9,,,,,,,,,,,462.0,,
570,129,9,,,,,,,,,,,473.0,,
571,129,9,,,,,,,,,,,473.0,,
572,129,9,,,,,,,,,,,473.0,,
573,130,9,,,,,,,,,,,470.0,,
574,130,9,,,,,,,,,,,469.0,,
575,130,9,,,,,,,,,,,469.0,,
576,131,9,,,,,,,,,,,474.0,,
577,131,9,,,,,,,,,,,474.0,,
578,131,9,,,,,,,,,,,474.0,,
579,131,9,,,,,,,,,,,474.0,,
580,132,9,,,,,,,,,,,477.0,,
581,132,9,,,,,,,,,,,477.0,,
582,134,9,,,,,,,,,,,477.0,,
583,134,9,,,,,,,,,,,476.0,,
584,134,9,,,,,,,,,,,476.0,,
585,134,9,,,,,,,,,,,476.0,,
586,134,9,,,,,,,,,,,476.0,,
587,134,9,,,,,,,,,,,476.0,,
588,134,9,,,,,,,,,,,480.0,,
589,134,9,,,,,,,,,,,480.0,,
590,135,9,,,,,,,,,,,480.0,,
591,135,9,,,,,,,,,,,480.0,,
592,136,9,,,,,,,,,,,483.0,,
593,136,9,,,,,,,,,,,481.0,,
594,137,9,,,,,,,,,,,486.0,,
595,137,9,,,,,,,,,,,485.0,,
596,137,9,,,,,,,,,,,485.0,,
597,137,9,,,,,,,,,,,485.0,,
598,137,9,,,,,,,,,,,485.0,,
599,137,9,,,,,,,,,,,485.0,,
600,139,9,,,,,,,,,,,486.0,,
601,139,9,,,,,,,,,,,486.0,,
602,140,9,,,,,,,,,,,485.0,,
603,139,11,,,,,,,,,,,485.0,,
604,139,11,,,,,,,,,,,485.0,,
605,139,11,,,,,,,,,,,485.0,,
606,139,11,,,,,,,,,,,485.0,,
607,139,11,,,,,,,,,,,485.0,,
608,139,11,,,,,,,,,,,484.0,,
609,139,11,,,,,,,,,,,483.0,,
610,140,11,,,,,,,,,,,484.0,,
611,140,11,,,,,,,,,,,483.0,,
612,141,11,,,,,,,,,,,483.0,,
613,141,11,,,,,,,,,,,483.0,,
614,142,11,,,,,,,,,,,484.0,,
615,142,11,,,,,,,,,,,484.0,,
616,138,11,,,,,,,,,,,491.0,,
617,138,11,,,,,,,,,,,491.0,,
618,138,11,,,,,,,,,,,491.0,,
619,138,11,,,,,,,,,,,491.0,,
620,138,11,,,,,,,,,,,491.0,,
621,140,11,,,,,,,,,,,488.0,,
622,141,11,,,,,,,,,,,488.0,,
623,140,11,,,,,,,,,,,488.0,,
624,139,11,,,,,,,,,,,490.0,,
625,141,11,,,,,,,,,,,487.0,,
626,140,13,,,,,,,,,,,487.0,,
627,140,13,,,,,,,,,,,486.0,,
628,141,13,,,,,,,,,,,486.0,,
629,142,11,,,,,,,,,,,486.0,,
630,141,11,,,,,,,,,,,491.0,,
631,141,11,,,,,,,,,,,491.0,,
632,142,11,,,,,,,,,,,491.0,,
633,141,11,,,,,,,,,,,491.0,,
634,141,11,,,,,,,,,,,491.0,,
635,141,11,,,,,,,,,,,491.0,,
636,143,11,,,,,,,,,,,493.0,,
