day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
139,42,2,,,,,,,160.0,,,,,,,,,,
140,44,2,,,,,,,163.0,,,,,,,,,,
141,43,2,,,,,,,163.0,,,,,,,,,,
142,43,2,,,,,,,164.0,,,,,,,,,,
143,43,2,,,,,,,163.0,,,,,,,,,,
144,42,2,,,,,,,165.0,,,,,,,,,,
145,42,2,,,,,,,165.0,,,,,,,,,,
146,45,2,,,,,,,163.0,,,,,,,,,,
147,46,2,,,,,,,163.0,,,,,,,,,,
148,42,2,,,,,,,,172.0,,,,,,,,,
149,41,2,,,,,,,,172.0,,,,,,,,,
150,41,2,,,,,,,,172.0,,,,,,,,,
151,42,2,,,,,,,,172.0,,,,,,,,,
152,41,2,,,,,,,,174.0,,,,,,,,,
153,44,2,,,,,,,,175.0,,,,,,,,,
154,45,2,,,,,,,,177.0,,,,,,,,,
155,44,2,,,,,,,,178.0,,,,,,,,,
156,43,2,,,,,,,,181.0,,,,,,,,,
157,43,2,,,,,,,,182.0,,,,,,,,,
158,43,2,,,,,,,,182.0,,,,,,,,,
159,41,2,,,,,,,,185.0,,,,,,,,,
160,43,2,,,,,,,,187.0,,,,,,,,,
161,43,2,,,,,,,,187.0,,,,,,,,,
162,43,2,,,,,,,,186.0,,,,,,,,,
163,44,2,,,,,,,,186.0,,,,,,,,,
164,45,2,,,,,,,,186.0,,,,,,,,,
165,48,2,,,,,,,,185.0,,,,,,,,,
166,48,2,,,,,,,,188.0,,,,,,,,,
167,47,2,,,,,,,,188.0,,,,,,,,,
168,48,2,,,,,,,,189.0,,,,,,,,,
169,49,2,,,,,,,,188.0,,,,,,,,,
170,50,2,,,,,,,,188.0,,,,,,,,,
171,49,2,,,,,,,,190.0,,,,,,,,,
172,46,2,,,,,,,,,198.0,,,,,,,,
173,46,2,,,,,,,,,198.0,,,,,,,,
174,47,4,,,,,,,,,196.0,,,,,,,,
175,48,4,,,,,,,,,197.0,,,,,,,,
176,49,4,,,,,,,,,200.0,,,,,,,,
177,49,4,,,,,,,,,200.0,,,,,,,,
178,52,4,,,,,,,,,201.0,,,,,,,,
179,53,4,,,,,,,,,201.0,,,,,,,,
180,53,4,,,,,,,,,210.0,,,,,,,,
181,57,4,,,,,,,,,210.0,,,,,,,,
182,57,4,,,,,,,,,210.0,,,,,,,,
183,56,4,,,,,,,,,215.0,,,,,,,,
184,54,4,,,,,,,,,218.0,,,,,,,,
185,54,4,,,,,,,,,218.0,,,,,,,,
186,55,4,,,,,,,,,218.0,,,,,,,,
187,55,4,,,,,,,,,219.0,,,,,,,,
188,53,4,,,,,,,,,222.0,,,,,,,,
189,53,4,,,,,,,,,222.0,,,,,,,,
190,54,4,,,,,,,,,222.0,,,,,,,,
191,53,4,,,,,,,,,222.0,,,,,,,,
192,53,4,,,,,,,,,226.0,,,,,,,,
193,53,4,,,,,,,,,226.0,,,,,,,,
194,58,6,,,,,,,,,219.0,,,,,,,,
195,57,6,,,,,,,,,219.0,,,,,,,,
196,56,6,,,,,,,,,222.0,,,,,,,,
197,58,6,,,,,,,,,222.0,,,,,,,,
198,59,6,,,,,,,,,224.0,,,,,,,,
199,57,6,,,,,,,,,228.0,,,,,,,,
200,61,6,,,,,,,,,230.0,,,,,,,,
201,63,6,,,,,,,,,230.0,,,,,,,,
202,64,8,,,,,,,,,233.0,,,,,,,,
203,63,8,,,,,,,,,235.0,,,,,,,,
204,64,8,,,,,,,,,236.0,,,,,,,,
205,63,10,,,,,,,,,236.0,,,,,,,,
206,61,12,,,,,,,,,236.0,,,,,,,,
207,63,12,,,,,,,,,236.0,,,,,,,,
208,62,12,,,,,,,,,242.0,,,,,,,,
209,62,12,,,,,,,,,242.0,,,,,,,,
210,65,12,,,,,,,,,244.0,,,,,,,,
211,67,10,,,,,,,,,244.0,,,,,,,,
212,67,10,,,,,,,,,244.0,,,,,,,,
213,67,10,,,,,,,,,244.0,,,,,,,,
214,66,10,,,,,,,,,245.0,,,,,,,,
215,66,10,,,,,,,,,245.0,,,,,,,,
216,67,10,,,,,,,,,246.0,,,,,,,,
217,67,10,,,,,,,,,246.0,,,,,,,,
218,69,10,,,,,,,,,246.0,,,,,,,,
219,69,10,,,,,,,,,246.0,,,,,,,,
220,66,10,,,,,,,,,254.0,,,,,,,,
221,66,10,,,,,,,,,254.0,,,,,,,,
222,53,4,,,,,,,,,274.0,,,,,,,,
223,54,4,,,,,,,,,274.0,,,,,,,,
224,55,4,,,,,,,,,276.0,,,,,,,,
225,55,4,,,,,,,,,277.0,,,,,,,,
226,55,4,,,,,,,,,277.0,,,,,,,,
227,57,4,,,,,,,,,275.0,,,,,,,,
228,61,4,,,,,,,,,275.0,,,,,,,,
229,61,4,,,,,,,,,275.0,,,,,,,,
230,61,4,,,,,,,,,278.0,,,,,,,,
231,61,4,,,,,,,,,278.0,,,,,,,,
232,60,4,,,,,,,,,278.0,,,,,,,,
233,59,4,,,,,,,,,278.0,,,,,,,,
234,60,4,,,,,,,,,280.0,,,,,,,,
235,60,4,,,,,,,,,281.0,,,,,,,,
236,59,4,,,,,,,,,285.0,,,,,,,,
237,59,4,,,,,,,,,285.0,,,,,,,,
238,60,4,,,,,,,,,287.0,,,,,,,,
239,60,4,,,,,,,,,287.0,,,,,,,,
240,60,4,,,,,,,,,288.0,,,,,,,,
241,60,4,,,,,,,,,287.0,,,,,,,,
242,60,4,,,,,,,,,288.0,,,,,,,,
243,60,4,,,,,,,,,287.0,,,,,,,,
244,59,4,,,,,,,,,289.0,,,,,,,,
245,59,4,,,,,,,,,289.0,,,,,,,,
246,60,4,,,,,,,,,289.0,,,,,,,,
247,60,4,,,,,,,,,289.0,,,,,,,,
248,61,4,,,,,,,,,293.0,,,,,,,,
249,72,13,,,,,,,,,275.0,,,,,,,,
250,73,13,,,,,,,,,275.0,,,,,,,,
251,73,13,,,,,,,,,275.0,,,,,,,,
252,73,13,,,,,,,,,275.0,,,,,,,,
253,72,13,,,,,,,,,274.0,,,,,,,,
254,74,15,,,,,,,,,274.0,,,,,,,,
255,73,15,,,,,,,,,277.0,,,,,,,,
256,73,15,,,,,,,,,276.0,,,,,,,,
257,74,15,,,,,,,,,276.0,,,,,,,,
258,74,15,,,,,,,,,276.0,,,,,,,,
259,69,15,,,,,,,,,283.0,,,,,,,,
260,68,15,,,,,,,,,286.0,,,,,,,,
261,68,15,,,,,,,,,287.0,,,,,,,,
262,64,15,,,,,,,,,294.0,,,,,,,,
263,65,15,,,,,,,,,295.0,,,,,,,,
264,65,15,,,,,,,,,295.0,,,,,,,,
265,66,15,,,,,,,,,295.0,,,,,,,,
266,67,17,,,,,,,,,291.0,,,,,,,,
267,67,19,,,,,,,,,292.0,,,,,,,,
268,62,19,,,,,,,,,298.0,,,,,,,,
269,62,19,,,,,,,,,298.0,,,,,,,,
270,63,19,,,,,,,,,300.0,,,,,,,,
271,63,19,,,,,,,,,300.0,,,,,,,,
272,64,19,,,,,,,,,302.0,,,,,,,,
273,65,19,,,,,,,,,302.0,,,,,,,,
274,66,19,,,,,,,,,303.0,,,,,,,,
275,66,19,,,,,,,,,303.0,,,,,,,,
276,67,19,,,,,,,,,305.0,,,,,,,,
277,67,21,,,,,,,,,305.0,,,,,,,,
278,69,21,,,,,,,,,305.0,,,,,,,,
279,70,21,,,,,,,,,307.0,,,,,,,,
280,72,21,,,,,,,,,308.0,,,,,,,,
281,72,21,,,,,,,,,309.0,,,,,,,,
282,74,25,,,,,,,,,304.0,,,,,,,,
283,74,25,,,,,,,,,304.0,,,,,,,,
284,75,25,,,,,,,,,307.0,,,,,,,,
285,69,23,,,,,,,,,316.0,,,,,,,,
286,70,23,,,,,,,,,316.0,,,,,,,,
287,69,23,,,,,,,,,318.0,,,,,,,,
288,71,21,,,,,,,,,321.0,,,,,,,,
289,71,21,,,,,,,,,320.0,,,,,,,,
290,72,21,,,,,,,,,319.0,,,,,,,,
291,72,21,,,,,,,,,319.0,,,,,,,,
292,74,21,,,,,,,,,319.0,,,,,,,,
293,75,21,,,,,,,,,318.0,,,,,,,,
294,75,21,,,,,,,,,320.0,,,,,,,,
295,75,21,,,,,,,,,320.0,,,,,,,,
296,75,21,,,,,,,,,319.0,,,,,,,,
297,74,21,,,,,,,,,322.0,,,,,,,,
298,74,21,,,,,,,,,321.0,,,,,,,,
299,75,21,,,,,,,,,322.0,,,,,,,,
300,80,17,,,,,,,,,322.0,,,,,,,,
301,81,17,,,,,,,,,322.0,,,,,,,,
302,81,15,,,,,,,,,325.0,,,,,,,,
303,82,15,,,,,,,,,325.0,,,,,,,,
304,82,15,,,,,,,,,327.0,,,,,,,,
305,83,15,,,,,,,,,329.0,,,,,,,,
306,87,15,,,,,,,,,330.0,,,,,,,,
307,90,15,,,,,,,,,330.0,,,,,,,,
308,93,15,,,,,,,,,330.0,,,,,,,,
309,94,15,,,,,,,,,330.0,,,,,,,,
310,94,16,,,,,,,,,332.0,,,,,,,,
311,94,16,,,,,,,,,332.0,,,,,,,,
312,94,16,,,,,,,,,332.0,,,,,,,,
313,94,16,,,,,,,,,332.0,,,,,,,,
314,96,16,,,,,,,,,332.0,,,,,,,,
315,96,18,,,,,,,,,332.0,,,,,,,,
316,96,18,,,,,,,,,332.0,,,,,,,,
317,95,18,,,,,,,,,332.0,,,,,,,,
318,94,18,,,,,,,,,332.0,,,,,,,,
319,94,18,,,,,,,,,331.0,,,,,,,,
320,93,20,,,,,,,,,337.0,,,,,,,,
321,94,20,,,,,,,,,337.0,,,,,,,,
322,91,20,,,,,,,,,339.0,,,,,,,,
323,91,20,,,,,,,,,339.0,,,,,,,,
324,86,18,,,,,,,,,348.0,,,,,,,,
325,87,18,,,,,,,,,346.0,,,,,,,,
326,87,18,,,,,,,,,347.0,,,,,,,,
327,87,18,,,,,,,,,346.0,,,,,,,,
328,88,18,,,,,,,,,346.0,,,,,,,,
329,89,18,,,,,,,,,346.0,,,,,,,,
330,86,18,,,,,,,,,350.0,,,,,,,,
331,85,18,,,,,,,,,350.0,,,,,,,,
332,86,18,,,,,,,,,351.0,,,,,,,,
333,86,18,,,,,,,,,352.0,,,,,,,,
334,89,18,,,,,,,,,352.0,,,,,,,,
335,88,20,,,,,,,,,351.0,,,,,,,,
336,90,20,,,,,,,,,350.0,,,,,,,,
337,90,20,,,,,,,,,349.0,,,,,,,,
338,89,20,,,,,,,,,351.0,,,,,,,,
339,87,18,,,,,,,,,357.0,,,,,,,,
340,87,18,,,,,,,,,357.0,,,,,,,,
341,88,18,,,,,,,,,357.0,,,,,,,,
342,90,18,,,,,,,,,357.0,,,,,,,,
343,90,18,,,,,,,,,356.0,,,,,,,,
344,90,18,,,,,,,,,,360.0,,,,,,,
345,90,18,,,,,,,,,,361.0,,,,,,,
346,90,18,,,,,,,,,,362.0,,,,,,,
347,89,20,,,,,,,,,,362.0,,,,,,,
348,89,20,,,,,,,,,,363.0,,,,,,,
349,89,20,,,,,,,,,,363.0,,,,,,,
350,89,20,,,,,,,,,,363.0,,,,,,,
351,88,20,,,,,,,,,,364.0,,,,,,,
352,89,20,,,,,,,,,,366.0,,,,,,,
353,89,20,,,,,,,,,,366.0,,,,,,,
354,92,20,,,,,,,,,,366.0,,,,,,,
355,92,20,,,,,,,,,,366.0,,,,,,,
356,92,20,,,,,,,,,,366.0,,,,,,,
357,92,20,,,,,,,,,,367.0,,,,,,,
358,94,20,,,,,,,,,,368.0,,,,,,,
359,94,20,,,,,,,,,,369.0,,,,,,,
360,95,20,,,,,,,,,,373.0,,,,,,,
361,95,20,,,,,,,,,,373.0,,,,,,,
362,95,22,,,,,,,,,,373.0,,,,,,,
363,95,22,,,,,,,,,,372.0,,,,,,,
364,95,22,,,,,,,,,,373.0,,,,,,,
365,94,22,,,,,,,,,,373.0,,,,,,,
366,95,22,,,,,,,,,,374.0,,,,,,,
367,95,22,,,,,,,,,,373.0,,,,,,,
368,97,22,,,,,,,,,,373.0,,,,,,,
369,97,22,,,,,,,,,,373.0,,,,,,,
370,97,22,,,,,,,,,,373.0,,,,,,,
371,97,22,,,,,,,,,,373.0,,,,,,,
372,97,22,,,,,,,,,,373.0,,,,,,,
373,97,22,,,,,,,,,,373.0,,,,,,,
374,101,26,,,,,,,,,,363.0,,,,,,,
375,97,26,,,,,,,,,,369.0,,,,,,,
376,96,26,,,,,,,,,,370.0,,,,,,,
377,96,26,,,,,,,,,,369.0,,,,,,,
378,93,26,,,,,,,,,,373.0,,,,,,,
379,93,26,,,,,,,,,,373.0,,,,,,,
380,92,26,,,,,,,,,,375.0,,,,,,,
381,93,26,,,,,,,,,,373.0,,,,,,,
382,93,26,,,,,,,,,,373.0,,,,,,,
383,93,26,,,,,,,,,,373.0,,,,,,,
384,91,22,,,,,,,,,,380.0,,,,,,,
385,92,22,,,,,,,,,,380.0,,,,,,,
386,92,22,,,,,,,,,,380.0,,,,,,,
387,92,22,,,,,,,,,,381.0,,,,,,,
388,93,22,,,,,,,,,,382.0,,,,,,,
389,93,22,,,,,,,,,,382.0,,,,,,,
390,93,22,,,,,,,,,,382.0,,,,,,,
391,93,22,,,,,,,,,,382.0,,,,,,,
392,93,22,,,,,,,,,,385.0,,,,,,,
393,94,22,,,,,,,,,,383.0,,,,,,,
394,96,22,,,,,,,,,,382.0,,,,,,,
395,95,24,,,,,,,,,,382.0,,,,,,,
396,96,24,,,,,,,,,,382.0,,,,,,,
397,96,24,,,,,,,,,,382.0,,,,,,,
398,97,24,,,,,,,,,,381.0,,,,,,,
399,97,24,,,,,,,,,,381.0,,,,,,,
400,97,24,,,,,,,,,,382.0,,,,,,,
401,97,24,,,,,,,,,,382.0,,,,,,,
402,97,24,,,,,,,,,,382.0,,,,,,,
403,97,24,,,,,,,,,,382.0,,,,,,,
404,98,24,,,,,,,,,,384.0,,,,,,,
405,98,24,,,,,,,,,,383.0,,,,,,,
406,98,24,,,,,,,,,,382.0,,,,,,,
407,98,24,,,,,,,,,,382.0,,,,,,,
408,101,24,,,,,,,,,,382.0,,,,,,,
409,101,24,,,,,,,,,,382.0,,,,,,,
410,102,24,,,,,,,,,,383.0,,,,,,,
411,102,24,,,,,,,,,,383.0,,,,,,,
412,103,24,,,,,,,,,,384.0,,,,,,,
413,103,24,,,,,,,,,,384.0,,,,,,,
414,103,24,,,,,,,,,,385.0,,,,,,,
415,103,24,,,,,,,,,,385.0,,,,,,,
416,102,24,,,,,,,,,,,390.0,,,,,,
417,102,24,,,,,,,,,,,390.0,,,,,,
418,103,24,,,,,,,,,,,388.0,,,,,,
419,103,24,,,,,,,,,,,388.0,,,,,,
420,101,18,,,,,,,,,,,,402.0,,,,,
421,101,18,,,,,,,,,,,,402.0,,,,,
422,101,18,,,,,,,,,,,,401.0,,,,,
423,101,18,,,,,,,,,,,,403.0,,,,,
424,101,14,,,,,,,,,,,,408.0,,,,,
425,101,14,,,,,,,,,,,,408.0,,,,,
426,101,14,,,,,,,,,,,,409.0,,,,,
427,101,14,,,,,,,,,,,,409.0,,,,,
428,101,14,,,,,,,,,,,,409.0,,,,,
429,101,14,,,,,,,,,,,,409.0,,,,,
430,102,14,,,,,,,,,,,,410.0,,,,,
431,102,14,,,,,,,,,,,,410.0,,,,,
432,107,14,,,,,,,,,,,,407.0,,,,,
433,107,14,,,,,,,,,,,,407.0,,,,,
434,107,14,,,,,,,,,,,,407.0,,,,,
435,107,14,,,,,,,,,,,,407.0,,,,,
436,107,14,,,,,,,,,,,,407.0,,,,,
437,107,14,,,,,,,,,,,,407.0,,,,,
438,108,14,,,,,,,,,,,,407.0,,,,,
439,108,14,,,,,,,,,,,,407.0,,,,,
440,111,14,9,,,,,,,,,,399.0,,,,,,
441,113,14,9,,,,,,,,,,398.0,,,,,,
442,113,14,9,,,,,,,,,,398.0,,,,,,
443,113,14,9,,,,,,,,,,397.0,,,,,,
444,114,14,9,,,,,,,,,,397.0,,,,,,
445,115,12,9,,,,,,,,,,397.0,,,,,,
446,115,12,9,,,,,,,,,,397.0,,,,,,
447,114,12,9,,,,,,,,,,397.0,,,,,,
448,114,12,9,,,,,,,,,,397.0,,,,,,
449,114,12,9,,,,,,,,,,397.0,,,,,,
450,113,12,9,,,,,,,,,,402.0,,,,,,
451,113,12,9,,,,,,,,,,402.0,,,,,,
452,112,12,9,,,,,,,,,,405.0,,,,,,
453,112,12,9,,,,,,,,,,405.0,,,,,,
454,112,12,9,,,,,,,,,,405.0,,,,,,
455,112,12,9,,,,,,,,,,404.0,,,,,,
456,112,12,9,,,,,,,,,,408.0,,,,,,
457,112,12,9,,,,,,,,,,408.0,,,,,,
458,112,12,9,,,,,,,,,,409.0,,,,,,
459,112,12,9,,,,,,,,,,409.0,,,,,,
460,113,12,9,,,,,,,,,,410.0,,,,,,
461,113,12,9,,,,,,,,,,410.0,,,,,,
462,112,12,9,,,,,,,,,,412.0,,,,,,
463,112,12,9,,,,,,,,,,412.0,,,,,,
464,112,12,9,,,,,,,,,,414.0,,,,,,
465,112,12,9,,,,,,,,,,415.0,,,,,,
466,113,12,9,,,,,,,,,,417.0,,,,,,
467,113,12,9,,,,,,,,,,417.0,,,,,,
468,111,12,9,,,,,,,,,,420.0,,,,,,
469,111,12,9,,,,,,,,,,421.0,,,,,,
470,111,12,9,,,,,,,,,,421.0,,,,,,
471,111,12,9,,,,,,,,,,421.0,,,,,,
472,114,10,9,,,,,,,,,,424.0,,,,,,
473,114,10,9,,,,,,,,,,423.0,,,,,,
474,115,10,9,,,,,,,,,,424.0,,,,,,
475,114,10,9,,,,,,,,,,424.0,,,,,,
476,108,10,9,,,,,,,,,,432.0,,,,,,
477,108,10,9,,,,,,,,,,434.0,,,,,,
478,109,10,9,,,,,,,,,,435.0,,,,,,
479,109,10,9,,,,,,,,,,435.0,,,,,,
480,109,10,9,,,,,,,,,,434.0,,,,,,
481,109,10,9,,,,,,,,,,434.0,,,,,,
482,109,10,9,,,,,,,,,,434.0,,,,,,
483,110,10,9,,,,,,,,,,434.0,,,,,,
484,112,12,9,,,,,,,,,,430.0,,,,,,
485,112,12,9,,,,,,,,,,430.0,,,,,,
486,113,12,9,,,,,,,,,,430.0,,,,,,
487,113,12,9,,,,,,,,,,430.0,,,,,,
488,111,12,9,,,,,,,,,,436.0,,,,,,
489,111,12,9,,,,,,,,,,436.0,,,,,,
490,114,12,9,,,,,,,,,,438.0,,,,,,
491,114,12,9,,,,,,,,,,438.0,,,,,,
492,115,12,9,,,,,,,,,,438.0,,,,,,
493,115,12,9,,,,,,,,,,438.0,,,,,,
494,116,12,9,,,,,,,,,,438.0,,,,,,
495,116,12,9,,,,,,,,,,438.0,,,,,,
496,118,12,9,,,,,,,,,,439.0,,,,,,
497,118,12,9,,,,,,,,,,439.0,,,,,,
498,119,12,9,,,,,,,,,,441.0,,,,,,
499,121,12,9,,,,,,,,,,438.0,,,,,,
500,122,12,9,,,,,,,,,,438.0,,,,,,
501,121,12,9,,,,,,,,,,437.0,,,,,,
502,120,12,9,,,,,,,,,,440.0,,,,,,
503,120,12,9,,,,,,,,,,440.0,,,,,,
504,121,12,9,,,,,,,,,,441.0,,,,,,
505,123,12,9,,,,,,,,,,441.0,,,,,,
506,124,12,9,,,,,,,,,,441.0,,,,,,
507,124,12,9,,,,,,,,,,441.0,,,,,,
508,126,12,9,,,,,,,,,,439.0,,,,,,
509,126,12,9,,,,,,,,,,439.0,,,,,,
510,126,12,9,,,,,,,,,,442.0,,,,,,
511,125,12,9,,,,,,,,,,444.0,,,,,,
512,126,12,9,,,,,,,,,,444.0,,,,,,
513,128,12,9,,,,,,,,,,444.0,,,,,,
514,128,12,9,,,,,,,,,,445.0,,,,,,
515,129,12,9,,,,,,,,,,445.0,,,,,,
516,130,12,9,,,,,,,,,,443.0,,,,,,
517,130,12,9,,,,,,,,,,443.0,,,,,,
518,131,12,9,,,,,,,,,,443.0,,,,,,
519,131,12,9,,,,,,,,,,442.0,,,,,,
520,128,12,9,,,,,,,,,,448.0,,,,,,
521,128,12,9,,,,,,,,,,448.0,,,,,,
522,131,12,9,,,,,,,,,,448.0,,,,,,
523,130,12,9,,,,,,,,,,448.0,,,,,,
524,130,12,9,,,,,,,,,,448.0,,,,,,
525,130,12,9,,,,,,,,,,450.0,,,,,,
526,131,12,9,,,,,,,,,,450.0,,,,,,
527,131,12,9,,,,,,,,,,450.0,,,,,,
528,132,12,9,,,,,,,,,,451.0,,,,,,
529,132,12,9,,,,,,,,,,451.0,,,,,,
530,132,12,9,,,,,,,,,,452.0,,,,,,
531,131,12,9,,,,,,,,,,455.0,,,,,,
532,132,12,9,,,,,,,,,,455.0,,,,,,
533,132,12,9,,,,,,,,,,455.0,,,,,,
534,130,12,9,,,,,,,,,,458.0,,,,,,
535,130,12,9,,,,,,,,,,458.0,,,,,,
