day_counter,0,1,2,3,4,5,6,7,8,9,10
205,84,10,,,,,,,,203.0,
206,86,19,,,,,,,,192.0,
207,88,19,,,,,,,,192.0,
208,87,19,,,,,,,,,198.0
209,87,19,,,,,,,,,198.0
210,90,19,,,,,,,,,200.0
211,91,19,,,,,,,,,200.0
212,91,19,,,,,,,,,200.0
213,91,19,,,,,,,,,200.0
214,91,19,,,,,,,,,201.0
215,91,19,,,,,,,,,202.0
216,91,21,,,,,,,,,202.0
217,91,21,,,,,,,,,202.0
218,93,21,,,,,,,,,202.0
219,93,21,,,,,,,,,202.0
220,92,19,,,,,,,,,209.0
221,93,21,,,,,,,,,205.0
222,76,15,,,,,,,,,228.0
223,77,15,,,,,,,,,228.0
224,79,17,,,,,,,,,226.0
225,79,17,,,,,,,,,227.0
226,79,17,,,,,,,,,227.0
227,80,17,,,,,,,,,227.0
228,83,17,,,,,,,,,229.0
229,83,17,,,,,,,,,229.0
230,83,17,,,,,,,,,233.0
231,83,17,,,,,,,,,234.0
232,83,17,,,,,,,,,234.0
233,83,17,,,,,,,,,234.0
234,84,17,,,,,,,,,236.0
235,84,17,,,,,,,,,237.0
236,84,17,,,,,,,,,240.0
237,84,17,,,,,,,,,240.0
238,97,25,,,,,,,,,221.0
239,97,25,,,,,,,,,221.0
240,97,25,,,,,,,,,222.0
241,97,25,,,,,,,,,222.0
242,96,27,,,,,,,,,221.0
243,96,27,,,,,,,,,221.0
244,96,27,,,,,,,,,221.0
245,97,27,,,,,,,,,221.0
246,98,27,,,,,,,,,221.0
247,98,27,,,,,,,,,221.0
248,100,24,,,,,,,,,227.0
249,102,24,,,,,,,,,228.0
250,103,24,,,,,,,,,228.0
251,103,24,,,,,,,,,227.0
252,104,24,,,,,,,,,227.0
253,104,24,,,,,,,,,227.0
254,107,24,,,,,,,,,227.0
255,107,24,,,,,,,,,228.0
256,107,24,,,,,,,,,227.0
257,108,24,,,,,,,,,227.0
258,109,24,,,,,,,,,227.0
259,105,24,,,,,,,,,233.0
260,105,24,,,,,,,,,236.0
261,105,24,,,,,,,,,237.0
262,102,24,,,,,,,,,244.0
263,103,24,,,,,,,,,245.0
264,103,24,,,,,,,,,245.0
265,104,24,,,,,,,,,245.0
266,104,26,,,,,,,,,242.0
267,108,26,,,,,,,,,240.0
268,105,26,,,,,,,,,245.0
269,105,26,,,,,,,,,245.0
270,107,22,,,,,,,,,250.0
271,107,22,,,,,,,,,250.0
272,108,20,,,,,,,,,254.0
273,110,22,,,,,,,,,250.0
274,111,22,,,,,,,,,251.0
275,111,22,,,,,,,,,251.0
276,112,22,,,,,,,,,253.0
277,113,22,,,,,,,,,254.0
278,115,22,,,,,,,,,253.0
279,114,26,,,,,,,,,253.0
280,116,26,,,,,,,,,253.0
281,116,26,,,,,,,,,254.0
282,118,26,,,,,,,,,254.0
283,118,26,,,,,,,,,253.0
284,119,26,,,,,,,,,256.0
285,115,26,,,,,,,,,261.0
286,116,26,,,,,,,,,261.0
287,116,26,,,,,,,,,263.0
288,117,26,,,,,,,,,266.0
289,117,29,,,,,,,,,262.0
290,118,29,,,,,,,,,262.0
291,118,29,,,,,,,,,262.0
292,120,29,,,,,,,,,262.0
293,121,29,,,,,,,,261.0,
294,121,29,,,,,,,,262.0,
295,121,29,,,,,,,,262.0,
296,122,29,,,,,,,,259.0,
297,122,29,,,,,,,,261.0,
298,123,29,,,,,,,,261.0,
299,124,29,,,,,,,,262.0,
300,127,29,,,,,,,,262.0,
301,128,29,,,,,,,,262.0,
302,127,29,,,,,,,,265.0,
303,128,29,,,,,,,,265.0,
304,128,27,,,,,,,,269.0,
305,129,27,,,,,,,,271.0,
306,133,27,,,,,,,,272.0,
307,136,27,,,,,,,,272.0,
308,139,31,,,,,,,,267.0,
309,140,31,,,,,,,,267.0,
310,139,25,,,,,,,,277.0,
311,139,25,,,,,,,,277.0,
312,142,25,,,,,,,,272.0,
313,142,25,,,,,,,,272.0,
314,145,25,,,,,,,,272.0,
315,147,25,,,,,,,271.0,,
316,148,25,,,,,,,270.0,,
317,148,27,,,,,,,267.0,,
318,148,27,,,,,,,267.0,,
319,149,27,,,,,,,267.0,,
320,149,25,,,,,,,277.0,,
321,151,25,,,,,,,275.0,,
322,150,27,,,,,,,274.0,,
323,150,27,,,,,,,274.0,,
324,148,27,,,,,,,279.0,,
325,151,27,,,,,,,275.0,,
326,151,27,,,,,,,276.0,,
327,151,27,,,,,,,277.0,,
328,152,27,,,,,,,278.0,,
329,153,27,,,,,,,278.0,,
330,150,24,,,,,,,285.0,,
331,150,24,,,,,,,285.0,,
332,151,24,,,,,,,286.0,,
333,151,24,,,,,,,287.0,,
334,154,24,,,,,,287.0,,,
335,154,24,,,,,,288.0,,,
336,156,24,,,,,,287.0,,,
337,156,24,,,,,,287.0,,,
338,156,22,,,,,,290.0,,,
339,154,20,,,,,,296.0,,,
340,154,20,,,,,,295.0,,,
341,155,20,,,,,,295.0,,,
342,157,20,,,,,,294.0,,,
343,157,20,,,,,,294.0,,,
344,157,17,,,,,,301.0,,,
345,161,20,,,,,,294.0,,,
346,161,20,,,,,,296.0,,,
347,161,20,,,,,,297.0,,,
348,158,20,,,,,,302.0,,,
349,159,20,,,,,,302.0,,,
350,159,20,,,,,,301.0,,,
351,159,20,,,,,,302.0,,,
352,156,17,,,,,,311.0,,,
353,156,17,,,,,,311.0,,,
354,159,17,,,,,,311.0,,,
355,159,17,,,,,,311.0,,,
356,159,17,,,,,,311.0,,,
357,159,17,,,,,,312.0,,,
358,161,17,,,,,,312.0,,,
359,160,19,,,,,,312.0,,,
360,161,19,,,,,,316.0,,,
361,161,19,,,,,,,317.0,,
362,163,23,,,,,,,312.0,,
363,163,23,,,,,,,312.0,,
364,164,24,,,,,,,310.0,,
365,164,24,,,,,,,310.0,,
366,165,24,,,,,,,311.0,,
367,165,24,,,,,,,311.0,,
368,167,24,,,,,,,311.0,,
369,167,24,,,,,,,311.0,,
370,167,24,,,,,,,310.0,,
371,167,24,,,,,,,310.0,,
372,167,24,4,,,,,,305.0,,
373,167,24,4,,,,,,305.0,,
374,168,24,4,,,,,,303.0,,
375,164,24,4,,,,,,309.0,,
376,164,24,4,,,,,,310.0,,
377,164,24,4,,,,,,309.0,,
378,164,24,8,,,,,,305.0,,
379,164,24,8,,,,,,305.0,,
380,165,24,8,,,,,,306.0,,
381,165,24,8,,,,,,306.0,,
382,165,24,8,,,,,,306.0,,
383,165,24,8,,,,,,305.0,,
384,162,24,8,,,,,,309.0,,
385,163,24,8,,,,,,308.0,,
386,165,24,8,,,,,,305.0,,
387,165,24,8,,,,,,306.0,,
388,165,26,8,,,,,,305.0,,
389,165,26,8,,,,,,305.0,,
390,165,26,8,,,,,,305.0,,
391,165,26,8,,,,,,304.0,,
392,165,26,8,,,,,,307.0,,
393,168,26,8,,,,,,303.0,,
394,170,26,8,,,,,,303.0,,
395,170,26,8,,,,,,304.0,,
396,171,26,8,,,,,,303.0,,
397,171,26,8,,,,,,303.0,,
398,172,26,8,,,,,,303.0,,
399,172,26,8,,,,,,303.0,,
400,172,28,8,,,,,,303.0,,
401,174,28,8,,,,,,300.0,,
402,174,28,8,,,,,,300.0,,
403,174,28,8,,,,,,300.0,,
404,174,28,4,,,,,,307.0,,
405,175,30,4,,,,,,303.0,,
406,175,30,4,,,,,,303.0,,
407,175,30,4,,,,,,303.0,,
408,177,32,4,,,,,,301.0,,
409,177,32,4,,,,,,301.0,,
410,178,32,4,,,,,,301.0,,
411,178,32,4,,,,,,301.0,,
412,179,32,4,,,,,,302.0,,
413,179,32,4,,,,,,302.0,,
414,179,32,4,,,,,,301.0,,
415,179,32,4,,,,,,301.0,,
416,177,32,4,,,,,,306.0,,
417,177,32,4,,,,,,306.0,,
418,177,32,4,,,,,,306.0,,
419,177,32,4,,,,,,306.0,,
420,172,32,4,,,,,,316.0,,
421,172,32,4,,,,,,316.0,,
422,173,32,4,,,,,,314.0,,
423,174,32,4,,,,,313.0,,,
424,174,32,4,,,,,314.0,,,
425,174,32,4,,,,,314.0,,,
426,174,32,4,,,,,315.0,,,
427,174,32,4,,,,,314.0,,,
428,175,32,4,,,,,311.0,,,
429,175,32,4,,,,,311.0,,,
430,176,32,4,,,,,312.0,,,
431,176,32,4,,,,,312.0,,,
432,179,32,4,,,,,312.0,,,
433,179,32,4,,,,,312.0,,,
434,179,32,4,,,,,312.0,,,
435,179,32,4,,,,,312.0,,,
436,179,32,4,,,,,312.0,,,
437,179,32,4,,,,,312.0,,,
438,187,32,12,,,,,296.0,,,
439,187,32,12,,,,,296.0,,,
440,185,32,12,,,,,302.0,,,
441,188,32,12,,,,,300.0,,,
442,188,32,12,,,,,300.0,,,
443,188,32,12,,,,,300.0,,,
444,190,32,12,,,,,298.0,,,
445,190,32,12,,,,,297.0,,,
446,190,32,12,,,,,296.0,,,
447,190,32,12,,,,,295.0,,,
448,190,32,12,,,,,295.0,,,
449,191,30,12,,,,,295.0,,,
450,188,27,12,,,,,305.0,,,
451,190,27,12,,,,,302.0,,,
452,186,27,12,,,,,308.0,,,
453,186,27,12,,,,,308.0,,,
454,186,27,12,,,,,308.0,,,
455,186,27,12,,,,,308.0,,,
456,187,27,12,,,,,311.0,,,
457,187,27,12,,,,,311.0,,,
458,187,27,12,,,,,312.0,,,
459,188,29,12,,,,,307.0,,,
460,186,29,12,,,,,312.0,,,
461,188,35,12,,,,,303.0,,,
462,188,35,12,,,,,305.0,,,
463,189,35,12,,,,,303.0,,,
464,187,35,12,,,,,307.0,,,
465,187,35,12,,,,,308.0,,,
466,188,35,12,,,,,310.0,,,
467,188,35,12,,,,,310.0,,,
468,185,35,12,,,,,314.0,,,
469,185,38,12,,,,,310.0,,,
470,185,38,12,,,,,310.0,,,
471,185,38,12,,,,,310.0,,,
472,186,38,12,,,,,313.0,,,
473,186,38,12,,,,,313.0,,,
474,187,38,12,,,,,314.0,,,
475,188,38,12,,,,,312.0,,,
476,176,33,8,,,,,335.0,,,
477,176,33,8,,,,,337.0,,,
478,178,35,8,,,,,335.0,,,
479,180,35,8,,,,,332.0,,,
480,180,35,8,,,,,332.0,,,
481,180,35,8,,,,,331.0,,,
482,181,35,8,,,,,331.0,,,
483,182,35,8,,,,,331.0,,,
484,184,37,8,,,,,327.0,,,
485,184,37,8,,,,,327.0,,,
486,185,37,8,,,,,327.0,,,
487,185,40,8,,,,,323.0,,,
488,183,40,8,,,,,329.0,,,
489,189,40,12,,,,,318.0,,,
490,193,38,12,,,,,321.0,,,
491,194,41,12,,,,,316.0,,,
492,197,41,12,,,,,313.0,,,
493,197,41,12,,,,,313.0,,,
494,198,41,12,,,,,313.0,,,
495,198,41,16,,,,,307.0,,,
496,201,43,16,,,,,304.0,,,
497,202,41,16,,,,,303.0,,,
498,203,41,16,,,,,305.0,,,
499,203,41,16,,,,,305.0,,,
500,204,41,16,,,,,305.0,,,
501,206,46,16,,,,,295.0,,,
502,204,48,16,,,,,296.0,,,
503,204,48,16,,,,,296.0,,,
504,205,52,22,,,,,285.0,,,
505,207,52,22,,,,,285.0,,,
506,208,52,22,,,,,285.0,,,
507,208,52,22,,,,,285.0,,,
508,208,52,22,,,,,286.0,,,
509,208,52,26,,,,,281.0,,,
510,208,50,31,,,,,281.0,,,
511,207,48,26,,,,,290.0,,,
512,208,48,26,,,,,290.0,,,
513,211,54,18,,,,,289.0,,,
514,211,54,18,,,,,290.0,,,
515,212,54,18,,,,,290.0,,,
516,212,54,18,,,,,288.0,,,
517,212,54,18,,,,,288.0,,,
518,213,54,18,,,,,288.0,,,
519,214,57,23,,,,,278.0,,,
520,211,47,17,,,,,299.0,,,
521,211,47,17,,,,,299.0,,,
522,213,47,17,,,,,301.0,,,
523,213,51,17,,,,,296.0,,,
524,214,51,22,,,,,289.0,,,
525,215,51,22,,,,,290.0,,,
526,216,51,22,,,,,291.0,,,
527,216,51,22,,,,,290.0,,,
528,217,53,18,,,,,292.0,,,
529,217,53,18,,,,,292.0,,,
530,217,53,18,,,,,293.0,,,
531,213,51,18,,,,,301.0,,,
532,214,51,18,,,,,301.0,,,
533,214,51,18,,,,,301.0,,,
534,213,51,18,,,,,304.0,,,
535,213,51,18,,,,,303.0,,,
536,212,49,18,,,,,308.0,,,
537,212,49,18,,,,,309.0,,,
538,212,49,18,,,,,309.0,,,
539,212,49,18,,,,,309.0,,,
540,208,45,18,,,,,330.0,,,
541,209,47,18,,,,,326.0,,,
542,209,47,18,,,,,326.0,,,
543,210,47,18,,,,,325.0,,,
544,209,47,31,,,,,316.0,,,
545,209,47,31,,,,,316.0,,,
546,208,44,31,,,,,323.0,,,
547,208,48,26,,,,,323.0,,,
548,208,48,26,,,,,324.0,,,
549,209,46,26,,,,,324.0,,,
550,208,46,21,,,,,331.0,,,
551,208,46,21,,,,,330.0,,,
552,203,49,21,,,,,339.0,,,
553,203,49,21,,,,,339.0,,,
554,207,52,21,,,,,330.0,,,
555,207,52,21,,,,,329.0,,,
556,209,52,21,,,,,329.0,,,
557,209,52,21,,,,,329.0,,,
558,210,52,21,,,,,329.0,,,
559,212,49,21,,,,,329.0,,,
560,210,43,21,,,,,347.0,,,
561,210,43,21,,,,,347.0,,,
562,210,43,21,,,,,347.0,,,
563,210,43,21,,,,,347.0,,,
564,211,51,21,4,,,,334.0,,,
565,211,51,21,4,,,,334.0,,,
566,211,51,21,4,,,,333.0,,,
567,212,51,21,4,,,,333.0,,,
568,213,51,21,4,,,,333.0,,,
569,218,51,26,4,,,,320.0,,,
570,212,51,26,4,,,,336.0,,,
571,212,51,25,4,,,,335.0,,,
572,212,51,25,4,,,,335.0,,,
573,212,51,25,4,,,,335.0,,,
574,212,51,25,4,,,,335.0,,,
575,212,51,25,4,,,,335.0,,,
576,213,51,25,4,,,,340.0,,,
577,214,51,25,4,,,,338.0,,,
578,214,51,25,4,,,,338.0,,,
579,214,51,25,4,,,,338.0,,,
580,212,52,25,4,,,,343.0,,,
581,212,52,25,4,,,,343.0,,,
582,214,52,25,4,,,,342.0,,,
583,214,52,25,4,,,,341.0,,,
584,214,52,25,4,,,,341.0,,,
585,214,52,25,4,,,,340.0,,,
586,214,52,25,4,,,,340.0,,,
587,214,52,25,4,,,,339.0,,,
588,214,52,25,4,,,,343.0,,,
589,215,52,25,4,,,,341.0,,,
590,216,52,25,4,,,,341.0,,,
591,216,52,25,4,,,,340.0,,,
592,217,42,25,4,,,,353.0,,,
593,217,42,25,4,,,,351.0,,,
594,215,42,25,4,,,,359.0,,,
595,215,42,25,4,,,,359.0,,,
596,215,42,25,4,,,,359.0,,,
597,216,46,25,4,,,,352.0,,,
598,217,46,25,4,,,,350.0,,,
599,217,54,25,4,,,,341.0,,,
600,219,54,25,4,,,,342.0,,,
601,218,54,25,4,,,,342.0,,,
602,219,54,25,4,,,,342.0,,,
603,220,54,25,4,,,,341.0,,,
604,220,54,25,4,,,,341.0,,,
605,220,54,25,4,,,,341.0,,,
606,220,54,25,4,,,,340.0,,,
607,220,54,25,4,,,,340.0,,,
608,219,54,25,4,,,,340.0,,,
609,219,54,25,4,,,,340.0,,,
610,220,51,29,4,,,,339.0,,,
611,220,53,42,4,,,,323.0,,,
612,221,53,42,4,,,,323.0,,,
613,221,53,42,4,,,,322.0,,,
614,221,53,50,4,,,,315.0,,,
615,221,53,50,4,,,,315.0,,,
616,219,50,50,4,,,,323.0,,,
617,219,50,50,4,,,,323.0,,,
618,219,50,50,4,,,,323.0,,,
619,219,50,49,4,,,,323.0,,,
620,219,50,49,4,,,,323.0,,,
621,219,50,49,4,,,,323.0,,,
622,221,52,49,4,,,,319.0,,,
623,221,52,49,4,,,,318.0,,,
624,221,52,49,4,,,,319.0,,,
625,220,51,49,4,,,,319.0,,,
626,219,53,48,4,,,,319.0,,,
627,219,53,48,4,,,,319.0,,,
628,220,53,48,4,,,,319.0,,,
629,220,53,48,4,,,,319.0,,,
630,217,53,49,4,,,,324.0,,,
631,217,53,49,4,,,,324.0,,,
632,218,53,49,4,,,,324.0,,,
633,218,53,49,4,,,,324.0,,,
634,218,53,49,4,,,,324.0,,,
635,218,53,49,4,,,,324.0,,,
636,220,53,49,4,,,,326.0,,,
637,217,50,40,4,,,,341.0,,,
638,217,50,40,4,,,,341.0,,,
639,217,48,40,4,,,,341.0,,,
640,222,51,40,4,,,,336.0,,,
641,222,51,40,4,,,,336.0,,,
642,223,51,40,4,,,,336.0,,,
643,225,51,40,4,,,,333.0,,,
644,225,51,40,4,,,,331.0,,,
645,225,51,40,4,,,,331.0,,,
646,225,51,40,4,,,,330.0,,,
647,226,51,40,4,,,,328.0,,,
648,224,55,40,4,,,,332.0,,,
649,227,60,49,4,,,,314.0,,,
650,228,60,49,4,,,,312.0,,,
651,228,64,49,4,,,,307.0,,,
652,228,62,49,4,,,,312.0,,,
653,229,62,49,4,,,,310.0,,,
654,229,62,49,4,,,,310.0,,,
655,231,64,49,4,,,,304.0,,,
656,232,66,49,4,,,,302.0,,,
657,232,66,49,4,,,,302.0,,,
658,232,66,49,4,,,,302.0,,,
659,232,66,49,4,,,,302.0,,,
660,230,69,49,4,,,,306.0,,,
661,230,69,49,4,,,,306.0,,,
662,231,69,49,4,,,,306.0,,,
663,231,69,49,4,,,,306.0,,,
664,230,71,49,4,,,,306.0,,,
665,226,69,49,4,,,,312.0,,,
666,226,69,49,4,,,,312.0,,,
667,226,69,49,4,,,,312.0,,,
668,227,69,49,4,,,,311.0,,,
669,227,69,49,4,,,,311.0,,,
670,227,69,49,4,,,,311.0,,,
671,227,69,49,4,,,,311.0,,,
672,226,71,49,4,,,,312.0,,,
673,226,71,49,4,,,,312.0,,,
674,229,73,49,4,,,,305.0,,,
675,231,73,49,4,,,,306.0,,,
676,231,74,49,4,,,,306.0,,,
677,231,74,49,4,,,,306.0,,,
678,232,74,49,4,,,,307.0,,,
679,232,74,49,4,,,,306.0,,,
680,233,74,54,4,,,,301.0,,,
681,229,71,54,4,,,,309.0,,,
682,232,69,54,4,,,,308.0,,,
683,232,69,57,,,,,308.0,,,
684,232,69,56,,,,,310.0,,,
685,233,69,56,,,,,310.0,,,
686,237,69,56,,,,,308.0,,,
687,237,69,56,,,,,308.0,,,
688,235,69,56,,,,,312.0,,,
689,235,73,51,,,,,312.0,,,
690,236,73,51,,,,,312.0,,,
691,236,73,51,,,,,311.0,,,
692,235,71,51,,,,,316.0,,,
693,235,71,51,,,,,316.0,,,
694,235,71,51,,,,,316.0,,,
695,239,74,51,,,,,308.0,,,
696,239,74,51,,,,,310.0,,,
697,239,74,51,,,,,310.0,,,
698,240,85,51,,,,,295.0,,,
699,240,85,51,,,,,295.0,,,
700,239,87,44,7,,,,295.0,,,
701,239,90,44,7,,,,290.0,,,
702,240,90,44,7,,,,290.0,,,
703,240,90,44,7,,,,290.0,,,
704,239,88,44,8,,,,295.0,,,
705,242,88,44,8,,,,291.0,,,
706,242,88,44,8,,,,290.0,,,
707,242,88,44,8,,,,290.0,,,
708,245,88,44,8,,,,290.0,,,
709,245,88,44,8,,,,290.0,,,
710,245,83,44,,,,,306.0,,,
711,244,81,44,,,,,310.0,,,
712,246,81,44,,,,,310.0,,,
713,247,85,44,,,,,304.0,,,
714,246,87,44,,,,,303.0,,,
715,247,89,44,,,,,300.0,,,
716,247,89,44,,,,,301.0,,,
717,247,89,44,,,,,301.0,,,
718,248,89,44,,,,,300.0,,,
719,248,89,44,,,,,300.0,,,
720,247,83,40,,,,,316.0,,,
721,247,83,40,,,,,316.0,,,
722,247,83,40,,,,,316.0,,,
723,248,85,40,,,,,312.0,,,
724,249,87,40,,,,,308.0,,,
725,249,87,40,,,,,308.0,,,
726,249,87,40,,,,,309.0,,,
727,249,87,40,,,,,309.0,,,
728,250,92,40,8,,,,294.0,,,
729,253,96,44,8,,,,282.0,,,
730,251,92,53,8,,,,282.0,,,
731,251,92,53,8,,,,282.0,,,
732,252,94,49,13,,,,279.0,,,
733,252,94,49,13,,,,279.0,,,
734,252,94,49,13,,,,279.0,,,
735,255,94,49,13,,,,279.0,,,
736,255,94,49,13,,,,279.0,,,
737,255,94,49,13,,,,278.0,,,
738,254,96,49,13,,,,278.0,,,
739,254,96,49,13,,,,278.0,,,
740,253,96,49,13,,,,280.0,,,
741,253,96,49,13,,,,280.0,,,
742,253,96,49,13,,,,279.0,,,
743,253,96,49,13,,,,279.0,,,
744,253,96,49,13,,,,277.0,,,
745,254,96,49,13,,,,277.0,,,
746,254,96,49,13,,,,276.0,,,
747,255,98,49,13,,,272.0,,,,
748,255,98,49,13,,,272.0,,,,
749,255,98,49,13,,,272.0,,,,
750,254,100,49,8,8,,271.0,,,,
751,254,100,49,8,8,,271.0,,,,
752,254,100,49,8,8,,271.0,,,,
753,254,100,49,8,8,,270.0,,,,
754,255,100,49,8,8,,268.0,,,,
