day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12
181,68,5,,,,,,,220.0,,,,
182,68,5,,,,,,,220.0,,,,
183,66,2,,,,,,,229.0,,,,
184,65,2,,,,,,,231.0,,,,
185,66,2,,,,,,,231.0,,,,
186,67,2,,,,,,,231.0,,,,
187,67,2,,,,,,,232.0,,,,
188,67,2,,,,,,,233.0,,,,
189,70,6,,,,,,,226.0,,,,
190,71,6,,,,,,,226.0,,,,
191,71,6,,,,,,,226.0,,,,
192,70,6,,,,,,,231.0,,,,
193,70,6,,,,,,,231.0,,,,
194,72,6,,,,,,,231.0,,,,
195,73,8,,,,,,,227.0,,,,
196,72,8,,,,,,,230.0,,,,
197,74,8,,,,,,,230.0,,,,
198,75,6,,,,,,,233.0,,,,
199,74,6,,,,,,,236.0,,,,
200,77,6,,,,,,,239.0,,,,
201,79,6,,,,,,,239.0,,,,
202,81,8,,,,,,,242.0,,,,
203,82,8,,,,,,,241.0,,,,
204,84,8,,,,,,,242.0,,,,
205,84,8,,,,,,,243.0,,,,
206,84,8,,,,,,,244.0,,,,
207,86,8,,,,,,,244.0,,,,
208,87,8,,,,,,,249.0,,,,
209,87,8,,,,,,,249.0,,,,
210,90,8,,,,,,,251.0,,,,
211,91,8,,,,,,,251.0,,,,
212,91,8,,,,,,,251.0,,,,
213,91,8,,,,,,,251.0,,,,
214,91,8,,,,,,,251.0,,,,
215,91,8,,,,,,,252.0,,,,
216,92,8,,,,,,,253.0,,,,
217,92,8,,,,,,,253.0,,,,
218,94,8,,,,,,,253.0,,,,
219,94,8,,,,,,,253.0,,,,
220,92,8,,,,,,,259.0,,,,
221,92,8,,,,,,,259.0,,,,
222,78,6,,,,,,,,275.0,,,
223,79,6,,,,,,,,275.0,,,
224,80,6,,,,,,,,277.0,,,
225,80,6,,,,,,,,278.0,,,
226,80,6,,,,,,,,278.0,,,
227,81,6,,,,,,,,278.0,,,
228,84,6,,,,,,,,280.0,,,
229,84,6,,,,,,,,280.0,,,
230,85,6,,,,,,,,283.0,,,
231,85,6,,,,,,,,284.0,,,
232,85,6,,,,,,,,284.0,,,
233,85,6,,,,,,,,284.0,,,
234,86,6,,,,,,,,286.0,,,
235,86,6,,,,,,,,287.0,,,
236,87,6,,,,,,,,289.0,,,
237,87,6,,,,,,,,289.0,,,
238,88,6,,,,,,,,291.0,,,
239,88,6,,,,,,,,290.0,,,
240,88,6,,,,,,,,291.0,,,
241,88,6,,,,,,,,291.0,,,
242,88,6,,,,,,,,292.0,,,
243,88,6,,,,,,,,292.0,,,
244,86,9,,,,,,,,292.0,,,
245,87,9,,,,,,,,292.0,,,
246,88,9,,,,,,,,292.0,,,
247,88,9,,,,,,,,292.0,,,
248,90,9,,,,,,,,295.0,,,
249,91,9,,,,,,,,297.0,,,
250,92,9,,,,,,,,298.0,,,
251,92,9,,,,,,,,297.0,,,
252,93,9,,,,,,,,297.0,,,
253,93,9,,,,,,,,297.0,,,
254,96,9,,,,,,,,298.0,,,
255,96,9,,,,,,,,300.0,,,
256,105,11,,,,,,,,288.0,,,
257,106,11,,,,,,,,288.0,,,
258,107,11,,,,,,,,288.0,,,
259,107,11,,,,,,,,290.0,,,
260,107,11,,,,,,,,293.0,,,
261,107,11,,,,,,,,294.0,,,
262,103,11,,,,,,,,301.0,,,
263,104,11,,,,,,,,302.0,,,
264,104,11,,,,,,,,302.0,,,
265,105,11,,,,,,,,302.0,,,
266,105,11,,,,,,,,302.0,,,
267,106,11,,,,,,,,304.0,,,
268,109,11,,,,,,,,301.0,,,
269,109,11,,,,,,,,301.0,,,
270,111,11,,,,,,,,302.0,,,
271,111,11,,,,,,,,302.0,,,
272,112,11,,,,,,,,304.0,,,
273,113,11,,,,,,,,304.0,,,
274,114,11,,,,,,,,305.0,,,
275,114,11,,,,,,,,305.0,,,
276,115,11,,,,,,,,307.0,,,
277,116,11,,,,,,,,308.0,,,
278,118,11,,,,,,,,308.0,,,
279,117,11,,,,,,,,312.0,,,
280,118,11,,,,,,,,314.0,,,
281,118,11,,,,,,,,315.0,,,
282,121,11,,,,,,,,313.0,,,
283,121,11,,,,,,,,313.0,,,
284,123,11,,,,,,,,315.0,,,
285,121,11,,,,,,,,318.0,,,
286,122,11,,,,,,,,318.0,,,
287,122,11,,,,,,,,320.0,,,
288,122,11,,,,,,,,322.0,,,
289,122,11,,,,,,,,322.0,,,
290,123,11,,,,,,,,322.0,,,
291,123,11,,,,,,,,322.0,,,
292,125,11,,,,,,,,322.0,,,
293,126,11,,,,,,,,322.0,,,
294,124,13,,,,,,,,323.0,,,
295,126,13,,,,,,,,320.0,,,
296,126,13,,,,,,,,320.0,,,
297,125,13,,,,,,,,323.0,,,
298,126,13,,,,,,,,323.0,,,
299,127,13,,,,,,,,323.0,,,
300,130,13,,,,,,,,323.0,,,
301,131,13,,,,,,,,323.0,,,
302,131,13,,,,,,,,325.0,,,
303,132,13,,,,,,,,325.0,,,
304,129,13,,,,,,,,330.0,,,
305,130,13,,,,,,,,332.0,,,
306,134,13,,,,,,,,333.0,,,
307,139,13,,,,,,,,330.0,,,
308,142,13,,,,,,,,330.0,,,
309,143,13,,,,,,,,330.0,,,
310,143,13,,,,,,,,332.0,,,
311,143,13,,,,,,,,332.0,,,
312,143,13,,,,,,,,332.0,,,
313,143,13,,,,,,,,332.0,,,
314,148,13,,,,,,,,329.0,,,
315,150,15,,,,,,,,326.0,,,
316,151,15,,,,,,,,326.0,,,
317,151,15,,,,,,,,326.0,,,
318,151,15,,,,,,,,326.0,,,
319,152,15,,,,,,,,326.0,,,
320,151,19,,,,,,,,331.0,,,
321,152,19,,,,,,,,331.0,,,
322,151,19,,,,,,,,333.0,,,
323,151,19,,,,,,,,333.0,,,
324,149,17,,,,,,,,340.0,,,
325,149,17,,,,,,,,340.0,,,
326,149,17,,,,,,,,341.0,,,
327,149,17,,,,,,,,342.0,,,
328,150,17,,,,,,,,343.0,,,
329,151,17,,,,,,,,343.0,,,
330,148,15,,,,,,,,349.0,,,
331,148,15,,,,,,,,349.0,,,
332,150,15,,,,,,,,348.0,,,
333,150,12,,,,,,,,352.0,,,
334,153,12,,,,,,,,353.0,,,
335,153,12,,,,,,,,354.0,,,
336,155,12,,,,,,,,354.0,,,
337,155,12,,,,,,,,354.0,,,
338,155,12,,,,,,,,355.0,,,
339,153,12,,,,,,,,359.0,,,
340,153,12,,,,,,,,358.0,,,
341,154,12,,,,,,,,358.0,,,
342,156,12,,,,,,,,358.0,,,
343,156,12,,,,,,,,358.0,,,
344,158,12,,,,,,,,,360.0,,
345,158,12,,,,,,,,,361.0,,
346,158,12,,,,,,,,,363.0,,
347,158,12,,,,,,,,,364.0,,
348,157,12,,,,,,,,,367.0,,
349,158,12,,,,,,,,,367.0,,
350,158,12,,,,,,,,,367.0,,
351,160,16,,,,,,,,,361.0,,
352,159,16,,,,,,,,,365.0,,
353,159,16,,,,,,,,,365.0,,
354,162,16,,,,,,,,,364.0,,
355,162,16,,,,,,,,,363.0,,
356,162,16,,,,,,,,,363.0,,
357,162,16,,,,,,,,,364.0,,
358,164,16,,,,,,,,,365.0,,
359,164,16,,,,,,,,,366.0,,
360,167,16,,,,,,,,,,367.0,
361,166,18,,,,,,,,,,367.0,
362,167,18,,,,,,,,,,368.0,
363,167,18,,,,,,,,,,367.0,
364,167,18,,,,,,,,,,368.0,
365,167,18,,,,,,,,,,368.0,
366,168,18,,,,,,,,,,369.0,
367,168,18,,,,,,,,,,369.0,
368,170,18,,,,,,,,,,369.0,
369,170,18,,,,,,,,,,369.0,
370,170,18,,,,,,,,,,369.0,
371,170,18,,,,,,,,,,369.0,
372,170,18,,,,,,,,,,369.0,
373,170,18,,,,,,,,,,369.0,
374,170,18,,,,,,,,,,369.0,
375,168,18,,,,,,,,,,373.0,
376,168,18,,,,,,,,,,374.0,
377,168,18,,,,,,,,,,374.0,
378,167,18,,,,,,,,,,376.0,
379,168,18,,,,,,,,,,373.0,
380,169,18,,,,,,,,,,374.0,
381,169,18,,,,,,,,,,374.0,
382,169,18,,,,,,,,,,374.0,
383,169,18,,,,,,,,,,374.0,
384,168,18,,,,,,,,,,376.0,
385,169,18,,,,,,,,,,376.0,
386,169,18,,,,,,,,,,376.0,
387,169,18,,,,,,,,,,377.0,
388,170,18,,,,,,,,,,378.0,
389,170,18,,,,,,,,,,378.0,
390,170,18,,,,,,,,,,378.0,
391,170,18,,,,,,,,,,377.0,
392,170,18,,,,,,,,,,380.0,
393,170,18,,,,,,,,,,380.0,
394,172,18,,,,,,,,,,380.0,
395,172,18,,,,,,,,,,381.0,
396,173,18,,,,,,,,,,381.0,
397,173,18,,,,,,,,,,381.0,
398,174,18,,,,,,,,,,381.0,
399,174,18,,,,,,,,,,381.0,
400,174,20,,,,,,,,,,381.0,
401,174,20,,,,,,,,,,381.0,
402,174,20,,,,,,,,,,381.0,
403,174,20,,,,,,,,,,381.0,
404,174,20,,,,,,,,,,384.0,
405,174,20,,,,,,,,,,383.0,
406,174,20,,,,,,,,,,383.0,
407,174,20,,,,,,,,,,383.0,
408,174,20,,,,,,,,,,387.0,
409,175,20,,,,,,,,,,385.0,
410,176,20,,,,,,,,,,386.0,
411,176,20,,,,,,,,,,386.0,
412,177,20,,,,,,,,,,387.0,
413,177,20,,,,,,,,,,386.0,
414,176,22,,,,,,,,,,386.0,
415,176,22,,,,,,,,,,386.0,
416,176,20,,,,,,,,,,392.0,
417,176,20,,,,,,,,,,392.0,
418,176,20,,,,,,,,,,391.0,
419,176,20,,,,,,,,,,391.0,
420,172,20,,,,,,,,,,401.0,
421,172,20,,,,,,,,,,401.0,
422,172,20,,,,,,,,,,401.0,
423,173,20,,,,,,,,,,402.0,
424,174,20,,,,,,,,,,403.0,
425,174,20,,,,,,,,,,403.0,
426,174,20,,,,,,,,,,403.0,
427,174,20,,,,,,,,,,403.0,
428,174,20,,,,,,,,,,403.0,
429,174,20,,,,,,,,,,403.0,
430,175,20,,,,,,,,,,404.0,
431,175,20,,,,,,,,,,404.0,
432,178,20,,,,,,,,,403.0,,
433,178,20,,,,,,,,,403.0,,
434,178,20,,,,,,,,,403.0,,
435,178,20,,,,,,,,,403.0,,
436,178,20,,,,,,,,,403.0,,
437,180,20,,,,,,,,,400.0,,
438,181,20,,,,,,,,,400.0,,
439,181,20,,,,,,,,,400.0,,
440,181,20,,,,,,,,,405.0,,
441,183,20,,,,,,,,,405.0,,
442,183,20,,,,,,,,,405.0,,
443,183,20,,,,,,,,,405.0,,
444,184,20,,,,,,,,,405.0,,
445,184,20,,,,,,,,,405.0,,
446,184,20,,,,,,,,,405.0,,
447,184,20,,,,,,,,,405.0,,
448,184,20,,,,,,,,,405.0,,
449,184,20,,,,,,,,,405.0,,
450,184,20,,,,,,,,,409.0,,
451,184,20,,,,,,,,,409.0,,
452,184,20,,,,,,,,,410.0,,
453,184,20,,,,,,,,,410.0,,
454,184,20,,,,,,,,,409.0,,
455,184,20,,,,,,,,,409.0,,
456,185,20,,,,,,,,,412.0,,
457,185,20,,,,,,,,,412.0,,
458,185,20,,,,,,,,,413.0,,
459,185,20,,,,,,,,,413.0,,
460,185,20,,,,,,,,,416.0,,
461,185,20,,,,,,,,,416.0,,
462,185,20,,,,,,,,,417.0,,
463,185,20,,,,,,,,,417.0,,
464,183,20,,,,,,,,,421.0,,
465,183,20,,,,,,,,,422.0,,
466,184,20,,,,,,,,,424.0,,
467,184,20,,,,,,,,,424.0,,
468,183,20,,,,,,,,,426.0,,
469,183,20,,,,,,,,,427.0,,
470,183,20,,,,,,,,,426.0,,
471,183,20,,,,,,,,,426.0,,
472,185,20,,,,,,,,,428.0,,
473,185,20,,,,,,,,,428.0,,
474,186,20,,,,,,,,,429.0,,
475,186,20,,,,,,,,,429.0,,
476,180,20,,,,,,,,,437.0,,
477,180,20,,,,,,,,,439.0,,
478,181,20,,,,,,,,,441.0,,
479,181,20,,,,,,,,,440.0,,
480,182,20,,,,,,,,,438.0,,
481,182,20,,,,,,,,,438.0,,
482,183,20,,,,,,,,,438.0,,
483,184,20,,,,,,,,,438.0,,
484,185,20,,,,,,,,,438.0,,
485,185,20,,,,,,,,,438.0,,
486,186,20,,,,,,,,,438.0,,
487,186,20,,,,,,,,,438.0,,
488,186,20,,,,,,,,,442.0,,
489,186,20,,,,,,,,,442.0,,
490,193,20,,,,,,,,,439.0,,
491,193,20,,,,,,,,,439.0,,
492,196,20,,,,,,,,,436.0,,
493,196,20,,,,,,,,,436.0,,
494,197,20,,,,,,,,,436.0,,
495,197,20,,,,,,,,,436.0,,
496,198,20,,,,,,,,,438.0,,
497,198,20,,,,,,,,,438.0,,
498,198,20,,,,,,,,,441.0,,
499,198,20,,,,,,,,,441.0,,
500,199,20,,,,,,,,,441.0,,
501,199,20,,,,,,,,,441.0,,
502,198,20,,,,,,,,,444.0,,
503,200,20,,,,,,,,,441.0,,
504,201,20,,,,,,,,,442.0,,
505,203,20,,,,,,,,,442.0,,
506,204,20,,,,,,,,,442.0,,
507,204,20,,,,,,,,,442.0,,
508,204,20,,,,,,,,,443.0,,
509,204,20,,,,,,,,,443.0,,
510,204,20,,,,,,,,,446.0,,
511,203,20,,,,,,,,,448.0,,
512,204,20,,,,,,,,,448.0,,
513,206,20,,,,,,,,,446.0,,
514,206,20,,,,,,,,,447.0,,
515,207,20,,,,,,,,,447.0,,
516,207,20,,,,,,,,,447.0,,
517,207,20,,,,,,,,,447.0,,
518,208,20,,,,,,,,,447.0,,
519,209,20,,,,,,,,,445.0,,
520,206,14,,,,,,,,,457.0,,
521,206,14,,,,,,,,,457.0,,
522,208,14,,,,,,,,,459.0,,
523,208,14,,,,,,,,,459.0,,
524,208,14,,,,,,,,,459.0,,
525,209,14,,,,,,,,,459.0,,
526,210,14,,,,,,,,,460.0,,
527,210,14,,,,,,,,,460.0,,
528,210,14,,,,,,,,,462.0,,
529,210,14,,,,,,,,,462.0,,
530,210,14,,,,,,,,,463.0,,
531,209,14,,,,,,,,,466.0,,
532,210,14,,,,,,,,,466.0,,
533,210,14,,,,,,,,,466.0,,
534,209,14,,,,,,,,,469.0,,
535,209,14,,,,,,,,,468.0,,
536,209,14,,,,,,,,,471.0,,
537,209,14,,,,,,,,,472.0,,
538,209,14,,,,,,,,,472.0,,
539,209,14,,,,,,,,,472.0,,
540,206,14,,,,,,,,,487.0,,
541,206,14,,,,,,,,,486.0,,
542,206,14,,,,,,,,,487.0,,
543,207,14,,,,,,,,,487.0,,
544,205,14,,,,,,,,,493.0,,
545,205,14,,,,,,,,,493.0,,
546,204,14,,,,,,,,,497.0,,
547,204,14,,,,,,,,,497.0,,
548,204,16,3,,,,,,,,492.0,,
549,204,16,3,,,,,,,,492.0,,
550,204,16,3,,,,,,,,493.0,,
551,204,16,3,,,,,,,,493.0,,
552,204,12,3,,,,,,,,505.0,,
553,204,12,3,,,,,,,,504.0,,
554,204,12,3,,,,,,,,504.0,,
555,204,12,3,,,,,,,,504.0,,
556,206,12,3,,,,,,,,505.0,,
557,206,12,3,,,,,,,,505.0,,
558,208,12,3,,,,,,,,503.0,,
559,208,12,3,,,,,,,,503.0,,
560,207,12,3,,,,,,,,515.0,,
561,207,12,3,,,,,,,,515.0,,
562,207,12,3,,,,,,,,515.0,,
563,207,12,3,,,,,,,,515.0,,
564,208,12,3,,,,,,,,515.0,,
565,209,12,3,,,,,,,,514.0,,
566,209,12,3,,,,,,,,514.0,,
567,210,12,3,,,,,,,,514.0,,
568,211,12,3,,,,,,,,513.0,,
569,211,12,3,,,,,,,,513.0,,
570,207,12,3,,,,,,,,527.0,,
571,207,12,3,,,,,,,,526.0,,
572,207,12,3,,,,,,,,526.0,,
573,207,12,3,,,,,,,,526.0,,
574,207,12,3,,,,,,,,526.0,,
575,207,12,3,,,,,,,,526.0,,
576,207,16,3,,,,,,,,528.0,,
577,207,16,3,,,,,,,,528.0,,
578,207,16,3,,,,,,,,528.0,,
579,207,16,3,,,,,,,,527.0,,
580,208,16,3,,,,,,,,530.0,,
581,208,16,3,,,,,,,,530.0,,
582,210,16,3,,,,,,,,530.0,,
583,210,16,3,,,,,,,,529.0,,
584,210,16,3,,,,,,,,529.0,,
585,210,16,3,,,,,,,,529.0,,
586,210,16,3,,,,,,,,529.0,,
587,210,16,3,,,,,,,,529.0,,
588,210,16,3,,,,,,,,531.0,,
589,210,16,3,,,,,,,,531.0,,
590,211,16,3,,,,,,,,531.0,,
591,211,16,3,,,,,,,,531.0,,
592,210,16,3,,,,,,,,536.0,,
593,210,16,3,,,,,,,,536.0,,
594,210,16,3,,,,,,,,541.0,,
595,210,16,3,,,,,,,,541.0,,
596,210,16,3,,,,,,,,541.0,,
597,210,16,3,,,,,,,,541.0,,
598,210,16,3,,,,,,,,540.0,,
599,210,16,3,,,,,,,,540.0,,
600,212,16,3,,,,,,,,540.0,,
601,212,16,3,,,,,,,,540.0,,
602,213,16,3,,,,,,,,540.0,,
603,213,16,3,,,,,,,,541.0,,
604,213,16,3,,,,,,,,541.0,,
605,213,16,3,,,,,,,,540.0,,
606,213,16,3,,,,,,,,540.0,,
607,213,16,3,,,,,,,,540.0,,
608,213,16,3,,,,,,,,540.0,,
609,213,16,3,,,,,,,,540.0,,
610,214,16,3,,,,,,,,541.0,,
611,214,16,3,,,,,,,,541.0,,
612,215,16,3,,,,,,,,541.0,,
613,215,16,3,,,,,,,,541.0,,
614,215,16,3,,,,,,,,543.0,,
615,215,16,3,,,,,,,,543.0,,
616,213,16,3,,,,,,,,,548.0,
617,213,16,3,,,,,,,,,548.0,
618,213,16,3,,,,,,,,,548.0,
619,213,16,3,,,,,,,,,548.0,
620,213,16,3,,,,,,,,,548.0,
621,213,16,3,,,,,,,,,548.0,
622,214,16,3,,,,,,,,,548.0,
623,214,16,3,,,,,,,,,548.0,
624,214,16,3,,,,,,,,,549.0,
625,214,16,3,,,,,,,,,549.0,
626,214,16,3,,,,,,,,,550.0,
627,214,16,3,,,,,,,,,550.0,
628,215,16,3,,,,,,,,,550.0,
629,215,16,3,,,,,,,,,550.0,
630,214,16,3,,,,,,,,,554.0,
631,214,16,3,,,,,,,,,554.0,
632,215,16,3,,,,,,,,,554.0,
633,215,16,3,,,,,,,,,553.0,
634,215,16,3,,,,,,,,,553.0,
635,215,16,3,,,,,,,,,553.0,
636,217,16,3,,,,,,,,,555.0,
637,216,14,3,,,,,,,,,559.0,
638,216,14,3,,,,,,,,,559.0,
639,216,14,3,,,,,,,,,560.0,
640,218,14,3,,,,,,,,,562.0,
641,218,14,3,,,,,,,,,562.0,
642,219,14,3,,,,,,,,,562.0,
643,219,14,3,,,,,,,,,562.0,
644,219,14,3,,,,,,,,,562.0,
645,219,14,3,,,,,,,,,562.0,
646,219,14,3,,,,,,,,,562.0,
647,219,14,3,,,,,,,,,562.0,
648,218,14,3,,,,,,,,,569.0,
649,218,14,3,,,,,,,,,569.0,
650,218,14,3,,,,,,,,,569.0,
651,218,14,3,,,,,,,,568.0,,
652,216,14,3,,,,,,,,573.0,,
653,216,14,3,,,,,,,,573.0,,
654,216,14,3,,,,,,,,572.0,,
655,216,14,3,,,,,,,,572.0,,
656,217,14,3,,,,,,,,573.0,,
657,217,14,3,,,,,,,,573.0,,
658,217,14,3,,,,,,,,573.0,,
659,217,14,3,,,,,,,,573.0,,
660,217,14,3,,,,,,,,579.0,,
661,217,14,3,,,,,,,,579.0,,
662,218,14,3,,,,,,,,578.0,,
663,218,14,3,,,,,,,,578.0,,
664,217,18,3,,,,,,,,575.0,,
665,214,18,3,,,,,,,,579.0,,
666,214,18,3,,,,,,,,579.0,,
667,214,18,3,,,,,,,,579.0,,
668,215,18,3,,,,,,,,579.0,,
669,215,18,3,,,,,,,,579.0,,
670,215,18,3,,,,,,,,579.0,,
671,215,18,3,,,,,,,,579.0,,
672,215,18,3,,,,,,,,582.0,,
673,215,18,3,,,,,,,,581.0,,
674,215,18,3,,,,,,,,581.0,,
675,217,18,3,,,,,,,,582.0,,
676,217,18,3,,,,,,,,583.0,,
677,217,18,3,,,,,,,,583.0,,
678,217,18,3,,,,,,,,584.0,,
679,217,18,3,,,,,,,,584.0,,
680,218,18,3,,,,,,,,585.0,,
681,216,18,3,,,,,,,,,588.0,
682,218,18,3,,,,,,,,,588.0,
683,218,18,3,,,,,,,,,588.0,
684,219,18,3,,,,,,,,,590.0,
685,220,18,3,,,,,,,,,590.0,
686,223,18,3,,,,,,,,,590.0,
687,223,18,3,,,,,,,,,590.0,
688,222,18,3,,,,,,,,,593.0,
689,222,18,3,,,,,,,,,593.0,
690,224,18,3,,,,,,,,,591.0,
691,224,18,3,,,,,,,,,591.0,
692,225,18,3,,,,,,,,,593.0,
693,225,18,3,,,,,,,,,593.0,
694,225,18,3,,,,,,,,,593.0,
