day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
165,63,4,,,,,,204.0,,,,,,,
166,63,4,,,,,,207.0,,,,,,,
167,63,4,,,,,,207.0,,,,,,,
168,64,4,,,,,,208.0,,,,,,,
169,65,4,,,,,,208.0,,,,,,,
170,66,4,,,,,,208.0,,,,,,,
171,64,4,,,,,,211.0,,,,,,,
172,63,4,,,,,,217.0,,,,,,,
173,63,4,,,,,,217.0,,,,,,,
174,64,4,,,,,,218.0,,,,,,,
175,65,4,,,,,,219.0,,,,,,,
176,67,4,,,,,,222.0,,,,,,,
177,67,4,,,,,,223.0,,,,,,,
178,70,4,,,,,,224.0,,,,,,,
179,71,4,,,,,,224.0,,,,,,,
180,71,4,,,,,,233.0,,,,,,,
181,75,4,,,,,,233.0,,,,,,,
182,75,4,,,,,,232.0,,,,,,,
183,73,4,,,,,,238.0,,,,,,,
184,72,4,,,,,,240.0,,,,,,,
185,73,4,,,,,,239.0,,,,,,,
186,74,4,,,,,,239.0,,,,,,,
187,74,4,,,,,,240.0,,,,,,,
188,73,4,,,,,,242.0,,,,,,,
189,74,4,,,,,,242.0,,,,,,,
190,75,4,,,,,,242.0,,,,,,,
191,75,4,,,,,,242.0,,,,,,,
192,75,4,,,,,,246.0,,,,,,,
193,75,4,,,,,,246.0,,,,,,,
194,77,4,,,,,,246.0,,,,,,,
195,77,4,,,,,,246.0,,,,,,,
196,76,4,,,,,,249.0,,,,,,,
197,78,4,,,,,,249.0,,,,,,,
198,78,4,,,,,,252.0,,,,,,,
199,77,4,,,,,,255.0,,,,,,,
200,80,4,,,,,,257.0,,,,,,,
201,82,4,,,,,,257.0,,,,,,,
202,85,4,,,,,,,261.0,,,,,,
203,84,4,,,,,,,263.0,,,,,,
204,86,4,,,,,,,264.0,,,,,,
205,86,4,,,,,,,265.0,,,,,,
206,86,4,,,,,,,266.0,,,,,,
207,88,4,,,,,,,266.0,,,,,,
208,88,4,,,,,,,272.0,,,,,,
209,88,4,,,,,,,272.0,,,,,,
210,91,4,,,,,,,274.0,,,,,,
211,92,4,,,,,,,274.0,,,,,,
212,92,4,,,,,,,274.0,,,,,,
213,92,4,,,,,,,274.0,,,,,,
214,92,4,,,,,,,275.0,,,,,,
215,92,4,,,,,,,276.0,,,,,,
216,93,4,,,,,,,277.0,,,,,,
217,93,4,,,,,,,277.0,,,,,,
218,95,4,,,,,,,277.0,,,,,,
219,95,4,,,,,,,276.0,,,,,,
220,93,4,,,,,,,283.0,,,,,,
221,93,4,,,,,,,283.0,,,,,,
222,73,2,,,,,,,,306.0,,,,,
223,74,2,,,,,,,,306.0,,,,,
224,75,2,,,,,,,,308.0,,,,,
225,75,2,,,,,,,,309.0,,,,,
226,75,2,,,,,,,,308.0,,,,,
227,76,2,,,,,,,,308.0,,,,,
228,79,2,,,,,,,,310.0,,,,,
229,79,2,,,,,,,,310.0,,,,,
230,79,4,,,,,,,,312.0,,,,,
231,79,4,,,,,,,,313.0,,,,,
232,79,4,,,,,,,,313.0,,,,,
233,79,4,,,,,,,,313.0,,,,,
234,80,4,,,,,,,,315.0,,,,,
235,80,4,,,,,,,,316.0,,,,,
236,81,4,,,,,,,,317.0,,,,,
237,81,4,,,,,,,,317.0,,,,,
238,82,4,,,,,,,,319.0,,,,,
239,82,4,,,,,,,,319.0,,,,,
240,82,4,,,,,,,,320.0,,,,,
241,82,4,,,,,,,,320.0,,,,,
242,82,4,,,,,,,,321.0,,,,,
243,82,4,,,,,,,,321.0,,,,,
244,82,4,,,,,,,,322.0,,,,,
245,83,4,,,,,,,,322.0,,,,,
246,84,4,,,,,,,,322.0,,,,,
247,84,4,,,,,,,,322.0,,,,,
248,85,4,,,,,,,,326.0,,,,,
249,87,4,,,,,,,,327.0,,,,,
250,88,4,,,,,,,,328.0,,,,,
251,88,4,,,,,,,,328.0,,,,,
252,100,7,,,,,,,313.0,,,,,,
253,100,7,,,,,,,313.0,,,,,,
254,102,9,,,,,,,312.0,,,,,,
255,98,15,,,,,,,312.0,,,,,,
256,98,15,,,,,,,312.0,,,,,,
257,99,15,,,,,,,312.0,,,,,,
258,100,15,,,,,,,312.0,,,,,,
259,99,7,,,,,,,323.0,,,,,,
260,99,7,,,,,,,326.0,,,,,,
261,99,7,,,,,,,327.0,,,,,,
262,97,5,,,,,,,334.0,,,,,,
263,98,5,,,,,,,335.0,,,,,,
264,98,5,,,,,,,335.0,,,,,,
265,99,5,,,,,,,335.0,,,,,,
266,99,5,,,,,,,335.0,,,,,,
267,100,5,,,,,,,337.0,,,,,,
268,100,5,,,,,,,338.0,,,,,,
269,100,5,,,,,,,338.0,,,,,,
270,101,5,,,,,,,340.0,,,,,,
271,101,5,,,,,,,340.0,,,,,,
272,102,5,,,,,,,342.0,,,,,,
273,103,5,,,,,,,342.0,,,,,,
274,104,5,,,,,,,343.0,,,,,,
275,104,5,,,,,,,343.0,,,,,,
276,105,5,,,,,,,345.0,,,,,,
277,106,5,,,,,,,346.0,,,,,,
278,108,5,,,,,,,346.0,,,,,,
279,109,5,,,,,,,348.0,,,,,,
280,109,5,,,,,,,351.0,,,,,,
281,109,5,,,,,,,352.0,,,,,,
282,111,5,,,,,,,351.0,,,,,,
283,111,5,,,,,,,351.0,,,,,,
284,113,5,,,,,,,352.0,,,,,,
285,110,5,,,,,,,356.0,,,,,,
286,111,5,,,,,,,356.0,,,,,,
287,111,5,,,,,,,358.0,,,,,,
288,112,5,,,,,,,361.0,,,,,,
289,112,5,,,,,,,361.0,,,,,,
290,113,9,,,,,,,356.0,,,,,,
291,113,9,,,,,,,356.0,,,,,,
292,115,9,,,,,,,356.0,,,,,,
293,116,9,,,,,,,356.0,,,,,,
294,115,9,,,,,,,359.0,,,,,,
295,115,9,,,,,,,359.0,,,,,,
296,115,9,,,,,,,358.0,,,,,,
297,115,9,,,,,,,360.0,,,,,,
298,116,9,,,,,,,360.0,,,,,,
299,117,9,,,,,,,360.0,,,,,,
300,120,9,,,,,,,360.0,,,,,,
301,121,9,,,,,,,360.0,,,,,,
302,120,9,,,,,,,363.0,,,,,,
303,121,9,,,,,,,363.0,,,,,,
304,120,9,,,,,,,365.0,,,,,,
305,121,9,,,,,,,367.0,,,,,,
306,125,9,,,,,,,368.0,,,,,,
307,128,9,,,,,,,367.0,,,,,,
308,131,9,,,,,,,367.0,,,,,,
309,132,9,,,,,,,367.0,,,,,,
310,132,9,,,,,,,370.0,,,,,,
311,132,9,,,,,,,370.0,,,,,,
312,132,9,,,,,,,370.0,,,,,,
313,132,9,,,,,,,370.0,,,,,,
314,136,9,,,,,,,368.0,,,,,,
315,137,9,,,,,,,369.0,,,,,,
316,138,9,,,,,,,369.0,,,,,,
317,138,9,,,,,,,369.0,,,,,,
318,138,9,,,,,,,369.0,,,,,,
319,139,9,,,,,,,369.0,,,,,,
320,141,11,,,,,,,373.0,,,,,,
321,142,11,,,,,,,373.0,,,,,,
322,141,11,,,,,,,375.0,,,,,,
323,141,11,,,,,,,374.0,,,,,,
324,140,11,,,,,,,378.0,,,,,,
325,140,11,,,,,,,378.0,,,,,,
326,140,11,,,,,,,379.0,,,,,,
327,140,11,,,,,,,380.0,,,,,,
328,141,11,,,,,,,381.0,,,,,,
329,142,11,,,,,,,381.0,,,,,,
330,136,11,,,,,,,387.0,,,,,,
331,136,11,,,,,,,387.0,,,,,,
332,137,11,,,,,,,388.0,,,,,,
333,137,11,,,,,,,389.0,,,,,,
334,140,11,,,,,,,390.0,,,,,,
335,140,11,,,,,,,391.0,,,,,,
336,142,11,,,,,,,390.0,,,,,,
337,142,11,,,,,,,390.0,,,,,,
338,142,11,,,,,,,391.0,,,,,,
339,140,11,,,,,,,395.0,,,,,,
340,140,11,,,,,,,395.0,,,,,,
341,141,11,,,,,,,395.0,,,,,,
342,143,11,,,,,,,395.0,,,,,,
343,143,11,,,,,,,395.0,,,,,,
344,144,6,,,,,,,403.0,,,,,,
345,144,6,,,,,,,404.0,,,,,,
346,144,6,,,,,,,406.0,,,,,,
347,144,6,,,,,,,406.0,,,,,,
348,144,6,,,,,,,408.0,,,,,,
349,145,6,,,,,,,408.0,,,,,,
350,145,6,,,,,,,408.0,,,,,,
351,145,6,,,,,,,409.0,,,,,,
352,145,6,,,,,,,412.0,,,,,,
353,145,6,,,,,,,412.0,,,,,,
354,150,6,,,,,,,409.0,,,,,,
355,150,6,,,,,,,409.0,,,,,,
356,150,6,,,,,,,409.0,,,,,,
357,150,6,,,,,,,410.0,,,,,,
358,152,6,,,,,,,410.0,,,,,,
359,152,6,,,,,,,411.0,,,,,,
360,152,6,,,,,,,416.0,,,,,,
361,152,6,,,,,,,417.0,,,,,,
362,153,6,,,,,,,418.0,,,,,,
363,153,6,,,,,,,418.0,,,,,,
364,153,6,,,,,,,419.0,,,,,,
365,153,6,,,,,,,419.0,,,,,,
366,154,6,,,,,,,420.0,,,,,,
367,154,6,,,,,,,420.0,,,,,,
368,156,6,,,,,,,420.0,,,,,,
369,156,6,,,,,,,420.0,,,,,,
370,156,6,,,,,,,420.0,,,,,,
371,156,6,,,,,,,420.0,,,,,,
372,156,6,,,,,,,420.0,,,,,,
373,156,6,,,,,,,420.0,,,,,,
374,156,6,,,,,,,420.0,,,,,,
375,152,6,,,,,,,426.0,,,,,,
376,152,6,,,,,,,427.0,,,,,,
377,152,6,,,,,,,426.0,,,,,,
378,150,6,,,,,,,429.0,,,,,,
379,150,6,,,,,,,429.0,,,,,,
380,151,6,,,,,,,430.0,,,,,,
381,151,6,,,,,,,429.0,,,,,,
382,151,6,,,,,,,429.0,,,,,,
383,151,6,,,,,,,429.0,,,,,,
384,149,6,,,,,,,432.0,,,,,,
385,150,6,,,,,,,432.0,,,,,,
386,150,6,,,,,,,431.0,,,,,,
387,150,6,,,,,,,432.0,,,,,,
388,150,6,,,,,,,434.0,,,,,,
389,150,6,,,,,,,434.0,,,,,,
390,150,6,,,,,,,434.0,,,,,,
391,150,6,,,,,,,434.0,,,,,,
392,150,6,,,,,,,437.0,,,,,,
393,150,6,,,,,,,437.0,,,,,,
394,153,6,,,,,,,435.0,,,,,,
395,153,6,,,,,,,436.0,,,,,,
396,154,6,,,,,,,436.0,,,,,,
397,154,6,,,,,,,436.0,,,,,,
398,155,6,,,,,,,436.0,,,,,,
399,155,6,,,,,,,436.0,,,,,,
400,156,6,,,,,,,437.0,,,,,,
401,156,6,,,,,,,437.0,,,,,,
402,156,6,,,,,,,437.0,,,,,,
403,156,6,,,,,,,437.0,,,,,,
404,157,6,,,,,,,439.0,,,,,,
405,157,6,,,,,,,439.0,,,,,,
406,157,6,,,,,,,439.0,,,,,,
407,157,6,,,,,,,439.0,,,,,,
408,159,6,,,,,,,,441.0,,,,,
409,159,6,,,,,,,,440.0,,,,,
410,160,6,,,,,,,,441.0,,,,,
411,160,6,,,,,,,,441.0,,,,,
412,161,6,,,,,,,,442.0,,,,,
413,161,6,,,,,,,,442.0,,,,,
414,160,8,,,,,,,,442.0,,,,,
415,160,8,,,,,,,,442.0,,,,,
416,159,8,,,,,,,,447.0,,,,,
417,159,8,,,,,,,,447.0,,,,,
418,159,8,,,,,,,,447.0,,,,,
419,159,8,,,,,,,,447.0,,,,,
420,157,8,,,,,,,,455.0,,,,,
421,158,10,,,,,,,,451.0,,,,,
422,158,10,,,,,,,,451.0,,,,,
423,159,10,,,,,,,,452.0,,,,,
424,160,10,,,,,,,,453.0,,,,,
425,160,10,,,,,,,,453.0,,,,,
426,160,10,,,,,,,,454.0,,,,,
427,160,10,,,,,,,,454.0,,,,,
428,160,10,,,,,,,,454.0,,,,,
429,160,10,,,,,,,,454.0,,,,,
430,161,10,,,,,,,,455.0,,,,,
431,161,10,,,,,,,,455.0,,,,,
432,164,10,,,,,,,,455.0,,,,,
433,164,10,,,,,,,,455.0,,,,,
434,164,10,,,,,,,,455.0,,,,,
435,164,10,,,,,,,,455.0,,,,,
436,164,10,,,,,,,,455.0,,,,,
437,164,10,,,,,,,,455.0,,,,,
438,165,10,,,,,,,,455.0,,,,,
439,165,10,,,,,,,,455.0,,,,,
440,164,10,,,,,,,,461.0,,,,,
441,166,10,,,,,,,,460.0,,,,,
442,166,10,,,,,,,,460.0,,,,,
443,166,10,,,,,,,,460.0,,,,,
444,167,10,,,,,,,,460.0,,,,,
445,167,10,,,,,,,,460.0,,,,,
446,167,10,,,,,,,,460.0,,,,,
447,167,10,,,,,,,,460.0,,,,,
448,167,10,,,,,,,,460.0,,,,,
449,167,10,,,,,,,,460.0,,,,,
450,167,10,,,,,,,,464.0,,,,,
451,167,10,,,,,,,,464.0,,,,,
452,167,10,,,,,,,,466.0,,,,,
453,167,10,,,,,,,,465.0,,,,,
454,167,10,,,,,,,,465.0,,,,,
455,167,10,,,,,,,,465.0,,,,,
456,168,10,,,,,,,,468.0,,,,,
457,168,10,,,,,,,,468.0,,,,,
458,168,10,,,,,,,,469.0,,,,,
459,168,10,,,,,,,,469.0,,,,,
460,167,10,,,,,,,,473.0,,,,,
461,167,10,,,,,,,,473.0,,,,,
462,167,10,,,,,,,,475.0,,,,,
463,167,10,,,,,,,,475.0,,,,,
464,168,10,,,,,,,,475.0,,,,,
465,168,10,,,,,,,,476.0,,,,,
466,169,10,,,,,,,,478.0,,,,,
467,169,10,,,,,,,,478.0,,,,,
468,167,10,,,,,,,,481.0,,,,,
469,167,10,,,,,,,,482.0,,,,,
470,167,10,,,,,,,,482.0,,,,,
471,167,10,,,,,,,,482.0,,,,,
472,169,10,,,,,,,,484.0,,,,,
473,169,10,,,,,,,,484.0,,,,,
474,170,10,,,,,,,,485.0,,,,,
475,170,10,,,,,,,,484.0,,,,,
476,164,10,,,,,,,,492.0,,,,,
477,164,10,,,,,,,,494.0,,,,,
478,165,10,,,,,,,,496.0,,,,,
479,166,10,,,,,,,,494.0,,,,,
480,166,10,,,,,,,,494.0,,,,,
481,166,10,,,,,,,,494.0,,,,,
482,167,10,,,,,,,,494.0,,,,,
483,168,10,,,,,,,,494.0,,,,,
484,169,10,,,,,,,,494.0,,,,,
485,169,10,,,,,,,,494.0,,,,,
486,170,10,,,,,,,,494.0,,,,,
487,170,10,,,,,,,,493.0,,,,,
488,169,10,,,,,,,,498.0,,,,,
489,169,10,,,,,,,,498.0,,,,,
490,173,10,,,,,,,,499.0,,,,,
491,173,10,,,,,,,,499.0,,,,,
492,174,10,,,,,,,,499.0,,,,,
493,174,10,,,,,,,,499.0,,,,,
494,175,10,,,,,,,,499.0,,,,,
495,175,10,,,,,,,,499.0,,,,,
496,177,10,,,,,,,,500.0,,,,,
497,177,10,,,,,,,,499.0,,,,,
498,177,10,,,,,,,,502.0,,,,,
499,177,10,,,,,,,,502.0,,,,,
500,178,10,,,,,,,,502.0,,,,,
501,178,10,,,,,,,,502.0,,,,,
502,176,10,,,,,,,,506.0,,,,,
503,176,10,,,,,,,,506.0,,,,,
504,177,10,,,,,,,,507.0,,,,,
505,179,10,,,,,,,,506.0,,,,,
506,180,10,,,,,,,,506.0,,,,,
507,180,10,,,,,,,,506.0,,,,,
508,180,10,,,,,,,,507.0,,,,,
509,180,10,,,,,,,,507.0,,,,,
510,180,10,,,,,,,,510.0,,,,,
511,180,10,,,,,,,,511.0,,,,,
512,181,10,,,,,,,,511.0,,,,,
513,183,10,,,,,,,,511.0,,,,,
514,183,10,,,,,,,,512.0,,,,,
515,184,10,,,,,,,,512.0,,,,,
516,184,10,,,,,,,,512.0,,,,,
517,184,10,,,,,,,,512.0,,,,,
518,185,10,,,,,,,,512.0,,,,,
519,185,10,,,,,,,,512.0,,,,,
520,181,10,,,,,,,,519.0,,,,,
521,181,10,,,,,,,,518.0,,,,,
522,182,12,,,,,,,,519.0,,,,,
523,182,12,,,,,,,,519.0,,,,,
524,182,12,,,,,,,,519.0,,,,,
525,183,12,,,,,,,,520.0,,,,,
526,184,12,,,,,,,,521.0,,,,,
527,184,12,,,,,,,,521.0,,,,,
528,185,12,,,,,,,,522.0,,,,,
529,185,12,,,,,,,,522.0,,,,,
530,185,12,,,,,,,,523.0,,,,,
531,182,12,,,,,,,,528.0,,,,,
532,186,12,,,,,,,,524.0,,,,,
533,186,12,,,,,,,,524.0,,,,,
534,186,12,,,,,,,,526.0,,,,,
535,186,12,,,,,,,,526.0,,,,,
536,186,12,,,,,,,,529.0,,,,,
537,186,12,,,,,,,,530.0,,,,,
538,186,12,,,,,,,,530.0,,,,,
539,186,12,,,,,,,,530.0,,,,,
540,185,12,,,,,,,,544.0,,,,,
541,185,12,,,,,,,,544.0,,,,,
542,185,12,,,,,,,,545.0,,,,,
543,186,12,,,,,,,,545.0,,,,,
544,187,12,,,,,,,,547.0,,,,,
545,187,12,,,,,,,,547.0,,,,,
546,188,12,,,,,,,,549.0,,,,,
547,188,12,,,,,,,,549.0,,,,,
548,188,12,,,,,,,,550.0,,,,,
549,188,12,,,,,,,,550.0,,,,,
550,188,12,,,,,,,,551.0,,,,,
551,188,12,,,,,,,,551.0,,,,,
552,186,12,,,,,,,,,560.0,,,,
553,186,12,,,,,,,,,560.0,,,,
554,186,12,,,,,,,,,560.0,,,,
555,186,12,,,,,,,,,560.0,,,,
556,188,12,,,,,,,,,561.0,,,,
557,188,12,,,,,,,,,561.0,,,,
558,189,12,,,,,,,,,561.0,,,,
559,189,12,,,,,,,,,561.0,,,,
560,188,12,,,,,,,,,573.0,,,,
561,188,12,,,,,,,,,573.0,,,,
562,188,12,,,,,,,,,572.0,,,,
563,188,12,,,,,,,,,572.0,,,,
564,189,12,,,,,,,,,572.0,,,,
565,189,12,,,,,,,,,573.0,,,,
566,189,12,,,,,,,,,573.0,,,,
567,190,12,,,,,,,,,573.0,,,,
568,191,12,,,,,,,,,573.0,,,,
569,191,12,,,,,,,,,573.0,,,,
570,191,12,,,,,,,,,583.0,,,,
571,191,12,,,,,,,,,583.0,,,,
572,191,12,,,,,,,,,583.0,,,,
573,191,12,,,,,,,,,583.0,,,,
574,191,12,,,,,,,,,583.0,,,,
575,191,12,,,,,,,,,582.0,,,,
576,191,14,,,,,,,,,586.0,,,,
577,191,14,,,,,,,,,586.0,,,,
578,191,14,,,,,,,,,586.0,,,,
579,191,14,,,,,,,,,586.0,,,,
580,190,14,,,,,,,,,591.0,,,,
581,190,14,,,,,,,,,591.0,,,,
582,192,14,,,,,,,,,590.0,,,,
583,192,14,,,,,,,,,590.0,,,,
584,192,14,,,,,,,,,590.0,,,,
585,192,14,,,,,,,,,590.0,,,,
586,192,14,,,,,,,,,589.0,,,,
587,192,14,,,,,,,,,589.0,,,,
588,193,14,,,,,,,,,592.0,,,,
589,193,14,,,,,,,,,592.0,,,,
590,194,14,,,,,,,,,592.0,,,,
591,194,14,,,,,,,,,592.0,,,,
592,195,14,,,,,,,,,595.0,,,,
593,195,14,,,,,,,,,595.0,,,,
594,196,14,,,,,,,,,600.0,,,,
595,196,14,,,,,,,,,600.0,,,,
596,196,14,,,,,,,,,600.0,,,,
597,196,14,,,,,,,,,600.0,,,,
598,196,14,,,,,,,,,600.0,,,,
599,196,14,,,,,,,,,600.0,,,,
600,198,14,,,,,,,,,601.0,,,,
601,198,14,,,,,,,,,601.0,,,,
602,199,14,,,,,,,,,601.0,,,,
603,199,14,,,,,,,,,602.0,,,,
604,199,14,,,,,,,,,602.0,,,,
605,199,14,,,,,,,,,602.0,,,,
606,199,14,,,,,,,,,601.0,,,,
607,199,14,,,,,,,,,601.0,,,,
608,199,14,,,,,,,,,601.0,,,,
609,199,14,,,,,,,,,601.0,,,,
610,200,14,,,,,,,,,602.0,,,,
611,200,14,,,,,,,,,602.0,,,,
612,201,14,,,,,,,,,602.0,,,,
613,201,14,,,,,,,,,602.0,,,,
614,201,14,,,,,,,,,604.0,,,,
615,201,14,,,,,,,,,604.0,,,,
616,201,14,,,,,,,,,607.0,,,,
617,201,14,,,,,,,,,607.0,,,,
618,201,14,,,,,,,,,606.0,,,,
619,201,14,,,,,,,,,606.0,,,,
620,201,14,,,,,,,,,606.0,,,,
621,201,14,,,,,,,,,606.0,,,,
622,202,14,,,,,,,,,606.0,,,,
623,202,14,,,,,,,,,606.0,,,,
624,202,14,,,,,,,,,607.0,,,,
625,202,14,,,,,,,,,607.0,,,,
626,202,14,,,,,,,,,608.0,,,,
627,202,14,,,,,,,,,608.0,,,,
628,203,14,,,,,,,,,608.0,,,,
629,203,14,,,,,,,,,608.0,,,,
630,203,14,,,,,,,,,612.0,,,,
631,203,14,,,,,,,,,612.0,,,,
632,204,14,,,,,,,,,612.0,,,,
633,204,14,,,,,,,,,612.0,,,,
634,204,14,,,,,,,,,612.0,,,,
635,204,14,,,,,,,,,612.0,,,,
636,205,16,,,,,,,,,613.0,,,,
637,204,14,,,,,,,,,617.0,,,,
638,204,14,,,,,,,,,617.0,,,,
