day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
139,48,6,,,,,,,162.0,,,,,,,,,,
140,49,6,,,,,,,166.0,,,,,,,,,,
141,49,6,,,,,,,166.0,,,,,,,,,,
142,49,6,,,,,,,167.0,,,,,,,,,,
143,49,6,,,,,,,167.0,,,,,,,,,,
144,49,6,,,,,,,169.0,,,,,,,,,,
145,49,6,,,,,,,169.0,,,,,,,,,,
146,50,6,,,,,,,170.0,,,,,,,,,,
147,51,6,,,,,,,171.0,,,,,,,,,,
148,45,6,,,,,,,182.0,,,,,,,,,,
149,45,6,,,,,,,182.0,,,,,,,,,,
150,45,6,,,,,,,181.0,,,,,,,,,,
151,46,6,,,,,,,181.0,,,,,,,,,,
152,45,6,,,,,,,184.0,,,,,,,,,,
153,48,6,,,,,,,185.0,,,,,,,,,,
154,49,6,,,,,,,186.0,,,,,,,,,,
155,49,6,,,,,,,187.0,,,,,,,,,,
156,49,4,,,,,,,191.0,,,,,,,,,,
157,49,4,,,,,,,192.0,,,,,,,,,,
158,49,4,,,,,,,192.0,,,,,,,,,,
159,48,4,,,,,,,194.0,,,,,,,,,,
160,50,4,,,,,,,196.0,,,,,,,,,,
161,50,4,,,,,,,196.0,,,,,,,,,,
162,50,4,,,,,,,195.0,,,,,,,,,,
163,51,4,,,,,,,194.0,,,,,,,,,,
164,52,4,,,,,,,194.0,,,,,,,,,,
165,55,4,,,,,,,194.0,,,,,,,,,,
166,55,4,,,,,,,197.0,,,,,,,,,,
167,55,4,,,,,,,197.0,,,,,,,,,,
168,55,4,,,,,,,199.0,,,,,,,,,,
169,56,4,,,,,,,199.0,,,,,,,,,,
170,57,4,,,,,,,199.0,,,,,,,,,,
171,56,4,,,,,,,201.0,,,,,,,,,,
172,55,,,,,,,,211.0,,,,,,,,,,
173,55,,,,,,,,211.0,,,,,,,,,,
174,56,,,,,,,,212.0,,,,,,,,,,
175,57,,,,,,,,213.0,,,,,,,,,,
176,59,,,,,,,,215.0,,,,,,,,,,
177,59,,,,,,,,216.0,,,,,,,,,,
178,62,,,,,,,,217.0,,,,,,,,,,
179,63,,,,,,,,217.0,,,,,,,,,,
180,63,,,,,,,,,226.0,,,,,,,,,
181,67,,,,,,,,,226.0,,,,,,,,,
182,69,,,,,,,,,223.0,,,,,,,,,
183,69,,,,,,,,,227.0,,,,,,,,,
184,68,,,,,,,,,228.0,,,,,,,,,
185,69,,,,,,,,,228.0,,,,,,,,,
186,70,,,,,,,,,228.0,,,,,,,,,
187,70,,,,,,,,,229.0,,,,,,,,,
188,70,,,,,,,,,230.0,,,,,,,,,
189,71,,,,,,,,,230.0,,,,,,,,,
190,72,,,,,,,,,230.0,,,,,,,,,
191,72,,,,,,,,,230.0,,,,,,,,,
192,71,,,,,,,,,235.0,,,,,,,,,
193,71,,,,,,,,,235.0,,,,,,,,,
194,73,,,,,,,,,235.0,,,,,,,,,
195,73,,,,,,,,,235.0,,,,,,,,,
196,72,,,,,,,,,238.0,,,,,,,,,
197,74,,,,,,,,,238.0,,,,,,,,,
198,75,,,,,,,,,240.0,,,,,,,,,
199,73,,,,,,,,,243.0,,,,,,,,,
200,76,,,,,,,,,246.0,,,,,,,,,
201,78,,,,,,,,,245.0,,,,,,,,,
202,80,2,,,,,,,,248.0,,,,,,,,,
203,79,2,,,,,,,,250.0,,,,,,,,,
204,81,2,,,,,,,,251.0,,,,,,,,,
205,80,4,,,,,,,,251.0,,,,,,,,,
206,80,4,,,,,,,,252.0,,,,,,,,,
207,81,4,,,,,,,,252.0,,,,,,,,,
208,81,4,,,,,,,,258.0,,,,,,,,,
209,81,4,,,,,,,,258.0,,,,,,,,,
210,84,4,,,,,,,,260.0,,,,,,,,,
211,85,4,,,,,,,,259.0,,,,,,,,,
212,85,4,,,,,,,,259.0,,,,,,,,,
213,85,4,,,,,,,,259.0,,,,,,,,,
214,85,4,,,,,,,,260.0,,,,,,,,,
215,85,4,,,,,,,,261.0,,,,,,,,,
216,86,4,,,,,,,,262.0,,,,,,,,,
217,86,4,,,,,,,,262.0,,,,,,,,,
218,88,4,,,,,,,,262.0,,,,,,,,,
219,88,4,,,,,,,,262.0,,,,,,,,,
220,84,4,,,,,,,,271.0,,,,,,,,,
221,84,4,,,,,,,,270.0,,,,,,,,,
222,70,2,,,,,,,,287.0,,,,,,,,,
223,71,2,,,,,,,,287.0,,,,,,,,,
224,72,2,,,,,,,,289.0,,,,,,,,,
225,72,2,,,,,,,,290.0,,,,,,,,,
226,72,2,,,,,,,,290.0,,,,,,,,,
227,73,2,,,,,,,,289.0,,,,,,,,,
228,77,2,,,,,,,,289.0,,,,,,,,,
229,77,2,,,,,,,,289.0,,,,,,,,,
230,75,4,,,,,,,,293.0,,,,,,,,,
231,75,4,,,,,,,,294.0,,,,,,,,,
232,75,4,,,,,,,,294.0,,,,,,,,,
233,74,4,,,,,,,,294.0,,,,,,,,,
234,75,4,,,,,,,,296.0,,,,,,,,,
235,75,4,,,,,,,,297.0,,,,,,,,,
236,75,4,,,,,,,,300.0,,,,,,,,,
237,75,4,,,,,,,,300.0,,,,,,,,,
238,76,4,,,,,,,,302.0,,,,,,,,,
239,76,4,,,,,,,,302.0,,,,,,,,,
240,76,4,,,,,,,,303.0,,,,,,,,,
241,76,4,,,,,,,,303.0,,,,,,,,,
242,76,4,,,,,,,,304.0,,,,,,,,,
243,76,4,,,,,,,,304.0,,,,,,,,,
244,76,4,,,,,,,,305.0,,,,,,,,,
245,77,4,,,,,,,,305.0,,,,,,,,,
246,78,4,,,,,,,,305.0,,,,,,,,,
247,78,4,,,,,,,,305.0,,,,,,,,,
248,80,4,,,,,,,,308.0,,,,,,,,,
249,82,4,,,,,,,,,309.0,,,,,,,,
250,83,4,,,,,,,,,310.0,,,,,,,,
251,83,4,,,,,,,,,310.0,,,,,,,,
252,92,6,,,,,,,,,298.0,,,,,,,,
253,92,6,,,,,,,,,298.0,,,,,,,,
254,95,6,,,,,,,,,299.0,,,,,,,,
255,94,8,,,,,,,,,300.0,,,,,,,,
256,94,8,,,,,,,,,300.0,,,,,,,,
257,95,8,,,,,,,,,300.0,,,,,,,,
258,96,8,,,,,,,,,299.0,,,,,,,,
259,93,4,,,,,,,,,308.0,,,,,,,,
260,92,6,,,,,,,,,309.0,,,,,,,,
261,92,6,,,,,,,,,310.0,,,,,,,,
262,86,6,,,,,,,,,319.0,,,,,,,,
263,87,6,,,,,,,,,319.0,,,,,,,,
264,86,6,,,,,,,,,319.0,,,,,,,,
265,87,6,,,,,,,,,318.0,,,,,,,,
266,87,6,,,,,,,,,318.0,,,,,,,,
267,88,6,,,,,,,,,320.0,,,,,,,,
268,84,6,,,,,,,,,326.0,,,,,,,,
269,84,6,,,,,,,,,326.0,,,,,,,,
270,85,6,,,,,,,,,328.0,,,,,,,,
271,85,6,,,,,,,,,328.0,,,,,,,,
272,85,6,,,,,,,,,331.0,,,,,,,,
273,86,6,,,,,,,,,331.0,,,,,,,,
274,87,6,,,,,,,,,332.0,,,,,,,,
275,87,6,,,,,,,,,332.0,,,,,,,,
276,88,6,,,,,,,,,334.0,,,,,,,,
277,88,8,,,,,,,,,334.0,,,,,,,,
278,90,8,,,,,,,,,334.0,,,,,,,,
279,91,8,,,,,,,,,,336.0,,,,,,,
280,93,8,,,,,,,,,,337.0,,,,,,,
281,95,10,,,,,,,,,,333.0,,,,,,,
282,97,10,,,,,,,,,,333.0,,,,,,,
283,97,10,,,,,,,,,,333.0,,,,,,,
284,99,10,,,,,,,,,,335.0,,,,,,,
285,95,10,,,,,,,,,,340.0,,,,,,,
286,96,10,,,,,,,,,,339.0,,,,,,,
287,96,10,,,,,,,,,,341.0,,,,,,,
288,97,10,,,,,,,,,,344.0,,,,,,,
289,97,10,,,,,,,,,,343.0,,,,,,,
290,98,10,,,,,,,,,,343.0,,,,,,,
291,98,10,,,,,,,,,,343.0,,,,,,,
292,100,10,,,,,,,,,,343.0,,,,,,,
293,101,10,,,,,,,,,,343.0,,,,,,,
294,100,12,,,,,,,,,,344.0,,,,,,,
295,100,12,,,,,,,,,,344.0,,,,,,,
296,100,12,,,,,,,,,,344.0,,,,,,,
297,100,12,,,,,,,,,,346.0,,,,,,,
298,101,12,,,,,,,,,,346.0,,,,,,,
299,102,12,,,,,,,,,,347.0,,,,,,,
300,105,12,,,,,,,,,,347.0,,,,,,,
301,106,12,,,,,,,,,,347.0,,,,,,,
302,107,10,,,,,,,,,,349.0,,,,,,,
303,108,10,,,,,,,,,,349.0,,,,,,,
304,105,10,,,,,,,,,,354.0,,,,,,,
305,107,13,,,,,,,,,,351.0,,,,,,,
306,111,13,,,,,,,,,,352.0,,,,,,,
307,114,13,,,,,,,,,,352.0,,,,,,,
308,117,13,,,,,,,,,,352.0,,,,,,,
309,118,13,,,,,,,,,,352.0,,,,,,,
310,116,15,,,,,,,,,,355.0,,,,,,,
311,116,15,,,,,,,,,,355.0,,,,,,,
312,116,15,,,,,,,,,,355.0,,,,,,,
313,116,15,,,,,,,,,,355.0,,,,,,,
314,121,15,,,,,,,,,,352.0,,,,,,,
315,122,15,,,,,,,,,,353.0,,,,,,,
316,123,15,,,,,,,,,,353.0,,,,,,,
317,123,15,,,,,,,,,,353.0,,,,,,,
318,123,15,,,,,,,,,,353.0,,,,,,,
319,124,15,,,,,,,,,,353.0,,,,,,,
320,125,13,3,,,,,,,,,359.0,,,,,,,
321,126,13,3,,,,,,,,,359.0,,,,,,,
322,124,13,3,,,,,,,,,361.0,,,,,,,
323,124,13,3,,,,,,,,,361.0,,,,,,,
324,123,10,3,,,,,,,,,368.0,,,,,,,
325,123,10,3,,,,,,,,,368.0,,,,,,,
326,123,10,3,,,,,,,,,369.0,,,,,,,
327,123,10,3,,,,,,,,,370.0,,,,,,,
328,124,10,3,,,,,,,,,371.0,,,,,,,
329,125,10,3,,,,,,,,,371.0,,,,,,,
330,120,10,3,,,,,,,,,377.0,,,,,,,
331,120,10,3,,,,,,,,,377.0,,,,,,,
332,121,10,3,,,,,,,,,377.0,,,,,,,
333,120,10,3,,,,,,,,,379.0,,,,,,,
334,123,10,3,,,,,,,,,380.0,,,,,,,
335,123,10,3,,,,,,,,,381.0,,,,,,,
336,125,10,3,,,,,,,,,379.0,,,,,,,
337,125,10,3,,,,,,,,,379.0,,,,,,,
338,124,10,3,,,,,,,,,380.0,,,,,,,
339,122,10,3,,,,,,,,,384.0,,,,,,,
340,122,10,3,,,,,,,,,383.0,,,,,,,
341,123,10,3,,,,,,,,,383.0,,,,,,,
342,125,10,3,,,,,,,,,383.0,,,,,,,
343,125,10,3,,,,,,,,,383.0,,,,,,,
344,125,10,3,,,,,,,,,387.0,,,,,,,
345,125,10,3,,,,,,,,,388.0,,,,,,,
346,125,10,3,,,,,,,,,390.0,,,,,,,
347,125,10,3,,,,,,,,,391.0,,,,,,,
348,125,10,3,,,,,,,,,393.0,,,,,,,
349,126,10,3,,,,,,,,,393.0,,,,,,,
350,126,10,3,,,,,,,,,393.0,,,,,,,
351,124,10,3,,,,,,,,,395.0,,,,,,,
352,124,10,3,,,,,,,,,398.0,,,,,,,
353,124,10,3,,,,,,,,,398.0,,,,,,,
354,127,10,3,,,,,,,,,398.0,,,,,,,
355,127,10,3,,,,,,,,,397.0,,,,,,,
356,127,10,3,,,,,,,,,397.0,,,,,,,
357,127,10,3,,,,,,,,,398.0,,,,,,,
358,129,10,3,,,,,,,,,399.0,,,,,,,
359,129,10,3,,,,,,,,,400.0,,,,,,,
360,130,10,3,,,,,,,,,404.0,,,,,,,
361,129,12,3,,,,,,,,,404.0,,,,,,,
362,130,12,3,,,,,,,,,405.0,,,,,,,
363,130,12,3,,,,,,,,,405.0,,,,,,,
364,130,12,3,,,,,,,,,406.0,,,,,,,
365,130,12,3,,,,,,,,,406.0,,,,,,,
366,131,12,3,,,,,,,,,407.0,,,,,,,
367,131,12,3,,,,,,,,,407.0,,,,,,,
368,133,12,3,,,,,,,,,407.0,,,,,,,
369,133,12,3,,,,,,,,,407.0,,,,,,,
370,133,12,3,,,,,,,,,407.0,,,,,,,
371,133,12,3,,,,,,,,,407.0,,,,,,,
372,133,12,3,,,,,,,,,407.0,,,,,,,
373,133,12,3,,,,,,,,,407.0,,,,,,,
374,133,12,3,,,,,,,,,407.0,,,,,,,
375,129,12,3,,,,,,,,,413.0,,,,,,,
376,129,12,3,,,,,,,,,414.0,,,,,,,
377,129,12,3,,,,,,,,,414.0,,,,,,,
378,129,12,3,,,,,,,,,415.0,,,,,,,
379,129,12,3,,,,,,,,,414.0,,,,,,,
380,129,12,3,,,,,,,,,416.0,,,,,,,
381,129,12,3,,,,,,,,,416.0,,,,,,,
382,129,12,3,,,,,,,,,416.0,,,,,,,
383,131,12,3,,,,,,,,,413.0,,,,,,,
384,131,12,3,,,,,,,,,413.0,,,,,,,
385,131,12,3,,,,,,,,,413.0,,,,,,,
386,130,12,3,,,,,,,,,413.0,,,,,,,
387,129,12,3,,,,,,,,,414.0,,,,,,,
388,129,12,3,,,,,,,,,415.0,,,,,,,
389,129,12,3,,,,,,,,,415.0,,,,,,,
390,128,12,3,,,,,,,,,415.0,,,,,,,
391,128,12,3,,,,,,,,,415.0,,,,,,,
392,127,12,3,,,,,,,,,419.0,,,,,,,
393,127,12,3,,,,,,,,,419.0,,,,,,,
394,129,12,3,,,,,,,,,419.0,,,,,,,
395,129,12,3,,,,,,,,,420.0,,,,,,,
396,130,12,3,,,,,,,,,420.0,,,,,,,
397,131,12,3,,,,,,,,,418.0,,,,,,,
398,132,12,3,,,,,,,,,418.0,,,,,,,
399,131,12,3,,,,,,,,,418.0,,,,,,,
400,131,14,3,,,,,,,,,418.0,,,,,,,
401,131,14,3,,,,,,,,,418.0,,,,,,,
402,132,14,3,,,,,,,,,416.0,,,,,,,
403,132,14,3,,,,,,,,,416.0,,,,,,,
404,133,14,3,,,,,,,,,418.0,,,,,,,
405,133,14,3,,,,,,,,,418.0,,,,,,,
406,133,14,3,,,,,,,,,418.0,,,,,,,
407,133,14,3,,,,,,,,,418.0,,,,,,,
408,134,14,3,,,,,,,,,420.0,,,,,,,
409,134,14,3,,,,,,,,,420.0,,,,,,,
410,135,14,3,,,,,,,,,421.0,,,,,,,
411,135,14,3,,,,,,,,,421.0,,,,,,,
412,137,14,3,,,,,,,,,420.0,,,,,,,
413,137,14,3,,,,,,,,,420.0,,,,,,,
414,137,14,3,,,,,,,,,421.0,,,,,,,
415,137,14,3,,,,,,,,,421.0,,,,,,,
416,137,12,3,,,,,,,,,427.0,,,,,,,
417,137,12,3,,,,,,,,,427.0,,,,,,,
418,137,12,3,,,,,,,,,426.0,,,,,,,
419,137,12,3,,,,,,,,,426.0,,,,,,,
420,129,14,3,,,,,,,,,437.0,,,,,,,
421,129,14,3,,,,,,,,,437.0,,,,,,,
422,129,14,3,,,,,,,,,437.0,,,,,,,
423,130,14,3,,,,,,,,,437.0,,,,,,,
424,129,14,3,,,,,,,,,439.0,,,,,,,
425,129,14,3,,,,,,,,,439.0,,,,,,,
426,129,14,3,,,,,,,,,439.0,,,,,,,
427,129,14,3,,,,,,,,,439.0,,,,,,,
428,129,14,3,,,,,,,,,438.0,,,,,,,
429,129,14,3,,,,,,,,,438.0,,,,,,,
430,130,14,3,,,,,,,,,439.0,,,,,,,
431,130,14,3,,,,,,,,,439.0,,,,,,,
432,133,14,3,,,,,,,,,439.0,,,,,,,
433,133,14,3,,,,,,,,,439.0,,,,,,,
434,133,14,3,,,,,,,,,439.0,,,,,,,
435,133,14,3,,,,,,,,,439.0,,,,,,,
436,133,14,3,,,,,,,,,439.0,,,,,,,
437,133,14,3,,,,,,,,,439.0,,,,,,,
438,134,14,3,,,,,,,,,438.0,,,,,,,
439,134,14,3,,,,,,,,,438.0,,,,,,,
440,135,14,3,,,,,,,,,442.0,,,,,,,
441,137,14,3,,,,,,,,,442.0,,,,,,,
442,140,14,3,,,,,,,,,438.0,,,,,,,
443,140,14,3,,,,,,,,,438.0,,,,,,,
444,140,14,3,,,,,,,,,438.0,,,,,,,
445,140,14,3,,,,,,,,,438.0,,,,,,,
446,140,14,3,,,,,,,,,438.0,,,,,,,
447,140,14,3,,,,,,,,,438.0,,,,,,,
448,140,14,3,,,,,,,,,438.0,,,,,,,
449,140,14,3,,,,,,,,,438.0,,,,,,,
450,140,14,3,,,,,,,,,442.0,,,,,,,
451,140,14,3,,,,,,,,,442.0,,,,,,,
452,140,14,3,,,,,,,,,444.0,,,,,,,
453,140,14,3,,,,,,,,,444.0,,,,,,,
454,140,14,3,,,,,,,,,444.0,,,,,,,
455,140,14,3,,,,,,,,,443.0,,,,,,,
456,141,14,3,,,,,,,,,446.0,,,,,,,
457,141,14,3,,,,,,,,,446.0,,,,,,,
458,141,14,3,,,,,,,,,447.0,,,,,,,
459,141,14,3,,,,,,,,,447.0,,,,,,,
460,140,14,3,,,,,,,,,451.0,,,,,,,
461,140,14,3,,,,,,,,,451.0,,,,,,,
462,140,14,3,,,,,,,,,452.0,,,,,,,
463,140,14,3,,,,,,,,,452.0,,,,,,,
464,139,14,3,,,,,,,,,454.0,,,,,,,
465,139,14,3,,,,,,,,,455.0,,,,,,,
466,140,14,3,,,,,,,,,457.0,,,,,,,
467,140,14,3,,,,,,,,,456.0,,,,,,,
468,139,14,3,,,,,,,,,458.0,,,,,,,
469,139,14,3,,,,,,,,,459.0,,,,,,,
470,139,14,3,,,,,,,,,459.0,,,,,,,
471,139,14,3,,,,,,,,,459.0,,,,,,,
472,141,14,3,,,,,,,,,461.0,,,,,,,
473,141,14,3,,,,,,,,,461.0,,,,,,,
474,142,14,3,,,,,,,,,461.0,,,,,,,
475,142,14,3,,,,,,,,,461.0,,,,,,,
476,132,12,3,,,,,,,,,474.0,,,,,,,
477,132,12,3,,,,,,,,,476.0,,,,,,,
478,133,12,3,,,,,,,,,478.0,,,,,,,
479,133,12,3,,,,,,,,,478.0,,,,,,,
480,133,12,3,,,,,,,,,478.0,,,,,,,
481,133,12,3,,,,,,,,,477.0,,,,,,,
482,134,12,3,,,,,,,,,477.0,,,,,,,
483,134,12,3,,,,,,,,,477.0,,,,,,,
484,135,12,3,,,,,,,,,477.0,,,,,,,
485,135,12,3,,,,,,,,,477.0,,,,,,,
486,136,14,3,,,,,,,,,474.0,,,,,,,
487,136,14,3,,,,,,,,,474.0,,,,,,,
488,135,14,3,,,,,,,,,479.0,,,,,,,
489,135,14,3,,,,,,,,,479.0,,,,,,,
490,139,14,3,,,,,,,,,480.0,,,,,,,
491,139,14,3,,,,,,,,,480.0,,,,,,,
492,140,14,3,,,,,,,,,480.0,,,,,,,
493,140,14,3,,,,,,,,,480.0,,,,,,,
494,141,14,3,,,,,,,,,480.0,,,,,,,
495,141,14,3,,,,,,,,,480.0,,,,,,,
496,141,14,3,,,,,,,,,482.0,,,,,,,
497,141,14,3,,,,,,,,,482.0,,,,,,,
498,142,14,3,,,,,,,,,484.0,,,,,,,
499,142,14,3,,,,,,,,,484.0,,,,,,,
500,143,14,3,,,,,,,,,484.0,,,,,,,
501,143,14,3,,,,,,,,,484.0,,,,,,,
502,142,14,3,,,,,,,,,487.0,,,,,,,
503,142,14,3,,,,,,,,,487.0,,,,,,,
504,143,14,3,,,,,,,,,488.0,,,,,,,
505,145,14,3,,,,,,,,,488.0,,,,,,,
506,146,14,3,,,,,,,,,488.0,,,,,,,
507,146,14,3,,,,,,,,,488.0,,,,,,,
508,146,14,3,,,,,,,,,489.0,,,,,,,
509,147,14,3,,,,,,,,,487.0,,,,,,,
510,148,14,3,,,,,,,,,489.0,,,,,,,
511,148,14,3,,,,,,,,,490.0,,,,,,,
512,149,14,3,,,,,,,,,490.0,,,,,,,
513,151,14,3,,,,,,,,,489.0,,,,,,,
514,151,14,3,,,,,,,,,490.0,,,,,,,
515,152,14,3,,,,,,,,,490.0,,,,,,,
516,152,14,3,,,,,,,,,490.0,,,,,,,
517,152,14,3,,,,,,,,,489.0,,,,,,,
518,153,14,3,,,,,,,,,489.0,,,,,,,
519,153,14,3,,,,,,,,,489.0,,,,,,,
520,151,10,,,,,,,,,,501.0,,,,,,,
521,151,10,,,,,,,,,,501.0,,,,,,,
522,153,10,,,,,,,,,,503.0,,,,,,,
523,153,10,,,,,,,,,,503.0,,,,,,,
524,153,10,,,,,,,,,,503.0,,,,,,,
525,154,10,,,,,,,,,,504.0,,,,,,,
526,155,10,,,,,,,,,,505.0,,,,,,,
527,155,10,,,,,,,,,,505.0,,,,,,,
528,156,10,,,,,,,,,,506.0,,,,,,,
529,156,10,,,,,,,,,,506.0,,,,,,,
530,156,10,,,,,,,,,,507.0,,,,,,,
531,155,10,,,,,,,,,,510.0,,,,,,,
532,156,10,,,,,,,,,,510.0,,,,,,,
