day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12
180,53,2,,,,,,,185.0,,,,
181,57,2,,,,,,,185.0,,,,
182,57,2,,,,,,,183.0,,,,
183,57,2,,,,,,,187.0,,,,
184,56,2,,,,,,,189.0,,,,
185,57,2,,,,,,,187.0,,,,
186,58,2,,,,,,,187.0,,,,
187,56,2,,,,,,,188.0,,,,
188,56,,,,,,,,191.0,,,,
189,57,,,,,,,,190.0,,,,
190,58,,,,,,,,190.0,,,,
191,57,,,,,,,,190.0,,,,
192,58,,,,,,,,193.0,,,,
193,58,,,,,,,,192.0,,,,
194,60,,,,,,,,192.0,,,,
195,60,,,,,,,,192.0,,,,
196,60,,,,,,,,192.0,,,,
197,62,,,,,,,,192.0,,,,
198,63,,,,,,,,193.0,,,,
199,61,,,,,,,,197.0,,,,
200,65,,,,,,,,199.0,,,,
201,67,,,,,,,,199.0,,,,
202,70,,,,,,,,,203.0,,,
203,68,,,,,,,,,205.0,,,
204,70,,,,,,,,,205.0,,,
205,70,,,,,,,,,206.0,,,
206,69,,,,,,,,,207.0,,,
207,71,,,,,,,,,207.0,,,
208,71,,,,,,,,,212.0,,,
209,71,,,,,,,,,212.0,,,
210,74,,,,,,,,,213.0,,,
211,75,,,,,,,,,213.0,,,
212,75,,,,,,,,,213.0,,,
213,75,,,,,,,,,213.0,,,
214,74,2,,,,,,,,213.0,,,
215,74,2,,,,,,,,214.0,,,
216,75,2,,,,,,,,215.0,,,
217,75,2,,,,,,,,215.0,,,
218,77,2,,,,,,,,215.0,,,
219,77,2,,,,,,,,215.0,,,
220,73,2,,,,,,,,224.0,,,
221,73,2,,,,,,,,224.0,,,
222,56,,,,,,,,,243.0,,,
223,57,,,,,,,,,243.0,,,
224,58,,,,,,,,,245.0,,,
225,58,,,,,,,,,244.0,,,
226,58,,,,,,,,,244.0,,,
227,59,,,,,,,,,244.0,,,
228,62,,,,,,,,,246.0,,,
229,62,,,,,,,,,246.0,,,
230,61,,,,,,,,,251.0,,,
231,61,,,,,,,,,252.0,,,
232,61,,,,,,,,,251.0,,,
233,61,,,,,,,,,251.0,,,
234,59,,,,,,,,,255.0,,,
235,59,,,,,,,,,256.0,,,
236,56,,,,,,,,,261.0,,,
237,56,,,,,,,,,261.0,,,
238,56,,,,,,,,,262.0,,,
239,71,,,,,,,,,246.0,,,
240,71,,,,,,,,,247.0,,,
241,70,,,,,,,,,247.0,,,
242,69,2,,,,,,,,246.0,,,
243,69,2,,,,,,,,246.0,,,
244,69,2,,,,,,,,,246.0,,
245,70,2,,,,,,,,,246.0,,
246,71,2,,,,,,,,,246.0,,
247,71,2,,,,,,,,,246.0,,
248,72,2,,,,,,,,,250.0,,
249,74,2,,,,,,,,,251.0,,
250,75,2,,,,,,,,,252.0,,
251,75,2,,,,,,,,,252.0,,
252,76,2,,,,,,,,,252.0,,
253,76,2,,,,,,,,,252.0,,
254,79,2,,,,,,,,,252.0,,
255,81,2,,,,,,,,,249.0,,
256,82,2,,,,,,,,,247.0,,
257,82,2,,,,,,,,,247.0,,
258,83,2,,,,,,,,,247.0,,
259,81,2,,,,,,,,,251.0,,
260,81,2,,,,,,,,,254.0,,
261,81,2,,,,,,,,,255.0,,
262,77,2,,,,,,,,,262.0,,
263,78,2,,,,,,,,,263.0,,
264,78,2,,,,,,,,,262.0,,
265,79,2,,,,,,,,,262.0,,
266,78,2,,,,,,,,,262.0,,
267,79,2,,,,,,,,,264.0,,
268,77,2,,,,,,,,,267.0,,
269,77,2,,,,,,,,,267.0,,
270,78,2,,,,,,,,,269.0,,
271,78,2,,,,,,,,,269.0,,
272,79,2,,,,,,,,,271.0,,
273,80,2,,,,,,,,,271.0,,
274,81,2,,,,,,,,,272.0,,
275,81,2,,,,,,,,,272.0,,
276,82,2,,,,,,,,,274.0,,
277,82,4,,,,,,,,,274.0,,
278,84,4,,,,,,,,,274.0,,
279,83,4,,,,,,,,,277.0,,
280,85,4,,,,,,,,,278.0,,
281,85,4,,,,,,,,,279.0,,
282,87,4,,,,,,,,,279.0,,
283,87,4,,,,,,,,,279.0,,
284,89,4,,,,,,,,,281.0,,
285,86,4,,,,,,,,,285.0,,
286,87,4,,,,,,,,,284.0,,
287,86,4,,,,,,,,285.0,,,
288,87,4,,,,,,,,288.0,,,
289,87,4,,,,,,,,288.0,,,
290,88,4,,,,,,,,287.0,,,
291,88,4,,,,,,,,287.0,,,
292,90,4,,,,,,,,287.0,,,
293,91,4,,,,,,,,287.0,,,
294,92,6,,,,,,,,285.0,,,
295,94,6,,,,,,,,281.0,,,
296,92,6,,,,,,,,281.0,,,
297,90,6,,,,,,,,285.0,,,
298,91,6,,,,,,,,285.0,,,
299,92,6,,,,,,,,286.0,,,
300,95,6,,,,,,,,286.0,,,
301,96,6,,,,,,,,286.0,,,
302,96,4,,,,,,,,290.0,,,
303,97,4,,,,,,,,290.0,,,
304,97,4,,,,,,,,,292.0,,
305,98,4,,,,,,,,,294.0,,
306,102,4,,,,,,,,,295.0,,
307,105,4,,,,,,,,,295.0,,
308,108,4,,,,,,,,,295.0,,
309,110,2,,,,,,,,,295.0,,
310,110,2,,,,,,,,,298.0,,
311,110,2,,,,,,,,,298.0,,
312,110,2,,,,,,,,,298.0,,
313,111,2,,,,,,,,,296.0,,
314,114,2,,,,,,,,,296.0,,
315,115,2,,,,,,,,,297.0,,
316,116,2,,,,,,,,,297.0,,
317,116,2,,,,,,,,,297.0,,
318,116,2,,,,,,,,,297.0,,
319,117,2,,,,,,,,,296.0,,
320,117,4,,,,,,,,,302.0,,
321,118,4,,,,,,,,,302.0,,
322,116,4,,,,,,,,,305.0,,
323,116,4,,,,,,,,,304.0,,
324,114,4,,,,,,,,,309.0,,
325,114,4,,,,,,,,,309.0,,
326,115,4,,,,,,,,,308.0,,
327,115,4,,,,,,,,,309.0,,
328,116,4,,,,,,,,,309.0,,
329,117,4,,,,,,,,,309.0,,
330,113,7,,,,,,,,,309.0,,
331,113,7,,,,,,,,,309.0,,
332,114,7,,,,,,,,,310.0,,
333,114,7,,,,,,,,,311.0,,
334,117,7,,,,,,,,,312.0,,
335,117,7,,,,,,,,,313.0,,
336,119,7,,,,,,,,,313.0,,
337,119,7,,,,,,,,,313.0,,
338,119,7,,,,,,,,,314.0,,
339,120,7,,,,,,,,,314.0,,
340,120,7,,,,,,,,,314.0,,
341,121,7,,,,,,,,,314.0,,
342,123,7,,,,,,,,,312.0,,
343,123,7,,,,,,,,,312.0,,
344,123,7,,,,,,,,,315.0,,
345,123,7,,,,,,,,,316.0,,
346,123,7,,,,,,,,,318.0,,
347,123,7,,,,,,,,,318.0,,
348,122,7,,,,,,,,,320.0,,
349,123,7,,,,,,,,,320.0,,
350,123,7,,,,,,,,,319.0,,
351,123,7,,,,,,,,319.0,,,
352,123,9,,,,,,,,318.0,,,
353,123,9,,,,,,,,318.0,,,
354,126,9,,,,,,,,318.0,,,
355,126,9,,,,,,,,318.0,,,
356,126,9,,,,,,,,318.0,,,
357,126,9,,,,,,,,319.0,,,
358,128,9,,,,,,,,320.0,,,
359,128,9,,,,,,,,321.0,,,
360,129,9,,,,,,,,325.0,,,
361,128,11,,,,,,,,324.0,,,
362,129,11,,,,,,,,325.0,,,
363,128,11,,,,,,,,325.0,,,
364,128,11,,,,,,,,325.0,,,
365,128,11,,,,,,,,325.0,,,
366,129,11,,,,,,,,325.0,,,
367,129,11,,,,,,,,325.0,,,
368,131,11,,,,,,,,325.0,,,
369,131,11,,,,,,,,325.0,,,
370,130,11,,,,,,,,325.0,,,
371,130,11,,,,,,,,325.0,,,
372,130,11,,,,,,,,324.0,,,
373,130,11,,,,,,,,324.0,,,
374,130,11,,,,,,,,324.0,,,
375,125,11,,,,,,,,331.0,,,
376,125,11,,,,,,,,332.0,,,
377,125,11,,,,,,,,332.0,,,
378,123,11,,,,,,,,335.0,,,
379,123,11,,,,,,,,335.0,,,
380,124,11,,,,,,,,336.0,,,
381,124,11,,,,,,,,335.0,,,
382,124,11,,,,,,,,335.0,,,
383,123,11,,,,,,,,335.0,,,
384,122,11,,,,,,,,337.0,,,
385,123,11,,,,,,,,337.0,,,
386,124,11,,,,,,,,334.0,,,
387,124,11,,,,,,,,335.0,,,
388,122,11,,,,,,,,337.0,,,
389,122,11,,,,,,,,336.0,,,
390,121,11,,,,,,,,336.0,,,
391,121,11,,,,,,,,335.0,,,
392,119,11,,,,,,,,340.0,,,
393,118,11,,,,,,,,339.0,,,
394,119,11,,,,,,,,339.0,,,
395,118,13,,,,,,,,339.0,,,
396,119,13,,,,,,,,339.0,,,
397,119,13,,,,,,,,339.0,,,
398,120,13,,,,,,,,339.0,,,
399,120,13,,,,,,,,339.0,,,
400,121,13,,,,,,,,340.0,,,
401,121,13,,,,,,,,340.0,,,
402,121,13,,,,,,,,340.0,,,
403,121,13,,,,,,,,340.0,,,
404,122,13,,,,,,,,342.0,,,
405,122,13,,,,,,,,342.0,,,
406,123,13,,,,,,,,340.0,,,
407,125,13,,,,,,,,337.0,,,
408,126,13,,,,,,,,340.0,,,
409,126,13,,,,,,,,340.0,,,
410,127,13,,,,,,,,341.0,,,
411,127,13,,,,,,,,339.0,,,
412,128,13,,,,,,,,340.0,,,
413,128,13,,,,,,,,340.0,,,
414,129,13,,,,,,,,339.0,,,
415,129,13,,,,,,,,339.0,,,
416,128,13,,,,,,,,344.0,,,
417,128,13,,,,,,,,344.0,,,
418,128,13,,,,,,,,344.0,,,
419,128,13,,,,,,,,344.0,,,
420,124,13,,,,,,,,354.0,,,
421,124,13,,,,,,,,354.0,,,
422,124,13,,,,,,,,354.0,,,
423,125,13,,,,,,,,355.0,,,
424,126,13,,,,,,,,355.0,,,
425,126,13,,,,,,,,355.0,,,
426,126,13,,,,,,,,356.0,,,
427,126,13,,,,,,,,356.0,,,
428,126,13,,,,,,,,356.0,,,
429,126,13,,,,,,,,356.0,,,
430,127,13,,,,,,,,356.0,,,
431,127,13,,,,,,,,356.0,,,
432,130,13,,,,,,,,354.0,,,
433,130,13,,,,,,,,354.0,,,
434,129,13,,,,,,,,352.0,,,
435,129,13,,,,,,,,352.0,,,
436,128,13,,,,,,,,352.0,,,
437,128,13,,,,,,,,351.0,,,
438,129,13,,,,,,,,351.0,,,
439,129,13,,,,,,,,351.0,,,
440,130,13,,,,,,,,355.0,,,
441,131,13,,,,,,,,355.0,,,
442,131,13,,,,,,,,355.0,,,
443,131,13,,,,,,,,354.0,,,
444,132,13,,,,,,,,354.0,,,
445,131,13,,,,,,,,354.0,,,
446,131,13,,,,,,,,354.0,,,
447,131,13,,,,,,,,354.0,,,
448,131,13,,,,,,,,353.0,,,
449,131,13,,,,,,,,353.0,,,
450,132,11,,,,,,,,357.0,,,
451,132,11,,,,,,,,357.0,,,
452,131,11,,,,,,,,359.0,,,
453,131,11,,,,,,,,359.0,,,
454,131,11,,,,,,,,358.0,,,
455,131,11,,,,,,,,358.0,,,
456,132,11,,,,,,,,360.0,,,
457,132,11,,,,,,,,360.0,,,
458,132,11,,,,,,,,361.0,,,
459,132,11,,,,,,,,361.0,,,
460,131,11,,,,,,,,365.0,,,
461,131,11,,,,,,,,365.0,,,
462,131,11,,,,,,,,367.0,,,
463,131,11,,,,,,,,367.0,,,
464,130,11,,,,,,,,370.0,,,
465,130,11,,,,,,,,371.0,,,
466,130,13,,,,,,,,372.0,,,
467,130,13,,,,,,,,372.0,,,
468,128,13,,,,,,,,374.0,,,
469,128,13,,,,,,,,375.0,,,
470,128,13,,,,,,,,374.0,,,
471,128,13,,,,,,,,374.0,,,
472,131,13,,,,,,,,375.0,,,
473,131,15,,,,,,,,372.0,,,
474,131,17,,,,,,,,371.0,,,
475,131,17,,,,,,,,370.0,,,
476,124,12,,,,,,,,384.0,,,
477,123,10,,,,,,,,388.0,,,
478,124,10,,,,,,,,390.0,,,
479,123,10,,,,,,,,390.0,,,
480,123,10,,,,,,,,389.0,,,
481,123,10,,,,,,,,389.0,,,
482,124,10,,,,,,,,389.0,,,
483,125,10,,,,,,,,389.0,,,
484,125,10,,,,,,,,388.0,,,
485,125,10,,,,,,,,388.0,,,
486,126,10,,,,,,,,388.0,,,
487,126,10,,,,,,,,387.0,,,
488,126,8,,,,,,,,392.0,,,
489,126,8,,,,,,,,392.0,,,
490,130,8,,,,,,,,393.0,,,
491,130,8,,,,,,,,393.0,,,
492,131,8,,,,,,,,393.0,,,
493,131,8,,,,,,,,393.0,,,
494,132,8,,,,,,,,393.0,,,
495,132,8,,,,,,,,392.0,,,
496,134,8,,,,,,,,393.0,,,
497,135,6,,,,,,,,393.0,,,
498,135,6,,,,,,,,396.0,,,
499,135,6,,,,,,,,396.0,,,
500,136,6,,,,,,,,396.0,,,
501,136,6,,,,,,,,396.0,,,
502,136,6,,,,,,,,398.0,,,
503,138,6,,,,,,,,394.0,,,
504,139,4,,,,,,,,396.0,,,
505,140,4,,,,,,,,396.0,,,
506,141,4,,,,,,,,396.0,,,
507,141,4,,,,,,,,396.0,,,
508,141,4,,,,,,,,397.0,,,
509,141,6,,,,,,,,394.0,,,
510,142,6,,,,,,,,396.0,,,
511,142,6,,,,,,,,397.0,,,
512,143,6,,,,,,,,397.0,,,
513,145,6,,,,,,,,397.0,,,
514,145,6,,,,,,,,398.0,,,
515,145,6,,,,,,,,398.0,,,
516,145,6,,,,,,,,398.0,,,
517,145,6,,,,,,,,398.0,,,
518,146,6,,,,,,,,398.0,,,
519,146,6,,,,,,,,398.0,,,
520,141,6,,,,,,,,406.0,,,
521,141,6,,,,,,,,406.0,,,
522,150,6,,,,,,,,398.0,,,
523,150,6,,,,,,,,398.0,,,
524,150,6,,,,,,,,398.0,,,
525,151,6,,,,,,,,399.0,,,
526,152,6,,,,,,,,400.0,,,
527,152,6,,,,,,,,400.0,,,
528,154,6,,,,,,,,398.0,,,
529,154,6,,,,,,,,398.0,,,
530,154,6,,,,,,,,399.0,,,
531,151,6,,,,,,,,404.0,,,
532,152,6,,,,,,,,404.0,,,
533,152,6,,,,,,,,403.0,,,
534,151,6,,,,,,,,406.0,,,
535,151,6,,,,,,,,406.0,,,
536,151,6,,,,,,,,409.0,,,
537,151,6,,,,,,,,409.0,,,
538,151,6,,,,,,,,409.0,,,
539,150,6,,,,,,,,409.0,,,
540,150,6,,,,,,,,422.0,,,
541,149,6,,,,,,,,422.0,,,
542,148,8,,,,,,,,422.0,,,
543,149,8,,,,,,,,422.0,,,
544,146,11,,,,,,,,426.0,,,
545,146,11,,,,,,,,426.0,,,
546,145,11,,,,,,,,429.0,,,
547,145,11,,,,,,,,429.0,,,
548,144,11,,,,,,,,430.0,,,
549,144,11,,,,,,,,430.0,,,
550,143,11,,,,,,,,432.0,,,
551,143,11,,,,,,,,432.0,,,
552,143,11,,,,,,,,440.0,,,
553,144,13,,,,,,,,436.0,,,
554,144,13,,,,,,,,436.0,,,
555,145,11,,,,,,,,436.0,,,
556,147,13,,,,,,,,434.0,,,
557,147,13,,,,,,,,433.0,,,
558,148,13,,,,,,,,433.0,,,
559,148,13,,,,,,,,432.0,,,
560,146,13,,,,,,,,445.0,,,
561,146,13,,,,,,,,444.0,,,
562,146,13,,,,,,,,444.0,,,
563,145,13,,,,,,,,444.0,,,
564,146,13,,,,,,,,444.0,,,
565,146,13,,,,,,,,445.0,,,
566,146,13,,,,,,,,445.0,,,
567,147,13,,,,,,,,445.0,,,
568,148,13,,,,,,,,445.0,,,
569,148,13,,,,,,,,445.0,,,
570,144,13,,,,,,,,459.0,,,
571,144,13,,,,,,,,459.0,,,
572,145,15,,,,,,,,455.0,,,
573,145,15,,,,,,,,455.0,,,
574,145,15,,,,,,,,455.0,,,
575,148,17,,,,,,,,448.0,,,
576,148,19,,,,,,,,452.0,,,
577,148,19,,,,,,,,452.0,,,
578,148,19,,,,,,,,451.0,,,
579,148,19,,,,,,,,451.0,,,
580,147,22,,,,,,,,453.0,,,
581,147,22,,,,,,,,453.0,,,
582,149,22,,,,,,,,453.0,,,
583,149,22,,,,,,,,453.0,,,
584,149,22,,,,,,,,453.0,,,
585,149,22,,,,,,,,453.0,,,
586,149,22,,,,,,,,452.0,,,
587,149,22,,,,,,,,450.0,,,
588,149,22,,,,,,,,452.0,,,
589,149,22,,,,,,,,452.0,,,
590,150,22,,,,,,,,451.0,,,
591,150,22,,,,,,,,451.0,,,
592,148,22,,,,,,,,457.0,,,
593,148,22,,,,,,,,457.0,,,
594,149,22,,,,,,,,462.0,,,
595,149,22,,,,,,,,462.0,,,
596,149,22,,,,,,,,462.0,,,
597,149,22,,,,,,,,462.0,,,
598,149,22,,,,,,,,462.0,,,
599,149,22,,,,,,,,461.0,,,
600,151,22,,,,,,,,462.0,,,
601,151,22,,,,,,,,461.0,,,
602,152,22,,,,,,,,461.0,,,
603,151,22,,,,,,,,462.0,,,
604,152,22,,,,,,,,460.0,,,
605,152,22,,,,,,,,460.0,,,
606,152,22,,,,,,,,458.0,,,
607,152,22,,,,,,,,458.0,,,
608,152,22,,,,,,,,458.0,,,
609,152,22,,,,,,,,457.0,,,
610,153,22,,,,,,,,457.0,,,
611,153,22,,,,,,,,456.0,,,
612,154,22,,,,,,,,456.0,,,
613,154,22,,,,,,,,456.0,,,
614,154,22,,,,,,,,458.0,,,
615,154,22,,,,,,,,458.0,,,
616,153,20,,,,,,,,464.0,,,
617,152,20,,,,,,,,464.0,,,
618,152,20,,,,,,,,464.0,,,
619,152,20,,,,,,,,464.0,,,
620,153,20,,,,,,,,462.0,,,
621,153,20,,,,,,,,462.0,,,
622,154,20,,,,,,,,461.0,,,
623,154,20,,,,,,,,461.0,,,
624,153,20,,,,,,,,462.0,,,
625,153,20,,,,,,,,462.0,,,
626,153,20,,,,,,,,463.0,,,
627,153,20,,,,,,,,462.0,,,
628,154,20,,,,,,,,462.0,,,
629,153,20,,,,,,,,462.0,,,
630,152,22,,,,,,,,465.0,,,
631,152,22,,,,,,,,465.0,,,
632,153,22,,,,,,,,465.0,,,
633,153,22,,,,,,,,464.0,,,
634,153,22,,,,,,,,463.0,,,
635,151,22,,,,,,,,463.0,,,
636,152,24,,,,,,,,464.0,,,
637,150,24,,,,,,,,467.0,,,
638,150,24,,,,,,,,467.0,,,
639,150,24,,,,,,,,468.0,,,
640,153,24,,,,,,,,467.0,,,
641,153,26,,,,,,,,464.0,,,
642,154,26,,,,,,,,464.0,,,
643,154,26,,,,,,,,462.0,,,
644,154,26,,,,,,,,462.0,,,
645,154,26,,,,,,,,462.0,,,
646,154,26,,,,,,,,462.0,,,
647,154,26,,,,,,,,462.0,,,
648,154,24,,,,,,,,468.0,,,
649,153,24,,,,,,,,468.0,,,
650,155,21,,,,,,,,468.0,,,
651,155,21,,,,,,,,468.0,,,
652,155,21,,,,,,,,471.0,,,
653,156,21,,,,,,,,469.0,,,
654,156,21,,,,,,,,469.0,,,
655,157,19,,,,,,,,469.0,,,
656,158,19,,,,,,,,470.0,,,
657,159,19,,,,,,,,468.0,,,
658,159,19,,,,,,,,468.0,,,
659,159,19,,,,,,,,468.0,,,
660,157,19,,,,,,,,476.0,,,
661,157,19,,,,,,,,476.0,,,
662,158,19,,,,,,,,474.0,,,
663,158,19,,,,,,,,474.0,,,
664,159,17,,,,,,,,475.0,,,
665,157,14,,,,,,,,480.0,,,
666,157,14,,,,,,,,479.0,,,
667,157,14,,,,,,,,479.0,,,
668,158,14,,,,,,,,479.0,,,
669,158,14,,,,,,,,478.0,,,
670,158,14,,,,,,,,478.0,,,
671,158,14,,,,,,,,477.0,,,
672,158,14,,,,,,,,480.0,,,
673,158,14,,,,,,,,480.0,,,
674,158,14,,,,,,,,480.0,,,
675,163,14,,,,,,,,476.0,,,
676,163,14,,,,,,,,477.0,,,
677,163,14,,,,,,,,476.0,,,
678,164,14,,,,,,,,477.0,,,
679,164,14,,,,,,,,477.0,,,
680,165,14,,,,,,,,478.0,,,
681,161,14,,,,,,,,483.0,,,
682,163,14,,,,,,,,483.0,,,
683,163,14,,,,,,,,483.0,,,
684,164,14,,,,,,,,485.0,,,
685,164,14,,,,,,,,485.0,,,
686,167,14,,,,,,,,484.0,,,
687,167,14,,,,,,,,482.0,,,
688,167,14,,,,,,,,484.0,,,
689,167,14,,,,,,,,483.0,,,
690,168,14,,,,,,,,482.0,,,
691,168,14,,,,,,,,482.0,,,
692,169,14,,,,,,,,,484.0,,
693,169,14,,,,,,,,,484.0,,
694,169,14,,,,,,,,,484.0,,
695,169,14,,,,,,,,,483.0,,
696,171,14,,,,,,,,,480.0,,
697,169,14,,,,,,,,,480.0,,
698,169,14,,,,,,,,,480.0,,
699,169,14,,,,,,,,,479.0,,
700,169,14,,,,,,,,,480.0,,
701,169,14,,,,,,,,,480.0,,
702,171,14,,,,,,,,,478.0,,
703,171,14,,,,,,,,,478.0,,
