50,3,2,,,,,,,,71.0,,,,,,,,,,
51,3,2,,,,,,,,71.0,,,,,,,,,,
52,3,2,,,,,,,,73.0,,,,,,,,,,
53,4,2,,,,,,,,73.0,,,,,,,,,,
54,5,2,,,,,,,,75.0,,,,,,,,,,
55,5,2,,,,,,,,75.0,,,,,,,,,,
56,5,2,,,,,,,,78.0,,,,,,,,,,
57,6,2,,,,,,,,78.0,,,,,,,,,,
58,6,2,,,,,,,,78.0,,,,,,,,,,
59,6,2,,,,,,,,78.0,,,,,,,,,,
60,7,2,,,,,,,,78.0,,,,,,,,,,
61,7,2,,,,,,,,78.0,,,,,,,,,,
62,8,2,,,,,,,,78.0,,,,,,,,,,
63,10,2,,,,,,,,80.0,,,,,,,,,,
64,11,2,,,,,,,,81.0,,,,,,,,,,
65,12,2,,,,,,,,82.0,,,,,,,,,,
66,15,2,,,,,,,,82.0,,,,,,,,,,
67,25,4,5,,,,,,,65.0,,,,,,,,,,
68,26,4,5,,,,,,,66.0,,,,,,,,,,
69,27,7,5,,,,,,,66.0,,,,,,,,,,
70,24,6,5,,,,,,,72.0,,,,,,,,,,
71,24,6,5,,,,,,,73.0,,,,,,,,,,
72,25,6,5,,,,,,,75.0,,,,,,,,,,
73,25,6,5,,,,,,,75.0,,,,,,,,,,
74,25,6,5,,,,,,,76.0,,,,,,,,,,
75,24,4,11,,,,,,,76.0,,,,,,,,,,
76,25,6,11,,,,,,,76.0,,,,,,,,,,
77,25,6,11,,,,,,,76.0,,,,,,,,,,
78,23,2,12,,,,,,,,85.0,,,,,,,,,
79,23,2,12,,,,,,,,85.0,,,,,,,,,
80,22,2,12,,,,,,,,91.0,,,,,,,,,
81,22,2,12,,,,,,,,90.0,,,,,,,,,
82,22,2,12,,,,,,,,89.0,,,,,,,,,
83,23,2,12,,,,,,,,89.0,,,,,,,,,
84,20,2,5,,,,,,,,104.0,,,,,,,,,
85,21,2,5,,,,,,,,104.0,,,,,,,,,
86,22,2,5,,,,,,,,105.0,,,,,,,,,
87,23,2,5,,,,,,,,105.0,,,,,,,,,
88,25,2,5,,,,,,,,106.0,,,,,,,,,
89,25,2,5,,,,,,,,107.0,,,,,,,,,
90,27,2,5,,,,,,,,108.0,,,,,,,,,
91,26,2,5,,,,,,,,110.0,,,,,,,,,
92,26,2,5,,,,,,,,110.0,,,,,,,,,
93,27,2,5,,,,,,,,111.0,,,,,,,,,
94,27,2,5,,,,,,,,112.0,,,,,,,,,
95,28,2,5,,,,,,,,111.0,,,,,,,,,
96,26,2,5,,,,,,,,120.0,,,,,,,,,
97,27,2,5,,,,,,,,120.0,,,,,,,,,
98,28,2,5,,,,,,,,122.0,,,,,,,,,
99,29,2,5,,,,,,,,123.0,,,,,,,,,
100,29,2,5,,,,,,,,132.0,,,,,,,,,
101,29,2,5,,,,,,,,132.0,,,,,,,,,
102,29,2,5,,,,,,,,133.0,,,,,,,,,
103,29,2,5,,,,,,,,132.0,,,,,,,,,
104,29,2,5,,,,,,,,135.0,,,,,,,,,
105,29,2,5,,,,,,,,139.0,,,,,,,,,
106,34,2,5,,,,,,,,136.0,,,,,,,,,
107,34,2,5,,,,,,,,136.0,,,,,,,,,
108,35,2,5,,,,,,,,136.0,,,,,,,,,
109,35,2,5,,,,,,,,136.0,,,,,,,,,
110,40,2,5,,,,,,,,140.0,,,,,,,,,
111,40,2,5,,,,,,,,140.0,,,,,,,,,
112,39,2,5,,,,,,,,142.0,,,,,,,,,
113,39,2,5,,,,,,,,142.0,,,,,,,,,
114,38,2,5,,,,,,,,146.0,,,,,,,,,
115,38,2,5,,,,,,,,146.0,,,,,,,,,
116,38,2,5,,,,,,,,146.0,,,,,,,,,
117,40,2,5,,,,,,,,147.0,,,,,,,,,
118,41,2,5,,,,,,,,146.0,,,,,,,,,
119,41,2,5,,,,,,,,146.0,,,,,,,,,
120,39,2,5,,,,,,,,153.0,,,,,,,,,
121,39,2,5,,,,,,,,153.0,,,,,,,,,
122,39,2,5,,,,,,,,153.0,,,,,,,,,
123,39,2,5,,,,,,,,153.0,,,,,,,,,
124,36,2,,,,,,,,,164.0,,,,,,,,,
125,37,2,,,,,,,,,164.0,,,,,,,,,
126,39,2,,,,,,,,,166.0,,,,,,,,,
127,40,2,,,,,,,,,166.0,,,,,,,,,
128,39,2,,,,,,,,,168.0,,,,,,,,,
129,39,2,,,,,,,,,168.0,,,,,,,,,
130,42,2,,,,,,,,,168.0,,,,,,,,,
131,42,2,,,,,,,,,168.0,,,,,,,,,
132,41,2,,,,,,,,,171.0,,,,,,,,,
133,42,2,,,,,,,,,173.0,,,,,,,,,
134,42,2,,,,,,,,,,174.0,,,,,,,,
135,42,2,,,,,,,,,,174.0,,,,,,,,
136,43,2,,,,,,,,,,173.0,,,,,,,,
137,43,2,,,,,,,,,,173.0,,,,,,,,
138,43,2,,,,,,,,,,174.0,,,,,,,,
139,43,2,,,,,,,,,,174.0,,,,,,,,
140,45,2,,,,,,,,,,177.0,,,,,,,,
141,45,2,,,,,,,,,,177.0,,,,,,,,
142,45,2,,,,,,,,,,178.0,,,,,,,,
143,45,2,,,,,,,,,,178.0,,,,,,,,
144,46,2,,,,,,,,,,179.0,,,,,,,,
145,46,2,,,,,,,,,,178.0,,,,,,,,
146,47,2,,,,,,,,,,179.0,,,,,,,,
147,47,2,,,,,,,,,,180.0,,,,,,,,
148,44,,,,,,,,,,,190.0,,,,,,,,
149,44,,,,,,,,,,,190.0,,,,,,,,
150,44,,,,,,,,,,,190.0,,,,,,,,
151,45,,,,,,,,,,,190.0,,,,,,,,
152,45,,,,,,,,,,,192.0,,,,,,,,
153,48,,,,,,,,,,,193.0,,,,,,,,
154,48,,,,,,,,,,,196.0,,,,,,,,
155,48,,,,,,,,,,,197.0,,,,,,,,
156,48,,,,,,,,,,,199.0,,,,,,,,
157,47,,,,,,,,,,,200.0,,,,,,,,
158,47,,,,,,,,,,,200.0,,,,,,,,
159,45,,,,,,,,,,,202.0,,,,,,,,
160,47,,,,,,,,,,,204.0,,,,,,,,
161,47,,,,,,,,,,,204.0,,,,,,,,
162,47,,,,,,,,,,,204.0,,,,,,,,
163,48,,,,,,,,,,,203.0,,,,,,,,
164,49,,,,,,,,,,,203.0,,,,,,,,
165,52,,,,,,,,,,,202.0,,,,,,,,
166,51,,,,,,,,,,,206.0,,,,,,,,
167,51,,,,,,,,,,,205.0,,,,,,,,
168,52,,,,,,,,,,,206.0,,,,,,,,
169,53,,,,,,,,,,,206.0,,,,,,,,
170,54,,,,,,,,,,,206.0,,,,,,,,
171,53,,,,,,,,,,,208.0,,,,,,,,
172,52,,,,,,,,,,,,214.0,,,,,,,
173,52,,,,,,,,,,,,214.0,,,,,,,
174,53,,,,,,,,,,,,215.0,,,,,,,
175,54,,,,,,,,,,,,216.0,,,,,,,
176,56,,,,,,,,,,,,,218.0,,,,,,
177,56,,,,,,,,,,,,,219.0,,,,,,
178,59,,,,,,,,,,,,,220.0,,,,,,
179,60,,,,,,,,,,,,,220.0,,,,,,
180,61,,,,,,,,,,,,,228.0,,,,,,
181,65,,,,,,,,,,,,,228.0,,,,,,
182,63,,,,,,,,,,,,,228.0,,,,,,
183,64,,,,,,,,,,,,,231.0,,,,,,
184,63,,,,,,,,,,,,,233.0,,,,,,
185,64,,,,,,,,,,,,,233.0,,,,,,
186,65,,,,,,,,,,,,,233.0,,,,,,
187,65,,,,,,,,,,,,,234.0,,,,,,
188,64,,,,,,,,,,,,,236.0,,,,,,
189,65,,,,,,,,,,,,,236.0,,,,,,
190,66,,,,,,,,,,,,,236.0,,,,,,
191,66,,,,,,,,,,,,,236.0,,,,,,
192,66,,,,,,,,,,,,,240.0,,,,,,
193,66,,,,,,,,,,,,,240.0,,,,,,
194,68,,,,,,,,,,,,,240.0,,,,,,
195,68,,,,,,,,,,,,,240.0,,,,,,
196,67,,,,,,,,,,,,,243.0,,,,,,
197,69,,,,,,,,,,,,,243.0,,,,,,
198,70,,,,,,,,,,,,,245.0,,,,,,
199,69,,,,,,,,,,,,,248.0,,,,,,
200,71,,,,,,,,,,,,,252.0,,,,,,
201,73,,,,,,,,,,,,,252.0,,,,,,
202,75,2,,,,,,,,,,,,255.0,,,,,,
203,73,2,,,,,,,,,,,,258.0,,,,,,
204,75,2,,,,,,,,,,,,259.0,,,,,,
205,74,4,,,,,,,,,,,,258.0,,,,,,
206,74,4,,,,,,,,,,,,,259.0,,,,,
207,76,4,,,,,,,,,,,,,259.0,,,,,
208,77,4,,,,,,,,,,,,,264.0,,,,,
209,77,4,,,,,,,,,,,,,264.0,,,,,
210,80,4,,,,,,,,,,,,,266.0,,,,,
211,81,4,,,,,,,,,,,,,266.0,,,,,
212,82,4,,,,,,,,,,,,,264.0,,,,,
213,82,4,,,,,,,,,,,,,264.0,,,,,
214,82,4,,,,,,,,,,,,,264.0,,,,,
215,82,4,,,,,,,,,,,,,265.0,,,,,
216,83,4,,,,,,,,,,,,,266.0,,,,,
217,83,4,,,,,,,,,,,,,266.0,,,,,
218,85,4,,,,,,,,,,,,,266.0,,,,,
219,85,4,,,,,,,,,,,,,266.0,,,,,
220,81,4,,,,,,,,,,,,,275.0,,,,,
221,81,4,,,,,,,,,,,,,275.0,,,,,
222,65,2,,,,,,,,,,,,,294.0,,,,,
223,66,2,,,,,,,,,,,,,294.0,,,,,
224,67,2,,,,,,,,,,,,,296.0,,,,,
225,67,2,,,,,,,,,,,,,297.0,,,,,
226,67,2,,,,,,,,,,,,,296.0,,,,,
227,68,2,,,,,,,,,,,,,296.0,,,,,
228,70,2,,,,,,,,,,,,,298.0,,,,,
229,70,2,,,,,,,,,,,,,298.0,,,,,
230,70,2,,,,,,,,,,,,,302.0,,,,,
231,70,2,,,,,,,,,,,,,303.0,,,,,
232,70,2,,,,,,,,,,,,,303.0,,,,,
233,71,2,,,,,,,,,,,,,301.0,,,,,
234,71,2,,,,,,,,,,,,,304.0,,,,,
235,71,2,,,,,,,,,,,,,305.0,,,,,
236,70,2,,,,,,,,,,,,,309.0,,,,,
237,70,2,,,,,,,,,,,,,309.0,,,,,
238,71,2,,,,,,,,,,,,,311.0,,,,,
239,71,2,,,,,,,,,,,,,311.0,,,,,
240,71,2,,,,,,,,,,,,,312.0,,,,,
241,71,2,,,,,,,,,,,,,312.0,,,,,
242,71,2,,,,,,,,,,,,,313.0,,,,,
243,71,2,,,,,,,,,,,,,313.0,,,,,
244,71,2,,,,,,,,,,,,,314.0,,,,,
245,72,2,,,,,,,,,,,,,314.0,,,,,
246,73,2,,,,,,,,,,,,,314.0,,,,,
247,73,2,,,,,,,,,,,,,314.0,,,,,
248,75,2,,,,,,,,,,,,,317.0,,,,,
249,76,2,,,,,,,,,,,,,319.0,,,,,
250,77,2,,,,,,,,,,,,,320.0,,,,,
251,76,2,,,,,,,,,,,,,320.0,,,,,
252,77,2,,,,,,,,,,,,,320.0,,,,,
253,76,2,,,,,,,,,,,,,320.0,,,,,
254,79,2,,,,,,,,,,,,,321.0,,,,,
255,77,2,,,,,,,,,,,,,324.0,,,,,
256,77,2,,,,,,,,,,,,,324.0,,,,,
257,90,2,,,,,,,,,,,,,311.0,,,,,
258,91,2,,,,,,,,,,,,,311.0,,,,,
259,87,2,,,,,,,,,,,,,316.0,,,,,
260,87,2,,,,,,,,,,,,,319.0,,,,,
261,87,2,,,,,,,,,,,,,320.0,,,,,
262,83,2,,,,,,,,,,,,,328.0,,,,,
263,84,2,,,,,,,,,,,,,329.0,,,,,
264,83,2,,,,,,,,,,,,,329.0,,,,,
265,84,2,,,,,,,,,,,,,329.0,,,,,
266,84,2,,,,,,,,,,,,,329.0,,,,,
267,85,2,,,,,,,,,,,,,331.0,,,,,
268,84,2,,,,,,,,,,,,,334.0,,,,,
269,84,2,,,,,,,,,,,,,334.0,,,,,
270,83,2,,,,,,,,,,,,,337.0,,,,,
271,83,2,,,,,,,,,,,,,337.0,,,,,
272,84,2,,,,,,,,,,,,,339.0,,,,,
273,85,2,,,,,,,,,,,,,339.0,,,,,
274,86,2,,,,,,,,,,,,,340.0,,,,,
275,86,2,,,,,,,,,,,,,340.0,,,,,
276,87,4,,,,,,,,,,,,,339.0,,,,,
277,87,6,,,,,,,,,,,,,339.0,,,,,
278,89,6,,,,,,,,,,,,,339.0,,,,,
279,89,6,,,,,,,,,,,,,342.0,,,,,
280,91,6,,,,,,,,,,,,,343.0,,,,,
281,91,6,,,,,,,,,,,,,344.0,,,,,
282,93,6,,,,,,,,,,,,,344.0,,,,,
283,93,6,,,,,,,,,,,,,343.0,,,,,
284,95,6,,,,,,,,,,,,,345.0,,,,,
285,90,6,,,,,,,,,,,,,351.0,,,,,
286,91,6,,,,,,,,,,,,,351.0,,,,,
287,91,6,,,,,,,,,,,,,353.0,,,,,
288,92,6,,,,,,,,,,,,,356.0,,,,,
289,92,6,,,,,,,,,,,,,356.0,,,,,
290,93,6,,,,,,,,,,,,,356.0,,,,,
291,93,6,,,,,,,,,,,,,356.0,,,,,
292,95,6,,,,,,,,,,,,,356.0,,,,,
293,96,6,,,,,,,,,,,,,355.0,,,,,
294,94,8,,,,,,,,,,,,,357.0,,,,,
295,94,8,,,,,,,,,,,,,356.0,,,,,
296,94,8,,,,,,,,,,,,,356.0,,,,,
297,94,8,,,,,,,,,,,,,358.0,,,,,
298,95,8,,,,,,,,,,,,,358.0,,,,,
299,96,8,,,,,,,,,,,,,359.0,,,,,
300,99,8,,,,,,,,,,,,,359.0,,,,,
301,100,8,,,,,,,,,,,,,359.0,,,,,
302,99,6,,,,,,,,,,,,,364.0,,,,,
303,100,6,,,,,,,,,,,,,364.0,,,,,
304,99,4,,,,,,,,,,,,,369.0,,,,,
305,100,4,,,,,,,,,,,,,371.0,,,,,
306,104,4,,,,,,,,,,,,,372.0,,,,,
307,107,4,,,,,,,,,,,,,372.0,,,,,
308,110,4,,,,,,,,,,,,,371.0,,,,,
309,111,4,,,,,,,,,,,,,371.0,,,,,
310,109,6,,,,,,,,,,,,,373.0,,,,,
311,109,6,,,,,,,,,,,,,373.0,,,,,
312,109,6,,,,,,,,,,,,,373.0,,,,,
313,109,6,,,,,,,,,,,,,373.0,,,,,
314,112,6,,,,,,,,,,,,,373.0,,,,,
315,113,6,,,,,,,,,,,,,374.0,,,,,
316,114,6,,,,,,,,,,,,,374.0,,,,,
317,114,6,,,,,,,,,,,,,374.0,,,,,
318,114,6,,,,,,,,,,,,,374.0,,,,,
319,115,6,,,,,,,,,,,,,373.0,,,,,
320,116,8,,,,,,,,,,,,,378.0,,,,,
321,117,8,,,,,,,,,,,,,378.0,,,,,
322,117,8,,,,,,,,,,,,,379.0,,,,,
323,117,8,,,,,,,,,,,,,379.0,,,,,
324,115,8,,,,,,,,,,,,,383.0,,,,,
325,115,8,,,,,,,,,,,,,383.0,,,,,
326,115,8,,,,,,,,,,,,,384.0,,,,,
327,115,8,,,,,,,,,,,,,385.0,,,,,
328,116,8,,,,,,,,,,,,,386.0,,,,,
329,117,8,,,,,,,,,,,,,386.0,,,,,
330,116,8,,,,,,,,,,,,,388.0,,,,,
331,116,8,,,,,,,,,,,,,388.0,,,,,
332,117,8,,,,,,,,,,,,,389.0,,,,,
333,116,8,,,,,,,,,,,,,391.0,,,,,
334,119,8,,,,,,,,,,,,,392.0,,,,,
335,119,10,,,,,,,,,,,,,389.0,,,,,
336,121,10,,,,,,,,,,,,,389.0,,,,,
337,121,10,,,,,,,,,,,,,389.0,,,,,
338,120,10,,,,,,,,,,,,,391.0,,,,,
339,119,10,,,,,,,,,,,,,394.0,,,,,
340,119,10,,,,,,,,,,,,,394.0,,,,,
341,120,10,,,,,,,,,,,,,394.0,,,,,
342,122,10,,,,,,,,,,,,,394.0,,,,,
343,122,10,,,,,,,,,,,,,394.0,,,,,
344,123,10,,,,,,,,,,,,,397.0,,,,,
345,122,10,,,,,,,,,,,,,398.0,,,,,
346,122,10,,,,,,,,,,,,,400.0,,,,,
347,122,10,,,,,,,,,,,,,401.0,,,,,
348,122,10,,,,,,,,,,,,,403.0,,,,,
349,123,10,,,,,,,,,,,,,403.0,,,,,
350,123,10,,,,,,,,,,,,,403.0,,,,,
351,123,10,,,,,,,,,,,,,404.0,,,,,
352,121,10,,,,,,,,,,,,,409.0,,,,,
353,121,10,,,,,,,,,,,,,409.0,,,,,
354,124,10,,,,,,,,,,,,,409.0,,,,,
355,124,10,,,,,,,,,,,,,409.0,,,,,
356,124,10,,,,,,,,,,,,,409.0,,,,,
357,124,10,,,,,,,,,,,,,410.0,,,,,
358,126,10,,,,,,,,,,,,,410.0,,,,,
359,126,10,,,,,,,,,,,,,411.0,,,,,
360,127,10,,,,,,,,,,,,,415.0,,,,,
361,126,12,,,,,,,,,,,,,415.0,,,,,
362,127,12,,,,,,,,,,,,,416.0,,,,,
363,127,12,,,,,,,,,,,,,416.0,,,,,
364,127,12,,,,,,,,,,,,,417.0,,,,,
365,127,12,,,,,,,,,,,,,417.0,,,,,
366,128,12,,,,,,,,,,,,,417.0,,,,,
367,128,12,,,,,,,,,,,,,417.0,,,,,
368,130,12,,,,,,,,,,,,,417.0,,,,,
369,130,12,,,,,,,,,,,,,417.0,,,,,
370,130,12,,,,,,,,,,,,,417.0,,,,,
371,130,12,,,,,,,,,,,,,417.0,,,,,
372,130,12,,,,,,,,,,,,,417.0,,,,,
373,130,12,,,,,,,,,,,,,417.0,,,,,
374,130,12,,,,,,,,,,,,,417.0,,,,,
375,127,12,,,,,,,,,,,,,422.0,,,,,
376,127,12,,,,,,,,,,,,,423.0,,,,,
377,127,12,,,,,,,,,,,,,423.0,,,,,
378,127,12,,,,,,,,,,,,,424.0,,,,,
379,127,12,,,,,,,,,,,,,424.0,,,,,
380,128,12,,,,,,,,,,,,,425.0,,,,,
381,128,12,,,,,,,,,,,,,425.0,,,,,
382,128,12,,,,,,,,,,,,423.0,,,,,,
383,128,12,,,,,,,,,,,,423.0,,,,,,
384,126,12,,,,,,,,,,,,426.0,,,,,,
385,127,12,,,,,,,,,,,,426.0,,,,,,
386,127,12,,,,,,,,,,,,426.0,,,,,,
387,127,12,,,,,,,,,,,,427.0,,,,,,
388,128,12,,,,,,,,,,,,428.0,,,,,,
389,128,12,,,,,,,,,,,,427.0,,,,,,
390,128,12,,,,,,,,,,,,427.0,,,,,,
391,127,12,,,,,,,,,,,,427.0,,,,,,
392,125,14,,,,,,,,,,,,430.0,,,,,,
393,125,14,,,,,,,,,,,,430.0,,,,,,
394,127,14,,,,,,,,,,,,430.0,,,,,,
395,127,14,,,,,,,,,,,,431.0,,,,,,
396,128,14,,,,,,,,,,,,431.0,,,,,,
397,128,14,,,,,,,,,,,,431.0,,,,,,
398,129,14,,,,,,,,,,,,430.0,,,,,,
399,129,14,,,,,,,,,,,,430.0,,,,,,
400,131,14,,,,,,,,,,,,429.0,,,,,,
401,131,14,,,,,,,,,,,,429.0,,,,,,
402,131,14,,,,,,,,,,,,429.0,,,,,,
403,131,14,,,,,,,,,,,,429.0,,,,,,
404,131,14,,,,,,,,,,,,432.0,,,,,,
405,131,14,,,,,,,,,,,,432.0,,,,,,
406,131,14,,,,,,,,,,,,431.0,,,,,,
407,131,14,,,,,,,,,,,,431.0,,,,,,
408,133,14,,,,,,,,,,,,433.0,,,,,,
409,133,14,,,,,,,,,,,,433.0,,,,,,
410,134,14,,,,,,,,,,,,434.0,,,,,,
411,134,14,,,,,,,,,,,,434.0,,,,,,
412,135,14,,,,,,,,,,,,435.0,,,,,,
413,135,14,,,,,,,,,,,,435.0,,,,,,
414,135,14,,,,,,,,,,,,436.0,,,,,,
415,135,14,,,,,,,,,,,,436.0,,,,,,
416,135,14,,,,,,,,,,,,440.0,,,,,,
417,135,14,,,,,,,,,,,,439.0,,,,,,
418,135,14,,,,,,,,,,,,439.0,,,,,,
419,135,14,,,,,,,,,,,,439.0,,,,,,
420,132,12,,,,,,,,,,,,,450.0,,,,,
421,132,12,,,,,,,,,,,,,450.0,,,,,
422,132,12,,,,,,,,,,,,,450.0,,,,,
423,133,12,,,,,,,,,,,,,451.0,,,,,
424,134,12,,,,,,,,,,,,,452.0,,,,,
425,134,12,,,,,,,,,,,,,452.0,,,,,
426,134,12,,,,,,,,,,,,,453.0,,,,,
427,134,12,,,,,,,,,,,,,453.0,,,,,
428,134,12,,,,,,,,,,,,,453.0,,,,,
429,135,10,,,,,,,,,,,,,453.0,,,,,
430,136,10,,,,,,,,,,,,,454.0,,,,,
431,136,10,,,,,,,,,,,,,454.0,,,,,
432,139,10,,,,,,,,,,,,,454.0,,,,,
433,139,10,,,,,,,,,,,,,454.0,,,,,
434,139,10,,,,,,,,,,,,,454.0,,,,,
435,139,10,,,,,,,,,,,,,453.0,,,,,
436,139,10,,,,,,,,,,,,,453.0,,,,,
437,139,10,,,,,,,,,,,,,453.0,,,,,
438,140,10,,,,,,,,,,,,,452.0,,,,,
439,140,10,,,,,,,,,,,,,452.0,,,,,
440,141,10,,,,,,,,,,,,,456.0,,,,,
441,143,10,,,,,,,,,,,,,456.0,,,,,
442,143,10,,,,,,,,,,,,,456.0,,,,,
443,143,10,,,,,,,,,,,,,456.0,,,,,
444,144,10,,,,,,,,,,,,,456.0,,,,,
445,144,10,,,,,,,,,,,,,456.0,,,,,
446,144,14,,,,,,,,,,,,,451.0,,,,,
447,144,14,,,,,,,,,,,,,451.0,,,,,
448,144,14,,,,,,,,,,,,,451.0,,,,,
449,144,14,,,,,,,,,,,,,451.0,,,,,
450,144,12,,,,,,,,,,,,,457.0,,,,,
451,144,12,,,,,,,,,,,,,457.0,,,,,
452,144,12,,,,,,,,,,,,,459.0,,,,,
453,144,12,,,,,,,,,,,,,459.0,,,,,
454,144,12,,,,,,,,,,,,,459.0,,,,,
455,144,12,,,,,,,,,,,,,459.0,,,,,
456,145,12,,,,,,,,,,,,,462.0,,,,,
457,145,12,,,,,,,,,,,,,462.0,,,,,
458,145,12,,,,,,,,,,,,,463.0,,,,,
459,144,12,,,,,,,,,,,,,463.0,,,,,
460,144,12,,,,,,,,,,,,,466.0,,,,,
461,144,12,,,,,,,,,,,,,466.0,,,,,
462,144,12,,,,,,,,,,,,,468.0,,,,,
463,144,12,,,,,,,,,,,,,468.0,,,,,
464,144,12,,,,,,,,,,,,,470.0,,,,,
465,144,12,,,,,,,,,,,,,470.0,,,,,
466,145,12,,,,,,,,,,,,,472.0,,,,,
467,145,12,,,,,,,,,,,,,472.0,,,,,
468,144,12,,,,,,,,,,,,,474.0,,,,,
469,144,12,,,,,,,,,,,,,475.0,,,,,
470,144,12,,,,,,,,,,,,,475.0,,,,,
471,144,12,,,,,,,,,,,,,475.0,,,,,
472,147,12,,,,,,,,,,,,,476.0,,,,,
473,146,12,,,,,,,,,,,,,476.0,,,,,
474,147,12,,,,,,,,,,,,,477.0,,,,,
475,147,12,,,,,,,,,,,,,477.0,,,,,
476,140,8,,,,,,,,,,,,,490.0,,,,,
477,140,8,,,,,,,,,,,,,492.0,,,,,
478,141,8,,,,,,,,,,,,,494.0,,,,,
479,141,8,,,,,,,,,,,,,494.0,,,,,
480,141,8,,,,,,,,,,,,,494.0,,,,,
481,141,8,,,,,,,,,,,,,494.0,,,,,
482,142,8,,,,,,,,,,,,,494.0,,,,,
483,143,8,,,,,,,,,,,,,494.0,,,,,
484,144,8,,,,,,,,,,,,,494.0,,,,,
485,144,8,,,,,,,,,,,,,494.0,,,,,
486,145,8,,,,,,,,,,,,,494.0,,,,,
487,145,8,,,,,,,,,,,,,494.0,,,,,
488,144,8,,,,,,,,,,,,,497.0,,,,,
489,144,8,,,,,,,,,,,,,497.0,,,,,
490,148,8,,,,,,,,,,,,,498.0,,,,,
491,148,8,,,,,,,,,,,,,498.0,,,,,
492,149,8,,,,,,,,,,,,,498.0,,,,,
493,149,8,,,,,,,,,,,,,498.0,,,,,
494,150,8,,,,,,,,,,,,,498.0,,,,,
495,150,8,,,,,,,,,,,,,498.0,,,,,
496,152,8,,,,,,,,,,,,,499.0,,,,,
497,152,8,,,,,,,,,,,,,499.0,,,,,
498,153,8,,,,,,,,,,,,,501.0,,,,,
499,153,8,,,,,,,,,,,,,501.0,,,,,
500,155,8,,,,,,,,,,,,499.0,,,,,,
501,155,8,,,,,,,,,,,,499.0,,,,,,
502,153,8,,,,,,,,,,,,503.0,,,,,,
503,153,8,,,,,,,,,,,,503.0,,,,,,
504,154,8,,,,,,,,,,,,504.0,,,,,,
505,156,8,,,,,,,,,,,,504.0,,,,,,
506,156,8,,,,,,,,,,,,504.0,,,,,,
507,156,8,,,,,,,,,,,,504.0,,,,,,
508,156,8,,,,,,,,,,,,504.0,,,,,,
509,156,8,,,,,,,,,,,,504.0,,,,,,
510,158,8,,,,,,,,,,,,505.0,,,,,,
511,157,8,,,,,,,,,,,,507.0,,,,,,
512,158,8,,,,,,,,,,,,507.0,,,,,,
513,160,8,,,,,,,,,,,,507.0,,,,,,
514,160,8,,,,,,,,,,,,508.0,,,,,,
515,161,8,,,,,,,,,,,,508.0,,,,,,
516,161,8,,,,,,,,,,,,508.0,,,,,,
517,161,8,,,,,,,,,,,,508.0,,,,,,
518,162,8,,,,,,,,,,,,507.0,,,,,,
519,162,8,,,,,,,,,,,,507.0,,,,,,
