day_counter,0,1,2,3,4,5,6,7
247,107,33,5,,,166.0,,
248,109,33,5,,,169.0,,
249,111,33,,,,175.0,,
250,112,33,,,,176.0,,
251,112,33,,,,175.0,,
252,113,33,,,,175.0,,
253,113,33,,,,175.0,,
254,117,37,,,,170.0,,
255,116,38,5,,,166.0,,
256,116,38,5,,,166.0,,
257,123,40,5,,,156.0,,
258,124,40,5,,,156.0,,
259,119,35,5,,,167.0,,
260,120,37,5,,,166.0,,
261,120,37,5,,,167.0,,
262,116,37,5,,,,175.0,
263,117,37,5,,,,176.0,
264,117,37,5,,,,176.0,
265,118,41,5,,,,171.0,
266,118,41,5,,,,171.0,
267,119,41,5,,,,173.0,
268,118,34,5,,,,183.0,
269,118,36,5,,,,179.0,
270,120,36,5,,,,180.0,
271,120,40,5,,,175.0,,
272,118,40,5,,,179.0,,
273,119,40,5,,,179.0,,
274,120,44,5,,,174.0,,
275,120,44,5,,,174.0,,
276,121,44,5,,,176.0,,
277,121,46,5,,,176.0,,
278,123,46,5,,,176.0,,
279,124,46,5,,,177.0,,
280,126,48,9,,,169.0,,
281,126,48,9,,,170.0,,
282,128,48,9,,,169.0,,
283,131,48,9,18,,147.0,,
284,133,49,9,18,,148.0,,
285,127,49,9,18,,,155.0,
286,128,49,9,18,,,155.0,
287,128,49,9,18,,,157.0,
288,129,49,9,18,,,160.0,
289,129,49,9,18,,,160.0,
290,130,49,9,18,,,160.0,
291,130,49,9,18,,,160.0,
292,132,49,9,18,,,160.0,
293,133,49,9,18,,,160.0,
294,133,49,9,18,,,162.0,
295,133,53,9,18,,,157.0,
296,133,56,9,18,,,153.0,
297,136,46,12,18,,,157.0,
298,137,46,12,18,,,157.0,
299,138,46,12,18,,,158.0,
300,143,46,12,18,,,155.0,
301,144,46,12,18,,,155.0,
302,146,52,15,18,,,144.0,
303,149,52,15,18,,,140.0,
304,146,48,11,18,,,152.0,
305,148,45,15,18,,,151.0,
306,149,49,15,18,,,151.0,
307,152,49,15,18,,,151.0,
308,155,49,15,18,,,151.0,
309,156,49,15,18,,,151.0,
310,154,48,15,18,,,156.0,
311,154,50,15,18,,,153.0,
312,157,54,19,18,,,141.0,
313,158,56,19,18,,,137.0,
314,163,56,19,18,,,134.0,
315,165,56,19,18,,,133.0,
316,166,56,19,18,,,133.0,
317,166,56,19,18,,,131.0,
318,166,56,19,18,,,131.0,
319,167,56,19,18,,,131.0,
320,165,56,22,18,,,138.0,
321,166,56,22,18,,,138.0,
322,164,56,22,18,,,141.0,
323,165,56,22,18,,,139.0,
324,161,54,18,18,,,152.0,
325,161,54,18,18,,,152.0,
326,161,54,18,18,,,153.0,
327,161,54,18,18,,,154.0,
328,162,54,18,18,,,154.0,
329,163,54,18,18,,,154.0,
330,158,54,18,18,,,160.0,
331,158,54,18,18,,,159.0,
332,160,54,18,18,,,158.0,
333,160,54,18,18,,,158.0,
334,163,54,18,18,,,159.0,
335,162,56,18,18,,,159.0,
336,164,56,18,18,,,159.0,
337,164,56,18,18,,,159.0,
338,164,56,13,18,,,165.0,
339,162,54,13,18,,,171.0,
340,162,54,13,18,,,171.0,
341,163,54,13,18,,,171.0,
342,166,54,13,18,,,168.0,
343,166,54,13,18,,,168.0,
344,171,54,15,,,,182.0,
345,171,54,15,,,,183.0,
346,171,54,15,,,,185.0,
347,171,54,15,,,,186.0,
348,170,54,15,,,,189.0,
349,171,54,15,,,,189.0,
350,171,54,15,,,,188.0,
351,171,54,15,,,,189.0,
352,172,52,15,,,,192.0,
353,172,52,15,,,,192.0,
354,175,52,15,,,,192.0,
355,175,56,15,,,,187.0,
356,175,56,15,,,,187.0,
357,175,56,15,,,,188.0,
358,177,56,15,,,,189.0,
359,177,56,15,,,,190.0,
360,178,56,15,,,,194.0,
361,178,56,15,,,,195.0,
362,181,58,15,,,,190.0,
363,181,58,15,,,,190.0,
364,180,60,15,,,,190.0,
365,180,60,15,,,,190.0,
366,180,62,15,,,,190.0,
367,180,62,15,,,,190.0,
368,182,66,15,,,,185.0,
369,182,66,15,,,,185.0,
370,182,66,15,,,,183.0,
371,182,68,19,,,,176.0,
372,182,68,19,,,,176.0,
373,182,68,19,,,,176.0,
374,182,68,19,,,,176.0,
375,180,54,19,,,,,194.0
376,180,54,19,,,,,195.0
377,180,54,19,,,,,195.0
378,177,52,19,,,,,201.0
379,177,52,19,,,,,201.0
380,178,52,19,,,,,201.0
381,180,54,19,,,,,195.0
382,180,54,19,,,,,195.0
383,180,54,19,,,,,195.0
384,178,54,19,,,,,198.0
385,179,54,19,,,,,198.0
386,179,54,19,,,,,198.0
387,179,54,19,,,,,198.0
388,180,54,19,,,,,199.0
389,180,54,19,,,,,198.0
390,180,54,19,,,,,197.0
391,180,54,19,,,,,197.0
392,179,54,14,6,,,,200.0
393,179,54,14,6,,,,200.0
394,181,54,14,6,,,,200.0
395,181,54,14,6,,,,201.0
396,182,54,14,6,,,,201.0
397,184,54,14,6,,,,198.0
398,185,54,14,6,,,,198.0
399,185,54,14,6,,,,198.0
400,186,54,14,6,,,,197.0
401,186,54,14,6,,,,197.0
402,186,54,14,6,,,,197.0
403,186,54,14,6,,,,197.0
404,184,69,22,6,,,177.0,
405,184,69,22,6,,,177.0,
406,184,69,22,6,,,176.0,
407,184,69,22,6,,,176.0,
408,183,67,22,6,,,183.0,
409,183,67,22,6,,,183.0,
410,184,67,22,6,,,184.0,
411,185,73,14,6,,,184.0,
412,189,75,14,6,,,179.0,
413,189,75,14,6,,,179.0,
414,190,80,14,6,,,172.0,
415,193,76,14,6,,,172.0,
416,192,72,18,,,,182.0,
417,192,72,18,,,,181.0,
418,192,72,18,,,,180.0,
419,194,75,18,,,,174.0,
420,183,68,18,,,,198.0,
421,183,68,18,,,,197.0,
422,183,68,18,,,,197.0,
423,184,68,18,,,,198.0,
424,184,68,18,,,,200.0,
425,184,68,18,,,,200.0,
426,186,72,18,,,,194.0,
427,186,72,18,,,,193.0,
428,186,72,18,,,,193.0,
429,186,72,18,,,,192.0,
430,188,76,18,,,,187.0,
431,188,76,18,,,,186.0,
432,198,92,18,,,,162.0,
433,199,92,18,,,,160.0,
434,199,92,18,,,,160.0,
435,199,92,18,,,,160.0,
436,199,92,18,,,,160.0,
437,199,92,18,,,,160.0,
438,200,92,18,,,,160.0,
439,200,92,18,,,,159.0,
440,201,83,18,,,,172.0,
441,203,83,18,,,,172.0,
442,203,83,18,,,,172.0,
443,203,83,18,,,,172.0,
444,204,83,18,,,,172.0,
445,204,83,18,,,,172.0,
446,206,80,18,,,,172.0,
447,206,80,18,,,,172.0,
448,206,80,18,,,,172.0,
449,206,80,18,,,,171.0,
450,207,80,18,,,,172.0,
451,207,80,18,,,,172.0,
452,204,78,18,,,,179.0,
453,204,78,18,,,,179.0,
454,204,78,18,,,,179.0,
455,204,78,18,,,,179.0,
456,205,78,18,,,,182.0,
457,205,78,28,,,,171.0,
458,205,78,28,,,,172.0,
459,206,78,28,,,,170.0,
460,204,78,31,,,,171.0,
461,204,78,40,,,,161.0,
462,203,78,43,,,,161.0,
463,207,73,43,,,,160.0,
464,207,73,43,,,,162.0,
465,207,73,43,,,,163.0,
466,208,73,43,,,,165.0,
467,208,73,43,,,,165.0,
468,204,71,43,,,,172.0,
469,204,80,43,,,,163.0,
470,204,80,43,,,,163.0,
471,204,80,43,,,,162.0,
472,205,76,50,,,,162.0,
473,205,76,50,,,,162.0,
474,206,76,51,,,,161.0,
475,207,76,51,,,,159.0,
476,192,72,32,,,,,198.0
477,194,85,32,,,,,184.0
478,195,85,32,,,,,186.0
479,200,79,32,,,,,186.0
480,200,79,32,,,,,186.0
481,200,79,32,,,,,186.0
482,201,79,32,,,,,185.0
483,202,79,32,,,,,185.0
484,203,79,32,16,18,,,150.0
485,203,79,32,16,18,,,150.0
486,204,79,32,16,18,,,150.0
487,210,81,32,16,18,,141.0,
488,211,83,27,16,18,,146.0,
489,212,91,38,16,18,,125.0,
490,215,91,38,16,18,,127.0,
491,215,91,38,16,18,,127.0,
492,216,94,38,16,18,,123.0,
493,216,98,38,42,18,,92.0,
494,217,100,38,42,18,,89.0,
495,217,100,38,42,18,,89.0,
496,218,100,38,42,18,,91.0,
497,218,100,38,42,18,,91.0,
498,219,100,38,42,18,,93.0,
499,219,100,38,42,18,,93.0,
500,220,100,38,42,18,,92.0,
501,220,100,38,42,18,,91.0,
502,219,95,38,42,26,,91.0,
503,219,97,38,39,26,,91.0,
504,223,97,35,39,31,,85.0,
505,225,97,35,64,31,,59.0,
506,226,97,35,63,31,,59.0,
507,226,99,32,63,31,,59.0,
508,226,99,32,63,32,,59.0,
509,226,99,32,63,32,,59.0,
510,226,95,39,63,32,58.0,,
511,224,95,32,63,42,58.0,,
512,225,95,32,63,42,58.0,,
513,227,95,32,63,41,58.0,,
514,227,95,32,69,42,51.0,,
515,228,95,32,69,42,51.0,,
516,228,95,32,69,42,51.0,,
517,228,95,46,69,42,36.0,,
518,229,99,46,69,37,36.0,,
519,232,101,46,69,31,36.0,,
520,227,97,41,16,102,34.0,,
521,228,100,41,91,22,34.0,,
522,230,100,41,93,22,34.0,,
523,230,100,41,92,22,34.0,,
524,230,102,38,92,22,34.0,,
525,230,102,38,94,22,34.0,,
526,230,108,38,89,22,34.0,,
527,230,108,38,89,22,34.0,,
528,231,108,34,94,22,34.0,,
529,232,116,43,75,22,34.0,,
530,232,116,43,76,22,34.0,,
531,230,108,35,96,22,34.0,,
532,231,108,35,95,22,34.0,,
533,231,108,35,94,22,34.0,,
534,228,108,35,14,22,119.0,,
535,229,107,35,14,22,117.0,,
536,228,103,35,14,22,125.0,,
537,228,112,26,14,22,125.0,,
538,230,112,34,73,22,55.0,,
539,230,112,34,73,22,55.0,,
540,227,107,31,8,22,144.0,,
541,227,107,31,8,22,143.0,,
542,227,105,34,8,22,143.0,,
543,228,105,34,8,22,143.0,,
544,229,110,30,20,22,132.0,,
545,229,110,30,35,22,116.0,,
546,226,110,37,35,22,114.0,,
547,226,110,37,35,22,114.0,,
548,226,110,36,35,22,115.0,,
549,226,110,36,35,22,115.0,,
550,226,110,36,35,22,116.0,,
551,226,110,36,35,22,116.0,,
552,222,99,36,35,22,138.0,,
553,222,101,36,35,22,135.0,,
554,222,101,36,35,22,135.0,,
555,222,101,36,35,22,135.0,,
556,224,99,36,35,22,136.0,,
557,224,99,36,35,22,136.0,,
558,226,99,36,41,22,128.0,,
559,226,99,36,41,22,128.0,,
560,223,96,33,26,,185.0,,
561,223,96,33,26,,185.0,,
562,223,96,33,26,,185.0,,
563,223,96,33,26,,184.0,,
564,224,96,33,26,,183.0,,
565,225,101,50,19,,166.0,,
566,225,101,50,19,,166.0,,
567,226,101,50,19,,166.0,,
568,227,101,50,19,,165.0,,
569,228,103,50,19,,160.0,,
570,229,90,30,19,,202.0,,
571,229,90,30,19,,201.0,,
572,232,90,30,19,,197.0,,
573,232,93,26,19,,197.0,,
574,232,93,26,19,,197.0,,
575,232,93,26,19,,195.0,,
576,232,93,26,19,,201.0,,
577,234,93,26,19,,196.0,,
578,234,93,26,19,,196.0,,
579,235,93,26,19,,193.0,,
580,234,91,26,13,,204.0,,
581,234,91,46,13,,183.0,,
582,237,95,40,13,,183.0,,
583,237,95,40,13,,183.0,,
584,237,95,40,13,,183.0,,
585,237,101,33,13,,182.0,,
586,237,101,33,13,,182.0,,
587,237,101,37,13,,176.0,,
588,237,101,32,13,141,43.0,,
589,239,104,32,106,42,43.0,,
590,240,104,32,106,42,43.0,,
591,240,107,32,106,42,39.0,,
592,242,93,32,13,189,,,
593,242,93,32,13,189,,,
594,241,91,32,13,197,,,
595,241,91,32,13,197,,,
596,241,91,32,18,191,,,
597,241,91,52,18,170,,,
598,241,91,52,18,170,,,
599,241,91,52,18,170,,,
600,243,95,66,18,150,,,
601,243,95,66,18,150,,,
602,244,95,66,18,150,,,
603,244,95,66,18,151,,,
604,244,101,85,18,125,,,
605,244,101,89,31,107,,,
606,245,101,89,45,90,,,
607,245,115,74,45,90,,,
608,245,115,74,45,90,,,
609,245,115,86,32,90,,,
610,246,115,87,32,90,,,
611,246,115,87,32,90,,,
612,247,115,87,32,90,,,
613,248,119,81,32,90,,,
614,248,119,81,32,92,,,
615,248,119,81,32,92,,,
616,243,107,66,32,127,,,
617,243,107,66,32,127,,,
618,243,109,71,24,127,,,
619,243,109,71,24,127,,,
620,244,111,68,24,125,,,
621,244,111,68,24,125,,,
622,245,111,68,24,125,,,
623,245,114,64,24,125,,,
624,245,116,64,19,128,,,
625,245,116,64,19,128,,,
626,245,116,64,19,129,,,
627,245,116,64,19,129,,,
628,247,119,59,19,129,,,
629,247,119,59,19,129,,,
630,245,111,66,19,136,,,
631,246,124,51,19,136,,,
632,247,124,51,19,136,,,
633,247,124,51,19,136,,,
634,247,124,51,19,136,,,
635,247,124,51,19,136,,,
636,248,126,51,19,137,,,
637,243,118,40,19,30,131.0,,
638,243,118,40,19,30,131.0,,
639,243,118,40,19,30,132.0,,
640,245,118,40,19,30,133.0,,
641,250,124,40,19,51,100.0,,
642,251,124,40,19,50,100.0,,
643,251,124,40,19,50,100.0,,
644,251,124,40,19,50,100.0,,
645,251,124,53,25,30,100.0,,
646,251,130,53,25,30,93.0,,
647,251,130,53,54,,92.0,,
648,250,128,53,25,,130.0,,
649,251,128,53,25,,128.0,,
650,255,138,83,61,47,,,
651,255,138,83,61,47,,,
652,254,140,84,60,47,,,
653,254,140,84,60,47,,,
654,254,140,84,60,47,,,
655,254,140,84,60,47,,,
656,256,138,84,61,47,,,
657,256,138,84,61,46,,,
658,257,138,84,59,46,,,
659,257,138,84,59,46,,,
660,254,141,107,41,46,,,
661,254,144,103,41,46,,,
662,257,147,97,41,46,,,
663,257,147,97,41,46,,,
664,256,149,97,41,46,,,
665,250,144,97,53,46,,,
666,252,144,97,90,6,,,
667,252,149,91,90,6,,,
668,254,147,91,90,6,,,
669,254,150,91,86,6,,,
670,257,147,94,81,6,,,
671,257,149,94,78,6,,,
672,257,149,94,81,6,,,
673,257,149,94,81,6,,,
674,261,155,94,69,6,,,
675,264,153,95,69,6,,,
676,264,150,99,69,6,,,
677,264,150,99,69,6,,,
678,263,153,98,68,6,,,
679,263,153,98,68,6,,,
680,264,153,99,67,6,,,
681,260,153,77,94,6,,,
682,262,153,77,93,6,,,
683,262,153,77,93,6,,,
684,263,150,77,98,6,,,
685,264,150,77,98,6,,,
686,268,148,77,98,6,,,
687,270,147,73,98,6,,,
688,270,145,69,98,14,,,
689,270,149,63,98,14,,,
690,271,149,63,98,14,,,
691,271,149,63,98,14,,,
692,270,140,58,98,32,,,
693,272,140,62,91,32,,,
694,274,140,80,70,32,,,
695,274,140,80,70,32,,,
696,272,146,83,69,26,,,
697,272,146,97,54,26,,,
698,272,146,97,54,26,,,
699,272,146,108,54,14,,,
700,271,144,113,54,14,,,
701,271,144,113,54,14,,,
702,272,149,107,67,,,,
703,272,149,107,67,,,,
704,271,143,108,76,,,,
705,271,143,108,76,,,,
706,273,151,108,64,,,,
707,273,151,108,64,,,,
708,276,151,108,64,,,,
709,276,151,108,64,,,,
710,271,148,124,59,,,,
711,270,145,87,101,,,,
712,272,145,93,94,,,,
713,273,145,96,89,,,,
714,273,147,99,85,,,,
715,274,147,99,85,,,,
716,275,147,99,86,,,,
717,275,147,99,86,,,,
718,276,147,99,86,,,,
719,276,147,99,86,,,,
720,275,139,81,117,,,,
721,278,140,116,76,,,,
722,278,140,116,76,,,,
723,278,140,116,75,,,,
724,278,143,116,71,,,,
725,278,143,116,70,,,,
726,278,143,117,70,,,,
727,278,143,117,70,,,,
728,278,143,117,70,,,,
729,282,151,153,20,,,,
730,280,169,139,20,,,,
731,280,169,139,20,,,,
732,282,171,136,20,,,,
733,283,173,131,20,,,,
734,283,173,130,20,,,,
735,291,181,116,20,,,,
736,292,184,111,20,,,,
737,292,184,111,20,,,,
738,294,185,111,15,,,,
739,295,188,106,15,,,,
740,296,187,105,15,,,,
741,296,187,105,15,,,,
742,297,190,109,5,,,,
743,297,190,109,5,,,,
744,297,190,109,5,,,,
745,298,190,109,5,,,,
746,298,190,109,5,,,,
747,298,192,106,5,,,,
748,298,192,106,5,,,,
749,298,195,102,5,,,,
750,298,195,105,5,,,,
751,298,195,104,5,,,,
752,298,195,104,5,,,,
753,298,195,104,5,,,,
754,299,195,102,5,,,,
755,299,195,102,5,,,,
756,300,193,103,5,,,,
757,303,189,103,5,,,,
758,305,199,90,5,,,,
759,307,199,87,5,,,,
760,299,190,106,5,,,,
761,299,190,106,5,,,,
762,290,154,151,5,,,,
763,291,156,146,5,,,,
764,291,156,146,5,,,,
765,295,150,146,5,,,,
766,295,150,146,5,,,,
767,295,150,146,5,,,,
768,295,138,159,5,,,,
769,295,138,159,5,,,,
770,296,136,159,5,,,,
771,296,136,159,5,,,,
772,297,136,159,5,,,,
773,297,136,159,5,,,,
774,307,166,118,5,,,,
775,308,166,118,5,,,,
776,305,153,134,9,,,,
777,310,161,121,9,,,,
778,312,160,118,9,,,,
779,312,160,118,9,,,,
780,314,178,101,9,,,,
781,314,178,101,9,,,,
782,316,196,79,9,,,,
783,316,196,79,9,,,,
784,317,196,79,9,,,,
785,317,196,79,9,,,,
786,317,196,79,9,,,,
787,317,196,78,9,,,,
788,314,190,91,5,,,,
789,315,192,87,5,,,,
790,315,198,79,5,,,,
791,315,198,79,5,,,,
792,318,196,79,5,,,,
793,321,191,79,5,,,,
794,321,191,79,4,,,,
795,323,193,75,4,,,,
796,326,193,71,4,,,,
797,326,193,71,4,,,,
798,329,191,71,4,,,,
799,329,191,71,4,,,,
800,329,191,71,4,,,,
801,330,191,71,4,,,,
802,330,191,71,4,,,,
803,335,198,57,4,,,,
804,331,190,70,4,,,,
805,331,190,70,4,,,,
806,334,185,70,4,,,,
807,334,185,70,4,,,,
808,334,185,69,4,,,,
809,334,184,69,4,,,,
810,316,176,48,56,,,,
811,317,177,44,56,,,,
812,313,177,44,63,,,,
813,314,177,44,64,,,,
814,315,175,44,64,,,,
815,314,177,44,64,,,,
816,310,173,44,75,,,,
817,310,173,44,75,,,,
818,310,173,44,75,,,,
819,310,173,44,75,,,,
820,314,179,44,66,,,,
821,314,179,44,66,,,,
822,320,179,99,4,,,,
823,320,179,99,4,,,,
824,318,173,107,4,,,,
825,328,191,78,4,,,,
826,327,181,89,4,,,,
827,331,185,79,4,,,,
828,328,185,77,14,,,,
829,329,187,73,14,,,,
830,331,189,68,14,,,,
831,331,189,68,14,,,,
832,331,189,67,14,,,,
833,331,189,67,14,,,,
834,331,189,67,14,,,,
835,331,191,63,14,,,,
836,331,212,41,14,,,,
837,336,210,41,14,,,,
838,336,210,41,14,,,,
839,336,210,41,14,,,,
840,331,202,57,14,,,,
841,333,199,57,14,,,,
842,334,197,57,14,,,,
843,335,194,57,14,,,,
844,336,197,57,9,,,,
845,336,197,57,9,,,,
846,335,197,60,9,,,,
847,335,197,60,9,,,,
848,336,197,60,9,,,,
849,336,197,60,9,,,,
850,339,185,68,9,,,,
851,339,185,68,9,,,,
852,335,185,75,9,,,,
853,335,185,75,9,,,,
854,336,189,70,9,,,,
855,337,189,69,9,,,,
856,338,187,73,9,,,,
857,338,187,73,9,,,,
858,338,187,73,9,,,,
859,339,186,71,9,,,,
860,339,186,71,9,,,,
861,339,186,71,9,,,,
862,339,186,70,9,,,,
863,339,189,66,9,,,,
864,337,180,79,9,,,,
865,338,182,75,9,,,,
866,338,182,75,9,,,,
867,339,182,75,9,,,,
868,331,164,107,9,,,,
869,331,164,107,9,,,,
870,337,170,94,9,,,,
871,337,170,94,9,,,,
872,337,170,96,9,,,,
873,337,170,98,9,,,,
874,340,177,86,9,,,,
875,336,170,98,9,,,,
876,328,159,124,9,,,,
877,328,159,123,9,,,,
878,328,159,123,9,,,,
879,328,159,125,9,,,,
880,330,159,125,9,,,,
881,331,159,123,9,,,,
882,331,159,123,9,,,,
883,331,159,123,9,,,,
884,332,159,125,9,,,,
885,338,178,100,9,,,,
886,338,178,99,9,,,,
887,338,178,99,9,,,,
888,339,178,98,9,,,,
889,342,183,89,9,,,,
890,343,183,89,9,,,,
891,343,183,88,9,,,,
892,343,183,89,9,,,,
893,343,183,89,9,,,,
894,338,176,104,9,,,,
895,338,179,100,9,,,,
896,340,179,101,9,,,,
897,342,184,93,9,,,,
898,342,184,93,9,,,,
899,342,184,92,9,,,,
900,343,181,97,9,,,,
901,344,181,95,9,,,,
902,344,181,95,9,,,,
903,348,187,84,9,,,,
904,350,198,72,9,,,,
905,350,198,72,9,,,,
906,354,210,56,9,,,,
907,354,210,56,9,,,,
908,354,210,56,9,,,,
909,354,210,56,9,,,,
910,353,209,59,9,,,,
911,353,209,59,9,,,,
912,349,198,61,26,,,,
913,349,198,61,26,,,,
914,350,202,54,26,,,,
