day_counter,0,1,2,3,4,5,6
254,113,14,4,7,,218.0,
255,113,19,4,7,,214.0,
256,113,19,4,7,,214.0,
257,114,19,4,7,,214.0,
258,115,19,4,7,,213.0,
259,111,19,,7,,223.0,
260,111,19,,7,,226.0,
261,111,19,,7,,226.0,
262,106,17,,,,,244.0
263,107,17,,,,,245.0
264,107,17,,,,,245.0
265,108,17,,,,,245.0
266,108,17,,,,,245.0
267,109,17,,,,,247.0
268,108,17,,,,,250.0
269,108,17,,,,,250.0
270,110,15,,,,,252.0
271,110,15,,,,,252.0
272,110,15,,,,,255.0
273,111,15,,,,,254.0
274,112,15,,,,,255.0
275,112,17,,,,,252.0
276,118,17,,,,,248.0
277,118,19,,,,,248.0
278,120,19,,,,,247.0
279,120,19,,,,,250.0
280,121,19,,,,,251.0
281,121,19,,8,,,243.0
282,123,19,,8,,,243.0
283,123,19,,8,,,243.0
284,124,20,,8,,,245.0
285,122,15,,8,,,253.0
286,124,15,,8,,,251.0
287,124,17,3,8,,,247.0
288,125,17,3,8,,,250.0
289,125,17,3,8,,,250.0
290,129,17,3,8,,,246.0
291,129,17,3,8,,,246.0
292,131,17,3,8,,,246.0
293,134,19,3,8,,,241.0
294,134,17,6,8,,,242.0
295,134,17,6,8,,,242.0
296,134,17,10,8,,,237.0
297,134,17,10,8,,,239.0
298,135,17,10,8,,,239.0
299,136,17,10,8,,,240.0
300,139,17,10,8,,,240.0
301,140,17,10,8,,,240.0
302,139,17,7,8,,,246.0
303,140,17,7,8,,,246.0
304,139,19,7,8,,,245.0
305,140,19,7,8,,,247.0
306,144,19,7,8,,,247.0
307,147,19,7,8,,,247.0
308,150,19,7,8,,,246.0
309,153,19,7,8,,,242.0
310,152,19,7,8,,,246.0
311,152,19,7,8,,,246.0
312,153,21,10,8,,,238.0
313,153,21,10,8,,,238.0
314,156,21,10,8,,,238.0
315,156,23,10,8,,,238.0
316,158,25,10,8,,,234.0
317,158,28,10,8,,,230.0
318,158,28,10,8,,,230.0
319,159,28,10,8,,,230.0
320,160,28,10,8,,,237.0
321,161,28,10,8,,,237.0
322,160,28,6,8,,,243.0
323,160,28,6,8,,,241.0
324,158,28,6,8,,,245.0
325,158,28,6,8,,,245.0
326,158,28,6,8,,,246.0
327,157,30,6,8,,,245.0
328,157,30,6,8,,,247.0
329,158,30,6,8,,,247.0
330,150,26,6,8,,,260.0
331,150,26,6,8,,,260.0
332,153,26,6,8,,,258.0
333,153,26,6,8,,,259.0
334,156,26,6,8,,,260.0
335,156,26,6,8,,,261.0
336,158,26,6,8,,,261.0
337,159,26,6,8,,,259.0
338,158,26,6,8,,,261.0
339,155,26,6,8,,,266.0
340,155,26,6,8,,,266.0
341,156,26,6,8,,,266.0
342,158,26,6,8,,,266.0
343,161,34,6,8,,,254.0
344,160,32,6,8,,,261.0
345,160,32,6,8,,,262.0
346,160,32,6,8,,,263.0
347,160,32,6,8,,,264.0
348,158,32,3,8,,,270.0
349,160,32,3,8,,,268.0
350,160,32,3,8,,,268.0
351,160,32,3,8,,,269.0
352,159,32,3,,,,280.0
353,159,32,3,,,,280.0
354,162,32,3,,,,280.0
355,162,32,3,,,,280.0
356,162,32,3,,,,280.0
357,164,32,8,,,,273.0
358,166,32,8,,,,274.0
359,166,32,8,,,,275.0
360,167,32,8,,,,279.0
361,167,32,8,,,,280.0
362,168,32,8,,,,281.0
363,168,32,8,,,,281.0
364,168,32,8,,,,281.0
365,168,32,8,,,,281.0
366,169,32,8,,,,282.0
367,170,32,8,,,,280.0
368,174,32,8,,10,,267.0
369,174,32,8,,10,,267.0
370,174,32,8,,10,,267.0
371,174,32,8,,10,,266.0
372,174,32,8,,10,,266.0
373,174,32,8,,10,,266.0
374,175,32,8,,10,,264.0
375,171,34,8,,10,,268.0
376,171,34,8,,10,,269.0
377,172,38,13,,10,,257.0
378,167,32,8,,10,,274.0
379,167,32,8,,10,,274.0
380,168,32,8,,10,,275.0
381,168,32,8,,10,,275.0
382,168,32,8,,10,,275.0
383,168,34,8,,10,,272.0
384,166,34,8,,10,,275.0
385,169,34,8,,10,,272.0
386,169,34,8,,10,,272.0
387,169,34,8,,10,,273.0
388,170,34,8,,10,,274.0
389,170,34,8,,10,,274.0
390,170,34,8,,10,,274.0
391,170,34,8,,10,,274.0
392,169,34,8,,10,,278.0
393,171,34,8,,10,,274.0
394,176,34,8,,10,,270.0
395,175,36,8,,10,,270.0
396,176,40,8,,10,,265.0
397,176,40,8,,10,,265.0
398,177,40,8,,10,,265.0
399,177,40,8,,10,,265.0
400,178,40,8,,10,,266.0
401,178,40,8,,10,,266.0
402,178,40,8,,10,,266.0
403,178,40,8,,10,,266.0
404,178,40,8,,,,278.0
405,179,40,8,,,,275.0
406,179,40,8,,,,275.0
407,179,40,8,,,,275.0
408,180,40,8,,,,277.0
409,180,40,8,,,,277.0
410,181,45,8,,,,272.0
411,181,45,8,,,,272.0
412,182,45,8,,,,273.0
413,182,45,8,,,,272.0
414,182,45,8,,,,273.0
415,182,45,8,,,,273.0
416,181,43,8,,,,280.0
417,181,43,8,,,,280.0
418,181,43,8,,,,280.0
419,181,43,8,,,,280.0
420,172,38,8,,,,299.0
421,172,42,8,,,,294.0
422,172,42,8,,,,294.0
423,172,42,8,,,,296.0
424,171,42,8,,,,299.0
425,174,42,8,,,,294.0
426,174,42,8,,,,295.0
427,174,42,8,,,,294.0
428,176,48,16,,,,277.0
429,176,48,16,,,,277.0
430,176,50,16,,,,277.0
431,176,50,16,,,,277.0
432,179,50,16,,,,277.0
433,179,50,16,,,,277.0
434,179,50,16,,,,277.0
435,179,50,16,,,,277.0
436,179,50,16,,,,277.0
437,179,50,16,,,,277.0
438,188,55,16,,,,263.0
439,188,57,16,,,,260.0
440,187,54,16,,,,269.0
441,192,54,16,,,,265.0
442,192,54,16,,,,265.0
443,192,54,16,,,,265.0
444,193,54,16,,,,265.0
445,193,54,16,,,,265.0
446,195,54,16,,,262.0,
447,195,54,16,,,261.0,
448,195,54,16,,,261.0,
449,195,54,16,,,261.0,
450,195,54,16,,,,265.0
451,195,54,16,,,,265.0
452,193,54,8,,,,277.0
453,193,54,8,,,,277.0
454,193,54,8,,,,277.0
455,193,54,8,,,,277.0
456,194,54,8,,,,280.0
457,194,56,8,,,,277.0
458,194,56,8,,,,278.0
459,194,56,8,,,,277.0
460,194,56,8,,,,278.0
461,194,56,8,,,,278.0
462,194,56,8,,,,280.0
463,194,56,8,,,,280.0
464,192,56,8,,,,284.0
465,192,56,8,,,,285.0
466,193,56,8,,,,287.0
467,193,58,8,,,,284.0
468,191,54,8,,,,291.0
469,191,54,8,,,,292.0
470,191,54,8,,,,290.0
471,191,54,8,,,,290.0
472,194,54,11,,,,287.0
473,194,54,11,,,,287.0
474,195,54,11,,,,288.0
475,195,54,11,,,,288.0
476,183,50,6,,,,311.0
477,182,50,6,,,,313.0
478,183,50,6,,,,315.0
479,183,50,6,,,,315.0
480,185,52,6,,,,309.0
481,185,52,6,,,,309.0
482,186,52,6,,,,309.0
483,187,52,6,,,,309.0
484,188,52,6,,,,309.0
485,189,54,6,,,,305.0
486,190,54,6,,,,305.0
487,190,54,6,,,,305.0
488,194,56,11,,,,297.0
489,194,56,11,,,,297.0
490,197,56,11,,,,299.0
491,197,56,11,,,,299.0
492,200,56,11,,,,296.0
493,200,56,11,,,,296.0
494,201,56,11,,,,296.0
495,201,56,11,,,,296.0
496,201,56,11,,,,299.0
497,201,56,11,,,,299.0
498,202,56,11,,,,300.0
499,202,56,11,,,,300.0
500,203,56,11,,,,299.0
501,203,56,11,,,,299.0
502,200,56,18,,,,296.0
503,200,56,18,,,,296.0
504,201,56,18,,,,297.0
505,203,56,18,,,,297.0
506,204,56,18,,,296.0,
507,204,56,18,,,296.0,
508,204,56,18,,,297.0,
509,204,56,18,,,296.0,
510,205,56,18,,,298.0,
511,203,56,18,,,301.0,
512,204,56,18,,,301.0,
513,206,56,18,,,301.0,
514,206,56,18,,,302.0,
515,207,56,18,,,302.0,
516,208,56,18,,11,289.0,
517,208,56,18,,11,288.0,
518,209,56,18,,11,288.0,
519,209,56,18,,11,288.0,
520,205,48,13,,11,307.0,
521,205,48,13,,11,307.0,
522,208,50,13,,11,305.0,
523,208,50,13,,11,305.0,
524,208,50,13,,11,305.0,
525,209,50,13,,11,306.0,
526,210,50,13,,11,307.0,
527,210,50,13,,11,307.0,
528,212,60,24,,11,284.0,
529,212,60,24,,11,284.0,
530,212,60,24,,11,285.0,
531,211,58,24,,,301.0,
532,212,58,24,,,301.0,
533,212,58,24,,,301.0,
534,212,58,24,,,303.0,
535,213,58,24,,,300.0,
536,212,58,24,,,304.0,
537,212,58,24,,,305.0,
538,212,58,24,,,305.0,
539,212,58,24,,,305.0,
540,212,56,24,,,320.0,
541,212,58,24,,,317.0,
542,212,58,24,,,318.0,
543,213,58,24,,,318.0,
544,211,63,24,,,319.0,
545,211,63,24,,11,307.0,
546,210,64,21,,,324.0,
547,210,64,21,,,323.0,
548,209,64,21,,,325.0,
549,209,64,21,,,325.0,
550,207,64,21,,,328.0,
551,207,64,21,,,328.0,
552,203,57,21,,,346.0,
553,203,57,21,,,346.0,
554,203,57,21,,,346.0,
555,203,57,21,,,346.0,
556,204,57,21,,,347.0,
557,204,57,21,,,345.0,
558,205,57,21,,,345.0,
559,205,57,21,,,345.0,
560,203,57,21,,,358.0,
561,205,57,24,,,352.0,
562,205,57,24,,,351.0,
563,205,57,24,,,351.0,
564,206,57,24,,,351.0,
565,206,57,24,,,352.0,
566,206,57,24,,,352.0,
567,207,57,24,,,350.0,
568,208,57,24,,,350.0,
569,209,57,24,,,348.0,
570,204,55,24,,,365.0,
571,205,55,24,,,362.0,
572,205,55,24,,,362.0,
573,205,55,24,,,362.0,
574,205,55,24,,,361.0,
575,205,55,24,,,360.0,
576,205,57,24,,,363.0,
577,205,57,24,,,362.0,
578,205,57,24,,,362.0,
579,205,57,24,,,362.0,
580,204,57,24,,,366.0,
581,204,57,24,,,366.0,
582,208,57,24,,,362.0,
583,208,57,24,,,362.0,
584,208,57,24,,,362.0,
585,210,55,24,,,360.0,
586,210,55,24,,,360.0,
587,210,55,24,,,360.0,
588,211,51,24,,,367.0,
589,211,51,24,,,367.0,
590,212,51,24,,,367.0,
591,212,51,24,,,367.0,
592,209,51,24,,,373.0,
593,209,51,24,,,372.0,
594,208,51,24,,,379.0,
595,209,53,24,,,375.0,
596,209,53,24,,,375.0,
597,210,53,24,,,373.0,
598,210,53,24,,,372.0,
599,210,53,24,,,372.0,
600,212,53,24,,,373.0,
601,212,53,24,,,373.0,
602,214,56,27,,,365.0,
603,213,58,27,,,365.0,
604,213,60,27,,,361.0,
605,213,60,27,,,361.0,
606,213,60,27,,,360.0,
607,213,60,27,,,359.0,
608,215,60,27,,,356.0,
609,215,60,27,,,356.0,
610,217,60,27,,,355.0,
611,217,60,27,,,355.0,
612,218,60,27,,,355.0,
613,218,60,27,,,355.0,
614,218,60,27,,,357.0,
615,218,60,27,,,357.0,
616,216,58,27,,,364.0,
617,217,60,27,,,360.0,
618,217,60,27,,,360.0,
619,217,60,27,,,360.0,
620,218,60,27,,,357.0,
621,218,60,27,,,357.0,
622,219,60,27,,,357.0,
623,219,60,27,,,357.0,
624,218,57,27,,,362.0,
625,218,57,27,,,362.0,
626,218,57,27,,,363.0,
627,218,57,27,,,363.0,
628,219,57,27,,,363.0,
629,219,57,27,,,363.0,
630,217,59,27,,,366.0,
631,218,57,27,,,366.0,
632,219,57,27,,,366.0,
633,219,57,27,,,366.0,
634,219,57,27,,,366.0,
635,221,59,27,,,361.0,
636,222,61,27,,,362.0,
637,217,66,16,,,,373.0
638,217,66,16,,,,373.0
639,217,66,16,,,,374.0
640,219,66,16,,,,376.0
641,221,70,16,,,,369.0
642,222,70,16,,,,369.0
643,224,73,16,,,,363.0
644,224,73,16,,,,363.0
645,224,73,16,,,,363.0
646,224,73,16,,,,363.0
647,224,73,16,,,,362.0
648,225,73,16,,,,366.0
649,225,73,16,,,,366.0
650,225,73,16,,,,366.0
651,230,80,19,,,349.0,
652,228,80,19,,,354.0,
653,228,80,19,,,354.0,
654,228,80,19,,,353.0,
655,228,80,19,,,353.0,
656,229,80,19,,,354.0,
657,229,80,19,,,354.0,
658,229,80,19,,,353.0,
659,229,80,19,,,353.0,
660,229,77,19,,,361.0,
661,229,77,19,,,361.0,
662,231,77,19,,,359.0,
663,231,77,19,,,359.0,
664,230,79,19,,,359.0,
665,227,72,19,,,370.0,
666,227,72,19,,,368.0,
667,227,75,19,,,363.0,
668,228,75,19,,,363.0,
669,228,75,19,,,363.0,
670,229,75,19,,14,346.0,
671,229,75,19,,14,346.0,
672,228,77,19,,14,348.0,
673,228,77,19,,14,348.0,
674,229,77,19,,14,346.0,
675,231,77,19,,14,347.0,
676,234,87,19,,14,333.0,
677,234,87,19,,14,332.0,
678,234,87,19,,14,334.0,
679,234,87,19,,14,333.0,
680,235,87,19,,14,334.0,
681,233,76,19,,14,348.0,
682,235,76,19,,14,348.0,
683,235,76,19,,14,347.0,
684,236,67,19,,14,357.0,
685,237,67,19,,14,357.0,
686,240,67,19,,14,357.0,
687,240,67,19,,14,357.0,
688,240,67,16,,14,362.0,
689,240,67,16,,14,362.0,
690,241,67,16,,14,362.0,
691,241,67,16,,14,362.0,
692,240,69,16,,14,363.0,
693,241,71,16,,14,359.0,
694,243,78,28,,14,337.0,
695,243,78,28,,14,337.0,
696,243,78,28,,14,339.0,
697,243,78,28,,14,339.0,
698,243,78,28,,14,339.0,
699,243,78,28,,14,339.0,
700,243,76,28,,14,343.0,
701,243,76,28,,37,319.0,
702,244,76,28,,37,319.0,
703,245,76,28,,37,317.0,
704,242,73,28,,38,325.0,
705,242,75,28,,38,322.0,
706,243,77,28,,34,322.0,
707,243,77,28,,34,322.0,
708,246,77,28,,34,322.0,
709,246,77,28,,34,321.0,
710,245,68,28,,34,334.0,
711,244,68,28,,20,350.0,
712,246,68,28,,20,350.0,
713,246,68,28,,20,350.0,
714,246,68,28,,20,350.0,
715,247,68,28,,20,349.0,
716,248,68,28,,20,350.0,
717,248,68,28,,20,350.0,
718,251,68,33,,20,342.0,
719,251,68,33,,20,342.0,
720,250,66,28,,,374.0,
721,250,66,28,,,374.0,
722,250,66,28,,,374.0,
723,250,66,28,,,374.0,
724,250,66,28,,14,359.0,
725,250,66,28,,14,359.0,
726,253,86,33,,14,330.0,
727,253,86,33,,14,330.0,
728,253,86,33,,14,330.0,
729,255,83,33,,14,329.0,
730,254,81,33,,14,335.0,
731,254,81,33,,14,335.0,
732,257,78,34,,14,335.0,
733,257,78,34,,14,335.0,
734,257,78,34,,14,335.0,
735,260,78,34,,14,335.0,
736,260,78,34,,14,335.0,
737,261,78,34,,14,333.0,
738,261,78,34,,14,334.0,
739,261,78,34,,14,334.0,
740,260,81,34,,14,332.0,
741,260,81,34,,14,332.0,
742,260,81,34,,14,331.0,
743,260,81,34,,14,331.0,
744,260,81,34,,14,331.0,
745,262,81,40,,14,323.0,
746,263,81,38,,14,323.0,
747,263,81,38,,14,323.0,
748,263,81,38,,14,323.0,
749,263,81,43,,14,317.0,
750,261,86,43,,14,318.0,
751,261,86,43,,14,318.0,
752,261,90,43,,28,298.0,
753,261,90,43,,28,298.0,
754,261,90,43,,28,298.0,
755,261,90,43,,28,298.0,
756,260,92,43,,28,298.0,
757,260,92,43,,28,298.0,
758,260,92,43,,28,298.0,
759,260,92,43,,28,298.0,
760,258,85,43,,14,322.0,
761,258,85,43,,14,321.0,
762,249,76,34,,,363.0,
763,249,76,34,,,363.0,
764,250,76,37,,,357.0,
765,250,76,37,,,357.0,
766,250,76,37,,,357.0,
767,250,76,37,,,357.0,
768,250,76,37,,,359.0,
769,250,76,37,,,359.0,
770,250,76,37,,,360.0,
771,250,76,37,,,360.0,
772,251,87,25,,,360.0,
773,251,87,25,,,360.0,
774,251,87,25,,,360.0,
775,252,87,25,,,360.0,
776,260,91,34,,14,329.0,
777,259,91,30,,14,335.0,
778,260,98,30,,14,325.0,
779,260,98,30,,14,325.0,
780,262,98,30,,14,327.0,
781,262,98,30,,14,327.0,
782,262,98,30,,14,326.0,
783,262,98,30,,14,326.0,
784,263,98,30,,14,326.0,
785,263,100,30,,14,323.0,
786,263,100,30,,14,323.0,
787,263,100,30,,14,322.0,
788,263,104,24,,,338.0,
789,263,104,24,,,338.0,
790,263,104,24,,,338.0,
791,263,104,24,,,338.0,
792,265,104,24,,,338.0,
793,266,115,30,,,318.0,
794,266,115,30,,,318.0,
795,266,115,30,,,319.0,
796,266,115,30,,,319.0,
797,266,115,30,,,319.0,
798,268,115,30,,37,281.0,
799,268,115,30,,37,281.0,
800,268,115,30,,37,281.0,
801,269,115,30,,37,281.0,
802,269,115,30,,37,281.0,
803,269,115,30,,37,280.0,
804,267,115,30,,14,,305.0
805,267,115,30,,14,,305.0
806,267,115,30,,14,,305.0
807,267,115,30,,14,,304.0
808,267,115,30,,14,,304.0
809,267,115,30,,14,,304.0
810,259,100,27,,14,,335.0
811,259,100,27,,14,,335.0
812,259,100,27,,14,,338.0
813,260,100,27,,14,,339.0
814,260,100,27,,14,,339.0
815,260,100,27,,14,,340.0
816,261,100,27,,14,,342.0
817,261,100,37,,14,,331.0
818,261,100,37,,14,,331.0
819,262,100,41,,14,,325.0
820,265,100,41,,14,,325.0
821,265,100,41,,14,,325.0
822,265,100,41,,14,,324.0
823,267,100,41,,14,321.0,
824,267,100,41,,14,323.0,
825,267,100,41,,14,323.0,
826,267,100,41,,14,324.0,
827,267,100,41,,14,324.0,
828,267,100,41,,14,327.0,
829,267,100,41,,14,327.0,
830,267,100,41,,14,327.0,
831,268,100,52,,14,314.0,
832,268,100,52,,14,314.0,
833,269,111,55,,14,298.0,
834,269,111,55,,14,298.0,
835,272,111,61,,14,286.0,
836,272,111,61,,14,286.0,
837,275,111,61,,14,287.0,
838,275,111,61,,14,287.0,
839,275,111,65,,42,253.0,
840,276,112,48,,42,270.0,
841,276,112,48,,42,270.0,
842,276,112,66,,42,251.0,
843,276,112,66,,42,251.0,
844,276,112,66,,42,251.0,
845,276,112,66,,42,251.0,
846,277,112,66,,42,252.0,
847,277,112,66,,42,252.0,
848,278,112,66,,42,252.0,
849,278,112,66,,42,252.0,
850,278,112,66,,42,253.0,
851,278,112,65,,42,253.0,
852,275,110,65,,42,263.0,
853,275,110,65,,41,263.0,
854,276,110,65,,41,263.0,
855,276,108,65,,41,266.0,
856,277,108,65,,41,268.0,
857,277,108,65,,41,268.0,
858,277,108,65,,41,267.0,
859,277,108,65,,41,267.0,
860,277,108,75,,41,256.0,
861,277,108,75,,41,256.0,
862,277,110,81,,41,246.0,
863,277,110,81,,41,246.0,
864,275,110,81,,41,250.0,
865,275,110,81,,41,250.0,
866,275,110,81,,41,250.0,
867,276,110,81,,41,250.0,
868,269,105,81,,41,268.0,
869,269,105,81,,41,267.0,
870,270,105,81,,41,267.0,
871,272,107,81,,41,261.0,
872,268,104,81,,41,270.0,
873,268,102,81,,41,272.0,
874,268,102,81,,41,272.0,
875,264,100,71,,14,317.0,
876,259,96,61,,14,343.0,
877,259,96,61,,14,343.0,
878,259,96,61,,14,343.0,
879,259,96,61,,14,345.0,
880,261,96,61,,14,346.0,
881,261,96,61,,14,344.0,
882,261,96,61,,14,344.0,
883,261,96,61,,14,344.0,
884,267,98,61,,14,338.0,
885,268,98,61,,14,338.0,
886,268,98,61,,14,338.0,
887,270,98,61,,14,335.0,
888,271,98,61,,14,335.0,
889,271,98,61,,14,334.0,
890,272,98,61,,14,334.0,
891,272,98,61,,14,334.0,
892,272,98,61,,14,334.0,
893,274,100,61,,14,329.0,
894,270,98,61,,14,337.0,
895,270,98,61,,14,337.0,
896,272,98,61,,14,338.0,
897,272,98,61,,14,338.0,
898,272,98,61,,14,338.0,
899,272,98,61,,14,338.0,
900,278,101,61,,14,330.0,
901,278,101,61,,14,330.0,
902,278,101,61,,14,330.0,
903,278,101,61,,14,330.0,
904,279,101,61,,14,331.0,
905,279,101,61,,14,331.0,
906,280,101,61,,14,330.0,
907,280,101,61,,14,330.0,
908,280,101,61,,14,330.0,
909,280,101,61,,14,330.0,
910,282,101,90,37,41,235.0,
911,282,101,90,37,41,235.0,
912,285,103,87,,14,300.0,
913,285,103,87,,14,300.0,
914,285,103,87,,14,300.0,
915,285,103,87,,14,300.0,
916,285,103,87,,14,301.0,
917,280,103,87,,14,307.0,
918,280,103,87,,14,307.0,
919,280,103,87,,14,307.0,
920,281,103,76,,14,320.0,
921,282,103,76,,14,320.0,
922,282,103,76,,14,320.0,
923,284,103,81,,14,311.0,
924,281,103,81,,14,317.0,
925,281,103,81,,14,318.0,
926,282,103,81,,14,316.0,
927,282,103,81,,14,316.0,
