day_counter,0,1,2,3,4,5,6,7,8,9,10,11
188,74,10,,,,,198.0,,,,,
189,79,12,,,,,191.0,,,,,
190,80,12,,,,,191.0,,,,,
191,80,12,,,,,191.0,,,,,
192,80,12,,,,,195.0,,,,,
193,82,12,,,,,192.0,,,,,
194,84,12,,,,,192.0,,,,,
195,84,12,,,,,192.0,,,,,
196,82,12,,,,,196.0,,,,,
197,84,12,,,,,196.0,,,,,
198,84,12,,,,,198.0,,,,,
199,83,10,,,,,203.0,,,,,
200,85,10,,,,,207.0,,,,,
201,87,10,,,,,207.0,,,,,
202,87,16,,,,,208.0,,,,,
203,85,16,,,,,211.0,,,,,
204,87,16,,,,,212.0,,,,,
205,86,18,,,,,212.0,,,,,
206,86,18,,,,,213.0,,,,,
207,88,18,,,,,213.0,,,,,
208,87,17,,,,,220.0,,,,,
209,87,17,,,,,220.0,,,,,
210,90,18,,,,,220.0,,,,,
211,91,18,,,,,220.0,,,,,
212,91,18,,,,,220.0,,,,,
213,91,18,,,,,220.0,,,,,
214,91,18,,,,,220.0,,,,,
215,91,18,,,,,221.0,,,,,
216,95,16,5,,,,215.0,,,,,
217,95,16,5,,,,215.0,,,,,
218,98,19,5,,,,210.0,,,,,
219,98,19,5,,,,210.0,,,,,
220,94,21,5,,,,217.0,,,,,
221,94,21,5,,,,217.0,,,,,
222,74,8,,,,,,256.0,,,,
223,75,8,,,,,,256.0,,,,
224,76,8,,,,,,258.0,,,,
225,76,8,,,,,,259.0,,,,
226,76,8,,,,,,259.0,,,,
227,78,8,,,,,,257.0,,,,
228,81,8,,,,,,259.0,,,,
229,81,8,,,,,,259.0,,,,
230,81,8,,,,,,263.0,,,,
231,81,8,,,,,,264.0,,,,
232,81,8,,,,,,264.0,,,,
233,82,8,,,,,,262.0,,,,
234,81,8,,,,,,266.0,,,,
235,81,8,,,,,,266.0,,,,
236,78,6,,,,,,274.0,,,,
237,78,6,,,,,,274.0,,,,
238,79,6,,,,,,276.0,,,,
239,79,6,,,,,,276.0,,,,
240,79,6,,,,,,277.0,,,,
241,79,6,,,,,,277.0,,,,
242,79,6,,,,,,278.0,,,,
243,90,11,3,,,,,258.0,,,,
244,90,11,3,,,,,259.0,,,,
245,96,11,3,,,,,253.0,,,,
246,97,11,3,,,,,253.0,,,,
247,97,11,3,,,,,253.0,,,,
248,99,11,3,,,,,256.0,,,,
249,101,11,3,,,,,257.0,,,,
250,102,11,3,,,,,258.0,,,,
251,102,11,3,,,,,258.0,,,,
252,103,11,3,,,,,258.0,,,,
253,105,11,3,,,,,255.0,,,,
254,108,11,3,,,,,256.0,,,,
255,105,17,3,,,,,254.0,,,,
256,106,25,10,,,,,237.0,,,,
257,107,25,10,,,,,237.0,,,,
258,108,25,10,,,,,237.0,,,,
259,107,14,10,,,,,251.0,,,,
260,107,14,10,,,,,254.0,,,,
261,107,14,10,,,,,255.0,,,,
262,105,14,10,,,,,261.0,,,,
263,106,14,10,,,,,262.0,,,,
264,106,14,10,,,,,262.0,,,,
265,107,14,10,,,,,262.0,,,,
266,108,16,10,,,,258.0,,,,,
267,109,16,10,,,,260.0,,,,,
268,108,16,7,,,,266.0,,,,,
269,108,16,7,,,,266.0,,,,,
270,110,14,7,,,,269.0,,,,,
271,110,14,7,,,,269.0,,,,,
272,111,20,7,,,,264.0,,,,,
273,113,20,7,,,,261.0,,,,,
274,114,20,7,,,,262.0,,,,,
275,114,20,7,,,,262.0,,,,,
276,115,20,7,,,,264.0,,,,,
277,116,20,7,,,,265.0,,,,,
278,120,20,7,,,,262.0,,,,,
279,118,25,7,,,,261.0,,,,,
280,119,25,7,,,,263.0,,,,,
281,119,25,7,,,,264.0,,,,,
282,121,25,7,,,,264.0,,,,,
283,121,25,7,,,,264.0,,,,,
284,123,25,7,,,,266.0,,,,,
285,118,21,,,,,283.0,,,,,
286,119,24,3,,,,275.0,,,,,
287,119,24,3,,,,277.0,,,,,
288,119,24,3,,,,281.0,,,,,
289,119,24,3,,,,281.0,,,,,
290,120,24,3,,,,281.0,,,,,
291,121,24,3,,,,279.0,,,,,
292,123,24,3,,,,279.0,,,,,
293,127,28,10,,,,264.0,,,,,
294,130,29,13,,,,258.0,,,,,
295,130,29,13,,,,258.0,,,,,
296,130,29,13,,,,258.0,,,,,
297,128,29,6,,,,269.0,,,,,
298,129,29,6,,,,269.0,,,,,
299,130,29,6,,,,270.0,,,,,
300,133,29,6,,,,270.0,,,,,
301,134,29,6,,,,270.0,,,,,
302,134,20,6,,,,281.0,,,,,
303,135,20,6,,,,281.0,,,,,
304,132,20,6,,,,286.0,,,,,
305,133,20,6,,,,288.0,,,,,
306,137,20,6,,,,289.0,,,,,
307,140,20,6,,,,289.0,,,,,
308,143,20,6,,,,289.0,,,,,
309,145,20,6,,,,287.0,,,,,
310,144,20,6,,,,291.0,,,,,
311,144,20,6,,,,290.0,,,,,
312,145,20,6,,,,288.0,,,,,
313,145,20,6,,,,288.0,,,,,
314,148,20,6,,,,288.0,,,,,
315,149,20,6,,,,289.0,,,,,
316,152,20,6,,,,286.0,,,,,
317,152,20,6,,,,286.0,,,,,
318,152,20,6,,,,286.0,,,,,
319,153,27,6,,,,278.0,,,,,
320,155,27,6,,,,284.0,,,,,
321,159,31,6,8,,,267.0,,,,,
322,158,31,6,8,,,268.0,,,,,
323,158,31,6,8,,,268.0,,,,,
324,155,31,6,8,,,273.0,,,,,
325,155,31,6,8,,,273.0,,,,,
326,155,31,6,8,,,273.0,,,,,
327,155,31,6,8,,,274.0,,,,,
328,156,31,6,8,,,275.0,,,,,
329,157,31,6,8,,,275.0,,,,,
330,153,31,6,,,,288.0,,,,,
331,153,31,6,,,,288.0,,,,,
332,154,31,6,,,,289.0,,,,,
333,154,31,6,,,,290.0,,,,,
334,157,35,6,,,,286.0,,,,,
335,157,35,6,,,,287.0,,,,,
336,159,35,6,,,,287.0,,,,,
337,159,35,6,,,,286.0,,,,,
338,159,35,6,,,,287.0,,,,,
339,157,30,6,,,,296.0,,,,,
340,157,30,6,,,,296.0,,,,,
341,158,30,6,,,,296.0,,,,,
342,160,30,6,,,,296.0,,,,,
343,160,32,6,,,,293.0,,,,,
344,157,30,3,,,,305.0,,,,,
345,162,30,3,8,,,292.0,,,,,
346,162,30,3,8,,,294.0,,,,,
347,162,30,3,8,,,295.0,,,,,
348,162,27,3,8,,,300.0,,,,,
349,163,27,3,8,,,300.0,,,,,
350,164,32,3,8,,,293.0,,,,,
351,164,32,3,8,,,294.0,,,,,
352,163,30,3,8,,,300.0,,,,,
353,163,30,3,8,,,300.0,,,,,
354,166,30,3,8,,,300.0,,,,,
355,166,30,3,8,,,300.0,,,,,
356,166,30,3,8,,,300.0,,,,,
357,166,30,3,8,,,301.0,,,,,
358,168,30,3,8,,,302.0,,,,,
359,168,30,3,8,,,303.0,,,,,
360,169,30,3,8,,,307.0,,,,,
361,168,32,3,8,,,307.0,,,,,
362,169,32,3,8,,,308.0,,,,,
363,171,32,3,8,,,305.0,,,,,
364,170,34,3,8,,,305.0,,,,,
365,170,34,3,8,,,304.0,,,,,
366,171,34,3,8,,,305.0,,,,,
367,171,34,3,8,,,305.0,,,,,
368,173,34,3,8,,,304.0,,,,,
369,173,34,3,8,,,304.0,,,,,
370,173,34,3,8,,,304.0,,,,,
371,173,34,3,8,,,304.0,,,,,
372,173,34,3,8,,,304.0,,,,,
373,173,34,3,8,,,304.0,,,,,
374,173,34,3,8,,,304.0,,,,,
375,169,34,3,8,,,310.0,,,,,
376,169,34,3,8,,,311.0,,,,,
377,169,34,3,8,,,311.0,,,,,
378,167,30,3,8,,,318.0,,,,,
379,170,30,3,8,,,314.0,,,,,
380,170,30,3,8,,,316.0,,,,,
381,171,30,6,8,,,311.0,,,,,
382,171,30,6,8,,,311.0,,,,,
383,171,30,6,8,,,311.0,,,,,
384,170,30,6,8,,,313.0,,,,,
385,171,30,6,8,,,312.0,,,,,
386,171,30,6,8,,,312.0,,,,,
387,171,30,6,8,,,312.0,,,,,
388,172,30,6,8,,,313.0,,,,,
389,172,30,6,8,,,313.0,,,,,
390,172,30,6,8,,,313.0,,,,,
391,172,30,6,8,,,313.0,,,,,
392,172,30,6,8,,,316.0,,,,,
393,173,30,6,8,,,314.0,,,,,
394,175,30,6,8,,,313.0,,,,,
395,174,32,6,8,,,312.0,,,,,
396,175,32,6,8,,,312.0,,,,,
397,175,32,6,8,,,312.0,,,,,
398,176,32,6,8,,,312.0,,,,,
399,176,32,6,8,,,312.0,,,,,
400,177,32,6,8,,,313.0,,,,,
401,177,32,6,8,,,313.0,,,,,
402,177,32,6,8,,,312.0,,,,,
403,177,32,6,8,,,312.0,,,,,
404,178,32,6,8,,,314.0,,,,,
405,178,32,6,8,,,314.0,,,,,
406,178,32,6,8,,,314.0,,,,,
407,178,32,6,8,,,314.0,,,,,
408,177,34,6,8,,,316.0,,,,,
409,177,34,6,8,,,316.0,,,,,
410,178,34,6,8,,,317.0,,,,,
411,178,34,6,8,,,317.0,,,,,
412,181,41,6,9,,,306.0,,,,,
413,181,41,6,9,,,306.0,,,,,
414,180,43,6,9,,,306.0,,,,,
415,180,43,6,9,,,306.0,,,,,
416,179,43,6,9,,,311.0,,,,,
417,179,43,6,9,,,311.0,,,,,
418,179,43,6,9,,,311.0,,,,,
419,179,43,6,9,,,310.0,,,,,
420,172,42,6,9,,,,324.0,,,,
421,172,42,6,9,,,,324.0,,,,
422,172,42,6,9,,,,323.0,,,,
423,172,42,3,9,,,,328.0,,,,
424,172,40,3,9,,,,332.0,,,,
425,173,40,3,9,,,,330.0,,,,
426,173,38,6,9,,,,330.0,,,,
427,173,38,6,9,,,,329.0,,,,
428,173,38,6,9,,,,329.0,,,,
429,173,38,6,9,,,,329.0,,,,
430,174,38,6,9,,,,330.0,,,,
431,174,38,6,9,,,,330.0,,,,
432,177,38,6,9,,,,330.0,,,,
433,177,38,6,9,,,,330.0,,,,
434,177,38,6,9,,,,330.0,,,,
435,177,42,6,9,,,,325.0,,,,
436,177,42,6,9,,,,325.0,,,,
437,177,42,6,9,,,,324.0,,,,
438,182,51,6,9,,,310.0,,,,,
439,182,51,6,9,,,310.0,,,,,
440,181,46,6,9,,,321.0,,,,,
441,183,46,6,9,,,321.0,,,,,
442,183,46,6,9,,,321.0,,,,,
443,183,46,6,9,,,321.0,,,,,
444,184,46,6,9,,,321.0,,,,,
445,184,46,6,9,,,321.0,,,,,
446,184,46,6,9,,,321.0,,,,,
447,184,46,6,9,,,320.0,,,,,
448,184,46,6,9,,,319.0,,,,,
449,184,46,6,9,,,319.0,,,,,
450,182,46,6,9,,,325.0,,,,,
451,183,48,6,9,,,321.0,,,,,
452,181,44,6,9,,,328.0,,,,,
453,181,44,6,9,,,328.0,,,,,
454,181,44,6,9,,,328.0,,,,,
455,181,44,6,9,,,328.0,,,,,
456,182,44,6,9,,,331.0,,,,,
457,182,44,6,9,,,331.0,,,,,
458,182,44,6,9,,,332.0,,,,,
459,182,44,6,9,,,332.0,,,,,
460,180,44,6,9,,,336.0,,,,,
461,183,44,6,9,,,332.0,,,,,
462,183,44,6,9,,,334.0,,,,,
463,183,44,6,9,,,334.0,,,,,
464,182,44,6,9,,,337.0,,,,,
465,182,44,6,9,,,337.0,,,,,
466,183,44,6,9,,,339.0,,,,,
467,183,44,6,9,,,339.0,,,,,
468,181,41,3,9,,,348.0,,,,,
469,181,41,3,9,,,349.0,,,,,
470,181,41,3,9,,,349.0,,,,,
471,181,41,3,9,,,349.0,,,,,
472,184,41,3,9,,,350.0,,,,,
473,184,41,3,9,,,350.0,,,,,
474,185,41,3,9,,,351.0,,,,,
475,186,41,3,9,,,349.0,,,,,
476,176,39,3,9,,,362.0,,,,,
477,176,41,3,9,,,361.0,,,,,
478,177,41,3,9,,,363.0,,,,,
479,177,41,3,9,,,363.0,,,,,
480,177,41,3,9,,,363.0,,,,,
481,177,41,3,9,,,363.0,,,,,
482,178,41,3,9,,,363.0,,,,,
483,179,41,3,9,,,363.0,,,,,
484,180,41,3,9,,,363.0,,,,,
485,181,44,3,9,,,358.0,,,,,
486,182,44,3,9,,,358.0,,,,,
487,186,44,3,9,,,353.0,,,,,
488,186,44,3,9,,,357.0,,,,,
489,188,44,3,9,,,354.0,,,,,
490,192,44,3,9,,,355.0,,,,,
491,192,44,3,9,,,355.0,,,,,
492,193,44,3,9,,,355.0,,,,,
493,193,44,3,9,,,355.0,,,,,
494,194,46,3,9,,,351.0,,,,,
495,194,46,3,9,,,351.0,,,,,
496,194,46,3,9,,,354.0,,,,,
497,194,46,3,9,,,354.0,,,,,
498,196,44,3,,,,364.0,,,,,
499,196,44,3,,,,364.0,,,,,
500,197,44,3,,,,364.0,,,,,
501,197,44,3,,,,364.0,,,,,
502,196,36,3,,,,375.0,,,,,
503,196,36,3,,,,375.0,,,,,
504,197,36,3,,,,375.0,,,,,
505,199,38,3,9,,,363.0,,,,,
506,200,38,3,9,,,363.0,,,,,
507,200,38,3,9,,,363.0,,,,,
508,201,40,3,9,,,360.0,,,,,
509,201,40,3,9,,,360.0,,,,,
510,202,40,3,9,,,362.0,,,,,
511,202,37,3,9,,,366.0,,,,,
512,204,37,3,9,,,364.0,,,,,
513,206,37,3,9,,,364.0,,,,,
514,206,37,3,9,,,365.0,,,,,
515,207,37,3,9,,,365.0,,,,,
516,207,37,3,9,,,365.0,,,,,
517,207,37,3,9,,,365.0,,,,,
518,208,37,7,9,,,360.0,,,,,
519,208,37,7,9,,,360.0,,,,,
520,201,33,7,9,,,,374.0,,,,
521,201,33,7,9,,,,374.0,,,,
522,203,33,7,9,,,,376.0,,,,
523,203,33,7,20,,,,364.0,,,,
524,203,33,7,20,,,,364.0,,,,
525,204,33,7,20,,,,365.0,,,,
526,205,33,7,20,,,,366.0,,,,
527,205,33,7,20,,,,366.0,,,,
528,206,33,7,20,,,,367.0,,,,
529,206,33,7,20,,,,366.0,,,,
530,206,33,7,9,,,,378.0,,,,
531,206,30,7,9,,,,383.0,,,,
532,207,30,7,9,,,,383.0,,,,
533,207,30,7,9,,,,382.0,,,,
534,206,30,7,9,,,,385.0,,,,
535,206,30,7,9,,,,385.0,,,,
536,206,30,7,9,,,,388.0,,,,
537,206,30,7,9,,,,389.0,,,,
538,208,30,7,9,,,,386.0,,,,
539,208,33,7,9,,,,382.0,,,,
540,208,31,7,9,,,,397.0,,,,
541,208,31,7,9,,,,396.0,,,,
542,210,31,7,9,,,,394.0,,,,
543,211,31,7,9,,,,394.0,,,,
544,209,31,7,9,,,,400.0,,,,
545,209,31,7,9,,,,400.0,,,,
546,209,31,7,9,,,,403.0,,,,
547,209,31,7,9,,,,403.0,,,,
548,209,31,7,9,,,,403.0,,,,
549,210,37,7,9,,,,395.0,,,,
550,210,37,7,9,,,,396.0,,,,
551,210,37,7,9,,,,396.0,,,,
552,209,35,7,9,,,,407.0,,,,
553,209,35,7,9,,,,407.0,,,,
554,209,35,7,9,,,,406.0,,,,
555,209,35,7,9,,,,406.0,,,,
556,211,35,7,9,,,,406.0,,,,
557,211,35,7,9,,,,406.0,,,,
558,212,35,7,9,,,,405.0,,,,
559,212,35,7,9,,,,405.0,,,,
560,210,33,7,9,,,,419.0,,,,
561,211,33,7,9,,,,417.0,,,,
562,211,33,7,9,,,,417.0,,,,
563,211,33,7,9,,,,417.0,,,,
564,212,33,7,9,,,,417.0,,,,
565,212,33,7,9,,,,418.0,,,,
566,212,33,7,9,,,,416.0,,,,
567,213,33,7,9,,,,416.0,,,,
568,214,33,7,9,,,,416.0,,,,
569,214,33,7,9,,,,416.0,,,,
570,210,33,7,9,,,,430.0,,,,
571,210,33,7,9,,,,430.0,,,,
572,210,33,7,9,,,,430.0,,,,
573,210,33,7,9,,,,430.0,,,,
574,211,35,7,9,,,,426.0,,,,
575,212,39,7,9,,,,420.0,,,,
576,210,45,7,9,,,,421.0,,,,
577,210,45,7,9,,,,421.0,,,,
578,210,45,7,9,,,,421.0,,,,
579,210,45,7,9,,,,421.0,,,,
580,209,44,7,9,,,,427.0,,,,
581,209,44,7,9,,,,427.0,,,,
582,211,44,7,9,,,,427.0,,,,
583,211,44,7,9,,,,427.0,,,,
584,211,44,7,9,,,,427.0,,,,
585,211,44,7,9,,,,427.0,,,,
586,211,44,7,9,,,,427.0,,,,
587,211,44,7,9,,,,426.0,,,,
588,212,44,7,9,,,,429.0,,,,
589,212,44,7,9,,,,429.0,,,,
590,213,44,10,9,,,,425.0,,,,
591,213,44,10,9,,,,425.0,,,,
592,212,42,10,9,,,,431.0,,,,
593,212,42,10,9,,,,431.0,,,,
594,211,42,10,9,,,,437.0,,,,
595,211,42,10,9,,,,437.0,,,,
596,211,42,10,9,,,,437.0,,,,
597,211,42,10,9,,,,437.0,,,,
598,211,42,10,9,,,,436.0,,,,
599,211,42,10,9,,,,435.0,,,,
600,213,42,10,9,,,,436.0,,,,
601,213,42,10,9,,,,436.0,,,,
602,215,46,10,9,,,,430.0,,,,
603,215,46,10,9,,,,431.0,,,,
604,215,46,10,9,,,,431.0,,,,
605,215,46,10,9,,,,431.0,,,,
606,216,46,13,9,,,,426.0,,,,
607,216,46,13,9,,,,426.0,,,,
608,216,46,13,9,,,,426.0,,,,
609,216,46,13,9,,,,426.0,,,,
610,217,46,13,9,,,,426.0,,,,
611,217,46,13,9,,,,426.0,,,,
612,218,46,13,9,,,,426.0,,,,
613,218,46,13,9,,,,425.0,,,,
614,218,46,13,9,,,,427.0,,,,
615,218,46,13,9,,,,427.0,,,,
616,215,46,13,9,,,,432.0,,,,
617,215,46,13,9,,,,432.0,,,,
618,215,46,13,9,,,,432.0,,,,
619,215,51,13,9,,,,426.0,,,,
620,215,51,13,9,,,,426.0,,,,
621,215,51,13,9,,,,426.0,,,,
622,216,51,13,9,,,,426.0,,,,
623,216,51,13,9,,,,426.0,,,,
624,216,51,13,9,,,,427.0,,,,
625,216,51,13,9,,,,427.0,,,,
626,216,51,13,9,,,,428.0,,,,
627,216,51,13,9,,,,427.0,,,,
628,217,51,13,9,,,,427.0,,,,
629,217,51,13,9,,,,427.0,,,,
630,216,51,13,9,,,,432.0,,,,
631,216,51,13,9,,,,432.0,,,,
632,217,51,13,9,,,,432.0,,,,
633,217,51,13,9,,,,432.0,,,,
634,217,51,13,9,,,,431.0,,,,
635,217,51,13,9,,,,431.0,,,,
636,219,51,13,9,,,,432.0,,,,
637,216,51,13,9,,,,436.0,,,,
638,216,51,13,9,,,,436.0,,,,
639,216,51,13,9,,,,437.0,,,,
640,218,51,13,9,,,,439.0,,,,
641,218,51,13,9,,,,439.0,,,,
642,219,51,13,9,,,,439.0,,,,
643,219,51,13,9,,,,439.0,,,,
644,219,51,13,9,,,,439.0,,,,
645,221,51,13,9,,,,435.0,,,,
646,221,51,13,9,,,,435.0,,,,
647,221,51,13,9,,,,435.0,,,,
648,223,49,13,9,,,,439.0,,,,
649,223,49,13,9,,,,439.0,,,,
650,223,51,13,9,,,,436.0,,,,
651,223,51,13,9,,,,436.0,,,,
652,223,49,13,9,,,,441.0,,,,
653,223,49,13,9,,,,441.0,,,,
654,223,49,13,9,,,,441.0,,,,
655,223,49,13,9,,,,440.0,,,,
656,224,49,13,9,,,,441.0,,,,
657,224,49,13,9,,,,441.0,,,,
658,224,49,13,9,,,,441.0,,,,
659,224,49,13,9,,,,441.0,,,,
660,224,45,13,9,,,,,450.0,,,
661,224,45,13,9,,,,,450.0,,,
662,225,45,13,9,,,,,450.0,,,
663,225,45,13,9,,,,,450.0,,,
664,225,45,13,10,,,,,450.0,,,
665,226,45,13,10,,,,,448.0,,,
666,226,45,13,10,,,,,448.0,,,
667,226,45,13,10,,,,,448.0,,,
668,227,45,13,10,,,,,448.0,,,
669,227,45,13,10,,,,,448.0,,,
670,227,45,13,10,,,,,447.0,,,
671,227,45,13,10,,,,,447.0,,,
672,227,47,13,10,,,,,447.0,,,
673,227,47,13,10,,,,,447.0,,,
674,227,49,13,14,,,,,440.0,,,
675,229,49,13,14,,,,,441.0,,,
676,230,49,13,14,,,,,440.0,,,
677,230,49,13,14,,,,,440.0,,,
678,231,49,13,4,,,,,451.0,,,
679,231,49,13,4,,,,,451.0,,,
680,233,49,13,4,,,,,450.0,,,
681,228,44,13,4,,,,,461.0,,,
682,230,44,13,4,,,,,461.0,,,
683,230,44,13,4,,,,,461.0,,,
684,231,44,13,4,,,,,463.0,,,
685,232,44,13,4,,,,,463.0,,,
686,235,44,13,4,,,,,462.0,,,
687,235,44,13,4,,,,,462.0,,,
688,235,44,13,4,,,,,464.0,,,
689,235,44,13,4,,,,,464.0,,,
690,236,44,13,4,,,,,464.0,,,
691,236,44,13,4,,,,,464.0,,,
692,237,44,13,4,,,,,,465.0,,
693,237,44,13,4,,,,,,464.0,,
