day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13
172,58,,,,,,,,,210.0,,,,
173,58,,,,,,,,,210.0,,,,
174,59,,,,,,,,,211.0,,,,
175,60,,,,,,,,,211.0,,,,
176,62,,,,,,,,,214.0,,,,
177,62,,,,,,,,,215.0,,,,
178,65,,,,,,,,,216.0,,,,
179,66,,,,,,,,,216.0,,,,
180,68,,,,,,,,,222.0,,,,
181,72,,,,,,,,,222.0,,,,
182,72,,,,,,,,,222.0,,,,
183,73,,,,,,,,,225.0,,,,
184,70,,,,,,,,,229.0,,,,
185,71,,,,,,,,,229.0,,,,
186,72,,,,,,,,,229.0,,,,
187,72,,,,,,,,,229.0,,,,
188,72,,,,,,,,,230.0,,,,
189,73,,,,,,,,,230.0,,,,
190,74,,,,,,,,,230.0,,,,
191,74,,,,,,,,,230.0,,,,
192,74,,,,,,,,,234.0,,,,
193,74,,,,,,,,,234.0,,,,
194,76,,,,,,,,,234.0,,,,
195,76,,,,,,,,,234.0,,,,
196,75,,,,,,,,,237.0,,,,
197,77,,,,,,,,,237.0,,,,
198,79,,,,,,,,,237.0,,,,
199,77,,,,,,,,,240.0,,,,
200,79,,,,,,,,,244.0,,,,
201,81,,,,,,,,,244.0,,,,
202,82,4,,,,,,,,246.0,,,,
203,80,4,,,,,,,,249.0,,,,
204,82,4,,,,,,,,250.0,,,,
205,82,4,,,,,,,,251.0,,,,
206,82,4,,,,,,,,252.0,,,,
207,84,4,,,,,,,,252.0,,,,
208,86,2,,,,,,,,258.0,,,,
209,86,2,,,,,,,,258.0,,,,
210,89,2,,,,,,,,260.0,,,,
211,90,2,,,,,,,,260.0,,,,
212,90,2,,,,,,,,260.0,,,,
213,90,2,,,,,,,,259.0,,,,
214,90,2,,,,,,,,259.0,,,,
215,90,2,,,,,,,,260.0,,,,
216,90,4,,,,,,,,259.0,,,,
217,90,4,,,,,,,,259.0,,,,
218,92,4,,,,,,,,259.0,,,,
219,92,4,,,,,,,,259.0,,,,
220,90,6,,,,,,,,263.0,,,,
221,90,6,,,,,,,,263.0,,,,
222,73,2,,,,,,,,285.0,,,,
223,74,2,,,,,,,,285.0,,,,
224,75,2,,,,,,,,287.0,,,,
225,75,2,,,,,,,,288.0,,,,
226,75,2,,,,,,,,286.0,,,,
227,76,2,,,,,,,,286.0,,,,
228,79,2,,,,,,,,288.0,,,,
229,79,2,,,,,,,,288.0,,,,
230,80,2,,,,,,,,291.0,,,,
231,80,2,,,,,,,,292.0,,,,
232,80,2,,,,,,,,292.0,,,,
233,80,2,,,,,,,,292.0,,,,
234,81,2,,,,,,,,294.0,,,,
235,81,2,,,,,,,,295.0,,,,
236,79,2,,,,,,,,300.0,,,,
237,79,2,,,,,,,,300.0,,,,
238,80,2,,,,,,,,302.0,,,,
239,80,2,,,,,,,,302.0,,,,
240,80,2,,,,,,,,303.0,,,,
241,80,2,,,,,,,,303.0,,,,
242,91,2,,,,,,,,292.0,,,,
243,91,2,,,,,,,,292.0,,,,
244,91,2,,,,,,,,293.0,,,,
245,93,2,,,,,,,,291.0,,,,
246,94,2,,,,,,,,291.0,,,,
247,94,2,,,,,,,,291.0,,,,
248,96,2,,,,,,,,294.0,,,,
249,98,2,,,,,,,,295.0,,,,
250,99,2,,,,,,,,296.0,,,,
251,99,2,,,,,,,,296.0,,,,
252,100,2,,,,,,,,296.0,,,,
253,100,2,,,,,,,,296.0,,,,
254,103,2,,,,,,,,296.0,,,,
255,103,2,,,,,,,,298.0,,,,
256,103,2,,,,,,,,298.0,,,,
257,104,2,,,,,,,,298.0,,,,
258,105,2,,,,,,,,298.0,,,,
259,105,2,,,,,,,,300.0,,,,
260,105,2,,,,,,,,303.0,,,,
261,105,2,,,,,,,,304.0,,,,
262,101,2,,,,,,,,312.0,,,,
263,102,2,,,,,,,,313.0,,,,
264,102,2,,,,,,,,313.0,,,,
265,103,2,,,,,,,,313.0,,,,
266,103,2,,,,,,,,313.0,,,,
267,104,2,,,,,,,,314.0,,,,
268,104,2,,,,,,,,315.0,,,,
269,104,2,,,,,,,,315.0,,,,
270,106,2,,,,,,,,316.0,,,,
271,106,2,,,,,,,,316.0,,,,
272,107,2,,,,,,,,318.0,,,,
273,108,2,,,,,,,,317.0,,,,
274,109,2,,,,,,,,318.0,,,,
275,109,2,,,,,,,,318.0,,,,
276,110,2,,,,,,,,320.0,,,,
277,111,2,,,,,,,,321.0,,,,
278,113,2,,,,,,,,321.0,,,,
279,113,4,,,,,,,,321.0,,,,
280,114,4,,,,,,,,323.0,,,,
281,114,4,,,,,,,,323.0,,,,
282,116,4,,,,,,,,323.0,,,,
283,116,4,,,,,,,,323.0,,,,
284,117,4,,,,,,,,325.0,,,,
285,112,2,,,,,,,,,333.0,,,
286,113,2,,,,,,,,,333.0,,,
287,113,2,,,,,,,,,335.0,,,
288,114,2,,,,,,,,,338.0,,,
289,114,2,,,,,,,,,338.0,,,
290,115,2,,,,,,,,,338.0,,,
291,115,2,,,,,,,,,338.0,,,
292,117,2,,,,,,,,,338.0,,,
293,118,2,,,,,,,,,338.0,,,
294,118,2,,,,,,,,,340.0,,,
295,118,2,,,,,,,,,340.0,,,
296,118,2,,,,,,,,,339.0,,,
297,119,2,,,,,,,,,340.0,,,
298,120,2,,,,,,,,,340.0,,,
299,121,2,,,,,,,,,340.0,,,
300,124,2,,,,,,,,,340.0,,,
301,125,2,,,,,,,,,340.0,,,
302,126,2,,,,,,,,,,341.0,,
303,127,2,,,,,,,,,,341.0,,
304,124,2,,,,,,,,,,346.0,,
305,125,2,,,,,,,,,,348.0,,
306,129,2,,,,,,,,,,349.0,,
307,132,2,,,,,,,,,,349.0,,
308,135,2,,,,,,,,,,349.0,,
309,136,2,,,,,,,,,,349.0,,
310,135,4,,,,,,,,,,351.0,,
311,135,4,,,,,,,,,,350.0,,
312,135,4,,,,,,,,,,350.0,,
313,135,4,,,,,,,,,,349.0,,
314,138,4,,,,,,,,,,349.0,,
315,139,4,,,,,,,,,,350.0,,
316,140,4,,,,,,,,,,350.0,,
317,140,4,,,,,,,,,,350.0,,
318,142,4,,,,,,,,,,347.0,,
319,143,4,,,,,,,,,,347.0,,
320,142,6,,,,,,,,,,354.0,,
321,143,6,,,,,,,,,,354.0,,
322,143,6,,,,,,,,,,355.0,,
323,143,6,,,,,,,,,,354.0,,
324,144,9,,,,,,,,,,352.0,,
325,144,9,,,,,,,,,,352.0,,
326,144,9,,,,,,,,,,352.0,,
327,143,11,,,,,,,,,,352.0,,
328,144,11,,,,,,,,,,353.0,,
329,145,11,,,,,,,,,,353.0,,
330,141,11,,,,,,,,,,358.0,,
331,141,11,,,,,,,,,,358.0,,
332,142,11,,,,,,,,,,358.0,,
333,141,11,,,,,,,,,,360.0,,
334,144,11,,,,,,,,,,361.0,,
335,144,11,,,,,,,,,,362.0,,
336,146,11,,,,,,,,,,362.0,,
337,146,11,,,,,,,,,,362.0,,
338,145,11,,,,,,,,,,363.0,,
339,144,11,,,,,,,,,,366.0,,
340,144,11,,,,,,,,,,366.0,,
341,145,11,,,,,,,,,,366.0,,
342,147,11,,,,,,,,,,366.0,,
343,147,11,,,,,,,,,,366.0,,
344,148,11,,,,,,,,,,369.0,,
345,148,11,,,,,,,,,369.0,,,
346,148,11,,,,,,,,,371.0,,,
347,148,11,,,,,,,,,372.0,,,
348,148,11,,,,,,,,,374.0,,,
349,151,13,,,,,,,,,369.0,,,
350,151,13,,,,,,,,,369.0,,,
351,151,13,,,,,,,,,370.0,,,
352,149,13,,,,,,,,,375.0,,,
353,149,13,,,,,,,,,375.0,,,
354,152,13,,,,,,,,,375.0,,,
355,152,13,,,,,,,,,374.0,,,
356,152,13,,,,,,,,,374.0,,,
357,153,13,,,,,,,,,373.0,,,
358,155,13,,,,,,,,,374.0,,,
359,155,13,,,,,,,,,375.0,,,
360,156,13,,,,,,,,,379.0,,,
361,155,15,,,,,,,,,379.0,,,
362,156,15,,,,,,,,,379.0,,,
363,156,15,,,,,,,,,379.0,,,
364,155,17,,,,,,,,,379.0,,,
365,155,17,,,,,,,,,379.0,,,
366,156,17,,,,,,,,,380.0,,,
367,156,17,,,,,,,,,380.0,,,
368,158,17,,,,,,,,,380.0,,,
369,158,17,,,,,,,,,380.0,,,
370,158,17,,,,,,,,,379.0,,,
371,158,17,,,,,,,,,379.0,,,
372,158,17,,,,,,,,,379.0,,,
373,159,17,,,,,,,,,377.0,,,
374,159,17,,,,,,,,,377.0,,,
375,155,15,,,,,,,,,385.0,,,
376,155,15,,,,,,,,,386.0,,,
377,155,15,,,,,,,,,384.0,,,
378,155,15,,,,,,,,,385.0,,,
379,155,15,,,,,,,,,385.0,,,
380,156,15,,,,,,,,,386.0,,,
381,156,15,,,,,,,,,385.0,,,
382,156,15,,,,,,,,,385.0,,,
383,156,15,,,,,,,,,385.0,,,
384,155,13,,,,,,,,,389.0,,,
385,156,13,,,,,,,,,389.0,,,
386,156,13,,,,,,,,,389.0,,,
387,156,13,,,,,,,,,390.0,,,
388,157,13,,,,,,,,,391.0,,,
389,157,13,,,,,,,,,391.0,,,
390,157,13,,,,,,,,,391.0,,,
391,157,13,,,,,,,,,391.0,,,
392,157,13,,,,,,,,,394.0,,,
393,157,13,,,,,,,,,394.0,,,
394,159,13,,,,,,,,,394.0,,,
395,159,13,,,,,,,,,395.0,,,
396,160,13,,,,,,,,,394.0,,,
397,160,13,,,,,,,,,394.0,,,
398,161,13,,,,,,,,,394.0,,,
399,161,13,,,,,,,,,394.0,,,
400,161,15,,,,,,,,,394.0,,,
401,161,15,,,,,,,,,394.0,,,
402,161,15,,,,,,,,,394.0,,,
403,161,15,,,,,,,,,394.0,,,
404,162,15,,,,,,,,,396.0,,,
405,162,15,,,,,,,,,396.0,,,
406,162,15,,,,,,,,,396.0,,,
407,162,15,,,,,,,,,396.0,,,
408,164,15,,,,,,,,,398.0,,,
409,164,15,,,,,,,,,398.0,,,
410,165,15,,,,,,,,,399.0,,,
411,165,15,,,,,,,,,399.0,,,
412,166,15,,,,,,,,,399.0,,,
413,166,15,,,,,,,,,399.0,,,
414,166,15,,,,,,,,,400.0,,,
415,166,15,,,,,,,,,400.0,,,
416,165,13,,,,,,,,,407.0,,,
417,165,13,,,,,,,,,407.0,,,
418,165,13,,,,,,,,,407.0,,,
419,165,13,,,,,,,,,407.0,,,
420,156,19,,,,,,,,,415.0,,,
421,156,19,,,,,,,,,415.0,,,
422,156,19,,,,,,,,,415.0,,,
423,157,19,,,,,,,,,416.0,,,
424,158,19,,,,,,,,,416.0,,,
425,158,19,,,,,,,,,416.0,,,
426,158,19,,,,,,,,,417.0,,,
427,158,19,,,,,,,,,417.0,,,
428,158,19,,,,,,,,,417.0,,,
429,158,19,,,,,,,,,417.0,,,
430,159,19,,,,,,,,,418.0,,,
431,159,19,,,,,,,,,418.0,,,
432,162,19,,,,,,,,,418.0,,,
433,162,19,,,,,,,,,418.0,,,
434,162,19,,,,,,,,,418.0,,,
435,162,19,,,,,,,,,418.0,,,
436,162,19,,,,,,,,,418.0,,,
437,162,19,,,,,,,,,418.0,,,
438,163,19,,,,,,,,,418.0,,,
439,163,19,,,,,,,,,418.0,,,
440,164,19,,,,,,,,,422.0,,,
441,166,19,,,,,,,,421.0,,,,
442,166,19,,,,,,,,421.0,,,,
443,166,19,,,,,,,,421.0,,,,
444,167,19,,,,,,,,421.0,,,,
445,167,19,,,,,,,,421.0,,,,
446,167,19,,,,,,,,421.0,,,,
447,167,19,,,,,,,,421.0,,,,
448,167,19,,,,,,,,421.0,,,,
449,167,19,,,,,,,,420.0,,,,
450,166,19,,,,,,,,425.0,,,,
451,166,19,,,,,,,,425.0,,,,
452,165,19,,,,,,,,428.0,,,,
453,165,19,,,,,,,,428.0,,,,
454,165,21,,,,,,,,425.0,,,,
455,165,21,,,,,,,,425.0,,,,
456,166,21,,,,,,,,428.0,,,,
457,166,21,,,,,,,,428.0,,,,
458,166,21,,,,,,,,429.0,,,,
459,166,21,,,,,,,,429.0,,,,
460,166,21,,,,,,,,,432.0,,,
461,166,21,,,,,,,,,432.0,,,
462,166,21,,,,,,,,,434.0,,,
463,166,21,,,,,,,,,434.0,,,
464,166,21,,,,,,,,,436.0,,,
465,166,21,,,,,,,,,436.0,,,
466,167,21,,,,,,,,,438.0,,,
467,167,21,,,,,,,,,438.0,,,
468,167,19,,,,,,,,,440.0,,,
469,167,19,,,,,,,,,441.0,,,
470,167,19,,,,,,,,,441.0,,,
471,167,19,,,,,,,,,441.0,,,
472,170,19,,,,,,,,,441.0,,,
473,170,19,,,,,,,,,441.0,,,
474,171,19,,,,,,,,,442.0,,,
475,171,19,,,,,,,,,442.0,,,
476,163,19,,,,,,,,,,452.0,,
477,163,19,,,,,,,,,,454.0,,
478,164,19,,,,,,,,,,456.0,,
479,164,19,,,,,,,,,,456.0,,
480,165,19,,,,,,,,,,454.0,,
481,165,19,,,,,,,,,,454.0,,
482,166,19,,,,,,,,,,454.0,,
483,167,19,,,,,,,,,,453.0,,
484,168,19,,,,,,,,,,453.0,,
485,168,21,,,,,,,,,,450.0,,
486,169,21,,,,,,,,,,450.0,,
487,169,21,,,,,,,,,,450.0,,
488,169,21,,,,,,,,,,454.0,,
489,169,21,,,,,,,,,,454.0,,
490,173,21,,,,,,,,,,455.0,,
491,173,21,,,,,,,,,,455.0,,
492,174,21,,,,,,,,,,455.0,,
493,174,21,,,,,,,,,,455.0,,
494,175,21,,,,,,,,,,455.0,,
495,175,21,,,,,,,,,,455.0,,
496,177,21,,,,,,,,,,456.0,,
497,177,21,,,,,,,,,,456.0,,
498,178,21,,,,,,,,,,458.0,,
499,178,21,,,,,,,,,,458.0,,
500,179,21,,,,,,,,,,457.0,,
501,179,21,,,,,,,,,,457.0,,
502,177,21,,,,,,,,,,461.0,,
503,177,21,,,,,,,,,,461.0,,
504,178,21,,,,,,,,,,462.0,,
505,180,21,,,,,,,,,,462.0,,
506,181,21,,,,,,,,,,461.0,,
507,181,21,,,,,,,,,,461.0,,
508,180,23,,,,,,,,,,460.0,,
509,180,23,,,,,,,,,,460.0,,
510,182,23,,,,,,,,,,461.0,,
511,182,23,,,,,,,,,,462.0,,
512,183,23,,,,,,,,,,462.0,,
513,185,23,,,,,,,,,,462.0,,
514,185,23,,,,,,,,,,463.0,,
515,186,23,,,,,,,,,,463.0,,
516,186,23,,,,,,,,,,463.0,,
517,186,23,,,,,,,,,,463.0,,
518,187,23,,,,,,,,,,462.0,,
519,187,23,,,,,,,,,,462.0,,
520,186,23,,,,,,,,,,466.0,,
521,186,23,,,,,,,,,,466.0,,
522,188,23,,,,,,,,,,468.0,,
523,188,23,,,,,,,,,,468.0,,
524,188,23,,,,,,,,,,468.0,,
525,189,23,,,,,,,,,,469.0,,
526,190,23,,,,,,,,,,470.0,,
527,190,23,,,,,,,,,,470.0,,
528,191,23,,,,,,,,,,471.0,,
529,191,23,,,,,,,,,,471.0,,
530,191,23,,,,,,,,,,472.0,,
531,190,18,,,,,,,,,,479.0,,
532,191,18,,,,,,,,,,479.0,,
533,191,18,,,,,,,,,,479.0,,
534,191,18,,,,,,,,,,481.0,,
535,191,18,,,,,,,,,,481.0,,
536,191,18,,,,,,,,,,484.0,,
537,191,18,,,,,,,,,,485.0,,
538,191,18,,,,,,,,,,485.0,,
539,191,18,,,,,,,,,,485.0,,
540,191,16,,,,,,,,,,500.0,,
541,191,16,,,,,,,,,,500.0,,
542,191,16,,,,,,,,,,501.0,,
543,192,16,,,,,,,,,,501.0,,
544,191,16,,,,,,,,,,506.0,,
545,191,16,,,,,,,,,,506.0,,
546,190,16,,,,,,,,,,510.0,,
547,190,16,,,,,,,,,,510.0,,
548,190,16,,,,,,,,,,510.0,,
549,190,16,,,,,,,,,,510.0,,
550,190,16,,,,,,,,,,511.0,,
551,190,16,,,,,,,,,,511.0,,
552,189,12,,,,,,,,,,524.0,,
553,189,12,,,,,,,,,,524.0,,
554,189,12,,,,,,,,,,524.0,,
555,189,12,,,,,,,,,,524.0,,
556,191,12,,,,,,,,,,525.0,,
557,191,12,,,,,,,,,,525.0,,
558,192,12,,,,,,,,,,525.0,,
559,192,12,,,,,,,,,,525.0,,
560,190,12,,,,,,,,,,538.0,,
561,190,12,,,,,,,,,,538.0,,
562,190,12,,,,,,,,,,538.0,,
563,190,12,,,,,,,,,,538.0,,
564,191,12,,,,,,,,,,538.0,,
565,193,12,,,,,,,,,,536.0,,
566,193,12,,,,,,,,,,536.0,,
567,194,12,,,,,,,,,,536.0,,
568,195,12,,,,,,,,,,536.0,,
569,195,12,,,,,,,,,,536.0,,
570,195,12,,,,,,,,,,546.0,,
571,195,12,,,,,,,,,,546.0,,
572,195,12,,,,,,,,,,546.0,,
573,195,12,,,,,,,,,,546.0,,
574,195,12,,,,,,,,,,546.0,,
575,195,12,,,,,,,,,,546.0,,
576,196,14,,,,,,,,,,549.0,,
577,196,14,,,,,,,,,,549.0,,
578,196,14,,,,,,,,,,549.0,,
579,196,14,,,,,,,,,,549.0,,
580,196,14,,,,,,,,,,553.0,,
581,196,14,,,,,,,,,,552.0,,
582,198,14,,,,,,,,,,552.0,,
583,198,14,,,,,,,,,,552.0,,
584,198,14,,,,,,,,,,552.0,,
585,198,14,,,,,,,,,,552.0,,
586,198,14,,,,,,,,,,552.0,,
587,198,14,,,,,,,,,,552.0,,
588,199,14,,,,,,,,,,555.0,,
589,199,14,,,,,,,,,,555.0,,
590,200,14,,,,,,,,,,555.0,,
591,200,14,,,,,,,,,,555.0,,
592,199,14,,,,,,,,,,560.0,,
593,199,14,,,,,,,,,,560.0,,
594,200,14,,,,,,,,,564.0,,,
595,200,14,,,,,,,,,564.0,,,
596,200,14,,,,,,,,,564.0,,,
597,200,14,,,,,,,,,564.0,,,
598,200,14,,,,,,,,,563.0,,,
599,200,14,,,,,,,,,563.0,,,
600,202,14,,,,,,,,,564.0,,,
601,202,14,,,,,,,,,564.0,,,
602,203,14,,,,,,,,,562.0,,,
603,203,14,,,,,,,,,563.0,,,
604,203,14,,,,,,,,,563.0,,,
605,203,14,,,,,,,,,563.0,,,
606,203,14,,,,,,,,,563.0,,,
607,203,14,,,,,,,,,563.0,,,
608,204,14,,,,,,,,,560.0,,,
609,204,14,,,,,,,,,560.0,,,
610,205,14,,,,,,,,560.0,,,,
611,205,14,,,,,,,,560.0,,,,
612,206,14,,,,,,,,560.0,,,,
613,206,14,,,,,,,,560.0,,,,
614,206,14,,,,,,,,562.0,,,,
615,206,14,,,,,,,,562.0,,,,
616,203,14,,,,,,,,568.0,,,,
617,203,14,,,,,,,,568.0,,,,
618,203,14,,,,,,,,568.0,,,,
619,203,14,,,,,,,,568.0,,,,
620,203,14,,,,,,,,568.0,,,,
621,203,14,,,,,,,,568.0,,,,
622,204,14,,,,,,,,568.0,,,,
623,204,14,,,,,,,,568.0,,,,
624,204,14,,,,,,,,569.0,,,,
625,204,14,,,,,,,,568.0,,,,
626,204,14,,,,,,,,569.0,,,,
627,204,14,,,,,,,,569.0,,,,
628,205,14,,,,,,,,569.0,,,,
629,206,14,,,,,,,,567.0,,,,
630,203,16,,,,,,,,572.0,,,,
631,203,16,,,,,,,,571.0,,,,
632,204,16,,,,,,,,571.0,,,,
633,204,16,,,,,,,,571.0,,,,
634,204,16,,,,,,,,571.0,,,,
635,204,16,,,,,,,,571.0,,,,
636,206,16,,,,,,,,573.0,,,,
637,202,16,,,,,,,,577.0,,,,
638,202,16,,,,,,,,577.0,,,,
639,202,16,,,,,,,,578.0,,,,
640,204,16,,,,,,,,580.0,,,,
641,204,16,,,,,,,,580.0,,,,
642,205,16,,,,,,,,580.0,,,,
643,205,16,,,,,,,,580.0,,,,
644,205,16,,,,,,,,580.0,,,,
645,205,16,,,,,,,,580.0,,,,
646,205,16,,,,,,,,579.0,,,,
647,205,16,,,,,,,,579.0,,,,
648,206,16,,,,,,,,584.0,,,,
649,206,16,,,,,,,,584.0,,,,
650,206,16,,,,,,,,584.0,,,,
651,207,16,,,,,,,,582.0,,,,
652,204,20,,,,,,,,584.0,,,,
653,204,20,,,,,,,,584.0,,,,
654,204,20,,,,,,,,583.0,,,,
655,204,20,,,,,,,,582.0,,,,
656,205,20,,,,,,,,583.0,,,,
657,205,20,,,,,,,,583.0,,,,
658,205,20,,,,,,,,583.0,,,,
659,205,20,,,,,,,,583.0,,,,
660,204,20,,,,,,,,590.0,,,,
661,204,20,,,,,,,,589.0,,,,
662,205,20,,,,,,,,589.0,,,,
663,205,20,,,,,,,,589.0,,,,
664,205,20,,,,,,,,590.0,,,,
665,204,20,,,,,,,,592.0,,,,
666,204,20,,,,,,,,592.0,,,,
667,204,20,,,,,,,,592.0,,,,
668,205,20,,,,,,,,592.0,,,,
669,205,20,,,,,,,,591.0,,,,
