day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
161,46,8,,,,,,,,159.0,,,,,,
162,46,8,,,,,,,,159.0,,,,,,
163,47,8,,,,,,,,158.0,,,,,,
164,48,8,,,,,,,,156.0,,,,,,
165,51,8,,,,,,,,156.0,,,,,,
166,48,8,,,,,,,,161.0,,,,,,
167,48,8,,,,,,,,161.0,,,,,,
168,49,6,,,,,,,,163.0,,,,,,
169,50,6,,,,,,,,162.0,,,,,,
170,51,6,,,,,,,,162.0,,,,,,
171,50,6,,,,,,,,164.0,,,,,,
172,48,6,,,,,,,170.0,,,,,,,
173,48,6,,,,,,,169.0,,,,,,,
174,49,6,,,,,,,170.0,,,,,,,
175,49,8,,,,,,,170.0,,,,,,,
176,51,8,,,,,,,,173.0,,,,,,
177,51,8,,,,,,,,174.0,,,,,,
178,54,8,,,,,,,,175.0,,,,,,
179,55,8,,,,,,,,175.0,,,,,,
180,56,8,,,,,,,,182.0,,,,,,
181,61,8,,,,,,,,180.0,,,,,,
182,61,8,,,,,,,,180.0,,,,,,
183,59,8,,,,,,,,185.0,,,,,,
184,58,8,,,,,,,,187.0,,,,,,
185,59,8,,,,,,,,187.0,,,,,,
186,60,8,,,,,,,,187.0,,,,,,
187,60,8,,,,,,,,188.0,,,,,,
188,60,8,,,,,,,,189.0,,,,,,
189,61,8,,,,,,,,189.0,,,,,,
190,62,8,,,,,,,,188.0,,,,,,
191,62,8,,,,,,,,188.0,,,,,,
192,60,8,,,,,,,,192.0,,,,,,
193,61,8,,,,,,,,190.0,,,,,,
194,63,8,,,,,,,,190.0,,,,,,
195,63,8,,,,,,,,190.0,,,,,,
196,62,8,,,,,,,,193.0,,,,,,
197,64,8,,,,,,,,193.0,,,,,,
198,63,8,,,,,,,,195.0,,,,,,
199,62,8,,,,,,,,198.0,,,,,,
200,64,8,,,,,,,,202.0,,,,,,
201,68,8,,,,,,,199.0,,,,,,,
202,69,12,,,,,,,201.0,,,,,,,
203,69,12,,,,,,,202.0,,,,,,,
204,71,12,,,,,,,203.0,,,,,,,
205,71,12,,,,,,,204.0,,,,,,,
206,70,14,,,,,,,203.0,,,,,,,
207,72,14,,,,,,,203.0,,,,,,,
208,74,10,,,,,,,,211.0,,,,,,
209,73,10,,,,,,,,211.0,,,,,,
210,76,10,,,,,,,,213.0,,,,,,
211,77,10,,,,,,,,213.0,,,,,,
212,77,10,,,,,,,,213.0,,,,,,
213,77,10,,,,,,,,213.0,,,,,,
214,78,10,,,,,,,,212.0,,,,,,
215,78,14,,,,,,,208.0,,,,,,,
216,78,15,,,,,,,208.0,,,,,,,
217,78,15,,,,,,,207.0,,,,,,,
218,80,15,,,,,,,207.0,,,,,,,
219,81,15,,,,,,,205.0,,,,,,,
220,78,17,,,,,,,211.0,,,,,,,
221,78,17,,,,,,,210.0,,,,,,,
222,62,13,,,,,,,,231.0,,,,,,
223,63,13,,,,,,,,231.0,,,,,,
224,64,13,,,,,,,,233.0,,,,,,
225,64,13,,,,,,,,234.0,,,,,,
226,64,13,,,,,,,,234.0,,,,,,
227,65,13,4,,,,,,,229.0,,,,,,
228,68,13,4,,,,,,,231.0,,,,,,
229,68,12,4,,,,,,,231.0,,,,,,
230,68,10,4,,,,,,,237.0,,,,,,
231,68,10,4,,,,,,,238.0,,,,,,
232,68,10,4,,,,,,,238.0,,,,,,
233,68,10,4,,,,,,,238.0,,,,,,
234,69,10,4,,,,,,,240.0,,,,,,
235,69,10,3,,,,,,,241.0,,,,,,
236,65,10,,,,,,,,251.0,,,,,,
237,65,10,,,,,,,,249.0,,,,,,
238,64,12,,,,,,,,251.0,,,,,,
239,64,12,,,,,,,,251.0,,,,,,
240,65,10,,,,,,,,252.0,,,,,,
241,66,10,,,,,,,,250.0,,,,,,
242,65,12,,,,,,,,250.0,,,,,,
243,65,12,,,,,,,,250.0,,,,,,
244,65,12,,,,,,,,251.0,,,,,,
245,65,12,,,,,,,,251.0,,,,,,
246,66,12,,,,,,,,250.0,,,,,,
247,80,16,,,,,,,,231.0,,,,,,
248,82,16,,,,,,,,234.0,,,,,,
249,82,16,,,,,,,,236.0,,,,,,
250,83,16,,,,,,,,237.0,,,,,,
251,83,16,,,,,,,,237.0,,,,,,
252,84,16,,,,,,,,237.0,,,,,,
253,85,12,,,,,,,,237.0,,,,,,
254,88,12,,,,,,,,238.0,,,,,,
255,86,12,,,,,,,,242.0,,,,,,
256,86,12,,,,,,,,242.0,,,,,,
257,87,12,,,,,,,,242.0,,,,,,
258,88,12,,,,,,,,242.0,,,,,,
259,82,12,,,,,,,,250.0,,,,,,
260,82,12,,,,,,,,253.0,,,,,,
261,81,12,,,,,,,,254.0,,,,,,
262,75,10,,,,,,,,266.0,,,,,,
263,76,10,,,,,,,,267.0,,,,,,
264,76,10,,,,,,,,267.0,,,,,,
265,77,10,,,,,,,,267.0,,,,,,
266,77,10,,,,,,,,267.0,,,,,,
267,80,10,,,,,,,,266.0,,,,,,
268,79,10,,,,,,,,269.0,,,,,,
269,79,10,,,,,,,,269.0,,,,,,
270,81,10,,,,,,,,270.0,,,,,,
271,81,10,,,,,,,,270.0,,,,,,
272,81,10,,,,,,,,273.0,,,,,,
273,82,10,,,,,,,,273.0,,,,,,
274,83,10,,,,,,,,274.0,,,,,,
275,83,10,,,,,,,,273.0,,,,,,
276,84,10,,,,,,,,275.0,,,,,,
277,85,10,,,,,,,,276.0,,,,,,
278,87,10,,,,,,,,276.0,,,,,,
279,88,10,,,,,,,,278.0,,,,,,
280,90,10,,,,,,,,279.0,,,,,,
281,90,10,,,,,,,,280.0,,,,,,
282,92,10,,,,,,,,280.0,,,,,,
283,92,10,,,,,,,,280.0,,,,,,
284,94,10,,,,,,,,281.0,,,,,,
285,92,10,,,,,,,,,284.0,,,,,
286,93,10,,,,,,,,,284.0,,,,,
287,92,10,,,,,,,,,286.0,,,,,
288,97,10,,,,,,,,,284.0,,,,,
289,97,10,,,,,,,,,284.0,,,,,
290,98,10,,,,,,,,,284.0,,,,,
291,98,10,,,,,,,,,284.0,,,,,
292,100,10,,,,,,,,,284.0,,,,,
293,101,10,,,,,,,,,284.0,,,,,
294,99,12,,,,,,,,,286.0,,,,,
295,99,12,,,,,,,,,285.0,,,,,
296,99,12,,,,,,,,,285.0,,,,,
297,99,10,,,,,,,,,288.0,,,,,
298,100,10,,,,,,,,,288.0,,,,,
299,101,10,,,,,,,,,289.0,,,,,
300,104,10,,,,,,,,,289.0,,,,,
301,104,10,,,,,,,,,289.0,,,,,
302,105,14,,,,,,,,,285.0,,,,,
303,106,14,,,,,,,,,284.0,,,,,
304,101,14,,,,,,,,,291.0,,,,,
305,102,14,,,,,,,,,291.0,,,,,
306,106,14,,,,,,,,,292.0,,,,,
307,109,14,,,,,,,,,291.0,,,,,
308,112,14,,,,,,,,,291.0,,,,,
309,113,14,,,,,,,,,291.0,,,,,
310,113,14,,,,,,,,,294.0,,,,,
311,113,14,,,,,,,,,294.0,,,,,
312,113,14,,,,,,,,,294.0,,,,,
313,113,14,,,,,,,,,294.0,,,,,
314,116,14,,,,,,,,,294.0,,,,,
315,118,14,,,,,,,,,293.0,,,,,
316,119,14,,,,,,,,,292.0,,,,,
317,119,14,,,,,,,,,292.0,,,,,
318,119,14,,,,,,,,,292.0,,,,,
319,120,14,,,,,,,,,291.0,,,,,
320,120,14,,,,,,,,,298.0,,,,,
321,123,14,,,,,,,,,295.0,,,,,
322,123,14,,,,,,,,,296.0,,,,,
323,122,14,,,,,,,,,296.0,,,,,
324,120,14,,,,,,,,,301.0,,,,,
325,120,14,,,,,,,,,301.0,,,,,
326,120,14,,,,,,,,,302.0,,,,,
327,120,14,,,,,,,,,303.0,,,,,
328,121,14,,,,,,,,,304.0,,,,,
329,122,14,,,,,,,,,304.0,,,,,
330,117,14,,,,,,,,,310.0,,,,,
331,117,14,,,,,,,,,310.0,,,,,
332,117,14,,,,,,,,,311.0,,,,,
333,117,14,,,,,,,,,312.0,,,,,
334,124,14,,,,,,,,,308.0,,,,,
335,123,16,,,,,,,,,308.0,,,,,
336,125,16,,,,,,,,,307.0,,,,,
337,125,16,,,,,,,,,307.0,,,,,
338,125,14,,,,,,,,,310.0,,,,,
339,124,14,,,,,,,,,313.0,,,,,
340,124,14,,,,,,,,,313.0,,,,,
341,125,14,,,,,,,,,313.0,,,,,
342,127,14,,,,,,,,,313.0,,,,,
343,127,14,,,,,,,,,313.0,,,,,
344,126,10,,,,,,,,,322.0,,,,,
345,126,10,,,,,,,,,323.0,,,,,
346,126,10,,,,,,,,,325.0,,,,,
347,126,10,,,,,,,,,326.0,,,,,
348,126,8,,,,,,,,,327.0,,,,,
349,127,8,,,,,,,,,326.0,,,,,
350,127,8,,,,,,,,,325.0,,,,,
351,126,8,,,,,,,,,326.0,,,,,
352,125,8,,,,,,,,,330.0,,,,,
353,125,8,,,,,,,,,330.0,,,,,
354,128,8,,,,,,,,,330.0,,,,,
355,128,8,,,,,,,,,330.0,,,,,
356,128,8,,,,,,,,,329.0,,,,,
357,127,8,,,,,,,,,331.0,,,,,
358,129,8,,,,,,,,,332.0,,,,,
359,129,8,,,,,,,,,333.0,,,,,
360,130,8,,,,,,,,,337.0,,,,,
361,128,10,,,,,,,,,337.0,,,,,
362,129,10,,,,,,,,,338.0,,,,,
363,129,10,,,,,,,,,338.0,,,,,
364,129,10,,,,,,,,,339.0,,,,,
365,129,10,,,,,,,,,339.0,,,,,
366,129,12,,,,,,,,,339.0,,,,,
367,129,12,,,,,,,,,339.0,,,,,
368,133,12,,,,,,,,,336.0,,,,,
369,133,12,,,,,,,,,336.0,,,,,
370,133,12,,,,,,,,,336.0,,,,,
371,133,12,,,,,,,,,336.0,,,,,
372,133,12,,,,,,,,,336.0,,,,,
373,133,12,,,,,,,,,336.0,,,,,
374,133,12,,,,,,,,,336.0,,,,,
375,130,12,,,,,,,,,341.0,,,,,
376,130,12,,,,,,,,,342.0,,,,,
377,130,12,,,,,,,,,341.0,,,,,
378,127,12,,,,,,,,,345.0,,,,,
379,127,12,,,,,,,,,345.0,,,,,
380,128,12,,,,,,,,,346.0,,,,,
381,128,12,,,,,,,,,344.0,,,,,
382,128,12,,,,,,,,,344.0,,,,,
383,127,12,,,,,,,,,344.0,,,,,
384,121,12,,,,,,,,,350.0,,,,,
385,122,12,,,,,,,,,350.0,,,,,
386,122,12,,,,,,,,,350.0,,,,,
387,121,12,,,,,,,,,351.0,,,,,
388,126,12,,,,,,,,,346.0,,,,,
389,126,12,,,,,,,,,346.0,,,,,
390,126,12,,,,,,,,,346.0,,,,,
391,126,12,,,,,,,,,346.0,,,,,
392,126,12,,,,,,,,,,349.0,,,,
393,126,12,,,,,,,,,,349.0,,,,
394,128,12,,,,,,,,,,349.0,,,,
395,128,12,,,,,,,,,,350.0,,,,
396,129,12,,,,,,,,,,350.0,,,,
397,129,12,,,,,,,,,,350.0,,,,
398,130,12,,,,,,,,,,349.0,,,,
399,130,12,,,,,,,,,,349.0,,,,
400,130,12,,,,,,,,,,350.0,,,,
401,130,12,,,,,,,,,,350.0,,,,
402,130,12,,,,,,,,,,350.0,,,,
403,130,12,,,,,,,,,,349.0,,,,
404,130,12,,,,,,,,,,352.0,,,,
405,130,12,,,,,,,,,,352.0,,,,
406,130,12,,,,,,,,,,352.0,,,,
407,130,12,,,,,,,,,,352.0,,,,
408,131,12,,,,,,,,,,354.0,,,,
409,131,12,,,,,,,,,,352.0,,,,
410,132,12,,,,,,,,,,353.0,,,,
411,132,12,,,,,,,,,,353.0,,,,
412,133,12,,,,,,,,,,354.0,,,,
413,133,12,,,,,,,,,,354.0,,,,
414,133,12,,,,,,,,,,355.0,,,,
415,133,12,,,,,,,,,,355.0,,,,
416,137,12,,,,,,,,,,354.0,,,,
417,137,12,,,,,,,,,,354.0,,,,
418,137,12,,,,,,,,,,354.0,,,,
419,137,12,,,,,,,,,,354.0,,,,
420,137,12,,,,,,,,,,360.0,,,,
421,137,12,,,,,,,,,,359.0,,,,
422,137,12,,,,,,,,,,359.0,,,,
423,137,12,,,,,,,,,,361.0,,,,
424,136,12,,,,,,,,,,364.0,,,,
425,136,12,,,,,,,,,,364.0,,,,
426,136,12,,,,,,,,,,365.0,,,,
427,136,12,,,,,,,,,,365.0,,,,
428,136,12,,,,,,,,,,365.0,,,,
429,136,12,,,,,,,,,,364.0,,,,
430,137,12,,,,,,,,,,364.0,,,,
431,137,12,,,,,,,,,,364.0,,,,
432,140,12,,,,,,,,,,364.0,,,,
433,140,12,,,,,,,,,,364.0,,,,
434,140,12,,,,,,,,,,362.0,,,,
435,140,12,,,,,,,,,,362.0,,,,
436,140,12,,,,,,,,,,362.0,,,,
437,140,12,,,,,,,,,,362.0,,,,
438,141,12,,,,,,,,,,362.0,,,,
439,142,18,,,,,,,,,,354.0,,,,
440,143,16,,,,,,,,,,359.0,,,,
441,145,16,,,,,,,,,,359.0,,,,
442,145,16,,,,,,,,,,358.0,,,,
443,145,16,,,,,,,,,,358.0,,,,
444,146,16,,,,,,,,,,358.0,,,,
445,146,16,,,,,,,,,,358.0,,,,
446,145,16,,,,,,,,,,358.0,,,,
447,145,16,,,,,,,,,,357.0,,,,
448,145,16,,,,,,,,,,356.0,,,,
449,145,16,,,,,,,,,,356.0,,,,
450,144,14,,,,,,,,,,363.0,,,,
451,144,14,,,,,,,,,,363.0,,,,
452,143,14,,,,,,,,,,366.0,,,,
453,143,14,,,,,,,,,,366.0,,,,
454,144,14,,,,,,,,,,364.0,,,,
455,144,14,,,,,,,,,,364.0,,,,
456,144,14,,,,,,,,,,368.0,,,,
457,144,14,,,,,,,,,,368.0,,,,
458,144,14,,,,,,,,,,368.0,,,,
459,144,14,,,,,,,,,,368.0,,,,
460,141,14,,,,,,,,,,373.0,,,,
461,141,14,,,,,,,,,,373.0,,,,
462,141,14,,,,,,,,,,375.0,,,,
463,141,14,,,,,,,,,,375.0,,,,
464,140,14,,,,,,,,,,377.0,,,,
465,140,14,,,,,,,,,,378.0,,,,
466,141,14,,,,,,,,,,379.0,,,,
467,141,14,,,,,,,,,,379.0,,,,
468,137,14,,,,,,,,,,384.0,,,,
469,137,14,,,,,,,,,,385.0,,,,
470,137,14,,,,,,,,,,385.0,,,,
471,137,14,,,,,,,,,,385.0,,,,
472,139,14,,,,,,,,,,387.0,,,,
473,139,14,,,,,,,,,,387.0,,,,
474,140,14,,,,,,,,,,388.0,,,,
475,140,14,,,,,,,,,,388.0,,,,
476,133,14,,,,,,,,,,397.0,,,,
477,133,14,,,,,,,,,,399.0,,,,
478,134,14,,,,,,,,,,401.0,,,,
479,134,14,,,,,,,,,,400.0,,,,
480,134,14,,,,,,,,,,399.0,,,,
481,135,14,,,,,,,,,,397.0,,,,
482,136,14,,,,,,,,,,397.0,,,,
483,137,14,,,,,,,,,,397.0,,,,
484,138,14,,,,,,,,,,396.0,,,,
485,138,14,,,,,,,,,,396.0,,,,
486,139,14,,,,,,,,,,396.0,,,,
487,139,14,,,,,,,,,,396.0,,,,
488,138,14,,,,,,,,,,401.0,,,,
489,138,14,,,,,,,,,,400.0,,,,
490,142,14,,,,,,,,,,401.0,,,,
491,141,14,,,,,,,,,,401.0,,,,
492,142,14,,,,,,,,,,401.0,,,,
493,142,14,,,,,,,,,,401.0,,,,
494,143,14,,,,,,,,,,401.0,,,,
495,143,14,,,,,,,,,,401.0,,,,
496,145,14,,,,,,,,,,402.0,,,,
497,145,14,,,,,,,,,,401.0,,,,
498,145,14,,,,,,,,,,404.0,,,,
499,146,14,,,,,,,,,,402.0,,,,
500,147,14,,,,,,,,,,402.0,,,,
501,147,14,,,,,,,,,,400.0,,,,
502,146,14,,,,,,,,,,403.0,,,,
503,147,14,,,,,,,,,,401.0,,,,
504,148,14,,,,,,,,,,402.0,,,,
505,150,14,,,,,,,,,,402.0,,,,
506,152,14,,,,,,,,,,400.0,,,,
507,152,14,,,,,,,,,,400.0,,,,
508,152,14,,,,,,,,,,401.0,,,,
509,152,14,,,,,,,,,,401.0,,,,
510,153,14,,,,,,,,,,403.0,,,,
511,152,14,,,,,,,,,,405.0,,,,
512,153,14,,,,,,,,,,405.0,,,,
513,156,14,,,,,,,,,,403.0,,,,
514,156,14,,,,,,,,,,404.0,,,,
515,157,14,,,,,,,,,,404.0,,,,
516,157,14,,,,,,,,,,403.0,,,,
517,157,14,,,,,,,,,,403.0,,,,
518,157,14,,,,,,,,,,403.0,,,,
519,157,14,,,,,,,,,,403.0,,,,
520,153,12,,,,,,,,,,411.0,,,,
521,153,12,,,,,,,,,,411.0,,,,
522,157,12,,,,,,,,,,410.0,,,,
523,161,14,,,,,,,,,,403.0,,,,
524,164,18,,,,,,,,,,395.0,,,,
525,164,18,,,,,,,,,,397.0,,,,
526,164,18,,,,,,,,,,398.0,,,,
527,164,18,,,,,,,,,,398.0,,,,
528,165,18,,,,,,,,,,399.0,,,,
529,165,18,,,,,,,,,,399.0,,,,
530,165,18,,,,,,,,,,399.0,,,,
531,161,18,,,,,,,,,,405.0,,,,
532,162,18,,,,,,,,,,405.0,,,,
533,162,18,,,,,,,,,,405.0,,,,
534,162,18,,,,,,,,,,407.0,,,,
535,162,18,,,,,,,,,,404.0,,,,
536,161,16,,,,,,,,,,410.0,,,,
537,160,16,,,,,,,,,,411.0,,,,
538,160,16,,,,,,,,,,411.0,,,,
539,160,16,,,,,,,,,,411.0,,,,
540,159,16,,,,,,,,,,425.0,,,,
541,159,16,,,,,,,,,,425.0,,,,
542,159,16,,,,,,,,,,426.0,,,,
543,159,16,,,,,,,,,,426.0,,,,
544,157,16,,,,,,,,,,432.0,,,,
545,157,16,,,,,,,,,,431.0,,,,
546,154,18,,,,,,,,,,435.0,,,,
547,154,18,,,,,,,,,,435.0,,,,
548,154,18,,,,,,,,,,435.0,,,,
549,154,18,,,,,,,,,,435.0,,,,
550,153,18,,,,,,,,,,436.0,,,,
551,153,18,,,,,,,,,,436.0,,,,
552,151,16,,,,,,,,,,448.0,,,,
553,151,16,,,,,,,,,,448.0,,,,
554,151,16,,,,,,,,,,448.0,,,,
555,151,16,,,,,,,,,,448.0,,,,
556,152,16,,,,,,,,,,450.0,,,,
557,152,16,,,,,,,,,,450.0,,,,
558,153,16,,,,,,,,,,449.0,,,,
559,153,16,,,,,,,,,,449.0,,,,
560,152,16,,,,,,,,,,460.0,,,,
561,152,16,,,,,,,,,,460.0,,,,
562,152,16,,,,,,,,,,460.0,,,,
563,152,16,,,,,,,,,,460.0,,,,
564,153,16,,,,,,,,,,457.0,,,,
565,153,16,,,,,,,,,,458.0,,,,
566,153,16,,,,,,,,,,458.0,,,,
567,154,16,,,,,,,,,,457.0,,,,
568,155,16,,,,,,,,,,457.0,,,,
569,155,18,,,,,,,,,,454.0,,,,
570,151,20,,,,,,,,,,464.0,,,,
571,151,20,,,,,,,,,,464.0,,,,
572,151,20,,,,,,,,,,464.0,,,,
573,151,20,,,,,,,,,,463.0,,,,
574,151,20,,,,,,,,,,463.0,,,,
575,151,20,,,,,,,,,,463.0,,,,
576,151,20,,,,,,,,,,469.0,,,,
577,151,20,,,,,,,,,,469.0,,,,
578,151,20,,,,,,,,,,468.0,,,,
579,151,20,,,,,,,,,,468.0,,,,
580,151,20,,,,,,,,,,471.0,,,,
581,151,20,,,,,,,,,,470.0,,,,
582,153,20,,,,,,,,,,470.0,,,,
583,153,20,,,,,,,,,,469.0,,,,
584,153,20,,,,,,,,,,469.0,,,,
585,153,20,,,,,,,,,,469.0,,,,
586,152,20,,,,,,,,,,468.0,,,,
587,152,20,,,,,,,,,,468.0,,,,
588,151,20,4,,,,,,,,,468.0,,,,
589,151,20,4,,,,,,,,,468.0,,,,
590,152,20,4,,,,,,,,,467.0,,,,
591,152,20,4,,,,,,,,,467.0,,,,
592,153,20,4,,,,,,,,,469.0,,,,
593,153,20,4,,,,,,,,,469.0,,,,
594,153,20,4,,,,,,,,,475.0,,,,
595,153,20,4,,,,,,,,,475.0,,,,
596,153,20,4,,,,,,,,,475.0,,,,
597,153,20,4,,,,,,,,,475.0,,,,
598,153,20,4,,,,,,,,,474.0,,,,
599,153,20,4,,,,,,,,,474.0,,,,
600,155,20,4,,,,,,,,,474.0,,,,
601,155,20,4,,,,,,,,,474.0,,,,
602,156,20,4,,,,,,,,,473.0,,,,
603,157,20,4,,,,,,,,,471.0,,,,
604,157,20,4,,,,,,,,,471.0,,,,
605,157,20,4,,,,,,,,,471.0,,,,
606,157,20,4,,,,,,,,,471.0,,,,
607,157,20,4,,,,,,,,,471.0,,,,
608,157,20,4,,,,,,,,,471.0,,,,
609,157,20,4,,,,,,,,,471.0,,,,
610,158,20,4,,,,,,,,,472.0,,,,
611,158,20,4,,,,,,,,,472.0,,,,
612,160,20,4,,,,,,,,,470.0,,,,
