day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12
179,77,2,6,,,,,,,,166.0,,
180,77,,6,,,,,,,,177.0,,
181,81,,6,,,,,,,,177.0,,
182,81,,6,,,,,,,,177.0,,
183,80,,6,,,,,,,,182.0,,
184,80,,6,,,,,,,,182.0,,
185,81,,6,,,,,,,,181.0,,
186,82,,6,,,,,,,,181.0,,
187,82,,6,,,,,,,,182.0,,
188,81,,6,,,,,,,,183.0,,
189,82,,6,,,,,,,,183.0,,
190,83,,6,,,,,,,,182.0,,
191,83,,6,,,,,,,,182.0,,
192,82,,6,,,,,,,,187.0,,
193,82,,6,,,,,,,,187.0,,
194,87,2,6,,,,,,,,181.0,,
195,87,2,6,,,,,,,,180.0,,
196,86,2,6,,,,,,,,183.0,,
197,88,2,6,,,,,,,,183.0,,
198,89,2,3,,,,,,,,185.0,,
199,89,2,3,,,,,,,,187.0,,
200,92,2,3,,,,,,,,190.0,,
201,94,2,3,,,,,,,,190.0,,
202,94,8,3,,,,,,,,191.0,,
203,92,8,3,,,,,,,,194.0,,
204,93,10,3,,,,,,,,193.0,,
205,93,10,3,,,,,,,,194.0,,
206,93,11,3,,,,,,,,194.0,,
207,95,11,3,,,,,,,,194.0,,
208,93,11,3,,,,,,,,201.0,,
209,93,11,3,,,,,,,,201.0,,
210,96,11,3,,,,,,,,203.0,,
211,97,11,3,,,,,,,,203.0,,
212,97,11,3,,,,,,,,203.0,,
213,97,11,3,,,,,,,,203.0,,
214,97,11,3,,,,,,,,204.0,,
215,97,11,3,,,,,,,,205.0,,
216,98,11,3,,,,,,,,206.0,,
217,98,11,3,,,,,,,,206.0,,
218,100,11,3,,,,,,,,206.0,,
219,100,11,3,,,,,,,,204.0,,
220,95,11,3,,,,,,,,214.0,,
221,95,11,3,,,,,,,,214.0,,
222,76,5,,,,,,,,,243.0,,
223,77,5,,,,,,,,,243.0,,
224,78,5,,,,,,,,,245.0,,
225,78,5,,,,,,,,,246.0,,
226,78,5,,,,,,,,,246.0,,
227,80,5,,,,,,,,,244.0,,
228,82,7,,,,,,,,,245.0,,
229,82,7,,,,,,,,,245.0,,
230,82,7,,,,,,,,,248.0,,
231,82,7,,,,,,,,,249.0,,
232,82,7,,,,,,,,,249.0,,
233,82,7,,,,,,,,,249.0,,
234,83,7,,,,,,,,,251.0,,
235,83,7,,,,,,,,,252.0,,
236,80,8,,,,,,,,,255.0,,
237,80,8,,,,,,,,,255.0,,
238,81,8,,,,,,,,,257.0,,
239,81,8,,,,,,,,,257.0,,
240,81,8,,,,,,,,,258.0,,
241,81,8,,,,,,,,,257.0,,
242,81,8,,,,,,,,,258.0,,
243,98,14,4,,,,,,,,230.0,,
244,97,14,4,,,,,,,,232.0,,
245,98,14,4,,,,,,,,232.0,,
246,99,14,4,,,,,,,,232.0,,
247,99,14,4,,,,,,,,232.0,,
248,101,14,4,,,,,,,,235.0,,
249,102,14,4,,,,,,,,237.0,,
250,103,14,4,,,,,,,,238.0,,
251,103,14,4,,,,,,,,237.0,,
252,104,14,4,,,,,,,,236.0,,
253,104,14,4,,,,,,,,236.0,,
254,106,16,4,,,,,,,,236.0,,
255,107,14,4,,,,,,,,238.0,,
256,107,14,4,,,,,,,,238.0,,
257,108,14,4,,,,,,,,238.0,,
258,109,14,4,,,,,,,,238.0,,
259,109,14,4,,,,,,,,239.0,,
260,109,14,4,,,,,,,,242.0,,
261,109,14,4,,,,,,,,243.0,,
262,106,14,4,,,,,,,,250.0,,
263,107,14,4,,,,,,,,251.0,,
264,109,14,4,,,,,,,,248.0,,
265,110,14,4,,,,,,,,247.0,,
266,110,14,4,,,,,,,,247.0,,
267,111,14,4,,,,,,,,249.0,,
268,108,12,4,,,,,,,,256.0,,
269,109,12,4,,,,,,,,254.0,,
270,110,12,4,,,,,,,,255.0,,
271,110,12,4,,,,,,,,255.0,,
272,111,12,4,,,,,,,,257.0,,
273,113,12,4,,,,,,,,255.0,,
274,113,14,4,,,,,,,,255.0,,
275,114,14,4,,,,,,,,253.0,,
276,114,16,4,,,,,,,,254.0,,
277,115,16,4,,,,,,,,255.0,,
278,117,16,4,,,,,,,,254.0,,
279,117,16,4,,,,,,,,,257.0,
280,118,16,4,,,,,,,,,259.0,
281,118,16,4,,,,,,,,,259.0,
282,120,16,4,,,,,,,,,259.0,
283,121,16,9,,,,,,,,,252.0,
284,121,16,5,7,,,,,,,,253.0,
285,117,16,5,7,,,,,,,,257.0,
286,122,18,5,7,,,,,,,,250.0,
287,122,18,5,7,,,,,,,,252.0,
288,123,18,5,7,,,,,,,,255.0,
289,123,18,5,7,,,,,,,,254.0,
290,124,18,5,7,,,,,,,,254.0,
291,124,18,5,7,,,,,,,,254.0,
292,126,18,5,7,,,,,,,,254.0,
293,131,20,5,7,,,,,,,,247.0,
294,130,18,8,7,,,,,,,,249.0,
295,130,18,8,7,,,,,,,,248.0,
296,130,18,8,7,,,,,,,,248.0,
297,131,18,8,7,,,,,,,,248.0,
298,132,18,8,7,,,,,,,,248.0,
299,133,18,8,7,,,,,,,,249.0,
300,136,18,8,7,,,,,,,,249.0,
301,137,18,8,7,,,,,,,,249.0,
302,136,18,5,7,,,,,,,,254.0,
303,138,18,5,7,,,,,,,,252.0,
304,136,16,5,7,,,,,,,,258.0,
305,137,16,5,7,,,,,,,,259.0,
306,141,16,5,7,,,,,,,,260.0,
307,146,16,5,7,,,,,,,,257.0,
308,149,16,5,7,,,,,,,,257.0,
309,150,16,5,7,,,,,,,,257.0,
310,149,16,5,7,,,,,,,,261.0,
311,151,16,8,7,,,,,,,,255.0,
312,153,16,8,7,,,,,,,,252.0,
313,153,16,8,7,,,,,,,,252.0,
314,156,16,8,7,,,,,,,,251.0,
315,158,16,8,7,,,,,,,,250.0,
316,160,18,8,7,,,,,,,,246.0,
317,160,18,8,7,,,,,,,,246.0,
318,162,18,12,,,,,,,,,246.0,
319,163,18,12,,,,,,,,,245.0,
320,163,18,12,,,,,,,,,253.0,
321,164,18,12,,,,,,,,,253.0,
322,162,18,12,,,,,,,,,255.0,
323,162,20,12,,,,,,,,,252.0,
324,159,20,12,,,,,,,,,,258.0
325,159,20,12,,,,,,,,,,258.0
326,159,20,12,,,,,,,,,,259.0
327,159,20,12,,,,,,,,,,259.0
328,160,20,12,,,,,,,,,,260.0
329,161,20,12,,,,,,,,,,260.0
330,157,18,12,,,,,,,,,,267.0
331,157,18,12,,,,,,,,,,267.0
332,158,18,12,,,,,,,,,,268.0
333,158,18,12,,,,,,,,,,269.0
334,161,18,12,,,,,,,,,,269.0
335,160,20,12,,,,,,,,,,269.0
336,162,20,12,,,,,,,,,,269.0
337,163,20,12,,,,,,,,,267.0,
338,161,20,12,,,,,,,,,270.0,
339,159,20,12,,,,,,,,,273.0,
340,159,20,12,,,,,,,,,272.0,
341,160,20,12,,,,,,,,,272.0,
342,162,20,12,,,,,,,,,272.0,
343,162,20,12,,,,,,,,,272.0,
344,160,18,12,,,,,,,,,280.0,
345,165,21,9,,,,,,,,,274.0,
346,165,21,9,,,,,,,,,276.0,
347,165,21,9,,,,,,,,,277.0,
348,163,21,9,,,,,,,,,281.0,
349,165,21,9,,,,,,,,,278.0,
350,165,21,9,,,,,,,,,278.0,
351,164,21,9,,,,,,,,,280.0,
352,160,19,5,,,,,,,,,293.0,
353,160,19,5,,,,,,,,,293.0,
354,163,19,5,,,,,,,,,293.0,
355,163,19,5,,,,,,,,,293.0,
356,164,19,5,,,,,,,,,291.0,
357,164,19,5,,,,,,,,,292.0,
358,166,19,5,,,,,,,,,293.0,
359,167,19,5,,,,,,,,,292.0,
360,168,19,5,,,,,,,,,296.0,
361,168,19,5,,,,,,,,,297.0,
362,169,19,5,,,,,,,,,298.0,
363,169,19,5,,,,,,,,,298.0,
364,169,19,5,,,,,,,,,299.0,
365,170,19,5,,,,,,,,,297.0,
366,171,19,5,,,,,,,,,298.0,
367,174,19,5,,,,,,,,,294.0,
368,176,19,5,,,,,,,,,294.0,
369,176,19,5,,,,,,,,,294.0,
370,176,19,5,,,,,,,,,294.0,
371,176,19,5,,,,,,,,,294.0,
372,176,19,5,,,,,,,,,294.0,
373,176,19,5,,,,,,,,,294.0,
374,176,19,5,,,,,,,,,294.0,
375,172,21,5,,,,,,,,,297.0,
376,174,21,5,,,,,,,,,295.0,
377,174,21,5,,,,,,,,,295.0,
378,171,21,5,,,,,,,,,299.0,
379,171,21,5,,,,,,,,,299.0,
380,172,21,5,,,,,,,,,300.0,
381,172,21,5,,,,,,,,,300.0,
382,172,21,5,,,,,,,,,300.0,
383,173,25,8,,,,,,,,,291.0,
384,172,27,8,,,,,,,,,290.0,
385,173,27,8,,,,,,,,,290.0,
386,173,27,8,,,,,,,,,289.0,
387,174,25,8,,,,,,,,,290.0,
388,173,25,8,,,,,,,,,293.0,
389,173,25,8,,,,,,,,,293.0,
390,173,25,8,,,,,,,,,293.0,
391,173,25,8,,,,,,,,,292.0,
392,173,25,8,,,,,,,,,294.0,
393,174,25,8,,,,,,,,,292.0,
394,182,25,8,,,,,,,,,285.0,
395,182,25,8,,,,,,,,,286.0,
396,183,25,8,,,,,,,,,286.0,
397,183,25,8,,,,,,,,,286.0,
398,184,25,8,,,,,,,,,286.0,
399,185,27,8,,,,,,,,,282.0,
400,187,27,8,,,,,,,,,281.0,
401,187,27,8,,,,,,,,,281.0,
402,187,27,8,,,,,,,,,281.0,
403,187,27,8,,,,,,,,,281.0,
404,188,27,8,,,,,,,,,283.0,
405,188,27,8,,,,,,,,,282.0,
406,188,27,8,,,,,,,,,281.0,
407,188,27,8,,,,,,,,,281.0,
408,189,27,8,,,,,,,,,283.0,
409,189,27,8,,,,,,,,,283.0,
410,192,27,8,,,,,,,,,281.0,
411,192,27,8,,,,,,,,,281.0,
412,193,27,8,,,,,,,,,282.0,
413,193,27,8,,,,,,,,,282.0,
414,193,27,8,,,,,,,,,282.0,
415,193,27,8,,,,,,,,,282.0,
416,189,27,18,,,,,,,,,279.0,
417,190,27,23,,,,,,,,,272.0,
418,190,27,23,,,,,,,,,272.0,
419,190,27,23,,,,,,,,,272.0,
420,184,27,11,,,,,,,,,295.0,
421,184,27,11,,,,,,,,,295.0,
422,184,27,11,,,,,,,,,295.0,
423,185,27,11,,,,,,,,,296.0,
424,186,27,11,,,,,,,,,297.0,
425,186,27,11,,,,,,,,,297.0,
426,185,29,11,,,,,,,,,294.0,
427,185,29,11,,,,,,,,,294.0,
428,185,29,11,,,,,,,,,294.0,
429,185,29,11,,,,,,,,,294.0,
430,186,30,11,,,,,,,,,293.0,
431,186,30,11,,,,,,,,,293.0,
432,189,30,11,,,,,,,,,293.0,
433,189,30,11,,,,,,,,,293.0,
434,189,30,11,,,,,,,,,293.0,
435,189,30,11,,,,,,,,,293.0,
436,189,30,11,,,,,,,,,293.0,
437,192,30,16,,,,,,,,,284.0,
438,193,30,16,,,,,,,,,284.0,
439,198,30,16,,,,,,,,,277.0,
440,196,30,11,,,,,,,,,289.0,
441,198,30,11,,,,,,,,,289.0,
442,198,30,11,,,,,,,,,289.0,
443,198,30,11,,,,,,,,,289.0,
444,199,30,11,11,,,,,,,,277.0,
445,199,30,11,11,,,,,,,,277.0,
446,199,30,11,11,,,,,,,,277.0,
447,200,30,11,11,,,,,,,,275.0,
448,200,30,11,11,,,,,,,,275.0,
449,200,30,11,11,,,,,,,,275.0,
450,199,30,11,11,,,,,,,,280.0,
451,199,30,11,11,,,,,,,,280.0,
452,195,30,11,11,,,,,,,,286.0,
453,195,30,21,,,,,,,,,286.0,
454,195,30,21,,,,,,,,,286.0,
455,195,30,21,,,,,,,,,286.0,
456,198,30,18,,,,,,,,,289.0,
457,198,30,18,,,,,,,,,289.0,
458,198,30,18,,,,,,,,,290.0,
459,198,30,18,,,,,,,,,290.0,
460,196,30,11,,,,,,,,,302.0,
461,196,30,11,,,,,,,,,300.0,
462,196,30,11,,,,,,,,,302.0,
463,197,30,11,,,,,,,,,300.0,
464,195,30,11,,,,,,,,,304.0,
465,195,30,11,,,,,,,,,305.0,
466,196,30,11,,,,,,,,,307.0,
467,196,30,11,,,,,,,,,307.0,
468,192,27,11,,,,,,,,,315.0,
469,192,27,11,,,,,,,,,316.0,
470,192,27,11,,,,,,,,,316.0,
471,192,27,11,,,,,,,,,316.0,
472,195,27,8,,,,,,,,,320.0,
473,195,27,8,,,,,,,,,318.0,
474,196,27,8,,,,,,,,,319.0,
475,196,27,8,,,,,,,,,319.0,
476,184,27,8,,,,,,,,,333.0,
477,184,27,8,,,,,,,,,335.0,
478,188,27,16,,,,,,,,,325.0,
479,188,27,16,,,,,,,,,325.0,
480,190,27,16,,,,,,,,,322.0,
481,190,27,16,,,,,,,,,322.0,
482,191,27,16,,,,,,,,,322.0,
483,195,30,16,,,,,,,,,315.0,
484,196,30,16,,,,,,,,,315.0,
485,196,30,16,,,,,,,,,315.0,
486,197,30,16,,,,,,,,,315.0,
487,197,30,16,,,,,,,,,315.0,
488,195,30,16,,,,,,,,,320.0,
489,201,30,16,,,,,,,,,313.0,
490,204,30,16,,,,,,,,,315.0,
491,204,30,16,,,,,,,,,315.0,
492,208,32,16,,,,,,,,,308.0,
493,208,32,16,,,,,,,,,308.0,
494,208,32,16,,,,,,,,,308.0,
495,208,32,16,,,,,,,,,308.0,
496,207,32,16,,,,,,,,,311.0,
497,207,32,16,,,,,,,,,310.0,
498,207,34,16,,,,,,,,,310.0,
499,207,34,16,,,,,,,,,310.0,
500,208,34,16,,,,,,,,,310.0,
501,208,34,16,,,,,,,,,310.0,
502,207,34,11,,,,,,,,,318.0,
503,207,34,11,,,,,,,,,318.0,
504,208,34,11,,,,,,,,,319.0,
505,211,34,11,,,,,,,,,317.0,
506,212,34,11,,,,,,,,,317.0,
507,213,34,11,,,,,,,,,315.0,
508,213,35,11,,,,,,,,,315.0,
509,213,35,11,,,,,,,,,315.0,
510,213,39,11,,,,,,,,,313.0,
511,212,37,11,,,,,,,,,316.0,
512,213,37,11,,,,,,,,,316.0,
513,215,37,11,,,,,,,,,316.0,
514,215,37,11,,,,,,,,,317.0,
515,216,37,11,,,,,,,,,317.0,
516,216,37,11,,,,,,,,,317.0,
517,216,37,11,,,,,,,,,317.0,
518,217,37,11,,,,,,,,,316.0,
519,217,37,11,,,,,,,,,316.0,
520,214,35,3,,,,,,,,,331.0,
521,214,35,3,,,,,,,,,331.0,
522,216,35,3,,,,,,,,,333.0,
523,216,35,3,,,,,,,,,333.0,
524,216,35,3,,,,,,,,,332.0,
525,215,35,3,,,,,,,,,335.0,
526,217,39,3,,,,,,,,,330.0,
527,217,39,3,,,,,,,,,330.0,
528,218,39,3,,,,,,,,,331.0,
529,218,39,3,,,,,,,,,331.0,
530,219,39,3,,,,,,,,,330.0,
531,217,39,3,,,,,,,,,334.0,
532,218,39,3,,,,,,,,,334.0,
533,218,39,3,,,,,,,,,334.0,
534,217,39,3,,,,,,,,,337.0,
535,217,39,3,,,,,,,,,337.0,
536,217,39,3,,,,,,,,,340.0,
537,217,39,3,,,,,,,,,341.0,
538,218,41,3,,,,,,,,,337.0,
539,218,41,3,,,,,,,,,337.0,
540,214,41,3,,,,,,,,,354.0,
541,214,41,3,,,,,,,,,353.0,
542,214,41,3,,,,,,,,,354.0,
543,215,41,3,,,,,,,,,354.0,
544,214,39,3,,,,,,,,,359.0,
545,214,39,3,,,,,,,,,359.0,
546,212,39,3,,,,,,,,,364.0,
547,213,39,7,,,,,,,,,358.0,
548,213,39,7,,,,,,,,,357.0,
549,213,39,7,,,,,,,,,357.0,
550,212,39,7,,,,,,,,,359.0,
551,212,39,7,,,,,,,,,359.0,
552,211,39,3,,,,,,,,,371.0,
553,214,39,3,,,,,,,,,367.0,
554,214,39,3,,,,,,,,,367.0,
555,214,39,3,,,,,,,,,367.0,
556,215,39,3,,,,,,,,,369.0,
557,215,39,3,,,,,,,,,369.0,
558,216,39,3,,,,,,,,,369.0,
559,216,42,3,,,,,,,,,364.0,
560,215,42,3,,,,,,,,,376.0,
561,215,42,3,,,,,,,,,375.0,
562,215,42,3,,,,,,,,,375.0,
563,215,42,3,,,,,,,,,375.0,
564,216,42,3,,,,,,,,,374.0,
565,216,42,3,,,,,,,,,375.0,
566,216,42,3,,,,,,,,,375.0,
567,217,42,3,,,,,,,,,373.0,
568,218,42,3,,,,,,,,,373.0,
569,218,42,3,,,,,,,,,372.0,
570,216,40,3,,,,,,,,,386.0,
571,216,40,3,,,,,,,,,386.0,
572,216,40,3,,,,,,,,,386.0,
573,216,40,3,,,,,,,,,386.0,
574,216,40,3,,,,,,,,,385.0,
575,216,40,3,,,,,,,,,385.0,
576,216,40,3,,,,,,,,,391.0,
577,216,40,3,,,,,,,,,391.0,
578,216,40,3,,,,,,,,,389.0,
579,216,40,3,,,,,,,,,389.0,
580,216,38,3,,,,,,,,,395.0,
581,216,38,3,,,,,,,,,395.0,
582,221,38,3,,,,,,,,,390.0,
583,223,38,3,,,,,,,,,387.0,
584,223,38,3,,,,,,,,,387.0,
585,223,38,3,,,,,,,,,386.0,
586,223,38,3,,,,,,,,,386.0,
587,223,38,3,,,,,,,,,385.0,
588,222,38,3,,,,,,,,,390.0,
589,222,38,3,,,,,,,,,390.0,
590,223,38,3,,,,,,,,,389.0,
591,223,38,3,,,,,,,,,389.0,
592,220,38,3,,,,,,,,,396.0,
593,220,38,3,,,,,,,,,396.0,
594,219,38,3,,,,,,,,,402.0,
595,220,38,3,,,,,,,,,400.0,
596,220,38,3,,,,,,,,,400.0,
597,220,38,3,,,,,,,,,400.0,
598,220,38,3,,,,,,,,,399.0,
599,221,38,6,,,,,,,,,394.0,
600,224,38,6,,,,,,,,,393.0,
601,224,38,6,,,,,,,,,393.0,
602,225,38,6,,,,,,,,,393.0,
603,224,40,6,,,,,,,,,393.0,
604,225,40,6,,,,,,,,,390.0,
605,225,40,6,,,,,,,,,390.0,
606,225,40,6,,,,,,,,,389.0,
607,225,40,6,,,,,,,,,389.0,
608,225,40,6,,,,,,,,,388.0,
609,225,40,6,,,,,,,,,388.0,
610,226,40,6,,,,,,,,,389.0,
611,226,40,6,,,,,,,,,389.0,
612,227,40,6,,,,,,,,,389.0,
613,227,40,6,,,,,,,,,388.0,
614,228,40,6,,,,,,,,,389.0,
615,228,40,6,,,,,,,,,388.0,
616,224,40,6,,,,,,,,,395.0,
617,224,40,6,,,,,,,,,395.0,
618,224,40,6,,,,,,,,,395.0,
619,224,40,6,,,,,,,,,395.0,
620,224,40,6,,,,,,,,,394.0,
621,224,40,6,,,,,,,,,394.0,
622,225,40,6,,,,,,,,,394.0,
623,225,40,6,,,,,,,,,394.0,
624,225,40,6,,,,,,,,,395.0,
625,225,40,6,,,,,,,,,393.0,
626,225,40,6,,,,,,,,,394.0,
627,226,40,6,,,,,,,,,392.0,
628,227,40,6,,,,,,,,,392.0,
629,227,40,6,,,,,,,,,392.0,
630,226,40,6,,,,,,,,,397.0,
631,226,40,6,,,,,,,,,396.0,
632,227,40,6,,,,,,,,,396.0,
633,227,40,6,,,,,,,,,396.0,
634,227,40,6,,,,,,,,,396.0,
635,227,40,6,,,,,,,,,396.0,
636,229,40,6,,,,,,,,,398.0,
637,225,40,6,,,,,,,,,403.0,
638,225,40,6,,,,,,,,,403.0,
639,226,40,6,,,,,,,,,402.0,
640,228,40,6,,,,,,,,,402.0,
641,228,40,6,,,,,,,,,402.0,
642,229,40,6,,,,,,,,,402.0,
643,229,42,6,,,,,,,,,399.0,
644,229,42,6,,,,,,,,,399.0,
645,229,42,6,,,,,,,,,398.0,
646,229,42,6,,,,,,,,,398.0,
647,229,42,6,,,,,,,,,397.0,
648,230,42,6,,,,,,,,,401.0,
649,232,42,6,,,,,,,,,398.0,
650,232,42,6,,,,,,,,,398.0,
651,232,42,6,,,,,,,,,398.0,
652,230,44,6,,,,,,,,,400.0,
653,230,44,6,,,,,,,,,399.0,
654,230,44,6,,,,,,,,,399.0,
655,231,44,6,,,,,,,,,397.0,
656,232,44,6,,,,,,,,,398.0,
657,232,44,6,,,,,,,,,398.0,
658,233,44,6,,,,,,,,,396.0,
659,233,44,6,,,,,,,,,396.0,
660,233,46,6,,,,,,,,,400.0,
661,233,46,6,,,,,,,,,400.0,
662,234,46,6,,,,,,,,,400.0,
663,234,46,6,,,,,,,,,400.0,
664,234,44,9,,,,,,,,,400.0,
665,230,41,9,,,,,,,,,408.0,
666,230,43,14,,,,,,,,,400.0,
667,230,43,14,,,,,,,,,400.0,
668,231,43,14,,,,,,,,,398.0,
669,231,43,14,,,,,,,,,398.0,
670,231,43,14,,,,,,,,,398.0,
671,231,43,14,,,,,,,,,398.0,
672,230,49,14,,,,,,,,,394.0,
673,230,49,14,,,,,,,,,394.0,
674,235,52,14,,,,,,,,,384.0,
675,237,52,14,,,,,,,,,385.0,
