day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13
173,65,4,,,,,,,202.0,,,,,
174,66,4,,,,,,,203.0,,,,,
175,67,9,,,,,,,198.0,,,,,
176,69,9,,,,,,,201.0,,,,,
177,69,9,,,,,,,202.0,,,,,
178,72,9,,,,,,,202.0,,,,,
179,73,9,,,,,,,202.0,,,,,
180,76,4,,,,,,,,213.0,,,,
181,80,4,,,,,,,,213.0,,,,
182,80,4,,,,,,,,213.0,,,,
183,79,4,,,,,,,,218.0,,,,
184,78,4,,,,,,,,219.0,,,,
185,79,4,,,,,,,,219.0,,,,
186,80,4,,,,,,,,219.0,,,,
187,79,6,,,,,,,,218.0,,,,
188,79,6,,,,,,,,219.0,,,,
189,80,6,,,,,,,,219.0,,,,
190,81,6,,,,,,,,219.0,,,,
191,81,6,,,,,,,,219.0,,,,
192,81,6,,,,,,,,223.0,,,,
193,81,6,,,,,,,,223.0,,,,
194,83,6,,,,,,,,223.0,,,,
195,85,6,,,,,,,,220.0,,,,
196,85,6,,,,,,,,222.0,,,,
197,87,6,,,,,,,,222.0,,,,
198,88,6,,,,,,,,224.0,,,,
199,86,6,,,,,,,,228.0,,,,
200,89,6,,,,,,,,231.0,,,,
201,91,6,,,,,,,,231.0,,,,
202,92,10,,,,,,,,233.0,,,,
203,90,10,,,,,,,,236.0,,,,
204,96,10,,,,,,,,232.0,,,,
205,95,12,,,,,,,,232.0,,,,
206,95,12,,,,,,,,233.0,,,,
207,97,12,,,,,,,,233.0,,,,
208,95,10,,,,,,,,243.0,,,,
209,95,10,,,,,,,,243.0,,,,
210,98,12,,,,,,,,242.0,,,,
211,99,12,,,,,,,,242.0,,,,
212,99,12,,,,,,,,242.0,,,,
213,99,12,,,,,,,,242.0,,,,
214,98,14,,,,,,,,242.0,,,,
215,98,14,,,,,,,,243.0,,,,
216,100,18,,,,,,,,238.0,,,,
217,100,18,,,,,,,,238.0,,,,
218,102,18,,,,,,,,238.0,,,,
219,102,18,,,,,,,,238.0,,,,
220,99,18,,,,,,,,246.0,,,,
221,99,18,,,,,,,,246.0,,,,
222,82,10,,,,,,,,,272.0,,,
223,83,10,,,,,,,,,272.0,,,
224,84,10,,,,,,,,,274.0,,,
225,84,10,,,,,,,,,275.0,,,
226,84,10,,,,,,,,,275.0,,,
227,85,10,,,,,,,,,275.0,,,
228,88,10,,,,,,,,,277.0,,,
229,88,10,,,,,,,,,277.0,,,
230,89,10,,,,,,,,,280.0,,,
231,89,10,,,,,,,,,280.0,,,
232,89,10,,,,,,,,,280.0,,,
233,89,10,,,,,,,,,280.0,,,
234,90,10,,,,,,,,,282.0,,,
235,90,10,,,,,,,,,283.0,,,
236,89,10,,,,,,,,,287.0,,,
237,89,10,,,,,,,,,287.0,,,
238,90,10,,,,,,,,,289.0,,,
239,90,10,,,,,,,,,289.0,,,
240,90,10,,,,,,,,,290.0,,,
241,90,10,,,,,,,,,290.0,,,
242,90,10,,,,,,,,,291.0,,,
243,90,10,,,,,,,,,291.0,,,
244,90,10,,,,,,,,,292.0,,,
245,91,10,,,,,,,,,292.0,,,
246,92,10,,,,,,,,,292.0,,,
247,104,21,,,,,,,,267.0,,,,
248,106,21,,,,,,,,270.0,,,,
249,108,19,,,,,,,,273.0,,,,
250,109,19,,,,,,,,274.0,,,,
251,109,19,,,,,,,,274.0,,,,
252,110,19,,,,,,,,274.0,,,,
253,110,19,,,,,,,,274.0,,,,
254,113,19,,,,,,,,275.0,,,,
255,111,19,,,,,,,,279.0,,,,
256,111,19,,,,,,,,279.0,,,,
257,112,19,,,,,,,,279.0,,,,
258,113,19,,,,,,,,278.0,,,,
259,110,19,,,,,,,,283.0,,,,
260,110,19,,,,,,,,286.0,,,,
261,110,19,,,,,,,,287.0,,,,
262,108,19,,,,,,,,293.0,,,,
263,109,19,,,,,,,,294.0,,,,
264,109,19,,,,,,,,294.0,,,,
265,110,19,,,,,,,,294.0,,,,
266,110,19,,,,,,,,294.0,,,,
267,111,19,,,,,,,,296.0,,,,
268,110,19,,,,,,,,299.0,,,,
269,110,19,,,,,,,,299.0,,,,
270,113,19,,,,,,,,298.0,,,,
271,113,19,,,,,,,,298.0,,,,
272,114,19,,,,,,,,300.0,,,,
273,115,19,,,,,,,,300.0,,,,
274,116,19,,,,,,,,301.0,,,,
275,116,19,,,,,,,,301.0,,,,
276,117,19,,,,,,,,302.0,,,,
277,117,21,,,,,,,,302.0,,,,
278,119,21,,,,,,,,302.0,,,,
279,117,26,,,,,,,,302.0,,,,
280,118,26,,,,,,,,304.0,,,,
281,118,26,,,,,,,,305.0,,,,
282,120,26,,,,,,,,304.0,,,,
283,120,26,,,,,,,,304.0,,,,
284,119,30,,,,,,,,305.0,,,,
285,114,24,,,,,,,,317.0,,,,
286,115,24,,,,,,,,317.0,,,,
287,115,24,,,,,,,,319.0,,,,
288,116,24,,,,,,,,321.0,,,,
289,116,24,,,,,,,,321.0,,,,
290,117,24,,,,,,,,321.0,,,,
291,117,24,,,,,,,,321.0,,,,
292,119,24,,,,,,,,321.0,,,,
293,120,24,,,,,,,,321.0,,,,
294,120,19,,,,,,,,327.0,,,,
295,120,19,,,,,,,,327.0,,,,
296,120,19,,,,,,,,326.0,,,,
297,120,19,,,,,,,,328.0,,,,
298,121,19,,,,,,,,328.0,,,,
299,122,19,,,,,,,,329.0,,,,
300,126,21,,,,,,,,325.0,,,,
301,127,21,,,,,,,,325.0,,,,
302,127,21,,,,,,,,327.0,,,,
303,131,25,,,,,,,,319.0,,,,
304,129,21,,,,,,,,327.0,,,,
305,130,21,,,,,,,,328.0,,,,
306,134,21,,,,,,,,329.0,,,,
307,137,21,,,,,,,,329.0,,,,
308,140,21,,,,,,,,329.0,,,,
309,141,21,,,,,,,,329.0,,,,
310,140,21,,,,,,,,333.0,,,,
311,140,21,,,,,,,,332.0,,,,
312,140,21,,,,,,,,332.0,,,,
313,140,21,,,,,,,,332.0,,,,
314,143,21,,,,,,,,332.0,,,,
315,144,21,,,,,,,,333.0,,,,
316,145,21,,,,,,,,333.0,,,,
317,145,21,,,,,,,,332.0,,,,
318,145,21,,,,,,,,332.0,,,,
319,147,21,,,,,,,,330.0,,,,
320,147,25,,,,,,,,334.0,,,,
321,148,25,,,,,,,,334.0,,,,
322,148,27,,,,,,,,332.0,,,,
323,148,27,,,,,,,,332.0,,,,
324,145,27,,,,,,,,338.0,,,,
325,145,27,,,,,,,,338.0,,,,
326,145,34,,,,,,,,331.0,,,,
327,145,34,,,,,,,,332.0,,,,
328,146,34,,,,,,,,333.0,,,,
329,147,34,,,,,,,,333.0,,,,
330,144,39,,,,,,,,331.0,,,,
331,144,39,,,,,,,,331.0,,,,
332,145,39,,,,,,,,332.0,,,,
333,145,39,,,,,,,,333.0,,,,
334,148,39,,,,,,,,334.0,,,,
335,148,39,,,,,,,,335.0,,,,
336,150,39,,,,,,,,335.0,,,,
337,152,39,,,,,,,,332.0,,,,
338,152,39,,,,,,,,333.0,,,,
339,150,39,,,,,,,,337.0,,,,
340,150,39,,,,,,,,337.0,,,,
341,154,39,,,,,,,,333.0,,,,
342,156,39,,,,,,,,333.0,,,,
343,156,39,,,,,,,,333.0,,,,
344,156,37,,,,,,,,339.0,,,,
345,156,35,3,,,,,,,338.0,,,,
346,156,35,3,,,,,,,340.0,,,,
347,156,35,3,,,,,,,341.0,,,,
348,157,35,3,,,,,,,342.0,,,,
349,158,35,3,,,,,,,342.0,,,,
350,158,35,3,,,,,,,342.0,,,,
351,158,35,3,,,,,,,343.0,,,,
352,156,35,3,,,,,,,348.0,,,,
353,156,35,3,,,,,,,348.0,,,,
354,159,35,3,,,,,,,348.0,,,,
355,159,35,3,,,,,,,348.0,,,,
356,159,37,3,,,,,,,345.0,,,,
357,159,37,3,,,,,,,346.0,,,,
358,161,37,3,,,,,,,347.0,,,,
359,161,37,3,,,,,,,348.0,,,,
360,161,37,3,,,,,,,353.0,,,,
361,160,39,3,,,,,,,353.0,,,,
362,161,39,3,,,,,,,354.0,,,,
363,161,39,3,,,,,,,354.0,,,,
364,160,41,3,,,,,,,354.0,,,,
365,161,41,3,,,,,,,352.0,,,,
366,162,42,3,,,,,,,352.0,,,,
367,162,42,3,,,,,,,352.0,,,,
368,164,42,3,,,,,,,352.0,,,,
369,164,42,3,,,,,,,352.0,,,,
370,164,42,3,,,,,,,352.0,,,,
371,164,42,3,,,,,,,352.0,,,,
372,165,42,3,,,,,,,350.0,,,,
373,165,42,3,,,,,,,350.0,,,,
374,165,42,3,,,,,,,350.0,,,,
375,162,40,3,,,,,,,356.0,,,,
376,162,40,3,,,,,,,357.0,,,,
377,162,40,3,,,,,,,357.0,,,,
378,161,34,3,,,,,,,365.0,,,,
379,161,34,3,,,,,,,365.0,,,,
380,162,34,3,,,,,,,366.0,,,,
381,162,34,3,,,,,,,366.0,,,,
382,162,34,3,,,,,,,366.0,,,,
383,162,34,3,,,,,,,366.0,,,,
384,161,34,,,,,,,,370.0,,,,
385,162,34,,,,,,,,370.0,,,,
386,162,34,,,,,,,,370.0,,,,
387,162,34,,,,,,,,371.0,,,,
388,163,34,,,,,,,,372.0,,,,
389,163,34,,,,,,,,372.0,,,,
390,163,34,,,,,,,,372.0,,,,
391,163,34,,,,,,,,372.0,,,,
392,163,34,,,,,,,,375.0,,,,
393,164,34,,,,,,,,373.0,,,,
394,166,34,,,,,,,,373.0,,,,
395,165,36,,,,,,,,373.0,,,,
396,166,36,,,,,,,,373.0,,,,
397,166,36,,,,,,,,373.0,,,,
398,167,36,,,,,,,,373.0,,,,
399,167,36,,,,,,,,373.0,,,,
400,169,38,,,,,,,,370.0,,,,
401,169,38,3,,,,,,,366.0,,,,
402,169,38,3,,,,,,,366.0,,,,
403,169,38,3,,,,,,,366.0,,,,
404,169,36,3,,,,,,,371.0,,,,
405,169,36,3,,,,,,,371.0,,,,
406,169,36,3,,,,,,,371.0,,,,
407,169,36,3,,,,,,,371.0,,,,
408,169,36,3,,,,,,,374.0,,,,
409,169,36,3,,,,,,,374.0,,,,
410,170,36,3,,,,,,,375.0,,,,
411,170,36,3,,,,,,,375.0,,,,
412,171,36,3,,,,,,,376.0,,,,
413,171,36,3,,,,,,,376.0,,,,
414,170,38,3,,,,,,,376.0,,,,
415,170,38,3,,,,,,,376.0,,,,
416,170,36,3,,,,,,,382.0,,,,
417,170,36,3,,,,,,,382.0,,,,
418,170,36,3,,,,,,,382.0,,,,
419,170,38,3,,,,,,,379.0,,,,
420,163,36,3,,,,,,,394.0,,,,
421,163,36,3,,,,,,,394.0,,,,
422,163,36,3,,,,,,,394.0,,,,
423,164,38,3,,,,,,,392.0,,,,
424,165,38,3,,,,,,,393.0,,,,
425,165,38,3,,,,,,,393.0,,,,
426,165,38,3,,,,,,,394.0,,,,
427,165,38,3,,,,,,,394.0,,,,
428,165,38,3,,,,,,,394.0,,,,
429,165,38,3,,,,,,,394.0,,,,
430,166,38,3,,,,,,,395.0,,,,
431,166,38,3,,,,,,,395.0,,,,
432,169,38,3,,,,,,,395.0,,,,
433,169,38,3,,,,,,,395.0,,,,
434,169,38,3,,,,,,,395.0,,,,
435,169,38,3,,,,,,,395.0,,,,
436,170,38,3,,,,,,,393.0,,,,
437,170,38,3,,,,,,,393.0,,,,
438,171,38,3,,,,,,,393.0,,,,
439,171,38,3,,,,,,,393.0,,,,
440,171,38,3,,,,,,,398.0,,,,
441,173,38,3,,,,,,,397.0,,,,
442,173,38,3,,,,,,,397.0,,,,
443,173,38,3,,,,,,,397.0,,,,
444,174,38,3,,,,,,,397.0,,,,
445,174,38,3,,,,,,,397.0,,,,
446,174,38,3,,,,,,,397.0,,,,
447,174,38,3,,,,,,,397.0,,,,
448,174,38,3,,,,,,,397.0,,,,
449,174,38,3,,,,,,,397.0,,,,
450,174,38,3,,,,,,,401.0,,,,
451,174,38,3,,,,,,,401.0,,,,
452,173,38,3,,,,,,,404.0,,,,
453,173,38,3,,,,,,,404.0,,,,
454,173,38,3,,,,,,,404.0,,,,
455,173,38,3,,,,,,,404.0,,,,
456,174,38,3,,,,,,,407.0,,,,
457,174,38,3,,,,,,,407.0,,,,
458,174,38,3,,,,,,,407.0,,,,
459,174,38,3,,,,,,,407.0,,,,
460,174,38,3,,,,,,,410.0,,,,
461,174,38,3,,,,,,,410.0,,,,
462,174,38,3,,,,,,,412.0,,,,
463,174,38,3,,,,,,,412.0,,,,
464,174,38,3,,,,,,,414.0,,,,
465,174,38,3,,,,,,,415.0,,,,
466,175,38,3,,,,,,,417.0,,,,
467,175,38,3,,,,,,,417.0,,,,
468,173,38,3,,,,,,,419.0,,,,
469,173,38,3,,,,,,,420.0,,,,
470,173,38,3,,,,,,,420.0,,,,
471,173,38,3,,,,,,,420.0,,,,
472,175,38,3,,,,,,,422.0,,,,
473,175,38,3,,,,,,,422.0,,,,
474,176,38,3,,,,,,,422.0,,,,
475,176,38,3,,,,,,,422.0,,,,
476,172,36,3,,,,,,,430.0,,,,
477,172,36,3,,,,,,,432.0,,,,
478,173,36,3,,,,,,,434.0,,,,
479,173,36,3,,,,,,,434.0,,,,
480,173,36,3,,,,,,,434.0,,,,
481,173,36,3,,,,,,,434.0,,,,
482,174,36,3,,,,,,,434.0,,,,
483,175,36,3,,,,,,,434.0,,,,
484,176,36,3,,,,,,,434.0,,,,
485,178,40,3,,,,,,,427.0,,,,
486,179,40,3,,,,,,,427.0,,,,
487,179,40,3,,,,,,,427.0,,,,
488,178,40,3,,,,,,,432.0,,,,
489,178,40,3,,,,,,,432.0,,,,
490,182,40,3,,,,,,,433.0,,,,
491,182,40,3,,,,,,,433.0,,,,
492,183,40,3,,,,,,,433.0,,,,
493,183,40,3,,,,,,,433.0,,,,
494,184,40,3,,,,,,,433.0,,,,
495,184,40,3,,,,,,,433.0,,,,
496,186,40,3,,,,,,,434.0,,,,
497,186,40,3,,,,,,,434.0,,,,
498,187,40,3,,,,,,,436.0,,,,
499,187,40,3,,,,,,,436.0,,,,
500,188,40,3,,,,,,,436.0,,,,
501,188,40,3,,,,,,,436.0,,,,
502,188,36,3,,,,,,,441.0,,,,
503,188,36,3,,,,,,,441.0,,,,
504,189,36,3,,,,,,,442.0,,,,
505,191,36,3,,,,,,,442.0,,,,
506,192,36,3,,,,,,,442.0,,,,
507,192,36,3,,,,,,,442.0,,,,
508,192,36,3,,,,,,,443.0,,,,
509,192,36,3,,,,,,,443.0,,,,
510,193,36,3,,,,,,,444.0,,,,
511,191,36,3,,,,,,,447.0,,,,
512,192,36,3,,,,,,,447.0,,,,
513,195,38,3,,,,,,,443.0,,,,
514,195,38,3,,,,,,,444.0,,,,
515,196,38,3,,,,,,,444.0,,,,
516,196,38,3,,,,,,,444.0,,,,
517,196,38,3,,,,,,,444.0,,,,
518,197,38,3,,,,,,,444.0,,,,
519,197,38,3,,,,,,,444.0,,,,
520,195,38,3,,,,,,,449.0,,,,
521,195,38,3,,,,,,,449.0,,,,
522,197,38,3,,,,,,,451.0,,,,
523,197,45,3,,,,,,,442.0,,,,
524,197,45,3,,,,,,,442.0,,,,
525,198,45,3,,,,,,,443.0,,,,
526,199,45,3,,,,,,,444.0,,,,
527,199,45,3,,,,,,,444.0,,,,
528,200,45,3,,,,,,,445.0,,,,
529,200,45,3,,,,,,,445.0,,,,
530,200,45,3,,,,,,,446.0,,,,
531,198,45,3,,,,,,,,450.0,,,
532,199,45,3,,,,,,,,450.0,,,
533,200,45,3,,,,,,,,448.0,,,
534,199,45,3,,,,,,,,451.0,,,
535,199,45,3,,,,,,,,451.0,,,
536,199,45,3,,,,,,,,454.0,,,
537,199,45,3,,,,,,,,455.0,,,
538,199,45,3,,,,,,,,455.0,,,
539,199,45,3,,,,,,,,454.0,,,
540,199,43,3,,,,,,,,469.0,,,
541,199,43,3,,,,,,,,469.0,,,
542,198,45,3,,,,,,,,468.0,,,
543,199,45,3,,,,,,,,468.0,,,
544,197,45,3,,,,,,,,474.0,,,
545,197,45,3,,,,,,,,474.0,,,
546,198,43,3,,,,,,,,478.0,,,
547,198,43,3,,,,,,,,478.0,,,
548,198,43,3,,,,,,,,479.0,,,
549,198,43,3,,,,,,,,479.0,,,
550,198,43,3,,,,,,,,480.0,,,
551,198,43,3,,,,,,,,480.0,,,
552,196,41,3,,,,,,,,492.0,,,
553,196,41,3,,,,,,,,492.0,,,
554,197,41,3,,,,,,,,490.0,,,
555,197,41,3,,,,,,,,490.0,,,
556,198,41,3,,,,,,,,492.0,,,
557,198,41,3,,,,,,,,492.0,,,
558,199,41,3,,,,,,,,492.0,,,
559,199,41,3,,,,,,,,491.0,,,
560,198,39,3,,,,,,,,505.0,,,
561,198,39,3,,,,,,,,505.0,,,
562,198,39,3,,,,,,,,505.0,,,
563,198,39,3,,,,,,,,505.0,,,
564,199,39,3,,,,,,,,505.0,,,
565,199,39,3,,,,,,,,506.0,,,
566,199,39,3,,,,,,,,506.0,,,
567,201,39,3,,,,,,,,504.0,,,
568,202,39,3,,,,,,,,504.0,,,
569,202,39,3,,,,,,,,504.0,,,
570,200,39,3,,,,,,,,516.0,,,
571,200,39,3,,,,,,,,516.0,,,
572,200,39,3,,,,,,,,515.0,,,
573,200,39,3,,,,,,,,515.0,,,
574,200,39,3,,,,,,,,515.0,,,
575,200,39,3,,,,,,,,514.0,,,
576,198,43,3,,,,,,,,518.0,,,
577,198,43,3,,,,,,,,518.0,,,
578,198,43,3,,,,,,,,518.0,,,
579,198,43,3,,,,,,,,518.0,,,
580,195,43,3,,,,,,,,525.0,,,
581,195,43,3,,,,,,,,525.0,,,
582,197,43,3,,,,,,,,525.0,,,
583,197,45,3,,,,,,,,522.0,,,
584,197,45,3,,,,,,,,521.0,,,
585,197,45,3,,,,,,,,521.0,,,
586,197,45,3,,,,,,,,521.0,,,
587,197,45,3,,,,,,,,521.0,,,
588,197,40,3,,,,,,,,530.0,,,
589,197,40,3,,,,,,,,529.0,,,
590,198,40,3,,,,,,,,529.0,,,
591,198,40,3,,,,,,,,529.0,,,
592,198,36,3,,,,,,,,537.0,,,
593,198,36,3,,,,,,,,537.0,,,
594,198,36,,,,,,,,,545.0,,,
595,198,36,,,,,,,,,545.0,,,
596,198,36,,,,,,,,,545.0,,,
597,198,36,,,,,,,,,545.0,,,
598,201,38,,,,,,,,,539.0,,,
599,201,38,,,,,,,,,539.0,,,
600,203,38,,,,,,,,,540.0,,,
601,203,38,,,,,,,,,540.0,,,
602,204,38,,,,,,,,,540.0,,,
603,204,38,,,,,,,,,541.0,,,
604,204,38,,,,,,,,,541.0,,,
605,204,38,,,,,,,,,541.0,,,
606,204,38,,,,,,,,,541.0,,,
607,204,38,,,,,,,,,541.0,,,
608,204,38,,,,,,,,,541.0,,,
609,204,38,,,,,,,,,541.0,,,
610,204,40,,,,,,,,,541.0,,,
611,204,40,,,,,,,,,540.0,,,
612,205,40,,,,,,,,,540.0,,,
613,205,40,,,,,,,,,540.0,,,
614,205,40,,,,,,,,,542.0,,,
615,205,40,,,,,,,,,542.0,,,
616,203,40,,,,,,,,,547.0,,,
617,203,40,,,,,,,,,546.0,,,
618,203,40,,,,,,,,,546.0,,,
619,203,40,,,,,,,,,546.0,,,
620,203,40,,,,,,,,,546.0,,,
621,203,40,,,,,,,,,546.0,,,
622,204,40,,,,,,,,,546.0,,,
623,204,40,,,,,,,,,546.0,,,
624,204,40,,,,,,,,,547.0,,,
625,204,40,,,,,,,,,547.0,,,
626,204,40,,,,,,,,,548.0,,,
627,204,40,,,,,,,,,548.0,,,
628,205,40,,,,,,,,,548.0,,,
629,205,40,,,,,,,,,548.0,,,
630,204,40,,,,,,,,,553.0,,,
631,204,40,,,,,,,,,553.0,,,
632,205,40,,,,,,,,,553.0,,,
633,205,40,,,,,,,,,553.0,,,
634,205,40,,,,,,,,,553.0,,,
635,205,40,,,,,,,,,552.0,,,
636,207,40,,,,,,,,,554.0,,,
637,204,38,,,,,,,,,560.0,,,
638,204,38,,,,,,,,,560.0,,,
639,204,38,,,,,,,,,561.0,,,
640,206,38,,,,,,,,,563.0,,,
641,206,38,,,,,,,,,563.0,,,
642,207,38,,,,,,,,,563.0,,,
643,207,38,,,,,,,,,563.0,,,
644,207,38,,,,,,,,,563.0,,,
645,207,38,,,,,,,,,563.0,,,
646,207,38,,,,,,,,,563.0,,,
647,207,38,,,,,,,,,563.0,,,
648,208,38,,,,,,,,,,568.0,,
649,208,38,,,,,,,,,,568.0,,
650,208,38,,,,,,,,,,568.0,,
651,208,38,,,,,,,,,,568.0,,
652,207,38,,,,,,,,,,572.0,,
653,208,38,,,,,,,,,,570.0,,
654,208,38,,,,,,,,,,570.0,,
655,208,38,,,,,,,,,,570.0,,
656,209,38,,,,,,,,,,571.0,,
657,209,38,,,,,,,,,,571.0,,
658,209,38,,,,,,,,,,571.0,,
