day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
151,56,9,,,,,,,187.0,,,,,,,,
152,56,9,,,,,,,189.0,,,,,,,,
153,59,9,,,,,,,190.0,,,,,,,,
154,60,9,,,,,,,192.0,,,,,,,,
155,60,9,,,,,,,193.0,,,,,,,,
156,59,9,,,,,,,196.0,,,,,,,,
157,59,9,,,,,,,197.0,,,,,,,,
158,59,9,,,,,,,196.0,,,,,,,,
159,56,9,,,,,,,200.0,,,,,,,,
160,58,9,,,,,,,202.0,,,,,,,,
161,58,9,,,,,,,202.0,,,,,,,,
162,58,9,,,,,,,202.0,,,,,,,,
163,59,9,,,,,,,202.0,,,,,,,,
164,60,9,,,,,,,202.0,,,,,,,,
165,63,9,,,,,,,202.0,,,,,,,,
166,63,9,,,,,,,205.0,,,,,,,,
167,63,9,,,,,,,205.0,,,,,,,,
168,63,6,5,,,,,,205.0,,,,,,,,
169,64,6,5,,,,,,205.0,,,,,,,,
170,65,6,5,,,,,,205.0,,,,,,,,
171,63,6,5,,,,,,208.0,,,,,,,,
172,61,6,5,,,,,,215.0,,,,,,,,
173,61,6,5,,,,,,215.0,,,,,,,,
174,62,6,5,,,,,,216.0,,,,,,,,
175,63,6,5,,,,,,217.0,,,,,,,,
176,64,6,5,,,,,,221.0,,,,,,,,
177,64,6,5,,,,,,222.0,,,,,,,,
178,67,6,5,,,,,,223.0,,,,,,,,
179,68,6,5,,,,,,223.0,,,,,,,,
180,69,6,5,,,,,,,230.0,,,,,,,
181,73,6,5,,,,,,,230.0,,,,,,,
182,73,6,5,,,,,,,230.0,,,,,,,
183,73,6,,,,,,,,239.0,,,,,,,
184,71,6,,,,,,,,242.0,,,,,,,
185,72,6,,,,,,,,242.0,,,,,,,
186,74,8,,,,,,,,238.0,,,,,,,
187,74,8,,,,,,,,239.0,,,,,,,
188,74,8,,,,,,,,240.0,,,,,,,
189,75,8,,,,,,,,240.0,,,,,,,
190,76,8,,,,,,,,240.0,,,,,,,
191,76,8,,,,,,,,240.0,,,,,,,
192,76,8,,,,,,,,244.0,,,,,,,
193,76,8,,,,,,,,244.0,,,,,,,
194,78,8,,,,,,,,244.0,,,,,,,
195,78,8,,,,,,,,244.0,,,,,,,
196,78,8,,,,,,,,246.0,,,,,,,
197,80,8,,,,,,,,246.0,,,,,,,
198,80,8,,,,,,,,249.0,,,,,,,
199,79,8,,,,,,,,252.0,,,,,,,
200,81,8,,,,,,,,256.0,,,,,,,
201,83,8,,,,,,,,256.0,,,,,,,
202,86,9,,,,,,,,258.0,,,,,,,
203,84,9,,,,,,,,261.0,,,,,,,
204,86,9,,,,,,,,262.0,,,,,,,
205,85,11,,,,,,,,262.0,,,,,,,
206,85,11,,,,,,,,263.0,,,,,,,
207,87,11,,,,,,,,263.0,,,,,,,
208,87,11,,,,,,,,269.0,,,,,,,
209,87,11,,,,,,,,269.0,,,,,,,
210,90,11,,,,,,,,271.0,,,,,,,
211,91,11,,,,,,,,271.0,,,,,,,
212,91,11,,,,,,,,271.0,,,,,,,
213,91,11,,,,,,,,271.0,,,,,,,
214,91,11,,,,,,,,272.0,,,,,,,
215,91,11,,,,,,,,272.0,,,,,,,
216,91,13,,,,,,,,272.0,,,,,,,
217,91,13,,,,,,,,272.0,,,,,,,
218,93,13,,,,,,,,272.0,,,,,,,
219,93,13,,,,,,,,272.0,,,,,,,
220,91,13,,,,,,,,279.0,,,,,,,
221,91,13,,,,,,,,279.0,,,,,,,
222,74,9,,,,,,,,,301.0,,,,,,
223,75,9,,,,,,,,,301.0,,,,,,
224,76,9,,,,,,,,,303.0,,,,,,
225,76,9,,,,,,,,,304.0,,,,,,
226,76,9,,,,,,,,,304.0,,,,,,
227,77,9,,,,,,,,,304.0,,,,,,
228,80,9,,,,,,,,,306.0,,,,,,
229,80,9,,,,,,,,,306.0,,,,,,
230,81,9,,,,,,,,,309.0,,,,,,
231,81,9,,,,,,,,,310.0,,,,,,
232,81,9,,,,,,,,,310.0,,,,,,
233,81,9,,,,,,,,,310.0,,,,,,
234,82,9,,,,,,,,,312.0,,,,,,
235,82,9,,,,,,,,,313.0,,,,,,
236,83,9,,,,,,,,,315.0,,,,,,
237,83,9,,,,,,,,,315.0,,,,,,
238,83,9,,,,,,,,,318.0,,,,,,
239,83,9,,,,,,,,,318.0,,,,,,
240,83,9,,,,,,,,,319.0,,,,,,
241,83,9,,,,,,,,,319.0,,,,,,
242,83,9,,,,,,,,,320.0,,,,,,
243,84,9,,,,,,,,,318.0,,,,,,
244,83,9,,,,,,,,,320.0,,,,,,
245,84,9,,,,,,,,,320.0,,,,,,
246,85,9,,,,,,,,,320.0,,,,,,
247,85,9,,,,,,,,,320.0,,,,,,
248,87,9,,,,,,,,,,323.0,,,,,
249,89,9,,,,,,,,,,324.0,,,,,
250,90,9,,,,,,,,,,325.0,,,,,
251,90,9,,,,,,,,,,325.0,,,,,
252,91,9,,,,,,,,,,325.0,,,,,
253,91,9,,,,,,,,,,325.0,,,,,
254,93,11,,,,,,,,,,325.0,,,,,
255,92,11,,,,,,,,,,328.0,,,,,
256,92,11,,,,,,,,,,328.0,,,,,
257,93,11,,,,,,,,,,328.0,,,,,
258,94,11,,,,,,,,,,328.0,,,,,
259,94,9,,,,,,,,,,332.0,,,,,
260,94,9,,,,,,,,,,335.0,,,,,
261,94,9,,,,,,,,,,336.0,,,,,
262,91,9,,,,,,,,,,343.0,,,,,
263,92,9,,,,,,,,,,344.0,,,,,
264,92,9,,,,,,,,,,344.0,,,,,
265,93,9,,,,,,,,,,344.0,,,,,
266,93,9,,,,,,,,,,344.0,,,,,
267,94,9,,,,,,,,,,346.0,,,,,
268,92,9,,,,,,,,,,350.0,,,,,
269,92,9,,,,,,,,,,350.0,,,,,
270,92,9,,,,,,,,,,353.0,,,,,
271,92,9,,,,,,,,,,353.0,,,,,
272,93,9,,,,,,,,,,355.0,,,,,
273,94,9,,,,,,,,,,355.0,,,,,
274,95,9,,,,,,,,,,356.0,,,,,
275,95,9,,,,,,,,,,355.0,,,,,
276,96,9,,,,,,,,,,357.0,,,,,
277,97,9,,,,,,,,,,358.0,,,,,
278,99,9,,,,,,,,,,358.0,,,,,
279,99,9,,,,,,,,,,361.0,,,,,
280,100,9,,,,,,,,,,363.0,,,,,
281,100,9,,,,,,,,,,364.0,,,,,
282,102,9,,,,,,,,,,364.0,,,,,
283,102,9,,,,,,,,,,364.0,,,,,
284,103,11,,,,,,,,,,365.0,,,,,
285,98,9,,,,,,,,,,373.0,,,,,
286,99,9,,,,,,,,,,373.0,,,,,
287,99,9,,,,,,,,,,375.0,,,,,
288,100,9,,,,,,,,,,378.0,,,,,
289,100,9,,,,,,,,,,378.0,,,,,
290,101,9,,,,,,,,,,378.0,,,,,
291,106,9,,,,,,,,,,372.0,,,,,
292,108,9,,,,,,,,,,372.0,,,,,
293,109,9,,,,,,,,,,372.0,,,,,
294,109,9,,,,,,,,,,374.0,,,,,
295,109,9,,,,,,,,,,374.0,,,,,
296,109,9,,,,,,,,,,374.0,,,,,
297,109,9,,,,,,,,,,376.0,,,,,
298,110,9,,,,,,,,,,376.0,,,,,
299,111,9,,,,,,,,,,377.0,,,,,
300,114,9,,,,,,,,,,377.0,,,,,
301,115,9,,,,,,,,,,377.0,,,,,
302,115,9,,,,,,,,,,379.0,,,,,
303,116,9,,,,,,,,,,378.0,,,,,
304,114,9,,,,,,,,,,382.0,,,,,
305,115,9,,,,,,,,,,384.0,,,,,
306,119,9,,,,,,,,,,385.0,,,,,
307,122,9,,,,,,,,,,385.0,,,,,
308,125,9,,,,,,,,,,385.0,,,,,
309,126,11,,,,,,,,,,382.0,,,,,
310,126,11,,,,,,,,,,385.0,,,,,
311,126,11,,,,,,,,,,385.0,,,,,
312,126,11,,,,,,,,,,385.0,,,,,
313,126,11,,,,,,,,,,385.0,,,,,
314,129,11,,,,,,,,,,385.0,,,,,
315,130,11,,,,,,,,,,386.0,,,,,
316,131,11,,,,,,,,,,386.0,,,,,
317,131,11,,,,,,,,,,386.0,,,,,
318,131,11,,,,,,,,,,386.0,,,,,
319,132,11,,,,,,,,,,386.0,,,,,
320,134,11,,,,,,,,,,392.0,,,,,
321,135,11,,,,,,,,,,392.0,,,,,
322,133,11,,,,,,,,,,395.0,,,,,
323,133,11,,,,,,,,,,395.0,,,,,
324,133,6,,,,,,,,,,403.0,,,,,
325,133,6,,,,,,,,,,403.0,,,,,
326,133,6,,,,,,,,,,404.0,,,,,
327,133,6,,,,,,,,,,405.0,,,,,
328,134,6,,,,,,,,,,406.0,,,,,
329,135,6,,,,,,,,,,406.0,,,,,
330,132,6,,,,,,,,,,409.0,,,,,
331,132,6,,,,,,,,,,409.0,,,,,
332,133,6,,,,,,,,,,410.0,,,,,
333,133,6,,,,,,,,,,411.0,,,,,
334,136,6,,,,,,,,,,412.0,,,,,
335,136,6,,,,,,,,,,413.0,,,,,
336,138,6,,,,,,,,,,413.0,,,,,
337,140,8,,,,,,,,,,408.0,,,,,
338,139,8,,,,,,,,,,410.0,,,,,
339,138,8,,,,,,,,,,413.0,,,,,
340,138,8,,,,,,,,,,413.0,,,,,
341,139,8,,,,,,,,,,413.0,,,,,
342,141,8,,,,,,,,,,413.0,,,,,
343,141,8,,,,,,,,,,413.0,,,,,
344,141,6,,,,,,,,,,419.0,,,,,
345,141,6,,,,,,,,,,420.0,,,,,
346,141,6,,,,,,,,,,422.0,,,,,
347,141,6,,,,,,,,,,423.0,,,,,
348,142,6,,,,,,,,,,424.0,,,,,
349,143,6,,,,,,,,,,424.0,,,,,
350,143,6,,,,,,,,,,424.0,,,,,
351,143,6,,,,,,,,,,425.0,,,,,
352,139,6,,,,,,,,,,432.0,,,,,
353,139,6,,,,,,,,,,432.0,,,,,
354,142,6,,,,,,,,,,432.0,,,,,
355,142,6,,,,,,,,,,432.0,,,,,
356,142,6,,,,,,,,,,432.0,,,,,
357,142,6,,,,,,,,,,433.0,,,,,
358,144,6,,,,,,,,,,434.0,,,,,
359,144,6,,,,,,,,,,434.0,,,,,
360,145,6,,,,,,,,,,438.0,,,,,
361,145,6,,,,,,,,,,439.0,,,,,
362,146,6,,,,,,,,,,440.0,,,,,
363,146,6,,,,,,,,,,440.0,,,,,
364,146,6,,,,,,,,,,441.0,,,,,
365,146,6,,,,,,,,,,441.0,,,,,
366,147,6,,,,,,,,,,442.0,,,,,
367,147,6,,,,,,,,,,442.0,,,,,
368,149,6,,,,,,,,,,442.0,,,,,
369,149,6,,,,,,,,,,442.0,,,,,
370,150,6,,,,,,,,,,440.0,,,,,
371,150,6,,,,,,,,,,440.0,,,,,
372,150,6,,,,,,,,,,440.0,,,,,
373,150,6,,,,,,,,,,440.0,,,,,
374,150,6,,,,,,,,,,440.0,,,,,
375,147,6,,,,,,,,,,445.0,,,,,
376,147,6,,,,,,,,,,446.0,,,,,
377,147,6,,,,,,,,,,446.0,,,,,
378,147,6,,,,,,,,,,447.0,,,,,
379,147,6,,,,,,,,,,447.0,,,,,
380,148,6,,,,,,,,,,448.0,,,,,
381,148,8,,,,,,,,,,445.0,,,,,
382,148,8,,,,,,,,,,445.0,,,,,
383,148,8,,,,,,,,,,445.0,,,,,
384,147,8,,,,,,,,,,447.0,,,,,
385,148,8,,,,,,,,,,447.0,,,,,
386,148,8,,,,,,,,,,447.0,,,,,
387,148,8,,,,,,,,,,448.0,,,,,
388,149,8,,,,,,,,,,449.0,,,,,
389,149,8,,,,,,,,,,449.0,,,,,
390,149,8,,,,,,,,,,449.0,,,,,
391,149,8,,,,,,,,,,449.0,,,,,
392,148,10,,,,,,,,,,450.0,,,,,
393,148,10,,,,,,,,,,450.0,,,,,
394,150,10,,,,,,,,,,450.0,,,,,
395,150,10,,,,,,,,,,451.0,,,,,
396,151,10,,,,,,,,,,451.0,,,,,
397,151,10,,,,,,,,,,451.0,,,,,
398,152,10,,,,,,,,,,451.0,,,,,
399,152,10,,,,,,,,,,451.0,,,,,
400,152,12,,,,,,,,,,450.0,,,,,
401,152,12,,,,,,,,,,450.0,,,,,
402,152,12,,,,,,,,,,450.0,,,,,
403,152,12,,,,,,,,,,450.0,,,,,
404,153,12,,,,,,,,,,452.0,,,,,
405,153,12,,,,,,,,,,452.0,,,,,
406,153,12,,,,,,,,,,452.0,,,,,
407,153,12,,,,,,,,,,452.0,,,,,
408,153,12,,,,,,,,,,456.0,,,,,
409,153,12,,,,,,,,,,456.0,,,,,
410,154,12,,,,,,,,,,457.0,,,,,
411,154,12,,,,,,,,,,457.0,,,,,
412,155,12,,,,,,,,,,458.0,,,,,
413,155,12,,,,,,,,,,458.0,,,,,
414,154,14,,,,,,,,,,458.0,,,,,
415,154,14,,,,,,,,,,458.0,,,,,
416,155,14,,,,,,,,,,460.0,,,,,
417,155,14,,,,,,,,,,460.0,,,,,
418,155,14,,,,,,,,,,460.0,,,,,
419,155,14,,,,,,,,,,460.0,,,,,
420,154,12,,,,,,,,,,469.0,,,,,
421,154,12,,,,,,,,,,469.0,,,,,
422,154,12,,,,,,,,,,469.0,,,,,
423,155,12,,,,,,,,,,470.0,,,,,
424,156,12,,,,,,,,,,471.0,,,,,
425,156,12,,,,,,,,,,471.0,,,,,
426,156,12,,,,,,,,,,472.0,,,,,
427,156,12,,,,,,,,,,472.0,,,,,
428,156,12,,,,,,,,,,472.0,,,,,
429,156,12,,,,,,,,,,472.0,,,,,
430,157,12,,,,,,,,,,473.0,,,,,
431,157,12,,,,,,,,,,473.0,,,,,
432,160,12,,,,,,,,,,473.0,,,,,
433,160,12,,,,,,,,,,473.0,,,,,
434,160,12,,,,,,,,,,473.0,,,,,
435,160,12,,,,,,,,,,473.0,,,,,
436,160,12,,,,,,,,,,473.0,,,,,
437,160,12,,,,,,,,,,473.0,,,,,
438,161,12,,,,,,,,,,473.0,,,,,
439,161,12,,,,,,,,,,473.0,,,,,
440,161,12,,,,,,,,,,478.0,,,,,
441,163,12,,,,,,,,,,478.0,,,,,
442,163,12,,,,,,,,,,478.0,,,,,
443,163,12,,,,,,,,,,478.0,,,,,
444,164,12,,,,,,,,,,478.0,,,,,
445,164,12,,,,,,,,,,478.0,,,,,
446,164,12,,,,,,,,,,478.0,,,,,
447,164,12,,,,,,,,,,478.0,,,,,
448,165,12,,,,,,,,,,476.0,,,,,
449,165,12,,,,,,,,,,476.0,,,,,
450,166,10,,,,,,,,,,481.0,,,,,
451,166,10,,,,,,,,,,481.0,,,,,
452,166,10,,,,,,,,,,483.0,,,,,
453,166,10,,,,,,,,,,483.0,,,,,
454,166,10,,,,,,,,,,483.0,,,,,
455,166,10,,,,,,,,,,483.0,,,,,
456,167,10,,,,,,,,,,486.0,,,,,
457,167,10,,,,,,,,,,486.0,,,,,
458,167,10,,,,,,,,,,487.0,,,,,
459,167,10,,,,,,,,,,486.0,,,,,
460,166,10,,,,,,,,,,490.0,,,,,
461,166,10,,,,,,,,,,490.0,,,,,
462,166,10,,,,,,,,,,492.0,,,,,
463,166,10,,,,,,,,,,492.0,,,,,
464,166,10,,,,,,,,,,494.0,,,,,
465,166,10,,,,,,,,,,495.0,,,,,
466,167,10,,,,,,,,,,497.0,,,,,
467,167,10,,,,,,,,,,497.0,,,,,
468,166,10,,,,,,,,,,499.0,,,,,
469,166,10,,,,,,,,,,500.0,,,,,
470,166,10,,,,,,,,,,500.0,,,,,
471,167,10,,,,,,,,,,498.0,,,,,
472,170,10,,,,,,,,,,499.0,,,,,
473,170,10,,,,,,,,,,499.0,,,,,
474,171,10,,,,,,,,,,500.0,,,,,
475,171,10,,,,,,,,,,500.0,,,,,
476,165,10,,,,,,,,,,507.0,,,,,
477,165,10,,,,,,,,,,509.0,,,,,
478,166,10,,,,,,,,,,511.0,,,,,
479,166,10,,,,,,,,,,511.0,,,,,
480,166,10,,,,,,,,,,511.0,,,,,
481,166,10,,,,,,,,,,511.0,,,,,
482,167,10,,,,,,,,,,510.0,,,,,
483,168,10,,,,,,,,,,510.0,,,,,
484,169,10,,,,,,,,,,510.0,,,,,
485,169,10,,,,,,,,,,510.0,,,,,
486,170,10,,,,,,,,,,510.0,,,,,
487,170,10,,,,,,,,,,510.0,,,,,
488,168,10,,,,,,,,,,516.0,,,,,
489,168,10,,,,,,,,,,516.0,,,,,
490,172,10,,,,,,,,,,517.0,,,,,
491,172,10,,,,,,,,,,517.0,,,,,
492,173,10,,,,,,,,,,517.0,,,,,
493,173,10,,,,,,,,,,517.0,,,,,
494,174,10,,,,,,,,,,517.0,,,,,
495,174,10,,,,,,,,,,517.0,,,,,
496,176,10,,,,,,,,,,518.0,,,,,
497,176,10,,,,,,,,,,518.0,,,,,
498,176,10,,,,,,,,,,521.0,,,,,
499,176,10,,,,,,,,,,521.0,,,,,
500,177,10,,,,,,,,,,521.0,,,,,
501,177,10,,,,,,,,,,521.0,,,,,
502,175,10,,,,,,,,,,524.0,,,,,
503,175,10,,,,,,,,,,524.0,,,,,
504,175,10,,,,,,,,,,526.0,,,,,
505,177,10,,,,,,,,,,526.0,,,,,
506,178,10,,,,,,,,,,526.0,,,,,
507,178,10,,,,,,,,,,526.0,,,,,
508,177,12,,,,,,,,,,526.0,,,,,
509,177,12,,,,,,,,,,526.0,,,,,
510,177,12,,,,,,,,,,529.0,,,,,
511,177,10,,,,,,,,,,532.0,,,,,
512,178,10,,,,,,,,,,532.0,,,,,
513,181,10,,,,,,,,,,530.0,,,,,
514,181,10,,,,,,,,,,531.0,,,,,
515,182,10,,,,,,,,,,531.0,,,,,
516,182,10,,,,,,,,,,531.0,,,,,
517,182,10,,,,,,,,,,531.0,,,,,
518,183,10,,,,,,,,,,531.0,,,,,
519,183,10,,,,,,,,,,530.0,,,,,
520,180,10,,,,,,,,,,536.0,,,,,
521,180,10,,,,,,,,,,536.0,,,,,
522,182,10,,,,,,,,,,538.0,,,,,
523,182,10,,,,,,,,,,538.0,,,,,
524,182,10,,,,,,,,,,538.0,,,,,
525,183,10,,,,,,,,,,539.0,,,,,
526,184,10,,,,,,,,,,540.0,,,,,
527,184,10,,,,,,,,,,540.0,,,,,
528,185,10,,,,,,,,,,541.0,,,,,
529,185,10,,,,,,,,,,541.0,,,,,
530,185,10,,,,,,,,,,542.0,,,,,
531,185,10,,,,,,,,,,543.0,,,,,
532,186,10,,,,,,,,,,543.0,,,,,
533,186,10,,,,,,,,,,543.0,,,,,
534,185,10,,,,,,,,,,546.0,,,,,
535,185,10,,,,,,,,,,546.0,,,,,
536,185,10,,,,,,,,,,549.0,,,,,
537,185,10,,,,,,,,,,550.0,,,,,
538,185,10,,,,,,,,,,550.0,,,,,
539,185,10,,,,,,,,,,549.0,,,,,
540,185,10,,,,,,,,,,562.0,,,,,
541,185,10,,,,,,,,,,562.0,,,,,
542,185,10,,,,,,,,,,563.0,,,,,
543,186,10,,,,,,,,,,563.0,,,,,
544,187,10,,,,,,,,,,566.0,,,,,
545,187,10,,,,,,,,,,566.0,,,,,
546,186,10,,,,,,,,,,570.0,,,,,
547,186,10,,,,,,,,,,569.0,,,,,
548,186,10,,,,,,,,,,570.0,,,,,
549,186,10,,,,,,,,,,570.0,,,,,
550,186,10,,,,,,,,,,571.0,,,,,
551,186,10,,,,,,,,,,571.0,,,,,
552,184,8,,,,,,,,,,583.0,,,,,
553,184,8,,,,,,,,,,583.0,,,,,
554,184,8,,,,,,,,,,583.0,,,,,
555,184,8,,,,,,,,,,583.0,,,,,
556,185,8,,,,,,,,,,585.0,,,,,
557,185,8,,,,,,,,,,585.0,,,,,
558,186,8,,,,,,,,,,585.0,,,,,
559,186,8,,,,,,,,,,585.0,,,,,
560,186,8,,,,,,,,,,596.0,,,,,
561,186,8,,,,,,,,,,596.0,,,,,
562,186,8,,,,,,,,,,596.0,,,,,
563,187,8,,,,,,,,,,594.0,,,,,
564,188,8,,,,,,,,,,594.0,,,,,
565,188,8,,,,,,,,,,595.0,,,,,
566,188,8,,,,,,,,,,595.0,,,,,
567,189,8,,,,,,,,,,595.0,,,,,
568,190,8,,,,,,,,,,595.0,,,,,
569,190,8,,,,,,,,,,595.0,,,,,
570,188,8,,,,,,,,,,607.0,,,,,
571,188,8,,,,,,,,,,606.0,,,,,
572,188,8,,,,,,,,,,606.0,,,,,
573,188,8,,,,,,,,,,606.0,,,,,
574,188,8,,,,,,,,,,606.0,,,,,
575,188,8,,,,,,,,,,606.0,,,,,
576,188,10,,,,,,,,,,610.0,,,,,
577,188,10,,,,,,,,,,610.0,,,,,
578,188,10,,,,,,,,,,610.0,,,,,
579,188,10,,,,,,,,,,610.0,,,,,
580,188,10,,,,,,,,,,614.0,,,,,
581,188,10,,,,,,,,,,614.0,,,,,
582,190,12,,,,,,,,,,611.0,,,,,
583,190,12,,,,,,,,,,611.0,,,,,
584,190,12,,,,,,,,,,611.0,,,,,
