day_counter,0,1,2,3,4,5,6,7,8,9,10
198,77,5,,,,,,,234.0,,
199,77,5,,,,,,,236.0,,
200,79,5,,,,,,,240.0,,
201,81,5,,,,,,,240.0,,
202,84,5,,,,,,,244.0,,
203,83,5,,,,,,,246.0,,
204,85,5,,,,,,,247.0,,
205,85,5,,,,,,,248.0,,
206,86,5,,,,,,247.0,,,
207,88,5,,,,,,247.0,,,
208,89,5,,,,,,252.0,,,
209,89,5,,,,,,252.0,,,
210,92,5,,,,,,254.0,,,
211,93,5,,,,,,254.0,,,
212,93,5,,,,,,253.0,,,
213,93,5,,,,,,253.0,,,
214,92,7,,,,,,253.0,,,
215,92,7,,,,,,254.0,,,
216,92,9,,,,,,254.0,,,
217,92,9,,,,,,254.0,,,
218,94,11,,,,,,251.0,,,
219,94,11,,,,,,250.0,,,
220,93,11,,,,,,256.0,,,
221,93,11,,,,,,256.0,,,
222,76,4,,,,,,281.0,,,
223,77,4,,,,,,281.0,,,
224,78,4,,,,,,283.0,,,
225,78,4,,,,,,284.0,,,
226,78,4,,,,,,284.0,,,
227,79,4,,,,,,284.0,,,
228,82,4,,,,,,286.0,,,
229,86,8,,,,,,277.0,,,
230,85,8,,,,,,282.0,,,
231,85,8,,,,,,283.0,,,
232,85,8,,,,,,283.0,,,
233,85,8,,,,,,283.0,,,
234,86,8,,,,,,284.0,,,
235,86,8,,,,,,285.0,,,
236,84,8,,,,,,290.0,,,
237,84,8,,,,,,290.0,,,
238,86,8,,,,,,290.0,,,
239,86,8,,,,,,290.0,,,
240,86,8,,,,,,291.0,,,
241,86,8,,,,,,291.0,,,
242,86,8,,,,,,292.0,,,
243,86,8,,,,,,292.0,,,
244,86,8,,,,,,293.0,,,
245,101,13,,,,,,273.0,,,
246,102,13,,,,,,273.0,,,
247,102,13,,,,,,273.0,,,
248,104,13,,,,,,276.0,,,
249,106,13,,,,,,277.0,,,
250,109,13,,,,,,275.0,,,
251,109,13,,,,,,275.0,,,
252,110,13,,,,,,275.0,,,
253,110,13,,,,,,275.0,,,
254,113,13,,,,,,276.0,,,
255,111,15,,,,,,278.0,,,
256,111,15,,,,,,278.0,,,
257,112,15,,,,,,277.0,,,
258,113,15,,,,,,277.0,,,
259,110,11,,,,,,286.0,,,
260,110,11,,,,,,289.0,,,
261,111,14,,,,,,285.0,,,
262,107,14,,,,,,293.0,,,
263,108,14,,,,,,294.0,,,
264,108,14,,,,,,294.0,,,
265,109,14,,,,,,294.0,,,
266,110,14,4,,,,,288.0,,,
267,111,14,4,,,,,290.0,,,
268,107,14,4,,,,,296.0,,,
269,107,14,4,,,,,296.0,,,
270,109,14,4,,,,,297.0,,,
271,109,14,4,,,,,297.0,,,
272,110,18,4,,,,,294.0,,,
273,111,18,4,,,,,294.0,,,
274,112,18,4,,,,,295.0,,,
275,112,18,4,,,,,295.0,,,
276,113,18,4,,,,,297.0,,,
277,114,18,4,,,,,298.0,,,
278,120,20,4,,,,,291.0,,,
279,120,20,4,,,,,,294.0,,
280,122,20,4,,,,,,295.0,,
281,122,20,4,,,,,,296.0,,
282,124,20,4,,,,,,296.0,,
283,124,20,4,,,,,,295.0,,
284,124,20,4,,,,,,299.0,,
285,121,16,4,,,,,,307.0,,
286,122,16,4,,,,,,307.0,,
287,122,16,4,,,,,,309.0,,
288,123,16,4,,,,,,312.0,,
289,123,16,4,,,,,,311.0,,
290,124,16,4,,,,,,311.0,,
291,124,16,4,,,,,,311.0,,
292,127,16,4,,,,,,309.0,,
293,128,16,4,,,,,,309.0,,
294,127,16,4,,,,,,312.0,,
295,127,16,4,,,,,,312.0,,
296,127,20,4,,,,,,307.0,,
297,128,18,4,,,,,,310.0,,
298,129,18,4,,,,,,309.0,,
299,130,18,4,,,,,,310.0,,
300,133,18,4,,,,,,309.0,,
301,134,18,4,,,,,,309.0,,
302,135,18,4,,,,,,310.0,,
303,136,18,4,,,,,,310.0,,
304,133,18,4,,,,,,315.0,,
305,134,20,4,,,,,,314.0,,
306,138,20,4,,,,,,315.0,,
307,141,20,4,,,,,,315.0,,
308,144,20,4,,,,,,315.0,,
309,145,20,4,,,,,,315.0,,
310,145,20,4,,,,,,318.0,,
311,145,20,4,,,,,,318.0,,
312,147,20,4,,,,,,315.0,,
313,147,20,4,,,,,,315.0,,
314,150,20,4,,,,,,315.0,,
315,151,20,4,,,,,,316.0,,
316,152,20,4,,,,,,316.0,,
317,152,20,4,,,,,,316.0,,
318,152,20,4,,,,,,315.0,,
319,153,20,4,,,,,,315.0,,
320,154,22,4,,,,,,,319.0,
321,155,22,4,,,,,,,319.0,
322,155,22,4,,,,,,,320.0,
323,155,22,4,,,,,,,320.0,
324,154,22,4,,,,,,,323.0,
325,154,22,4,,,,,,,323.0,
326,154,22,4,,,,,,,324.0,
327,154,22,4,,,,,,,324.0,
328,155,22,4,,,,,,,325.0,
329,156,22,4,,,,,,,325.0,
330,152,20,4,,,,,,,332.0,
331,152,20,4,,,,,,,332.0,
332,153,20,4,,,,,,,333.0,
333,153,20,4,,,,,,,334.0,
334,156,20,4,,,,,,,335.0,
335,156,20,4,,,,,,,336.0,
336,158,20,4,,,,,,,336.0,
337,158,20,4,,,,,,,335.0,
338,158,18,4,,,,,,,338.0,
339,155,18,4,,,,,,,343.0,
340,155,18,4,,,,,,,343.0,
341,156,18,4,,,,,,,343.0,
342,158,18,4,,,,,,,343.0,
343,158,18,4,,,,,,,343.0,
344,158,18,4,,,,,,,347.0,
345,158,18,4,,,,,,,348.0,
346,158,18,4,,,,,,,349.0,
347,158,18,4,,,,,,,350.0,
348,157,18,4,,,,,,,353.0,
349,158,18,4,,,,,,,353.0,
350,158,18,4,,,,,,,353.0,
351,158,18,4,,,,,,,354.0,
352,158,18,4,,,,,,,356.0,
353,158,18,4,,,,,,,356.0,
354,161,18,4,,,,,,,356.0,
355,161,18,4,,,,,,,356.0,
356,161,18,4,,,,,,,356.0,
357,162,20,4,,,,,,,353.0,
358,164,20,4,,,,,,,354.0,
359,164,20,4,,,,,,,355.0,
360,165,20,4,,,,,,,359.0,
361,165,20,4,,,,,,,360.0,
362,166,20,4,,,,,,,361.0,
363,166,20,4,,,,,,,361.0,
364,166,20,4,,,,,,,362.0,
365,166,20,4,,,,,,,362.0,
366,167,21,4,,,,,,,362.0,
367,167,21,4,,,,,,,362.0,
368,171,21,4,,,,,,,358.0,
369,171,21,4,,,,,,,358.0,
370,171,21,4,,,,,,,358.0,
371,171,21,4,,,,,,,358.0,
372,171,21,4,,,,,,,358.0,
373,171,21,4,,,,,,,358.0,
374,171,21,4,,,,,,,358.0,
375,167,22,4,,,,,,,363.0,
376,167,22,4,,,,,,,364.0,
377,167,22,4,,,,,,,364.0,
378,167,20,4,,,,,,,367.0,
379,167,20,4,,,,,,,367.0,
380,168,20,4,,,,,,,368.0,
381,168,20,4,,,,,,,368.0,
382,168,20,4,,,,,,,368.0,
383,168,20,4,,,,,,,368.0,
384,167,18,4,,,,,,,371.0,
385,168,18,4,,,,,,,371.0,
386,168,18,4,,,,,,,371.0,
387,169,18,4,,,,,,,370.0,
388,170,18,4,,,,,,,371.0,
389,170,18,4,,,,,,,371.0,
390,170,18,4,,,,,,,371.0,
391,170,18,4,,,,,,,371.0,
392,170,18,4,,,,,,,374.0,
393,170,18,4,,,,,,,374.0,
394,172,18,4,,,,,,,374.0,
395,172,18,4,,,,,,,374.0,
396,173,18,4,,,,,,,374.0,
397,173,18,4,,,,,,,374.0,
398,174,18,4,,,,,,,374.0,
399,174,18,4,,,,,,,374.0,
400,174,20,4,,,,,,,374.0,
401,174,20,4,,,,,,,374.0,
402,174,20,4,,,,,,,374.0,
403,174,20,4,,,,,,,374.0,
404,174,20,4,,,,,,,376.0,
405,174,20,4,,,,,,,376.0,
406,174,20,4,,,,,,,376.0,
407,174,20,4,,,,,,,376.0,
408,174,20,4,,,,,,,380.0,
409,174,20,4,,,,,,,380.0,
410,175,20,4,,,,,,,381.0,
411,175,20,4,,,,,,,381.0,
412,176,22,4,,,,,,,379.0,
413,177,22,4,,,,,,,377.0,
414,176,24,4,,,,,,,377.0,
415,176,24,4,,,,,,,377.0,
416,175,24,4,,,,,,,382.0,
417,175,24,4,,,,,,,382.0,
418,175,24,4,,,,,,,382.0,
419,175,24,4,,,,,,,382.0,
420,170,20,4,,,,,,,397.0,
421,170,20,4,,,,,,,397.0,
422,170,20,4,,,,,,,397.0,
423,171,20,4,,,,,,,398.0,
424,172,20,4,,,,,,,399.0,
425,172,20,4,,,,,,,399.0,
426,172,20,4,,,,,,,400.0,
427,172,20,4,,,,,,,399.0,
428,172,20,4,,,,,,,399.0,
429,172,20,4,,,,,,,399.0,
430,172,22,4,,,,,,,399.0,
431,172,22,4,,,,,,,399.0,
432,177,24,4,,,,,,,394.0,
433,177,24,4,,,,,,,394.0,
434,177,24,4,,,,,,,394.0,
435,177,24,4,,,,,,,394.0,
436,177,24,4,,,,,,,394.0,
437,177,24,4,,,,,,,394.0,
438,179,26,4,,,,,,,390.0,
439,179,26,4,,,,,,,390.0,
440,178,24,4,,,,,,,398.0,
441,180,24,4,,,,,,,398.0,
442,180,24,4,,,,,,,398.0,
443,180,24,4,,,,,,,398.0,
444,181,24,4,,,,,,,398.0,
445,181,24,4,,,,,,,398.0,
446,181,24,4,,,,,,,398.0,
447,181,24,4,,,,,,,398.0,
448,181,24,4,,,,,,,398.0,
449,181,26,4,,,,,,,395.0,
450,180,26,4,,,,,,,400.0,
451,182,29,4,,,,,,,394.0,
452,181,29,4,,,,,,,397.0,
453,181,29,4,,,,,,,397.0,
454,181,29,4,,,,,,,397.0,
455,181,29,4,,,,,,,397.0,
456,182,29,4,,,,,,,400.0,
457,182,29,4,,,,,,,400.0,
458,182,29,4,,,,,,,401.0,
459,182,29,4,,,,,,,401.0,
460,181,29,4,,,,,,,405.0,
461,181,29,4,,,,,,,405.0,
462,181,29,4,,,,,,,407.0,
463,181,29,4,,,,,,,406.0,
464,180,26,4,,,,,,,412.0,
465,180,26,4,,,,,,,413.0,
466,181,26,4,,,,,,,415.0,
467,181,26,4,,,,,,,415.0,
468,178,26,4,,,,,,,419.0,
469,178,26,4,,,,,,,419.0,
470,178,26,4,,,,,,,419.0,
471,178,26,4,,,,,,,419.0,
472,180,26,4,,,,,,,421.0,
473,180,26,4,,,,,,,421.0,
474,181,26,4,,,,,,,422.0,
475,181,26,4,,,,,,,422.0,
476,176,21,4,,,,,,,434.0,
477,176,21,4,,,,,,,436.0,
478,177,21,4,,,,,,,438.0,
479,177,21,4,,,,,,,438.0,
480,177,23,4,,,,,,,435.0,
481,177,23,4,,,,,,,435.0,
482,178,23,4,,,,,,,435.0,
483,179,23,4,,,,,,,435.0,
484,180,23,4,,,,,,,435.0,
485,180,23,4,,,,,,,435.0,
486,181,23,4,,,,,,,435.0,
487,183,23,4,,,,,,,432.0,
488,182,23,4,,,,,,,437.0,
489,182,23,4,,,,,,,437.0,
490,186,23,4,,,,,,,438.0,
491,186,23,4,,,,,,,438.0,
492,187,23,4,,,,,,,438.0,
493,187,23,4,,,,,,,438.0,
494,188,23,4,,,,,,,438.0,
495,188,23,4,,,,,,,438.0,
496,189,23,4,,,,,,,440.0,
497,189,23,4,,,,,,,440.0,
498,190,23,4,,,,,,,442.0,
499,190,23,4,,,,,,,441.0,
500,191,23,4,,,,,,,441.0,
501,191,23,4,,,,,,,441.0,
502,192,23,4,,,,,,,441.0,
503,192,23,4,,,,,,,441.0,
504,193,23,4,,,,,,,442.0,
505,195,23,4,,,,,,,442.0,
506,196,23,4,,,,,,,442.0,
507,196,23,4,,,,,,,442.0,
508,195,25,4,,,,,,,442.0,
509,196,25,4,,,,,,,440.0,
510,196,25,4,,,,,,,443.0,
511,196,25,4,,,,,,,444.0,
512,197,25,4,,,,,,,443.0,
513,199,25,4,,,,,,,443.0,
514,199,25,4,,,,,,,444.0,
515,200,25,4,,,,,,,444.0,
516,200,25,4,,,,,,,444.0,
517,200,25,4,,,,,,,444.0,
518,201,25,4,,,,,,,443.0,
519,201,25,4,,,,,,,443.0,
520,201,18,4,,,,,,,453.0,
521,201,18,4,,,,,,,453.0,
522,203,18,4,,,,,,,455.0,
523,203,18,4,,,,,,,455.0,
524,203,18,4,,,,,,,455.0,
525,204,18,4,,,,,,,456.0,
526,205,18,4,,,,,,,457.0,
527,205,18,4,,,,,,,457.0,
528,206,18,4,,,,,,,458.0,
529,206,18,4,,,,,,,458.0,
530,206,18,4,,,,,,,459.0,
531,203,18,4,,,,,,,464.0,
532,204,18,4,,,,,,,464.0,
533,204,18,4,,,,,,,464.0,
534,202,18,4,,,,,,,467.0,
535,202,18,4,,,,,,,467.0,
536,202,20,4,,,,,,,467.0,
537,202,20,4,,,,,,,468.0,
538,202,20,4,,,,,,,468.0,
539,202,20,4,,,,,,,468.0,
540,202,20,4,,,,,,,480.0,
541,202,20,4,,,,,,,480.0,
542,202,20,4,,,,,,,481.0,
543,203,20,4,,,,,,,481.0,
544,202,22,7,,,,,,,480.0,
545,202,22,7,,,,,,,480.0,
546,203,22,7,,,,,,,482.0,
547,203,22,7,,,,,,,482.0,
548,203,22,7,,,,,,,483.0,
549,203,22,7,,,,,,,483.0,
550,203,22,7,,,,,,,484.0,
551,203,22,7,,,,,,,483.0,
552,201,22,7,,,,,,,493.0,
553,201,22,7,,,,,,,493.0,
554,203,22,7,,,,,,,490.0,
555,203,22,7,,,,,,,490.0,
556,204,22,7,,,,,,,492.0,
557,204,22,7,,,,,,,492.0,
558,205,22,7,,,,,,,492.0,
559,205,22,7,,,,,,,492.0,
560,203,22,7,,,,,,,505.0,
561,203,22,7,,,,,,,505.0,
562,203,22,7,,,,,,,505.0,
563,203,22,7,,,,,,,505.0,
564,204,22,7,,,,,,,505.0,
565,205,22,7,,,,,,,503.0,
566,205,22,7,,,,,,,503.0,
567,206,22,7,,,,,,,503.0,
568,207,22,7,,,,,,,503.0,
569,207,22,7,,,,,,,503.0,
570,202,22,7,,,,,,,518.0,
571,202,22,7,,,,,,,517.0,
572,202,22,7,,,,,,,517.0,
573,202,22,7,,,,,,,517.0,
574,202,22,7,,,,,,,517.0,
575,202,22,7,,,,,,,517.0,
576,203,24,7,,,,,,,520.0,
577,203,24,7,,,,,,,520.0,
578,203,24,7,,,,,,,520.0,
579,205,24,7,,,,,,,517.0,
580,205,24,7,,,,,,,520.0,
581,205,24,7,,,,,,,520.0,
582,207,24,7,,,,,,,520.0,
583,207,24,7,,,,,,,520.0,
584,207,24,7,,,,,,,520.0,
585,207,24,7,,,,,,,519.0,
586,207,24,7,,,,,,,519.0,
587,207,24,7,,,,,,,519.0,
588,207,24,4,,,,,,,526.0,
589,207,24,4,,,,,,,526.0,
590,208,24,4,,,,,,,526.0,
591,208,24,4,,,,,,,526.0,
592,206,24,4,,,,,,,532.0,
593,206,24,4,,,,,,,532.0,
594,206,24,4,,,,,,,538.0,
595,206,24,4,,,,,,,538.0,
596,206,24,4,,,,,,,538.0,
597,206,24,4,,,,,,,538.0,
598,206,24,4,,,,,,,538.0,
599,206,24,4,,,,,,,538.0,
600,208,24,4,,,,,,,539.0,
601,208,24,4,,,,,,,539.0,
602,209,24,4,,,,,,,539.0,
603,210,24,4,,,,,,,538.0,
604,210,24,4,,,,,,,538.0,
605,210,24,4,,,,,,,538.0,
606,210,24,4,,,,,,,538.0,
607,210,24,4,,,,,,,538.0,
608,210,24,4,,,,,,,537.0,
609,210,24,4,,,,,,,537.0,
610,211,24,4,,,,,,,538.0,
611,211,24,4,,,,,,,538.0,
612,212,24,4,,,,,,,538.0,
613,212,24,4,,,,,,,538.0,
614,213,24,4,,,,,,,539.0,
615,213,24,4,,,,,,,539.0,
616,212,24,4,,,,,,,543.0,
617,212,24,4,,,,,,,543.0,
618,213,24,4,,,,,,,541.0,
619,213,24,4,,,,,,,541.0,
620,213,24,4,,,,,,,541.0,
621,214,24,4,,,,,,,539.0,
622,215,24,4,,,,,,,539.0,
623,215,24,4,,,,,,,539.0,
624,213,24,4,,,,,,,542.0,
625,213,24,4,,,,,,,542.0,
626,213,24,4,,,,,,,543.0,
627,213,24,4,,,,,,,542.0,
628,214,24,4,,,,,,,542.0,
629,214,24,4,,,,,,,542.0,
630,212,26,4,,,,,,,546.0,
631,212,26,4,,,,,,,546.0,
632,213,26,4,,,,,,,546.0,
633,213,26,4,,,,,,,546.0,
634,213,26,4,,,,,,,546.0,
635,213,26,4,,,,,,,546.0,
636,215,26,4,,,,,,,548.0,
637,213,26,4,,,,,,,551.0,
638,213,26,4,,,,,,,551.0,
639,213,26,4,,,,,,,552.0,
640,215,26,4,,,,,,,554.0,
641,215,26,4,,,,,,,554.0,
642,216,26,4,,,,,,,554.0,
643,216,26,4,,,,,,,554.0,
644,216,26,4,,,,,,,554.0,
645,218,26,4,,,,,,,551.0,
646,218,26,4,,,,,,,551.0,
647,218,26,4,,,,,,,551.0,
648,218,26,4,,,,,,,556.0,
649,219,26,4,,,,,,,554.0,
650,219,26,4,,,,,,,554.0,
651,219,26,4,,,,,,,554.0,
652,217,26,4,,,,,,,559.0,
653,217,26,4,,,,,,,559.0,
654,217,26,4,,,,,,,559.0,
655,217,26,4,,,,,,,559.0,
656,218,26,4,,,,,,,560.0,
657,218,26,4,,,,,,,560.0,
658,219,26,4,,,,,,,558.0,
659,219,26,4,,,,,,,558.0,
660,219,26,4,,,,,,,564.0,
661,219,26,4,,,,,,,564.0,
662,220,26,4,,,,,,,564.0,
663,220,26,4,,,,,,,563.0,
664,219,28,4,,,,,,,563.0,
665,217,28,4,,,,,,,566.0,
666,217,28,4,,,,,,,566.0,
667,217,28,4,,,,,,,566.0,
668,218,28,4,,,,,,,566.0,
669,218,28,4,,,,,,,566.0,
670,218,28,4,,,,,,,566.0,
671,218,28,4,,,,,,,566.0,
672,218,28,4,,,,,,,569.0,
673,219,28,4,,,,,,,567.0,
674,219,28,4,,,,,,,567.0,
675,221,28,4,,,,,,,568.0,
676,221,28,4,,,,,,,569.0,
677,221,28,4,,,,,,,569.0,
678,221,30,4,,,,,,,569.0,
679,221,30,4,,,,,,,569.0,
680,222,30,4,,,,,,,569.0,
681,218,30,4,,,,,,,574.0,
682,220,30,4,,,,,,,574.0,
683,220,30,4,,,,,,,574.0,
684,221,30,4,,,,,,,576.0,
685,222,30,4,,,,,,,576.0,
686,225,30,4,,,,,,,576.0,
687,225,30,4,,,,,,,576.0,
688,223,30,4,,,,,,,580.0,
689,223,30,4,,,,,,,580.0,
690,224,30,4,,,,,,,580.0,
691,224,30,4,,,,,,,580.0,
692,224,30,,,,,,,,587.0,
693,224,30,,,,,,,,587.0,
694,224,30,,,,,,,,587.0,
695,224,30,,,,,,,,586.0,
696,223,30,,,,,,,,589.0,
697,223,30,,,,,,,,589.0,
698,223,30,,,,,,,,589.0,
699,223,30,,,,,,,,589.0,
700,223,30,,,,,,,,591.0,
701,223,30,,,,,,,,591.0,
702,224,30,,,,,,,,591.0,
703,225,30,,,,,,,,589.0,
704,223,30,,,,,,,,594.0,
705,223,30,,,,,,,,594.0,
706,225,30,,,,,,,,591.0,
707,225,30,,,,,,,,591.0,
708,228,30,,,,,,,,591.0,
709,229,32,,,,,,,,587.0,
710,227,32,,,,,,,,594.0,
711,225,32,,,,,,,,597.0,
712,227,32,,,,,,,,597.0,
713,227,32,,,,,,,,597.0,
714,227,35,,,,,,,,595.0,
715,228,35,,,,,,,,595.0,
716,229,35,,,,,,,,596.0,
717,229,35,,,,,,,,596.0,
718,231,35,,,,,,,,594.0,
719,231,35,,,,,,,,594.0,
720,228,35,,,,,,,,602.0,
721,228,35,,,,,,,,601.0,
722,228,35,,,,,,,,601.0,
723,228,35,,,,,,,,601.0,
724,228,35,,,,,,,,601.0,
725,228,35,,,,,,,,601.0,
726,228,35,,,,,,,,601.0,
727,229,35,,,,,,,,599.0,
728,229,35,,,,,,,,599.0,
729,229,35,,,,,,,,598.0,
730,229,35,,,,,,,,601.0,
731,229,35,,,,,,,,601.0,
732,230,35,,,,,,,,602.0,
733,230,35,,,,,,,,602.0,
734,230,35,,,,,,,,602.0,
735,233,35,,,,,,,,602.0,
736,233,35,,,,,,,,602.0,
737,233,35,,,,,,,,602.0,
738,233,35,,,,,,,,603.0,
739,233,35,,,,,,,,603.0,
740,233,35,,,,,,,,604.0,
741,233,35,,,,,,,,604.0,
742,233,35,,,,,,,,604.0,
743,233,35,,,,,,,,603.0,
744,233,35,,,,,,,,603.0,
745,234,35,,,,,,,,603.0,
746,234,35,,,,,,,,603.0,
747,234,35,,,,,,,,603.0,
748,234,35,,,,,,,,603.0,
749,234,35,,,,,,,,603.0,
750,234,35,,,,,,,,607.0,
751,234,35,,,,,,,,607.0,
752,234,35,,,,,,,,607.0,
753,234,35,,,,,,,,607.0,
