day_counter,0,1,2,3,4,5,6,7
246,102,24,,,,,208.0,
247,102,24,,,,,208.0,
248,104,24,,,,,211.0,
249,105,24,,,,,212.0,
250,106,24,,,,,213.0,
251,106,24,,,,,213.0,
252,107,24,,,,,212.0,
253,107,24,,,,,212.0,
254,109,26,,,,,212.0,
255,109,26,,,,,213.0,
256,110,35,,,,,202.0,
257,111,35,,,,,202.0,
258,112,35,,,,,202.0,
259,107,33,,,,,211.0,
260,107,33,,,,,214.0,
261,107,33,,,,,215.0,
262,106,29,,,,,224.0,
263,107,29,,,,,225.0,
264,107,31,,,,,221.0,
265,108,31,,,,,221.0,
266,108,31,,,,,221.0,
267,109,31,,,,,223.0,
268,107,31,,,,,227.0,
269,107,31,,,,,227.0,
270,108,31,,,,,226.0,
271,108,31,,,,,225.0,
272,107,31,,,,,229.0,
273,108,31,,,,,229.0,
274,109,31,,,,,230.0,
275,109,31,,,,,230.0,
276,112,35,,,,,224.0,
277,112,37,,,,,224.0,
278,114,37,,,,,224.0,
279,114,37,,,,,226.0,
280,116,35,,,,,229.0,
281,116,35,,,,,230.0,
282,118,35,,,,,230.0,
283,118,35,,,,,230.0,
284,121,38,,,,,227.0,
285,118,36,,,,,232.0,
286,119,36,,,,,232.0,
287,119,36,,,,,234.0,
288,120,36,,,,,236.0,
289,122,38,,,,,230.0,
290,125,40,,,,,225.0,
291,125,40,,,,,224.0,
292,130,42,,,,,218.0,
293,131,42,,,,,217.0,
294,131,42,,,,,219.0,
295,131,44,,,,,215.0,
296,131,44,,,,,215.0,
297,131,44,,,,,217.0,
298,132,44,,,,,217.0,
299,133,44,,,,,218.0,
300,136,44,,,,,218.0,
301,137,44,,,,,218.0,
302,136,42,,,,,223.0,
303,137,42,,,,,222.0,
304,130,42,,,,,231.0,
305,131,42,,,,,233.0,
306,135,42,,,,,232.0,
307,138,42,3,,,,228.0,
308,142,42,3,,,,226.0,
309,143,42,3,,,,225.0,
310,140,42,3,,,,231.0,
311,140,42,3,,,,231.0,
312,140,42,3,,,,231.0,
313,140,42,3,,,,231.0,
314,148,46,3,,,,220.0,
315,149,46,3,,,,221.0,
316,150,46,3,,,,220.0,
317,150,50,3,,,,215.0,
318,151,50,3,,,,213.0,
319,152,50,3,,,,213.0,
320,151,52,6,,,,216.0,
321,152,52,6,,,,216.0,
322,151,50,6,,,,220.0,
323,154,50,6,,,,216.0,
324,150,44,6,,,,228.0,
325,150,44,6,,,,228.0,
326,152,44,6,,,,226.0,
327,151,46,6,,,,226.0,
328,152,46,6,,,,226.0,
329,154,48,6,,,,222.0,
330,152,46,6,,,,227.0,
331,152,46,6,,,,226.0,
332,153,46,6,,,,227.0,
333,153,46,6,,,,228.0,
334,156,46,6,,,,229.0,
335,156,46,6,,,,230.0,
336,158,46,6,,,,229.0,
337,160,49,6,,,,222.0,
338,160,49,10,,,,218.0,
339,159,49,10,,,,221.0,
340,159,49,10,,,,221.0,
341,160,49,10,,,,221.0,
342,162,49,10,,,,221.0,
343,162,49,10,,,,221.0,
344,160,47,10,,,,229.0,
345,160,47,10,,,,230.0,
346,160,47,10,,,,232.0,
347,161,51,10,,,,227.0,
348,159,49,10,,,,232.0,
349,163,55,10,,,,222.0,
350,163,55,10,,,,222.0,
351,163,55,10,,,,223.0,
352,158,55,3,,,,238.0,
353,158,58,3,,,,234.0,
354,161,58,3,,,,234.0,
355,161,58,3,,,,234.0,
356,161,58,3,,,,234.0,
357,160,58,3,,,,236.0,
358,162,58,3,,,,237.0,
359,162,58,3,,,,238.0,
360,163,58,3,,,,242.0,
361,162,60,3,,,,241.0,
362,163,60,3,,,,242.0,
363,163,60,3,,,,241.0,
364,162,62,3,,,,241.0,
365,162,62,3,,,,241.0,
366,163,63,3,,,,241.0,
367,163,63,3,,,,241.0,
368,166,63,3,,,,239.0,
369,169,65,3,,,,232.0,
370,169,65,3,,,,232.0,
371,169,65,3,,,,232.0,
372,169,65,3,,,,231.0,
373,169,65,3,,,,231.0,
374,169,65,3,,,,231.0,
375,165,63,3,,,,239.0,
376,166,63,3,,,,238.0,
377,166,63,3,,,,238.0,
378,161,60,,,,,250.0,
379,162,64,,,,,243.0,
380,164,64,,,,,242.0,
381,164,64,,,,,242.0,
382,164,66,,,,,239.0,
383,164,66,,,,,239.0,
384,159,64,,,,,247.0,
385,160,64,,,,,247.0,
386,161,64,,,,,245.0,
387,161,64,,,,,246.0,
388,162,64,,,,,247.0,
389,162,64,,,,,247.0,
390,162,64,,,,,247.0,
391,162,64,,,,,247.0,
392,162,64,,,,,250.0,
393,166,66,,,,,243.0,
394,172,66,,,,,237.0,
395,173,68,,,,,234.0,
396,174,68,,,,,234.0,
397,174,68,,,,,233.0,
398,175,68,,,,,233.0,
399,175,68,,,,,233.0,
400,177,68,,,,,232.0,
401,177,68,,,,,232.0,
402,177,68,,,,,232.0,
403,180,73,3,,,,219.0,
404,180,73,3,,,,222.0,
405,180,73,3,,,,222.0,
406,180,73,3,,,,221.0,
407,180,73,3,,,,221.0,
408,180,73,3,,,,224.0,
409,180,73,3,,,,224.0,
410,181,73,3,,,,225.0,
411,181,73,3,,,,225.0,
412,182,73,3,,,,226.0,
413,182,73,3,,,,226.0,
414,183,73,3,,10,,215.0,
415,183,73,3,,10,,215.0,
416,180,73,3,,10,,222.0,
417,180,73,3,,10,,222.0,
418,180,73,3,,10,,222.0,
419,183,75,7,,10,,212.0,
420,178,77,11,,10,,,214.0
421,178,77,11,,10,,,214.0
422,178,77,11,,10,,,213.0
423,178,77,11,,10,,,215.0
424,179,77,11,,10,,,215.0
425,179,77,11,,10,,,215.0
426,179,77,11,,10,,,216.0
427,179,77,11,,10,,,216.0
428,179,77,11,,10,,,216.0
429,179,77,11,,10,,,216.0
430,180,77,11,,10,,,216.0
431,180,77,11,,10,,,216.0
432,183,77,11,,10,,,216.0
433,188,79,11,7,10,,199.0,
434,188,79,11,7,10,,199.0,
435,188,79,11,7,10,196.0,,
436,188,79,11,7,10,196.0,,
437,188,79,11,7,10,195.0,,
438,189,79,11,7,10,195.0,,
439,189,79,11,7,10,195.0,,
440,186,79,11,,10,210.0,,
441,188,79,11,,10,210.0,,
442,188,79,11,,10,210.0,,
443,190,83,11,,10,203.0,,
444,191,83,11,,10,203.0,,
445,191,83,11,,10,203.0,,
446,191,83,11,,10,203.0,,
447,191,83,11,15,10,187.0,,
448,191,83,11,15,10,187.0,,
449,192,83,11,15,10,185.0,,
450,191,81,11,15,10,192.0,,
451,191,81,11,15,10,192.0,,
452,188,81,11,15,10,197.0,,
453,190,81,11,15,10,194.0,,
454,190,81,11,15,10,194.0,,
455,190,81,11,15,10,194.0,,
456,193,81,11,15,10,194.0,,
457,193,81,11,15,10,194.0,,
458,192,83,11,15,203,,,
459,193,83,11,15,201,,,
460,191,83,11,15,206,,,
461,191,83,11,15,206,,,
462,191,81,14,15,206,,,
463,193,81,14,35,182,,,
464,193,81,11,35,187,,,
465,193,81,11,35,188,,,
466,194,81,11,35,190,,,
467,194,81,11,35,190,,,
468,193,79,11,15,213,,,
469,193,79,11,15,214,,,
470,193,79,11,15,214,,,
471,193,79,11,15,213,,,
472,194,79,11,15,216,,,
473,194,79,11,19,211,,,
474,195,79,11,19,211,,,
475,196,79,20,19,200,,,
476,189,70,7,19,,231.0,,
477,189,70,7,19,,,233.0,
478,190,70,7,19,,,235.0,
479,192,70,7,19,,,232.0,
480,192,70,7,19,,,232.0,
481,192,72,7,19,,,229.0,
482,193,72,7,19,,,228.0,
483,195,78,7,19,,,220.0,
484,196,78,7,19,,,220.0,
485,196,78,7,19,,,220.0,
486,197,78,7,19,,,220.0,
487,197,78,7,19,,,220.0,
488,197,76,7,19,,,226.0,
489,197,76,7,19,,,226.0,
490,201,74,7,19,,,229.0,
491,201,74,7,19,,,229.0,
492,202,74,7,19,,,229.0,
493,204,74,11,19,,221.0,,
494,205,74,11,19,,220.0,,
495,205,74,11,19,,220.0,,
496,207,72,11,19,,223.0,,
497,207,72,11,19,,222.0,,
498,206,72,11,19,,226.0,,
499,206,72,11,19,,226.0,,
500,207,75,11,19,,222.0,,
501,212,81,15,19,205,,,
502,210,79,15,25,205,,,
503,210,79,15,25,205,,,
504,210,81,15,27,202,,,
505,212,81,15,27,201,,,
506,213,81,15,27,201,,,
507,213,81,15,27,201,,,
508,213,82,15,27,201,,,
509,214,82,15,42,184,,,
510,216,84,15,53,171,,,
511,213,83,15,53,175,,,
512,214,83,15,53,175,,,
513,217,83,21,53,167,,,
514,216,85,21,53,167,,,
515,218,85,21,53,165,,,
516,218,85,21,53,165,,,
517,218,85,21,53,165,,,
518,219,85,21,53,165,,,
519,222,88,21,53,158,,,
520,219,84,17,19,206,,,
521,219,84,17,191,33,,,
522,222,84,20,188,33,,,
523,222,84,20,188,33,,,
524,224,84,20,185,33,,,
525,225,84,23,181,33,,,
526,226,84,23,182,33,,,
527,226,84,27,177,33,,,
528,227,84,27,19,191,,,
529,227,84,27,19,191,,,
530,226,84,27,19,192,,,
531,224,82,20,19,205,,,
532,225,82,20,19,205,,,
533,225,82,20,19,205,,,
534,224,82,20,19,208,,,
535,224,82,20,19,208,,,
536,223,82,20,19,211,,,
537,223,82,20,19,212,,,
538,223,82,20,19,212,,,
539,224,85,20,19,207,,,
540,220,77,16,222,32,,,
541,220,77,16,222,32,,,
542,220,77,16,222,32,,,
543,221,79,16,219,32,,,
544,218,84,16,221,32,,,
545,218,84,16,221,32,,,
546,217,85,16,19,236,,,
547,217,85,16,19,235,,,
548,218,94,27,79,154,,,
549,218,94,27,79,154,,,
550,218,94,27,64,170,,,
551,218,94,27,64,170,,,
552,218,90,16,4,252,,,
553,218,90,16,4,251,,,
554,219,90,20,4,245,,,
555,219,90,20,4,245,,,
556,220,90,20,13,237,,,
557,220,92,20,13,233,,,
558,221,92,20,13,233,,,
559,221,92,20,13,233,,,
560,219,82,20,13,255,,,
561,220,82,20,28,238,,,
562,220,82,20,28,238,,,
563,220,82,20,28,238,,,
564,221,82,20,28,238,,,
565,222,90,20,222,34,,,
566,222,90,20,221,34,,,
567,224,90,37,202,34,,,
568,225,94,32,202,34,,,
569,225,94,32,202,34,,,
570,223,88,23,228,34,,,
571,223,88,23,228,34,,,
572,223,88,23,227,34,,,
573,223,88,23,226,34,,,
574,223,88,23,226,34,,,
575,223,88,23,226,34,,,
576,222,90,23,24,240,,,
577,223,92,19,24,240,,,
578,223,92,19,24,240,,,
579,223,92,19,24,240,,,
580,222,88,19,9,263,,,
581,222,88,19,9,263,,,
582,224,88,19,9,263,,,
583,224,88,19,9,263,,,
584,224,88,19,9,263,,,
585,224,92,19,9,258,,,
586,224,92,19,9,257,,,
587,224,92,19,9,257,,,
588,223,92,16,9,265,,,
589,223,92,16,9,264,,,
590,224,92,16,9,264,,,
591,224,92,16,18,254,,,
592,223,90,16,18,261,,,
593,224,90,16,18,259,,,
594,222,90,16,18,267,,,
595,224,92,16,18,262,,,
596,224,92,16,18,262,,,
597,224,92,16,18,262,,,
598,224,92,16,18,262,,,
599,225,97,16,33,237,,,
600,227,97,16,33,238,,,
601,227,97,16,33,238,,,
602,228,100,16,33,234,,,
603,228,103,16,33,231,,,
604,228,103,16,33,231,,,
605,230,103,19,33,224,,,
606,230,107,19,33,219,,,
607,230,107,19,33,219,,,
608,230,107,19,227,24,,,
609,232,107,19,224,24,,,
610,234,111,22,216,24,,,
611,234,111,22,216,24,,,
612,236,115,22,208,24,,,
613,237,115,22,206,24,,,
614,237,115,22,206,26,,,
615,240,112,22,204,26,,,
616,234,110,22,215,26,,,
617,234,110,22,215,26,,,
618,236,110,28,206,26,,,
619,236,110,28,205,26,,,
620,237,112,31,198,26,,,
621,237,112,31,197,26,,,
622,238,114,31,192,26,,,
623,239,126,31,178,26,,,
624,236,126,31,182,26,,,
625,236,126,31,181,26,,,
626,235,137,31,170,26,,,
627,235,137,31,170,26,,,
628,236,137,31,170,26,,,
629,236,139,31,167,26,,,
630,236,139,33,168,26,,,
631,236,139,33,168,26,,,
632,237,139,33,168,26,,,
633,237,139,33,168,26,,,
634,237,139,33,168,26,,,
635,237,139,33,168,26,,,
636,239,140,33,169,26,,,
637,234,136,29,182,26,,,
638,234,136,29,182,26,,,
639,234,136,29,182,26,,,
640,244,136,29,174,26,,,
641,244,136,29,174,26,,,
642,245,136,29,174,26,,,
643,245,136,29,174,26,,,
644,246,138,32,166,26,,,
645,247,140,32,162,26,,,
646,247,140,32,162,26,,,
647,250,145,41,144,26,,,
648,250,131,44,161,26,,,
649,250,131,44,161,26,,,
650,252,134,44,154,26,,,
651,252,134,44,154,26,,,
652,252,122,58,155,26,,,
653,255,118,58,155,26,,,
654,255,120,66,143,26,,,
655,255,120,66,143,26,,,
656,255,122,66,143,25,,,
657,255,122,66,143,25,,,
658,255,122,66,142,25,,,
659,255,122,66,142,25,,,
660,255,122,54,43,141,,,
661,255,122,54,43,141,,,
662,256,122,54,43,140,,,
663,256,122,54,43,140,,,
664,255,124,54,43,140,,,
665,252,120,79,43,122,,,
666,252,123,79,43,118,,,
667,252,123,79,126,34,,,
668,253,123,79,126,34,,,
669,254,123,77,126,34,,,
670,254,123,77,126,34,,,
671,254,123,77,126,34,,,
672,254,122,80,126,34,,,
673,254,122,80,126,34,,,
674,254,122,80,126,34,,,
675,258,143,57,126,34,,,
676,258,143,58,126,34,,,
677,258,143,58,126,34,,,
678,259,143,58,126,34,,,
679,259,143,67,116,34,,,
680,260,143,67,116,35,,,
681,257,126,59,112,67,,,
682,259,126,59,112,67,,,
683,259,126,59,112,67,,,
684,260,135,58,104,66,,,
685,261,135,66,104,57,,,
686,264,135,66,104,57,,,
687,264,138,62,104,57,,,
688,261,143,62,104,57,,,
689,261,143,62,104,57,,,
690,262,143,62,104,57,,,
691,262,147,62,98,57,,,
692,265,160,64,116,22,,,
693,265,160,64,116,22,,,
694,265,160,64,116,22,,,
695,269,155,64,115,22,,,
696,269,155,64,117,22,,,
697,269,155,64,117,21,,,
698,269,158,64,113,21,,,
699,269,158,64,113,21,,,
700,270,146,77,113,19,,,
701,271,149,77,108,19,,,
702,272,149,77,108,19,,,
703,272,151,81,101,19,,,
704,271,153,68,114,19,,,
705,271,153,68,114,19,,,
706,271,153,68,114,19,,,
707,271,153,68,114,19,,,
708,274,153,68,114,19,,,
709,274,153,68,114,19,,,
710,269,149,57,139,19,,,
711,269,140,49,156,19,,,
712,271,140,49,156,19,,,
713,273,142,67,133,19,,,
714,273,142,67,135,19,,,
715,274,145,67,131,19,,,
716,274,145,67,133,19,,,
717,274,145,67,133,19,,,
718,275,145,67,142,9,,,
719,276,145,67,140,9,,,
720,273,130,67,163,9,,,
721,273,136,67,156,9,,,
722,274,142,75,140,9,,,
723,274,142,75,140,9,,,
724,274,142,75,140,9,,,
725,274,142,75,139,9,,,
726,278,142,86,124,9,,,
727,278,142,86,124,9,,,
728,278,142,94,115,9,,,
729,280,142,94,112,9,,,
730,279,142,94,116,9,,,
731,279,142,94,116,9,,,
732,281,169,101,81,9,,,
733,283,169,98,81,9,,,
734,285,166,98,81,9,,,
735,290,166,96,79,9,,,
736,290,165,96,79,9,,,
737,290,165,96,79,9,,,
738,290,165,96,79,9,,,
739,291,165,96,77,9,,,
740,289,168,96,77,9,,,
741,290,168,96,75,9,,,
742,290,168,96,75,9,,,
743,290,168,96,75,9,,,
744,290,168,96,75,9,,,
745,291,175,88,75,9,,,
746,292,180,81,75,9,,,
747,292,182,81,72,9,,,
748,292,182,81,72,9,,,
749,292,187,98,48,9,,,
750,292,188,101,48,9,,,
751,293,188,98,48,9,,,
752,293,188,98,47,9,,,
753,295,185,98,46,9,,,
754,295,185,98,46,9,,,
755,295,185,97,46,9,,,
756,294,187,97,45,9,,,
757,296,183,97,45,9,,,
758,296,185,94,45,9,,,
759,296,185,94,45,9,,,
760,293,166,72,91,9,,,
761,293,166,72,91,9,,,
762,283,150,67,10,122,,,
763,283,150,67,10,122,,,
764,283,150,67,10,122,,,
765,283,149,67,10,122,,,
766,283,149,67,10,122,,,
767,284,147,67,10,122,,,
768,284,147,60,10,131,,,
769,284,147,60,10,131,,,
770,284,147,60,10,132,,,
771,284,147,60,10,132,,,
772,285,147,60,10,132,,,
773,285,147,59,10,132,,,
774,287,144,59,10,131,,,
775,288,144,59,10,131,,,
776,287,140,59,10,140,,,
777,286,137,59,10,145,,,
778,286,137,59,10,145,,,
779,297,160,64,105,9,,,
780,300,160,64,106,9,,,
781,300,160,64,106,9,,,
782,302,160,106,60,9,,,
783,305,167,94,60,9,,,
784,306,167,94,60,9,,,
785,306,167,94,60,9,,,
786,306,167,94,60,9,,,
787,306,167,94,60,9,,,
788,304,165,90,68,9,,,
789,304,165,90,68,9,,,
790,304,165,90,68,9,,,
791,304,165,90,68,9,,,
792,306,165,90,68,9,,,
793,306,165,116,40,9,,,
794,308,161,116,40,9,,,
795,308,159,116,43,9,,,
796,309,163,111,41,9,,,
797,309,163,111,41,9,,,
798,311,170,125,19,9,,,
799,311,170,125,19,9,,,
800,312,168,125,19,9,,,
801,313,168,125,19,9,,,
802,314,166,125,19,9,,,
803,314,166,125,19,9,,,
804,312,163,130,19,9,,,
805,314,160,130,19,9,,,
806,318,165,119,19,9,,,
807,319,165,117,19,9,,,
808,319,164,117,19,9,,,
809,319,164,117,19,9,,,
810,304,150,68,102,9,,,
811,304,150,68,102,9,,,
812,303,147,68,108,9,,,
813,305,149,84,89,9,,,
814,305,149,84,89,9,,,
815,305,149,84,90,9,,,
816,303,141,81,105,9,,,
817,303,141,80,105,9,,,
818,303,141,80,105,9,,,
819,304,139,80,105,9,,,
820,307,139,80,105,9,,,
821,307,139,80,105,9,,,
822,307,139,83,101,9,,,
823,307,139,83,100,9,,,
824,317,153,113,47,9,,,
825,317,153,112,47,9,,,
826,317,153,112,48,9,,,
827,317,153,112,48,9,,,
828,315,151,112,57,9,,,
829,319,153,130,32,9,,,
830,319,153,130,32,9,,,
831,322,149,130,32,9,,,
832,322,149,130,32,9,,,
833,324,146,130,32,9,,,
834,326,159,113,32,9,,,
835,326,159,113,32,9,,,
836,327,169,113,18,9,,,
837,329,171,113,18,9,,,
838,331,172,108,18,9,,,
839,333,169,108,18,9,,,
840,331,165,93,41,9,,,
841,332,171,85,41,9,,,
842,333,175,79,41,9,,,
843,333,175,79,41,9,,,
844,334,175,80,37,9,,,
845,334,175,80,37,9,,,
846,332,178,67,49,9,,,
847,332,178,67,49,9,,,
848,333,178,67,49,9,,,
849,333,178,66,49,9,,,
850,333,178,66,50,9,,,
851,333,178,66,50,9,,,
852,331,173,66,62,9,,,
853,331,173,66,62,9,,,
854,332,173,66,62,9,,,
855,330,175,66,62,9,,,
856,331,175,66,63,9,,,
857,331,181,66,56,9,,,
858,334,186,72,40,9,,,
859,334,186,72,40,9,,,
860,335,184,72,40,9,,,
861,335,184,72,40,9,,,
862,335,184,76,35,9,,,
863,335,184,76,35,9,,,
864,335,177,85,35,9,,,
865,335,177,85,34,9,,,
866,335,177,85,34,9,,,
867,337,176,108,9,9,,,
868,328,162,137,9,9,,,
869,329,162,135,9,9,,,
870,330,162,135,9,9,,,
871,331,168,127,9,9,,,
872,331,168,129,9,9,,,
873,331,168,131,9,9,,,
874,331,168,131,9,9,,,
875,329,168,133,9,9,,,
876,322,164,69,4,96,,,
877,322,164,69,4,96,,,
878,322,164,69,4,96,,,
879,323,166,73,4,90,,,
880,325,166,73,4,92,,,
881,325,166,73,4,89,,,
882,325,166,73,4,89,,,
883,325,166,73,4,89,,,
884,331,170,90,4,64,,,
885,332,170,90,4,64,,,
886,332,170,90,4,64,,,
887,332,170,90,4,64,,,
888,333,170,90,4,62,,,
889,333,170,90,4,62,,,
890,335,170,136,9,9,,,
891,335,170,136,9,9,,,
892,335,170,136,9,9,,,
893,335,170,136,9,9,,,
894,332,166,94,4,66,,,
895,332,166,94,4,65,,,
896,334,166,94,4,66,,,
897,334,166,94,4,66,,,
898,334,166,94,4,66,,,
899,334,166,94,4,66,,,
900,335,164,94,4,69,,,
901,335,164,94,4,68,,,
902,335,164,94,4,68,,,
903,335,164,94,4,68,,,
904,336,164,94,4,69,,,
905,337,173,137,9,9,,,
906,344,183,120,9,9,,,
907,344,185,116,9,9,,,
908,346,182,116,9,9,,,
909,348,179,116,9,9,,,
910,347,177,121,9,9,,,
911,347,177,121,9,9,,,
912,340,174,136,9,9,,,
913,340,174,136,9,9,,,
914,340,174,136,9,9,,,
915,340,174,135,9,9,,,
916,340,174,136,9,9,,,
917,337,169,145,9,9,,,
918,338,175,137,9,9,,,
919,338,175,137,9,9,,,
920,338,171,143,9,9,,,
921,339,171,143,9,9,,,
922,346,169,136,9,9,,,
923,346,185,119,9,9,,,
924,346,185,122,9,9,,,
925,347,183,123,9,9,,,
