day_counter,0,1,2,3,4,5,6,7,8,9,10
204,81,10,,,,,,,,245.0,
205,81,10,,,,,,,,245.0,
206,83,10,,,,,,,,243.0,
207,85,10,,,,,,,,243.0,
208,88,8,,,,,,,,248.0,
209,88,8,,,,,,,,248.0,
210,91,8,,,,,,,,250.0,
211,92,8,,,,,,,,250.0,
212,92,8,,,,,,,,250.0,
213,92,8,,,,,,,,250.0,
214,92,8,,,,,,,,251.0,
215,92,8,,,,,,,,252.0,
216,93,8,,,,,,,,253.0,
217,93,8,,,,,,,,253.0,
218,95,8,,,,,,,,253.0,
219,95,8,,,,,,,,253.0,
220,91,10,,,,,,,,260.0,
221,91,10,,,,,,,,259.0,
222,81,8,,,,,,,,,272.0
223,82,8,,,,,,,,,272.0
224,83,8,,,,,,,,,274.0
225,83,8,,,,,,,,,275.0
226,83,8,,,,,,,,,275.0
227,84,8,,,,,,,,,274.0
228,87,8,,,,,,,,,275.0
229,87,8,,,,,,,,,275.0
230,87,8,,,,,,,,,279.0
231,87,8,,,,,,,,,280.0
232,87,8,,,,,,,,,280.0
233,87,8,,,,,,,,,280.0
234,88,8,,,,,,,,,282.0
235,88,8,,,,,,,,,283.0
236,89,8,,,,,,,,,285.0
237,89,8,,,,,,,,,285.0
238,90,8,,,,,,,,,287.0
239,90,8,,,,,,,,,287.0
240,90,8,,,,,,,,,288.0
241,90,8,,,,,,,,,288.0
242,90,8,,,,,,,,,289.0
243,90,8,,,,,,,,,289.0
244,96,12,,,,,,,,,279.0
245,100,12,,,,,,,,,275.0
246,101,12,,,,,,,,,275.0
247,101,12,,,,,,,,,275.0
248,103,12,,,,,,,,,278.0
249,105,12,,,,,,,,,279.0
250,106,12,,,,,,,,,280.0
251,106,12,,,,,,,,,280.0
252,107,12,,,,,,,,,280.0
253,107,12,,,,,,,,,280.0
254,110,12,,,,,,,,,281.0
255,110,10,,,,,,,,,284.0
256,110,10,,,,,,,,,284.0
257,111,13,,,,,,,,,280.0
258,112,13,,,,,,,,,280.0
259,112,13,,,,,,,,,282.0
260,112,13,,,,,,,,,285.0
261,112,13,,,,,,,,,286.0
262,111,13,,,,,,,,,291.0
263,112,13,,,,,,,,,292.0
264,112,13,,,,,,,,,292.0
265,113,13,,,,,,,,,292.0
266,113,13,,,,,,,,,292.0
267,114,13,,,,,,,,,293.0
268,113,13,,,,,,,,,296.0
269,113,13,,,,,,,,,296.0
270,115,13,,,,,,,,,297.0
271,115,13,,,,,,,,,297.0
272,117,13,,,,,,,,,297.0
273,118,13,,,,,,,,,296.0
274,119,13,,,,,,,,,297.0
275,119,13,,,,,,,,,297.0
276,120,13,,,,,,,,,299.0
277,121,13,,,,,,,,,300.0
278,123,13,,,,,,,,,300.0
279,123,15,,,,,,,,,300.0
280,124,15,,,,,,,,,302.0
281,124,15,,,,,,,,,303.0
282,126,15,,,,,,,,,303.0
283,126,15,,,,,,,,,303.0
284,128,15,,,,,,,,,305.0
285,123,15,,,,,,,,,310.0
286,124,15,,,,,,,,,309.0
287,124,15,,,,,,,,,311.0
288,125,15,,,,,,,,,314.0
289,125,15,,,,,,,,,314.0
290,126,15,,,,,,,,,314.0
291,126,15,,,,,,,,,314.0
292,128,15,,,,,,,,,314.0
293,131,15,,,,,,,,,311.0
294,129,17,,,,,,,,,313.0
295,129,17,,,,,,,,,313.0
296,129,17,,,,,,,,,313.0
297,129,17,,,,,,,,,315.0
298,130,17,,,,,,,,,315.0
299,131,17,,,,,,,,,316.0
300,134,17,,,,,,,,,316.0
301,135,17,,,,,,,,,316.0
302,135,17,,,,,,,,,317.0
303,136,17,,,,,,,,,317.0
304,132,17,,,,,,,,,323.0
305,133,17,,,,,,,,,324.0
306,137,17,,,,,,,,,325.0
307,140,17,,,,,,,,,325.0
308,143,17,,,,,,,,,325.0
309,144,17,,,,,,,,,325.0
310,143,15,,,,,,,,,330.0
311,143,15,,,,,,,,,330.0
312,145,15,,,,,,,,,327.0
313,145,15,,,,,,,,,327.0
314,148,15,,,,,,,,,327.0
315,150,15,,,,,,,,,326.0
316,151,15,,,,,,,,,326.0
317,151,15,,,,,,,,,326.0
318,151,15,,,,,,,,,326.0
319,152,15,,,,,,,,,326.0
320,152,15,,,,,,,,,333.0
321,153,15,,,,,,,,,333.0
322,151,15,,,,,,,,,336.0
323,151,15,,,,,,,,,336.0
324,150,15,,,,,,,,,340.0
325,150,15,,,,,,,,,340.0
326,150,15,,,,,,,,,341.0
327,150,15,,,,,,,,,342.0
328,151,15,,,,,,,,,343.0
329,152,15,,,,,,,,,343.0
330,146,15,,,,,,,,,349.0
331,146,15,,,,,,,,,348.0
332,147,15,,,,,,,,,349.0
333,146,15,,,,,,,,,351.0
334,149,15,,,,,,,,,352.0
335,149,15,,,,,,,,,353.0
336,151,15,,,,,,,,,353.0
337,151,15,,,,,,,,,353.0
338,151,15,,,,,,,,,354.0
339,149,15,,,,,,,,,358.0
340,149,15,,,,,,,,,358.0
341,150,15,,,,,,,,,358.0
342,152,15,,,,,,,,,358.0
343,152,15,,,,,,,,,358.0
344,151,15,,,,,,,,,363.0
345,151,15,,,,,,,,,363.0
346,151,15,,,,,,,,,365.0
347,151,15,,,,,,,,,366.0
348,151,15,,,,,,,,,368.0
349,152,15,,,,,,,,,367.0
350,152,15,,,,,,,,,367.0
351,152,15,,,,,,,,,368.0
352,150,15,,,,,,,,,373.0
353,150,15,,,,,,,,,373.0
354,153,15,,,,,,,,,373.0
355,153,15,,,,,,,,,373.0
356,158,17,,,,,,,,,365.0
357,158,17,,,,,,,,,366.0
358,160,17,,,,,,,,,367.0
359,160,17,,,,,,,,,368.0
360,161,17,,,,,,,,,372.0
361,161,17,,,,,,,,,373.0
362,162,17,,,,,,,,,374.0
363,162,17,,,,,,,,,374.0
364,162,17,,,,,,,,,375.0
365,162,17,,,,,,,,,375.0
366,163,15,3,,,,,,,,375.0
367,163,15,3,,,,,,,,375.0
368,165,15,3,,,,,,,,375.0
369,165,15,3,,,,,,,,374.0
370,165,15,3,,,,,,,,374.0
371,165,15,3,,,,,,,,374.0
372,165,17,3,,,,,,,,371.0
373,165,17,3,,,,,,,,371.0
374,165,17,3,,,,,,,,371.0
375,164,17,4,,,,,,,,373.0
376,164,17,4,,,,,,,,374.0
377,164,17,4,,,,,,,,374.0
378,163,17,4,,,,,,,,376.0
379,163,17,4,,,,,,,,376.0
380,163,19,4,,,,,,,,375.0
381,163,19,4,,,,,,,,375.0
382,163,19,4,,,,,,,,375.0
383,163,19,4,,,,,,,,375.0
384,162,19,4,,,,,,,,377.0
385,164,19,4,,,,,,,,375.0
386,164,19,4,,,,,,,,375.0
387,164,19,4,,,,,,,,376.0
388,165,19,4,,,,,,,,376.0
389,165,19,4,,,,,,,,376.0
390,165,19,4,,,,,,,,376.0
391,165,19,4,,,,,,,,376.0
392,164,19,4,,,,,,,,380.0
393,165,19,4,,,,,,,,378.0
394,167,19,4,,,,,,,,378.0
395,167,19,4,,,,,,,,379.0
396,168,19,4,,,,,,,,379.0
397,168,19,4,,,,,,,,379.0
398,169,19,4,,,,,,,,379.0
399,169,19,4,,,,,,,,378.0
400,169,21,4,,,,,,,,378.0
401,169,21,4,,,,,,,,378.0
402,169,21,4,,,,,,,,378.0
403,169,21,4,,,,,,,,378.0
404,172,23,4,,,,,,,,375.0
405,172,23,4,,,,,,,,375.0
406,172,23,4,,,,,,,,375.0
407,172,23,4,,,,,,,,374.0
408,172,23,4,,,,,,,,378.0
409,172,23,4,,,,,,,,378.0
410,173,23,4,,,,,,,,379.0
411,173,23,4,,,,,,,,379.0
412,174,23,4,,,,,,,,380.0
413,174,23,4,,,,,,,,380.0
414,174,23,4,,,,,,,,381.0
415,174,23,4,,,,,,,,381.0
416,173,21,4,,,,,,,,388.0
417,173,21,4,,,,,,,,388.0
418,173,21,4,,,,,,,,388.0
419,174,21,4,,,,,,,,386.0
420,170,21,4,,,,,,,,396.0
421,170,21,4,,,,,,,,396.0
422,170,21,4,,,,,,,,396.0
423,171,21,4,,,,,,,,397.0
424,172,21,4,,,,,,,,398.0
425,172,21,4,,,,,,,,398.0
426,172,21,4,,,,,,,,399.0
427,174,21,4,,,,,,,,396.0
428,174,21,4,,,,,,,,396.0
429,174,21,4,,,,,,,,396.0
430,174,23,4,,,,,,,,396.0
431,174,23,4,,,,,,,,396.0
432,177,23,4,,,,,,,,396.0
433,177,23,4,,,,,,,,396.0
434,177,23,4,,,,,,,,396.0
435,177,23,4,,,,,,,,396.0
436,177,23,4,,,,,,,,396.0
437,179,23,4,,,,,,,,393.0
438,181,23,4,,,,,,,,391.0
439,181,23,4,,,,,,,,391.0
440,180,23,4,,,,,,,,397.0
441,182,23,4,,,,,,,,397.0
442,182,23,4,,,,,,,,397.0
443,182,23,9,,,,,,,,391.0
444,183,23,9,,,,,,,,391.0
445,183,23,9,,,,,,,,391.0
446,183,23,9,,,,,,,,391.0
447,183,23,9,,,,,,,,391.0
448,183,23,9,,,,,,,,391.0
449,183,23,9,,,,,,,,391.0
450,182,21,9,,,,,,,,398.0
451,182,21,9,,,,,,,,397.0
452,180,19,9,,,,,,,,403.0
453,180,19,9,,,,,,,,403.0
454,180,19,9,,,,,,,,402.0
455,180,19,9,,,,,,,,402.0
456,181,19,9,,,,,,,,405.0
457,181,19,9,,,,,,,,405.0
458,181,19,9,,,,,,,,406.0
459,181,19,9,,,,,,,,406.0
460,180,19,9,,,,,,,,410.0
461,181,23,9,,,,,,,,404.0
462,181,23,9,,,,,,,,406.0
463,181,23,9,,,,,,,,406.0
464,179,23,9,,,,,,,,410.0
465,179,23,9,,,,,,,,411.0
466,180,23,9,,,,,,,,413.0
467,181,23,9,,,,,,,,411.0
468,179,23,9,,,,,,,,414.0
469,179,23,9,,,,,,,,415.0
470,179,23,9,,,,,,,,415.0
471,179,23,9,,,,,,,,415.0
472,181,23,9,,,,,,,,417.0
473,181,23,9,,,,,,,,417.0
474,182,23,9,,,,,,,,418.0
475,182,23,9,,,,,,,,418.0
476,177,15,4,,,,,,,,438.0
477,177,15,4,,,,,,,,440.0
478,179,15,4,,,,,,,,440.0
479,179,15,4,,,,,,,,440.0
480,179,15,4,,,,,,,,440.0
481,179,15,4,,,,,,,,440.0
482,180,15,4,,,,,,,,440.0
483,181,15,4,,,,,,,,440.0
484,182,15,4,,,,,,,,440.0
485,182,15,4,,,,,,,,440.0
486,183,15,4,,,,,,,,439.0
487,183,15,4,,,,,,,,439.0
488,181,15,4,,,,,,,,445.0
489,184,19,9,,,,,,,,432.0
490,188,15,9,,,,,,,,437.0
491,188,15,9,,,,,,,,437.0
492,189,15,9,,,,,,,,437.0
493,189,15,9,,,,,,,,437.0
494,190,15,9,,,,,,,,437.0
495,190,15,9,,,,,,,,437.0
496,191,15,9,,,,,,,,439.0
497,191,15,9,,,,,,,,439.0
498,192,17,9,,,,,,,,438.0
499,192,19,9,,,,,,,,435.0
500,193,19,9,,,,,,,,435.0
501,193,19,9,,,,,,,,435.0
502,190,19,9,,,,,,,,440.0
503,190,19,9,,,,,,,,440.0
504,190,19,9,,,,,,,,442.0
505,192,19,9,,,,,,,,442.0
506,193,19,9,,,,,,,,442.0
507,193,19,9,,,,,,,,442.0
508,193,19,9,,,,,,,,443.0
509,193,19,9,,,,,,,,443.0
510,194,19,9,,,,,,,,443.0
511,194,19,9,,,,,,,,444.0
512,195,19,9,,,,,,,,444.0
513,197,19,9,,,,,,,,444.0
514,197,19,9,,,,,,,,445.0
515,198,19,9,,,,,,,,445.0
516,198,19,9,,,,,,,,445.0
517,198,19,9,,,,,,,,445.0
518,199,19,9,,,,,,,,445.0
519,199,19,9,,,,,,,,445.0
520,195,19,9,,,,,,,,452.0
521,195,19,9,,,,,,,,452.0
522,197,19,9,,,,,,,,454.0
523,197,19,9,,,,,,,,454.0
524,197,19,9,,,,,,,,454.0
525,198,19,9,,,,,,,,455.0
526,199,19,9,,,,,,,,456.0
527,199,19,9,,,,,,,,456.0
528,200,19,9,,,,,,,,457.0
529,200,19,9,,,,,,,,457.0
530,200,19,9,,,,,,,,458.0
531,200,19,9,,,,,,,,459.0
532,201,19,9,,,,,,,,459.0
533,201,19,9,,,,,,,,459.0
534,200,19,9,,,,,,,,462.0
535,200,19,9,,,,,,,,462.0
536,200,19,9,,,,,,,,465.0
537,200,19,9,,,,,,,,466.0
538,200,19,9,,,,,,,,466.0
539,200,19,9,,,,,,,,465.0
540,197,16,9,,,,,,,,484.0
541,197,16,9,,,,,,,,484.0
542,198,16,9,,,,,,,,483.0
543,199,16,9,,,,,,,,483.0
544,196,16,9,,,,,,,,490.0
545,197,16,9,,,,,,,,488.0
546,196,16,9,,,,,,,,492.0
547,196,16,9,,,,,,,,492.0
548,196,16,9,,,,,,,,493.0
549,196,16,9,,,,,,,,493.0
550,196,16,9,,,,,,,,494.0
551,196,16,9,,,,,,,,494.0
552,196,14,9,,,,,,,,504.0
553,196,14,9,,,,,,,,504.0
554,196,14,9,,,,,,,,504.0
555,196,14,9,,,,,,,,503.0
556,198,14,9,,,,,,,,504.0
557,198,14,9,,,,,,,,504.0
558,199,14,9,,,,,,,,504.0
559,199,14,9,,,,,,,,504.0
560,197,18,9,,,,,,,,512.0
561,197,18,9,,,,,,,,512.0
562,197,18,9,,,,,,,,512.0
563,197,18,9,,,,,,,,512.0
564,198,18,9,,,,,,,,511.0
565,198,18,9,,,,,,,,511.0
566,198,18,9,,,,,,,,511.0
567,199,18,9,,,,,,,,511.0
568,200,18,9,,,,,,,,511.0
569,200,18,9,,,,,,,,510.0
570,197,16,9,,,,,,,,525.0
571,197,16,9,,,,,,,,525.0
572,197,16,9,,,,,,,,525.0
573,197,16,9,,,,,,,,525.0
574,197,16,9,,,,,,,,525.0
575,197,16,9,,,,,,,,525.0
576,197,18,9,,,,,,,,529.0
577,197,18,9,,,,,,,,529.0
578,197,20,9,,,,,,,,526.0
579,197,20,9,,,,,,,,526.0
580,197,20,9,,,,,,,,529.0
581,197,20,9,,,,,,,,529.0
582,199,20,9,,,,,,,,529.0
583,199,20,9,,,,,,,,529.0
584,199,20,9,,,,,,,,528.0
585,199,20,9,,,,,,,,528.0
586,199,20,9,,,,,,,,528.0
587,199,20,9,,,,,,,,528.0
588,200,20,5,,,,,,,,535.0
589,201,20,5,,,,,,,,532.0
590,202,20,5,,,,,,,,532.0
591,202,20,5,,,,,,,,532.0
592,201,20,5,,,,,,,,537.0
593,201,20,5,,,,,,,,536.0
594,200,20,5,,,,,,,,543.0
595,200,20,5,,,,,,,,543.0
596,200,20,5,,,,,,,,543.0
597,200,20,5,,,,,,,,543.0
598,200,20,5,,,,,,,,542.0
599,200,20,5,,,,,,,,542.0
600,202,20,5,,,,,,,,543.0
601,202,20,5,,,,,,,,543.0
602,203,20,5,,,,,,,,543.0
603,203,20,5,,,,,,,,544.0
604,203,20,5,,,,,,,,544.0
605,203,20,5,,,,,,,,544.0
606,203,20,5,,,,,,,,544.0
607,203,20,5,,,,,,,,544.0
608,203,20,5,,,,,,,,544.0
609,203,20,5,,,,,,,,544.0
610,203,22,5,,,,,,,,544.0
611,203,22,5,,,,,,,,544.0
612,204,22,5,,,,,,,,544.0
613,204,22,5,,,,,,,,544.0
614,205,22,5,,,,,,,,544.0
615,205,22,5,,,,,,,,544.0
616,206,20,5,,,,,,,,548.0
617,206,20,5,,,,,,,,548.0
618,206,20,5,,,,,,,,548.0
619,206,20,5,,,,,,,,548.0
620,206,20,5,,,,,,,,547.0
621,206,20,5,,,,,,,,547.0
622,207,20,5,,,,,,,,547.0
623,207,20,5,,,,,,,,547.0
624,206,20,5,,,,,,,,549.0
625,206,20,5,,,,,,,,549.0
626,205,22,5,,,,,,,,548.0
627,205,22,5,,,,,,,,548.0
628,206,22,5,,,,,,,,548.0
629,206,22,5,,,,,,,,548.0
630,204,22,5,,,,,,,,553.0
631,204,22,5,,,,,,,,553.0
632,205,22,5,,,,,,,,553.0
633,205,22,5,,,,,,,,553.0
634,205,22,5,,,,,,,,553.0
635,205,22,5,,,,,,,,553.0
636,207,22,5,,,,,,,,555.0
637,204,22,5,,,,,,,,559.0
638,205,22,5,,,,,,,557.0,
639,205,22,5,,,,,,,558.0,
640,207,22,5,,,,,,,560.0,
641,207,22,5,,,,,,,560.0,
642,208,22,5,,,,,,,560.0,
643,208,22,5,,,,,,,560.0,
644,208,24,5,,,,,,,557.0,
645,208,24,5,,,,,,,557.0,
646,208,24,5,,,,,,,556.0,
647,208,24,5,,,,,,,556.0,
648,208,24,5,,,,,,,562.0,
649,210,24,5,,,,,,,559.0,
650,211,24,5,,,,,,,557.0,
651,211,24,5,,,,,,,557.0,
652,210,24,5,,,,,,,561.0,
653,210,24,5,,,,,,,561.0,
654,210,24,5,,,,,,,561.0,
655,210,24,5,,,,,,,561.0,
656,211,24,5,,,,,,,562.0,
657,211,24,5,,,,,,,561.0,
658,211,24,5,,,,,,,561.0,
659,211,24,5,,,,,,,561.0,
660,209,24,5,,,,,,,569.0,
661,209,24,5,,,,,,,569.0,
662,210,24,5,,,,,,,569.0,
663,210,24,5,,,,,,,569.0,
664,210,24,5,,,,,,,570.0,
665,207,24,5,,,,,,,574.0,
666,207,24,5,,,,,,,574.0,
667,210,28,5,,,,,,,565.0,
668,211,28,5,,,,,,,565.0,
669,211,28,5,,,,,,,565.0,
670,211,28,5,,,,,,,565.0,
671,211,28,5,,,,,,,565.0,
672,211,30,5,,,,,,,565.0,
673,211,30,5,,,,,,,565.0,
674,211,30,5,,,,,,,565.0,
675,213,30,5,,,,,,,566.0,
676,213,30,5,,,,,,,566.0,
677,213,30,5,,,,,,,566.0,
678,214,30,5,,,,,,,567.0,
679,214,30,5,,,,,,,567.0,
680,215,30,5,,,,,,,568.0,
681,212,30,5,,,,,,,572.0,
682,214,30,5,,,,,,,572.0,
683,214,32,5,,,,,,,569.0,
684,214,32,5,,,,,,,572.0,
685,215,32,5,,,,,,,572.0,
686,218,32,5,,,,,,,572.0,
687,218,32,5,,,,,,,572.0,
688,218,32,5,,,,,,,573.0,
689,220,32,5,,,,,,,570.0,
690,221,32,5,,,,,,,570.0,
691,221,32,5,,,,,,,570.0,
692,221,30,5,,,,,,,575.0,
693,221,30,5,,,,,,,575.0,
694,221,30,5,,,,,,,575.0,
695,221,30,5,,,,,,,575.0,
696,221,30,5,,,,,,,577.0,
697,221,30,5,,,,,,,576.0,
698,221,30,5,,,,,,,576.0,
699,224,30,5,,,,,,,572.0,
700,223,30,5,,,,,,,575.0,
701,223,30,5,,,,,,,575.0,
702,224,30,5,,,,,,,575.0,
703,224,30,5,,,,,,,575.0,
704,221,30,5,,,,,,,581.0,
705,221,30,5,,,,,,,581.0,
706,221,30,5,,,,,,,581.0,
707,221,30,5,,,,,,,580.0,
708,224,30,5,,,,,,,580.0,
709,224,30,5,,,,,,,580.0,
710,222,30,5,,,,,,,587.0,
711,220,30,,,,,,,,,594.0
712,222,30,,,,,,,,,594.0
713,222,30,,,,,,,,,594.0
714,222,30,,,,,,,,,596.0
715,223,30,,,,,,,,,596.0
716,224,30,,,,,,,,,597.0
717,224,30,,,,,,,,,597.0
718,225,30,,,,,,,,,597.0
719,225,30,,,,,,,,,597.0
720,226,30,,,,,,,,,600.0
721,226,30,,,,,,,,,600.0
722,226,30,,,,,,,,,600.0
723,226,30,,,,,,,,,600.0
724,226,30,,,,,,,,,600.0
725,226,30,,,,,,,,,600.0
726,227,30,,,,,,,,,599.0
727,227,30,,,,,,,,,599.0
728,227,30,,,,,,,,,599.0
729,229,30,5,,,,,,,591.0,
730,229,30,5,,,,,,,594.0,
731,229,30,5,,,,,,,594.0,
732,230,32,5,,,,,,,592.0,
733,230,32,5,,,,,,,592.0,
734,230,32,5,,,,,,,592.0,
735,233,32,5,,,,,,,592.0,
736,233,32,5,,,,,,,592.0,
737,233,32,5,,,,,,,592.0,
738,233,32,5,,,,,,,593.0,
739,233,32,5,,,,,,,593.0,
740,233,32,5,,,,,,,594.0,
741,233,34,5,,,,,,,591.0,
742,233,34,5,,,,,,,591.0,
743,233,34,5,,,,,,,591.0,
744,233,34,5,,,,,,,591.0,
745,234,34,5,,,,,,,590.0,
746,234,34,5,,,,,,,590.0,
747,234,34,5,,,,,,,590.0,
748,234,34,5,,,,,,,589.0,
749,234,34,5,,,,,,,589.0,
750,232,40,5,,,,,,,589.0,
751,232,40,5,,,,,,,589.0,
752,232,40,5,,,,,,,589.0,
753,232,40,5,,,,,,,589.0,
754,232,40,5,,,,,,,588.0,
755,232,40,5,,,,,,,588.0,
756,233,37,9,,,,,,,586.0,
757,233,37,9,,,,,,,586.0,
758,233,37,9,,,,,,,586.0,
759,233,37,9,,,,,,,586.0,
760,229,35,9,,,,,,,594.0,
761,229,35,9,,,,,,,594.0,
