day_counter,0,1,2,3,4,5
281,121,35,3,,,214.0
282,123,35,3,,,214.0
283,124,37,3,,,209.0
284,125,38,3,,,211.0
285,124,34,3,,,216.0
286,125,34,3,,,216.0
287,125,34,3,,,217.0
288,125,34,11,,,212.0
289,125,40,16,,,199.0
290,126,40,16,,,199.0
291,126,40,16,,,199.0
292,128,40,16,,,198.0
293,129,40,16,,,198.0
294,129,46,16,,,193.0
295,129,46,16,,,193.0
296,129,46,16,,,193.0
297,129,42,16,,,198.0
298,130,42,16,,,198.0
299,131,42,16,,,199.0
300,134,42,16,,,199.0
301,136,42,16,,,197.0
302,136,42,19,,,195.0
303,137,42,19,,,195.0
304,134,42,14,,,205.0
305,135,42,14,,,207.0
306,138,42,14,,,207.0
307,142,46,14,,,201.0
308,145,46,14,,,201.0
309,146,46,14,,,201.0
310,145,46,14,,,205.0
311,145,46,14,,,205.0
312,145,46,14,,,205.0
313,145,46,14,,,205.0
314,153,48,23,,,186.0
315,154,52,23,,,182.0
316,155,54,20,,,182.0
317,155,61,20,,,173.0
318,155,61,20,,,173.0
319,156,61,20,,,173.0
320,159,61,20,,,176.0
321,160,61,20,,,175.0
322,159,59,20,,,179.0
323,160,61,16,,,179.0
324,157,55,16,,,190.0
325,157,55,16,,,189.0
326,157,55,16,,,189.0
327,156,57,16,,,188.0
328,157,57,16,,,189.0
329,159,57,16,,,187.0
330,152,55,16,,,197.0
331,152,55,16,,,196.0
332,153,55,16,,,197.0
333,153,55,13,,,200.0
334,156,55,13,,,201.0
335,156,55,13,,,202.0
336,158,55,13,,,202.0
337,160,58,13,,,195.0
338,160,58,13,,,196.0
339,157,58,13,,,200.0
340,157,58,13,,199,
341,158,58,13,,198,
342,160,58,13,,198,
343,160,58,13,,198,
344,163,63,5,,200,
345,163,63,5,,201,
346,163,63,5,,203,
347,163,63,5,,204,
348,160,67,5,,204,
349,161,67,5,,203,
350,161,67,5,,203,
351,161,67,5,,204,
352,160,63,5,,212,
353,160,63,5,,212,
354,163,63,5,,211,
355,163,63,5,,211,
356,163,63,5,,211,
357,164,63,5,,210,
358,166,63,5,,211,
359,166,63,5,,212,
360,167,63,5,,216,
361,170,68,5,,208,
362,171,68,5,,209,
363,171,68,5,,209,
364,171,69,5,,207,
365,171,69,5,,207,
366,171,71,5,,207,
367,171,71,5,,206,
368,173,71,5,,206,
369,173,71,5,,205,
370,175,73,5,,200,
371,175,73,5,4,195,
372,175,73,5,4,195,
373,175,73,5,4,194,
374,175,73,5,4,194,
375,170,72,5,4,200,
376,170,72,5,4,201,
377,174,80,5,4,188,
378,171,76,5,4,196,
379,171,76,5,4,196,
380,172,76,5,4,197,
381,172,78,10,4,189,
382,172,78,10,4,189,
383,172,82,10,4,184,
384,170,82,5,4,191,
385,171,82,5,4,191,
386,171,82,5,4,191,
387,171,84,5,4,189,
388,169,82,5,4,195,
389,169,82,5,4,195,
390,169,84,5,4,191,
391,169,84,5,4,191,
392,169,88,5,4,189,
393,169,87,5,4,189,
394,174,87,20,4,170,
395,174,87,20,4,171,
396,175,87,20,4,171,
397,175,87,20,4,171,
398,182,92,14,4,164,
399,182,92,14,4,164,
400,183,93,14,4,164,
401,183,92,14,4,164,
402,183,92,14,4,164,
403,184,89,14,4,164,
404,185,99,14,4,155,
405,185,99,17,,154,
406,185,99,17,,154,
407,186,97,17,,154,
408,189,93,17,,158,
409,189,93,17,,157,
410,190,94,17,,156,
411,190,93,17,,156,
412,191,93,17,,157,
413,191,95,17,,154,
414,191,95,17,,154,
415,191,95,17,,153,
416,187,95,17,,161,
417,187,95,17,,161,
418,187,95,17,,161,
419,187,95,17,,161,
420,179,85,20,,181,
421,179,87,20,,178,
422,179,87,20,,178,
423,180,87,20,,179,
424,181,87,20,,179,
425,181,87,20,,178,
426,180,89,20,,178,
427,180,89,20,,178,
428,180,89,20,,178,
429,180,89,20,,177,
430,180,93,20,,173,
431,186,93,20,,166,
432,189,93,20,,165,
433,189,93,20,,165,
434,189,93,20,,165,
435,189,93,20,,165,
436,189,93,20,,165,
437,189,93,20,,165,
438,190,93,20,,165,
439,190,93,20,,165,
440,188,89,20,,176,
441,190,89,20,,175,
442,194,89,20,,169,
443,197,97,20,,157,
444,198,97,20,,157,
445,199,95,20,,156,
446,199,95,27,,148,
447,201,97,27,,143,
448,201,97,27,,143,
449,201,97,27,,143,
450,202,93,15,,161,
451,202,93,15,,161,
452,196,93,15,,168,
453,196,93,15,,168,
454,196,93,15,,168,
455,196,93,15,,168,
456,197,88,15,,175,
457,197,88,15,,175,
458,197,88,15,,176,
459,198,88,24,24,140,
460,197,88,21,30,140,
461,197,88,21,30,139,
462,199,91,24,30,132,
463,199,91,24,30,132,
464,198,84,24,30,140,
465,198,84,24,30,141,
466,199,84,24,30,143,
467,199,86,31,30,132,
468,195,86,31,30,137,
469,195,93,31,30,130,
470,195,93,31,30,130,
471,195,93,31,30,129,
472,197,93,31,15,146,
473,198,93,38,6,146,
474,198,95,38,6,146,
475,197,95,38,6,146,
476,185,87,20,6,185,
477,188,89,20,6,181,
478,190,89,20,6,181,
479,194,91,20,6,174,
480,194,93,20,6,171,
481,194,93,20,6,171,
482,195,93,20,6,171,
483,196,93,20,6,171,
484,197,93,20,6,171,
485,197,93,20,6,171,
486,198,93,20,6,171,
487,202,97,29,36,123,
488,200,101,29,6,154,
489,201,101,32,17,137,
490,207,106,32,17,129,
491,207,106,32,17,129,
492,208,106,32,17,129,
493,208,106,32,17,129,
494,209,106,32,17,129,
495,209,106,32,17,129,
496,211,96,43,17,129,
497,211,96,43,17,128,
498,211,94,48,17,128,
499,211,94,48,17,128,
500,213,92,48,17,127,
501,213,92,48,17,127,
502,211,90,48,17,132,
503,211,90,48,17,132,
504,212,90,48,17,133,
505,218,86,52,17,127,
506,219,86,52,17,127,
507,221,84,55,17,122,
508,220,86,55,17,122,
509,220,86,55,17,122,
510,221,86,36,38,122,
511,220,78,36,48,122,
512,221,78,36,48,122,
513,223,78,36,48,122,
514,223,78,36,49,122,
515,224,78,36,49,122,
516,224,78,36,49,122,
517,225,82,42,53,105,
518,226,82,42,53,105,
519,226,82,42,53,105,
520,220,77,42,17,153,
521,220,77,42,17,153,
522,222,77,42,17,155,
523,222,81,42,29,138,
524,222,81,42,29,138,
525,223,81,42,29,139,
526,224,81,42,29,140,
527,224,80,42,29,140,
528,228,80,45,29,133,
529,229,78,45,29,133,
530,230,78,45,29,132,
531,226,76,45,17,152,
532,227,76,45,17,152,
533,227,76,45,17,152,
534,227,74,41,17,158,
535,231,85,49,36,114,
536,230,83,41,36,128,
537,230,83,41,36,129,
538,230,83,41,36,129,
539,230,83,41,36,129,
540,230,72,35,31,162,
541,230,72,35,31,162,
542,231,70,38,31,159,
543,232,70,38,31,159,
544,230,71,53,31,148,
545,230,71,53,31,148,
546,229,67,51,31,158,
547,229,67,51,31,158,
548,229,67,51,31,159,
549,229,67,51,31,159,
550,230,71,71,31,134,
551,231,71,69,31,134,
552,230,68,48,31,166,
553,231,72,42,31,166,
554,231,72,42,31,166,
555,231,75,42,31,162,
556,230,75,42,31,165,
557,230,75,42,31,165,
558,231,75,42,31,165,
559,231,75,42,31,165,
560,227,72,36,12,208,
561,228,72,43,12,198,
562,228,72,43,12,197,
563,228,72,43,12,196,
564,229,72,43,12,196,
565,229,72,43,12,197,
566,229,78,43,12,190,
567,231,78,47,12,182,
568,232,78,47,12,182,
569,233,78,47,12,180,
570,232,71,30,12,215,
571,232,71,30,12,215,
572,232,71,30,12,214,
573,232,71,30,12,214,
574,234,71,42,12,198,
575,234,71,42,12,196,
576,232,77,42,12,198,
577,232,77,42,12,198,
578,232,77,42,12,196,
579,232,77,42,12,196,
580,231,73,42,12,205,
581,231,73,42,12,204,
582,233,73,42,12,204,
583,235,76,42,12,197,
584,235,76,42,12,197,
585,236,76,42,21,185,
586,236,81,42,21,178,
587,236,81,42,21,178,
588,235,79,42,21,185,
589,235,84,36,21,185,
590,236,84,36,21,185,
591,236,84,36,21,185,
592,231,88,36,14,196,
593,231,88,36,14,196,
594,232,85,36,14,203,
595,234,87,36,14,198,
596,235,89,36,14,194,
597,235,89,36,14,194,
598,235,89,36,37,170,
599,235,89,36,37,170,
600,237,91,50,37,153,
601,237,91,50,37,153,
602,238,91,50,37,152,
603,238,91,54,38,147,
604,238,96,77,38,118,
605,238,96,77,38,118,
606,241,98,80,38,108,
607,242,103,73,38,108,
608,242,103,73,38,108,
609,242,103,73,38,108,
610,242,105,73,38,108,
611,243,105,73,36,108,
612,245,105,73,36,106,
613,245,105,73,36,106,
614,245,105,75,36,106,
615,245,105,75,36,105,
616,243,95,62,31,137,
617,243,95,62,31,137,
618,243,95,62,31,137,
619,243,95,62,31,137,
620,244,99,62,31,131,
621,244,99,62,31,130,
622,245,99,62,31,130,
623,248,99,68,21,130,
624,247,97,52,21,150,
625,247,97,52,21,150,
626,247,97,52,21,151,
627,249,94,52,21,151,
628,250,94,52,21,151,
629,250,94,52,21,151,
630,250,94,52,9,166,
631,250,94,52,9,165,
632,251,94,52,9,165,
633,251,94,52,9,165,
634,251,94,52,19,154,
635,251,94,52,19,154,
636,252,91,58,19,154,
637,249,85,48,19,174,
638,249,85,48,19,174,
639,250,85,48,19,172,
640,252,85,48,19,174,
641,256,91,67,39,123,
642,257,91,67,39,123,
643,257,91,67,49,112,
644,258,91,67,49,110,
645,258,91,67,49,110,
646,258,91,67,49,110,
647,258,91,67,49,110,
648,257,89,67,49,117,
649,259,96,87,49,87,
650,259,96,87,49,87,
651,259,96,87,49,87,
652,258,94,88,49,92,
653,258,94,88,49,92,
654,258,94,88,49,92,
655,258,94,88,49,92,
656,259,94,88,49,93,
657,259,94,88,49,93,
658,259,94,97,39,93,
659,259,94,97,39,92,
660,258,94,89,52,93,
661,258,96,89,52,90,
662,260,96,89,50,90,
663,260,96,89,50,90,
664,259,98,89,50,90,
665,258,84,89,50,106,
666,258,84,89,49,106,
667,260,84,105,30,106,
668,261,84,105,30,106,
669,261,84,105,30,105,
670,264,89,96,30,105,
671,264,89,96,30,105,
672,265,100,96,30,95,
673,265,100,96,30,95,
674,265,100,96,30,95,
675,267,100,96,30,96,
676,267,100,96,30,97,
677,267,100,96,30,97,
678,267,102,96,30,97,
679,267,102,96,30,97,
680,268,105,100,63,57,
681,264,105,51,63,111,
682,266,105,51,62,111,
683,266,105,51,62,111,
684,264,101,51,71,111,
685,265,101,51,71,111,
686,268,101,50,71,111,
687,268,101,50,71,111,
688,268,98,50,39,148,
689,270,105,44,39,143,
690,271,105,44,39,143,
691,271,105,44,39,143,
692,272,102,44,39,147,
693,274,103,44,39,142,
694,274,103,44,39,142,
695,274,103,44,39,142,
696,274,103,44,39,143,
697,280,107,93,32,89,
698,280,107,93,32,88,
699,280,113,86,32,88,
700,280,111,86,64,59,
701,281,114,86,60,57,
702,282,114,86,60,57,
703,282,121,86,60,49,
704,280,121,83,87,29,
705,281,123,83,83,29,
706,282,125,83,79,29,
707,282,125,83,79,29,
708,285,125,83,79,29,
709,285,125,83,79,29,
710,282,115,66,79,64,
711,280,117,66,69,74,
712,282,117,66,69,74,
713,283,117,66,67,74,
714,284,117,64,67,76,
715,285,117,69,61,76,
716,286,117,69,61,77,
717,286,117,69,61,77,
718,287,117,69,60,77,
719,287,117,77,60,68,
720,284,109,73,46,102,
721,284,109,73,46,102,
722,288,108,76,38,102,
723,289,112,76,43,91,
724,289,112,76,43,91,
725,289,112,76,43,91,
726,291,120,92,43,63,
727,291,120,92,43,63,
728,297,125,92,43,51,
729,297,128,96,57,29,
730,295,128,96,57,34,
731,295,128,96,57,34,
732,296,128,93,61,34,
733,297,128,91,61,34,
734,297,128,91,61,34,
735,300,128,91,61,33,
736,300,128,91,61,33,
737,300,128,91,61,33,
738,299,136,90,86,,
739,299,136,90,86,,
740,300,129,95,86,,
741,300,129,95,85,,
742,300,129,95,85,,
743,300,129,94,85,,
744,300,129,94,84,,
745,301,129,94,84,,
746,301,129,94,84,,
747,302,127,94,84,,
748,302,127,94,84,,
749,302,127,98,79,,
750,301,131,99,79,,
751,302,136,92,79,,
752,302,136,92,79,,
753,302,138,92,76,,
754,302,141,88,76,,
755,302,141,106,57,,
756,302,140,107,57,,
757,302,143,103,57,,
758,303,144,99,57,,
759,303,144,98,57,,
760,299,134,86,85,,
761,299,134,86,85,,
762,288,127,74,116,,
763,288,130,74,112,,
764,289,130,74,110,,
765,290,130,74,107,,
766,290,130,74,107,,
767,290,130,74,107,,
768,289,121,74,119,,
769,291,121,80,110,,
770,291,121,80,111,,
771,291,121,80,111,,
772,292,121,80,111,,
773,292,121,80,111,,
774,292,125,80,106,,
775,305,132,88,78,,
776,304,130,79,94,,
777,302,130,79,97,,
778,306,141,90,69,,
779,306,143,87,69,,
780,307,143,87,72,,
781,307,143,87,72,,
782,310,148,82,67,,
783,310,148,82,67,,
784,311,148,82,67,,
785,312,146,82,67,,
786,313,146,91,56,,
787,313,146,96,50,,
788,309,144,96,57,,
789,309,143,96,57,,
790,309,143,96,57,,
791,309,143,96,57,,
792,311,147,91,57,,
793,313,151,95,46,,
794,314,149,95,46,,
795,312,154,95,43,,
796,312,154,95,43,,
797,312,154,95,43,,
798,318,159,95,32,,
799,325,150,95,32,,
800,325,149,95,32,,
801,327,147,95,32,,
802,326,147,95,32,,
803,326,154,87,32,,
804,323,147,97,32,,
805,322,147,97,32,,
806,321,147,97,32,,
807,320,147,97,32,,
808,320,147,97,32,,
809,319,147,97,32,,
810,305,131,53,110,,
811,304,131,53,110,,
812,305,128,53,114,,
813,306,128,53,115,,
814,306,128,53,115,,
815,306,128,53,116,,
816,305,128,53,119,,
817,305,128,53,119,,
818,305,128,53,119,,
819,305,128,53,119,,
820,311,128,53,115,,
821,313,135,62,95,,
822,313,135,62,95,,
823,323,142,106,32,,
824,320,140,100,45,,
825,320,140,99,45,,
826,319,138,99,49,,
827,319,138,99,49,,
828,318,138,81,73,,
829,318,138,81,73,,
830,318,138,81,72,,
831,318,138,81,72,,
832,318,137,81,72,,
833,318,137,81,72,,
834,318,136,81,72,,
835,318,136,81,72,,
836,318,136,81,72,,
837,323,139,86,62,,
838,323,139,86,62,,
839,323,139,86,62,,
840,319,130,86,77,,
841,319,130,86,77,,
842,320,130,86,75,,
843,320,130,85,75,,
844,320,130,85,75,,
845,320,130,85,75,,
846,321,130,89,71,,
847,321,130,89,71,,
848,322,130,89,71,,
849,322,130,89,71,,
850,322,130,89,72,,
851,322,130,89,72,,
852,317,130,89,82,,
853,317,135,89,76,,
854,320,137,121,38,,
855,318,128,133,38,,
856,318,128,136,38,,
857,318,128,136,38,,
858,318,128,136,38,,
859,318,128,136,38,,
860,318,128,135,38,,
861,318,128,135,38,,
862,317,128,134,38,,
863,317,128,133,38,,
864,317,141,121,38,,
865,318,141,118,38,,
866,318,141,118,38,,
867,318,141,118,38,,
868,310,132,114,65,,
869,310,132,114,65,,
870,311,132,114,65,,
871,311,132,114,65,,
872,311,136,109,67,,
873,311,136,109,69,,
874,312,134,109,69,,
875,310,126,106,83,,
876,301,115,64,20,131,
877,301,115,64,20,131,
878,301,115,64,20,131,
879,303,111,64,20,134,
880,305,111,64,20,136,
881,311,115,67,20,122,
882,311,115,67,20,121,
883,311,115,67,20,121,
884,312,115,67,20,123,
885,313,115,67,20,122,
886,313,115,67,20,122,
887,313,115,67,20,121,
888,314,115,67,20,121,
889,318,122,72,31,92,
890,319,122,72,31,91,
891,319,122,72,31,91,
892,319,122,72,31,92,
893,319,122,72,31,92,
894,318,122,72,22,103,
895,318,126,72,22,98,
896,320,126,72,22,99,
897,320,126,72,22,99,
898,320,126,72,22,99,
899,320,126,72,22,99,
900,322,122,72,80,44,
901,322,122,72,80,44,
902,322,126,72,75,44,
903,322,126,72,75,44,
904,323,126,72,75,45,
905,323,126,72,75,45,
906,329,137,72,101,,
907,331,148,91,68,,
908,331,148,91,68,,
909,333,148,91,65,,
910,333,148,84,74,,
911,333,147,84,73,,
912,328,144,69,101,,
913,328,144,69,101,,
914,328,144,69,101,,
915,328,144,69,100,,
916,328,144,69,101,,
917,326,140,53,124,,
918,326,140,53,125,,
919,326,140,53,125,,
920,328,135,53,130,,
921,329,135,53,130,,
922,330,135,71,110,,
923,333,137,76,99,,
924,333,137,76,102,,
925,333,137,76,103,,
926,334,145,81,87,,
927,334,145,81,87,,
928,336,145,81,83,,
929,336,145,81,83,,
930,336,145,81,82,,
931,328,132,68,115,,
932,329,132,68,115,,
933,328,132,68,115,,
934,327,132,68,115,,
935,331,138,92,80,,
936,328,133,92,22,73,
937,328,132,92,22,73,
938,328,132,92,22,73,
939,328,132,92,22,76,
940,326,137,71,15,101,
941,326,137,71,15,101,
942,332,142,88,15,72,
943,332,142,88,15,72,
944,333,142,88,15,72,
945,335,142,88,15,72,
946,335,142,88,15,71,
947,335,142,88,15,70,
948,335,142,88,15,71,
949,334,142,88,15,71,
950,333,144,88,15,71,
951,335,149,100,32,34,
952,333,136,117,32,34,
953,333,136,117,32,33,
954,330,136,92,73,22,
955,331,136,92,74,20,
956,333,136,92,74,18,
957,333,136,92,74,18,
958,333,136,92,74,18,
959,333,136,92,74,18,
960,335,136,92,78,16,
961,335,136,92,78,16,
962,335,136,92,77,16,
963,335,136,92,76,16,
964,334,136,92,76,16,
965,334,136,92,76,16,
966,333,143,100,63,16,
967,333,143,100,63,16,
968,334,143,100,64,16,
969,336,143,100,61,16,
970,336,143,100,61,16,
971,337,149,92,61,16,
972,338,149,92,61,16,
973,339,149,120,32,16,
974,339,157,111,32,16,
975,339,157,110,32,16,
976,337,157,113,32,16,
977,338,159,109,32,16,
978,339,155,113,32,16,
979,339,155,113,32,16,
980,343,151,113,32,16,
981,343,151,113,32,16,
982,343,151,113,32,16,
983,343,151,113,32,16,
984,343,148,118,32,16,
985,344,148,115,32,16,
986,344,148,115,32,16,
987,344,144,120,32,16,
988,346,144,117,32,16,
989,346,144,117,32,16,
990,347,144,118,32,16,
991,346,144,118,32,16,
992,344,139,76,83,16,
993,338,125,61,119,16,
994,339,123,61,119,16,
995,339,123,61,119,16,
996,338,125,61,120,16,
997,338,125,68,112,16,
998,338,125,68,112,16,
999,338,125,68,113,16,
1000,339,128,90,89,16,
1001,339,128,89,89,16,
1002,339,128,89,91,16,
1003,339,128,89,91,16,
1004,342,131,82,91,16,
1005,343,131,82,91,16,
1006,343,131,82,91,16,
1007,343,131,82,91,16,
1008,333,125,66,125,16,
1009,333,125,66,125,16,
1010,333,125,66,125,16,
1011,336,130,98,82,16,
1012,339,132,92,82,16,
1013,339,132,92,82,16,
1014,339,132,91,82,16,
1015,339,132,91,82,16,
1016,338,139,83,81,16,
1017,338,139,83,81,16,
1018,337,139,83,81,16,
1019,338,139,83,79,16,
1020,337,136,90,79,16,
1021,336,136,90,79,16,
1022,346,151,106,36,16,
1023,346,151,106,36,16,
1024,342,131,91,76,16,
1025,342,131,91,76,16,
1026,342,131,91,76,16,
1027,342,131,91,76,16,
1028,342,131,91,76,16,
1029,342,131,91,77,16,
1030,342,131,91,78,16,
1031,342,131,91,78,16,
1032,343,131,91,78,16,
1033,343,131,91,78,16,
1034,344,131,88,78,16,
1035,344,134,125,36,16,
1036,341,136,126,36,16,
1037,341,136,125,36,16,
1038,339,133,130,36,16,
1039,339,133,130,36,16,
1040,340,131,131,36,16,
1041,339,129,135,36,16,
1042,341,129,132,36,16,
1043,341,129,132,36,16,
1044,342,127,132,36,16,
1045,342,127,132,36,16,
1046,344,143,113,36,16,
1047,344,145,110,36,16,
1048,342,143,117,36,16,
1049,343,146,111,36,16,
1050,340,142,121,36,16,
1051,339,142,121,36,16,
1052,339,142,121,36,16,
1053,339,142,121,36,16,
1054,339,142,121,36,16,
1055,339,142,121,36,16,
1056,331,142,90,30,67,
1057,332,142,90,30,67,
1058,333,147,83,30,67,
1059,333,147,83,30,67,
1060,337,155,74,26,67,
1061,337,155,74,26,67,
1062,337,155,74,26,69,
1063,337,155,74,26,69,
1064,337,154,74,26,69,
1065,333,140,67,21,106,
1066,333,140,67,21,106,
1067,333,140,67,21,106,
1068,335,140,65,109,16,
1069,335,140,65,109,16,
1070,335,142,65,105,16,
1071,335,142,65,105,16,
1072,336,142,65,105,16,
1073,338,142,72,94,16,
1074,338,142,72,94,16,
1075,338,149,64,94,16,
1076,339,149,64,94,16,
1077,343,149,77,76,16,
1078,345,146,77,76,16,
1079,345,146,77,76,16,
1080,344,146,77,80,16,
1081,344,146,101,55,16,
1082,344,146,101,55,16,
1083,344,146,101,55,16,
1084,344,146,100,55,16,
1085,344,146,86,70,16,
1086,342,152,86,66,16,
1087,344,158,77,66,16,
1088,344,158,77,66,16,
1089,344,158,77,66,16,
1090,345,156,80,66,16,
1091,345,156,80,66,16,
