day_counter,0,1,2,3,4,5,6,7,8
220,105,19,,,,,199.0,,
221,105,19,,,,,199.0,,
222,85,13,,,,,226.0,,
223,86,13,,,,,226.0,,
224,87,13,,,,,227.0,,
225,86,13,,,,,229.0,,
226,86,13,,,,,229.0,,
227,87,13,,,,,229.0,,
228,90,13,,,,,231.0,,
229,90,13,,,,,231.0,,
230,90,13,,,,,235.0,,
231,88,13,,,,,237.0,,
232,88,13,,,,,237.0,,
233,88,13,,,,,237.0,,
234,86,13,,,,,242.0,,
235,86,13,,,,,242.0,,
236,85,11,,,,,247.0,,
237,85,11,,,,,247.0,,
238,86,11,,,,,249.0,,
239,86,11,,,,,249.0,,
240,103,15,,,,,228.0,,
241,103,15,,,,,228.0,,
242,103,15,,,,,229.0,,
243,105,15,,,,,226.0,,
244,104,15,,,,,228.0,,
245,105,15,,,,,228.0,,
246,106,15,,,,,228.0,,
247,106,15,,,,,228.0,,
248,108,13,,,,,233.0,,
249,109,13,,,,,235.0,,
250,110,13,,,,,236.0,,
251,112,13,,,,,232.0,,
252,113,13,,,,,232.0,,
253,113,13,,,,,232.0,,
254,115,15,,,,,232.0,,
255,117,15,3,,,,226.0,,
256,118,18,3,,,,221.0,,
257,119,18,3,,,,221.0,,
258,120,18,3,,,,221.0,,
259,117,16,3,,,,,228.0,
260,117,16,3,,,,,231.0,
261,117,16,3,,,,,232.0,
262,114,16,3,,,,,239.0,
263,115,16,3,,,,,240.0,
264,115,16,3,,,,,240.0,
265,116,16,3,,,,,240.0,
266,117,18,3,,,,,236.0,
267,118,18,3,,,,,238.0,
268,114,18,3,,,,,244.0,
269,114,18,3,,,,,244.0,
270,116,18,,,,,,248.0,
271,116,18,,,,,,248.0,
272,117,18,,,,,,249.0,
273,118,18,3,,,,,245.0,
274,118,20,3,,,,,244.0,
275,118,20,3,,,,,244.0,
276,117,24,3,,,,,244.0,
277,117,26,3,,,,,243.0,
278,122,28,3,,,,,237.0,
279,120,33,3,,,,,235.0,
280,122,33,3,,,,,236.0,
281,122,33,3,,,,,237.0,
282,124,33,3,,,,,237.0,
283,124,33,3,,,,,237.0,
284,124,37,3,,,,,237.0,
285,119,30,3,,,,,250.0,
286,120,30,6,,,,,246.0,
287,120,30,6,,,,,248.0,
288,121,30,6,,,,,251.0,
289,121,30,6,,,,,251.0,
290,122,30,6,,,,,251.0,
291,126,30,6,,,,,246.0,
292,128,30,6,,,,,246.0,
293,134,37,6,,,,,233.0,
294,134,35,9,,,,,234.0,
295,134,35,9,,,,,234.0,
296,134,35,9,,,,,234.0,
297,134,33,9,,,,,236.0,
298,135,33,9,,,,,236.0,
299,136,33,9,,,,,237.0,
300,139,33,9,,,,,237.0,
301,140,35,9,,,,,234.0,
302,141,35,9,,,,,234.0,
303,142,35,9,,,,,234.0,
304,139,30,6,,,,,247.0,
305,140,32,6,6,,,,239.0,
306,142,32,6,6,,,,242.0,
307,145,32,6,6,,,,242.0,
308,148,32,6,6,,,,242.0,
309,149,32,6,6,,,,242.0,
310,148,29,6,6,,,,249.0,
311,148,29,6,6,,,,249.0,
312,151,37,9,6,,,,234.0,
313,151,37,9,6,,,,234.0,
314,154,37,9,6,,,,234.0,
315,154,39,9,6,,,,234.0,
316,155,39,9,6,,,,234.0,
317,155,39,9,6,,,,234.0,
318,155,39,9,6,,,,233.0,
319,156,39,9,6,,,,233.0,
320,158,41,9,7,,,,235.0,
321,159,41,9,7,,,,235.0,
322,157,44,9,7,,,,234.0,
323,157,44,9,7,,,,233.0,
324,154,39,6,7,,,,247.0,
325,154,39,6,7,,,,247.0,
326,154,39,6,7,,,,248.0,
327,154,39,6,7,,,,249.0,
328,155,39,6,7,,,,250.0,
329,156,39,6,7,,,,249.0,
330,150,39,6,7,,,,256.0,
331,151,39,6,7,,,,254.0,
332,152,39,6,7,,,,255.0,
333,151,39,6,7,,,,257.0,
334,154,39,6,7,,,,258.0,
335,153,41,6,7,,,,258.0,
336,155,41,6,7,,,,258.0,
337,155,41,6,7,,,,258.0,
338,155,39,6,7,,,,261.0,
339,152,37,10,7,,,,,262.0
340,153,37,10,7,,,,,260.0
341,154,37,10,7,,,,,260.0
342,156,37,10,7,,,,,260.0
343,156,37,10,7,,,,,260.0
344,157,35,6,7,,,,,268.0
345,157,35,6,7,,,,,269.0
346,157,35,6,7,,,,,271.0
347,157,35,6,7,,,,,272.0
348,154,35,6,7,,,,,277.0
349,155,35,6,7,,,,,277.0
350,162,39,6,7,,,,,265.0
351,162,39,6,7,,,,,266.0
352,161,32,6,7,,,,,277.0
353,162,32,6,7,,,,,275.0
354,165,32,6,7,,,,,275.0
355,165,32,6,7,,,,,275.0
356,165,32,6,7,,,,,275.0
357,162,32,6,7,,,,,279.0
358,164,32,6,7,,,,,280.0
359,164,32,6,7,,,,,281.0
360,165,32,6,7,,,,,285.0
361,165,32,6,7,,,,,286.0
362,166,32,6,7,,,,,287.0
363,168,32,6,7,,,,,284.0
364,168,33,6,7,,,,,284.0
365,168,33,6,7,,,,,284.0
366,168,35,6,7,,,,,284.0
367,168,35,6,7,,,,,284.0
368,170,35,6,7,,,,,284.0
369,172,40,6,7,,,,,276.0
370,172,40,6,7,,,,,275.0
371,172,40,6,7,,,,,275.0
372,172,40,6,7,,,,,275.0
373,172,40,6,7,,,,,275.0
374,172,40,6,7,,,,,275.0
375,168,42,6,7,,,,,279.0
376,168,42,6,7,,,,,280.0
377,168,42,6,7,,,,,280.0
378,165,37,6,7,,,,,289.0
379,165,37,6,7,,,,,288.0
380,164,37,6,7,,,,,291.0
381,165,37,6,7,,,,,289.0
382,165,37,6,7,,,,,289.0
383,165,37,6,7,,,,,289.0
384,161,37,6,7,,,,,294.0
385,164,39,13,7,,,,,281.0
386,164,39,13,7,,,,,281.0
387,164,39,13,7,,,,,282.0
388,165,39,13,7,,,,,283.0
389,166,43,13,7,,,,,277.0
390,166,43,13,7,,,,,277.0
391,166,43,13,7,,,,,277.0
392,166,43,13,7,,,,,280.0
393,168,43,13,7,,,,,277.0
394,170,43,13,7,,,,,277.0
395,170,43,13,7,,,,,278.0
396,171,43,13,7,,,,,278.0
397,172,53,13,7,,,,,265.0
398,173,53,13,7,,,,,265.0
399,175,55,13,7,,,,260.0,
400,176,55,13,7,,,,261.0,
401,176,55,13,7,,,,261.0,
402,176,55,13,7,,,,261.0,
403,176,55,13,7,,,,261.0,
404,176,55,13,7,,,,264.0,
405,176,55,13,7,,,,264.0,
406,176,55,13,7,,,,264.0,
407,176,55,17,7,,,,259.0,
408,177,57,13,7,,,,263.0,
409,178,57,13,7,,,,261.0,
410,179,57,13,7,,,,262.0,
411,179,57,13,7,,,,261.0,
412,181,55,13,7,,,,262.0,
413,181,55,13,7,,,,262.0,
414,180,57,13,7,,,,262.0,
415,180,57,13,7,,,,262.0,
416,182,48,22,7,,,,263.0,
417,182,48,22,7,,,,263.0,
418,182,48,22,7,,,,262.0,
419,182,48,22,7,,,,262.0,
420,177,39,22,7,,,,280.0,
421,177,39,22,7,,,,280.0,
422,177,39,22,7,,,,280.0,
423,178,39,22,7,,,,281.0,
424,174,39,22,7,,,,286.0,
425,174,39,22,7,,,,286.0,
426,174,39,22,7,,,,287.0,
427,174,39,22,7,,,,287.0,
428,175,39,22,7,,,,285.0,
429,175,39,22,7,,,,284.0,
430,176,39,22,7,,,,285.0,
431,176,39,22,7,,,,285.0,
432,179,39,22,7,,,,284.0,
433,179,39,22,7,,,,284.0,
434,179,39,22,7,,,,284.0,
435,179,39,22,7,,,,284.0,
436,179,39,22,7,,,,284.0,
437,179,39,22,7,,,283.0,,
438,180,39,22,7,,,283.0,,
439,185,58,22,7,,,258.0,,
440,185,50,22,7,,,271.0,,
441,187,50,22,7,,,271.0,,
442,191,52,22,7,,,264.0,,
443,192,55,22,7,,,259.0,,
444,193,55,22,7,,,259.0,,
445,193,55,22,7,,,259.0,,
446,193,55,22,7,,,259.0,,
447,193,55,22,7,,,259.0,,
448,193,55,22,7,,,259.0,,
449,193,60,27,7,,,248.0,,
450,193,57,27,7,,,255.0,,
451,193,57,27,7,,,255.0,,
452,192,57,19,7,,,266.0,,
453,192,57,19,7,,,266.0,,
454,192,57,19,7,,,266.0,,
455,192,57,19,7,,,266.0,,
456,192,57,19,7,,,269.0,,
457,193,57,19,7,,,267.0,,
458,193,57,19,7,,,268.0,,
459,193,57,19,7,,,268.0,,
460,191,57,10,,,,289.0,,
461,192,61,10,,,,283.0,,
462,192,61,10,,,,285.0,,
463,192,61,10,,,,285.0,,
464,191,61,10,,,,288.0,,
465,191,61,10,,,,288.0,,
466,193,65,10,,,,284.0,,
467,193,65,10,,,,284.0,,
468,192,58,10,,,,293.0,,
469,192,58,10,,,,292.0,,
470,192,58,10,,,,292.0,,
471,192,58,10,,,,291.0,,
472,193,55,10,,,,297.0,,
473,193,55,10,,,,296.0,,
474,193,57,10,,,,296.0,,
475,193,59,13,,,,290.0,,
476,180,51,10,,,,316.0,,
477,182,49,10,,,317.0,,,
478,184,51,20,,,305.0,,,
479,184,55,20,,,300.0,,,
480,184,55,20,,,300.0,,,
481,184,55,20,,,300.0,,,
482,185,55,20,,,300.0,,,
483,186,55,20,,,300.0,,,
484,187,55,20,,,300.0,,,
485,187,55,20,,,300.0,,,
486,188,55,20,,,300.0,,,
487,188,55,20,,,299.0,,,
488,197,61,20,,,,287.0,,
489,197,61,20,,,,287.0,,
490,200,63,25,,,,281.0,,
491,200,63,25,,,,281.0,,
492,201,67,25,6,,,270.0,,
493,201,67,25,6,,,270.0,,
494,202,67,25,6,,,270.0,,
495,202,67,25,6,,,270.0,,
496,202,67,25,6,,,273.0,,
497,204,70,25,6,,,267.0,,
498,204,70,25,6,,,270.0,,
499,204,70,25,6,,,270.0,,
500,205,70,25,6,,,269.0,,
501,205,70,25,6,,,269.0,,
502,203,66,25,6,,,277.0,,
503,203,66,25,6,,,277.0,,
504,204,66,25,6,,,278.0,,
505,206,66,25,6,,,278.0,,
506,207,66,25,6,,,278.0,,
507,207,66,25,6,,,278.0,,
508,208,66,28,6,,,274.0,,
509,211,62,28,6,,,274.0,,
510,213,62,28,6,,,275.0,,
511,212,60,28,6,,,279.0,,
512,213,60,28,6,,,279.0,,
513,216,60,28,6,,,277.0,,
514,216,60,28,6,,,278.0,,
515,217,60,28,6,,,278.0,,
516,217,60,28,6,,,277.0,,
517,217,60,28,6,,,277.0,,
518,218,60,28,6,,,277.0,,
519,218,64,28,6,,,272.0,,
520,213,59,28,6,,,285.0,,
521,213,59,28,6,,,285.0,,
522,215,59,28,6,,,287.0,,
523,215,59,28,6,,,287.0,,
524,215,59,28,6,,,287.0,,
525,216,59,28,6,,,288.0,,
526,217,59,28,6,,,289.0,,
527,217,59,28,6,,,288.0,,
528,218,59,28,6,,,289.0,,
529,218,59,28,6,,,289.0,,
530,218,59,28,6,,,290.0,,
531,217,60,18,6,,,301.0,,
532,218,60,18,6,,,301.0,,
533,218,60,18,6,,,301.0,,
534,219,60,18,6,,,301.0,,
535,219,65,18,6,,,295.0,,
536,217,63,18,6,,,301.0,,
537,217,63,18,6,,,302.0,,
538,217,65,18,6,,,299.0,,
539,217,65,18,6,,,299.0,,
540,213,63,18,6,,,317.0,,
541,213,63,18,6,,,317.0,,
542,213,63,18,6,,,318.0,,
543,215,63,18,6,,,316.0,,
544,214,63,18,6,,,321.0,,
545,214,63,18,6,,,321.0,,
546,215,65,18,6,,,319.0,,
547,215,65,18,6,,,318.0,,
548,215,65,18,6,,,319.0,,
549,215,65,18,6,,,319.0,,
550,215,63,18,6,,,322.0,,
551,216,65,18,6,,,318.0,,
552,214,63,18,,,,336.0,,
553,214,63,18,,,,335.0,,
554,214,63,18,,,,335.0,,
555,214,63,18,,,,335.0,,
556,215,63,18,,,,335.0,,
557,215,63,18,,,,335.0,,
558,216,63,18,,,,335.0,,
559,216,63,18,,,,335.0,,
560,215,63,18,,,,347.0,,
561,216,65,18,,,,343.0,,
562,216,65,18,,,,343.0,,
563,216,65,18,,,,342.0,,
564,217,65,18,,,,342.0,,
565,217,65,18,,,,342.0,,
566,217,65,18,,,,342.0,,
567,218,65,18,,,,341.0,,
568,219,65,18,,,,341.0,,
569,219,65,18,,,,340.0,,
570,218,60,18,,,,356.0,,
571,218,60,18,,,,356.0,,
572,219,62,21,,,,349.0,,
573,219,62,21,,,,349.0,,
574,219,62,21,,,,348.0,,
575,219,62,21,,,,348.0,,
576,219,66,21,,,,349.0,,
577,219,66,21,,,,347.0,,
578,219,66,21,,,,347.0,,
579,219,66,21,,,,347.0,,
580,217,66,21,,,,,351.0,
581,217,66,21,,,,,351.0,
582,219,66,21,,,,,351.0,
583,219,66,21,,,,,350.0,
584,219,66,21,,,,,350.0,
585,219,66,21,,,,349.0,,
586,220,66,21,,,,347.0,,
587,220,66,21,,,,347.0,,
588,218,66,21,,,,353.0,,
589,218,66,21,,,,353.0,,
590,219,66,21,,,,353.0,,
591,219,66,21,,,,352.0,,
592,216,64,16,,,,366.0,,
593,216,64,16,,,,366.0,,
594,216,64,16,,,,372.0,,
595,216,64,16,,,,371.0,,
596,216,64,16,,,,370.0,,
597,216,64,16,,,,370.0,,
598,216,69,16,,,,364.0,,
599,216,69,16,,,,364.0,,
600,219,69,16,,,,363.0,,
601,219,69,23,,,,354.0,,
602,220,69,23,,,,353.0,,
603,220,69,23,,,,354.0,,
604,220,69,23,,,,354.0,,
605,221,69,23,,,,352.0,,
606,221,69,23,,,,351.0,,
607,223,71,23,,,,346.0,,
608,223,71,23,,,,346.0,,
609,223,71,23,,,,346.0,,
610,224,71,24,,,,346.0,,
611,224,71,24,,,,346.0,,
612,225,71,24,,,,345.0,,
613,225,71,24,,,,345.0,,
614,227,69,24,,,,346.0,,
615,227,69,24,,,,346.0,,
616,224,65,24,,,,355.0,,
617,225,63,24,,,,355.0,,
618,225,63,24,,,,355.0,,
619,225,63,24,,,,355.0,,
620,226,63,24,,,,353.0,,
621,226,63,24,,,,353.0,,
622,227,63,24,,,,352.0,,
623,227,63,24,,,,352.0,,
624,225,59,24,,,,359.0,,
625,225,59,24,,,,358.0,,
626,225,59,24,,,,359.0,,
627,226,59,24,,,,357.0,,
628,227,59,24,,,,357.0,,
629,227,59,24,,,,357.0,,
630,227,61,24,,,,358.0,,
631,227,61,24,,,,358.0,,
632,228,61,24,,,,358.0,,
633,228,61,24,,,,358.0,,
634,230,65,34,,,,341.0,,
635,230,65,34,,,,341.0,,
636,232,66,34,,,,342.0,,
637,227,66,34,,,,348.0,,
638,227,66,34,,,,348.0,,
639,227,66,34,,,,347.0,,
640,229,66,34,,,,348.0,,
641,231,68,29,,,,348.0,,
642,232,68,29,,,,348.0,,
643,232,68,29,,,,346.0,,
644,232,68,29,,,,346.0,,
645,232,72,24,,,,346.0,,
646,232,72,24,,,,346.0,,
647,232,72,24,,,,346.0,,
648,233,72,24,,,,350.0,,
649,234,78,24,,,,342.0,,
650,234,78,24,,,,341.0,,
651,235,80,24,,,,337.0,,
652,232,82,27,,,,338.0,,
653,232,82,27,,,,338.0,,
654,232,82,27,,,,337.0,,
655,232,82,27,,,,337.0,,
656,233,82,27,,,,338.0,,
657,233,82,27,,,,338.0,,
658,233,82,27,,,,338.0,,
659,233,82,27,,,,338.0,,
660,230,84,27,,,,344.0,,
661,230,84,27,,,,344.0,,
662,231,84,27,,,,344.0,,
663,231,84,27,,,,344.0,,
664,231,84,27,,,,345.0,,
665,231,82,16,,,,358.0,,
666,231,82,16,,,,358.0,,
667,231,82,16,,,,358.0,,
668,232,82,16,,,,358.0,,
669,232,82,16,,,,357.0,,
670,232,82,16,,,,357.0,,
671,232,82,16,,,,357.0,,
672,231,81,16,,,,362.0,,
673,232,81,16,,,,360.0,,
674,232,81,16,,,,359.0,,
675,237,83,24,,,,346.0,,
676,237,83,24,,,,346.0,,
677,237,83,24,,,,346.0,,
678,236,90,24,,,,341.0,,
679,236,90,24,,,,341.0,,
680,237,90,24,,,,342.0,,
681,233,88,24,,,,348.0,,
682,235,88,24,,,,347.0,,
683,235,88,24,,,,347.0,,
684,235,88,24,,,,349.0,,
685,236,88,24,,,,349.0,,
686,239,88,24,,,,349.0,,
687,239,88,24,,,,349.0,,
688,240,84,24,,,,353.0,,
689,240,84,24,,,,353.0,,
690,241,84,24,,,,353.0,,
691,241,84,24,,,,353.0,,
692,241,80,24,,,,360.0,,
693,241,80,24,,,,360.0,,
694,242,80,24,,,,358.0,,
695,245,82,24,,,,352.0,,
696,245,82,24,,,,354.0,,
697,245,82,24,,,,354.0,,
698,245,82,24,,,,353.0,,
699,245,82,24,,,,353.0,,
700,244,82,24,,,,355.0,,
701,244,82,24,,,,353.0,,
702,245,82,24,,,,353.0,,
703,245,82,24,,,,352.0,,
704,243,81,24,,,,358.0,,
705,243,81,24,,,,358.0,,
706,244,81,24,,,,356.0,,
707,244,87,24,,,,349.0,,
708,247,87,24,,,,349.0,,
709,247,87,24,,,,348.0,,
710,247,85,24,,,,355.0,,
711,244,81,24,,,,362.0,,
712,246,81,24,,,,362.0,,
713,246,81,24,,,,362.0,,
714,246,81,24,,,,364.0,,
715,247,81,24,,,,364.0,,
716,248,81,24,,,,365.0,,
717,248,81,24,,,,365.0,,
718,249,81,24,,,,365.0,,
719,249,81,24,,,,365.0,,
720,247,81,16,,,,380.0,,
721,247,81,16,,,,380.0,,
722,247,81,16,,,,379.0,,
723,247,81,16,,,,379.0,,
724,247,81,16,,,,379.0,,
725,247,81,16,,,,379.0,,
726,248,83,16,,,,376.0,,
727,248,89,16,,,,369.0,,
728,248,89,16,,,,369.0,,
729,248,89,16,,,,369.0,,
730,248,87,16,,,,374.0,,
731,250,91,16,,,,367.0,,
732,253,91,23,11,,,346.0,,
733,253,91,23,11,,,346.0,,
734,253,91,23,11,,,346.0,,
735,256,91,23,11,,,345.0,,
736,257,94,23,11,,,339.0,,
737,257,94,23,11,,,339.0,,
738,256,96,23,11,,,339.0,,
739,256,96,23,11,,,339.0,,
740,256,96,23,11,,,340.0,,
741,256,96,23,11,,,340.0,,
742,256,96,23,11,,,340.0,,
743,256,96,23,11,,,339.0,,
744,256,96,23,11,,,338.0,,
745,257,96,23,11,,,338.0,,
746,257,96,23,11,,,338.0,,
747,258,96,23,11,,,336.0,,
748,258,96,23,11,,,336.0,,
749,258,96,23,11,,,336.0,,
750,257,98,23,11,,,339.0,,
751,257,98,23,11,,,339.0,,
752,258,98,23,11,,,336.0,,
753,258,98,23,11,,,336.0,,
754,258,98,23,11,,,336.0,,
755,258,98,23,11,,,336.0,,
756,257,103,23,11,,,331.0,,
757,257,103,23,11,,,331.0,,
758,257,103,23,11,,,331.0,,
759,259,103,23,11,,,328.0,,
760,257,101,23,11,,,333.0,,
761,257,101,23,11,,,332.0,,
762,251,97,23,11,,,343.0,,
763,251,97,23,11,,,342.0,,
764,251,97,23,11,,,342.0,,
765,251,97,23,11,,,342.0,,
766,251,97,23,11,,,342.0,,
767,251,97,23,11,,,341.0,,
768,251,97,23,11,,,343.0,,
769,251,97,23,11,,,343.0,,
770,251,97,23,11,,,344.0,,
771,251,97,23,11,,,344.0,,
772,252,97,23,11,,,344.0,,
773,252,97,23,11,,,344.0,,
774,254,97,27,11,,,337.0,,
775,262,101,27,11,,,325.0,,
776,258,101,27,11,,,334.0,,
777,259,103,27,11,,,331.0,,
778,259,103,27,11,,,331.0,,
779,259,103,27,11,,,331.0,,
780,262,103,27,11,,,332.0,,
781,262,103,27,11,,,332.0,,
782,263,105,27,11,,,328.0,,
783,263,105,27,11,,,328.0,,
784,264,107,27,11,,,325.0,,
785,264,107,27,11,,,325.0,,
786,264,107,27,11,,,325.0,,
787,264,107,27,11,,,325.0,,
788,263,104,27,11,,,330.0,,
789,263,104,27,11,,,330.0,,
790,264,104,27,11,,,328.0,,
791,264,104,27,11,,,328.0,,
792,266,104,27,11,,,327.0,,
793,266,104,27,11,,,327.0,,
794,266,104,27,11,,,327.0,,
795,266,104,27,11,,,328.0,,
796,266,104,27,11,,,328.0,,
797,266,104,27,11,,,328.0,,
798,268,104,27,11,,,327.0,,
799,268,104,27,11,,,326.0,,
800,268,104,27,11,,,326.0,,
801,269,104,27,11,,,326.0,,
802,269,104,27,11,,,326.0,,
803,269,104,27,11,,,326.0,,
804,268,99,27,11,,,333.0,,
805,268,99,27,11,,,333.0,,
806,268,99,27,11,,,332.0,,
807,268,99,27,11,,,332.0,,
808,268,99,27,11,,,332.0,,
809,269,99,27,11,,,330.0,,
810,259,97,20,,,,364.0,,
811,259,97,20,,,,364.0,,
812,257,97,20,,,,368.0,,
813,258,97,20,,,,369.0,,
814,258,97,20,,,,369.0,,
815,259,99,20,,,,366.0,,
816,257,99,17,,,,374.0,,
817,257,99,17,,,,374.0,,
818,259,99,17,9,,,362.0,,
