day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
151,55,9,,,,,,,188.0,,,,,,,,
152,55,9,,,,,,,190.0,,,,,,,,
153,58,9,,,,,,,190.0,,,,,,,,
154,59,9,,,,,,,192.0,,,,,,,,
155,59,9,,,,,,,193.0,,,,,,,,
156,59,9,,,,,,,195.0,,,,,,,,
157,59,9,,,,,,,196.0,,,,,,,,
158,59,9,,,,,,,196.0,,,,,,,,
159,59,9,,,,,,,197.0,,,,,,,,
160,61,9,,,,,,,199.0,,,,,,,,
161,61,9,,,,,,,199.0,,,,,,,,
162,61,9,,,,,,,199.0,,,,,,,,
163,62,9,,,,,,,199.0,,,,,,,,
164,63,9,,,,,,,198.0,,,,,,,,
165,66,9,,,,,,,198.0,,,,,,,,
166,66,9,,,,,,,201.0,,,,,,,,
167,66,9,,,,,,,201.0,,,,,,,,
168,66,9,,,,,,,203.0,,,,,,,,
169,67,9,,,,,,,202.0,,,,,,,,
170,68,9,,,,,,,202.0,,,,,,,,
171,66,9,,,,,,,205.0,,,,,,,,
172,65,9,,,,,,,211.0,,,,,,,,
173,65,9,,,,,,,211.0,,,,,,,,
174,66,9,,,,,,,212.0,,,,,,,,
175,67,9,,,,,,,213.0,,,,,,,,
176,67,11,,,,,,,216.0,,,,,,,,
177,67,11,,,,,,,217.0,,,,,,,,
178,70,11,,,,,,,218.0,,,,,,,,
179,71,11,,,,,,,218.0,,,,,,,,
180,71,11,,,,,,,,227.0,,,,,,,
181,75,11,,,,,,,,227.0,,,,,,,
182,75,11,,,,,,,,227.0,,,,,,,
183,75,9,,,,,,,,233.0,,,,,,,
184,74,6,,,,,,,,238.0,,,,,,,
185,75,6,,,,,,,,238.0,,,,,,,
186,76,6,,,,,,,,238.0,,,,,,,
187,76,6,,,,,,,,239.0,,,,,,,
188,76,6,,,,,,,,240.0,,,,,,,
189,77,6,,,,,,,,240.0,,,,,,,
190,78,6,,,,,,,,240.0,,,,,,,
191,78,6,,,,,,,,240.0,,,,,,,
192,77,8,,,,,,,,242.0,,,,,,,
193,77,8,,,,,,,,242.0,,,,,,,
194,79,8,,,,,,,,242.0,,,,,,,
195,79,8,,,,,,,,242.0,,,,,,,
196,79,8,,,,,,,,244.0,,,,,,,
197,81,8,,,,,,,,244.0,,,,,,,
198,81,8,,,,,,,,247.0,,,,,,,
199,80,8,,,,,,,,250.0,,,,,,,
200,82,6,,,,,,,,256.0,,,,,,,
201,84,6,,,,,,,,256.0,,,,,,,
202,87,6,,,,,,,,260.0,,,,,,,
203,84,10,,,,,,,,260.0,,,,,,,
204,86,11,,,,,,,,260.0,,,,,,,
205,85,13,,,,,,,,260.0,,,,,,,
206,85,14,,,,,,,,260.0,,,,,,,
207,87,14,,,,,,,,260.0,,,,,,,
208,86,14,,,,,,,,267.0,,,,,,,
209,86,14,,,,,,,,267.0,,,,,,,
210,89,14,,,,,,,,269.0,,,,,,,
211,90,14,,,,,,,,269.0,,,,,,,
212,90,14,,,,,,,,269.0,,,,,,,
213,90,14,,,,,,,,268.0,,,,,,,
214,90,14,,,,,,,,269.0,,,,,,,
215,90,14,,,,,,,,270.0,,,,,,,
216,90,16,,,,,,,,270.0,,,,,,,
217,90,16,,,,,,,,270.0,,,,,,,
218,92,16,,,,,,,,270.0,,,,,,,
219,92,16,,,,,,,,270.0,,,,,,,
220,90,18,,,,,,,,275.0,,,,,,,
221,90,18,,,,,,,,275.0,,,,,,,
222,74,6,,,,,,,,,304.0,,,,,,
223,75,6,,,,,,,,,304.0,,,,,,
224,76,6,,,,,,,,,306.0,,,,,,
225,76,6,,,,,,,,,307.0,,,,,,
226,76,6,,,,,,,,,307.0,,,,,,
227,77,6,,,,,,,,,307.0,,,,,,
228,80,6,,,,,,,,,309.0,,,,,,
229,80,6,,,,,,,,,309.0,,,,,,
230,81,6,,,,,,,,,312.0,,,,,,
231,81,6,,,,,,,,,313.0,,,,,,
232,81,6,,,,,,,,,313.0,,,,,,
233,81,6,,,,,,,,,313.0,,,,,,
234,82,6,,,,,,,,,315.0,,,,,,
235,82,6,,,,,,,,,316.0,,,,,,
236,83,6,,,,,,,,,318.0,,,,,,
237,83,6,,,,,,,,,318.0,,,,,,
238,83,6,,,,,,,,,321.0,,,,,,
239,83,6,,,,,,,,,321.0,,,,,,
240,83,6,,,,,,,,,322.0,,,,,,
241,83,6,,,,,,,,,322.0,,,,,,
242,92,14,,,,,,,,,305.0,,,,,,
243,92,14,,,,,,,,,305.0,,,,,,
244,92,14,,,,,,,,,306.0,,,,,,
245,93,14,,,,,,,,,306.0,,,,,,
246,94,14,,,,,,,,,306.0,,,,,,
247,94,14,,,,,,,,,306.0,,,,,,
248,96,14,,,,,,,,,,309.0,,,,,
249,97,14,,,,,,,,,,311.0,,,,,
250,98,14,,,,,,,,,,312.0,,,,,
251,98,14,,,,,,,,,,312.0,,,,,
252,99,14,,,,,,,,,,312.0,,,,,
253,99,14,,,,,,,,,,312.0,,,,,
254,101,16,,,,,,,,,,311.0,,,,,
255,99,12,,,,,,,,,,319.0,,,,,
256,99,12,,,,,,,,,,319.0,,,,,
257,100,12,,,,,,,,,,319.0,,,,,
258,101,12,,,,,,,,,,319.0,,,,,
259,98,8,,,,,,,,,,328.0,,,,,
260,98,8,,,,,,,,,,331.0,,,,,
261,98,8,,,,,,,,,,332.0,,,,,
262,94,6,,,,,,,,,,342.0,,,,,
263,95,6,,,,,,,,,,343.0,,,,,
264,95,6,,,,,,,,,,343.0,,,,,
265,96,6,,,,,,,,,,343.0,,,,,
266,96,6,,,,,,,,,,343.0,,,,,
267,97,6,,,,,,,,,,345.0,,,,,
268,96,6,,,,,,,,,,348.0,,,,,
269,96,6,,,,,,,,,,348.0,,,,,
270,97,6,,,,,,,,,,350.0,,,,,
271,97,6,,,,,,,,,,350.0,,,,,
272,97,6,,,,,,,,,,353.0,,,,,
273,98,6,,,,,,,,,,353.0,,,,,
274,99,6,,,,,,,,,,354.0,,,,,
275,99,6,,,,,,,,,,354.0,,,,,
276,100,6,,,,,,,,,,356.0,,,,,
277,101,6,,,,,,,,,,357.0,,,,,
278,103,6,,,,,,,,,,357.0,,,,,
279,103,6,,,,,,,,,,360.0,,,,,
280,103,6,,,,,,,,,,363.0,,,,,
281,103,6,,,,,,,,,,364.0,,,,,
282,105,6,,,,,,,,,,364.0,,,,,
283,105,8,,,,,,,,,,361.0,,,,,
284,106,8,,,,,,,,,,364.0,,,,,
285,104,8,,,,,,,,,,367.0,,,,,
286,105,8,,,,,,,,,,367.0,,,,,
287,105,8,,,,,,,,,,369.0,,,,,
288,106,8,,,,,,,,,,372.0,,,,,
289,106,8,,,,,,,,,,372.0,,,,,
290,107,8,,,,,,,,,,372.0,,,,,
291,107,8,,,,,,,,,,372.0,,,,,
292,109,8,,,,,,,,,,372.0,,,,,
293,110,8,,,,,,,,,,372.0,,,,,
294,110,8,,,,,,,,,,374.0,,,,,
295,110,8,,,,,,,,,,374.0,,,,,
296,110,8,,,,,,,,,,374.0,,,,,
297,110,6,,,,,,,,,,378.0,,,,,
298,111,6,,,,,,,,,,378.0,,,,,
299,112,6,,,,,,,,,,379.0,,,,,
300,115,6,,,,,,,,,,379.0,,,,,
301,116,6,,,,,,,,,,379.0,,,,,
302,116,6,,,,,,,,,,381.0,,,,,
303,117,6,,,,,,,,,,381.0,,,,,
304,116,4,,,,,,,,,,386.0,,,,,
305,117,4,,,,,,,,,,387.0,,,,,
306,121,4,,,,,,,,,,388.0,,,,,
307,124,4,,,,,,,,,,388.0,,,,,
308,127,4,,,,,,,,,,388.0,,,,,
309,128,4,,,,,,,,,,388.0,,,,,
310,127,4,,,,,,,,,,392.0,,,,,
311,127,6,,,,,,,,,,389.0,,,,,
312,127,6,,,,,,,,,,389.0,,,,,
313,127,6,,,,,,,,,,389.0,,,,,
314,130,6,,,,,,,,,,389.0,,,,,
315,130,8,,,,,,,,,,389.0,,,,,
316,131,8,,,,,,,,,,389.0,,,,,
317,131,8,,,,,,,,,,389.0,,,,,
318,131,8,,,,,,,,,,389.0,,,,,
319,132,8,,,,,,,,,,389.0,,,,,
320,135,8,,,,,,,,,,,394.0,,,,
321,136,8,,,,,,,,,,,394.0,,,,
322,135,8,,,,,,,,,,,395.0,,,,
323,135,8,,,,,,,,,,,395.0,,,,
324,135,8,,,,,,,,,,,398.0,,,,
325,135,8,,,,,,,,,,,398.0,,,,
326,135,8,,,,,,,,,,,399.0,,,,
327,135,8,,,,,,,,,,,400.0,,,,
328,136,8,,,,,,,,,,,401.0,,,,
329,137,8,,,,,,,,,,,401.0,,,,
330,135,8,,,,,,,,,,,404.0,,,,
331,135,8,,,,,,,,,,,404.0,,,,
332,136,8,,,,,,,,,,,405.0,,,,
333,136,8,,,,,,,,,,,406.0,,,,
334,139,8,,,,,,,,,,,407.0,,,,
335,139,8,,,,,,,,,,,408.0,,,,
336,141,8,,,,,,,,,,,408.0,,,,
337,141,8,,,,,,,,,,,408.0,,,,
338,140,8,,,,,,,,,,,409.0,,,,
339,138,8,,,,,,,,,,,413.0,,,,
340,138,8,,,,,,,,,,,413.0,,,,
341,139,8,,,,,,,,,,,413.0,,,,
342,141,8,,,,,,,,,,,413.0,,,,
343,141,8,,,,,,,,,,,413.0,,,,
344,142,8,,,,,,,,,,,416.0,,,,
345,142,8,,,,,,,,,,,417.0,,,,
346,142,8,,,,,,,,,,,419.0,,,,
347,142,8,,,,,,,,,,,420.0,,,,
348,143,6,,,,,,,,,,,423.0,,,,
349,146,6,,,,,,,,,,,420.0,,,,
350,146,6,,,,,,,,,,,420.0,,,,
351,146,6,,,,,,,,,,,421.0,,,,
352,144,6,,,,,,,,,,,426.0,,,,
353,144,6,,,,,,,,,,,426.0,,,,
354,147,6,,,,,,,,,,,426.0,,,,
355,147,6,,,,,,,,,,,426.0,,,,
356,147,6,,,,,,,,,,,426.0,,,,
357,147,6,,,,,,,,,,,427.0,,,,
358,149,6,,,,,,,,,,,428.0,,,,
359,149,6,,,,,,,,,,,429.0,,,,
360,150,6,,,,,,,,,,,433.0,,,,
361,150,6,,,,,,,,,,,434.0,,,,
362,151,6,,,,,,,,,,,435.0,,,,
363,151,6,,,,,,,,,,,435.0,,,,
364,151,6,,,,,,,,,,,436.0,,,,
365,151,6,,,,,,,,,,,436.0,,,,
366,152,6,,,,,,,,,,,437.0,,,,
367,152,6,,,,,,,,,,,437.0,,,,
368,154,6,,,,,,,,,,,436.0,,,,
369,154,6,,,,,,,,,,,436.0,,,,
370,154,6,,,,,,,,,,,436.0,,,,
371,154,6,,,,,,,,,,,436.0,,,,
372,154,6,,,,,,,,,,,436.0,,,,
373,154,6,,,,,,,,,,,436.0,,,,
374,154,6,,,,,,,,,,,436.0,,,,
375,150,6,,,,,,,,,,,442.0,,,,
376,150,6,,,,,,,,,,,443.0,,,,
377,150,6,,,,,,,,,,,443.0,,,,
378,150,6,,,,,,,,,,,444.0,,,,
379,150,6,,,,,,,,,,,444.0,,,,
380,151,6,,,,,,,,,,,445.0,,,,
381,151,6,,,,,,,,,,,445.0,,,,
382,151,6,,,,,,,,,,,445.0,,,,
383,151,6,,,,,,,,,,,445.0,,,,
384,148,6,,,,,,,,,,,448.0,,,,
385,149,6,,,,,,,,,,,448.0,,,,
386,149,6,,,,,,,,,,,448.0,,,,
387,149,6,,,,,,,,,,,449.0,,,,
388,150,6,,,,,,,,,,,450.0,,,,
389,150,6,,,,,,,,,,,450.0,,,,
390,150,6,,,,,,,,,,,450.0,,,,
391,150,6,,,,,,,,,,,450.0,,,,
392,150,6,,,,,,,,,,,453.0,,,,
393,150,6,,,,,,,,,,,453.0,,,,
394,152,6,,,,,,,,,,,453.0,,,,
395,152,6,,,,,,,,,,,454.0,,,,
396,153,6,,,,,,,,,,,454.0,,,,
397,153,6,,,,,,,,,,,454.0,,,,
398,154,6,,,,,,,,,,,454.0,,,,
399,154,6,,,,,,,,,,,454.0,,,,
400,154,8,,,,,,,,,,,453.0,,,,
401,154,8,,,,,,,,,,,453.0,,,,
402,154,8,,,,,,,,,,,453.0,,,,
403,154,8,,,,,,,,,,,453.0,,,,
404,155,8,,,,,,,,,,,455.0,,,,
405,155,8,,,,,,,,,,,455.0,,,,
406,155,8,,,,,,,,,,,455.0,,,,
407,155,8,,,,,,,,,,,455.0,,,,
408,154,8,,,,,,,,,,,460.0,,,,
409,154,8,,,,,,,,,,,460.0,,,,
410,155,8,,,,,,,,,,,461.0,,,,
411,155,8,,,,,,,,,,,461.0,,,,
412,156,8,,,,,,,,,,,462.0,,,,
413,156,8,,,,,,,,,,,462.0,,,,
414,156,8,,,,,,,,,,,463.0,,,,
415,156,8,,,,,,,,,,,463.0,,,,
416,155,8,,,,,,,,,,,468.0,,,,
417,155,8,,,,,,,,,,,468.0,,,,
418,155,8,,,,,,,,,,,468.0,,,,
419,155,8,,,,,,,,,,,468.0,,,,
420,152,6,,,,,,,,,,,479.0,,,,
421,152,6,,,,,,,,,,,479.0,,,,
422,152,6,,,,,,,,,,,479.0,,,,
423,153,6,,,,,,,,,,,479.0,,,,
424,154,6,,,,,,,,,,,480.0,,,,
425,154,6,,,,,,,,,,,480.0,,,,
426,154,6,,,,,,,,,,,481.0,,,,
427,154,6,,,,,,,,,,,481.0,,,,
428,154,6,,,,,,,,,,,481.0,,,,
429,154,6,,,,,,,,,,,481.0,,,,
430,155,6,,,,,,,,,,,482.0,,,,
431,155,6,,,,,,,,,,,482.0,,,,
432,158,6,,,,,,,,,,,482.0,,,,
433,158,6,,,,,,,,,,,482.0,,,,
434,158,6,,,,,,,,,,,482.0,,,,
435,158,6,,,,,,,,,,,482.0,,,,
436,158,6,,,,,,,,,,,482.0,,,,
437,158,6,,,,,,,,,,,482.0,,,,
438,159,6,,,,,,,,,,,482.0,,,,
439,159,6,,,,,,,,,,,482.0,,,,
440,159,6,,,,,,,,,,,487.0,,,,
441,161,6,,,,,,,,,,,487.0,,,,
442,161,6,,,,,,,,,,,487.0,,,,
443,161,6,,,,,,,,,,,487.0,,,,
444,162,6,,,,,,,,,,,487.0,,,,
445,162,6,,,,,,,,,,,487.0,,,,
446,162,6,,,,,,,,,,,487.0,,,,
447,162,6,,,,,,,,,,,486.0,,,,
448,162,6,,,,,,,,,,,486.0,,,,
449,162,6,,,,,,,,,,,486.0,,,,
450,161,6,,,,,,,,,,,491.0,,,,
451,161,6,,,,,,,,,,,491.0,,,,
452,161,4,,,,,,,,,,,495.0,,,,
453,161,4,,,,,,,,,,,495.0,,,,
454,161,4,,,,,,,,,,,495.0,,,,
455,161,4,,,,,,,,,,,495.0,,,,
456,162,4,,,,,,,,,,,498.0,,,,
457,162,4,,,,,,,,,,,498.0,,,,
458,163,4,,,,,,,,,,,497.0,,,,
459,163,4,,,,,,,,,,,497.0,,,,
460,163,4,,,,,,,,,,,500.0,,,,
461,163,4,,,,,,,,,,,500.0,,,,
462,163,4,,,,,,,,,,,502.0,,,,
463,163,4,,,,,,,,,,,502.0,,,,
464,163,4,,,,,,,,,,,504.0,,,,
465,163,4,,,,,,,,,,,505.0,,,,
466,164,4,,,,,,,,,,,507.0,,,,
467,164,4,,,,,,,,,,,507.0,,,,
468,163,4,,,,,,,,,,,509.0,,,,
469,163,4,,,,,,,,,,,510.0,,,,
470,163,4,,,,,,,,,,,510.0,,,,
471,163,4,,,,,,,,,,,510.0,,,,
472,165,4,,,,,,,,,,,512.0,,,,
473,165,4,,,,,,,,,,,512.0,,,,
474,166,4,,,,,,,,,,,513.0,,,,
475,166,4,,,,,,,,,,,513.0,,,,
476,157,4,,,,,,,,,,,524.0,,,,
477,157,4,,,,,,,,,,,526.0,,,,
478,158,4,,,,,,,,,,,528.0,,,,
479,158,4,,,,,,,,,,,528.0,,,,
480,158,4,,,,,,,,,,,528.0,,,,
481,158,4,,,,,,,,,,,528.0,,,,
482,159,4,,,,,,,,,,,528.0,,,,
483,160,4,,,,,,,,,,,528.0,,,,
484,161,6,,,,,,,,,,,525.0,,,,
485,161,6,,,,,,,,,,,525.0,,,,
486,162,6,,,,,,,,,,,525.0,,,,
487,162,6,,,,,,,,,,,525.0,,,,
488,161,6,,,,,,,,,,,530.0,,,,
489,161,6,,,,,,,,,,,530.0,,,,
490,165,6,,,,,,,,,,,531.0,,,,
491,166,6,,,,,,,,,,,529.0,,,,
492,167,6,,,,,,,,,,,529.0,,,,
493,167,6,,,,,,,,,,,529.0,,,,
494,168,6,,,,,,,,,,,529.0,,,,
495,168,6,,,,,,,,,,,529.0,,,,
496,170,6,,,,,,,,,,,530.0,,,,
497,170,6,,,,,,,,,,,529.0,,,,
498,168,8,,,,,,,,,,,532.0,,,,
499,168,8,,,,,,,,,,,532.0,,,,
500,169,8,,,,,,,,,,,532.0,,,,
501,169,8,,,,,,,,,,,532.0,,,,
502,169,8,,,,,,,,,,,534.0,,,,
503,169,8,,,,,,,,,,,534.0,,,,
504,170,8,,,,,,,,,,,535.0,,,,
505,172,8,,,,,,,,,,,535.0,,,,
506,173,8,,,,,,,,,,,535.0,,,,
507,173,8,,,,,,,,,,,535.0,,,,
508,176,10,,,,,,,,,,,530.0,,,,
509,176,10,,,,,,,,,,,530.0,,,,
510,177,10,,,,,,,,,,,532.0,,,,
511,177,10,,,,,,,,,,,533.0,,,,
512,178,10,,,,,,,,,,,533.0,,,,
513,180,10,,,,,,,,,,,533.0,,,,
514,180,10,,,,,,,,,,,534.0,,,,
515,181,10,,,,,,,,,,,534.0,,,,
516,181,10,,,,,,,,,,,534.0,,,,
517,181,10,,,,,,,,,,,534.0,,,,
518,182,10,,,,,,,,,,,534.0,,,,
519,182,10,,,,,,,,,,,534.0,,,,
520,182,10,,,,,,,,,,,536.0,,,,
521,182,10,,,,,,,,,,,536.0,,,,
522,184,10,,,,,,,,,,,538.0,,,,
523,184,10,,,,,,,,,,,538.0,,,,
524,184,10,,,,,,,,,,,538.0,,,,
525,184,10,,,,,,,,,,,540.0,,,,
526,185,10,,,,,,,,,,,541.0,,,,
527,185,10,,,,,,,,,,,541.0,,,,
528,187,10,,,,,,,,,,,540.0,,,,
529,187,10,,,,,,,,,,,540.0,,,,
530,187,10,,,,,,,,,,,541.0,,,,
531,186,10,,,,,,,,,,,544.0,,,,
532,187,10,,,,,,,,,,,544.0,,,,
533,187,10,,,,,,,,,,,544.0,,,,
534,187,10,,,,,,,,,,,546.0,,,,
535,187,10,,,,,,,,,,,546.0,,,,
536,187,10,,,,,,,,,,,549.0,,,,
537,187,10,,,,,,,,,,,550.0,,,,
538,187,12,,,,,,,,,,,547.0,,,,
539,187,12,,,,,,,,,,,547.0,,,,
540,185,12,,,,,,,,,,,562.0,,,,
541,185,12,,,,,,,,,,,562.0,,,,
542,185,12,,,,,,,,,,,563.0,,,,
543,186,12,,,,,,,,,,,563.0,,,,
544,187,12,,,,,,,,,,,566.0,,,,
545,187,12,,,,,,,,,,,566.0,,,,
546,186,10,,,,,,,,,,,572.0,,,,
547,186,10,,,,,,,,,,,571.0,,,,
548,186,10,,,,,,,,,,,572.0,,,,
549,186,10,,,,,,,,,,,572.0,,,,
550,186,10,,,,,,,,,,,573.0,,,,
551,186,10,,,,,,,,,,,573.0,,,,
552,185,10,,,,,,,,,,,,582.0,,,
553,185,10,,,,,,,,,,,,582.0,,,
554,185,10,,,,,,,,,,,,582.0,,,
555,185,10,,,,,,,,,,,,582.0,,,
556,187,10,,,,,,,,,,,,583.0,,,
557,187,10,,,,,,,,,,,,583.0,,,
558,188,10,,,,,,,,,,,,583.0,,,
559,188,10,,,,,,,,,,,,583.0,,,
560,187,10,,,,,,,,,,,,595.0,,,
561,187,10,,,,,,,,,,,,595.0,,,
562,187,10,,,,,,,,,,,,595.0,,,
563,187,10,,,,,,,,,,,,595.0,,,
564,188,10,,,,,,,,,,,,595.0,,,
565,188,10,,,,,,,,,,,,596.0,,,
566,188,13,,,,,,,,,,,,592.0,,,
567,189,13,,,,,,,,,,,,592.0,,,
568,190,13,,,,,,,,,,,,592.0,,,
569,190,13,,,,,,,,,,,,592.0,,,
570,187,13,,,,,,,,,,,,605.0,,,
571,187,13,,,,,,,,,,,,605.0,,,
572,187,13,,,,,,,,,,,,605.0,,,
573,187,13,,,,,,,,,,,,605.0,,,
574,187,13,,,,,,,,,,,,605.0,,,
575,187,13,,,,,,,,,,,,605.0,,,
576,188,15,,,,,,,,,,,,608.0,,,
577,188,15,,,,,,,,,,,,608.0,,,
578,188,15,,,,,,,,,,,,608.0,,,
579,188,15,,,,,,,,,,,,608.0,,,
580,188,15,,,,,,,,,,,,612.0,,,
581,188,15,,,,,,,,,,,,612.0,,,
582,190,15,,,,,,,,,,,,612.0,,,
583,190,15,,,,,,,,,,,,612.0,,,
584,190,15,,,,,,,,,,,,612.0,,,
585,190,15,,,,,,,,,,,,612.0,,,
