,day_counter,0,1,2,3,4
2010-05-21,50,18,2,,,
2010-05-22,51,18,2,,,
2010-05-23,52,18,2,,,
2010-05-24,53,18,2,,,
2010-05-25,54,18,2,,,
2010-05-26,55,18,2,,,
2010-05-27,56,18,2,,,
2010-05-28,57,18,2,,,
2010-05-29,58,18,2,,,
2010-05-30,59,18,2,,,
2010-05-31,60,19,2,,,
2010-06-01,61,19,2,,,
2010-06-02,62,20,2,,,
2010-06-03,63,21,2,,,
2010-06-04,64,22,2,,,
2010-06-05,65,23,2,,,
2010-06-06,66,21,5,,,
2010-06-07,67,21,5,,,
2010-06-08,68,21,5,,,
2010-06-09,69,22,5,,,
2010-06-10,70,21,7,,,
2010-06-11,71,21,7,,,
2010-06-12,72,21,7,,,
2010-06-13,73,21,7,,,
2010-06-14,74,20,7,,,
2010-06-15,75,20,8,,,
2010-06-16,76,20,8,,,
2010-06-17,77,20,8,,,
2010-06-18,78,21,8,,,
2010-06-19,79,21,8,,,
2010-06-20,80,21,8,,,
2010-06-21,81,21,8,,,
2010-06-22,82,21,8,,,
2010-06-23,83,21,8,,,
2010-06-24,84,22,7,,,
2010-06-25,85,23,7,,,
2010-06-26,86,24,7,,,
2010-06-27,87,24,7,,,
2010-06-28,88,25,7,,,
2010-06-29,89,27,7,,,
2010-06-30,90,28,7,,,
2010-07-01,,,,,,
2010-07-02,1,1,,,,
2010-07-03,2,1,,,,
2010-07-04,,,,,,
2010-07-05,,,,,,
2010-07-06,5,1,,,,
2010-07-07,6,1,,,,
2010-07-08,7,1,,,,
2010-07-09,8,1,,,,
2010-07-10,9,1,,,,
2010-07-11,10,1,,,,
2010-07-12,11,1,,,,
2010-07-13,12,2,,,,
2010-07-14,13,2,,,,
2010-07-15,14,3,,,,
2010-07-16,15,4,,,,
2010-07-17,16,5,,,,
2010-07-18,17,6,,,,
2010-07-19,18,7,,,,
2010-07-20,19,7,2,,,
2010-07-21,20,11,2,,,
2010-07-22,21,10,2,,,
2010-07-23,22,11,2,,,
2010-07-24,23,12,2,,,
2010-07-25,24,13,2,,,
2010-07-26,25,14,2,,,
2010-07-27,26,16,2,,,
2010-07-28,27,16,2,,,
2010-07-29,28,16,2,,,
2010-07-30,29,17,2,,,
2010-07-31,30,17,2,,,
2010-08-01,31,17,2,,,
2010-08-02,32,17,2,,,
2010-08-03,33,17,2,,,
2010-08-04,34,17,2,,,
2010-08-05,35,17,2,,,
2010-08-06,36,19,2,,,
2010-08-07,37,19,2,,,
2010-08-08,38,21,,,,
2010-08-09,39,21,,,,
2010-08-10,40,21,,,,
2010-08-11,41,21,,,,
2010-08-12,42,21,,,,
2010-08-13,43,21,,,,
2010-08-14,44,21,,,,
2010-08-15,45,22,,,,
2010-08-16,46,23,,,,
2010-08-17,47,23,,,,
2010-08-18,48,24,,,,
2010-08-19,49,24,,,,
2010-08-20,50,24,,,,
2010-08-21,51,24,,,,
2010-08-22,52,24,,,,
2010-08-23,53,23,,,,
2010-08-24,54,23,,,,
2010-08-25,55,23,,,,
2010-08-26,56,23,,,,
2010-08-27,57,23,,,,
2010-08-28,58,23,,,,
2010-08-29,59,23,,,,
2010-08-30,60,23,,,,
2010-08-31,61,23,,,,
2010-09-01,62,23,,,,
2010-09-02,63,23,,,,
2010-09-03,64,23,,,,
2010-09-04,65,23,,,,
2010-09-05,66,23,,,,
2010-09-06,67,24,,,,
2010-09-07,68,22,2,,,
2010-09-08,69,22,2,,,
2010-09-09,70,22,2,,,
2010-09-10,71,22,2,,,
2010-09-11,72,24,2,,,
2010-09-12,73,24,2,,,
2010-09-13,74,24,2,,,
2010-09-14,75,24,2,,,
2010-09-15,76,26,,,,
2010-09-16,77,27,,,,
2010-09-17,78,27,,,,
2010-09-18,79,27,,,,
2010-09-19,80,26,,,,
2010-09-20,81,28,,,,
2010-09-21,82,28,,,,
2010-09-22,83,28,,,,
2010-09-23,84,28,,,,
2010-09-24,85,29,,,,
2010-09-25,86,30,,,,
2010-09-26,87,30,,,,
2010-09-27,88,29,,,,
2010-09-28,89,29,,,,
2010-09-29,90,29,,,,
2010-09-30,91,29,,,,
2010-10-01,0,1,,,,
2010-10-02,1,1,,,,
2010-10-03,2,2,,,,
2010-10-04,3,3,,,,
2010-10-05,4,4,,,,
2010-10-06,5,5,,,,
2010-10-07,6,5,,,,
2010-10-08,7,4,2,,,
2010-10-09,8,5,2,,,
2010-10-10,9,5,2,,,
2010-10-11,10,4,2,,,
2010-10-12,11,4,2,,,
2010-10-13,12,5,2,,,
2010-10-14,13,6,4,,,
2010-10-15,14,6,4,,,
2010-10-16,15,6,4,,,
2010-10-17,16,6,4,,,
2010-10-18,17,6,4,,,
2010-10-19,18,7,4,,,
2010-10-20,19,7,4,,,
2010-10-21,20,8,4,,,
2010-10-22,21,8,4,,,
2010-10-23,22,8,4,,,
2010-10-24,23,8,4,,,
2010-10-25,24,9,4,,,
2010-10-26,25,9,4,,,
2010-10-27,26,10,4,,,
2010-10-28,27,11,4,,,
2010-10-29,28,12,4,,,
2010-10-30,29,13,4,,,
2010-10-31,30,13,4,,,
2010-11-01,31,14,4,,,
2010-11-02,32,16,4,,,
2010-11-03,33,17,4,,,
2010-11-04,34,19,4,,,
2010-11-05,35,19,4,,,
2010-11-06,36,19,4,,,
2010-11-07,37,19,4,,,
2010-11-08,38,19,4,,,
2010-11-09,39,19,4,,,
2010-11-10,40,19,4,,,
2010-11-11,41,21,4,,,
2010-11-12,42,21,4,,,
2010-11-13,43,21,4,,,
2010-11-14,44,21,4,,,
2010-11-15,45,23,2,,,
2010-11-16,46,24,2,,,
2010-11-17,47,25,2,,,
2010-11-18,48,25,2,,,
2010-11-19,49,25,2,,,
2010-11-20,50,25,2,,,
2010-11-21,51,25,2,,,
2010-11-22,52,26,2,,,
2010-11-23,53,27,2,,,
2010-11-24,54,28,2,,,
2010-11-25,55,29,2,,,
2010-11-26,56,29,2,,,
2010-11-27,57,29,2,,,
2010-11-28,58,30,2,,,
2010-11-29,59,30,2,,,
2010-11-30,60,33,2,,,
2010-12-01,61,32,2,,,
2010-12-02,62,32,2,,,
2010-12-03,63,32,2,,,
2010-12-04,64,32,2,,,
2010-12-05,65,31,4,,,
2010-12-06,66,31,4,,,
2010-12-07,67,31,4,,,
2010-12-08,68,31,4,,,
2010-12-09,69,31,4,,,
2010-12-10,70,31,4,,,
2010-12-11,71,31,4,,,
2010-12-12,72,32,4,,,
2010-12-13,73,33,4,,,
2010-12-14,74,33,4,,,
2010-12-15,75,34,4,,,
2010-12-16,76,34,4,,,
2010-12-17,77,35,4,,,
2010-12-18,78,35,4,,,
2010-12-19,79,35,4,,,
2010-12-20,80,35,4,,,
2010-12-21,81,35,4,,,
2010-12-22,82,35,4,,,
2010-12-23,83,35,4,,,
2010-12-24,84,34,4,,,
2010-12-25,85,34,4,,,
2010-12-26,86,34,4,,,
2010-12-27,87,34,4,,,
2010-12-28,88,34,4,,,
2010-12-29,89,34,4,,,
2010-12-30,90,34,4,,,
2010-12-31,91,34,4,,,
2011-01-01,,,,,,
2011-01-02,1,1,,,,
2011-01-03,2,3,,,,
2011-01-04,3,4,,,,
2011-01-05,4,5,,,,
2011-01-06,5,6,,,,
2011-01-07,6,6,,,,
2011-01-08,7,8,,,,
2011-01-09,8,8,,,,
2011-01-10,9,7,,,,
2011-01-11,10,6,,,,
2011-01-12,11,7,,,,
2011-01-13,12,8,,,,
2011-01-14,13,9,,,,
2011-01-15,14,9,,,,
2011-01-16,15,9,,,,
2011-01-17,16,9,,,,
2011-01-18,17,9,,,,
2011-01-19,18,9,,,,
2011-01-20,19,10,,,,
2011-01-21,20,10,,,,
2011-01-22,21,10,,,,
2011-01-23,22,10,,,,
2011-01-24,23,10,,,,
2011-01-25,24,10,,,,
2011-01-26,25,10,,,,
2011-01-27,26,9,2,,,
2011-01-28,27,10,2,,,
2011-01-29,28,10,2,,,
2011-01-30,29,10,2,,,
2011-01-31,30,11,2,,,
2011-02-01,31,12,2,,,
2011-02-02,32,14,2,,,
2011-02-03,33,13,2,,,
2011-02-04,34,14,2,,,
2011-02-05,35,14,2,,,
2011-02-06,36,14,2,,,
2011-02-07,37,14,2,,,
2011-02-08,38,15,2,,,
2011-02-09,39,15,2,,,
2011-02-10,40,15,2,,,
2011-02-11,41,15,2,,,
2011-02-12,42,16,2,,,
2011-02-13,43,17,2,,,
2011-02-14,44,17,2,,,
2011-02-15,45,17,2,,,
2011-02-16,46,18,2,,,
2011-02-17,47,19,2,,,
2011-02-18,48,19,2,,,
2011-02-19,49,19,2,,,
2011-02-20,50,19,2,,,
2011-02-21,51,19,2,,,
2011-02-22,52,20,2,,,
2011-02-23,53,21,2,,,
2011-02-24,54,23,2,,,
2011-02-25,55,23,2,,,
2011-02-26,56,24,2,,,
2011-02-27,57,24,2,,,
2011-02-28,58,24,2,,,
2011-03-01,59,24,2,,,
2011-03-02,60,24,2,,,
2011-03-03,61,24,2,,,
2011-03-04,62,26,4,,,
2011-03-05,63,26,4,,,
2011-03-06,64,27,4,,,
2011-03-07,65,27,4,,,
2011-03-08,66,27,4,,,
2011-03-09,67,27,4,,,
2011-03-10,68,28,4,,,
2011-03-11,69,29,2,,,
2011-03-12,70,30,2,,,
2011-03-13,71,30,2,,,
2011-03-14,72,31,2,,,
2011-03-15,73,31,2,,,
2011-03-16,74,29,2,,,
2011-03-17,75,29,2,,,
2011-03-18,76,29,2,,,
2011-03-19,77,29,2,,,
2011-03-20,78,29,2,,,
2011-03-21,79,29,2,,,
2011-03-22,80,29,2,,,
2011-03-23,81,29,2,,,
2011-03-24,82,30,2,,,
2011-03-25,83,30,2,,,
2011-03-26,84,31,2,,,
2011-03-27,85,33,2,,,
2011-03-28,86,33,2,,,
2011-03-29,87,36,2,,,
2011-03-30,88,38,2,,,
2011-03-31,89,39,2,,,
2011-04-01,,,,,,
2011-04-02,,,,,,
2011-04-03,,,,,,
2011-04-04,,,,,,
2011-04-05,4,1,,,,
2011-04-06,5,1,,,,
2011-04-07,6,1,,,,
2011-04-08,7,1,,,,
2011-04-09,8,1,,,,
2011-04-10,9,2,,,,
2011-04-11,10,3,,,,
2011-04-12,11,4,,,,
2011-04-13,12,4,,,,
2011-04-14,13,4,,,,
2011-04-15,14,5,,,,
2011-04-16,15,5,,,,
2011-04-17,16,5,,,,
2011-04-18,17,5,,,,
2011-04-19,18,5,,,,
2011-04-20,19,5,,,,
2011-04-21,20,5,,,,
2011-04-22,21,5,,,,
2011-04-23,22,5,,,,
2011-04-24,23,5,,,,
2011-04-25,24,5,2,,,
2011-04-26,25,5,2,,,
2011-04-27,26,5,4,,,
2011-04-28,27,6,4,,,
2011-04-29,28,8,4,,,
2011-04-30,29,8,4,,,
2011-05-01,30,8,4,,,
2011-05-02,31,9,4,,,
2011-05-03,32,10,4,,,
2011-05-04,33,11,4,,,
2011-05-05,34,13,4,,,
2011-05-06,35,14,4,,,
2011-05-07,36,16,4,,,
2011-05-08,37,16,4,,,
2011-05-09,38,15,4,,,
2011-05-10,39,16,4,,,
2011-05-11,40,20,4,,,
2011-05-12,41,20,4,,,
2011-05-13,42,20,4,,,
2011-05-14,43,20,4,,,
2011-05-15,44,20,4,,,
2011-05-16,45,22,4,,,
2011-05-17,46,22,4,,,
2011-05-18,47,22,4,,,
2011-05-19,48,22,4,,,
2011-05-20,49,20,6,,,
2011-05-21,50,20,6,,,
2011-05-22,51,21,6,,,
2011-05-23,52,20,8,,,
2011-05-24,53,21,9,,,
2011-05-25,54,21,9,,,
2011-05-26,55,21,9,,,
2011-05-27,56,21,9,,,
2011-05-28,57,21,9,,,
2011-05-29,58,21,9,,,
2011-05-30,59,22,9,,,
2011-05-31,60,22,9,,,
2011-06-01,61,22,9,,,
2011-06-02,62,21,10,,,
2011-06-03,63,21,10,,,
2011-06-04,64,21,10,,,
2011-06-05,65,21,10,,,
2011-06-06,66,22,10,,,
2011-06-07,67,24,8,,,
2011-06-08,68,24,8,,,
2011-06-09,69,24,8,,,
2011-06-10,70,25,8,,,
2011-06-11,71,25,8,,,
2011-06-12,72,25,7,,,
2011-06-13,73,25,7,,,
2011-06-14,74,25,7,,,
2011-06-15,75,26,6,,,
2011-06-16,76,27,6,,,
2011-06-17,77,27,6,,,
2011-06-18,78,28,6,,,
2011-06-19,79,28,6,,,
2011-06-20,80,29,6,,,
2011-06-21,81,32,6,,,
2011-06-22,82,32,6,,,
2011-06-23,83,32,6,,,
2011-06-24,84,32,6,,,
2011-06-25,85,33,6,,,
2011-06-26,86,33,6,,,
2011-06-27,87,33,6,,,
2011-06-28,88,35,6,,,
2011-06-29,89,36,6,,,
2011-06-30,90,35,6,,,
2011-07-01,,,,,,
2011-07-02,1,1,,,,
2011-07-03,,,,,,
2011-07-04,,,,,,
2011-07-05,,,,,,
2011-07-06,,,,,,
2011-07-07,,,,,,
2011-07-08,,,,,,
2011-07-09,,,,,,
2011-07-10,,,,,,
2011-07-11,,,,,,
2011-07-12,,,,,,
2011-07-13,12,1,,,,
2011-07-14,13,1,,,,
2011-07-15,14,2,,,,
2011-07-16,15,4,,,,
2011-07-17,16,4,,,,
2011-07-18,17,5,,,,
2011-07-19,18,7,,,,
2011-07-20,19,7,,,,
2011-07-21,20,7,,,,
2011-07-22,21,7,,,,
2011-07-23,22,7,,,,
2011-07-24,23,8,,,,
2011-07-25,24,9,,,,
2011-07-26,25,9,,,,
2011-07-27,26,9,,,,
2011-07-28,27,9,,,,
2011-07-29,28,11,,,,
2011-07-30,29,11,,,,
2011-07-31,30,11,,,,
2011-08-01,31,11,,,,
2011-08-02,32,11,,,,
2011-08-03,33,11,,,,
2011-08-04,34,11,,,,
2011-08-05,35,11,,,,
2011-08-06,36,11,,,,
2011-08-07,37,11,,,,
2011-08-08,38,11,,,,
2011-08-09,39,11,,,,
2011-08-10,40,11,,,,
2011-08-11,41,10,,,,
2011-08-12,42,10,,,,
2011-08-13,43,10,,,,
2011-08-14,44,10,,,,
2011-08-15,45,10,,,,
2011-08-16,46,10,,,,
2011-08-17,47,10,,,,
2011-08-18,48,10,,,,
2011-08-19,49,10,2,,,
2011-08-20,50,10,2,,,
2011-08-21,51,12,2,,,
2011-08-22,52,12,2,,,
2011-08-23,53,12,2,,,
2011-08-24,54,14,2,,,
2011-08-25,55,14,2,,,
2011-08-26,56,16,2,,,
2011-08-27,57,18,2,,,
2011-08-28,58,18,2,,,
2011-08-29,59,19,2,,,
2011-08-30,60,20,2,,,
2011-08-31,61,20,2,,,
2011-09-01,62,19,2,,,
2011-09-02,63,19,2,,,
2011-09-03,64,19,2,,,
2011-09-04,65,20,2,,,
2011-09-05,66,20,2,,,
2011-09-06,67,20,2,,,
2011-09-07,68,20,2,,,
2011-09-08,69,21,2,,,
2011-09-09,70,22,2,,,
2011-09-10,71,23,2,,,
2011-09-11,72,24,2,,,
2011-09-12,73,24,2,,,
2011-09-13,74,24,2,,,
2011-09-14,75,25,2,,,
2011-09-15,76,25,2,,,
2011-09-16,77,25,2,,,
2011-09-17,78,25,2,,,
2011-09-18,79,25,2,,,
2011-09-19,80,25,2,,,
2011-09-20,81,27,2,,,
2011-09-21,82,28,4,,,
2011-09-22,83,28,4,,,
2011-09-23,84,29,4,,,
2011-09-24,85,29,4,,,
2011-09-25,86,29,4,,,
2011-09-26,87,29,4,,,
2011-09-27,88,30,4,,,
2011-09-28,89,30,4,,,
2011-09-29,90,30,4,,,
2011-09-30,91,31,4,,,
2011-10-01,,,,,,
2011-10-02,,,,,,
2011-10-03,,,,,,
2011-10-04,,,,,,
2011-10-05,,,,,,
2011-10-06,,,,,,
2011-10-07,,,,,,
2011-10-08,,,,,,
2011-10-09,,,,,,
2011-10-10,,,,,,
2011-10-11,,,,,,
2011-10-12,,,,,,
2011-10-13,,,,,,
2011-10-14,,,,,,
2011-10-15,,,,,,
2011-10-16,,,,,,
2011-10-17,,,,,,
2011-10-18,,,,,,
2011-10-19,,,,,,
2011-10-20,,,,,,
2011-10-21,20,1,,,,
2011-10-22,21,1,,,,
2011-10-23,22,1,,,,
2011-10-24,23,1,,,,
2011-10-25,24,1,,,,
2011-10-26,25,1,,,,
2011-10-27,26,1,,,,
2011-10-28,27,1,,,,
2011-10-29,28,1,,,,
2011-10-30,29,1,,,,
2011-10-31,30,1,,,,
2011-11-01,31,2,,,,
2011-11-02,32,2,,,,
2011-11-03,33,2,,,,
2011-11-04,34,3,,,,
2011-11-05,35,3,,,,
2011-11-06,36,3,,,,
2011-11-07,37,4,,,,
2011-11-08,38,4,,,,
2011-11-09,39,5,,,,
2011-11-10,40,5,,,,
2011-11-11,41,5,,,,
2011-11-12,42,5,,,,
2011-11-13,43,5,,,,
2011-11-14,44,7,,,,
2011-11-15,45,7,,,,
2011-11-16,46,9,,,,
2011-11-17,47,9,,,,
2011-11-18,48,9,,,,
2011-11-19,49,9,,,,
2011-11-20,50,9,,,,
2011-11-21,51,9,,,,
2011-11-22,52,10,,,,
2011-11-23,53,9,,,,
2011-11-24,54,9,,,,
2011-11-25,55,9,,,,
2011-11-26,56,9,,,,
2011-11-27,57,9,,,,
2011-11-28,58,10,,,,
2011-11-29,59,10,,,,
2011-11-30,60,10,,,,
2011-12-01,61,10,,,,
2011-12-02,62,10,,,,
2011-12-03,63,10,,,,
2011-12-04,64,11,,,,
2011-12-05,65,12,,,,
2011-12-06,66,12,,,,
2011-12-07,67,14,,,,
2011-12-08,68,14,,,,
2011-12-09,69,16,,,,
2011-12-10,70,17,,,,
2011-12-11,71,18,,,,
2011-12-12,72,20,,,,
2011-12-13,73,20,,,,
2011-12-14,74,20,,,,
2011-12-15,75,20,,,,
2011-12-16,76,19,,,,
2011-12-17,77,19,,,,
2011-12-18,78,20,,,,
2011-12-19,79,20,,,,
2011-12-20,80,22,,,,
2011-12-21,81,23,,,,
2011-12-22,82,23,,,,
2011-12-23,83,22,,,,
2011-12-24,84,22,,,,
2011-12-25,85,23,,,,
2011-12-26,86,23,,,,
2011-12-27,87,23,,,,
2011-12-28,88,23,,,,
2011-12-29,89,23,,,,
2011-12-30,90,23,,,,
2011-12-31,91,23,,,,
2012-01-01,,,,,,
2012-01-02,,,,,,
2012-01-03,,,,,,
2012-01-04,,,,,,
2012-01-05,,,,,,
2012-01-06,,,,,,
2012-01-07,,,,,,
2012-01-08,,,,,,
2012-01-09,,,,,,
2012-01-10,9,1,,,,
2012-01-11,10,1,,,,
2012-01-12,11,1,,,,
2012-01-13,12,1,,,,
2012-01-14,13,1,,,,
2012-01-15,14,1,,,,
2012-01-16,15,1,,,,
2012-01-17,16,1,,,,
2012-01-18,17,1,,,,
2012-01-19,18,2,,,,
2012-01-20,19,2,,,,
2012-01-21,20,2,,,,
2012-01-22,21,2,,,,
2012-01-23,22,2,,,,
2012-01-24,23,1,,,,
2012-01-25,24,1,,,,
2012-01-26,25,1,,,,
2012-01-27,26,1,,,,
2012-01-28,27,1,,,,
2012-01-29,28,1,,,,
2012-01-30,29,1,,,,
2012-01-31,30,2,,,,
2012-02-01,31,2,,,,
2012-02-02,32,1,,,,
2012-02-03,33,1,,,,
2012-02-04,34,2,,,,
2012-02-05,35,2,,,,
2012-02-06,36,2,,,,
2012-02-07,37,2,,,,
2012-02-08,38,2,,,,
2012-02-09,39,2,,,,
2012-02-10,40,3,,,,
2012-02-11,41,3,,,,
2012-02-12,42,3,,,,
2012-02-13,43,4,,,,
2012-02-14,44,4,,,,
2012-02-15,45,4,,,,
2012-02-16,46,4,,,,
2012-02-17,47,4,,,,
2012-02-18,48,4,,,,
2012-02-19,49,4,,,,
2012-02-20,50,4,,,,
2012-02-21,51,4,,,,
2012-02-22,52,5,,,,
2012-02-23,53,5,,,,
2012-02-24,54,5,,,,
2012-02-25,55,4,2,,,
2012-02-26,56,4,2,,,
2012-02-27,57,4,2,,,
2012-02-28,58,4,2,,,
2012-02-29,59,4,2,,,
2012-03-01,60,4,5,,,
2012-03-02,61,5,5,,,
2012-03-03,62,5,5,,,
2012-03-04,63,5,5,,,
2012-03-05,64,5,5,,,
2012-03-06,65,5,5,,,
2012-03-07,66,5,5,,,
2012-03-08,67,6,5,,,
2012-03-09,68,6,5,,,
2012-03-10,69,6,5,,,
2012-03-11,70,6,5,,,
2012-03-12,71,6,5,,,
2012-03-13,72,6,5,,,
2012-03-14,73,6,5,,,
2012-03-15,74,6,5,,,
2012-03-16,75,6,5,,,
2012-03-17,76,5,7,,,
2012-03-18,77,6,7,,,
2012-03-19,78,6,7,,,
2012-03-20,79,6,7,,,
2012-03-21,80,6,7,,,
2012-03-22,81,6,7,,,
2012-03-23,82,6,7,,,
2012-03-24,83,6,7,,,
2012-03-25,84,7,6,,,
2012-03-26,85,7,6,,,
2012-03-27,86,7,6,,,
2012-03-28,87,7,6,,,
2012-03-29,88,7,6,,,
2012-03-30,89,7,6,,,
2012-03-31,90,7,6,,,
2012-04-01,,,,,,
2012-04-02,,,,,,
2012-04-03,,,,,,
2012-04-04,3,,2,,,
2012-04-05,4,,4,,,
2012-04-06,5,,4,,,
2012-04-07,6,,4,,,
2012-04-08,7,,4,,,
2012-04-09,8,1,2,,,
2012-04-10,9,1,2,,,
2012-04-11,10,2,,,,
2012-04-12,11,3,,,,
2012-04-13,12,2,2,,,
2012-04-14,13,2,2,,,
2012-04-15,14,2,2,,,
2012-04-16,15,2,2,,,
2012-04-17,16,2,2,,,
2012-04-18,17,2,2,,,
2012-04-19,18,2,2,,,
2012-04-20,19,2,2,,,
2012-04-21,20,2,2,,,
2012-04-22,21,1,2,,,
2012-04-23,22,1,2,,,
2012-04-24,23,2,2,,,
2012-04-25,24,3,2,,,
2012-04-26,25,3,2,,,
2012-04-27,26,3,2,,,
2012-04-28,27,4,2,,,
2012-04-29,28,4,2,,,
2012-04-30,29,4,2,,,
2012-05-01,30,2,4,,,
2012-05-02,31,2,4,,,
2012-05-03,32,2,4,,,
2012-05-04,33,3,4,,,
2012-05-05,34,3,4,,,
2012-05-06,35,3,4,,,
2012-05-07,36,2,4,,,
2012-05-08,37,2,4,,,
2012-05-09,38,2,4,,,
2012-05-10,39,2,4,,,
2012-05-11,40,2,4,,,
2012-05-12,41,2,4,,,
2012-05-13,42,2,4,,,
2012-05-14,43,2,4,,,
2012-05-15,44,2,4,,,
2012-05-16,45,2,4,,,
2012-05-17,46,2,4,,,
2012-05-18,47,2,4,,,
2012-05-19,48,2,4,,,
2012-05-20,49,4,2,,,
2012-05-21,50,5,2,,,
2012-05-22,51,5,2,,,
2012-05-23,52,5,2,,,
2012-05-24,53,5,2,,,
2012-05-25,54,5,2,,,
2012-05-26,55,5,2,,,
2012-05-27,56,6,2,,,
2012-05-28,57,6,2,,,
2012-05-29,58,6,2,,,
2012-05-30,59,6,2,,,
2012-05-31,60,6,2,,,
2012-06-01,61,6,2,,,
2012-06-02,62,6,2,,,
2012-06-03,63,6,2,,,
2012-06-04,64,6,2,,,
2012-06-05,65,6,2,,,
2012-06-06,66,7,2,,,
2012-06-07,67,6,4,,,
2012-06-08,68,6,4,,,
2012-06-09,69,6,4,,,
2012-06-10,70,6,4,,,
2012-06-11,71,6,4,,,
2012-06-12,72,6,4,,,
2012-06-13,73,6,4,,,
2012-06-14,74,7,4,,,
2012-06-15,75,7,4,,,
2012-06-16,76,7,4,,,
2012-06-17,77,7,4,,,
2012-06-18,78,7,4,,,
2012-06-19,79,7,4,,,
2012-06-20,80,6,4,,,
