day_counter,0,1,2,3,4,5,6,7,8,9,10
200,75,10,,,,,,,,241.0,
201,77,10,,,,,,,,241.0,
202,79,12,,,,,,,,244.0,
203,77,12,,,,,,,,247.0,
204,79,12,,,,,,,,248.0,
205,79,12,,,,,,,,249.0,
206,79,12,,,,,,,,249.0,
207,81,12,,,,,,,,249.0,
208,82,8,,,,,,,,258.0,
209,82,8,,,,,,,,258.0,
210,85,8,,,,,,,,260.0,
211,86,8,,,,,,,,260.0,
212,86,8,,,,,,,,260.0,
213,86,8,,,,,,,,260.0,
214,86,8,,,,,,,,261.0,
215,88,10,,,,,,,,257.0,
216,89,10,,,,,,,,258.0,
217,89,10,,,,,,,,258.0,
218,91,10,,,,,,,,258.0,
219,91,10,,,,,,,,258.0,
220,87,10,,,,,,,,267.0,
221,87,10,,,,,,,,267.0,
222,74,8,,,,,,,,,283.0
223,75,8,,,,,,,,,283.0
224,76,8,,,,,,,,,285.0
225,76,8,,,,,,,,,286.0
226,76,8,,,,,,,,,286.0
227,77,8,,,,,,,,,286.0
228,80,8,,,,,,,,,288.0
229,80,8,,,,,,,,,288.0
230,80,8,,,,,,,,,290.0
231,80,8,,,,,,,,,291.0
232,80,8,,,,,,,,,291.0
233,80,8,,,,,,,,,291.0
234,81,8,,,,,,,,,293.0
235,81,8,,,,,,,,,294.0
236,81,11,,,,,,,,,293.0
237,81,11,,,,,,,,,293.0
238,82,11,,,,,,,,,295.0
239,82,11,,,,,,,,,295.0
240,82,11,,,,,,,,,296.0
241,82,11,,,,,,,,,296.0
242,82,11,,,,,,,,,297.0
243,82,11,,,,,,,,,297.0
244,82,11,,,,,,,,,298.0
245,83,11,,,,,,,,,298.0
246,94,19,,,,,,,,279.0,
247,94,19,,,,,,,,279.0,
248,96,19,,,,,,,,282.0,
249,98,19,,,,,,,,283.0,
250,99,19,,,,,,,,284.0,
251,99,19,,,,,,,,283.0,
252,100,19,,,,,,,,283.0,
253,100,19,,,,,,,,283.0,
254,102,21,,,,,,,,283.0,
255,102,21,,,,,,,,285.0,
256,102,21,,,,,,,,284.0,
257,103,21,,,,,,,,283.0,
258,104,21,,,,,,,,283.0,
259,101,17,,,,,,,,292.0,
260,101,17,,,,,,,,295.0,
261,101,17,,,,,,,,296.0,
262,97,17,,,,,,,,304.0,
263,98,17,,,,,,,,305.0,
264,98,17,,,,,,,,305.0,
265,99,17,,,,,,,,305.0,
266,99,17,,,,,,,,305.0,
267,100,17,,,,,,,,307.0,
268,101,17,,,,,,,,306.0,
269,101,17,,,,,,,,306.0,
270,103,17,,,,,,,,307.0,
271,103,17,,,,,,,,307.0,
272,104,17,,,,,,,,309.0,
273,105,17,,,,,,,,309.0,
274,107,17,,,,,,,,308.0,
275,107,17,,,,,,,,308.0,
276,108,17,,,,,,,,310.0,
277,108,19,,,,,,,,310.0,
278,110,19,,,,,,,,310.0,
279,110,19,,,,,,,,313.0,
280,111,19,,,,,,,,314.0,
281,111,19,,,,,,,,315.0,
282,113,19,,,,,,,,314.0,
283,113,19,,,,,,,,314.0,
284,114,19,,,,,,,,317.0,
285,110,19,,,,,,,,322.0,
286,111,19,,,,,,,,322.0,
287,111,16,,,,,,,,326.0,
288,110,16,,,,,,,,331.0,
289,110,16,,,,,,,,331.0,
290,111,16,,,,,,,,331.0,
291,111,16,,,,,,,,331.0,
292,113,16,,,,,,,,331.0,
293,114,16,,,,,,,,331.0,
294,118,16,,,,,,,,328.0,
295,118,16,,,,,,,,328.0,
296,118,16,,,,,,,,328.0,
297,117,12,,,,,,,,335.0,
298,118,12,,,,,,,,335.0,
299,119,12,,,,,,,,336.0,
300,122,12,,,,,,,,336.0,
301,123,12,,,,,,,,336.0,
302,122,12,,,,,,,,339.0,
303,125,12,,,,,,,,336.0,
304,119,12,,,,,,,,344.0,
305,120,12,,,,,,,,346.0,
306,124,12,,,,,,,,347.0,
307,127,12,,,,,,,,347.0,
308,130,12,,,,,,,,347.0,
309,131,12,,,,,,,,347.0,
310,129,12,,,,,,,,352.0,
311,131,12,,,,,,,,349.0,
312,131,12,,,,,,,,349.0,
313,131,12,,,,,,,,349.0,
314,134,12,,,,,,,,349.0,
315,134,14,,,,,,,,349.0,
316,135,14,,,,,,,,349.0,
317,135,14,,,,,,,,349.0,
318,136,14,,,,,,,,347.0,
319,137,14,,,,,,,,347.0,
320,138,16,,,,,,,,352.0,
321,139,16,,,,,,,,352.0,
322,138,16,,,,,,,,354.0,
323,138,16,,,,,,,,354.0,
324,136,16,,,,,,,,358.0,
325,136,16,,,,,,,,358.0,
326,136,16,,,,,,,,359.0,
327,136,16,,,,,,,,360.0,
328,137,16,,,,,,,,361.0,
329,138,16,,,,,,,,361.0,
330,135,18,,,,,,,,362.0,
331,135,18,,,,,,,,362.0,
332,136,18,,,,,,,,363.0,
333,136,18,,,,,,,,364.0,
334,139,18,,,,,,,,365.0,
335,139,18,,,,,,,,366.0,
336,141,18,,,,,,,,366.0,
337,141,18,,,,,,,,365.0,
338,141,18,,,,,,,,366.0,
339,139,18,,,,,,,,370.0,
340,139,18,,,,,,,,370.0,
341,140,18,,,,,,,,370.0,
342,142,18,,,,,,,,370.0,
343,142,18,,,,,,,,370.0,
344,143,18,,,,,,,,373.0,
345,143,18,,,,,,,,374.0,
346,143,18,,,,,,,,375.0,
347,143,18,,,,,,,,376.0,
348,143,18,,,,,,,,378.0,
349,144,18,,,,,,,,378.0,
350,144,18,,,,,,,,378.0,
351,144,18,,,,,,,,379.0,
352,143,18,,,,,,,,383.0,
353,143,18,,,,,,,,383.0,
354,146,18,,,,,,,,382.0,
355,146,18,,,,,,,,382.0,
356,146,18,,,,,,,,382.0,
357,146,18,,,,,,,,382.0,
358,148,18,,,,,,,,383.0,
359,148,18,,,,,,,,384.0,
360,148,18,,,,,,,,389.0,
361,149,18,,,,,,,,388.0,
362,150,18,,,,,,,,389.0,
363,150,18,,,,,,,,389.0,
364,149,20,,,,,,,,389.0,
365,149,20,,,,,,,,389.0,
366,149,22,,,,,,,,389.0,
367,149,22,,,,,,,,389.0,
368,151,22,,,,,,,,389.0,
369,151,22,,,,,,,,389.0,
370,151,22,,,,,,,,389.0,
371,151,22,,,,,,,,389.0,
372,151,22,,,,,,,,389.0,
373,153,22,,,,,,,,386.0,
374,153,22,,,,,,,,386.0,
375,151,23,,,,,,,,389.0,
376,151,23,,,,,,,,390.0,
377,151,23,,,,,,,,390.0,
378,150,23,,,,,,,,392.0,
379,150,23,,,,,,,,392.0,
380,151,23,,,,,,,,393.0,
381,151,23,,,,,,,,392.0,
382,151,23,,,,,,,,392.0,
383,151,23,,,,,,,,392.0,
384,150,23,,,,,,,,394.0,
385,151,23,,,,,,,,394.0,
386,151,23,,,,,,,,394.0,
387,151,23,,,,,,,,395.0,
388,152,23,,,,,,,,396.0,
389,152,23,,,,,,,,396.0,
390,152,23,,,,,,,,396.0,
391,152,23,,,,,,,,396.0,
392,152,25,,,,,,,,396.0,
393,152,25,,,,,,,,395.0,
394,154,25,,,,,,,,395.0,
395,153,27,,,,,,,,395.0,
396,154,27,,,,,,,,395.0,
397,154,27,,,,,,,,395.0,
398,155,27,,,,,,,,395.0,
399,155,27,,,,,,,,395.0,
400,156,27,,,,,,,,395.0,
401,156,27,,,,,,,,395.0,
402,156,27,,,,,,,,395.0,
403,156,27,,,,,,,,395.0,
404,155,27,,,,,,,,399.0,
405,155,27,,,,,,,,399.0,
406,155,27,,,,,,,,399.0,
407,155,27,,,,,,,,399.0,
408,155,27,,,,,,,,402.0,
409,155,27,,,,,,,,402.0,
410,156,27,,,,,,,,403.0,
411,156,27,,,,,,,,403.0,
412,157,27,,,,,,,,404.0,
413,157,27,,,,,,,,404.0,
414,156,29,,,,,,,,404.0,
415,156,29,,,,,,,,404.0,
416,154,29,,,,,,,,410.0,
417,154,29,,,,,,,,410.0,
418,154,29,,,,,,,,410.0,
419,154,29,,,,,,,,410.0,
420,145,27,,,,,,,426.0,,
421,145,27,,,,,,,426.0,,
422,145,27,,,,,,,426.0,,
423,146,27,,,,,,,427.0,,
424,148,27,,,,,,,426.0,,
425,148,27,,,,,,,426.0,,
426,148,27,,,,,,,427.0,,
427,148,27,,,,,,,427.0,,
428,148,27,,,,,,,427.0,,
429,148,27,,,,,,,427.0,,
430,149,27,,,,,,,428.0,,
431,149,27,,,,,,,428.0,,
432,152,27,,,,,,,428.0,,
433,152,27,,,,,,,428.0,,
434,152,27,,,,,,,428.0,,
435,152,27,,,,,,,428.0,,
436,152,27,,,,,,,428.0,,
437,152,27,,,,,,,428.0,,
438,153,27,,,,,,,428.0,,
439,155,29,,,,,,,423.0,,
440,154,29,,,,,,,429.0,,
441,156,29,,,,,,,429.0,,
442,156,29,,,,,,,429.0,,
443,156,29,,,,,,,429.0,,
444,157,29,,,,,,,428.0,,
445,157,29,,,,,,,428.0,,
446,157,29,,,,,,,428.0,,
447,157,29,,,,,,,428.0,,
448,157,29,,,,,,,428.0,,
449,157,29,,,,,,,428.0,,
450,160,31,,,,,,,426.0,,
451,160,31,,,,,,,426.0,,
452,158,31,,,,,,,430.0,,
453,158,31,,,,,,,430.0,,
454,158,31,,,,,,,430.0,,
455,158,31,,,,,,,430.0,,
456,159,31,,,,,,,433.0,,
457,160,31,,,,,,,431.0,,
458,160,31,,,,,,,432.0,,
459,160,31,,,,,,,432.0,,
460,160,33,,,,,,,432.0,,
461,160,33,,,,,,,432.0,,
462,160,33,,,,,,,434.0,,
463,160,33,,,,,,,434.0,,
464,160,33,,,,,,,436.0,,
465,160,33,,,,,,,437.0,,
466,161,33,,,,,,,439.0,,
467,161,33,,,,,,,439.0,,
468,161,33,,,,,,,440.0,,
469,161,33,,,,,,,441.0,,
470,161,33,,,,,,,441.0,,
471,161,33,,,,,,,441.0,,
472,164,33,,,,,,,442.0,,
473,165,33,,,,,,,440.0,,
474,166,33,,,,,,,441.0,,
475,166,33,,,,,,,441.0,,
476,158,31,,,,,,,453.0,,
477,157,31,,,,,,,455.0,,
478,158,31,,,,,,,457.0,,
479,158,31,,,,,,,457.0,,
480,158,31,,,,,,,457.0,,
481,158,31,,,,,,,457.0,,
482,159,31,,,,,,,457.0,,
483,160,31,,,,,,,457.0,,
484,161,31,,,,,,,457.0,,
485,161,31,,,,,,,457.0,,
486,162,31,,,,,,,457.0,,
487,162,31,,,,,,,457.0,,
488,168,33,,,,,,,452.0,,
489,168,33,,,,,,,452.0,,
490,171,33,,,,,,,454.0,,
491,171,33,,,,,,,453.0,,
492,172,33,,,,,,,453.0,,
493,172,33,,,,,,,453.0,,
494,173,33,,,,,,,453.0,,
495,173,33,,,,,,,453.0,,
496,174,33,,,,,,,455.0,,
497,174,33,,,,,,,454.0,,
498,172,35,,,,,,,457.0,,
499,172,35,,,,,,,457.0,,
500,174,35,,,,,,,455.0,,
501,174,35,,,,,,,455.0,,
502,173,35,,,,,,,458.0,,
503,173,35,,,,,,,458.0,,
504,174,35,,,,,,,459.0,,
505,176,35,,,,,,,459.0,,
506,177,35,,,,,,,459.0,,
507,177,35,,,,,,,459.0,,
508,178,35,,,,,,,458.0,,
509,178,35,,,,,,,458.0,,
510,177,39,,,,,,,458.0,,
511,176,33,,,,,,,466.0,,
512,177,33,,,,,,,466.0,,
513,179,33,,,,,,,466.0,,
514,179,33,,,,,,,467.0,,
515,180,33,,,,,,,467.0,,
516,180,33,,,,,,,467.0,,
517,180,33,,,,,,,467.0,,
518,182,33,,,,,,,465.0,,
519,183,33,,,,,,,463.0,,
520,179,31,,,,,,,472.0,,
521,179,31,,,,,,,472.0,,
522,181,31,,,,,,,474.0,,
523,181,31,,,,,,,474.0,,
524,181,31,,,,,,,474.0,,
525,182,31,,,,,,,475.0,,
526,183,31,,,,,,,476.0,,
527,183,31,,,,,,,476.0,,
528,184,31,,,,,,,477.0,,
529,184,31,,,,,,,477.0,,
530,184,31,,,,,,,478.0,,
531,184,31,,,,,,,480.0,,
532,185,31,,,,,,,479.0,,
533,185,31,,,,,,,479.0,,
534,185,28,,,,,,,484.0,,
535,185,28,,,,,,,484.0,,
536,183,28,,,,,,,488.0,,
537,183,28,,,,,,,489.0,,
538,183,28,,,,,,,489.0,,
539,183,28,,,,,,,489.0,,
540,181,28,,,,,,,504.0,,
541,181,28,,,,,,,504.0,,
542,181,28,,,,,,,505.0,,
543,182,28,,,,,,,505.0,,
544,182,26,,,,,,,511.0,,
545,182,26,,,,,,,511.0,,
546,183,26,,,,,,,513.0,,
547,183,26,,,,,,,512.0,,
548,184,26,,,,,,,511.0,,
549,184,26,,,,,,,511.0,,
550,184,26,,,,,,,512.0,,
551,184,26,,,,,,,512.0,,
552,181,26,,,,,,,523.0,,
553,181,26,,,,,,,523.0,,
554,181,26,,,,,,,523.0,,
555,181,26,,,,,,,523.0,,
556,183,26,,,,,,,523.0,,
557,183,26,,,,,,,523.0,,
558,184,26,,,,,,,523.0,,
559,184,26,,,,,,,523.0,,
560,182,26,,,,,,,536.0,,
561,182,26,,,,,,,536.0,,
562,182,26,,,,,,,536.0,,
563,182,26,,,,,,,535.0,,
564,183,26,,,,,,,535.0,,
565,183,26,,,,,,,536.0,,
566,183,26,,,,,,,536.0,,
567,184,26,,,,,,,536.0,,
568,185,26,,,,,,,536.0,,
569,185,26,,,,,,,536.0,,
570,185,26,,,,,,,546.0,,
571,185,26,,,,,,,546.0,,
572,185,26,,,,,,,546.0,,
573,185,26,,,,,,,545.0,,
574,185,26,,,,,,,545.0,,
575,185,26,,,,,,,545.0,,
576,187,26,,,,,,,549.0,,
577,187,26,,,,,,,549.0,,
578,187,26,,,,,,,549.0,,
579,187,26,,,,,,,549.0,,
580,185,26,,,,,,,555.0,,
581,185,26,,,,,,,555.0,,
582,187,26,,,,,,,555.0,,
583,187,26,,,,,,,555.0,,
584,187,26,,,,,,,555.0,,
585,187,26,,,,,,,555.0,,
586,187,26,,,,,,,554.0,,
587,187,26,,,,,,,554.0,,
588,188,24,,,,,,,559.0,,
589,188,24,,,,,,,559.0,,
590,189,27,,,,,,,555.0,,
591,189,27,,,,,,,555.0,,
592,189,27,,,,,,,,559.0,
593,189,27,,,,,,,,559.0,
594,189,27,,,,,,,,564.0,
595,189,27,,,,,,,,564.0,
596,189,27,,,,,,,,564.0,
597,189,27,,,,,,,,564.0,
598,189,27,,,,,,,,564.0,
599,189,27,,,,,,,,564.0,
600,191,27,,,,,,,,565.0,
601,191,27,,,,,,,,565.0,
602,192,27,,,,,,,,565.0,
603,192,27,,,,,,,,566.0,
604,193,27,,,,,,,,563.0,
605,193,27,,,,,,,,563.0,
606,193,27,,,,,,,,563.0,
607,193,27,,,,,,,,563.0,
608,193,27,,,,,,,,563.0,
609,193,27,,,,,,,,563.0,
610,194,27,,,,,,,,563.0,
611,194,27,,,,,,,,563.0,
612,195,27,,,,,,,,563.0,
613,195,27,,,,,,,,563.0,
614,196,27,,,,,,,,564.0,
615,196,27,,,,,,,,564.0,
616,192,27,,,,,,,,571.0,
617,192,27,,,,,,,,570.0,
618,192,27,,,,,,,,570.0,
619,192,27,,,,,,,,570.0,
620,192,27,,,,,,,,569.0,
621,192,27,,,,,,,,569.0,
622,193,27,,,,,,,,569.0,
623,193,27,,,,,,,,569.0,
624,192,25,,,,,,,,573.0,
625,192,25,,,,,,,,573.0,
626,192,25,,,,,,,,574.0,
627,192,25,,,,,,,,574.0,
628,193,25,,,,,,,,574.0,
629,193,25,,,,,,,,573.0,
630,192,23,,,,,,,,580.0,
631,192,23,,,,,,,,580.0,
632,193,23,,,,,,,,580.0,
633,193,23,,,,,,,,580.0,
634,193,23,,,,,,,,579.0,
635,193,23,,,,,,,,579.0,
636,194,25,,,,,,,,580.0,
637,194,23,,,,,,,,583.0,
638,194,23,,,,,,,,583.0,
639,194,23,,,,,,,,584.0,
640,196,23,,,,,,,,586.0,
641,196,23,,,,,,,,586.0,
642,197,23,,,,,,,,586.0,
643,197,23,,,,,,,,586.0,
644,197,23,,,,,,,,586.0,
645,197,23,,,,,,,,586.0,
646,197,23,,,,,,,,586.0,
647,197,23,,,,,,,,586.0,
648,199,23,,,,,,,,590.0,
649,199,23,,,,,,,,590.0,
650,199,23,,,,,,,,590.0,
651,199,23,,,,,,,,590.0,
652,197,23,,,,,,,,595.0,
653,197,23,,,,,,,,595.0,
654,197,23,,,,,,,,595.0,
655,197,23,,,,,,,,595.0,
656,198,23,,,,,,,,596.0,
657,199,23,,,,,,,,594.0,
658,199,23,,,,,,,,594.0,
659,199,23,,,,,,,,594.0,
660,199,23,,,,,,,,600.0,
661,199,23,,,,,,,,600.0,
662,200,23,,,,,,,,600.0,
663,200,23,,,,,,,,600.0,
664,200,23,,,,,,,,601.0,
665,200,23,,,,,,,,602.0,
666,200,27,,,,,,,,597.0,
667,200,27,,,,,,,,597.0,
668,201,27,,,,,,,,597.0,
669,201,27,,,,,,,,597.0,
670,201,27,,,,,,,,597.0,
671,201,27,,,,,,,,597.0,
672,201,27,,,,,,,,600.0,
673,201,27,,,,,,,,600.0,
674,201,27,,,,,,,,600.0,
675,206,30,,,,,,,,594.0,
676,206,30,,,,,,,,595.0,
677,206,30,,,,,,,,595.0,
678,207,30,,,,,,,,596.0,
679,207,30,,,,,,,,596.0,
680,208,30,,,,,,,,597.0,
681,205,30,,,,,,,,601.0,
682,207,30,,,,,,,,601.0,
683,207,30,,,,,,,,601.0,
684,208,30,,,,,,,,603.0,
685,209,30,,,,,,,,602.0,
686,212,30,,,,,,,,602.0,
687,212,30,,,,,,,,602.0,
688,213,30,,,,,,,,603.0,
689,213,30,,,,,,,,603.0,
690,214,30,,,,,,,,603.0,
691,214,30,,,,,,,,602.0,
692,215,28,,,,,,,,605.0,
693,215,28,,,,,,,,605.0,
694,215,28,,,,,,,,605.0,
695,215,28,,,,,,,,604.0,
696,215,28,,,,,,,,606.0,
697,215,28,,,,,,,,606.0,
698,215,28,,,,,,,,606.0,
699,215,28,,,,,,,,606.0,
700,215,28,,,,,,,,608.0,
701,215,28,,,,,,,,608.0,
702,216,28,,,,,,,,607.0,
703,216,28,,,,,,,,607.0,
704,215,28,,,,,,,,611.0,
705,215,28,,,,,,,,611.0,
706,215,28,,,,,,,,611.0,
707,215,28,,,,,,,,611.0,
708,218,28,,,,,,,,611.0,
709,218,28,,,,,,,,611.0,
710,217,28,,,,,,,,617.0,
711,216,28,,,,,,,,619.0,
712,218,28,,,,,,,,619.0,
713,218,28,,,,,,,618.0,,
714,218,28,,,,,,,620.0,,
715,219,28,,,,,,,620.0,,
716,219,28,,,,,,,622.0,,
717,219,28,,,,,,,622.0,,
718,220,28,,,,,,,622.0,,
719,220,28,,,,,,,621.0,,
720,219,28,,,,,,,627.0,,
721,219,28,,,,,,,627.0,,
722,219,28,,,,,,,627.0,,
723,219,28,,,,,,,627.0,,
724,219,28,,,,,,,626.0,,
725,219,28,,,,,,,626.0,,
726,218,30,,,,,,,626.0,,
727,218,30,,,,,,,626.0,,
728,218,30,,,,,,,625.0,,
729,218,30,,,,,,,625.0,,
730,216,30,,,,,,,630.0,,
731,216,30,,,,,,,630.0,,
732,216,32,,,,,,,630.0,,
733,217,32,,,,,,,628.0,,
734,220,32,,,,,,,624.0,,
735,223,32,,,,,,,624.0,,
736,223,32,,,,,,,624.0,,
737,223,32,,,,,,,624.0,,
738,223,32,,,,,,,625.0,,
739,223,32,,,,,,,625.0,,
740,222,32,,,,,,,627.0,,
741,222,32,,,,,,,627.0,,
742,222,32,,,,,,,627.0,,
743,222,32,,,,,,,627.0,,
744,223,32,,,,,,,625.0,,
745,224,32,,,,,,,625.0,,
746,224,32,,,,,,,625.0,,
747,224,32,,,,,,,625.0,,
748,224,32,,,,,,,625.0,,
749,224,32,,,,,,,625.0,,
750,222,37,,,,,,,626.0,,
751,222,37,,,,,,,626.0,,
752,222,37,,,,,,,626.0,,
753,222,37,,,,,,,626.0,,
754,222,37,,,,,,,626.0,,
755,222,37,,,,,,,626.0,,
756,222,38,,,,,,,626.0,,
757,222,38,,,,,,,626.0,,
758,222,38,,,,,,,626.0,,
759,222,38,,,,,,,626.0,,
760,221,38,,,,,,,,628.0,
761,221,38,,,,,,,,628.0,
762,217,36,,,,,,,,635.0,
763,217,36,,,,,,,,634.0,
764,217,36,,,,,,,,634.0,
765,217,36,,,,,,,,634.0,
766,217,36,,,,,,,,634.0,
767,217,36,,,,,,,,634.0,
768,218,36,,,,,,,,635.0,
769,218,36,,,,,,,,635.0,
770,218,36,,,,,,,,636.0,
771,218,36,,,,,,,,636.0,
772,219,36,,,,,,,,635.0,
773,219,36,,,,,,,,635.0,
774,219,36,,,,,,,,635.0,
775,220,36,,,,,,,,635.0,
776,220,36,,,,,,,,640.0,
777,220,36,,,,,,,,640.0,
778,220,36,,,,,,,,640.0,
779,220,36,,,,,,,,640.0,
