day_counter,0,1,2,3,4,5,6
250,113,29,13,,,,169.0
251,113,29,13,,,,169.0
252,114,29,13,,,,169.0
253,114,29,13,,,,169.0
254,117,33,13,,,,165.0
255,114,38,13,,,,165.0
256,114,38,13,,,,165.0
257,115,38,13,,,,165.0
258,117,38,16,,,,160.0
259,115,31,16,,,,171.0
260,115,31,16,,,,174.0
261,119,38,12,,,,166.0
262,118,34,12,,,,174.0
263,119,34,12,,,,175.0
264,119,34,12,,,,175.0
265,120,34,12,,,,174.0
266,120,34,12,,,,174.0
267,121,36,12,,,,173.0
268,122,41,12,,,,166.0
269,122,41,12,,,,166.0
270,122,39,12,,,,171.0
271,122,39,12,,,,171.0
272,122,39,12,,,,174.0
273,123,43,12,,,,169.0
274,124,43,12,,,,170.0
275,125,43,12,,,,168.0
276,127,41,15,,,,167.0
277,127,43,15,,,,167.0
278,129,43,15,,,,166.0
279,129,43,15,,,,169.0
280,131,43,15,,,,169.0
281,132,43,15,,,,168.0
282,134,43,15,,,,167.0
283,134,43,15,,,,166.0
284,137,47,19,10,,,148.0
285,132,43,19,10,,,157.0
286,136,39,19,10,,,157.0
287,137,39,19,10,,,157.0
288,138,39,19,10,,,160.0
289,138,39,24,10,,,154.0
290,139,42,24,10,,150.0,
291,139,42,24,10,,150.0,
292,145,44,24,10,,142.0,
293,146,44,24,10,,142.0,
294,145,44,24,10,,145.0,
295,145,48,24,10,,140.0,
296,145,48,24,10,,140.0,
297,142,48,24,10,,145.0,
298,143,48,24,10,,145.0,
299,145,48,24,10,,144.0,
300,148,48,24,10,,144.0,
301,149,48,24,10,,144.0,
302,148,48,24,10,,146.0,
303,149,48,24,10,,146.0,
304,145,45,24,10,,155.0,
305,146,45,24,10,,157.0,
306,150,45,24,10,,158.0,
307,153,45,24,10,,157.0,
308,157,45,24,10,,155.0,
309,158,51,24,10,,148.0,
310,156,51,24,10,,152.0,
311,156,51,24,10,,152.0,
312,156,51,24,10,,152.0,
313,159,53,24,10,,146.0,
314,165,56,33,10,,129.0,
315,166,56,33,10,,130.0,
316,167,56,33,10,,130.0,
317,167,61,33,10,,124.0,
318,169,61,33,10,,120.0,
319,170,63,33,10,,117.0,
320,172,61,33,10,,123.0,
321,173,63,30,10,,123.0,
322,170,63,30,10,,127.0,
323,170,63,30,10,,126.0,
324,168,57,26,10,,141.0,
325,168,57,26,10,,141.0,
326,168,57,32,10,,135.0,
327,168,64,32,10,10,117.0,
328,169,64,32,10,10,118.0,
329,170,64,32,10,10,118.0,
330,164,58,32,10,,141.0,
331,164,58,32,10,,141.0,
332,165,58,32,10,,142.0,
333,165,56,32,10,,144.0,
334,168,59,32,10,,141.0,
335,168,59,32,10,,142.0,
336,170,59,32,10,,142.0,
337,171,63,32,10,,136.0,
338,171,63,32,10,,137.0,
339,170,61,32,10,,142.0,
340,171,61,32,10,,140.0,
341,172,61,32,10,,140.0,
342,174,61,32,10,,140.0,
343,174,61,32,10,,140.0,
344,175,60,32,10,10,133.0,
345,175,60,32,10,10,134.0,
346,176,69,32,10,10,124.0,
347,176,69,32,10,10,125.0,
348,177,58,32,10,10,136.0,
349,178,58,32,10,10,136.0,
350,178,58,32,10,10,136.0,
351,177,58,32,10,10,137.0,
352,173,47,32,10,10,155.0,
353,173,47,32,10,10,155.0,
354,176,47,32,10,10,155.0,
355,179,49,26,10,10,155.0,
356,179,49,26,10,10,154.0,
357,179,49,26,10,10,155.0,
358,181,49,26,10,10,156.0,
359,181,49,26,10,10,157.0,
360,183,51,26,10,10,157.0,
361,183,51,26,10,10,158.0,
362,183,53,26,10,10,158.0,
363,183,53,26,10,10,158.0,
364,183,53,26,10,10,158.0,
365,183,53,26,10,10,158.0,
366,185,59,31,10,10,146.0,
367,185,59,31,10,10,146.0,
368,187,59,31,10,10,146.0,
369,187,59,31,10,10,146.0,
370,187,59,31,10,10,146.0,
371,187,59,62,10,10,114.0,
372,187,59,62,10,10,114.0,
373,187,59,62,10,10,113.0,
374,187,59,62,10,10,113.0,
375,183,57,34,10,,159.0,
376,183,57,34,10,,160.0,
377,183,57,34,10,,160.0,
378,180,55,34,10,,166.0,
379,183,57,34,36,,134.0,
380,184,57,34,36,,135.0,
381,184,57,34,36,,135.0,
382,184,57,34,36,,135.0,
383,185,57,34,34,,135.0,
384,182,55,29,10,,170.0,
385,183,57,29,7,,170.0,
386,183,57,29,7,,170.0,
387,184,59,29,7,,167.0,
388,182,59,29,7,,170.0,
389,182,59,29,7,,170.0,
390,182,59,29,7,,170.0,
391,183,59,29,7,,168.0,
392,181,61,23,7,,176.0,
393,184,63,28,30,,142.0,
394,186,63,28,30,,142.0,
395,186,63,28,30,,143.0,
396,187,63,28,30,,143.0,
397,187,63,28,30,,143.0,
398,188,63,28,30,,143.0,
399,188,63,28,30,,143.0,
400,189,69,28,58,11,98.0,
401,189,69,28,58,11,98.0,
402,189,69,28,58,11,98.0,
403,189,69,28,58,11,98.0,
404,189,69,23,58,,117.0,
405,191,78,29,48,,108.0,
406,191,78,29,48,,108.0,
407,193,84,39,37,,99.0,
408,191,91,39,37,,97.0,
409,191,91,39,37,,97.0,
410,192,92,39,37,,97.0,
411,192,92,39,37,,97.0,
412,193,93,39,37,,97.0,
413,193,93,39,37,,97.0,
414,194,93,39,36,,97.0,
415,194,93,39,36,,97.0,
416,192,96,39,12,26,97.0,
417,192,96,39,12,26,97.0,
418,192,96,39,12,26,97.0,
419,192,96,39,12,26,97.0,
420,189,77,39,12,31,118.0,
421,189,77,39,12,31,118.0,
422,189,77,39,12,31,118.0,
423,190,77,39,12,42,107.0,
424,191,77,39,12,42,108.0,
425,191,77,45,5,42,108.0,
426,191,77,45,5,42,109.0,
427,191,77,45,5,41,109.0,
428,191,77,45,5,41,108.0,
429,191,77,45,5,41,108.0,
430,192,77,45,5,41,109.0,
431,194,89,50,5,41,89.0,
432,197,89,50,5,41,89.0,
433,198,89,50,5,41,87.0,
434,198,89,50,5,41,87.0,
435,198,89,50,5,41,87.0,
436,198,89,50,5,41,87.0,
437,198,89,50,5,41,87.0,
438,200,92,50,5,36,87.0,
439,201,96,44,5,36,87.0,
440,204,96,44,27,11,90.0,
441,206,96,44,27,11,90.0,
442,206,96,44,27,11,90.0,
443,206,96,44,27,11,90.0,
444,207,96,44,27,11,90.0,
445,207,96,51,27,11,82.0,
446,207,96,51,27,11,82.0,
447,208,96,51,27,11,80.0,
448,210,96,51,27,11,77.0,
449,210,96,51,27,11,77.0,
450,208,92,61,27,11,77.0,
451,214,85,61,27,28,58.0,
452,209,88,68,27,28,54.0,
453,210,86,68,27,28,54.0,
454,210,86,68,27,28,54.0,
455,210,86,68,27,28,54.0,
456,208,86,74,27,28,54.0,
457,208,86,74,27,28,54.0,
458,209,86,74,27,28,53.0,
459,209,86,74,27,28,53.0,
460,206,82,51,59,28,53.0,
461,208,86,44,59,28,53.0,
462,208,86,44,61,28,53.0,
463,212,93,44,49,28,53.0,
464,212,89,44,55,28,53.0,
465,212,89,44,56,28,53.0,
466,214,92,44,58,28,48.0,
467,214,96,39,58,28,48.0,
468,212,98,39,58,28,48.0,
469,212,99,39,57,28,48.0,
470,212,99,39,57,28,48.0,
471,213,97,39,57,28,48.0,
472,213,97,39,61,28,48.0,
473,213,100,42,54,28,48.0,
474,214,100,42,55,28,48.0,
475,214,100,42,54,28,48.0,
476,202,77,36,28,,145.0,
477,204,83,49,6,,147.0,
478,205,83,49,6,,149.0,
479,208,88,49,6,,140.0,
480,208,88,49,6,,140.0,
481,208,88,49,6,,140.0,
482,209,88,49,6,,140.0,
483,210,88,49,6,,140.0,
484,211,88,49,6,,140.0,
485,211,88,49,6,,140.0,
486,212,88,49,6,,139.0,
487,212,88,49,6,,139.0,
488,217,97,64,6,17,95.0,
489,217,97,64,6,17,95.0,
490,222,97,64,6,63,48.0,
491,222,97,64,6,63,47.0,
492,223,97,64,6,63,47.0,
493,223,97,64,6,63,47.0,
494,224,97,64,6,63,47.0,
495,224,97,64,6,63,47.0,
496,225,95,64,6,63,51.0,
497,226,95,64,6,61,51.0,
498,227,91,64,6,61,57.0,
499,227,91,69,14,47,57.0,
500,230,98,69,14,36,57.0,
501,230,98,69,14,36,57.0,
502,228,96,69,14,36,63.0,
503,228,96,69,14,36,63.0,
504,229,96,64,14,36,69.0,
505,231,96,64,14,36,69.0,
506,234,98,59,14,36,69.0,
507,235,104,59,14,36,60.0,
508,236,102,59,14,36,61.0,
509,236,102,59,14,36,61.0,
510,237,98,64,14,36,61.0,
511,234,98,68,14,36,61.0,
512,235,98,68,14,36,61.0,
513,237,98,68,14,36,61.0,
514,237,98,69,14,36,61.0,
515,238,98,69,14,36,60.0,
516,238,98,69,14,36,60.0,
517,238,98,69,14,36,60.0,
518,239,104,62,14,35,60.0,
519,239,104,62,14,35,60.0,
520,231,101,41,14,70,60.0,
521,233,103,36,14,70,60.0,
522,237,105,31,14,72,60.0,
523,239,105,31,11,72,60.0,
524,239,105,31,11,72,60.0,
525,239,105,31,11,73,60.0,
526,241,105,40,11,74,49.0,
527,242,105,40,11,74,47.0,
528,243,105,40,5,81,47.0,
529,246,109,58,21,39,47.0,
530,246,109,58,22,39,47.0,
531,244,104,58,5,39,72.0,
532,245,104,58,5,39,72.0,
533,246,106,54,5,39,72.0,
534,245,106,54,5,,113.0,
535,247,106,54,5,10,100.0,
536,247,106,54,5,10,103.0,
537,247,110,49,5,10,,104.0
538,247,110,49,5,10,,104.0
539,248,110,49,23,10,,84.0
540,241,110,49,23,10,,104.0
541,241,110,49,23,10,,104.0
542,241,110,49,22,10,,105.0
543,242,110,49,22,10,,105.0
544,241,105,55,22,10,,109.0
545,242,105,55,22,35,,82.0
546,237,112,56,22,35,,82.0
547,237,112,56,22,35,,81.0
548,237,113,56,22,35,,81.0
549,237,113,56,22,35,,80.0
550,236,103,53,37,35,,80.0
551,236,103,53,37,35,,80.0
552,233,99,38,5,35,,141.0
553,233,99,38,5,35,,141.0
554,236,102,38,5,35,,134.0
555,236,102,38,5,35,,134.0
556,237,102,38,10,35,,130.0
557,237,102,38,10,35,,129.0
558,238,102,38,10,35,,129.0
559,238,102,38,10,35,,129.0
560,234,96,30,10,25,,168.0
561,234,96,30,10,25,,168.0
562,234,96,30,10,25,,168.0
563,234,96,30,10,25,,168.0
564,235,96,30,10,25,,168.0
565,235,96,30,10,25,168.0,
566,235,96,30,24,25,153.0,
567,236,96,30,24,25,152.0,
568,237,96,30,24,25,152.0,
569,238,98,30,24,25,148.0,
570,231,100,35,11,25,170.0,
571,233,100,35,11,25,167.0,
572,235,100,35,11,25,163.0,
573,235,100,35,11,25,162.0,
574,235,100,35,11,25,162.0,
575,235,100,35,11,25,159.0,
576,237,100,35,11,26,161.0,
577,237,100,35,11,26,161.0,
578,237,100,35,11,26,160.0,
579,237,106,49,11,26,138.0,
580,236,98,50,11,26,149.0,
581,236,100,50,11,26,146.0,
582,238,100,50,11,26,146.0,
583,238,100,50,22,26,134.0,
584,238,100,50,22,26,134.0,
585,239,100,50,22,26,132.0,
586,239,100,50,22,26,131.0,
587,240,100,50,22,26,129.0,
588,240,96,49,16,38,131.0,
589,240,96,49,16,38,131.0,
590,242,96,52,11,38,131.0,
591,242,96,52,11,53,115.0,
592,238,96,53,11,47,127.0,
593,238,96,53,11,47,126.0,
594,237,96,53,11,47,,133.0
595,238,102,47,11,47,,130.0
596,238,102,47,11,47,,130.0
597,239,116,52,11,47,,108.0
598,239,119,52,11,47,,104.0
599,240,123,52,16,59,,80.0
600,242,123,52,16,59,,81.0
601,242,123,52,16,59,,81.0
602,243,123,52,16,59,,81.0
603,245,134,44,22,47,,81.0
604,245,134,44,22,47,,81.0
605,245,134,44,22,47,,81.0
606,246,139,47,36,42,,61.0
607,250,144,54,25,42,54.0,
608,250,143,54,25,42,54.0,
609,250,143,61,25,34,53.0,
610,253,141,68,25,34,46.0,
611,253,141,68,25,34,45.0,
612,254,141,68,25,34,45.0,
613,255,139,68,24,34,44.0,
614,255,136,73,24,34,44.0,
615,255,136,73,24,34,44.0,
616,254,130,61,10,25,88.0,
617,255,130,61,10,25,86.0,
618,255,130,61,10,25,86.0,
619,255,130,61,10,25,85.0,
620,256,136,61,10,100,,
621,256,136,61,10,100,,
622,257,136,65,5,99,,
623,257,136,65,5,99,,
624,256,136,65,,106,,
625,256,136,65,,106,,
626,257,136,65,,105,,
627,257,136,65,,105,,
628,258,136,65,,105,,
629,258,136,65,,105,,
630,253,144,65,,106,,
631,253,144,65,,105,,
632,254,144,65,,105,,
633,254,144,65,,105,,
634,254,144,65,,105,,
635,254,144,65,,105,,
636,254,148,65,,104,,
637,250,134,58,,129,,
638,250,134,58,,129,,
639,250,134,58,,129,,
640,259,141,71,20,80,,
641,259,141,71,20,80,,
642,262,138,71,20,80,,
643,262,138,71,20,80,,
644,262,138,71,20,80,,
645,262,138,71,20,80,,
646,262,138,71,20,80,,
647,263,138,71,20,77,,
648,263,135,66,20,90,,
649,267,139,96,20,50,,
650,269,139,93,20,50,,
651,269,139,93,20,50,,
652,268,136,99,26,24,20.0,
653,268,136,99,26,24,20.0,
654,268,136,99,26,24,20.0,
655,268,136,99,26,24,20.0,
656,269,136,100,26,24,20.0,
657,269,136,100,26,23,20.0,
658,269,136,100,26,23,20.0,
659,269,136,100,26,23,20.0,
660,265,136,115,19,23,20.0,
661,265,136,115,19,23,20.0,
662,266,136,115,19,23,20.0,
663,266,136,115,19,23,20.0,
664,268,143,106,19,23,20.0,
665,267,139,92,19,42,20.0,
666,267,139,92,19,42,20.0,
667,269,146,81,19,42,20.0,
668,270,146,81,19,42,20.0,
669,272,149,74,19,42,20.0,
670,272,149,74,19,42,20.0,
671,272,149,74,19,42,20.0,
672,273,149,74,19,43,20.0,
673,273,149,74,19,43,20.0,
674,273,149,73,19,42,19.0,
675,275,153,88,25,17,19.0,
676,277,150,94,19,17,19.0,
677,277,150,94,19,17,19.0,
678,279,152,88,6,32,19.0,
679,279,154,91,,32,19.0,
680,280,154,91,,32,20.0,
681,276,144,82,,56,20.0,
682,278,144,82,,56,20.0,
683,278,144,82,,56,20.0,
684,279,144,82,,58,20.0,
685,280,147,78,,58,20.0,
686,283,147,78,,58,20.0,
687,283,147,78,,58,20.0,
688,281,147,82,,58,20.0,
689,281,147,82,,58,20.0,
690,283,147,82,13,43,20.0,
691,283,147,82,13,43,20.0,
692,282,147,86,13,43,20.0,
693,282,147,86,13,43,20.0,
694,284,147,83,13,43,19.0,
695,284,147,83,13,43,19.0,
696,287,147,89,13,35,19.0,
697,287,147,89,13,35,19.0,
698,287,149,86,13,35,18.0,
699,287,149,86,13,35,18.0,
700,287,149,87,13,35,18.0,
701,287,149,87,13,35,18.0,
702,289,160,86,13,22,18.0,
703,289,160,86,13,22,18.0,
704,287,157,81,,49,16.0,
705,289,154,81,,49,16.0,
706,289,154,81,,49,16.0,
707,289,154,80,,49,16.0,
708,292,154,80,,49,16.0,
709,292,154,80,,49,16.0,
710,287,151,61,,49,48.0,
711,285,146,61,,49,56.0,
712,287,146,61,,49,55.0,
713,287,146,61,,49,55.0,
714,285,150,61,,49,55.0,
715,286,150,61,,49,55.0,
716,285,153,61,,49,55.0,
717,286,153,61,,47,54.0,
718,287,153,66,,41,54.0,
719,287,153,66,,41,54.0,
720,286,140,66,,68,45.0,
721,286,140,66,,68,45.0,
722,286,140,66,,68,45.0,
723,286,140,66,,68,45.0,
724,286,140,66,,68,44.0,
725,286,140,66,,68,43.0,
726,290,142,66,,69,35.0,
727,295,148,76,39,23,19.0,
728,295,148,76,39,23,19.0,
729,299,148,76,39,23,14.0,
730,300,148,81,35,23,14.0,
731,300,148,81,35,23,14.0,
732,301,163,90,11,23,14.0,
733,301,163,90,11,23,14.0,
734,301,163,90,11,23,14.0,
735,304,163,90,11,23,14.0,
736,304,163,90,11,23,14.0,
737,306,164,90,11,18,14.0,
738,305,166,90,11,18,14.0,
739,305,166,90,28,,14.0,
740,306,166,89,28,,14.0,
741,306,166,89,28,,14.0,
742,306,166,89,28,,14.0,
743,306,166,89,28,,13.0,
744,306,166,88,28,,13.0,
745,307,166,88,27,,13.0,
746,307,175,82,22,,13.0,
747,307,178,78,22,,13.0,
748,309,179,73,21,,13.0,
749,309,179,73,21,,13.0,
750,307,183,70,26,,13.0,
751,307,183,70,26,,13.0,
752,307,183,70,26,,13.0,
753,307,183,70,26,,13.0,
754,307,183,70,26,,13.0,
755,307,183,70,26,,13.0,
756,310,178,70,27,,13.0,
757,310,178,70,27,,13.0,
758,311,176,69,27,,12.0,
759,311,176,69,27,,12.0,
760,306,173,57,50,,8.0,
761,306,173,57,50,,8.0,
762,294,160,57,5,71,8.0,
763,294,160,57,5,71,8.0,
764,294,162,54,5,71,8.0,
765,294,162,54,5,71,8.0,
766,294,162,54,5,78,,
767,296,162,50,5,78,,
768,297,160,50,5,81,,
769,297,160,50,11,74,,
770,297,160,50,11,75,,
771,297,160,50,11,75,,
772,298,160,50,11,75,,
773,298,160,50,11,75,,
774,298,163,50,11,71,,
775,299,163,50,11,71,,
776,310,172,61,55,,,
777,307,167,60,64,,,
778,307,167,60,64,,,
779,308,178,60,51,,,
780,311,178,60,52,,,
781,311,178,60,52,,,
782,312,182,60,46,,,
783,312,182,65,40,,,
784,313,182,65,40,,,
785,313,182,65,40,,,
786,314,188,65,32,,,
787,316,191,65,26,,,
788,314,180,65,40,,,
789,315,180,65,38,,,
790,315,180,65,38,,,
791,315,180,67,34,,,
792,317,180,67,34,,,
793,318,178,67,34,,,
794,318,178,67,34,,,
795,316,174,74,34,,,
796,316,174,74,34,,,
797,316,174,74,34,,,
798,320,178,71,29,,,
799,321,176,70,29,,,
800,321,176,70,29,,,
801,324,180,63,29,,,
802,324,184,57,28,,,
803,324,184,57,28,,,
804,320,177,68,28,,,
805,320,177,68,28,,,
806,320,177,68,28,,,
807,320,177,68,28,,,
808,324,184,77,5,,,
809,326,181,77,5,,,
810,315,151,51,5,72,,
811,315,150,51,5,72,,
812,313,148,51,5,78,,
813,314,148,51,5,79,,
814,314,148,51,5,79,,
815,314,148,51,5,80,,
816,312,140,51,5,93,,
817,312,140,51,5,93,,
818,312,140,51,5,93,,
819,312,140,51,5,93,,
820,315,140,51,5,93,,
821,316,138,51,5,92,,
822,316,138,51,5,91,,
823,316,138,51,95,,,
824,314,138,51,99,,,
825,314,138,51,99,,,
826,314,138,51,100,,,
827,314,138,51,100,,,
828,313,142,55,97,,,
829,313,142,55,97,,,
830,317,147,55,87,,,
831,317,147,55,87,,,
832,317,147,55,86,,,
833,327,196,65,16,,,
834,328,194,65,16,,,
835,328,194,65,16,,,
836,330,191,65,16,,,
837,333,189,68,16,,,
838,335,186,68,16,,,
839,337,183,68,16,,,
840,332,170,89,16,,,
841,332,168,89,16,,,
842,333,166,89,16,,,
843,333,166,89,16,,,
844,336,166,89,11,,,
845,336,166,89,11,,,
846,337,155,101,11,,,
847,337,155,101,11,,,
848,338,155,101,11,,,
849,340,152,101,11,,,
850,340,152,102,11,,,
851,340,152,102,11,,,
852,340,151,106,11,,,
853,340,151,106,11,,,
854,341,151,106,11,,,
855,341,145,113,11,,,
856,342,152,106,11,,,
857,342,152,106,11,,,
858,342,152,106,11,,,
859,342,152,105,11,,,
860,342,152,105,11,,,
861,342,152,104,11,,,
862,342,152,104,11,,,
863,342,152,104,11,,,
864,339,157,102,11,,,
865,339,157,101,11,,,
866,339,157,101,11,,,
867,343,159,95,11,,,
868,331,157,115,11,,,
869,331,157,115,11,,,
870,332,157,115,11,,,
871,332,159,112,11,,,
872,332,159,114,11,,,
873,332,159,116,11,,,
874,332,159,116,11,,,
875,327,153,75,64,,,
876,317,152,47,108,,,
877,317,152,47,108,,,
878,317,152,47,108,,,
879,320,148,47,11,99,,
880,322,148,47,11,101,,
881,322,148,47,11,101,,
882,327,154,51,11,85,,
883,327,154,51,11,85,,
884,328,154,51,11,87,,
885,329,154,51,11,85,,
886,332,154,51,11,81,,
887,332,154,51,11,81,,
888,333,154,51,11,81,,
889,333,154,51,11,80,,
890,334,154,51,11,80,,
891,338,165,51,11,64,,
892,338,165,51,11,65,,
893,338,165,51,11,65,,
894,336,165,48,11,72,,
895,338,165,53,11,64,,
896,340,165,53,11,65,,
897,340,165,53,11,65,,
898,340,165,53,11,65,,
899,340,165,53,11,65,,
900,342,169,47,76,,,
901,347,172,57,56,,,
902,347,172,57,56,,,
903,347,172,57,56,,,
904,349,172,57,55,,,
905,349,172,57,55,,,
906,350,172,57,55,,,
907,350,172,57,54,,,
908,353,168,57,54,,,
909,353,168,57,54,,,
910,352,168,57,57,,,
911,352,168,57,57,,,
912,348,156,62,71,,,
913,348,156,62,71,,,
914,348,156,62,71,,,
915,348,156,62,71,,,
916,349,158,62,68,,,
917,345,156,53,84,,,
