day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12
180,80,4,,,,,,190.0,,,,,
181,84,4,,,,,,190.0,,,,,
182,84,4,,,,,,189.0,,,,,
183,84,2,,,,,,195.0,,,,,
184,85,6,,,,,,189.0,,,,,
185,86,6,,,,,,189.0,,,,,
186,87,6,,,,,,189.0,,,,,
187,87,6,,,,,,190.0,,,,,
188,85,6,,,,,,193.0,,,,,
189,86,6,,,,,,193.0,,,,,
190,87,6,,,,,,193.0,,,,,
191,87,6,,,,,,193.0,,,,,
192,87,6,,,,,,197.0,,,,,
193,87,6,,,,,,197.0,,,,,
194,90,6,,,,,,195.0,,,,,
195,90,6,,,,,,195.0,,,,,
196,90,6,,,,,,197.0,,,,,
197,92,6,,,,,,197.0,,,,,
198,91,6,,,,,,200.0,,,,,
199,89,4,,,,,,206.0,,,,,
200,91,4,,,,,,210.0,,,,,
201,93,4,,,,,,210.0,,,,,
202,94,8,,,,,,212.0,,,,,
203,92,8,,,,,,215.0,,,,,
204,94,8,,,,,,216.0,,,,,
205,94,6,3,,,,,215.0,,,,,
206,93,8,3,,,,,215.0,,,,,
207,95,8,3,,,,,215.0,,,,,
208,97,8,3,,,,,219.0,,,,,
209,97,10,3,,,,,216.0,,,,,
210,100,10,3,,,,,218.0,,,,,
211,101,10,3,,,,,218.0,,,,,
212,101,10,3,,,,,218.0,,,,,
213,101,10,3,,,,,218.0,,,,,
214,101,10,3,,,,,219.0,,,,,
215,101,10,3,,,,,220.0,,,,,
216,102,10,3,,,,,221.0,,,,,
217,103,10,3,,,,,219.0,,,,,
218,105,13,3,,,,,215.0,,,,,
219,105,13,3,,,,,215.0,,,,,
220,102,11,6,,,,,,222.0,,,,
221,102,11,6,,,,,,222.0,,,,
222,80,6,,,,,,,256.0,,,,
223,81,6,,,,,,,256.0,,,,
224,82,6,,,,,,,258.0,,,,
225,80,6,,,,,,,260.0,,,,
226,80,6,,,,,,,260.0,,,,
227,81,6,,,,,,,260.0,,,,
228,84,6,,,,,,,261.0,,,,
229,84,6,,,,,,,260.0,,,,
230,83,4,,,,,,,267.0,,,,
231,83,4,,,,,,,268.0,,,,
232,83,4,,,,,,,268.0,,,,
233,83,4,,,,,,,267.0,,,,
234,83,4,,,,,,,269.0,,,,
235,83,4,,,,,,,270.0,,,,
236,81,4,,,,,,,275.0,,,,
237,81,4,,,,,,,275.0,,,,
238,82,4,,,,,,,277.0,,,,
239,82,4,,,,,,,277.0,,,,
240,82,4,,,,,,,278.0,,,,
241,102,7,6,,,,,,248.0,,,,
242,102,7,6,,,,,,249.0,,,,
243,102,7,6,,,,,,249.0,,,,
244,102,7,6,,,,,,250.0,,,,
245,103,7,6,,,,,,249.0,,,,
246,104,7,6,,,,,,249.0,,,,
247,104,7,6,,,,,,249.0,,,,
248,106,7,6,,,,,,252.0,,,,
249,108,7,6,,,,,,253.0,,,,
250,108,9,6,,,,,,253.0,,,,
251,108,9,6,,,,,,253.0,,,,
252,109,9,6,,,,,,252.0,,,,
253,109,9,6,,,,,,252.0,,,,
254,112,9,6,,,,,,253.0,,,,
255,110,9,6,,,,,,257.0,,,,
256,110,9,6,,,,,,256.0,,,,
257,112,15,6,,,,,,248.0,,,,
258,113,15,6,,,,,,248.0,,,,
259,113,12,3,,,,,,256.0,,,,
260,113,12,3,,,,,,259.0,,,,
261,113,12,3,,,,,,260.0,,,,
262,108,12,3,,,,,,268.0,,,,
263,109,12,3,,,,,,269.0,,,,
264,109,12,3,,,,,,269.0,,,,
265,110,12,3,,,,,,269.0,,,,
266,110,12,3,,,,,,269.0,,,,
267,111,12,3,,,,,,271.0,,,,
268,111,12,3,,,,,,272.0,,,,
269,111,12,3,,,,,,272.0,,,,
270,113,12,3,,,,,,273.0,,,,
271,113,12,3,,,,,,273.0,,,,
272,114,15,3,,,,,,271.0,,,,
273,115,15,3,,,,,,271.0,,,,
274,116,15,3,,,,,,271.0,,,,
275,116,15,3,,,,,,271.0,,,,
276,117,15,3,,,,,,273.0,,,,
277,118,15,3,,,,,,274.0,,,,
278,120,15,3,,,,,,274.0,,,,
279,120,15,,,,,,,280.0,,,,
280,122,21,,,,,,,273.0,,,,
281,122,21,,,,,,,274.0,,,,
282,125,25,,,,,,,268.0,,,,
283,125,25,,,,,,,268.0,,,,
284,126,25,,,,,,,270.0,,,,
285,121,25,,,,,,,276.0,,,,
286,122,25,,,,,,,275.0,,,,
287,123,25,,,,,,,274.0,,,,
288,124,25,,,,,,,277.0,,,,
289,124,25,,,,,,,277.0,,,,
290,125,25,,,,,,,277.0,,,,
291,125,25,,,,,,,277.0,,,,
292,127,25,,,,,,,277.0,,,,
293,131,25,,,,,,,273.0,,,,
294,130,27,,,,,,,274.0,,,,
295,130,27,,,,,,,273.0,,,,
296,130,27,,,,,,,273.0,,,,
297,129,27,,,,,,,276.0,,,,
298,130,27,,,,,,,276.0,,,,
299,131,27,,,,,,,277.0,,,,
300,134,27,,,,,,,277.0,,,,
301,135,27,,,,,,,277.0,,,,
302,134,27,,,,,,,280.0,,,,
303,135,27,,,,,,,280.0,,,,
304,132,25,,,,,,,286.0,,,,
305,136,21,,,,,,,288.0,,,,
306,140,21,,,,,,,289.0,,,,
307,143,21,,,,,,,289.0,,,,
308,146,21,,,,,,,289.0,,,,
309,147,21,,,,,,,289.0,,,,
310,146,21,,,,,,,293.0,,,,
311,146,21,,,,,,,293.0,,,,
312,150,21,,,,,,,287.0,,,,
313,150,21,,,,,,,287.0,,,,
314,153,21,,,,,,,287.0,,,,
315,154,21,,,,,,,288.0,,,,
316,155,21,,,,,,,287.0,,,,
317,155,21,,,,,,,287.0,,,,
318,155,21,,,,,,,287.0,,,,
319,156,21,,,,,,,287.0,,,,
320,156,21,,,,,,,,295.0,,,
321,157,21,,,,,,,,295.0,,,
322,156,19,,,,,,,,299.0,,,
323,156,19,,,,,,,,299.0,,,
324,153,19,3,,,,,,,301.0,,,
325,153,19,3,,,,,,,301.0,,,
326,153,19,3,,,,,,,302.0,,,
327,153,19,3,,,,,,,303.0,,,
328,154,19,3,,,,,,,304.0,,,
329,155,19,3,,,,,,,304.0,,,
330,152,19,3,,,,,,,308.0,,,
331,152,19,3,,,,,,,308.0,,,
332,153,19,3,,,,,,,309.0,,,
333,153,19,3,,,,,,,310.0,,,
334,157,19,3,,,,,,,309.0,,,
335,157,19,3,,,,,,,310.0,,,
336,159,19,3,,,,,,,310.0,,,
337,159,19,3,,,,,,,310.0,,,
338,159,19,3,,,,,,,311.0,,,
339,157,16,3,,,,,,,318.0,,,
340,157,16,3,,,,,,,318.0,,,
341,158,16,3,,,,,,,318.0,,,
342,160,16,3,,,,,,,318.0,,,
343,160,16,3,,,,,,,317.0,,,
344,156,16,3,,,,,,,325.0,,,
345,158,16,3,,,,,,,323.0,,,
346,158,16,3,,,,,,,325.0,,,
347,158,16,3,,,,,,,326.0,,,
348,155,16,3,,,,,,,330.0,,,
349,156,16,3,,,,,,,330.0,,,
350,156,16,3,,,,,,,330.0,,,
351,156,16,3,,,,,,,331.0,,,
352,154,10,3,,,,,,,342.0,,,
353,154,10,3,,,,,,,342.0,,,
354,157,10,3,,,,,,,342.0,,,
355,157,10,3,,,,,,,342.0,,,
356,157,10,3,,,,,,,342.0,,,
357,157,10,3,,,,,,,343.0,,,
358,159,10,3,,,,,,,344.0,,,
359,159,10,3,,,,,,,345.0,,,
360,158,10,3,,,,,,,351.0,,,
361,158,10,3,,,,,,,352.0,,,
362,158,12,3,,,,,,,352.0,,,
363,158,12,3,,,,,,,352.0,,,
364,159,8,8,,,,,,,350.0,,,
365,160,10,8,,,,,,,346.0,,,
366,161,10,8,,,,,,,347.0,,,
367,161,10,8,,,,,,,347.0,,,
368,163,10,8,,,,,,,347.0,,,
369,163,10,8,,,,,,,347.0,,,
370,163,10,8,,,,,,,347.0,,,
371,164,10,8,,,,,,,345.0,,,
372,164,10,8,,,,,,,345.0,,,
373,164,10,8,,,,,,,345.0,,,
374,164,10,8,,,,,,,345.0,,,
375,158,10,8,,,,,,,353.0,,,
376,158,10,8,,,,,,,354.0,,,
377,158,10,8,,,,,,,354.0,,,
378,156,10,8,,,,,,,357.0,,,
379,156,10,8,,,,,,,357.0,,,
380,157,10,8,,,,,,,358.0,,,
381,157,10,8,,,,,,,358.0,,,
382,157,10,8,,,,,,,358.0,,,
383,157,10,8,,,,,,,357.0,,,
384,157,10,8,,,,,,,357.0,,,
385,158,10,8,,,,,,,357.0,,,
386,158,10,8,,,,,,,357.0,,,
387,158,10,8,,,,,,,358.0,,,
388,159,10,8,,,,,,,359.0,,,
389,159,10,8,,,,,,,359.0,,,
390,159,10,8,,,,,,,359.0,,,
391,162,13,8,,,,,,,351.0,,,
392,162,13,8,,,,,,,354.0,,,
393,162,13,8,,,,,,,354.0,,,
394,164,13,8,,,,,,,354.0,,,
395,164,13,8,,,,,,,355.0,,,
396,165,13,8,,,,,,,355.0,,,
397,165,13,8,,,,,,,355.0,,,
398,166,13,8,,,,,,,355.0,,,
399,166,13,8,,,,,,,355.0,,,
400,170,19,8,,,,,,,346.0,,,
401,170,19,8,,,,,,,346.0,,,
402,170,19,8,,,,,,,346.0,,,
403,170,19,8,,,,,,,346.0,,,
404,171,16,5,,,,,,,353.0,,,
405,171,16,5,,,,,,,353.0,,,
406,171,16,5,,,,,,,353.0,,,
407,171,16,5,,,,,,,353.0,,,
408,173,9,5,,,,,,,362.0,,,
409,175,9,5,,,,,,,359.0,,,
410,176,9,5,,,,,,,360.0,,,
411,176,9,5,,,,,,,360.0,,,
412,177,9,5,,,,,,,360.0,,,
413,177,9,5,,,,,,,360.0,,,
414,177,9,5,,,,,,,361.0,,,
415,177,9,5,,,,,,,361.0,,,
416,177,7,5,,,,,,,367.0,,,
417,180,7,5,,,,,,,363.0,,,
418,180,7,5,,,,,,,363.0,,,
419,180,7,5,,,,,,,363.0,,,
420,173,7,,,,,,,,,380.0,,
421,173,7,,,,,,,,,380.0,,
422,173,7,,,,,,,,,380.0,,
423,174,7,,,,,,,,,381.0,,
424,175,9,,,,,,,,,379.0,,
425,175,9,,,,,,,,,379.0,,
426,175,9,,,,,,,,,380.0,,
427,175,9,,,,,,,,,380.0,,
428,176,9,,,,,,,,,378.0,,
429,176,9,,,,,,,,,378.0,,
430,176,13,,,,,,,,,375.0,,
431,179,17,,,,,,,,,367.0,,
432,182,17,,,,,,,,,367.0,,
433,182,17,,,,,,,,,367.0,,
434,182,17,,,,,,,,,367.0,,
435,182,17,,,,,,,,,366.0,,
436,182,17,,,,,,,,,366.0,,
437,182,17,,,,,,,,,366.0,,
438,183,17,,,,,,,,,366.0,,
439,184,19,9,,,,,,,,353.0,,
440,183,19,9,,,,,,,,359.0,,
441,185,19,9,,,,,,,,359.0,,
442,185,19,9,,,,,,,,359.0,,
443,186,19,9,,,,,,,,357.0,,
444,187,19,9,,,,,,,,357.0,,
445,187,19,9,,,,,,,,357.0,,
446,187,19,9,,,,,,,,357.0,,
447,187,19,9,,,,,,,,357.0,,
448,187,19,9,,,,,,,,357.0,,
449,187,19,9,,,,,,,,357.0,,
450,186,19,9,,,,,,,,362.0,,
451,186,24,9,,,,,,,,354.0,,
452,184,22,9,,,,,,,,360.0,,
453,184,22,9,,,,,,,,360.0,,
454,184,22,9,,,,,,,,360.0,,
455,184,22,9,,,,,,,,359.0,,
456,185,22,9,,,,,,,,362.0,,
457,185,22,9,,,,,,,,362.0,,
458,185,22,9,,,,,,,,363.0,,
459,185,22,9,,,,,,,,363.0,,
460,185,19,9,,,,,,,,369.0,,
461,186,21,9,,,,,,,,365.0,,
462,186,21,9,,,,,,,,365.0,,
463,186,21,9,,,,,,,,365.0,,
464,185,21,9,,,,,,,,368.0,,
465,185,21,9,,,,,,,,369.0,,
466,186,21,9,,,,,,,,371.0,,
467,186,21,9,,,,,,,,371.0,,
468,185,21,9,,,,,,,,373.0,,
469,185,21,9,,,,,,,,374.0,,
470,185,21,9,,,,,,,,374.0,,
471,185,21,9,,,,,,,,374.0,,
472,187,21,9,,,,,,,,376.0,,
473,187,21,9,,,,,,,,375.0,,
474,188,21,9,,,,,,,,376.0,,
475,188,21,9,,,,,,,,376.0,,
476,177,17,9,,,,,,,,393.0,,
477,177,17,9,,,,,,,,395.0,,
478,179,20,9,,,,,,,,392.0,,
479,179,20,9,,,,,,,,392.0,,
480,179,20,9,,,,,,,,391.0,,
481,179,20,9,,,,,,,,391.0,,
482,180,20,9,,,,,,,,391.0,,
483,182,20,9,,,,,,,,389.0,,
484,183,20,9,,,,,,,,389.0,,
485,183,20,9,,,,,,,,389.0,,
486,184,20,9,,,,,,,,389.0,,
487,184,20,9,,,,,,,,389.0,,
488,181,20,9,,,,,,,,396.0,,
489,184,24,9,,,,,,,,388.0,,
490,188,24,9,,,,,,,,389.0,,
491,188,24,9,,,,,,,,389.0,,
492,193,24,9,,,,,,,,384.0,,
493,193,24,9,,,,,,,,383.0,,
494,194,24,9,,,,,,,,383.0,,
495,194,24,9,,,,,,,,383.0,,
496,194,24,9,,,,,,,,386.0,,
497,195,24,9,,,,,,,,384.0,,
498,195,24,9,,,,,,,,386.0,,
499,195,24,9,,,,,,,,386.0,,
500,196,24,9,,,,,,,,386.0,,
501,196,24,9,,,,,,,,386.0,,
502,195,24,9,,,,,,,,389.0,,
503,195,24,9,,,,,,,,389.0,,
504,194,24,9,,,,,,,,391.0,,
505,196,24,9,,,,,,,,391.0,,
506,197,24,9,,,,,,,,391.0,,
507,197,24,9,,,,,,,,391.0,,
508,197,26,9,,,,,,,,389.0,,
509,197,26,9,,,,,,,,389.0,,
510,197,26,9,,,,,,,,392.0,,
511,195,26,9,,,,,,,,395.0,,
512,196,26,9,,,,,,,,395.0,,
513,198,28,9,,,,,,,,392.0,,
514,198,28,9,,,,,,,,393.0,,
515,199,28,9,,,,,,,,392.0,,
516,199,28,9,,,,,,,,392.0,,
517,199,28,9,,,,,,,,392.0,,
518,200,28,9,,,,,,,,392.0,,
519,200,28,9,,,,,,,,392.0,,
520,196,24,4,,,,,,,,408.0,,
521,196,24,4,,,,,,,,407.0,,
522,198,24,4,,,,,,,,409.0,,
523,198,24,4,,,,,,,,409.0,,
524,198,24,4,,,,,,,,409.0,,
525,199,24,4,,,,,,,,410.0,,
526,200,24,4,,,,,,,,410.0,,
527,200,24,4,,,,,,,,410.0,,
528,201,22,4,,,,,,,,413.0,,
529,202,22,9,,,,,,,,406.0,,
530,202,22,9,,,,,,,,407.0,,
531,200,22,9,,,,,,,,411.0,,
532,202,24,9,,,,,,,,407.0,,
533,202,24,9,,,,,,,,407.0,,
534,202,24,9,,,,,,,,409.0,,
535,202,24,9,,,,,,,,409.0,,
536,202,24,9,,,,,,,,412.0,,
537,202,24,5,5,,,,,,,411.0,,
538,202,24,5,5,,,,,,,410.0,,
539,202,24,5,5,,,,,,,409.0,,
540,200,21,5,,,,,,,,432.0,,
541,200,21,5,,,,,,,,432.0,,
542,200,21,5,,,,,,,,433.0,,
543,201,21,5,,,,,,,,433.0,,
544,202,21,5,,,,,,,,436.0,,
545,202,21,5,,,,,,,,436.0,,
546,201,21,5,,,,,,,,440.0,,
547,201,21,5,,,,,,,,440.0,,
548,201,21,5,,,,,,,,441.0,,
549,201,21,5,,,,,,,,441.0,,
550,201,21,5,,,,,,,,442.0,,
551,201,28,5,,,,,,,,434.0,,
552,197,28,5,,,,,,,,446.0,,
553,197,28,5,,,,,,,,446.0,,
554,197,28,5,,,,,,,,446.0,,
555,197,28,5,,,,,,,,446.0,,
556,198,28,5,,,,,,,,448.0,,
557,198,28,5,,,,,,,,448.0,,
558,199,28,5,,,,,,,,448.0,,
559,199,28,5,,,,,,,,448.0,,
560,196,28,5,,,,,,,,461.0,,
561,196,28,5,,,,,,,,461.0,,
562,196,28,5,,,,,,,,460.0,,
563,196,28,5,,,,,,,,460.0,,
564,197,28,5,,,,,,,,460.0,,
565,197,28,5,,,,,,,,461.0,,
566,197,28,5,,,,,,,,460.0,,
567,198,28,5,,,,,,,,460.0,,
568,199,28,5,,,,,,,,460.0,,
569,199,28,5,,,,,,,,460.0,,
570,198,23,5,,,,,,,,476.0,,
571,198,23,5,,,,,,,,475.0,,
572,198,23,5,,,,,,,,474.0,,
573,198,23,5,,,,,,,,474.0,,
574,198,23,5,,,,,,,,474.0,,
575,199,23,5,,,,,,,,472.0,,
576,199,25,5,,,,,,,,,476.0,
577,199,25,5,,,,,,,,,476.0,
578,201,25,5,,,,,,,,,473.0,
579,201,25,5,,,,,,,,,473.0,
580,199,25,5,,,,,,,,,479.0,
581,199,25,5,,,,,,,,,479.0,
582,202,25,5,,,,,,,,,476.0,
583,202,25,5,,,,,,,,,476.0,
584,202,25,5,,,,,,,,,476.0,
585,202,25,5,,,,,,,,,476.0,
586,202,25,5,,,,,,,,,476.0,
587,202,25,5,,,,,,,,,476.0,
588,203,25,5,,,,,,,,,478.0,
589,203,25,5,,,,,,,,,478.0,
590,204,25,5,,,,,,,,,478.0,
591,204,25,5,,,,,,,,,478.0,
592,202,23,5,,,,,,,,,486.0,
593,202,23,5,,,,,,,,,486.0,
594,201,23,5,,,,,,,,,493.0,
595,201,23,5,,,,,,,,,493.0,
596,202,23,5,,,,,,,,,490.0,
597,202,23,5,,,,,,,,,490.0,
598,202,23,5,,,,,,,,,490.0,
599,202,23,5,,,,,,,,,490.0,
600,204,23,5,,,,,,,,,491.0,
601,204,23,5,,,,,,,,,491.0,
602,205,23,5,,,,,,,,,489.0,
603,205,23,5,,,,,,,,,490.0,
604,205,23,5,,,,,,,,,490.0,
605,205,23,5,,,,,,,,,490.0,
606,205,23,5,,,,,,,,,489.0,
607,205,23,5,,,,,,,,,489.0,
608,205,23,5,,,,,,,,,489.0,
609,205,23,5,,,,,,,,,489.0,
610,206,25,5,,,,,,,,,487.0,
611,206,25,5,,,,,,,,,487.0,
612,207,25,5,,,,,,,,,487.0,
613,207,25,5,,,,,,,,,487.0,
614,209,25,5,,,,,,,,,486.0,
615,209,25,5,,,,,,,,,486.0,
616,206,25,5,,,,,,,,,492.0,
617,206,25,5,,,,,,,,,492.0,
618,206,25,5,,,,,,,,,492.0,
619,206,25,5,,,,,,,,,492.0,
620,206,25,5,,,,,,,,,492.0,
621,206,25,5,,,,,,,,,492.0,
622,207,25,5,,,,,,,,,492.0,
623,207,25,5,,,,,,,,,492.0,
624,206,25,5,,,,,,,,,493.0,
625,207,25,5,,,,,,,,,491.0,
626,207,25,5,,,,,,,,,492.0,
627,207,25,5,,,,,,,,,492.0,
628,208,25,5,,,,,,,,,491.0,
629,208,25,5,,,,,,,,,491.0,
630,205,25,5,,,,,,,,,498.0,
631,205,25,5,,,,,,,,,498.0,
632,206,25,5,,,,,,,,,498.0,
633,206,25,5,,,,,,,,,498.0,
634,206,25,5,,,,,,,,,498.0,
635,206,25,5,,,,,,,,,498.0,
636,211,25,5,,,,,,,,,496.0,
637,207,25,5,,,,,,,,,500.0,
638,207,25,5,,,,,,,,,500.0,
639,207,25,5,,,,,,,,,501.0,
640,209,25,5,,,,,,,,,503.0,
641,209,25,5,,,,,,,,,503.0,
642,211,29,5,,,,,,,,,497.0,
643,211,29,5,,,,,,,,,497.0,
644,211,29,5,,,,,,,,,497.0,
645,211,29,5,,,,,,,,,497.0,
646,211,29,5,,,,,,,,,497.0,
647,211,29,5,,,,,,,,,497.0,
648,211,29,5,,,,,,,,,503.0,
649,213,29,5,,,,,,,,,500.0,
650,214,29,5,,,,,,,,,498.0,
651,214,29,5,,,,,,,,,498.0,
652,214,29,5,,,,,,,,,501.0,
653,214,29,5,,,,,,,,,501.0,
654,214,29,5,,,,,,,,,500.0,
655,214,29,5,,,,,,,,,500.0,
656,215,29,5,,,,,,,,,501.0,
657,215,29,5,,,,,,,,,501.0,
658,215,29,5,,,,,,,,,501.0,
659,215,29,5,,,,,,,,,501.0,
660,215,29,5,,,,,,,,,507.0,
661,215,29,5,,,,,,,,,507.0,
662,216,29,5,,,,,,,,,507.0,
663,217,29,5,,,,,,,,,505.0,
664,217,29,5,,,,,,,,,506.0,
665,215,29,5,,,,,,,,,509.0,
666,215,29,5,,,,,,,,,509.0,
667,215,29,5,,,,,,,,,509.0,
668,216,29,5,,,,,,,,,509.0,
669,216,29,5,,,,,,,,,509.0,
670,216,29,5,,,,,,,,,509.0,
671,216,29,5,,,,,,,,,509.0,
672,216,29,5,,,,,,,,,511.0,
673,216,29,5,,,,,,,,,511.0,
674,216,29,5,,,,,,,,,511.0,
675,218,29,5,,,,,,,,,512.0,
676,218,29,5,,,,,,,,,511.0,
677,218,29,5,,,,,,,,,511.0,
678,219,29,5,,,,,,,,,512.0,
679,219,29,5,,,,,,,,,511.0,
680,220,29,5,,,,,,,,,512.0,
681,219,29,5,,,,,,,,,513.0,
